title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
Training on Geographic Information Systems in Gash Barka Region,Eritrea Ministry of Information (shabait.com),,2026-07-13,day,ERI,digital.localgov; dpi.mis; dpi.registry,shabait; government-of-eritrea; gash-barka-regional-administration,2026-09-01,https://shabait.com/2026/07/13/training-on-geographic-information-systems-in-gash-barka-region/,
Eritrea: Rainfall Indicators at Subnational Level,"World Food Programme (WFP), via Humanitarian Data Exchange (HDX)",,2026-07-06,day,ERI,data.satellite,wfp; hdx; climate-hazards-center,2026-09-01,https://data.humdata.org/dataset/eri-rainfall-subnational,
Deposit Your Money or Else: Eritrea's Banking Ultimatum,Awate.com (diaspora/opposition news & analysis),,2026-07-02,day,ERI,dpi.pay; gov.legislate,bank-of-eritrea,2026-07-17,https://awate.com/deposit-your-money-or-else-eritreas-banking-ultimatum/,
African Continental Free Trade Area (AfCFTA) Legal Texts and Policy Documents,tralac Trade Law Centre,,2026-07-01,month,ERI,gov.regional,tralac; afcfta; african-union; government-of-eritrea,2026-09-01,https://www.tralac.org/resources/our-resources/6730-continental-free-trade-area-cfta.html,
Implementation Progress and Results Report (IPR): Strengthening Tax Administration Project (ESTAP),African Development Bank,,2026-06-15,day,ERI,dpi.mis; dpi.registry,african-development-bank; government-of-eritrea; eritrea-ministry-of-finance-and-national-development; eritrea-inland-revenue-department,2026-09-01,https://www.afdb.org/sites/default/files/documents/projects-and-operations/p-er-k00-002.doc.pdf,
Request for Proposal - Consultancy for EMIS Policy Development Support to Liberia and EMIS Data Analytical Support to Eritrea,"UNESCO International Institute for Capacity Building in Africa (IICBA), through the GPE-KIX Africa 19 Hub",,2026-06-11,day,ERI,digital.rural; dpi.mis,unesco-iicba; gpe-kix; eritrea-ministry-of-education; government-of-eritrea,2026-09-01,https://www.iicba.unesco.org/sites/default/files/medias/fichiers/2026/06/TOR%20for%20GPEKIX%20Activites%20in%20Eritrea%20and%20Liberia%20Form%20AM10-10%20ENG-Final%20%28003%29.pdf,
What is AI regulation in Eritrea?,Levellers,,2026-06-08,day,ERI,gov.legislate,government-of-eritrea; eritel; african-union,2026-09-01,https://www.levellers.ai/what-is/ai-regulation-eritrea,
Eritrean Electoral Law,Government of Eritrea (hosted by ConstitutionNet),,2026-06-08,day,ERI,dpi.registry,constitutionnet; government-of-eritrea; electoral-commission-eritrea,2026-09-01,https://constitutionnet.org/sites/default/files/Eritrea%20Election%20Laws.pdf,
Vocational training provided to college students,Eritrea Ministry of Information,,2026-06-04,day,ERI,capacity.training; digital.rural,nueys; eritrea-police,2026-09-01,https://shabait.com/2026/06/04/vocational-training-provided-to-college-students/,
UNDP ERITREA Annual Report 2025,UNDP Eritrea,,2026-06-01,month,ERI,digital.rural; finance.new; gov.discourse; gov.policy; include.access,undp; government-of-eritrea; eritrea-national-statistics-office,2026-09-01,https://www.undp.org/sites/g/files/zskgke326/files/2026-06/undp-eritrea-annual-report-2025.pdf,
Substantial Investment in Expansion of Communication Service (Eritrea),Shabait / Eritrea Profile (Eritrea Ministry of Information),,2026-05-19,day,ERI,infra.connect; include.divides,eritel,2026-07-17,https://shabait.com/2026/05/19/substantial-investment-in-expansion-of-communication-service/,
Eritrea's Quiet Revolution in Health Care,Red Sea Beacon,,2026-05-16,day,ERI,digital.rural,government-of-eritrea; eritrea-ministry-of-health,2026-09-01,https://redseabeacon.com/eritreas-quiet-revolution-in-health-care/,
African Development Bank and Eritrea deepen partnership rooted in trust and pragmatism,African Development Bank Group,,2026-05-11,day,ERI,dpi.pay; infra.energy,african-development-bank; government-of-eritrea; eritrea-ministry-of-finance-and-national-development; undp; unicef,2026-09-01,https://www.afdb.org/en/news-and-events/press-releases/african-development-bank-and-eritrea-deepen-partnership-rooted-trust-and-pragmatism-93081,
Mai Nefhi College of Engineering and Technology Celebrates Engineering Day,Eritrea Ministry of Information,,2026-05-08,day,ERI,capacity.training,eritrea-mai-nefhi-college; shabait; eritrea-national-higher-education-and-research-institute,2026-09-01,https://shabait.com/2026/05/08/mai-nefhi-college-of-engineering-and-technology-celebrates-engineering-day/,
Driving Data with Digital Technology: Eritrea Strengthens Data Systems with Landmark Survey (EPHS 2025),United Nations Development Programme (UNDP Eritrea),,2026-05-08,day,ERI,data.statistics; capacity.research,undp; eritrea-national-statistics-office,2026-07-17,https://www.undp.org/eritrea/news/driving-data-digital-technology-eritrea-strengthens-data-systems-landmark-survey,
2026 RSF Index: press freedom at a 25-year low,Reporters Without Borders (RSF),,2026-05-01,month,ERI,gov.legislate; gov.discourse,rsf; government-of-eritrea,2026-09-01,https://rsf.org/en/2026-rsf-index-press-freedom-25-year-low,
The Long View - What ICT4D did for Africa and why that deep past matters for today,Russell Southwood (Substack),Russell Southwood,2026-04-16,day,XSS; KEN; ZAF; NGA; COD; TZA; TGO; ERI; CMR,tech.industry; infra.connect; dpi.pay; include.divides; capacity.research; gov.discourse,russell-southwood; research-ict-africa; alison-gillwald; seacom; jagun-sat3-open-access-2008; gsma,2026-07-12,https://russellsouthwood.substack.com/p/the-long-view-what-ict4d-did-for,
Eritrea Domesticated IGIF Action Plan,"African Centre for Statistics, United Nations Economic Commission for Africa (Digital Repository record)",,2026-04-06,day,ERI,data.open; data.statistics; gov.policy,uneca; government-of-eritrea,2026-09-01,https://datalab.uneca.org/docs-acs/programme-reports/eritrea-domesticated-igif-action-plan,
AI warfare: How digital battle is shaping Ethiopia-Eritrea war narratives,AFP Fact Check,,2026-04-02,day,ERI,tech.ai,afp-fact-check; google; openai,2026-09-01,https://factcheck.afp.com/doc.afp.com.A6G39WE,
Guidance Note on Eritrea,UNHCR,,2026-04-01,month,ERI,include.access,unhcr; government-of-eritrea; pfdj,2026-09-01,https://www.ecoi.net/en/file/local/2142611/ert_guidance_note_-_final_april_2026.pdf,
Eritrea's Fintech Ecosystem in 2026 and Financial Inclusion,The Fintech Times,,2026-03-30,day,ERI,tech.innovate,eritel; bank-of-eritrea; commercial-bank-of-eritrea; world-bank; eritrea-vision-2030,2026-09-07,https://thefintechtimes.com/eritreas-fintech-ecosystem-in-2026-and-financial-inclusion/,
"Statistical findings: availability of data, achievement of targets and digital divides in the region","International Telecommunication Union (ITU), ICT Data and Analytics Division",,2026-03-24,day,ERI,gov.standards; infra.connect,itu; government-of-eritrea; eritrea-national-statistics-office,2026-09-01,https://www.itu.int/itu-d/sites/projectumc/wp-content/uploads/sites/42/2026/03/Day-1-Statistical-findings-data-availability-Nehal-Desai.pdf,
Eritrea: Knowledge Base profile,"HM Passport Office (Home Office), United Kingdom",,2026-03-02,day,ERI,dpi.id,uk-home-office; government-of-eritrea; eritrea-office-of-civil-status,2026-09-01,https://www.gov.uk/government/publications/eritrea-knowledge-base-profile/eritrea-knowledge-base-profile,
"Comprehensive Report — Second Capacity Development Workshop on \""Spatial Insights: Empowering Decision-Making and Transforming Knowledge into Action with Geospatial Intelligence\""","UN Economic Commission for Africa (UNECA), African Centre for Statistics",,2026-03-01,month,ERI,capacity.research; data.satellite; dpi.mis; dpi.registry; gov.policy,uneca; eritrea-ministry-of-land-water-and-environment,2026-09-01,https://datalab.uneca.org/docs-acs/sites/default/files/programmatic-reports/eritrean-capacity-development-workshop.pdf,
Training on Geographic Information System in Asmara,Eritrea Ministry of Information,,2026-02-28,day,ERI,capacity.literacy; gov.policy,uneca; eritrea-ministry-of-land-water-and-environment; eritrea-national-statistics-office,2026-09-01,https://shabait.com/2026/02/28/training-on-geographic-information-system-in-asmara/,
"Capacity-building training on National Accounts (2008 SNA): GDP compilation by production approach, and National Accounts Database System (NADABAS)","UN Economic Commission for Africa (UNECA), African Centre for Statistics",,2026-02-24,day,ERI,data.statistics,uneca; eritrea-national-statistics-office,2026-09-01,https://datalab.uneca.org/docs-acs/missions/capacity-building-training-national-accounts-2008-sna-gdp-compilation-production-approach,
Eritrea Energy Integrated Project (AfDB),African Development Bank Group,,2026-02-18,day,ERI,infra.energy; finance.new,african-development-bank; desert-to-power,2026-09-01,https://www.afdb.org/en/news-and-events/press-releases/african-development-bank-group-invest-58-million-expand-clean-electricity-and-support-rural-economic-growth-eritrea-91063,
"Project Appraisal Report - Eritrea Energy Integrated Project - Teseney, Kerekebet and Barentu",African Development Bank Group,,2026-02-01,month,ERI,infra.energy,african-development-bank; eritrea-ministry-of-energy-and-mines; eritrea-electric-corporation; government-of-eritrea,2026-09-01,https://www.afdb.org/sites/default/files/documents/projects-and-operations/eritrea_-_energy_integrated_project_teseney_kerekebet_and_barentu_0.pdf,
EARDIP - IGAD,Intergovernmental Authority on Development (IGAD),,2026-01-26,day,ERI,gov.regional,igad; eac; world-bank; government-of-eritrea,2026-09-01,https://igad.int/eardip/,
PRESIDENT ISAIAS AFWERKI'S INTERVIEW WITH LOCAL MEDIA OUTLETS (Third and Final Part),Eritrea Ministry of Information (shabait.com),,2026-01-24,day,ERI,dpi.id; infra.energy,government-of-eritrea; shabait,2026-09-01,https://shabait.com/2026/01/24/president-isaias-afwerkis-interview-with-local-media-outlets-third-and-final-part/,
"Eritrea Launches Landmark Digital Customs System, Modernizing Trade",United Nations Development Programme (UNDP) Eritrea,,2026-01-08,day,ERI,capacity.literacy; dpi.exchange; dpi.govtech; dpi.pay; gov.legislate; gov.policy; gov.standards; infra.capacity; infra.cybersec; infra.store; tech.industry,undp; unctad; eritrea-customs-department; government-of-eritrea,2026-09-01,https://www.undp.org/eritrea/news/eritrea-launches-landmark-digital-customs-system-modernizing-trade,
Eritrea launches ASYCUDA World digital customs system,Shabait / Eritrea Profile (Ministry of Information),,2026-01-08,day,ERI,dpi.govtech; dpi.exchange; gov.policy,asycuda; undp; unctad,2026-07-15,https://shabait.com/2026/01/08/eritrea-launches-landmark-digital-customs-system,
Eritrea | Rights Mapping and Analysis Platform,UNHCR (Rights Mapping and Analysis Platform),,2026-01-01,year,ERI,include.access,unhcr; government-of-eritrea,2026-09-01,https://rimap.unhcr.org/countries/eritrea,
Universal Periodic Review (46th working group session): Contribution of UNESCO to Compilation of UN information — Eritrea,"UNESCO, via UPR Info",,2026-01-01,month,ERI,gov.legislate,unesco; government-of-eritrea; ministry-of-information-eritrea,2026-09-01,https://upr-info.org/sites/default/files/country-document/2026-01/UNESCO_org_UPR46_ERI_E_Main.pdf,
Draft Laws – THE ABC JOURNEY,The ABC Journey,,2026-01-01,year,ERI,gov.legislate,abc-journey,2026-09-01,https://theabcjourney.org/legislature/draftlaws,
Government AI Readiness Index 2025,Oxford Insights,,2026-01-01,month,ERI,gov.policy,oxford-insights; african-union,2026-09-01,https://oxfordinsights.com/wp-content/uploads/2026/01/2025-Government-AI-Readiness-Index-Report_01_26.pdf,
IXP Tracker - Eritrea | ISOC Pulse,Internet Society (ISOC) Pulse,,2026-01-01,year,ERI,infra.connect,internet-society; peeringdb,2026-09-01,https://pulse.internetsociety.org/en/ixp-tracker/country/ER/,
Eritrea Country Profile — Transparency Portal,UNICEF,,2025-12-18,day,ERI,dpi.exchange,unicef; government-of-eritrea; eritrea-ministry-of-education,2026-09-01,https://open.unicef.org/country/Eritrea,
Building Foundations for Teacher Excellence: Eritrea's Pathway towards Strengthened CPD with insights from Zambia,UNESCO International Institute for Capacity Building in Africa (IICBA),,2025-12-16,day,ERI,dpi.exchange; dpi.mis,eritrea-ministry-of-education; unesco-iicba; teaching-council-of-zambia; global-partnership-for-education; unicef,2026-09-01,https://www.iicba.unesco.org/en/eritrea-building-foundations-teacher-excellence-eritreas-pathway-towards-strengthened-cpds-insights,
Case Study: The Eritrea Population and Health Survey (EPHS) 2025,UNFPA Eritrea,,2025-11-24,day,ERI,dpi.exchange,unfpa; eritrea-national-statistics-office; eritrea-ministry-of-health,2026-09-01,https://eritrea.unfpa.org/en/publications/case-study-eritrea-population-and-health-survey-ephs-2025,
Research and Documentation Center: Making the Past a Digital Reality,"European External Action Service (EEAS), Press and Information Team of the EU Delegation to Eritrea",,2025-11-13,day,ERI,capacity.research; geopol.eu,european-union; eritrea-research-and-documentation-center; university-of-pavia,2026-09-01,https://www.eeas.europa.eu/delegations/eritrea/research-and-documentation-center-making-past-digital-reality_en,
Digital 2026 — Eritrea (DataReportal),DataReportal / We Are Social / Meltwater,,2025-11-08,day,ERI,infra.connect; include.divides,datareportal,2026-07-15,https://datareportal.com/reports/digital-2026-eritrea,
U.S. Visa: Reciprocity and Civil Documents by Country — Eritrea,U.S. Department of State,,2025-11-01,month,ERI,dpi.id,us-department-of-state; eritrea-department-of-immigration-and-nationality; government-of-eritrea,2026-09-01,https://travel.state.gov/content/travel/en/us-visas/Visa-Reciprocity-and-Civil-Documents-by-Country/Eritrea.html,
Vocational Training for Workers in Anseba Region,Eritrea Ministry of Information (Shabait),,2025-11-01,day,ERI,capacity.literacy; include.access,shabait; national-confederation-of-eritrean-workers; anseba-regional-administration,2026-09-01,https://shabait.com/2025/11/01/vocational-training-for-workers-in-anseba-region/,
State of Eritrea — Interim Country Strategy Paper (2025-2027),African Development Bank Group,,2025-11-01,month,ERI,dpi.pay; dpi.registry,african-development-bank; government-of-eritrea,2026-09-01,https://www.afdb.org/sites/default/files/documents/projects-and-operations/eritrea_interim_country_strategy_paper_2025-2027.pdf,
Eri-Chat: Offline AI App (Q&A with developer Naod Goitom Isaac),Shabait / Eritrea Profile (Eritrea Ministry of Information),,2025-11-01,day,ERI,tech.ai; tech.innovate,eri-chat; ministry-of-information-eritrea,2026-07-17,https://shabait.com/2025/11/01/eri-chat-offline-ai-app/,
National workshop on VigiMobile introduction in Eritrea,"World Health Organization, Pharmacovigilance Team, in collaboration with the Uppsala Monitoring Centre (UMC), Sweden",,2025-10-15,day,ERI,digital.rural,who; uppsala-monitoring-centre; eritrea-national-medicines-and-food-administration,2026-09-01,https://www.who.int/teams/regulation-prequalification/regulation-and-safety/pharmacovigilance,
2024 Investment Climate Statements: Eritrea,U.S. Department of State (republished by Eritrea Focus),,2025-10-14,day,ERI,dpi.registry,us-department-of-state; government-of-eritrea; eritrea-investment-center,2026-09-01,https://www.eritrea-focus.org/2024-investment-climate-statements-eritrea/,
Fourth Periodic National Report of the State of Eritrea on the status of Implementation of the African Charter on the Rights and Welfare of the Child (ACRWC) (2020 – 2024),Government of the State of Eritrea,,2025-10-01,month,ERI,dpi.id; dpi.registry; include.access,government-of-eritrea; eritrea-ministry-of-labour-and-human-welfare; acerwc,2026-09-01,https://www.acerwc.africa/sites/default/files/2025-10/Eritrea%202nd%20Periodic%20Report.pdf,
Minister Osman Saleh discusses with President Trump's Senior Adviser,Eritrea Ministry of Information (shabait.com),,2025-09-26,day,ERI,geopol.usa,eritrea-ministry-of-foreign-affairs; government-of-eritrea; government-of-united-states,2026-09-01,https://shabait.com/2025/09/26/minister-osman-saleh-discusses-with-president-trumps-senior-adviser/,
Training on Documentation and Archives,Eritrea Ministry of Information,,2025-09-08,day,ERI,digital.localgov,shabait; anseba-regional-administration; eritrea-research-and-documentation-center,2026-09-01,https://shabait.com/2025/09/08/training-on-documentation-and-archives/,
Case Study: Data for Development — The Eritrea Population and Health Survey (EPHS) 2025,UNFPA Eritrea,,2025-09-01,month,ERI,data.open; dpi.id; dpi.registry; include.access,unfpa; government-of-eritrea; eritrea-national-statistics-office; eritrea-ministry-of-health,2026-09-01,https://eritrea.unfpa.org/sites/default/files/pub-pdf/2025-11/Case%20Study%20Data%20for%20Development.pdf,
Horn of Africa Initiative Digital Policy Matrix: Update,Horn of Africa Initiative (World Bank Digital Practice for Eastern and Southern Africa),,2025-09-01,month,ERI,gov.legislate; gov.protect; gov.regional; tech.ai,hoai; world-bank; government-of-eritrea,2026-09-01,https://hoainitiative.org/sites/default/files/2025-09/25th%20HoAI%20Ministerial%20-%20Background%20Paper%20on%20Digital%20Integration%20Update.pdf,
"Joint external evaluation of the International Health Regulations (2005) core capacities of Eritrea: mission report, 9-16 August 2025",World Health Organization,,2025-08-16,day,ERI,digital.rural; dpi.mis,who; eritrea-ministry-of-health; eritrea-ministry-of-agriculture,2026-09-01,https://iris.who.int/server/api/core/bitstreams/1c6a1499-7f49-4b88-930a-a83b18c5d55e/content,
Eritrea's population digital identity — challenges ahead,The Global Digital Identity Index,,2025-07-26,day,ERI,dpi.id; include.divides; gov.policy,eritel,2026-07-15,https://globaldigitalidentityindex.com/eritrea-population-digital-identity,
Anti-money laundering and counter-terrorist financing measures — Eritrea: Mutual Evaluation Report,Eastern and Southern Africa Anti-Money Laundering Group (ESAAMLG),,2025-07-01,month,ERI,dpi.pay; gov.legislate; dpi.id,esaamlg; government-of-eritrea; eritrea-financial-intelligence-unit,2026-09-01,https://www.esaamlg.org/reports/MER%20of%20Eritrea-July%202025.pdf,
The Innovation Hub: A Center for Creativity and Progress,Eritrea Ministry of Information,,2025-04-09,day,ERI,tech.innovate,nueys; ministry-of-information-eritrea,2026-09-01,https://shabait.com/2025/04/09/the-innovation-hub-a-center-for-creatinity-and-progress/,
Convention on the Rights of the Child — Concluding observations on the combined fifth and sixth periodic reports of Eritrea,UN Committee on the Rights of the Child / OHCHR,,2025-03-05,day,ERI,digital.rural; dpi.mis; tech.ai; dpi.exchange,ohchr; un-crc; government-of-eritrea,2026-09-01,https://docstore.ohchr.org/SelfServices/FilesHandler.ashx?enc=zKatcJNNROJ8T%2BRKD%2BxCr7PB1zgTxlfOG2SsIoKnylEWI%2FZfvGG80hbGwR3x7isjlHU6gjfYYh5RtNElLuIWnw%3D%3D,
Digital 2025 — Eritrea (DataReportal),DataReportal / We Are Social / Meltwater,,2025-03-03,day,ERI,infra.connect; include.divides,datareportal,2026-07-15,https://datareportal.com/reports/digital-2025-eritrea,
Activity Assessment Meeting of the Ministry of Justice,Eritrea Ministry of Information,,2025-01-10,day,ERI,dpi.mis,eritrea-ministry-of-justice,2026-09-01,https://shabait.com/2025/01/10/activity-assessment-meeting-of-the-ministry-of-justice/,
2025 Investment Climate Statements: Eritrea,U.S. Department of State,,2025-01-01,year,ERI,finance.budget; finance.new; geopol.usa,us-department-of-state; government-of-eritrea; eritrea-investment-center; pfdj,2026-09-01,https://www.state.gov/reports/2025-investment-climate-statements/eritrea,
Eritrea | Digital Watch Observatory,Digital Watch Observatory (DiploFoundation / Geneva Internet Platform),,2025-01-01,year,ERI,infra.cybersec,eritel; government-of-eritrea; itu; internet-society; oxford-insights,2026-09-07,http://web.archive.org/web/20260824175022/https://dig.watch/countries/eritrea,
"Questionnaire on Vital Statistics — Eritrea, Reporting Year 2025",United Nations Statistics Division,,2025-01-01,year,ERI,dpi.registry,unsd,2026-09-07,https://unstats.un.org/unsd/demographic-social/products/dyb/documents/metadata/2025/Eritrea-2025-VT-Metadata.pdf,
Frequently asked questions,Eritel (Eritrean Telecommunication Services Corporation),,2025-01-01,year,ERI,dpi.pay,eritel; government-of-eritrea,2026-09-07,https://www.eritel.com.er/faqs.php,
Apply for our services,Eritel (Eritrean Telecommunication Services Corporation),,2025-01-01,year,ERI,gov.protect,eritel; government-of-eritrea,2026-09-07,https://eritel.com.er/apply_our_services.php?id=1037,
Eritrea's Delegation Presents National Statement at the UNCCD COP 16,Eritrea Ministry of Information,,2024-12-06,day,ERI,data.satellite,ministry-of-information-eritrea; government-of-eritrea; unccd,2026-09-01,https://shabait.com/2024/12/06/eritreas-delegation-presents-national-statement-at-the-unccd-cop-16/,
E-Government Survey 2024 — Technical Appendix,United Nations Department of Economic and Social Affairs (UN DESA),,2024-10-30,day,ERI,dpi.govtech,un-desa; united-nations,2026-09-01,https://desapublications.un.org/sites/default/files/publications/2024-10/Technical%20Appendix%20%28Web%20version%29%2030102024.pdf,
National ID,"Embassy of the State of Eritrea, Washington DC",,2024-10-17,day,ERI,dpi.id,eritrea-embassy-washington-dc; government-of-eritrea,2026-09-07,https://us.embassyeritrea.org/national-id/,
Cable firms eye Eritrea as Houthi attacks threaten Red Sea internet traffic,Middle East Eye,,2024-06-10,day,ERI,infra.connect,meta; 2africa-cable,2026-07-20,https://www.middleeasteye.net/news/cable-firms-eye-eritrea-yemen-houthi-attacks-threaten-internet-traffic,
The State of Inclusive Instant Payment Systems in Africa (SIIPS 2024),"AfricaNenda Foundation, with World Bank Group and UNECA",,2024-06-01,month,ERI,dpi.pay,africanenda; world-bank; uneca,2026-09-01,https://www.africanenda.org/uploads/files/siips_2024_mainreport_EN.1.pdf,
GPE System Transformation Grant and System Capacity Grant — Eritrea Foundational Learning Programme,Global Partnership for Education,,2024-04-19,day,ERI,dpi.mis; finance.new,global-partnership-for-education; unicef; government-of-eritrea; eritrea-ministry-of-education,2026-09-07,https://www.globalpartnership.org/node/document/download?file=document%2Ffile%2F2024-04-eritrea-gpe-grant-program-document.pdf,
"Programme Document: Pursuing an \""Inclusive and Transformative Reform Agenda for Quality Learning for all Girls and Boys in Eritrea\""","Ministry of Education, Government of the State of Eritrea (submitted via UNICEF as Grant Agent, Global Partnership for Education)",,2024-04-19,day,ERI,digital.rural; dpi.mis; dpi.exchange,global-partnership-for-education; unicef; eritrea-ministry-of-education,2026-09-01,https://www.globalpartnership.org/node/document/download?file=document%2Ffile%2F2024-04-eritrea-gpe-grant-program-document.pdf,
Overcoming Connectivity Barriers: The Role of DHIS2 Platform in Enhancing Health Data Management in Eritrea,DHIS2 Community,,2024-03-13,day,ERI,infra.connect,dhis2; eritrea-ministry-of-health; hisp-tanzania,2026-09-07,https://community.dhis2.org/t/overcoming-connectivity-barriers-the-role-of-dhis2-platform-in-enhancing-health-data-management-in-eritrea/57621,
Eritrea Support sector digitization and DHIS 2 roll out health information system gaps analysis,World Health Organization — UHC Partnership Live Monitoring,,2024-01-01,year,ERI,dpi.mis,who; eritrea-ministry-of-health,2026-09-07,https://extranet.who.int/uhcpartnershiplivemonitoring/activity/eritrea-support-sector-digitization-and-dhis-2-roll-out-health-information-system-gaps,
2024 Ibrahim Index of African Governance (IIAG) — Eritrea Profile: 2014-2023 Results,Mo Ibrahim Foundation,,2024-01-01,year,ERI,gov.policy,mo-ibrahim-foundation; ibrahim-index-of-african-governance,2026-09-07,https://assets.iiag.online/2024/profiles/2024-IIAG-profile-er.pdf,
General Country of Origin Information Report on Eritrea (December 2023),"Netherlands Ministry of Foreign Affairs, Country of Origin Information Unit",,2023-12-31,day,ERI,dpi.registry; dpi.id,netherlands-ministry-of-foreign-affairs; government-of-eritrea,2026-09-01,https://www.ecoi.net/en/file/local/2107005/General%20country%20of%20origin%20information%20report%20on%20Eritrea%20December%202023.pdf,
