indicator_id,progress,summary,developments,row_ids
finance.new--mobilisation-of-non-state-finance,Advanced,"A [US$350,000 pre-seed round](2025-11-27-dabafinance-fusepay-preseed) closed for a domestic fintech, and a development lender [refinanced the telecommunications incumbent](2022-01-01-tdb-syc-cws-refinancing-2022-cable-wireless-seychelles-debt-refinancing-and) in a US$50m package after [arranging US$70m of acquisition financing](2019-01-01-tdb-syc-cws-acquisition-2019-cable-wireless-seychelles-acquisition-financing) in 2019.","The pre-seed closed in November 2025 with five named backers ([round](2025-11-27-dabafinance-fusepay-preseed)).

The refinancing package of US$50m replaced US$48.1m of 2019 debt ([refinancing](2022-01-01-tdb-syc-cws-refinancing-2022-cable-wireless-seychelles-debt-refinancing-and)); the lender took about 2.9 per cent of the operator's equity in December 2022, the operator listed on a domestic exchange in September 2022, and a local-currency bond of about US$12.5m was co-arranged in February 2024 ([refinancing](2022-01-01-tdb-syc-cws-refinancing-2022-cable-wireless-seychelles-debt-refinancing-and)).

The original acquisition financing of US$70m syndicated, US$50m on the lender's own book, took the operator out of foreign ownership in 2019 ([acquisition](2019-01-01-tdb-syc-cws-acquisition-2019-cable-wireless-seychelles-acquisition-financing)). A regional development lender holding equity in the telecommunications incumbent is a structural fact this base records and nothing examines.",SYC-finance.new-fusepay-preseed|SYC-finance.new-tdb-cws-refinancing-2022|SYC-finance.new-tdb-cws-acquisition-2019
finance.new--development-partner-project-financing,No change,A [US$30m results-based social protection programme](2021-03-03 PAD - Seychelles Strengthening Quality of the Social Protection System PforR (PAD3541)) carries a social-protection registry and management information system as its digital element.,"The programme was approved in March 2021 ([programme](2021-03-03 PAD - Seychelles Strengthening Quality of the Social Protection System PforR (PAD3541))).

It is the only development financing in this ledger with a named digital component, and the social protection delivery platform recorded separately — briefed to stakeholders in August 2026 — is presumably its output, though no source connects them.",SYC-finance.new-wb-social-protection-pforr
finance.mou--strategic-relationships,Advanced,A neighbouring operator [announced cross-border payment capabilities](2026-07-16-mauritius-telecom-allmyt-keynote-sovereign-ai-platformafrica) with a domestic fintech partner.,"The announcement is a single paragraph in an otherwise foreign-focused keynote ([announcement](2026-07-16-mauritius-telecom-allmyt-keynote-sovereign-ai-platformafrica)).

No agreement, value, timetable or regulatory approval is named. It is one of three cross-border payment intentions in this unit — the others being a continental interface memorandum and the domestic fintech's own platform — and none has a completed corridor on record.",SYC-finance.mou-mt-eboo
infra.connect--mobile-penetration,Advanced,"One operator [launched commercial fifth-generation service](2026-07-04-nation-airtel-seychelles-5g-launch-sbc) in July 2026, and the incumbent [launched fifth-generation with a Chinese vendor](2020-07-07-telecompaper-cable-wireless-seychelles-5g-huawei) in 2020.","The commercial launch came in July 2026 with a broadcaster content partnership alongside; plan and pricing detail is paywalled and not held ([launch](2026-07-04-nation-airtel-seychelles-5g-launch-sbc), [turnkey](2021-12-13-itweb-airtel-seychelles-ericsson-turnkey-5g)).

The incumbent launched fifth-generation service in 2020 with a Chinese vendor supplying it ([incumbent](2020-07-07-telecompaper-cable-wireless-seychelles-5g-huawei)).

An emergency-communications memorandum signed with a Chinese supplier at a 2025 trade congress, for a resilient mission-critical core integrating with the incumbent's network, has had no update in more than seventeen months ([memorandum](2025-03-04-developingtelecoms-hytera-cws-mou)).",SYC-infra.connect-airtel-5g|SYC-infra.connect-cws-4g5g|SYC-infra.connect-hytera-cws-mou
infra.connect--satellite-broadband-licensing-and-availability,Advanced,"[Satellite internet soft-launched](2026-07-22-statehouse-seychelles-starlink-soft-launch) at a State House briefing in July 2026, after Cabinet approved the licence in February and the operator incorporated locally by May.","Cabinet approved the service provider licence on 18 February 2026, the operator incorporated locally and was in final licensing by May, and the soft launch was confirmed at a State House briefing in July ([soft launch](2026-07-22-statehouse-seychelles-starlink-soft-launch), [clearance](2026-03-06-nation-starlink-cleared-for-takeoff), [incorporation](2026-05-28-nation-starlink-incorporated-locally), [live](2026-07-20-starlink-live-cote-divoire-seychelles), [coverage](2026-07-28-starlink-adds-cote-divoire-and-seychelles-reaching-28-african-countries)).

Requiring local incorporation before licensing is the design choice worth recording: several units in this frame licensed the same operator on a full foreign-ownership basis, and this one did not.

No subscriber count, tariff or coverage figure is published.",SYC-infra.connect-starlink
infra.store--local-data-centre-capacity-all-providers,No change,An [operator data centre](2021-12-13-itweb-airtel-seychelles-ericsson-turnkey-5g) was built under a turnkey project relocating and modernising the network into a hybrid network cloud.,"The turnkey award was made in December 2021 ([project](2021-12-13-itweb-airtel-seychelles-ericsson-turnkey-5g)).

Its continued operation is inferred only from the 2026 fifth-generation launch it enabled. No capacity, tenancy or availability figure is published, and no other data centre — commercial or government — appears anywhere in this ledger.",SYC-infra.store-airtel-datacentre
infra.cybersec--national-cybersecurity-readiness,Advanced,"The National Assembly [unanimously approved a motion to accede to the Budapest Convention](2026-07-23-nation-sc-assembly-budapest-convention-accession), and a [national cybersecurity coordination committee](2025-05-13-nation-ai-nccc-amps-media) has a thin record with no founding instrument held.","The accession motion was approved unanimously in July 2026; the body of the source is paywalled beyond its opening ([accession](2026-07-23-nation-sc-assembly-budapest-convention-accession)).

The coordination committee reaches the base through a press-freedom day workshop it ran on artificial intelligence, ethics and cybersecurity. No founding instrument or mandate document is held ([committee](2025-05-13-nation-ai-nccc-amps-media)).

So the country is acceding to the principal international cybercrime instrument while its own coordinating body exists in the record only through a workshop it hosted.",SYC-infra.cybersec-budapest-convention|SYC-infra.cybersec-nccc
dpi.id--robustness-of-system,No change,"A [national digital identity platform](2024-09-18 Launch of New Digital Solutions for Public Services) runs a two-tier credential built on a foreign vendor's platform, and no source addresses licensing, hosting or exit terms.","The platform launched in September 2024 on a foreign vendor's identity platform, with the credential made mandatory for work permit holders ([platform](2024-09-18 Launch of New Digital Solutions for Public Services), [mandate](2024-09-18 Seychelles Makes Digital ID Mandatory for Work Permit Holders), [civil status](2022-11-01 Seychelles Civil Status Act Cap 34 (as at 1 Nov 2022))).

The sovereignty question is open: no source addresses licensing, hosting or exit terms with the vendor. For a national identity credential that is the arrangement that matters most, and it is the one thing nothing published says.

No enrolment count, coverage figure or authentication volume is held at any date.",SYC-dpi.id-seyid
dpi.registry--civil-register,No change,"[Civil-status certificates are issued online](2024-09-18 Launch of New Digital Solutions for Public Services) with two-working-day delivery, saved to the identity platform's document wallet.","Birth, marriage and death certificates are available online with delivery in two working days, saved into the identity platform's document wallet ([certificates](2024-09-18 Launch of New Digital Solutions for Public Services)).

That is a working registry-to-credential link — the certificate lands in the same wallet as the identity — and it is one of very few in this frame where the two systems are joined at the point of issue.

No transaction volume, registration completeness or uptake figure is published.",SYC-dpi.id-certexpress
dpi.pay--governance-role-of-central-bank,Advanced,"The central bank [set a four-stage cheque phase-out](2024-09-22 Seychelles to phase out cheques for financial transactions from 2025) running to May 2026, under [electronic money regulations](2022-12-12-seychelles-nps-electronic-money-regulations-2022) in force since 2022, and Cabinet [approved widening the authorised-dealer perimeter](2026-07-23-seychelles-cabinet-business-22-july-2026).","The phase-out runs in four dated stages: stop issuing to individuals from January 2025, stop accepting from individuals from May 2025, stop issuing to non-residents from January 2026, stop accepting from non-residents after May 2026. The cheque-volume and card figures behind it carry a proxy date caveat ([phase-out](2024-09-22 Seychelles to phase out cheques for financial transactions from 2025), [schedule](2026-07-09-nation-src-cheque-phaseout-2028)).

The electronic money regulations were made under the payment system Act in 2022, giving incumbents six months to comply and a year to reach the capital floor; they were acquired from the Official Gazette only in August 2026, so they are a foundational text newly added to this base rather than a new development ([regulations](2022-12-12-seychelles-nps-electronic-money-regulations-2022)).

Cabinet approved amendments widening the authorised-dealer definition to include credit unions and licensed payment service providers ([perimeter](2026-07-23-seychelles-cabinet-business-22-july-2026)). A dated, staged withdrawal of an instrument is the most orderly payments transition in this frame.",SYC-dpi.pay-cheque-phaseout|SYC-dpi.pay-nps-emoney-regs|SYC-dpi.pay-fx-act-amendment
dpi.pay--b2b-and-b2g-functionality,Advanced,"A [domestic fintech ran its first live transaction](2026-07-22-fusepay-fuse360-ai-operating-system) on a virtual business-account platform, positioned against the cheque phase-out.","The first live transaction ran in July 2026 on a platform offering virtual business accounts, with the company also announcing an operating layer above it ([platform](2026-07-22-fusepay-fuse360-ai-operating-system), [cheques](2025-11-21-techafricanews-fusepay-cheques), [funding](2025-11-27-dabafinance-fusepay-preseed)).

A domestic company building business payments directly into the gap the central bank's cheque withdrawal creates is the clearest instance in this ledger of policy and private delivery lining up.

No transaction volume, customer count or pricing is published.",SYC-dpi.pay-fusepay
dpi.pay--cross-border-functionality,Advanced,"The central bank [signed a memorandum with an Indian payments body](2026-06-30-africabusinessinsight-seychelles-upi) to bring its unified payments interface, with rollout targeted for end-2026.","The memorandum was signed during a bilateral visit in June 2026 and the source is secondary, with neither party's primary held ([memorandum](2026-06-30-africabusinessinsight-seychelles-upi)).

Adopting another country's national payments interface is a substantial architectural commitment — it decides the rails, the standards and the counterparty for cross-border retail payments — and the base holds no text stating what was agreed.",SYC-dpi.pay-upi-mou
dpi.registry--address-register,Advanced,"Cabinet approved implementation of a [national addressing and postcode system](2025-01-01 National Addressing System - Seychelles Postal Regulator) on an international address standard, with the legal framework being drafted.","The standard was adopted and a technical committee is drafting the legal framework with the attorney-general's office ([system](2025-01-01 National Addressing System - Seychelles Postal Regulator)).

The source is undated and proxy-dated to 2025, so the status may have moved with nothing later on record. Adopting the international standard before drafting the law is the sequence here, and it is the right one for an addressing system whose value depends on conforming to something.",SYC-dpi.registry-national-addressing
dpi.registry--business-register,No change,"The President [toured the registrar general office](2025-02-10 Seychelles Pledges to Modernize Public Services Through Digital Transformation), praised its digitalisation and announced unspecified legislative reforms.","The tour was in February 2025 and the reforms were not specified ([tour](2025-02-10 Seychelles Pledges to Modernize Public Services Through Digital Transformation)).

Nothing has entered the base since. A business one-stop portal was separately launched in pilot with a full rollout targeted for June 2026, and no source connects it to the registry.",SYC-dpi.registry-registrar-general
dpi.mis--health,Advanced,"[Bilateral consultations are advancing](2026-08-08-india-tech-sovereignty-push-africa-asean) toward potential adoption of another country's telemedicine, office and hospital platforms.","The consultations reach the base through a single secondary analytical source, with no domestic primary ([consultations](2026-08-08-india-tech-sovereignty-push-africa-asean)).

Adopting a foreign state's public-health platforms alongside a memorandum to adopt its payments interface would make one bilateral partner the supplier of two of this country's core public systems. Nothing published states terms, hosting or data arrangements for either.",SYC-dpi.mis-india-platforms
dpi.mis--education,Advanced,A [smart education programme](2025-08-30-huawei-smart-education-seychelles) was launched by the education ministry with the incumbent operator and a Chinese vendor across four secondary schools.,"The programme covers multimedia lessons, real-time assessment and interactive display hardware across four secondary schools ([programme](2025-08-30-huawei-smart-education-seychelles)).

The account is a vendor case study, not verified against a ministry primary. No pupil count, evaluation or data arrangement is published, and the same vendor supplies the incumbent's fifth-generation core.",SYC-dpi.mis-smart-education
dpi.mis--justice,Advanced,"An [electronic case management system](2026-06-23-statehouse-ecms-launch) was launched by the President in June 2026, live with immediate effect.","It went live on launch ([system](2026-06-23-statehouse-ecms-launch)).

No court coverage, case volume, filing arrangement or public-access provision is published. It is one of four government systems this unit brought into service inside four weeks in mid-2026, alongside the portal relaunch, the certificate of origin and the fifth-generation launch.",SYC-dpi.govtech-ecms
dpi.mis--customs,Advanced,The revenue commission [launched an electronic certificate of origin](2026-07-04-comesa-seychelles-eco-launch) with the regional trade secretariat.,"It was launched in July 2026 for trade facilitation ([certificate](2026-07-04-comesa-seychelles-eco-launch)).

No issuance volume, participating trader count or processing-time figure is published. It is the operational half of the digital-trade hub positioning recorded separately, and the only part of it that has actually been delivered.",SYC-dpi.govtech-e-co
dpi.mis--tax,Advanced,"[Mandatory electronic invoicing](2026-07-25-seychelles-src-final-stage-e-invoicing-procurement) is at the final stage of procurement, on an expression of interest opened in March 2026.","The acting commissioner general stated in July 2026 that the expression of interest opened in March and procurement is at final stage ([procurement](2026-07-25-seychelles-src-final-stage-e-invoicing-procurement)).

No supplier, value, mandate date or taxpayer scope is published. Making invoicing mandatory is the point at which a revenue digitisation reaches every business in the country, and none of the terms on which it will do so is on record.",SYC-dpi.govtech-e-invoicing
dpi.govtech--e-government-services,Advanced,"The [government portal was relaunched](2026-06-24-techafricanews-egov-portal) in June 2026, a [business one-stop portal](2025-11-07-nrd-seychelles-eodb-portal) entered pilot with fifteen or more services, and a [social protection delivery platform](2026-08-18-nation-sc-asp-connect-social-protection-platform) was briefed to stakeholders.","The portal relaunch coincided with the fiftieth independence anniversary ([portal](2026-06-24-techafricanews-egov-portal)).

The business portal launched with a vendor in November 2025 covering two service journeys and fifteen or more services, with full rollout targeted for June 2026; the account is a vendor press release not verified against a ministry primary ([business](2025-11-07-nrd-seychelles-eodb-portal)).

The social protection platform was briefed rather than launched in August 2026, with no go-live date, beneficiary count or service list published ([platform](2026-08-18-nation-sc-asp-connect-social-protection-platform)). Against a 2030 target of full digitalisation, no source states how many services exist or how many are online.",SYC-dpi.govtech-egov-portal|SYC-dpi.govtech-eodb-portal|SYC-dpi.govtech-social-protection-platform
tech.ai--control-of-ai-abuse,Advanced,"An [eight-week video-enforcement pilot](2026-07-30-seychelles-video-enforcement-traffic-system) repurposes the public camera estate for automated offence detection and remote ticketing, with no data-protection basis stated.","The pilot was announced in July 2026 with a foreign technology partner ([pilot](2026-07-30-seychelles-video-enforcement-traffic-system)).

No data-protection basis is stated on record. That matters more here than in most units, because the country's data protection Act is fully in force and its regulator has published that it has no clear power to enforce its orders — so the safeguard exists in statute and not in practice.

Repurposing an existing camera estate for automated enforcement is a change of purpose for data already collected, which is exactly the kind of processing the Act would govern.",SYC-dpi.govtech-video-enforcement-pilot
capacity.training--dt-related-training-in-secondary-education,Advanced,"Cabinet approved a [National AI in Education Framework 2026-2030](2026-07-31-seychelles-national-ai-in-education-framework-2026-2030) covering every state school, with a mandatory teacher micro-credential and per-school champions, and two [artificial-intelligence tutoring and coaching pilots](2026-07-31-seychelles-national-ai-in-education-framework-2026-2030) are running.","The 21-page policy covers every state school, artificial-intelligence literacy across the curriculum, a mandatory micro-credential for teachers, a champion in each school, and a steering committee maintaining approved and prohibited tool lists ([framework](2026-07-31-seychelles-national-ai-in-education-framework-2026-2030), [cabinet](2026-07-23-seychelles-cabinet-business-22-july-2026)).

Implementation timeline, budget, indicators and tool-approval criteria are unestablished, and an automated attempt to acquire the document failed.

A student tutoring pilot covers secondary mathematics and geography ([tutor](2026-07-31-seychelles-national-ai-in-education-framework-2026-2030)) and a teacher coaching pilot covers lesson planning and classroom practice for upper primary ([coach](2026-07-31-seychelles-national-ai-in-education-framework-2026-2030)); neither pilot's start date is given. A steering committee maintaining a prohibited-tools list is a governance design few units in this frame have attempted.",SYC-tech.ai-education-framework|SYC-capacity.training-ai-student-tutor|SYC-capacity.training-ai-teacher-coach
data.satellite--meteorological-use-of-satellite-data,Advanced,"Cabinet approved [accession to the United Nations outer space committee](2026-07-23-seychelles-cabinet-business-22-july-2026), framed as building geospatial capability for maritime security, disaster preparedness and ocean management.","The approval came in July 2026 ([accession](2026-07-23-seychelles-cabinet-business-22-july-2026)).

No programme, data source, budget or partner is named. For an ocean state whose exclusive economic zone dwarfs its land area, geospatial capability for maritime security and ocean management is the substantive case, and accession to a committee is the first step rather than the capability.",SYC-data.satellite-copuos
geopol.china--chinese-mous-engagements-and-commitments,No change,"A [Chinese vendor supplies the incumbent fifth-generation core](2020-07-07-telecompaper-cable-wireless-seychelles-5g-huawei) and, with the education ministry, the [smart education programme](2025-08-30-huawei-smart-education-seychelles) across four schools.","The vendor supplied the incumbent's fifth-generation launch in 2020 and the school programme in August 2025 ([core](2020-07-07-telecompaper-cable-wireless-seychelles-5g-huawei), [schools](2025-08-30-huawei-smart-education-seychelles)).

A second Chinese supplier holds the stalled emergency-communications memorandum with the same incumbent, unmoved in more than seventeen months.

So Chinese vendors supply the mobile core, a school technology programme and a proposed emergency-communications core, and no procurement terms, security review or exit arrangement is published for any of them.",SYC-geopol.china-huawei
