indicator_id,url,title,publisher,published,brief,why_not,slice
infra.store--off-site-backup-capacity,https://primature.gov.bf/souverainete-numerique-le-premier-ministre-inaugure-deux-datacenters-2/,Two datacenters inaugurated,Primature du Burkina Faso,2026-01-23,baseline,already-seen (DUP-EXACT raw/2026/2026-01-23-primature-burkina-inauguration-deux-datacenters-cloud-gouvernemental.md),gov-regional+standards+discourse+finance+infra
infra.store--off-site-backup-capacity,https://virtix.bf/,Virtix Data Center,Virtix/Virtual Technologies and Solutions SA,2017,baseline,not fetched - cap=1 filled by ANPTIC,gov-regional+standards+discourse+finance+infra
infra.store--off-site-backup-capacity,https://www.aib.media/burkina-souverainete-numerique-ika-cloud-le-premier-hebergeur-100-local-des-donnees/,IKA CLOUD launch,AIB,2026-08-01,progress,already-seen (DUP-EXACT raw/2026/2026-08-01-burkina-ika-cloud-hebergeur-local-donnees.md),gov-regional+standards+discourse+finance+infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://eauburkina.com/images/Eau_Potable/Rapports_Bilan/Rapport_bilan_annuel_PN_AEP_2024_vf.pdf,PN-AEP 2024 water report,DGEP/ONEA,2025-05-05,baseline,not fetched - cap=1 filled by ARSE report,gov-regional+standards+discourse+finance+infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://assises-resina.gov.bf/images/Rapport_annuel_2020_ANPTIC_Version_finale_septembre_2021_compressed-2.pdf,ANPTIC Rapport annuel 2020,ANPTIC,2021-09-01,baseline,not fetched - cap=1 filled,gov-regional+standards+discourse+finance+infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://www.africafc.org/news-and-insights/news/afc-financing-supports-largest-power-plant-in-burkina-faso,AFC 119MW plant financial close,Africa Finance Corporation,2026-07-08,progress,not fetched - cap=2 filled; announced financing not yet operational,gov-regional+standards+discourse+finance+infra
infra.energy--grid-reliability,https://www.aib.media/sonabel-une-centrale-thermique-de-25-mw-mise-en-service-a-koudougou/,Koudougou 25MW plant commissioned,AIB,2026-08-10,progress,not fetched - cap=2 filled by Pabré + Bobo2,gov-regional+standards+discourse+finance+infra
infra.energy--grid-reliability,https://documents1.worldbank.org/curated/en/099458412022434923/pdf/SECBOS1a6a653d09d1b6cf1b545d1777b15.pdf,WB IEG Ghana-BF Interconnector PPAR,World Bank IEG,2024-10-30,baseline,not fetched - cap=1 filled (baseline reused from ARSE),gov-regional+standards+discourse+finance+infra
infra.energy--grid-reliability,https://www.worldbank.org/en/results/2021/01/05/increasing-access-to-stable-reliable-and-affordable-energy-for-the-citizens-of-the-economic-community-of-west-african-states,WB results brief Ghana-BF interconnector,World Bank,2021-01-05,baseline,not fetched - cap=1 filled,gov-regional+standards+discourse+finance+infra
dpi.exchange--national-data-exchange-system,https://www.dgtic.gov.bf/wp-content/uploads/2020/03/Document-RGI-version-1.0-version-adoptee-Mai-2018.pdf,Référentiel Général d'Interopérabilité v1.0,DGTIC,2018-05,baseline,fetch failed twice (CRAWL_UNKNOWN_ERROR) - replaced by WB PAD,dpi
dpi.exchange--use-of-digital-id-in-other-systems,https://www.assembleenationale.bf/loip/117,Loi n°027-2024/ALT (page),Assemblée Législative de Transition,n/a,baseline,headline-only-stub (download-links portal with no substantive free text) - replaced by mdenp decree,dpi
dpi.exchange--interoperability-of-education-systems,https://www.education.gov.bf/informations/actualites/articles?...news=1248,Bilan à mi-parcours 2025 du CSDEF,MENAPLN,2025-08-06,progress,"headline-only-stub (fetch returned only site-navigation link lists, no article body)",dpi
dpi.pay--b2b-and-b2g-functionality,https://www.bceao.int/index.php/fr/communique-presse/liste-des-participants-autorises-ouvrir-les-services-de-pi-spi-au-public,Liste des Participants Autorisés PI-SPI (31 juillet 2026),BCEAO,2026-07-31,progress,already-seen (identical PDF already in OSINT raw/ under ns2.bceao.int host),dpi
digital.rural--digitalisation-of-rural-police-stations,https://rodakar.iom.int/news/burkina-faso-reinforces-border-security-and-migration-management-new-galgouli-police-post,Burkina Faso Reinforces Border Security...,IOM,undated-in-text,progress,"duplicate-in-run (same Galgouli inauguration event as burkina24.com, which had a confirmed date)",digital+tech+capacity+inclusion+data+geopol
digital.rural--digitalisation-of-rural-police-stations,https://www.presidencedufaso.bf/conseil-des-ministres-du-05-fevrier-2026/,Conseil des ministres du 05 février 2026,Présidence du Faso,2026-02-05,progress,"headline-only-stub (page returned only the title repeated, no body content)",digital+tech+capacity+inclusion+data+geopol
include.access--inclusion-of-refugees-and-idps,https://www.unhcr.org/media/burkina-faso-operational-update-october-december-2025,Burkina Faso Operational Update Oct-Dec 2025,UNHCR,n/a,progress,fetch-blocked (CRAWL_UNKNOWN_ERROR),digital+tech+capacity+inclusion+data+geopol
data.satellite--agricultural-use-of-satellite-data,https://www.fao.org/giews/earthobservation/country/index.jsp?code=BFA,FAO GIEWS Earth Observation dashboard,FAO,n/a,baseline,"no-development (JS-rendered multi-country dashboard shell, no Burkina-specific data)",digital+tech+capacity+inclusion+data+geopol
