indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
digital.rural--digitalisation-of-rural-registry-offices,Digitalisation — Rural digital data capture: Digitalisation of rural registry offices,2,13,2,1,2,10,0,,staged,0
digital.rural--digitalisation-of-rural-police-stations,Digitalisation — Rural digital data capture: Digitalisation of rural police stations,2,12,3,1,2,9,0,,staged,0
tech.ai--use-of-ai-in-government-administration,Technology — AI: Use of AI in government administration,2,8,1,1,1,6,0,,staged,0
tech.ai--use-of-ai-in-sectoral-management-information-systems,Technology — AI: Use of AI in sectoral management information systems,2,10,1,1,1,8,0,,staged,0
tech.ai--development-of-national-regional-ai-systems,Technology — AI: Development of national / regional AI systems,2,11,1,0,2,9,0,,staged,0
tech.ai--control-of-ai-abuse,Technology — AI: Control of AI abuse,2,10,2,0,2,8,0,,staged,0
tech.industry--national-capacity-in-dt-related-production,Technology — ICT Industry: National capacity in DT-related production,2,11,2,1,1,8,1,already-seen,staged,0
tech.innovate--technology-hubs,Technology — Innovation ecosystem: Technology hubs,2,12,3,1,2,9,0,,staged,0
tech.innovate--tech-startup-ecosystem,Technology — Innovation ecosystem: Tech startup ecosystem,2,13,3,1,2,10,0,,staged,0
capacity.literacy--digital-literacy-civil-service,Capacity — Literacy: Digital literacy (civil service),2,12,3,1,2,9,0,,staged,0
capacity.training--dt-related-training-in-secondary-education,Capacity — Training and skills: DT-related training in secondary education,2,12,3,1,2,9,0,,staged,1
capacity.training--dt-related-university-facilities-and-qualifications,Capacity — Training and skills: DT-related university facilities and qualifications,2,10,3,1,2,6,1,out-of-window,staged,1
capacity.training--graduates-entering-dt-ecosystem,Capacity — Training and skills: Graduates entering DT ecosystem,2,11,3,1,2,7,1,no-development,staged,1
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,Capacity — Research institutions: Think tanks and academic departments contributing to DT policy,2,12,3,1,2,9,0,,staged,0
include.access--citizen-feedback-portals,Inclusion — Access to services: Citizen feedback portals,2,11,3,1,2,8,0,,staged,0
include.access--citizen-participation-in-policy,Inclusion — Access to services: Citizen participation in policy,2,11,3,1,2,8,0,,staged,0
include.access--gender-equity,Inclusion — Access to services: Gender equity,2,14,3,1,2,11,0,,staged,0
include.access--inclusion-of-persons-with-disabilities,Inclusion — Access to services: Inclusion of persons with disabilities,2,15,6,1,2,9,3,fetch-blocked,staged,0
include.access--inclusion-of-refugees-and-idps,Inclusion — Access to services: Inclusion of refugees and IDPs,2,15,6,1,1,9,3,fetch-blocked;headline-only-stub,staged,0
include.divides--bridging-of-digital-divides,Inclusion — Digital divides: Bridging of digital divides,2,17,3,1,2,14,0,,staged,1
data.statistics--national-strategy-for-development-of-statistics,Data — National statistics: National strategy for development of statistics,2,11,3,1,2,0,1,already-seen,staged,1
data.statistics--statistics-from-administrative-data,Data — National statistics: Statistics from administrative data,2,11,3,1,2,0,0,,staged,1
data.open--use-of-open-data,Data — Open data: Use of open data,2,13,4,1,1,1,1,headline-only-stub,staged,0
data.satellite--agricultural-use-of-satellite-data,Data — Use of satellite data: Agricultural use of satellite data,2,12,4,1,2,1,0,,staged,0
data.satellite--meteorological-use-of-satellite-data,Data — Use of satellite data: Meteorological use of satellite data,2,12,3,1,2,0,0,,staged,0
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,"Geopolitics — US / hyperscaler activities: USA / hyperscaler MoUs, engagements and commitments",2,13,3,1,2,0,1,already-seen,staged,0
geopol.china--chinese-mous-engagements-and-commitments,"Geopolitics — China activities: Chinese MoUs, engagements and commitments",2,12,3,1,2,0,0,,staged,0
geopol.eu--eu-mous-engagements-and-commitments,"Geopolitics — EU activities: EU MoUs, engagements and commitments",2,12,3,1,2,0,0,,staged,0
geopol.gulf--gulf-mous-engagements-and-commitments,"Geopolitics — Gulf/UAE activities: Gulf MoUs, engagements and commitments",2,11,3,1,2,0,0,,staged,0
geopol.india--india-mous-engagements-and-commitments,"Geopolitics — India activities: India MoUs, engagements and commitments",2,10,2,1,0,0,1,off-topic,staged,0
