indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.pay--p2p-p2g-and-p2b-functionality,dpi.pay,2,9,3,1,2,5,1,already-seen,staged,7
dpi.pay--consumer-protection,dpi.pay,2,8,2,1,1,3,1,already-seen,staged,7
dpi.registry--population-register,dpi.registry,2,6,2,1,0,4,1,already-seen,staged,4
dpi.registry--civil-register,dpi.registry,2,6,2,1,0,4,0,,staged,4
dpi.registry--address-register,dpi.registry,2,8,3,1,2,4,1,fetch-blocked,staged,4
dpi.registry--social-protection-register,dpi.registry,2,8,3,1,2,4,1,already-seen,staged,4
dpi.registry--tax-register,dpi.registry,2,7,3,1,2,3,1,fetch-blocked,staged,4
dpi.mis--health,dpi.mis,2,9,4,1,2,5,1,already-seen,staged,4
dpi.mis--education,dpi.mis,2,7,2,0,1,4,2,fetch-blocked;fetch-blocked,staged,4
dpi.mis--social-protection,dpi.mis,2,7,2,1,2,3,0,,staged,4
dpi.mis--justice,dpi.mis,2,7,3,1,2,4,0,,staged,4
dpi.mis--tax,dpi.mis,2,6,2,1,2,3,0,,staged,4
dpi.mis--customs,dpi.mis,2,8,3,1,2,4,1,inadmissible-origin,staged,4
dpi.mis--land,dpi.mis,2,6,2,1,1,4,0,,staged,4
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,14,3,1,1,0,2,already-seen;headline-only-stub,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,6,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,6,3,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,9,3,1,2,0,1,already-seen,staged,0
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,5,2,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,10,3,1,1,0,1,fetch-blocked,staged,0
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,8,3,1,2,0,0,,staged,3
tech.ai--control-of-ai-abuse,tech.ai,2,7,3,1,2,0,1,already-seen,staged,3
tech.innovate--technology-hubs,tech.innovate,2,8,3,1,2,0,0,,staged,1
tech.innovate--tech-startup-ecosystem,tech.innovate,2,8,3,1,2,0,1,already-seen,staged,1
include.access--citizen-feedback-portals,Citizen feedback portals,2,4,4,1,2,1,1,inadmissible-origin,staged,3
include.access--citizen-participation-in-policy,Citizen participation in policy,2,6,3,1,2,0,0,,staged,3
include.access--gender-equity,Gender equity,2,8,3,1,2,0,0,,staged,3
include.access--inclusion-of-persons-with-disabilities,Inclusion of persons with disabilities,2,7,1,1,0,0,2,inadmissible-origin,staged,3
include.access--inclusion-of-refugees-and-idps,Inclusion of refugees and IDPs,2,6,3,1,2,0,0,,staged,3
data.statistics--censuses-and-surveys,Censuses and surveys,2,8,3,1,2,0,0,,staged,3
data.open--use-of-open-data,Use of open data,2,7,3,1,1,0,1,headline-only-stub,staged,1
data.satellite--meteorological-use-of-satellite-data,Meteorological use of satellite data,2,8,3,1,2,0,0,,staged,2
geopol.india--india-mous-engagements-and-commitments,"India MoUs, engagements and commitments",2,7,3,1,2,0,0,,staged,1
