indicator_id,file,brief
digital.rural--digitalisation-of-rural-registry-offices,progress/2026-08-11-systemes-information-etat-plateformes-presentees-deputes.md,progress
dpi.exchange--interoperability-of-education-systems,baseline/2023-11-16-jo-2023-46-decret-2023-1751-systeme-information-gestion-education.md,baseline
dpi.exchange--interoperability-of-education-systems,progress/2026-03-28-lejournalducongo-digitalisation-gestion-examens-etat-exatrust.md,progress
dpi.exchange--interoperability-of-education-systems,progress/2026-05-14-jo-2026-20-arretes-803-804-programme-tresor.md,progress
dpi.exchange--interoperability-of-health-systems,baseline/2018-01-01-politique-nationale-de-sante-2018-2030.md,baseline
dpi.exchange--interoperability-of-health-systems,progress/2026-07-18-aci-pnud-equipements-informatiques-e-lmis-sante.md,progress
dpi.exchange--interoperability-of-social-protection-systems,baseline/2025-04-17-jo-2025-16-arrete-33462-unite-gestion-technique-registre-social-unique.md,baseline
dpi.exchange--interoperability-of-social-protection-systems,progress/2025-12-22-psipj-mission-revue-mi-parcours-aide-memoire.md,progress
dpi.exchange--interoperability-of-social-protection-systems,progress/2026-04-14-registre-social-unique-congo-siege-approprie.md,progress
dpi.exchange--use-of-digital-id-in-other-systems,baseline/2024-05-16-jo-2024-20-decrets-2024-131-132-affiliation-assurance-maladie-universelle.md,baseline
dpi.exchange--use-of-digital-id-in-other-systems,progress/2026-07-16-jo-2026-29-arretes-1519-1520-1521-facturation-electronique-certifiee.md,progress
dpi.id--authentication,baseline/2014-11-13-jo-2014-46-decret-2014-596-reglementation-signature-electronique.md,baseline
dpi.id--authentication,progress/2026-01-01-jo-2026-1-decret-2025-460-statuts-revises-guichet-unique-operations-transfrontalieres.md,progress
dpi.id--authentication,progress/2026-06-26-aicto-anssi-congo-joins-aaeca-net.md,progress
dpi.id--digital-id-from-birth,baseline/2018-01-01-acsi-systeme-integre-des-faits-detat-civil-sifec.md,baseline
dpi.id--digital-id-from-birth,progress/2026-06-15-unfpa-strengthening-population-data-systems-central-africa.md,progress
dpi.id--interoperability-of-birth-registration-and-digital-id,baseline/2022-06-02-jo-2022-22-arretes-1888-1889-direction-identification-civile.md,baseline
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2025-10-30-jo-2025-44-ratification-financement-projet-acceleration-transformation-numerique.md,progress
dpi.id--national-maintenance-of-id-and-credentials-systems,baseline/2022-06-02-jo-2022-22-arretes-1888-1889-direction-identification-civile.md,baseline
dpi.id--national-maintenance-of-id-and-credentials-systems,progress/2026-08-09-starducongo-100000-passeports-vierges-330000-cartes-identite.md,progress
dpi.mis--customs,baseline/2019-02-08-dsi-douaniers-operateurs-sensibilises-e-douanes-dpi.md,baseline
dpi.mis--customs,progress/2026-03-26-arrete-229-attributions-organisation-services-sections-dgddi.md,progress
dpi.mis--education,baseline/2023-11-16-jo-2023-46-decret-2023-1751-systeme-information-gestion-education.md,baseline
dpi.mis--justice,baseline/2014-02-01-apc-ameliorer-acces-justice-sante-tic-congo-rapport-enquete.md,baseline
dpi.mis--justice,progress/2025-10-02-jo-2025-40-decret-2025-217-strategie-delinquance-juvenile.md,progress
dpi.mis--land,baseline/2024-10-24-jo-2024-43-decret-2024-1238-guichet-unique-foncier-departemental.md,baseline
dpi.mis--land,progress/2026-08-17-ign-pratic-numeriser-donnees-geospatiales-congo.md,progress
dpi.mis--social-protection,progress/2025-12-22-world-bank-isr-10-social-protection-youth-productive-inclusion-p174178.md,progress
dpi.mis--social-protection,progress/2026-05-30-securite-prevoyance-sociales-ebouka-babackas-contact-collaborateurs.md,progress
dpi.mis--tax,baseline/2026-06-11-jo-2026-24-arrete-1009-paiement-recettes-publiques-plateforme-fouta.md,progress
dpi.pay--b2b-and-b2g-functionality,baseline/2026-06-11-jo-2026-24-arrete-1009-paiement-recettes-publiques-plateforme-fouta.md,baseline
dpi.pay--b2b-and-b2g-functionality,progress/2026-07-16-jo-2026-29-arretes-1519-1520-1521-facturation-electronique-certifiee.md,progress
dpi.pay--b2b-and-b2g-functionality,progress/2026-08-07-gimac-lancement-officiel-qr-code-communautaire-cemac.md,progress
dpi.pay--consumer-protection,baseline/2018-12-21-reglement-cemac-04-18-services-de-paiement.md,baseline
dpi.pay--consumer-protection,progress/2026-06-02-adiac-artf-guerre-contre-operateurs-illegaux-transfert-de-fonds.md,progress
dpi.pay--consumer-protection,progress/2026-06-16-aci-arpce-demantele-reseau-fraude-simbox.md,progress
dpi.pay--population-uptake,baseline/2025-10-01-global-findex-2025-congo-rep-catalogue-record.md,baseline
dpi.pay--population-uptake,progress/2026-03-16-mtn-group-reports-exceptional-2025-results.md,progress
dpi.registry--business-register,baseline/2018-01-25-jo-2018-04-decret-2017-522-statuts-agence-congolaise-creation-entreprises.md,baseline
dpi.registry--business-register,progress/2025-12-05-lancement-plateforme-creation-entreprise-en-ligne-congo.md,progress
dpi.registry--business-register,progress/2026-04-01-acpce-bulletin-annuel-statistiques-formalites-entreprises-2025.md,progress
dpi.registry--electoral-register,baseline/2012-05-25-jo-2012-edition-speciale-3-loi-9-2012-loi-electorale.md,baseline
dpi.registry--electoral-register,progress/2026-02-19-jo-2026-8-loi-43-2025-modifiant-loi-electorale.md,progress
dpi.registry--electoral-register,progress/2026-03-31-jo-2026-edition-speciale-5-decision-003-dcc-el-pr-26-resultats-definitifs-presidentielle.md,progress
dpi.registry--land-register,baseline/2000-12-30-loi-17-2000-regime-propriete-fonciere-congo.md,baseline
dpi.registry--land-register,progress/2026-06-04-jo-2026-23-arretes-911-912-reconnaissance-terres-coutumieres-oyo.md,progress
dpi.registry--population-register,baseline/2024-11-21-decret-2024-2692-carte-nationale-identite-informatisee.md,baseline
dpi.registry--population-register,progress/2026-01-16-talangai-documents-identite-menages-vulnerables.md,progress
dpi.registry--social-protection-register,progress/2025-12-22-world-bank-isr-10-social-protection-youth-productive-inclusion-p174178.md,progress
dpi.registry--tax-register,baseline/2004-11-03-decret-2004-469-institution-numero-identification-unique.md,baseline
dpi.registry--tax-register,progress/2026-01-05-jo-2026-edition-speciale-3-loi-42-2025-loi-de-finances-2026.md,progress
geopol.gulf--gulf-mous-engagements-and-commitments,baseline/2025-04-12-aci-congo-emirats-arabes-unis-accord-partenariat-economique-global.md,baseline
geopol.gulf--gulf-mous-engagements-and-commitments,progress/2026-04-02-presight-expands-digital-transformation-partnerships-africa.md,progress
geopol.india--india-mous-engagements-and-commitments,baseline/2026-04-09-mea-brief-on-india-republic-of-congo-relations.md,baseline
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,baseline/2024-02-28-mpten-activation-connexion-cable-2africa-meta-datacenter-pointe-noire.md,baseline
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,progress/2026-02-12-aci-conformite-licences-logicielles-costa-edata-microsoft.md,progress
gov.discourse--non-governmental-contribution-to-national-policy,baseline/2018-06-21-jo-2018-25-decret-2018-231-quota-membres-conseil-consultatif-societe-civile.md,baseline
gov.discourse--non-governmental-contribution-to-national-policy,progress/2026-02-20-aci-concertation-nationale-djambala-recommandations-inclusives.md,progress
gov.legislate--access-to-information-legislation,baseline/2015-11-06-jo-2015-edition-speciale-8-constitution-republique-du-congo.md,baseline
gov.legislate--access-to-information-legislation,progress/2026-02-26-jo-2026-9-decret-2025-543-organismes-but-non-lucratif-portail-ouvert.md,progress
gov.legislate--access-to-information-legislation,progress/2026-07-16-aci-cntr-digitalisation-administrations-transparence.md,progress
gov.legislate--ai-legislation-regulations,baseline/2025-08-28-jo-2025-35-decret-2025-279-statuts-centre-africain-recherche-intelligence-artificielle.md,baseline
gov.legislate--ai-legislation-regulations,progress/2026-05-20-aci-comite-national-ethique-strategie-nationale-ia.md,progress
gov.legislate--cybersecurity-legislation,progress/2026-04-09-jo-2026-15-decrets-2025-509-a-2025-515-audits-cryptologie-infrastructures-critiques.md,progress
gov.legislate--legislation-covering-digital-id,baseline/2024-11-21-decret-2024-2692-carte-nationale-identite-informatisee.md,baseline
gov.legislate--legislation-covering-digital-id,progress/2026-01-01-jo-2026-1-decret-2025-460-statuts-revises-guichet-unique-operations-transfrontalieres.md,progress
gov.legislate--legislation-enabling-data-interoperability,baseline/2020-12-01-republique-du-congo-diagnostic-economie-numerique-de4a.md,baseline
gov.legislate--legislation-enabling-data-interoperability,baseline/2026-06-11-jo-2026-24-arrete-1009-paiement-recettes-publiques-plateforme-fouta.md,progress
gov.legislate--legislation-enabling-data-interoperability,progress/2026-01-01-jo-2026-1-decret-2025-460-statuts-revises-guichet-unique-operations-transfrontalieres.md,progress
gov.legislate--statistics-legislation,baseline/2018-10-18-jo-2018-42-loi-36-2018-statistique-officielle.md,baseline
gov.legislate--statistics-legislation,progress/2026-07-16-jo-2026-29-arretes-1519-1520-1521-facturation-electronique-certifiee.md,progress
gov.policy--broadband-strategy,baseline/2019-07-04-jo-2019-27-decret-2019-150-strategie-nationale-economie-numerique.md,baseline
gov.policy--broadband-strategy,progress/2026-06-18-jo-2026-25-decret-2026-178-apport-actifs-pcn-congo-telecom.md,progress
gov.policy--data-interoperability-framework-roadmap,baseline/2022-05-11-world-bank-congo-digital-acceleration-project-appraisal-document.md,baseline
gov.policy--data-localisation-policies,baseline/2019-11-07-jo-2019-45-loi-29-2019-protection-donnees-caractere-personnel.md,baseline
gov.policy--data-localisation-policies,progress/2026-04-09-jo-2026-15-decrets-2025-509-a-2025-515-audits-cryptologie-infrastructures-critiques.md,progress
gov.policy--data-storage-cloud-strategy,baseline/2022-05-11-world-bank-congo-digital-acceleration-project-appraisal-document.md,baseline
gov.policy--ict-strategy,baseline/2019-07-04-jo-2019-27-decret-2019-150-strategie-nationale-economie-numerique.md,baseline
gov.policy--open-data-policy,baseline/2026-06-09-uneca-congo-ecosysteme-donnees-fiable.md,baseline
gov.policy--open-data-policy,progress/2026-06-05-vox-congo-accord-partenariat-capitaliser-donnees-statistiques-open-data-portal.md,progress
gov.protect--national-data-protection-readiness,baseline/2020-08-27-jo-2020-34-loi-43-2020-ratification-convention-union-africaine-cybersecurite-donnees.md,baseline
gov.protect--national-data-protection-readiness,progress/2026-01-29-jo-2026-5-decret-2025-538-nomination-membres-commission-nationale-protection-donnees.md,progress
gov.protect--national-data-protection-readiness,progress/2026-05-16-aci-anssi-referentiel-general-securite-systemes-information-rgssi.md,progress
gov.regional--shared-regional-infrastructure,baseline/2011-05-04-central-african-backbone-apl3-republic-of-congo-project-appraisal-document.md,baseline
gov.regional--shared-regional-infrastructure,progress/2025-10-29-aci-bad-datacenter-national-congo-pays-sous-region.md,progress
gov.regional--shared-regional-infrastructure,progress/2026-08-07-gimac-lancement-officiel-qr-code-communautaire-cemac.md,progress
gov.standards--national-interoperability-standards,baseline/2026-09-02-mpten-architecture-numerique-nationale-digital-public-infrastructure-dpi.md,baseline
gov.standards--national-interoperability-standards,baseline/2026-06-11-jo-2026-24-arrete-1009-paiement-recettes-publiques-plateforme-fouta.md,progress
gov.standards--national-interoperability-standards,progress/2026-05-16-aci-anssi-referentiel-general-securite-systemes-information-rgssi.md,progress
include.access--citizen-feedback-portals,baseline/2026-09-02-ko-funda-signaler-une-irregularite.md,baseline
include.access--citizen-feedback-portals,progress/2025-11-03-pagir-mecanisme-gestion-plaintes.md,progress
include.access--citizen-participation-in-policy,baseline/2017-09-21-loi-organique-32-2017-conseil-consultatif-societe-civile-ong.md,baseline
include.access--citizen-participation-in-policy,baseline/2026-06-09-uneca-congo-ecosysteme-donnees-fiable.md,progress
include.access--citizen-participation-in-policy,progress/2026-01-17-arpce-seminaire-politique-regulation-technologies-numeriques.md,progress
include.access--gender-equity,baseline/2025-01-01-psre-plan-strategique-reforme-etat-2025-2029.md,baseline
include.access--gender-equity,progress/2026-03-30-aci-six-projets-innovants-recompenses-akieni-academy-she-leads-digital.md,progress
include.access--gender-equity,progress/2026-06-22-fite-congo-2026-innovation-autonomisation-des-femmes.md,progress
include.access--inclusion-of-persons-with-disabilities,baseline/2025-08-14-jo-2025-33-loi-18-2025-droits-personne-vivant-avec-handicap.md,baseline
include.access--inclusion-of-persons-with-disabilities,progress/2025-12-18-helios-towers-portail-digital-inclusion-personnes-handicapees-unhaco.md,progress
include.access--inclusion-of-refugees-and-idps,baseline/2021-10-14-jo-2021-41-loi-41-2021-droit-asile-statut-refugie.md,baseline
include.access--inclusion-of-refugees-and-idps,progress/2026-02-07-aci-remise-passeports-biometriques-aux-refugies.md,progress
include.access--inclusion-of-refugees-and-idps,progress/2026-04-18-aci-hcr-strategie-multipartenaire-2027-2031-afrique-centrale.md,progress
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,baseline/2020-12-01-republique-du-congo-diagnostic-economie-numerique-de4a.md,baseline
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-01-29-akieni-academy-certificats-premiere-cohorte-metiers-numerique.md,progress
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-04-23-unesco-evaluation-developpement-internet-republique-du-congo-roam-x.md,progress
infra.capacity--robustness-of-government-hardware-and-software,baseline/2026-09-02-mpten-architecture-numerique-nationale-digital-public-infrastructure-dpi.md,baseline
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-01-27-aci-umng-onze-etablissements-connectivite-haut-debit.md,progress
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-07-18-aci-pnud-equipements-informatiques-e-lmis-sante.md,progress
infra.connect--internet-exchange-points,baseline/2022-01-01-cgix-portail-web-point-echange-internet-congo.md,baseline
infra.energy--grid-reliability,baseline/2024-05-07-world-bank-pasel-project-appraisal-document-congo.md,baseline
infra.energy--grid-reliability,progress/2025-12-01-world-bank-pasel-restructuring-paper-res01352.md,progress
infra.energy--grid-reliability,progress/2026-08-21-e2c-plan-de-redressement-contrat-de-performance.md,progress
infra.energy--rural-electrification,baseline/2025-09-01-pacte-national-energetique-congo-mission-300.md,baseline
infra.energy--rural-electrification,progress/2025-11-20-pezor-mini-reseaux-hydroelectriques-solaires-zones-rurales.md,progress
infra.energy--rural-electrification,progress/2026-07-17-ligne-30kv-kinkala-louingui-boko-loumo-pool.md,progress
infra.energy--sufficient-energy-and-water-for-data-centres,baseline/2024-05-07-world-bank-pasel-project-appraisal-document-congo.md,baseline
infra.store--off-site-backup-capacity,baseline/2026-09-02-mpten-data-center-national.md,baseline
infra.store--off-site-backup-capacity,progress/2025-09-13-e2c-visite-ministre-data-center-archives.md,progress
infra.store--off-site-backup-capacity,progress/2025-10-16-datacenter-national-sumec-menace-abandonner-chantier.md,progress
tech.ai--use-of-ai-in-government-administration,baseline/2023-12-08-unesco-congolese-judicial-operators-ai-rule-of-law-brazzaville.md,baseline
tech.ai--use-of-ai-in-government-administration,progress/2026-05-20-aci-comite-national-ethique-strategie-nationale-ia.md,progress
tech.ai--use-of-ai-in-sectoral-management-information-systems,baseline/2025-01-01-strategie-cooperation-oms-congo-2025-2028.md,baseline
tech.ai--use-of-ai-in-sectoral-management-information-systems,progress/2026-03-31-sfec-systeme-facturation-electronique-certifie.md,progress
tech.ai--use-of-ai-in-sectoral-management-information-systems,progress/2026-07-18-aci-pnud-equipements-informatiques-e-lmis-sante.md,progress
tech.innovate--technology-hubs,baseline/2020-12-01-republique-du-congo-diagnostic-economie-numerique-de4a.md,baseline
tech.innovate--technology-hubs,progress/2026-05-08-yasika-second-edition-bootcamp-brazzaville.md,progress
tech.innovate--technology-hubs,progress/2026-05-31-adiac-lancement-travaux-maison-de-linnovation.md,progress
