indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
infra.energy--rural-electrification,infra.energy,2,13,3,1,2,0,0,,staged,1
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,11,3,1,2,0,0,,staged,1
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,14,5,1,2,1,1,headline-only-stub,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,,,1,2,,,,staged,2
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,,,1,2,,,,staged,2
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,12,1,1,1,0,1,already-seen,staged,2
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,10,3,1,2,0,1,already-seen,staged,2
dpi.id--registration-of-entire-population,dpi.id,2,11,3,1,1,0,1,headline-only-stub,staged,5
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,17,2,1,2,0,0,,staged,5
dpi.id--digital-id-from-birth,dpi.id,2,10,2,1,2,0,0,,staged,5
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,11,1,1,1,0,0,,staged,5
dpi.pay--g2p-functionality,dpi.pay,2,,,1,1,,,,staged,9
dpi.pay--revenue-collection,dpi.pay,2,,,1,2,,,,staged,9
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,,,1,2,,,,staged,9
dpi.pay--p2p-p2g-and-p2b-functionality,dpi.pay,2,15,0,1,2,0,0,,staged,9
dpi.pay--cross-border-functionality,dpi.pay,2,13,3,1,2,0,0,,staged,9
dpi.registry--population-register,dpi.registry,2,9,7,1,1,4,2,already-seen|headline-only-stub,staged,4
dpi.registry--address-register,dpi.registry,2,7,1,1,0,0,6,off-topic|off-topic|off-topic|off-topic|off-topic|off-topic,staged,4
dpi.registry--electoral-register,dpi.registry,2,7,3,1,1,0,1,url-dead,staged,4
dpi.registry--tax-register,dpi.registry,2,7,3,1,1,1,1,already-seen,staged,4
dpi.registry--land-register,dpi.registry,2,11,4,1,2,1,0,,staged,4
dpi.mis--social-protection,dpi.mis,2,13,3,1,2,0,0,,staged,4
dpi.mis--justice,dpi.mis,2,8,3,1,2,0,0,,staged,4
dpi.mis--land,dpi.mis,2,10,3,1,2,0,0,,staged,4
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,,,0,2,,,,staged,0
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,,,0,2,,,,staged,0
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,9,3,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,9,3,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,11,1,1,0,0,4,no-development|no-development|no-development|no-development,staged,0
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,9,4,1,2,1,1,no-development,staged,0
tech.ai--use-of-ai-in-government-administration,tech.ai,2,,,0,2,,,,staged,3
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,,,0,2,,,,staged,3
tech.ai--development-of-national-regional-ai-systems,tech.ai,2,,,0,1,,,,staged,3
tech.ai--control-of-ai-abuse,tech.ai,2,10,4,1,2,1,0,,staged,3
tech.industry--national-capacity-in-dt-related-production,tech.industry,2,17,4,1,2,1,0,,staged,1
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,13,3,1,2,1,0,,staged,0
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,10,3,1,1,0,2,already-seen|already-seen,staged,0
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,9,4,1,2,1,0,,staged,2
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,,,0,1,,,,staged,2
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,,,0,1,,,,staged,0
include.access--citizen-feedback-portals,include.access,2,,,1,1,,,,staged,1
include.access--citizen-participation-in-policy,include.access,2,,,1,0,,,,staged,1
include.access--gender-equity,include.access,2,11,2,1,2,0,0,,staged,1
include.access--inclusion-of-persons-with-disabilities,include.access,2,13,2,1,2,0,0,,staged,1
include.access--inclusion-of-refugees-and-idps,include.access,2,13,5,1,2,2,0,,staged,1
include.divides--bridging-of-digital-divides,include.divides,2,13,2,1,1,1,1,url-dead,staged,0
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,10,2,1,2,0,1,already-seen,staged,2
data.statistics--statistics-from-administrative-data,data.statistics,2,10,3,1,2,0,0,,staged,2
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,13,3,1,2,0,0,,staged,1
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,10,3,1,2,0,0,,staged,1
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,14,3,1,2,0,0,,staged,1
geopol.china--chinese-mous-engagements-and-commitments,geopol.china,2,10,2,1,2,0,0,,staged,0
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,11,3,1,2,1,2,already-seen|already-seen,staged,0
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,8,3,1,2,0,0,,staged,0
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,8,3,1,2,0,0,,staged,1
