indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,4,2,1,1,0,2,already-seen:2,staged,1
dpi.id--authentication,dpi.id,2,10,6,1,2,4,3,already-seen,staged,8
dpi.id--digital-id-from-birth,dpi.id,2,9,3,1,0,6,2,already-seen,staged,8
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,8,4,1,1,4,3,already-seen,staged,8
dpi.id--use-by-other-systems,dpi.id,2,9,4,1,2,4,3,already-seen,staged,8
dpi.pay--g2p-functionality,dpi.pay,2,8,5,1,2,3,2,already-seen,staged,7
dpi.pay--p2p-p2g-and-p2b-functionality,dpi.pay,2,13,3,1,1,5,7,already-seen,staged,7
dpi.pay--consumer-protection,dpi.pay,2,11,3,1,1,3,7,already-seen,staged,7
dpi.mis--health,dpi.mis,2,7,3,1,2,2,2,already-seen,staged,2
dpi.mis--social-protection,dpi.mis,2,9,2,1,2,1,5,already-seen,staged,2
dpi.mis--justice,dpi.mis,2,8,3,1,2,3,2,already-seen,staged,2
dpi.mis--land,dpi.mis,2,7,3,1,2,3,1,inadmissible-origin,staged,2
dpi.registry--population-register,dpi.registry,2,9,5,1,2,2,1,already-seen,staged,3
dpi.registry--address-register,dpi.registry,2,7,1,1,0,0,0,,staged,3
dpi.registry--business-register,dpi.registry,2,7,1,1,0,0,0,,staged,3
dpi.registry--social-protection-register,dpi.registry,2,6,2,1,2,0,0,,staged,3
dpi.registry--electoral-register,dpi.registry,2,7,3,1,2,0,0,,staged,3
dpi.registry--tax-register,dpi.registry,2,8,3,1,2,0,1,already-seen,staged,3
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,11,3,1,2,0,0,,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,7,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,11,3,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,6,3,1,2,0,1,already-seen,staged,0
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,4,2,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,9,3,1,2,0,1,already-seen,staged,0
tech.ai--use-of-ai-in-government-administration,tech.ai,2,11,3,1,2,2,0,,staged,1
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,9,2,1,2,0,0,,staged,1
tech.ai--development-of-national-regional-ai-systems,tech.ai,2,10,2,1,2,0,0,,staged,1
tech.ai--control-of-ai-abuse,tech.ai,2,9,3,1,2,0,0,,staged,1
tech.industry--national-capacity-in-dt-related-production,tech.industry,2,10,3,1,2,0,0,,staged,1
tech.innovate--technology-hubs,tech.innovate,2,9,2,1,1,0,0,,staged,0
tech.innovate--tech-startup-ecosystem,tech.innovate,2,11,2,1,2,0,0,,staged,0
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,10,2,1,2,0,0,,staged,0
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,8,2,1,2,0,0,,staged,0
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,10,4,1,2,2,0,,staged,3
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,11,3,1,2,0,0,,staged,3
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,10,3,1,2,0,0,,staged,1
include.access--citizen-feedback-portals,Citizen feedback portals,2,4,3,1,2,1,1,already-seen,staged,3
include.access--citizen-participation-in-policy,Citizen participation in policy,2,4,3,1,2,1,0,,staged,3
include.access--gender-equity,Gender equity,2,4,3,1,2,1,0,,staged,3
include.access--inclusion-of-persons-with-disabilities,Inclusion of persons with disabilities,2,4,3,1,2,1,0,,staged,3
include.divides--bridging-of-digital-divides,Bridging of digital divides,2,4,3,1,2,0,1,already-seen,staged,0
data.statistics--national-strategy-for-development-of-statistics,National strategy for development of statistics,2,4,3,1,2,0,1,headline-only-stub,staged,1
data.statistics--statistics-from-administrative-data,Statistics from administrative data,2,4,2,1,1,0,2,already-seen,staged,1
data.open--use-of-open-data,Use of open data,2,4,3,1,2,1,0,,staged,1
data.satellite--agricultural-use-of-satellite-data,Agricultural use of satellite data,2,4,3,1,2,0,0,,staged,1
data.satellite--meteorological-use-of-satellite-data,Meteorological use of satellite data,2,4,3,1,2,1,0,,staged,1
geopol.eu--eu-mous-engagements-and-commitments,EU MoUs engagements and commitments,2,4,3,1,2,1,0,,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,Gulf MoUs engagements and commitments,2,4,3,1,2,1,0,,staged,1
geopol.india--india-mous-engagements-and-commitments,India MoUs engagements and commitments,2,4,3,1,2,0,0,,staged,1
