indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
infra.energy--rural-electrification,infra.energy,2,11,3,1,2,0,0,,staged,4
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,11,3,1,2,0,1,DUP-EXACT,staged,4
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,11,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,11,2,1,1,0,1,DUP-EXACT,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,10,3,1,2,0,0,,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,12,3,1,2,0,0,,staged,5
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,11,2,1,0,0,2,url-dead;already-seen,staged,5
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,11,3,1,2,0,0,,staged,5
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,12,4,1,2,1,0,,staged,5
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,13,3,1,2,0,0,,staged,9
dpi.id--authentication,dpi.id,2,13,3,1,2,0,0,,staged,9
dpi.id--digital-id-from-birth,dpi.id,2,10,3,1,2,0,0,,staged,9
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,10,3,1,2,0,1,already-seen,staged,9
dpi.id--use-by-other-systems,dpi.id,2,13,3,1,2,0,0,,staged,9
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,10,3,1,2,0,0,,staged,9
dpi.pay--p2p-p2g-and-p2b-functionality,dpi.pay,2,11,6,1,2,3,0,,staged,9
dpi.pay--consumer-protection,dpi.pay,2,8,3,1,2,0,0,,staged,9
dpi.mis--education,dpi.mis,2,7,3,1,2,0,0,,staged,5
dpi.mis--social-protection,dpi.mis,2,8,3,1,2,0,0,,staged,5
dpi.mis--tax,dpi.mis,2,9,3,1,2,0,0,,staged,5
dpi.mis--land,dpi.mis,2,8,3,1,2,0,0,,staged,5
dpi.registry--population-register,dpi.registry,2,,,1,1,,,,staged,7
dpi.registry--address-register,dpi.registry,2,,,1,1,,,,staged,7
dpi.registry--business-register,dpi.registry,2,,,1,2,,,,staged,7
dpi.registry--social-protection-register,dpi.registry,2,,,1,1,,,,staged,7
dpi.registry--electoral-register,dpi.registry,2,,,1,2,,,,staged,7
dpi.registry--tax-register,dpi.registry,2,,,1,2,,,,staged,7
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,,,1,2,,,,staged,8
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,8,3,1,2,5,0,,staged,4
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,13,3,1,2,10,0,,staged,4
include.access--citizen-feedback-portals,include.access,2,9,3,1,2,6,0,,staged,4
include.access--citizen-participation-in-policy,include.access,2,12,3,1,2,8,0,,staged,4
include.access--gender-equity,include.access,2,11,3,1,2,7,0,,staged,4
include.access--inclusion-of-persons-with-disabilities,include.access,2,10,3,1,2,7,0,,staged,4
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,10,3,1,2,5,0,,staged,2
data.statistics--censuses-and-surveys,data.statistics,2,10,3,1,2,6,0,,staged,2
data.statistics--statistics-from-administrative-data,data.statistics,2,9,3,1,2,7,1,already-seen,staged,2
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,10,3,1,2,8,0,,staged,3
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,11,3,1,2,8,0,,staged,2
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,10,3,1,2,7,0,,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,10,3,1,2,8,0,,staged,1
