indicator_id,file,brief
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2026-06-13-acp-rdc-pass-lancement-president-tshisekedi.md,progress
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2026-04-25-undp-cod-crvs-strategic-innovation-consultant.md,progress
dpi.pay--consumer-protection,baseline/2021-11-26-bcc-instruction-39-gestion-plaintes-clientele.md,baseline
dpi.pay--consumer-protection,progress/2026-05-02-acp-loba-plateforme-plaintes-consommateurs.md,progress
dpi.pay--consumer-protection,progress/2026-03-11-rdc-arrete-004-2026-autorisations-services-numeriques.md,progress
dpi.registry--population-register,baseline/2022-03-02-decret-22-07-fichier-general-population.md,baseline
dpi.registry--population-register,progress/2026-02-25-ceni-transmission-fichier-electoral-onip.md,progress
dpi.registry--population-register,progress/2026-04-14-snip-appel-manifestations-interet-strategie-integree.md,progress
dpi.registry--civil-register,baseline/2016-07-15-rdc-loi-16-008-code-famille-etat-civil.md,baseline
dpi.registry--civil-register,progress/2026-04-25-undp-cod-crvs-strategic-innovation-consultant.md,progress
dpi.registry--address-register,baseline/2023-07-02-scpt-reforme-postale-codes-postaux.md,baseline
dpi.registry--address-register,progress/2026-04-24-numerico-convention-kinshasa-regideso-mutualisation-donnees.md,progress
dpi.registry--address-register,progress/2026-07-31-acp-kintambo-plaques-numerotation-parcellaire-qr.md,progress
dpi.registry--electoral-register,baseline/2016-07-22-rdc-loi-04-028-16-007-identification-enrolement-electeurs.md,baseline
dpi.registry--electoral-register,progress/2026-02-25-ceni-transmission-fichier-electoral-onip.md,progress
dpi.registry--electoral-register,progress/2026-03-15-actualite-non-execution-feuille-route-ceni.md,progress
dpi.registry--tax-register,baseline/2003-07-18-rdc-decret-03-012-numero-impot.md,baseline
dpi.registry--tax-register,progress/2025-12-02-dgi-communique-gratuite-immatriculation-nif.md,progress
dpi.registry--tax-register,progress/2025-12-01-dgi-reforme-facture-normalisee-entree-vigueur.md,progress
dpi.registry--land-register,baseline/2025-12-30-rdc-loi-25-062-regime-foncier-immobilier.md,baseline
dpi.registry--land-register,progress/2026-06-12-affaires-foncieres-plan-foncier-national-2026-2040.md,progress
dpi.registry--land-register,progress/2026-08-11-apanews-land-registry-digitalisation-inaco.md,progress
dpi.mis--health,baseline/2020-08-06-anicns-pndis-ii-plan-national-informatique-sante.md,baseline
dpi.mis--health,progress/2026-05-22-rti-ebola-surveillance-response-activated.md,progress
dpi.mis--health,progress/2025-12-22-dhis2-drc-ebola-response-2025.md,progress
dpi.mis--social-protection,baseline/2025-12-12-worldbank-icr-step-eastern-recovery-project.md,baseline
dpi.mis--justice,baseline/2025-08-20-undp-transition-justice-congolaise-onu-suede.md,baseline
dpi.mis--justice,progress/2026-06-18-acp-digitalisation-justice-2-0-pilote-gombe.md,progress
dpi.mis--justice,progress/2026-07-17-transforme-dematerialisation-justice-commerciale.md,progress
dpi.mis--customs,baseline/2022-03-28-dgda-sydonia.md,baseline
dpi.mis--customs,progress/2025-12-29-primature-lancement-digitalisation-liasse-documentaire.md,progress
dpi.mis--customs,progress/2026-01-09-rdc-guce-dgda-transmission-electronique-obligatoire.md,progress
dpi.mis--land,baseline/2026-06-10-affairesfoncieres-senat-reforme-fonciere-rntfi.md,baseline
dpi.mis--land,progress/2026-06-12-affaires-foncieres-plan-foncier-national-2026-2040.md,progress
dpi.mis--land,progress/2026-08-10-acp-affairesfoncieres-formation-250-cadres-archives.md,progress
digital.localgov--ict-infrastructure-for-local-government,baseline/2024-11-19-worldbank-financing-agreement-digital-transformation-project.md,baseline
digital.localgov--ict-infrastructure-for-local-government,progress/2026-02-17-primature-acceleration-transformation-numerique-banque-mondiale.md,progress
digital.localgov--ict-infrastructure-for-local-government,progress/2026-05-04-primature-etats-generaux-postes-telecommunications.md,progress
digital.localgov--digitalisation-of-local-government-records,baseline/2022-03-02-decret-22-07-fichier-general-population.md,baseline
digital.localgov--digitalisation-of-local-government-records,progress/2025-11-04-radiookapi-debut-digitalisation-registre-population-kinshasa.md,progress
digital.localgov--digitalisation-of-local-government-records,progress/2026-08-10-acp-kasa-vubu-agents-communaux-digitalisation-recensement.md,progress
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-03-10-sanru-lancement-numerisation-dossier-patients-armee-salut.md,progress
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-04-22-dhis2-community-surveillance-mpox-sud-kivu.md,progress
digital.rural--digitalisation-of-rural-primary-schools,baseline/2024-11-01-worldbank-restructuring-eesse-education-project.md,baseline
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-04-02-fdsu-protocole-accord-minedu-nc-connectivite-ecoles.md,progress
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-08-04-corus-eduser-pilote-kasai-donnees-education.md,progress
digital.rural--digitalisation-of-rural-police-stations,progress/2026-07-09-acp-identification-biometrique-pnc-phase-operationnelle.md,progress
digital.rural--digitalisation-of-rural-police-stations,progress/2026-06-11-monusco-beni-renforce-presence-policiere-postes-equipes.md,progress
capacity.literacy--digital-literacy-civil-service,baseline/2013-04-16-ena-decret-de-creation.md,baseline
capacity.literacy--digital-literacy-civil-service,progress/2026-06-15-deskeco-rdc-pass-lancement-agents.md,progress
capacity.literacy--digital-literacy-civil-service,progress/2025-09-11-edu-nc-digitizing-government-training.md,progress
capacity.training--dt-related-university-facilities-and-qualifications,baseline/2021-12-01-minesu-maquettes-licence-master-sciences-technologie.md,baseline
capacity.training--dt-related-university-facilities-and-qualifications,progress/2026-05-26-opinion-info-okapi-imprimantes-3d-universites.md,progress
capacity.training--dt-related-university-facilities-and-qualifications,progress/2026-01-06-numerico-master-droit-numerique-upl.md,progress
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,baseline/2024-08-17-unikin-mou-centre-excellence-ia-geomatique.md,baseline
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,progress/2026-07-10-actualite-cd-ebuteli-landila-lancement.md,progress
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,progress/2026-08-29-unikin-prix-ares-kuris-ai.md,progress
include.access--citizen-participation-in-policy,baseline/2022-10-29-leganet-decret-gouvernance-budgetaire.md,baseline
include.access--citizen-participation-in-policy,progress/2025-09-12-xtrafrica-national-youth-consultations.md,progress
include.access--citizen-participation-in-policy,progress/2026-01-23-actualite-cd-mokengeli-plateforme-citoyenne.md,progress
include.access--gender-equity,baseline/2024-11-19-worldbank-financing-agreement-digital-transformation-project.md,baseline
include.access--gender-equity,progress/2026-07-09-actualite-cd-orange-maison-digitale-femmes.md,progress
include.access--inclusion-of-persons-with-disabilities,baseline/2022-05-03-jo-loi-organique-22-003-personnes-handicap.md,baseline
include.access--inclusion-of-persons-with-disabilities,progress/2025-11-05-lilianefonds-our-year-in-research-rehapp.md,progress
include.access--inclusion-of-persons-with-disabilities,progress/2026-07-07-itu-wsis-session220-handiconnect.md,progress
data.statistics--national-strategy-for-development-of-statistics,baseline/2012-09-01-paris21-snds-2012-17.md,baseline
data.statistics--national-strategy-for-development-of-statistics,progress/2026-08-29-opinion-info-ordonnance-loi-statistique.md,progress
data.statistics--national-strategy-for-development-of-statistics,progress/2025-09-04-actualite-cd-charte-africaine-statistique-ratification.md,progress
data.statistics--statistics-from-administrative-data,baseline/2026-04-17-worldbank-decide-project-pid.md,baseline
data.statistics--statistics-from-administrative-data,progress/2026-02-23-rhinoceros-data-gouv-cd-lancement.md,progress
data.statistics--statistics-from-administrative-data,progress/2026-05-14-fonction-publique-en-chiffres-2025.md,progress
data.satellite--agricultural-use-of-satellite-data,baseline/2026-01-01-fao-gfoi-clp-drc-country-page.md,baseline
data.satellite--agricultural-use-of-satellite-data,progress/2026-08-18-mapbiomas-rdc-lancement.md,progress
data.satellite--agricultural-use-of-satellite-data,progress/2026-06-17-spacebel-rdc-sat-contract.md,progress
data.satellite--meteorological-use-of-satellite-data,baseline/2012-10-02-leganet-decret-mettelsat.md,baseline
data.satellite--meteorological-use-of-satellite-data,progress/2026-06-04-meteordcongo-lancement-soff-rdc.md,progress
data.satellite--meteorological-use-of-satellite-data,progress/2025-11-05-wmo-severe-weather-forecasting-workshop-mettelsat.md,progress
geopol.eu--eu-mous-engagements-and-commitments,baseline/2023-10-26-eu-drc-mou-critical-raw-materials.md,baseline
geopol.eu--eu-mous-engagements-and-commitments,progress/2025-10-09-ec-global-gateway-forum-drc-investments.md,progress
geopol.eu--eu-mous-engagements-and-commitments,progress/2026-04-22-fpi-eu-mission-great-lakes-peace.md,progress
geopol.india--india-mous-engagements-and-commitments,baseline/2026-02-23-mea-india-drc-bilateral-brief.md,baseline
geopol.india--india-mous-engagements-and-commitments,progress/2026-03-26-eoikinshasa-kakobola-inauguration.md,progress
geopol.india--india-mous-engagements-and-commitments,progress/2026-05-28-economictimes-india-ebola-assistance-congo.md,progress
