indicator_id,file,brief
gov.standards--national-interoperability-standards,progress/2026-03-04-minsante-plan-strategique-national-sante-numerique-2026-2030.md,progress
infra.connect--mobile-penetration,baseline/2025-08-12-art-observatoire-annuel-2024-marche-communications-electroniques.md,baseline
infra.connect--mobile-penetration,progress/2025-11-08-datareportal-digital-2026-cameroon.md,progress
infra.connect--mobile-penetration,progress/2026-03-17-ecomatin-mtn-cameroon-revenus-2025-base-clients.md,progress
infra.connect--mobile-affordability,baseline/2024-04-12-art-tarifs-compares-operateurs-premier-semestre-2023.md,baseline
infra.connect--mobile-affordability,progress/2026-04-01-minfi-dedouanement-numerique-appareils-electroniques.md,progress
infra.connect--mobile-affordability,progress/2026-05-25-douanes-blocage-telephones-non-dedouanes.md,progress
infra.connect--international-internet-bandwidth,baseline/2026-07-16-camtel-look-back-first-half-2026.md,baseline
infra.connect--international-internet-bandwidth,progress/2026-02-24-digitalbusiness-africa-bilan-2025-numerique-cameroun.md,progress
infra.connect--international-internet-bandwidth,progress/2025-12-10-ecofinagency-cameroon-medusa-africa-submarine-cable-mou.md,progress
infra.connect--internet-exchange-points,baseline/2026-03-16-camix-site-officiel.md,baseline
infra.connect--internet-exchange-points,progress/2026-04-07-camix-troisieme-pop-st-digital.md,progress
infra.connect--internet-exchange-points,progress/2026-08-01-isoc-pulse-camix-douala-tracker.md,progress
infra.store--off-site-backup-capacity,baseline/2022-06-15-minfopra-camtel-convention-partenariat.md,baseline
infra.store--off-site-backup-capacity,progress/2025-12-19-armp-src-datacenter-upgrade-tender.md,progress
infra.energy--sufficient-energy-and-water-for-data-centres,baseline/2025-07-14-minpostel-st-digital-data-center-visite.md,baseline
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2026-08-05-minee-kribi-centrale-gaz-maintenance-perturbations.md,progress
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2025-11-28-minee-expose-budget-2026-assemblee-nationale.md,progress
infra.energy--rural-electrification,baseline/2022-12-01-ins-minee-enace1-household-access-energy-water-sanitation.md,baseline
infra.energy--rural-electrification,progress/2025-11-28-minee-expose-budget-2026-assemblee-nationale.md,progress
infra.capacity--robustness-of-government-hardware-and-software,baseline/2020-06-01-worldbank-cameroon-digital-economy-assessment.md,baseline
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-01-15-camtel-obc-baccalaureate-framework-agreement.md,progress
infra.capacity--robustness-of-government-hardware-and-software,progress/2025-09-18-camtel-mintoul-tourism-digital-partnership.md,progress
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,baseline/2025-09-01-worldbank-patnuc-restructuring-paper.md,baseline
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-08-21-cameroon-tribune-smart-campus-comite-pilotage.md,progress
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-04-28-armp-patnuc-elearning-consultant-selection.md,progress
dpi.exchange--interoperability-of-education-systems,baseline/2025-05-13-unesco-cameroon-integrated-emis-platform-launch.md,baseline
dpi.exchange--interoperability-of-education-systems,progress/2026-08-18-unesco-cameroon-paebc-agreement.md,progress
dpi.exchange--interoperability-of-education-systems,progress/2026-01-15-camtel-obc-baccalaureate-framework-agreement.md,progress
dpi.exchange--interoperability-of-social-protection-systems,baseline/2025-08-18-worldbank-asneip-additional-financing-project-paper.md,baseline
dpi.id--authentication,baseline/2012-05-22-decret-2012-1318-autorite-certification-electronique.md,baseline
dpi.id--authentication,progress/2026-08-21-biometricupdate-cameroon-national-interoperability-infrastructure.md,progress
dpi.id--authentication,progress/2026-05-18-cameroon-tribune-integrate-civil-registration-id-systems.md,progress
dpi.pay--g2p-functionality,baseline/2022-09-16-decree-2022-8001-electronic-state-financial-operations.md,baseline
dpi.pay--g2p-functionality,progress/2026-07-21-armp-pfs-aie-digital-payment-contracts-zones-1-3.md,progress
dpi.pay--g2p-functionality,progress/2025-10-24-cnps-special-school-grants-mobile-money.md,progress
dpi.registry--population-register,baseline/2023-08-01-ins-cameroun-rapport-statistiques-etat-civil-2018-2022.md,baseline
dpi.registry--population-register,progress/2026-07-30-order-111-cab-pm-rgph4-additional-census-period.md,progress
dpi.registry--business-register,baseline/2024-04-03-ohada-informatisation-rccm-cameroun-point-etape.md,baseline
dpi.registry--business-register,progress/2026-07-16-lefisk-atom-dgi-immatriculation-fiscale-guide.md,progress
dpi.registry--tax-register,baseline/2026-01-01-dgt-strategic-plan-2026-2028.md,baseline
dpi.mis--social-protection,baseline/2023-08-16-worldbank-cameroon-social-safety-nets-icr.md,baseline
dpi.mis--social-protection,progress/2026-04-15-cameroon-tribune-resuc-ouest-sensibilises.md,progress
dpi.mis--social-protection,progress/2025-09-18-nkolandom-minas-resuc-seminaire.md,progress
dpi.mis--land,baseline/2026-03-16-armp-ami-digitalisation-domaniale-cadastrale-fonciere-sif.md,baseline
dpi.mis--land,progress/2026-05-11-mindcaf-attribution-geolocalisation-proprietes-wouri.md,progress
dpi.mis--land,progress/2026-08-17-mindcaf-appel-offres-modernisation-digitalisation-recettes-domaniales.md,progress
digital.localgov--digitalisation-of-local-government-records,baseline/2018-12-10-decret-2018-9704-guichet-unique-communautes-urbaines.md,baseline
digital.localgov--digitalisation-of-local-government-records,progress/2026-08-25-undp-bertoua-sigec-digitalisation-etat-civil-est.md,progress
digital.localgov--digitalisation-of-local-government-records,progress/2026-08-10-pnud-bamenda-appel-offre-digitalisation-etat-civil.md,progress
digital.rural--digitalisation-of-rural-health-clinics,baseline/2026-01-01-minsante-plan-strategique-sante-numerique-2026-2030.md,baseline
digital.rural--digitalisation-of-rural-health-clinics,progress/2025-09-01-smartmobileclinic-telehealth-rural-communities-cameroon.md,progress
digital.rural--digitalisation-of-rural-health-clinics,progress/2025-10-06-mkwbc-mhealth-southern-region-health-centres.md,progress
digital.rural--digitalisation-of-rural-primary-schools,baseline/2022-01-01-minedub-politique-tic-cadre-strategique-education-de-base.md,baseline
digital.rural--digitalisation-of-rural-primary-schools,progress/2025-10-03-armp-patnuc-connectivite-entites-publiques-ami.md,progress
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-08-18-unesco-cameroon-paebc-agreement.md,progress
digital.rural--digitalisation-of-rural-registry-offices,baseline/2023-08-01-ins-cameroun-rapport-statistiques-etat-civil-2018-2022.md,baseline
digital.rural--digitalisation-of-rural-registry-offices,progress/2026-08-25-undp-bertoua-sigec-digitalisation-etat-civil-est.md,progress
digital.rural--digitalisation-of-rural-police-stations,progress/2026-07-06-undp-tourou-gendarmerie-brigade-digital-equipment.md,progress
tech.ai--use-of-ai-in-government-administration,baseline/2025-07-09-dgb-gov-ai-cenadi-intelligence-artificielle-gouvernementale.md,baseline
tech.ai--use-of-ai-in-government-administration,progress/2026-02-17-digitalbusiness-africa-minpostel-atelier-ia-administrations.md,progress
tech.ai--use-of-ai-in-government-administration,progress/2026-07-17-minfopra-cooperation-cameroun-maroc-ia-administration.md,progress
tech.ai--control-of-ai-abuse,baseline/2024-06-19-minpostel-intelligence-artificielle-sandbox-reglementaire.md,baseline
tech.ai--control-of-ai-abuse,progress/2026-07-16-art-cameroon-waico-founding-states.md,progress
tech.ai--control-of-ai-abuse,progress/2026-07-10-stopblablacam-digital-shield-cybercrime-victims.md,progress
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,baseline/2022-11-09-nkafu-digitalization-performance-public-administrations.md,baseline
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,progress/2026-01-06-nkafu-ai-future-of-work-cameroon.md,progress
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,progress/2025-12-08-camepi-economic-freedom-through-technology.md,progress
include.access--citizen-feedback-portals,baseline/2025-01-01-opicswr-make-a-complaint-portal.md,baseline
include.access--citizen-feedback-portals,progress/2026-04-13-opicswr-2025-annual-report-launch.md,progress
include.access--citizen-feedback-portals,progress/2025-09-14-centrifuge-hebdo-digitalisation-communes-cvuc.md,progress
include.access--citizen-participation-in-policy,baseline/2019-12-24-loi-2019-024-code-general-ctd-participation-citoyenne.md,baseline
include.access--citizen-participation-in-policy,progress/2026-05-29-afroleadership-budget-citizen-engagement-workshop.md,progress
include.access--citizen-participation-in-policy,progress/2026-07-27-wilpf-atelier-civisme-integration-nationale.md,progress
include.access--inclusion-of-persons-with-disabilities,baseline/2010-04-13-loi-2010-002-protection-promotion-personnes-handicapees.md,baseline
include.access--inclusion-of-persons-with-disabilities,progress/2026-07-10-unesco-inclusive-education-ppr-kribi-framework.md,progress
include.access--inclusion-of-persons-with-disabilities,progress/2025-12-22-cbc-health-services-accessible-digital-library.md,progress
include.access--inclusion-of-refugees-and-idps,baseline/2025-02-28-decree-2025-059-identification-documents-refugee-card.md,baseline
include.access--inclusion-of-refugees-and-idps,progress/2026-07-17-un-cameroon-wfp-scope-in-kind-pilot-kolofata.md,progress
include.access--inclusion-of-refugees-and-idps,progress/2026-03-17-giz-pesop-idp-profiling-west-region.md,progress
data.statistics--national-strategy-for-development-of-statistics,baseline/2021-01-01-snds30-strategie-nationale-developpement-statistique.md,baseline
data.statistics--national-strategy-for-development-of-statistics,progress/2026-04-08-cameroon-tribune-cnis-ptba-2027-snis.md,progress
data.statistics--national-strategy-for-development-of-statistics,progress/2026-02-26-cameroon-tribune-hiswaca-comite-pilotage.md,progress
data.statistics--statistics-from-administrative-data,baseline/2022-10-14-ins-manuel-lignes-directrices-statistiques-source-administrative.md,baseline
data.statistics--statistics-from-administrative-data,progress/2026-02-01-ins-hiswaca-pmpp-plan-mobilisation-parties-prenantes.md,progress
data.statistics--statistics-from-administrative-data,progress/2026-08-07-ins-annuaire-statistique-adamaoua-2025.md,progress
data.satellite--agricultural-use-of-satellite-data,baseline/2024-03-27-fao-eostat-crop-yield-mapper-capacity-building.md,baseline
data.satellite--agricultural-use-of-satellite-data,progress/2025-11-25-fao-cocoa-mapping-eu-sustainable-cocoa-programme.md,progress
data.satellite--agricultural-use-of-satellite-data,progress/2025-12-31-plos-one-sentinel1-oil-palm-cameroon.md,progress
data.satellite--meteorological-use-of-satellite-data,baseline/2026-01-20-meteocameroon-nwcsaf-eumetsat.md,baseline
data.satellite--meteorological-use-of-satellite-data,progress/2026-05-23-meteocameroon-sewa-amsaf-launch-addis-abeba.md,progress
data.satellite--meteorological-use-of-satellite-data,progress/2026-07-08-meteocameroon-crews-swfp-training-yaounde.md,progress
geopol.eu--eu-mous-engagements-and-commitments,baseline/2022-01-01-eu-mip-2021-2027-cameroun.md,baseline
geopol.eu--eu-mous-engagements-and-commitments,progress/2026-06-17-cameroon-tribune-eu-grants-digital-cocoa-forests.md,progress
geopol.eu--eu-mous-engagements-and-commitments,progress/2026-07-22-minpmeesa-pad-cv-call-for-projects.md,progress
geopol.gulf--gulf-mous-engagements-and-commitments,baseline/2026-01-22-minepat-uae-cooperation-economique-sgc-mou.md,baseline
geopol.gulf--gulf-mous-engagements-and-commitments,progress/2026-01-07-minfi-sgc-financement-projets-structurants.md,progress
geopol.india--india-mous-engagements-and-commitments,baseline/2007-09-03-minpostel-projet-panafricain-services-en-ligne-inde.md,baseline
geopol.india--india-mous-engagements-and-commitments,progress/2026-03-27-cameroon-tribune-goyal-ngute-digital-technologies.md,progress
geopol.india--india-mous-engagements-and-commitments,progress/2026-03-25-pib-india-wto-mc14-yaounde-digital-trade.md,progress
