indicator_id,file,brief
dpi.id--digital-id-from-birth,progress/2026-09-02-gabon-programme-citoyennete-protection-sociale-mouila.md,progress
dpi.id--interoperability-of-birth-registration-and-digital-id,baseline/2021-05-10-gabon-project-information-document-digital-gabon-p175987.md,baseline
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2025-12-18-communique-conseil-ministres-18-decembre-2025-dgdinc.md,progress
dpi.id--robustness-of-system,baseline/2021-06-15-world-bank-digital-gabon-project-pad.md,baseline
dpi.id--robustness-of-system,progress/2026-04-01-gabon-nationalite-commission-administrative-situations-litigieuses.md,progress
dpi.id--use-by-other-systems,baseline/2025-01-22-gabon-loi-organique-001-2025-code-electoral.md,baseline
dpi.id--use-by-other-systems,progress/2025-09-01-gabon-interieur-verifiez-inscription-liste-electorale-nip.md,progress
dpi.id--use-by-other-systems,progress/2025-09-16-gabon-identite-digitale-cap-vers-gouvernance-inclusive-securisee.md,progress
dpi.mis--customs,baseline/2020-04-01-unctad-asycuda-newsletter-april-2020-gabon-sydoniaworld.md,baseline
dpi.mis--customs,progress/2026-03-20-douanes-gabonaises-plateforme-e-diebs-sydonia-world.md,progress
dpi.mis--land,baseline/2011-12-29-jo-ga-decret-01500-pr-mhuedd-creation-anuttc-cadastre.md,baseline
dpi.mis--land,progress/2026-04-28-agp-gabon-regularisation-fonciere-6587-decisions-cession.md,progress
dpi.mis--land,progress/2026-05-06-agp-gabon-foncier-digitalisation-cadastre-application-ogooue.md,progress
dpi.mis--social-protection,baseline/2018-03-19-jo-ga-decret-00097-pr-mdsfpssn-filets-protection-economique-gef.md,baseline
dpi.mis--social-protection,progress/2026-07-09-agp-gabon-task-force-restructuration-cnamgs-interconnexion.md,progress
dpi.mis--tax,baseline/2024-01-01-dgi-gabon-digitax-portail-teleprocedures.md,baseline
dpi.mis--tax,progress/2026-01-26-dgi-generalisation-e-tax-assouplissement-penalites.md,progress
dpi.pay--b2b-and-b2g-functionality,baseline/2025-12-30-loi-041-2025-loi-de-finances-2026-gabon.md,baseline
dpi.pay--b2b-and-b2g-functionality,progress/2026-01-26-dgi-generalisation-e-tax-assouplissement-penalites.md,progress
dpi.pay--consumer-protection,progress/2026-05-14-beac-instruction-002-gr-2026-prefinancements-remittance-entrante.md,progress
dpi.pay--consumer-protection,progress/2026-05-22-gabon-cadre-juridique-paiements-digitaux-assemblee-nationale.md,progress
dpi.pay--g2p-functionality,baseline/2014-01-01-agents-publics-bancarisation-des-salaires-gabon.md,baseline
dpi.pay--g2p-functionality,progress/2025-12-19-cnss-paiement-3010-droits-uniques-mobile-money.md,progress
dpi.pay--g2p-functionality,progress/2026-01-17-gabon-lancement-sigfip-finances-publiques.md,progress
dpi.registry--tax-register,baseline/2024-01-01-dgi-gabon-immatriculation-modification-cessation-activite.md,baseline
dpi.registry--tax-register,progress/2026-04-30-gabon-declaration-unique-des-salaires-nif-nip-gabon-connect.md,progress
dpi.registry--tax-register,progress/2026-06-22-dgi-campagne-recensement-immatriculation-contribuables-grand-libreville.md,progress
geopol.eu--eu-mous-engagements-and-commitments,baseline/2021-01-01-pim-ue-gabon-2021-2027.md,baseline
geopol.eu--eu-mous-engagements-and-commitments,progress/2026-02-24-feuille-de-route-partenariat-forets-ue-gabon.md,progress
geopol.eu--eu-mous-engagements-and-commitments,progress/2026-06-08-dialogue-gabon-union-europeenne.md,progress
geopol.gulf--gulf-mous-engagements-and-commitments,baseline/2022-09-29-loi-013-2022-ratification-accord-gabon-emirats.md,baseline
geopol.gulf--gulf-mous-engagements-and-commitments,progress/2026-02-06-presidence-ga-abu-dhabi-trois-memorandums-entente.md,progress
geopol.gulf--gulf-mous-engagements-and-commitments,progress/2026-02-06-uae-gabon-comprehensive-economic-partnership-agreement.md,progress
geopol.india--india-mous-engagements-and-commitments,baseline/2026-04-15-brief-on-india-gabon-relations.md,baseline
geopol.india--india-mous-engagements-and-commitments,progress/2026-04-14-inde-modernisation-administration-publique-gabon.md,progress
gov.legislate--access-to-information-legislation,baseline/2024-12-19-loi-referendaire-002-r-2024-constitution.md,baseline
gov.legislate--access-to-information-legislation,progress/2025-12-01-unesco-upr42-gabon-contribution.md,progress
gov.legislate--access-to-information-legislation,progress/2026-04-08-gabon-ordonnance-0012-pr-2026-code-communication.md,progress
gov.legislate--ai-legislation-regulations,baseline/2023-07-09-jo-ga-loi-025-2023-protection-donnees-caractere-personnel.md,baseline
gov.legislate--ai-legislation-regulations,progress/2026-02-06-presidence-ga-abu-dhabi-trois-memorandums-entente.md,progress
gov.legislate--ai-legislation-regulations,progress/2026-04-17-unesco-gnais-gabon-gouvernance-ia.md,progress
gov.legislate--digital-payments-legislation,baseline/2021-12-28-jo-ga-loi-025-2021-transactions-electroniques.md,baseline
gov.legislate--digital-payments-legislation,baseline/2025-12-30-loi-041-2025-loi-de-finances-2026-gabon.md,progress
gov.legislate--digital-payments-legislation,progress/2026-01-29-gabon-communique-conseil-ministres-ordonnance-paiements-digitaux.md,progress
gov.legislate--statistics-legislation,baseline/2024-08-15-gabon-decret-0314-pr-mpp-statuts-institut-national-statistique.md,baseline
gov.legislate--statistics-legislation,progress/2026-04-01-afristat-lettre-116-mission-diagnostic-qualite-gabon.md,progress
gov.legislate--statistics-legislation,progress/2026-05-23-agp-gabon-revision-cadre-legal-systeme-statistique-national.md,progress
gov.policy--ai-strategy,baseline/2025-07-09-unesco-gabon-gouvernance-ethique-intelligence-artificielle.md,baseline
gov.policy--ai-strategy,progress/2026-02-06-presidence-ga-abu-dhabi-trois-memorandums-entente.md,progress
gov.policy--ai-strategy,progress/2026-05-22-communique-final-conseil-des-ministres-gabon.md,progress
gov.policy--data-governance-policy,baseline/2023-07-09-jo-ga-loi-025-2023-protection-donnees-caractere-personnel.md,baseline
gov.policy--data-governance-policy,progress/2025-12-04-presidence-ga-communique-conseil-ministres-04-decembre-2025.md,progress
gov.policy--data-governance-policy,progress/2025-12-18-communique-conseil-ministres-18-decembre-2025-dgdinc.md,progress
gov.policy--data-interoperability-framework-roadmap,baseline/2021-06-15-world-bank-digital-gabon-project-pad.md,baseline
gov.policy--data-interoperability-framework-roadmap,progress/2026-02-19-presidence-ga-audience-ika-technology-gabon-connect.md,progress
gov.policy--data-interoperability-framework-roadmap,progress/2026-06-24-agp-gabon-sante-cloture-projet-egabon-sis.md,progress
gov.policy--data-localisation-policies,baseline/2023-07-11-jo-ga-loi-027-2023-cybersecurite-cybercriminalite.md,baseline
gov.policy--data-localisation-policies,baseline/2026-07-03-presidence-gabon-inauguration-data-center-national-nkok.md,progress
gov.policy--data-storage-cloud-strategy,baseline/2025-08-11-jo-ga-ordonnance-0006-pr-2025-digitalisation.md,baseline
gov.policy--data-storage-cloud-strategy,baseline/2026-07-03-presidence-gabon-inauguration-data-center-national-nkok.md,progress
gov.policy--digital-transformation-strategy,baseline/2025-08-11-jo-ga-ordonnance-0006-pr-2025-digitalisation.md,baseline
gov.policy--digital-transformation-strategy,progress/2026-02-20-agp-copil-e-gabon-gabon-digital-avancement-projets.md,progress
gov.policy--digital-transformation-strategy,progress/2026-05-22-communique-final-conseil-des-ministres-gabon.md,progress
gov.policy--ict-strategy,baseline/2019-10-17-jo-ga-loi-026-2018-communications-electroniques.md,baseline
gov.policy--ict-strategy,progress/2026-01-30-arcep-ga-ageos-partenariat-donnees-satellitaires.md,progress
gov.policy--ict-strategy,progress/2026-06-11-arcep-ga-partage-infrastructures-airtel-moov.md,progress
gov.policy--open-data-policy,baseline/2025-08-11-jo-ga-ordonnance-0006-pr-2025-digitalisation.md,baseline
gov.standards--adoption-of-international-standards,baseline/2016-03-09-jo-ga-arrete-095-mmi-application-obligatoire-normes.md,baseline
gov.standards--adoption-of-international-standards,progress/2026-04-23-gabonews-aganor-seminaire-normes-poulets-de-chair.md,progress
gov.standards--adoption-of-international-standards,progress/2026-07-03-aganor-ga-caistab-systeme-management-qualite-iso-9001.md,progress
gov.standards--national-interoperability-standards,baseline/2021-12-28-jo-ga-loi-025-2021-transactions-electroniques.md,baseline
gov.standards--national-interoperability-standards,progress/2025-11-01-beac-instruction-001-gr-2025-norme-iso-20022-cemac.md,progress
include.access--citizen-feedback-portals,baseline/2024-01-01-guide-agent-public-18-accueil-des-usagers.md,baseline
include.access--citizen-feedback-portals,progress/2025-11-26-hiswaca-woleu-ntem-gestion-des-plaintes.md,progress
include.access--citizen-feedback-portals,progress/2026-08-21-arcep-activation-numero-court-1331.md,progress
include.access--citizen-participation-in-policy,baseline/2024-12-19-loi-referendaire-002-r-2024-constitution.md,baseline
include.access--citizen-participation-in-policy,progress/2026-01-13-pncd-2026-2030-contribution-citoyenne.md,progress
include.access--citizen-participation-in-policy,progress/2026-02-26-communique-conseil-des-ministres-26-fevrier-2026.md,progress
include.access--gender-equity,baseline/2026-04-02-gabon-gender-data-landscape-2026.md,baseline
include.access--gender-equity,progress/2025-10-01-gabon-global-findex-database-2025.md,progress
include.access--gender-equity,progress/2026-04-17-lancement-campagne-opdad-programme-equilibres.md,progress
include.access--inclusion-of-persons-with-disabilities,baseline/1996-02-13-loi-19-95-protection-sociale-personnes-handicapees.md,baseline
include.access--inclusion-of-persons-with-disabilities,progress/2025-09-06-certificats-medicaux-gratuits-personnes-handicapees.md,progress
include.access--inclusion-of-persons-with-disabilities,progress/2026-07-15-500-candidats-handicap-examens-nationaux.md,progress
include.access--inclusion-of-refugees-and-idps,baseline/1998-03-05-loi-5-98-statut-des-refugies.md,baseline
include.divides--bridging-of-digital-divides,baseline/2019-10-17-jo-ga-loi-026-2018-communications-electroniques.md,baseline
include.divides--bridging-of-digital-divides,progress/2026-06-11-arcep-ga-partage-infrastructures-airtel-moov.md,progress
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,baseline/2019-01-01-worldbank-digital-economy-for-gabon-diagnostic-report.md,baseline
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-04-21-gabonreview-aninf-mitre-corporation-renforcement-capacites.md,progress
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-07-11-agp-gabon-ateliers-renforcement-capacites-digitalisation-services-publics.md,progress
infra.connect--international-internet-bandwidth,baseline/2021-04-09-worldbank-icr-central-african-backbone-gabon-cab4.md,baseline
infra.connect--international-internet-bandwidth,progress/2025-11-14-spin-gabon-guinee-equatoriale-interconnexion-dorsales.md,progress
infra.connect--international-internet-bandwidth,progress/2026-05-29-axione-gabon-communique-incident-cable-sous-marin-ace.md,progress
infra.connect--internet-usage,baseline/2025-01-01-arcep-gabon-observatoire-internet-4eme-trimestre-2024.md,baseline
infra.connect--internet-usage,progress/2026-05-27-agp-gabon-economie-numerique-bilan-100-jours-connectivite.md,progress
infra.connect--mobile-affordability,baseline/2025-12-30-loi-041-2025-loi-de-finances-2026-gabon.md,progress
infra.connect--mobile-penetration,baseline/2025-01-01-arcep-gabon-observatoire-mobile-4eme-trimestre-2024.md,baseline
infra.connect--mobile-penetration,progress/2026-06-11-arcep-ga-partage-infrastructures-airtel-moov.md,progress
infra.energy--grid-reliability,baseline/2025-04-23-seeg-plan-strategique-investissement-relance-energie-eau.md,baseline
infra.energy--grid-reliability,progress/2026-05-13-seeg-remise-en-service-usine-hydroelectrique-bongolo.md,progress
infra.energy--grid-reliability,progress/2026-06-15-gabonreview-separation-definitive-activites-seeg.md,progress
infra.energy--rural-electrification,baseline/2026-01-01-gabon-pacte-national-energie-mission-300.md,baseline
infra.energy--rural-electrification,progress/2026-02-05-banque-mondiale-gabon-pasbap-acces-services-de-base.md,progress
infra.energy--rural-electrification,progress/2026-08-15-agp-gabon-energie-solaire-villages-canton-doumandzou.md,progress
infra.store--off-site-backup-capacity,baseline/2026-07-03-presidence-gabon-inauguration-data-center-national-nkok.md,baseline
tech.ai--control-of-ai-abuse,baseline/2026-04-08-ordonnance-0013-pr-2026-reorganisation-haute-autorite-communication.md,baseline
tech.ai--use-of-ai-in-sectoral-management-information-systems,baseline/2024-08-02-unesco-global-ai-ethics-governance-observatory-gabon.md,baseline
