indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,12,1,1,0,0,3,already-seen|already-seen|already-seen,staged,5
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,12,3,1,2,0,0,,staged,9
dpi.pay--cross-border-functionality,dpi.pay,2,12,1,1,1,0,1,already-seen,staged,9
dpi.pay--g2p-functionality,dpi.pay,2,11,2,1,1,0,0,,staged,9
dpi.pay--governance-role-of-central-bank,dpi.pay,2,10,2,1,2,0,0,,staged,9
dpi.pay--revenue-collection,dpi.pay,2,13,2,1,2,0,0,,staged,9
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,13,3,1,2,0,0,,staged,3
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,14,3,1,1,1,0,,staged,3
dpi.registry--address-register,dpi.registry,2,15,3,1,1,1,0,,staged,2
dpi.registry--business-register,dpi.registry,2,14,3,1,2,0,0,,staged,2
dpi.registry--electoral-register,dpi.registry,2,11,3,1,2,0,0,,staged,2
dpi.registry--land-register,dpi.registry,2,13,2,1,2,0,0,,staged,2
dpi.registry--population-register,dpi.registry,2,12,0,1,1,0,0,,staged,2
dpi.registry--social-protection-register,dpi.registry,2,13,1,1,1,1,0,,staged,2
dpi.registry--tax-register,dpi.registry,2,14,2,1,2,0,0,,staged,2
dpi.mis--education,dpi.mis,2,7,0,1,2,0,0,,staged,3
dpi.mis--justice,dpi.mis,2,7,4,1,0,3,0,,staged,3
dpi.mis--land,dpi.mis,2,8,2,1,2,0,0,,staged,3
dpi.mis--social-protection,dpi.mis,2,7,2,1,1,1,0,,staged,3
dpi.mis--tax,dpi.mis,2,8,3,1,1,1,0,,staged,3
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,8,2,1,2,0,0,,staged,1
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,7,1,1,1,0,0,,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,8,2,1,1,1,0,,staged,1
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,8,2,1,1,0,0,,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,7,3,1,2,0,0,,staged,1
infra.connect--internet-exchange-points,infra.connect,2,7,0,1,1,0,0,,staged,8
infra.connect--mobile-affordability,infra.connect,2,8,1,1,2,0,0,,staged,8
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,8,1,1,0,0,0,,staged,1
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,8,4,1,2,1,0,,staged,1
tech.ai--development-of-national-regional-ai-systems,tech.ai,2,8,3,1,2,0,0,,staged,4
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,8,2,1,0,1,0,,staged,4
tech.industry--national-capacity-in-dt-related-production,tech.industry,2,8,2,1,2,0,0,,staged,1
tech.innovate--tech-startup-ecosystem,tech.innovate,2,8,3,1,2,0,0,,staged,0
tech.innovate--technology-hubs,tech.innovate,2,8,3,1,2,0,0,,staged,0
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,14,3,1,2,1,0,,staged,0
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,11,3,1,2,0,0,,staged,3
data.statistics--censuses-and-surveys,data.statistics,2,13,3,1,2,0,0,,staged,1
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,7,4,1,2,1,0,,staged,1
data.statistics--statistics-from-administrative-data,data.statistics,2,15,2,1,2,1,0,,staged,1
data.open--use-of-open-data,data.open,2,19,3,1,2,0,1,fetch-blocked,staged,0
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,14,2,1,1,0,0,,staged,2
include.access--citizen-participation-in-policy,include.access,2,9,3,1,2,0,0,,staged,4
include.access--gender-equity,include.access,2,11,3,1,2,0,0,,staged,4
include.access--inclusion-of-persons-with-disabilities,include.access,2,13,5,1,2,2,0,,staged,4
include.access--inclusion-of-refugees-and-idps,include.access,2,13,3,1,2,0,0,,staged,4
geopol.china--chinese-mous-engagements-and-commitments,geopol.china,2,13,3,1,2,0,0,,staged,0
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,13,3,1,2,0,0,,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,14,3,1,2,0,0,,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,12,2,1,1,0,0,,staged,1
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,20,3,1,2,0,0,,staged,0
include.access--citizen-feedback-portals,include.access,2,,,1,2,,0,,staged,4
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,,,1,2,,0,,staged,0
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,,,1,2,,0,,staged,0
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,,,1,2,,0,,staged,0
infra.connect--internet-usage,infra.connect,2,,,1,2,,0,,staged,8
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,,,1,2,,0,,staged,3
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,,,1,2,,0,,staged,3
dpi.id--authentication,dpi.id,2,,,1,2,,0,,staged,5
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,,,1,2,,0,,staged,3
