indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.mis--justice,dpi.mis,2,15,3,1,2,0,0,,staged,3
dpi.mis--tax,dpi.mis,2,15,5,1,2,2,0,,staged,3
dpi.mis--customs,dpi.mis,2,13,4,1,1,2,0,,staged,3
dpi.mis--land,dpi.mis,2,17,3,1,2,0,0,,staged,3
tech.ai--use-of-ai-in-government-administration,tech.ai,2,15,3,1,2,0,0,,staged,4
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,11,3,1,1,1,0,,staged,4
tech.ai--control-of-ai-abuse,tech.ai,2,14,2,0,2,0,0,,staged,4
tech.innovate--technology-hubs,tech.innovate,2,16,3,1,1,1,0,,staged,1
tech.innovate--tech-startup-ecosystem,tech.innovate,2,14,3,1,2,0,0,,staged,1
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,13,3,1,2,0,0,,staged,1
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,13,3,1,2,0,0,,staged,1
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,12,3,1,2,0,0,,staged,2
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,15,3,1,2,0,1,FETCH-FAIL,staged,1
include.access--citizen-participation-in-policy,include.access,2,15,2,1,1,0,2,SCOPE-INDICATOR,staged,1
include.access--gender-equity,include.access,2,18,3,1,2,0,1,SCOPE-COUNTRY,staged,1
include.access--inclusion-of-persons-with-disabilities,include.access,2,13,3,1,2,0,0,,staged,1
include.access--inclusion-of-refugees-and-idps,include.access,2,19,4,1,2,1,1,SCOPE-INDICATOR,staged,1
include.divides--bridging-of-digital-divides,include.divides,2,16,2,1,1,0,2,DUP-STAGED,staged,1
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,15,4,1,2,1,1,DUP-EXACT,staged,1
data.open--use-of-open-data,data.open,2,13,4,1,1,2,0,,staged,2
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,16,3,1,2,0,0,,staged,1
geopol.china--chinese-mous-engagements-and-commitments,geopol.china,2,9,4,1,2,1,0,,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,9,3,1,1,1,0,,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,8,2,1,0,1,0,,staged,1
