indicator_id,file,brief
digital.localgov--digitalisation-of-local-government-records,progress/2026-03-30-civipol-archivist-recruitment-etat-civil.md,progress
digital.localgov--digitalisation-of-local-government-records,progress/2026-07-20-matddl-numerisation-etat-civil-training-oubangui.md,progress
digital.localgov--ict-infrastructure-for-local-government,baseline/2022-01-10-undp-digitalisation-prefectures-ict-kits.md,baseline
digital.localgov--ict-infrastructure-for-local-government,progress/2026-04-24-bossangoa-mairie-rehabilitation-undp.md,progress
digital.localgov--ict-infrastructure-for-local-government,progress/2026-08-30-caf-rca-administration-numerique-roadmap-validation.md,progress
digital.rural--digitalisation-of-rural-health-clinics,baseline/2025-11-30-worldbank-icr-redisse-iv-health-surveillance.md,baseline
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-03-12-vaccination-microplanning-digitalisation-hisprwanda.md,progress
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-03-18-hisprwanda-emr-digitizing-hospital-care-car.md,progress
digital.rural--digitalisation-of-rural-police-stations,baseline/2022-03-15-minusca-forces-securite-renseignement-database.md,baseline
digital.rural--digitalisation-of-rural-police-stations,progress/2026-03-12-minusca-am-dafock-gendarmerie-post.md,progress
digital.rural--digitalisation-of-rural-police-stations,progress/2026-06-29-caf-undp-umirr-digital-capacity.md,progress
digital.rural--digitalisation-of-rural-primary-schools,baseline/2024-05-28-worldbank-pad-accelerating-results-education.md,baseline
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-03-29-gpe-education-car-where-we-work.md,progress
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-06-22-cote-divoire-car-education-cooperation-ecofin.md,progress
digital.rural--digitalisation-of-rural-registry-offices,baseline/2026-07-18-dgdec-etat-civil-digitalisation-egmrg.md,baseline
digital.rural--digitalisation-of-rural-registry-offices,progress/2026-07-20-matddl-numerisation-etat-civil-training-oubangui.md,progress
dpi.exchange--interoperability-of-education-systems,baseline/2026-06-15-worldbank-icr-car-education-sector-plan-support-project.md,baseline
dpi.exchange--interoperability-of-education-systems,progress/2026-02-19-icasees-hiswaca-motos-chefs-secteur-scolaire.md,progress
dpi.exchange--interoperability-of-education-systems,progress/2026-03-24-icasees-atelier-politique-diffusion-donnees.md,progress
dpi.exchange--interoperability-of-health-systems,baseline/2026-03-27-who-afro-regional-health-data-hub-progress.md,baseline
dpi.exchange--interoperability-of-health-systems,progress/2026-03-18-hisprwanda-emr-digitizing-hospital-care-car.md,progress
dpi.exchange--interoperability-of-health-systems,progress/2026-05-26-dhis2-community-snis-reconstruction-rca.md,progress
dpi.exchange--interoperability-of-social-protection-systems,baseline/2025-02-14-worldbank-icr-car-pacad-service-delivery-displacement.md,baseline
dpi.exchange--interoperability-of-social-protection-systems,progress/2026-03-03-ndoye-social-safety-net-payment-platform-feasibility-tender.md,progress
dpi.exchange--interoperability-of-social-protection-systems,progress/2026-05-07-worldbank-ndoye-project-sudanese-refugees.md,progress
dpi.exchange--national-data-exchange-system,progress/2025-12-12-ecofin-car-unified-digital-portal-launch.md,progress
dpi.exchange--national-data-exchange-system,progress/2026-02-27-primature-dunia-platform-launch.md,progress
dpi.exchange--use-of-digital-id-in-other-systems,baseline/2025-06-23-afdb-pacres-i-completion-report-niu-mandatory.md,baseline
dpi.exchange--use-of-digital-id-in-other-systems,progress/2026-03-03-ndoye-social-safety-net-payment-platform-feasibility-tender.md,progress
dpi.exchange--use-of-digital-id-in-other-systems,progress/2026-03-18-hisprwanda-emr-digitizing-hospital-care-car.md,progress
dpi.id--authentication,baseline/2017-01-01-worldbank-id4d-country-diagnostic-car.md,baseline
dpi.id--digital-id-from-birth,baseline/2026-07-18-dgdec-etat-civil-digitalisation-egmrg.md,baseline
dpi.id--digital-id-from-birth,progress/2026-02-01-oubanguimedias-campagne-enregistrement-tardif-bangui.md,progress
dpi.id--interoperability-of-birth-registration-and-digital-id,baseline/2026-07-18-dgdec-etat-civil-digitalisation-egmrg.md,baseline
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2026-07-20-matddl-numerisation-etat-civil-training-oubangui.md,progress
dpi.id--national-maintenance-of-id-and-credentials-systems,baseline/2026-07-18-dgdec-etat-civil-digitalisation-egmrg.md,baseline
dpi.id--national-maintenance-of-id-and-credentials-systems,progress/2026-07-20-matddl-numerisation-etat-civil-training-oubangui.md,progress
dpi.id--registration-of-entire-population,baseline/2026-07-18-dgdec-etat-civil-digitalisation-egmrg.md,baseline
dpi.id--registration-of-entire-population,progress/2025-09-08-jointdatacenter-displaced-stateless-populations-car.md,progress
dpi.id--registration-of-entire-population,progress/2026-02-01-oubanguimedias-campagne-enregistrement-tardif-bangui.md,progress
dpi.id--use-by-other-systems,baseline/2017-01-01-worldbank-id4d-country-diagnostic-car.md,baseline
dpi.id--use-by-other-systems,progress/2026-07-20-matddl-numerisation-etat-civil-training-oubangui.md,progress
dpi.mis--customs,baseline/2026-05-01-caf-dgid-dgddi-rapport-mesures-nouvelles-etax-sydonia.md,baseline
dpi.mis--customs,progress/2025-12-06-caf-eeas-euam-rca-customs-digital-training.md,progress
dpi.mis--customs,progress/2026-04-22-caf-guardianpost-cemac-transit-sigmat-sydonia.md,progress
dpi.mis--education,baseline/2026-06-15-caf-worldbank-icr00609-education-sector-plan-support-project.md,baseline
dpi.mis--education,progress/2025-03-25-caf-worldbank-isr-care-p502128-seq2.md,progress
dpi.mis--education,progress/2026-05-01-caf-reach-jena-2025-education-needs-assessment.md,progress
dpi.mis--justice,baseline/2019-12-12-caf-mjdh-politique-sectorielle-justice-2020-2024.md,baseline
dpi.mis--justice,progress/2026-06-29-caf-undp-umirr-digital-capacity.md,progress
dpi.mis--land,baseline/2024-06-24-caf-mfb-discours-ministre-digitalisation-ecadastre.md,baseline
dpi.mis--land,progress/2026-02-18-worldbank-pgnsp-procurement-plan.md,progress
dpi.mis--land,progress/2026-07-16-caf-radiondekeluka-ministere-urbanisme-dement-vente-parcelles.md,progress
dpi.mis--social-protection,baseline/2025-02-14-worldbank-icr-car-pacad-service-delivery-displacement.md,baseline
dpi.mis--social-protection,progress/2026-03-03-ndoye-social-safety-net-payment-platform-feasibility-tender.md,progress
dpi.mis--social-protection,progress/2026-05-28-worldbank-car-emergency-food-crisis-af2-project-paper.md,progress
dpi.mis--tax,baseline/2026-05-01-caf-dgid-dgddi-rapport-mesures-nouvelles-etax-sydonia.md,baseline
dpi.mis--tax,progress/2025-10-01-caf-dgb-declaration-risques-budgetaires-plf2026.md,progress
dpi.mis--tax,progress/2026-01-01-caf-mfb-note-information-titres-publics-2026.md,progress
dpi.pay--b2b-and-b2g-functionality,baseline/2025-03-26-car-plan-e-finances-publiques-note-cadrage.md,baseline
dpi.pay--b2b-and-b2g-functionality,progress/2026-07-03-orange-webb-fontaine-paiement-redevance-dpi.md,progress
dpi.pay--consumer-protection,baseline/2020-07-03-cemac-reglement-01-20-protection-consommateurs.md,baseline
dpi.pay--consumer-protection,progress/2026-06-17-cemac-reforme-reglement-services-paiement-2026.md,progress
dpi.pay--consumer-protection,progress/2026-07-06-orange-money-phishing-alerte-infox.md,progress
dpi.pay--cross-border-functionality,baseline/2020-07-10-beac-gimacpay-systeme-monetique-interbancaire.md,baseline
dpi.pay--cross-border-functionality,progress/2025-11-17-beac-instruction-001-gr-2025-iso20022.md,progress
dpi.pay--cross-border-functionality,progress/2026-07-08-beac-joins-papss.md,progress
dpi.pay--governance-role-of-central-bank,baseline/2018-12-21-cemac-reglement-04-18-services-paiement.md,baseline
dpi.pay--governance-role-of-central-bank,progress/2026-07-08-beac-joins-papss.md,progress
dpi.pay--governance-role-of-central-bank,progress/2026-08-07-gimac-qr-code-communautaire-lancement.md,progress
dpi.registry--address-register,baseline/2022-03-01-upu-car-postal-addressing-country-file.md,baseline
dpi.registry--business-register,baseline/2010-12-15-ohada-audcg-acte-uniforme-droit-commercial-general.md,baseline
dpi.registry--business-register,progress/2026-01-15-gufe-notre-histoire-cap-numerique.md,progress
dpi.registry--business-register,progress/2026-02-03-gufe-antenne-berberati-operationnelle.md,progress
dpi.registry--population-register,baseline/2026-07-18-dgdec-etat-civil-digitalisation-egmrg.md,progress
dpi.registry--population-register,progress/2025-11-28-rca-snid-national-digital-identity-system-launch.md,progress
dpi.registry--social-protection-register,baseline/2024-05-02-worldbank-car-safety-nets-pad-rsu.md,baseline
dpi.registry--social-protection-register,progress/2026-05-07-worldbank-ndoye-project-sudanese-refugees.md,progress
dpi.registry--social-protection-register,progress/2026-05-28-worldbank-car-emergency-food-crisis-af2-project-paper.md,progress
dpi.registry--tax-register,baseline/2025-05-21-imf-car-third-fourth-review-ecf.md,baseline
dpi.registry--tax-register,baseline/2026-05-01-caf-dgid-dgddi-rapport-mesures-nouvelles-etax-sydonia.md,progress
finance.new--mobilisation-of-non-state-finance,baseline/2026-05-18-afdb-ecobank-centrafrique-trade-guarantee.md,baseline
finance.new--mobilisation-of-non-state-finance,progress/2025-09-14-car-investors-roundtable-casablanca.md,progress
finance.new--mobilisation-of-non-state-finance,progress/2025-12-09-ifad-parca-central-african-republic.md,progress
geopol.india--india-mous-engagements-and-commitments,baseline/2026-04-10-india-mea-eoi-car-bilateral-brief.md,baseline
geopol.india--india-mous-engagements-and-commitments,progress/2026-07-16-ians-india-car-ambassador-credentials-pm-call.md,progress
gov.discourse--non-governmental-contribution-to-national-policy,progress/2026-05-21-caf-icasees-webinaire-bad-open-data-watch.md,progress
gov.legislate--access-to-information-legislation,baseline/2023-08-30-car-constitution-2023.md,baseline
gov.legislate--digital-payments-legislation,progress/2025-11-17-beac-instruction-001-gr-2025-iso20022.md,progress
gov.legislate--digital-payments-legislation,progress/2026-04-08-cemac-communique-qr-code-lettre-change-prelevement.md,progress
gov.legislate--e-commerce-legislation,baseline/2022-01-11-rca-loi-22-002-transactions-electroniques-FETCH-FAILED.md,baseline
gov.legislate--legislation-covering-digital-id,baseline/2023-03-16-rca-tdr-cadre-juridique-transformation-numerique.md,baseline
gov.legislate--legislation-covering-digital-id,baseline/2026-07-18-dgdec-etat-civil-digitalisation-egmrg.md,progress
gov.legislate--legislation-covering-digital-id,progress/2025-11-28-rca-snid-national-digital-identity-system-launch.md,progress
gov.legislate--legislation-enabling-data-interoperability,baseline/2024-01-25-caf-loi-24-001-protection-donnees-personnelles.md,baseline
gov.legislate--legislation-enabling-data-interoperability,progress/2025-09-02-worldbank-pgnsp-procurement-plan-interoperabilite.md,progress
gov.legislate--legislation-enabling-data-interoperability,progress/2026-02-05-rca-mepci-dunia-digitalisation-effective.md,progress
gov.legislate--statistics-legislation,baseline/2001-07-16-rca-loi-01-008-reglementation-activites-statistiques.md,baseline
gov.legislate--statistics-legislation,progress/2026-04-23-icasees-atelier-validation-projet-loi-statistique.md,progress
gov.policy--ai-strategy,baseline/2024-11-21-caf-atda-minister-ai-strategy-elaboration.md,baseline
gov.policy--broadband-strategy,progress/2025-09-04-caf-ambition28-investment-program-launch.md,progress
gov.policy--broadband-strategy,progress/2026-07-17-caf-socatel-greenline-relaunch.md,progress
gov.policy--data-interoperability-framework-roadmap,progress/2026-02-18-worldbank-pgnsp-procurement-plan.md,progress
gov.policy--data-localisation-policies,baseline/2024-01-25-caf-loi-24-001-protection-donnees-personnelles.md,baseline
gov.policy--data-storage-cloud-strategy,baseline/2023-12-12-worldbank-isr-car-digital-governance-cloud-strategy-status.md,baseline
gov.policy--ict-strategy,progress/2026-08-19-caf-pgnsp-78-percent-progress.md,progress
gov.policy--ict-strategy,progress/2026-08-30-caf-rca-administration-numerique-roadmap-validation.md,progress
gov.policy--open-data-policy,baseline/2026-06-10-caf-icasees-odp-portal-odin-modernisation.md,baseline
gov.policy--open-data-policy,progress/2026-05-29-caf-nada-new-interface.md,progress
gov.regional--cross-border-data-transfers,baseline/2024-01-25-caf-loi-24-001-protection-donnees-personnelles.md,baseline
gov.regional--cross-border-data-transfers,progress/2025-09-24-uneca-central-africa-regional-digital-market.md,progress
gov.standards--adoption-of-international-standards,baseline/2025-05-19-imf-car-egdds-implementation.md,baseline
gov.standards--adoption-of-international-standards,progress/2026-05-18-icasees-diagnostic-conformite-demarche-qualite-cnaq.md,progress
gov.standards--national-interoperability-standards,progress/2025-09-02-worldbank-pgnsp-procurement-plan-interoperabilite.md,progress
include.access--citizen-feedback-portals,baseline/2026-01-01-tresor-portail-gouvernemental-centralise.md,baseline
include.access--citizen-feedback-portals,progress/2026-07-03-ocha-aap-dashboard-q1-2026.md,progress
include.access--citizen-participation-in-policy,baseline/2023-08-30-car-constitution-2023.md,baseline
include.access--citizen-participation-in-policy,progress/2025-09-05-primature-projet-organisations-feminines-participation.md,progress
include.access--citizen-participation-in-policy,progress/2025-12-24-un-news-historic-vote-elections-participation.md,progress
include.access--gender-equity,baseline/2024-09-01-unwomen-beijing30-rca-fracture-numerique.md,baseline
include.access--gender-equity,progress/2026-06-29-caf-undp-umirr-digital-capacity.md,progress
include.access--inclusion-of-persons-with-disabilities,baseline/2021-01-01-itu-access-disabilities-car.md,baseline
include.access--inclusion-of-persons-with-disabilities,progress/2025-11-18-worldbank-cotonou-declaration-digital-disability.md,progress
include.access--inclusion-of-persons-with-disabilities,progress/2025-12-30-ecw-urielle-braille-training-centres-bangui.md,progress
include.access--inclusion-of-refugees-and-idps,baseline/2025-02-14-worldbank-icr-car-pacad-service-delivery-displacement.md,baseline
include.access--inclusion-of-refugees-and-idps,progress/2026-05-07-worldbank-ndoye-project-sudanese-refugees.md,progress
include.access--inclusion-of-refugees-and-idps,progress/2026-08-19-unhcr-operational-update-q2-2026.md,progress
infra.capacity--robustness-of-government-hardware-and-software,baseline/2025-03-26-plan-e-finances-publiques-cadrage-mfb.md,baseline
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-02-18-worldbank-pgnsp-procurement-plan.md,progress
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-02-26-dunia-platform-launch-mepci-interview.md,progress
infra.energy--grid-reliability,baseline/2024-12-18-worldbank-icr-puracel-electricity-project.md,baseline
infra.energy--grid-reliability,progress/2026-01-28-boali2-g3-repair-acap.md,progress
infra.energy--grid-reliability,progress/2026-08-12-sakai-solar-plant-inauguration-wam.md,progress
infra.store--local-data-centre-capacity-all-providers,baseline/2025-10-28-arcep-telecom-monitoring-storage-worldbank.md,baseline
tech.ai--control-of-ai-abuse,baseline/2024-02-21-caf-loi-24-002-cybersecurite-cybercriminalite.md,baseline
tech.ai--development-of-national-regional-ai-systems,baseline/2024-08-09-caf-au-continental-artificial-intelligence-strategy.md,baseline
tech.ai--development-of-national-regional-ai-systems,progress/2026-05-13-caf-huggingface-sangoai-vocabulary-augmented-prompting.md,progress
tech.ai--development-of-national-regional-ai-systems,progress/2026-08-03-caf-linkedin-pombot-fall-deep-learning-indaba-rca-ai-pioneers.md,progress
tech.ai--use-of-ai-in-government-administration,baseline/2024-01-25-caf-loi-24-001-protection-donnees-personnelles.md,baseline
tech.ai--use-of-ai-in-sectoral-management-information-systems,baseline/2023-12-13-caf-worldbank-real-time-food-prices-ml-dataset.md,baseline
tech.ai--use-of-ai-in-sectoral-management-information-systems,progress/2026-02-11-caf-worldbank-vulnerability-dashboard-alternative-data.md,progress
tech.industry--national-capacity-in-dt-related-production,baseline/2020-01-01-worldbank-car-digital-economy-assessment.md,baseline
tech.industry--national-capacity-in-dt-related-production,progress/2025-10-10-eden-tiiit-senda-education.md,progress
tech.industry--national-capacity-in-dt-related-production,progress/2026-03-02-mepci-dunia-equipements-eden-tiiit.md,progress
tech.innovate--technology-hubs,baseline/2025-01-01-bangui-hub-a-propos.md,baseline
tech.innovate--technology-hubs,progress/2026-02-10-undp-ngangu-wali-launch.md,progress
tech.innovate--technology-hubs,progress/2026-02-28-initiative-bangui-fondation-bangui-hub-partnership.md,progress
