indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,9,6,1,2,0,3,fetch-blocked;fetch-blocked;already-seen,staged,6
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,9,3,1,1,0,3,already-seen;fetch-blocked;fetch-blocked,staged,3
dpi.id--digital-id-from-birth,dpi.id,2,9,2,1,1,0,2,already-seen;already-seen,staged,3
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,10,3,1,2,0,1,already-seen,staged,3
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,9,3,1,2,0,0,,staged,5
dpi.pay--cross-border-functionality,dpi.pay,2,9,3,1,2,0,0,,staged,5
dpi.registry--address-register,dpi.registry,2,7,2,1,1,0,0,,staged,7
dpi.registry--tax-register,dpi.registry,2,9,5,1,2,0,2,fetch-blocked;url-dead,staged,7
dpi.mis--land,dpi.mis,2,8,4,1,1,0,2,fetch-blocked;already-seen,staged,4
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,3,2,1,1,0,1,already-seen,staged,0
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,4,3,1,2,0,1,already-seen,staged,0
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,4,3,1,2,1,0,,staged,0
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,3,3,1,1,1,1,fetch-blocked,staged,0
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,4,0,1,1,0,2,already-seen;already-seen,staged,0
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,4,3,1,2,1,0,,staged,0
tech.innovate--tech-startup-ecosystem,tech.innovate,2,4,3,1,2,1,0,,staged,2
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,4,3,1,2,1,0,,staged,2
capacity.training--graduates-entering-dt-ecosystem,capacity.training,2,4,3,1,2,1,0,,staged,5
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,4,3,1,2,1,0,,staged,1
include.access--citizen-feedback-portals,include.access,2,9,3,1,2,6,0,,staged,6
include.access--citizen-participation-in-policy,include.access,2,10,3,1,2,6,0,,staged,6
include.access--gender-equity,include.access,2,10,3,1,2,6,0,,staged,6
include.access--inclusion-of-persons-with-disabilities,include.access,2,10,3,1,2,6,0,,staged,6
include.access--inclusion-of-refugees-and-idps,include.access,2,9,3,1,2,5,0,,staged,6
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,8,3,1,2,4,0,,staged,2
data.statistics--censuses-and-surveys,data.statistics,2,11,3,1,2,7,0,,staged,2
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,10,3,1,2,6,0,,staged,0
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,8,3,1,2,4,0,,staged,0
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,8,2,1,1,5,1,inadmissible-origin,staged,0
geopol.china--chinese-mous-engagements-and-commitments,geopol.china,2,11,3,1,2,7,0,,staged,0
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,9,3,1,2,5,0,,staged,0
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,7,3,1,2,3,0,,staged,0
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,10,3,1,2,6,0,,staged,1
