row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
GIN-infra.connect-viaafrica,GIN,infra.connect,Infrastructure,instrument,Via Africa submarine cable (third landing),Planned,2026-06-17,"Co-investment agreed in Paris, June 2026",,,,Advanced,Did not exist,Co-investment agreed; no landing date published,2026-06-17-mediaguinee-via-africa-third-submarine-cable,,
GIN-infra.store-datacentre,GIN,infra.store,Infrastructure,instrument,National Tier III data centre,Implemented,2025-09-04,"Inaugurated in Conakry, Uptime-certified",,,,Advanced,Did not exist,"In service, Uptime Tier III certified",2025-09-04 Guinea opens Tier 3 national data centre to strengthen digital transition,,
GIN-infra.store-gn,GIN,infra.store,Infrastructure,instrument,Sovereign management of the .gn ccTLD,Implemented,2025-09-05,"Sovereign management reinstated, September 2025",,,,Advanced,Not under national management,Under national management,2025-09-05 Guinea Launches National Domain .gn and Unveils First Tier III Data Center,,
GIN-infra.capacity-ung,GIN,infra.capacity,Infrastructure,instrument,Universite Numerique de Guinee (UNG),Implemented,2026-07-30,"ISFAD converted into UNG by presidential decree, published the evening of 30 July 2026, under Loi L/2023/0016/CNT",,,,Advanced,ISFAD (Institut superieur de formation a distance),"Erected as Universite Numerique de Guinee (UNG), an etablissement public a caractere scientifique with legal personality and an 11-member governing board; mandate covers online higher education, continuing education and digital-pedagogy support",2026-07-31-isfad-devient-universite-numerique-de-guinee-ung,,"Implementation assigned to the ministers of higher education, finance and the public service; no programme, budget or launch date for online offerings published."
GIN-infra.cybersec-anssi,GIN,infra.cybersec,Infrastructure,instrument,ANSSI (national cybersecurity agency),Implemented,2025-09-09,Named as an established agency in the Smart Africa host profile,,,,Baseline not held,Baseline not held,"Established; no published mandate, budget or reporting on file",2025-09-09 Get to know The Republic of Guinea Home of Transform Africa Summit 2025,,No founding instrument for ANSSI is held; the wiki records the agency as page-less (GAP-GIN-001).
GIN-infra.cybersec-law,GIN,infra.cybersec,Infrastructure,instrument,Cybersecurity statute,Implemented,2016-01-01,"Loi L/2016/037/AN on cybersecurity and personal-data protection adopted by the National Assembly and promulgated by President Alpha Conde; date precision year only, no promulgation date published",,,,Baseline not held,Not held,"Statute held (Loi L/2016/037/AN, 2016): reaches cybercrime offences on Guinean territory and offences requiring collection of electronic evidence; provisions known only from ANSSI's own summary, as the 57-page scan carries no machine-readable text layer",2016-01-01-guinea-loi-l2016-037-an-cybersecurite-protection-donnees|2026-07-27-guinee-ami-consultant-cybersecurite-registre-electronique-garanties,,"ANSSI publishes the law as a 57-page image-only scan with no text layer, so its provisions are the agency's summary rather than the statute's own words."
GIN-dpi.exchange-govstack,GIN,dpi.exchange,Digital public infrastructure,instrument,GovStack interoperability layer (WARDIP),In development,2026-04-08,GovStack workshop held under the World Bank WARDIP project,,,,Baseline not held,Baseline not held,Workshop stage; no interoperability platform in service,2026-04-08-techreviewafrica-govstack-workshop-wardip,,
GIN-dpi.exchange-ngtech,GIN,dpi.exchange,Digital public infrastructure,instrument,National interoperability and identity-verification platform (ONECI / NG Tech Innovation),Planned,2026-07-24,"Memorandum of understanding signed in Conakry, 24 July 2026",,,,Advanced,Did not exist,"MoU signed; no value, duration or scope disclosed and the text is not public",2026-07-25-guinee-oneci-ng-tech-innovation-identification-etat-civil|2026-07-25-mediaguinee-oneci-ng-tech-rnpp,,
GIN-dpi.id-oneci,GIN,dpi.id,Digital public infrastructure,instrument,"Biometric civil registry and national ID (ONECI, MOSIP/TECH5)",Piloting,2026-03-02,"Enrolment opened in Sanoyah commune, phase 1 of 2,000 certificates",,,,Advanced,"No domestic issuance; WURI closed with ~8,000 unique IDs",Biometric birth certificates and national-ID enrolment running in one commune,2026-03-04 Guinea Launches Biometric Birth Certificates in Sanoyah in Civil Registry Modernization Push,,
GIN-dpi.id-fees,GIN,dpi.id,Digital public infrastructure,instrument,Free issuance of biometric civil-registration documents,"Implemented, contested at the counter",2026-07-28,State contractor MGG alleged unprovided-for fees and pay-for-priority at enrolment centres,,,,Regressed,Decreed free (2025-02),"Decreed free; fees alleged to be taken at enrolment centres, no ministerial response on file",2026-07-28-guinee-mgg-denonce-racket-etat-civil-biometrique,,
GIN-dpi.id-fugas,GIN,dpi.id,Digital public infrastructure,instrument,FUGAS biometric civil-service payroll,Implemented,2025-11-30,"Biometric audit confirmed ~130,000 of ~277,000 registered civil servants",,,,Advanced,In use since 2024; no audit result published,"233bn GNF (~US$26.9m, 2025-11) reported saved since 2024",2025-11-30 Guinea Claims $26.9M Saved Since 2024 with Biometric Audit of Public Workforce (FUGAS),,
GIN-dpi.id-uin,GIN,dpi.id,Digital public infrastructure,instrument,Unique personal identification number,Planned,2025-11-30,Prime minister called for FUGAS to integrate one; no instrument on record,,,,No change,None on record,None on record; called for by the prime minister (2025-11),2025-11-30 Guinea Claims $26.9M Saved Since 2024 with Biometric Audit of Public Workforce (FUGAS),,
GIN-dpi.id-wuri,GIN,dpi.id,Digital public infrastructure,instrument,WURI-Guinea foundational ID project,Discontinued,2024-06-28,"Closed 28 June 2024, two years early, with ~8,000 unique IDs issued",2024-06-28,,,No change,Closed,Closed,2025-05-02 WURI Implementation Status Report - Cote d'Ivoire and Guinea (P161329 Seq 11),,
GIN-dpi.pay-account,GIN,dpi.pay,Digital public infrastructure,measure,Adults with a financial account,,2026-07-22,Figure given by the BCRG governor at the NimbaPay launch,,,,Advanced,4% (2011),"~36% (2024), stated by the governor 2026-07-22",2026-07-22-mediaguinee-nimbapay-lancement,,A separate December 2025 account puts adults banked at ~23%; the two use different definitions and have not been reconciled.
GIN-dpi.pay-cash,GIN,dpi.pay,Digital public infrastructure,measure,Cash share of payments at electronically equipped merchants,,2026-07-23,Stated by the BCRG's director-general of financial-institution supervision,,,,Baseline not held,Baseline not held,More than 70% still in cash (2026-07-23),2026-07-23-mediaguinee-paiements-digitaux-ofmg-cciag-bcrg,,
GIN-dpi.pay-epss,GIN,dpi.pay,Digital public infrastructure,instrument,ECOWAS EPSS integrated payment project,Discontinued,2024-07-10,Withdrawn from the BCRG's 2025 strategic priorities after a single evaluation meeting on 10 July 2024,2024-07-10,,,No change,Withdrawn from the BCRG's strategic priorities,Withdrawn from the BCRG's strategic priorities; no visibility on next steps,2026-07-31-guinee-bcrg-projets-reformes-dsmp,,
GIN-dpi.pay-emi,GIN,dpi.pay,Digital public infrastructure,measure,Licensed electronic-money institutions,,2025-11-04,"11 licensed, reported at the BCRG's anti-cash presentation",,,,Advanced,6 (2024),11 (2025-11),2025-11-07 Guinea Plans Mobile Payment System to Ease Cash Shortage,,
GIN-dpi.pay-switch,GIN,dpi.pay,Digital public infrastructure,instrument,National payment switch,In development,2024-12-05,BCRG-AfricaNenda memorandum signed 5 December 2024 with Guineenne de Monetique,,,,No change,"Memorandum signed, not operational",Not operational as a separate switch,2026-07-31-guinee-bcrg-projets-reformes-dsmp,,
GIN-dpi.pay-nimbapay,GIN,dpi.pay,Digital public infrastructure,instrument,NimbaPay national instant payment system,Implemented,2026-07-22,Opened for operations 22 July 2026,,,,Advanced,Did not exist,"Live nationwide; banks, electronic-money institutions and microfinance interoperable",2026-07-22-mediaguinee-nimbapay-lancement|2026-07-28-guinea-ecofin-nimbapay-national-instant-payment-system|2026-07-23-guinea-nimbapay-instant-payment-system-launch,,"Built in 127 days on Mojaloop by Guineenne de Monetique, with AfricaNenda and Thitsa Works."
GIN-dpi.pay-papss,GIN,dpi.pay,Digital public infrastructure,instrument,PAPSS participation,"Implemented, no transaction recorded",2026-07-31,Participant status with no transaction yet recorded on the platform,,,,No change,"Participant, no transaction recorded","Participant, no transaction recorded",2026-07-31-guinee-bcrg-projets-reformes-dsmp,,
GIN-dpi.pay-swift,GIN,dpi.pay,Digital public infrastructure,instrument,Resilient SWIFT infrastructure (BCRG),Planned,2026-07-30,International tender launched for a resilient SWIFT infrastructure at the BCRG; bids due 31 August 2026,,,,Advanced,Did not exist,"International tender open (BCRG/DGASJ/DSJO/2026), single lot, financed from the BCRG's own resources under its 2026 budget programme; bids due 31 August 2026",2026-07-01-bcrg-guinea-avis-appel-offres-infrastructure-swift|2026-07-30-bcrg-appel-offres-moderniser-infrastructure-swift,,Submission deadline and public opening date are handwritten on the printed notice and did not survive capture there; a press account gives 31 August 2026 as the deadline.
GIN-dpi.pay-rtgs,GIN,dpi.pay,Digital public infrastructure,instrument,RTGS migration to ISO 20022,In development,2025-01-28,Second equipment lot delivered 28 January 2025; migration not made,,,,Stalled,"Launched 2024-06-03, equipment on order, not migrated",Not migrated; held by unpaid invoices to the supplier CMA and prolonged customs clearance,2026-07-31-guinee-bcrg-projets-reformes-dsmp,,"Position stated in the BCRG project register, which is undated; its latest dated entry is 2025-01-28."
GIN-dpi.pay-tresorpay,GIN,dpi.pay,Digital public infrastructure,instrument,Tresor Pay public-payments gateway,Implemented,2025-12-22,Launched 22 December 2025,,,,Advanced,Did not exist,In service for payment of state administrative fees by mobile,2025-12-23 Guinea rolls out Tresor Pay as digital gateway for public payments,,
GIN-dpi.pay-ubi,GIN,dpi.pay,Digital public infrastructure,instrument,Unique bank identifier and interoperability project (UBI/IN),In development,2024-06-26,Launched 26 June 2024; reached consultant recruitment,,,,No change,At consultant recruitment,At consultant recruitment,2026-07-31-guinee-bcrg-projets-reformes-dsmp,,"AfDB-financed; position from the undated BCRG register, content vintage early 2025."
GIN-dpi.registry-cadastre,GIN,dpi.registry,Digital public infrastructure,instrument,Land cadastre digitalisation,Planned,2026-02-08,"Named a ministerial priority; no instrument, budget or timetable published",,,,"Advanced, announcement only",Did not exist,Announced as a priority; nothing published on scope or funding,2026-02-08 Guinea - Urbanism Minister announces full digitalization of the land cadastre,,
GIN-dpi.registry-roll,GIN,dpi.registry,Digital public infrastructure,measure,Permanent biometric electoral file,,2026-04-25,"6.95m electors and 23,681 stations set for the 31 May 2026 coupled elections",,,,Advanced,6.77m electors (September 2025 referendum),"6.95m electors, 23,681 stations (2026-04)",2026-04-25-mediaguinee-fichier-electoral-7m-elections-couplees|2025-08-28-mediaguinee-definitive-biometric-electoral-file,,
GIN-dpi.registry-ravec,GIN,dpi.registry,Digital public infrastructure,instrument,PN-RAVEC administrative census,Implemented,2026-03-03,Secured civil-registry inputs delivered to RGPH-4 and the RNPP,,,,Advanced,Enumeration under way from 15 April 2025,"Feeding the RNPP, the electoral roll's single official source",2026-03-03-mediaguinee-pn-ravec-secured-civil-registry-intrants-rgph4,,
GIN-dpi.registry-rnpp,GIN,dpi.registry,Digital public infrastructure,instrument,Registre national des personnes physiques (RNPP),Implemented,2026-01-22,DGE-ONECI convention institutionalised RNPP-to-roll data sharing,,,,Advanced,Not the official source for the electoral roll,Single official source for the permanent biometric electoral file,2026-01-22-mediaguinee-dge-oneci-convention-fichier-electoral|2026-07-25-mediaguinee-oneci-ng-tech-rnpp,,
GIN-dpi.registry-rsu,GIN,dpi.registry,Digital public infrastructure,instrument,Registre Social Unifie (RSU),Implemented,2019-10-01,Created by Decree D/2019/271 of 1 October 2019,2019-10-01,,,No change,Operating without a unique identifier,Operating without a unique identifier,2025-01-01 Registre Social Unifie (RSU) presentation - Guinea,,
GIN-dpi.registry-retssm,GIN,dpi.registry,Digital public infrastructure,instrument,RETSSM movable-collateral electronic registry,In development,2026-07-27,"Rescue consultancy tendered under WARDIP, opening 27 July and closing 17 August 2026",,,,Baseline not held,Baseline not held,"Software built; institutional, legal and regulatory provisions, security posture and user base not in place",2026-07-27-guinee-ami-it-wardip-3-termes-de-reference|2026-07-27-guinee-ami-consultant-cybersecurite-registre-electronique-garanties,,
GIN-dpi.mis-snis,GIN,dpi.mis,Digital public infrastructure,instrument,SNIS health information system interoperability,In development,2025-11-25,Conakry workshop with the Health Ministry; REC maternite register piloted in 15 centres,,,,Advanced,No interoperability work on record,Workshop and a 15-centre register pilot,2025-11-27 Interoperability - key workshop to modernize Guinea's health information system,,SNIS has no entity page in the wiki (GAP-GIN-002).
GIN-dpi.govtech-ecnss,GIN,dpi.govtech,Digital public infrastructure,instrument,eCNSS online social contributions,Implemented,2025-07-09,"Launched, carrying ~60% of contribution receipts",,,,Advanced,Did not exist,"In service, ~60% of receipts",2025-07-09-mediaguinee-cnss-ecnss-platform,,
GIN-dpi.govtech-gusp,GIN,dpi.govtech,Digital public infrastructure,instrument,Guichet Unique des Services Publics (GUSP),In development,2026-03-17,Guinea-Azerbaijan partnership agreed to build it on the ASAN model,,,,Advanced,Did not exist,Partnership agreed; no launch date published,2026-03-17-mediaguinee-guichet-unique-services-publics-azerbaijan-asan,,
GIN-dpi.govtech-jo,GIN,dpi.govtech,Digital public infrastructure,instrument,Journal Officiel numerique,Implemented,2025-06-27,"Free online legal gazette carrying 1,100+ journals and 6,000+ texts",2025-06-27,,,No change,Online and free to access,Online and free to access,2025-06-27-mediaguinee-journal-officiel-numerique,,An acquisition attempt on 2026-08-08 found the Secretariat general du gouvernement's Journal Officiel index carrying issues only to April 2025.
GIN-dpi.govtech-landaya,GIN,dpi.govtech,Digital public infrastructure,instrument,LANDAYA industrial-permits platform,Implemented,2026-01-12,Industrial licences issued in 72 hours; successor to PLAGED,,,,Advanced,PLAGED,"LANDAYA in service, 72-hour licence issuance",2026-01-12-mediaguinee-landaya-industrial-permits-platform,,
GIN-dpi.govtech-vehicle,GIN,dpi.govtech,Digital public infrastructure,instrument,National vehicle-attestation platform,In development,2025-08-01,Contract awarded to SIIN and DIGITECH of Cote d'Ivoire,,,,Advanced,Did not exist,Contract awarded; no service date published,2025-08-01-aminata-national-vehicle-attestation-platform-siin-digitech,,
GIN-dpi.govtech-nine,GIN,dpi.govtech,Digital public infrastructure,instrument,Nine-project public-administration package,In development,2026-05-18,"Nine projects announced, May 2026",,,,Advanced,Did not exist,"Nine projects announced: GUSP, HR systems, Gouv-Lab, e-Tax, IT inventory, digital skills and FUGAS",2026-05-18-wearetech-nine-digital-projects-public-administration,,
GIN-dpi.govtech-oeil,GIN,dpi.govtech,Digital public infrastructure,instrument,Oeil du Tresor fund-call platform,Piloting,2026-07-25,Regional training for prefectural treasurers begun in Guinee forestiere,,,,Advanced,Did not exist,"Rolling out to prefectural treasurers; no cost, vendor or completion date disclosed",2026-07-25-mediaguinee-oeil-du-tresor,,
GIN-dpi.govtech-telemo,GIN,dpi.govtech,Digital public infrastructure,instrument,TELEMO e-procurement platform,Implemented,2026-05-22,"Platform launched 22 May 2026, having been unveiled at Transform Africa Summit 2025",,,,Advanced,"Unveiled at Transform Africa Summit, November 2025","Launched, digitising the full public-procurement cycle","2026-05-26-techafricanews-telemo-procurement-platform-launch|2025-11-19 Transform Africa Summit 2025 (Conakry) - Simandou 2040 Pillar 3, TELEMO, SANIA-SADX and the closing wrap",,
GIN-gov.legislate-decret-2021-092,GIN,gov.legislate,Governance and regulation,instrument,ARPT supervision of electronic transactions and mobile money,Implemented,2021-03-25,Décret D/2021/092/PRG/SGG signed 25 March 2021 as the implementing instrument for Loi L/2016/035/AN,2021-03-25,,,No change,In force (2025-08),"In force: the posts and telecommunications regulator regulates and supervises electronic transactions including mobile money, with network and information-system security oversight, data collection, administrative police powers and the power to levy charges on mobile-money and electronic-payment traffic (2026-08)",2021-03-25-guinea-decret-d-2021-092-prg-sgg-transactions-electroniques,,"Electronic-commerce providers must hold a .gn or .com domain, a dedicated site and a secured transaction facility, and price in Guinean francs inclusive of taxes and delivery. The 8-page artefact is image-only, so every provision is the agency's summary."
GIN-gov.legislate-cnp,GIN,gov.legislate,Governance and regulation,instrument,Conseil National de Paiement,Planned,2025-01-28,To be created under WARDIP; at terms-of-reference stage,,,,No change,Does not exist,Does not exist,2026-07-31-guinee-bcrg-projets-reformes-dsmp,,Same undated BCRG register as the payment systems law.
GIN-gov.legislate-parn,GIN,gov.legislate,Governance and regulation,instrument,Digital Analysis and Regulation Platform (PARN),Planned,2026-05-21,Created by the decree of 21 May 2026 to monitor foreign digital services,,,,Advanced,Did not exist,Created by decree; not on record as operating,2026-05-26-ecofin-guinea-3pct-tax-foreign-digital-services,,
GIN-gov.legislate-rcn,GIN,gov.legislate,Governance and regulation,instrument,Digital Compliance Fee (RCN) on foreign digital services,"Enacted, six-month transition before enforcement",2026-05-21,Decree signed 21 May 2026,,,,Advanced,Did not exist,"3% flat rate for twelve months, then 1.5-7% by service category; exemption below 250m GNF of annual taxable revenue",2026-05-26-ecofin-guinea-3pct-tax-foreign-digital-services,,"250m GNF is given in the source as roughly US$28,600 (2026-05)."
GIN-gov.legislate-fsn,GIN,gov.legislate,Governance and regulation,instrument,Digital Sovereignty Fund (FSN),Planned,2026-05-21,"Created by the decree of 21 May 2026, financed primarily from the RCN",,,,Advanced,Did not exist,"Created by decree; no capitalisation, governance or first disbursement published",2026-05-26-ecofin-guinea-3pct-tax-foreign-digital-services,,
GIN-gov.legislate-transactions-electroniques,GIN,gov.legislate,Governance and regulation,instrument,Loi L/2016/035/AN on electronic transactions,Implemented,2016-07-26,"Adopted 26 July 2016, the date established from the 2021 implementing decree that cites it",2016-07-26,,,No change,In force (2025-08),"In force as the frame for electronic signature, digital archiving, certification of information systems, consumer information duties in online commerce and the related fraud and forgery offences (2026-08)",2016-07-26-guinea-loi-l2016-035-an-transactions-electroniques,,"The agency publishes the law as a 14-page image-only scan with no text layer, so the provisions are its own summary rather than the statute's words."
GIN-gov.legislate-payments,GIN,gov.legislate,Governance and regulation,instrument,Payment systems law,Planned,2025-01-28,"At terms-of-reference stage under WARDIP, awaiting the World Bank's no-objection",,,,No change,No payments statute,No payments statute,2026-07-31-guinee-bcrg-projets-reformes-dsmp,,"Position from the BCRG project register, which is undated; its latest dated entry is 2025-01-28."
GIN-gov.policy-mceni,GIN,gov.policy,Governance and regulation,instrument,"Ministere de la Communication, de l'Economie numerique et de l'Innovation (MCENI)",Implemented,2026-07-27,Portfolio held unchanged through the reshuffle of 27 July 2026,,,,Advanced,"Ministere des Postes, Telecommunications et de l'Economie numerique (MPTEN)","MCENI, merged February 2026, minister unchanged through the July 2026 reshuffle",2026-07-27-guinee-remaniement-gouvernement-doumbouya-juillet-2026|2026-02-06-mediaguinee-mourana-soumah-takes-office-mceni,,A World Bank tender published the same week still names MPTEN as the supervising department.
GIN-gov.policy-datagov,GIN,gov.policy,Governance and regulation,instrument,National Data Governance Strategy,In development,2026-06-19,Drafting launched 19 June 2026 under DNTIEN,,,,Advanced,Did not exist,Drafting under way; no text published,2026-06-26-ecofin-guinea-national-data-governance-strategy,,
GIN-gov.policy-simandou,GIN,gov.policy,Governance and regulation,instrument,Simandou 2040 digital pillar,Implemented,2025-11-19,"Pillar 3 launched at Transform Africa Summit 2025, targeting digital at 20% of GDP",,,,Advanced,Digital named one of five pillars,Pillar 3 launched with a 20%-of-GDP target,"2025-11-19 Transform Africa Summit 2025 (Conakry) - Simandou 2040 Pillar 3, TELEMO, SANIA-SADX and the closing wrap",,
GIN-gov.regional-car,GIN,gov.regional,Governance and regulation,instrument,Chairmanship of the African Council of Regulators (ARPT),Implemented,2025-11-17,ARPT director-general presided at CAR-15 alongside Transform Africa 2025,,,,No change,Held by ARPT,Held by ARPT,2025-11-17-natca-guinea-free-roaming,,
GIN-gov.regional-roaming,GIN,gov.regional,Governance and regulation,instrument,Guinea-Sierra Leone free-roaming agreement,Enacted,2025-11-17,"Protocol signed at CAR-15, 17 November 2025",,,,Advanced,Did not exist,Protocol signed; no implementation date or tariff on file,2025-11-17-natca-guinea-free-roaming,,
GIN-gov.regional-malabo,GIN,gov.regional,Governance and regulation,instrument,Malabo Convention ratification,Implemented,2017-07-26,"Ratified by Décret D/2017/184/PRG/SGG, effective from signature on 26 July 2017",2017-07-26,,,No change,Ratified (2025-08),"Ratified domestically on 26 July 2017 by presidential decree taking effect from signature; the African Union's own status list records ratification or accession at 31 July 2018 and deposit at 16 October 2018, and the two dates measure different acts (2026-02)",2017-07-26-guinea-decret-d-2017-184-prg-sgg-ratification-convention-malabo|2017-07-26-guinea-decret-d-2017-178-prg-sgg-promulgation-loi-l-2017-023-an,,"The ratification decree's own Journal Officiel publication is now held (Août 2017 issue, p. 401), alongside the promulgation decree for the authorising law, Décret D/2017/178/PRG/SGG (p. 400 of the same issue; gazette OCR degraded). Loi L/2017/023/AN itself remains not held, cited only by its long title."
GIN-gov.regional-tas,GIN,gov.regional,Governance and regulation,instrument,Transform Africa Summit 2025 hosting,Discontinued,2025-11-19,"Held in Conakry 12-19 November 2025, 42 states and 14 memoranda",,,,Closed,Did not exist,Held and closed,"2025-11-13 Transform Africa Summit 2025 opens in Conakry, epicentre of digital cooperation in Africa",,
GIN-gov.standards-govstack,GIN,gov.standards,Governance and regulation,instrument,GovStack technical standards adoption,In development,2026-04-08,Workshop held under WARDIP; no standard adopted on record,,,,Baseline not held,Baseline not held,Workshop stage,2026-04-08-techreviewafrica-govstack-workshop-wardip,,
GIN-gov.protect-aguiduten,GIN,gov.protect,Governance and regulation,instrument,Consumer-protection conditions on NimbaPay,Planned,2026-07-26,AGUIDUTEN published twelve conditions on the day after launch; no regulator or operator response on file,,,,Advanced,Did not exist,Twelve conditions published; unanswered,2026-07-26-guinee-aguiduten-salue-lancement-nimbapay,,
GIN-gov.protect-dpl,GIN,gov.protect,Governance and regulation,instrument,Data protection law,Implemented,2016-01-01,"Loi L/2016/037/AN on cybersecurity and personal-data protection adopted by the National Assembly and promulgated by President Alpha Conde; date precision year only, no promulgation date published",,,,Baseline not held,Not held,"Statute held (Loi L/2016/037/AN, 2016): covers processing of personal data by individuals, firms and public institutions and the related offences; provisions known only from ANSSI's own summary, as the 57-page scan carries no machine-readable text layer","2016-01-01-guinea-loi-l2016-037-an-cybersecurite-protection-donnees|2025-11-19 Transform Africa Summit 2025 (Conakry) - Simandou 2040 Pillar 3, TELEMO, SANIA-SADX and the closing wrap",,"ANSSI publishes the law as a 57-page image-only scan with no text layer, so its provisions are the agency's summary rather than the statute's own words."
GIN-gov.discourse-block,GIN,gov.discourse,Governance and regulation,instrument,Official explanation of the social-media restriction,Not held,2026-08-07,"Operators and ISPs told a consumer-protection union they were compelled to comply but did not name the authority; no government, regulator or legal basis has been published (2026-08-04)",,,,Baseline not held,Not held,Not held,2026-07-28-guinee-ablogui-blocage-cible-facebook-youtube-tiktok|2026-08-07-guinee-des-reseaux-sociaux-coupes-alors-que-mamadi-doumbouya-est-a-letranger|2026-08-04-guinee-bany-sidibe-denonce-restrictions-reseaux-sociaux-degradation-internet,2026-08-09,
GIN-include.divides-cost,GIN,include.divides,Inclusion and capacity,measure,Mobile internet cost,,2026-01-14,Reported down 25% in the 2025 sector review,,,,Baseline not held,Baseline not held,"Down 25% over 2025, ministry-reported (2026-01)","2026-01-14 Guinea Reviews 2025 Digital Sector Gains, Targets Faster Rollout in 2026",,
GIN-include.access-emoney,GIN,include.access,Inclusion and capacity,instrument,Private electronic-money and wallet market,Implemented,2026-04-01,"CORIS Money (February 2026), Orange Money-BNG interoperability (March 2026) and KS-Wallet (April 2026) entered service",,,,Advanced,"6 licensed institutions (2024), no bank-wallet interoperability","11 licensed institutions and three new services, including wallet-to-bank interoperability",2026-02-19-techafricanews-coris-money-launch|2026-04-01-mediaguinee-bgb-solutions-ks-wallet-emoney|2026-03-13-mediaguinee-orange-money-bng-acces-a-ma-banque,,
GIN-tech.ai-douia,GIN,tech.ai,Artificial intelligence and the technology sector,instrument,DouIA programme and Manifesto of Conakry,In development,2026-04-03,DouIA1 closed and DouIA2 launched with the signing of the Manifesto of Conakry,,,,Advanced,DouIA1,DouIA2 launched; no published workplan or budget,2026-04-03-techreviewafrica-douia2-ai-manifesto-conakry,,The only account on file is from a PR-wire outlet; no primary document is held.
