title,publisher,author,published,date_precision,places,topics,entities,ingested,url
"Fund Teaches Public About New Systems, Products - ENPF CEO",Eswatini Positive News,,2026-08-22,day,SWZ,dpi.govtech; include.access,eswatini-national-provident-fund,2026-08-27,https://eswatinipositivenews.online/fund-teaches-public-about-new-systems-products-enpf-ceo/
Ericsson and MTN Complete MoMo Cloud Migration Across Four African Markets,Tech Africa News,,2026-08-21,day,SWZ; GHA; RWA; UGA,dpi.pay; infra.store,ericsson; mtn-group-fintech,2026-08-21,https://techafricanews.com/2026/08/21/ericsson-mtn-complete-momo-cloud-migration-across-four-african-markets/
What is money in the digital age?,Independent News Eswatini,,2026-08-21,day,SWZ,dpi.pay; gov.discourse,central-bank-of-eswatini,2026-08-25,https://independentnews.co.sz/47668/business/what-is-money-in-the-digital-age/
Eswatini Joins 18 African States In US Health Funding Deal,Voice of Nigeria,,2026-08-20,day,SWZ,finance.mou; dpi.mis; gov.protect; geopol.usa,us-department-of-state; government-of-eswatini; america-first-global-health-strategy,2026-08-23,https://von.gov.ng/eswatini-joins-18-african-states-in-us-health-funding-deal/
UNESCO Supports Southern Africa to Harmonise Data Governance,UNESCO,,2026-08-20,day,COM; ZWE; BWA; SWZ; LSO; MDG; MUS; ZAF; XSA,gov.regional; gov.standards; dpi.exchange; tech.ai,unesco; smart-africa; ministry-of-ict-postal-and-courier-services-zimbabwe,2026-08-23,https://www.unesco.org/en/articles/unesco-supports-southern-africa-harmonise-data-governance
Tax modernisation takes shape,Eswatini Observer,,2026-08-20,day,SWZ,dpi.exchange; gov.protect; dpi.govtech,eswatini-revenue-service,2026-08-23,https://www.eswatiniobserver.com/tax-modernisation-takes-shape/
Eswatini eyes curbing children's social media access,Times of Eswatini,,2026-08-19,day,SWZ,gov.protect; infra.cybersec,esccom; data-protection-act-2022-eswatini; computer-crime-and-cyber-crime-act-2022-eswatini,2026-08-21,https://times.co.sz/41773/news/eswatini-eyes-curbing-childrens-social-media-access/
Regulation in crisis: Lessons from ESCCOM troubles,Times of Eswatini,,2026-08-18,day,SWZ,gov.discourse; gov.protect,esccom,2026-08-21,https://times.co.sz/41852/comments/regulation-in-crisis-lessons-from-esccom-troubles/
HOME AFFAIRS MINISTRY URGES EMASWATI TO VERIFY CHIEF CODES,Eswatini Positive News,,2026-08-18,day,SWZ,dpi.id,ministry-of-home-affairs-eswatini; elections-and-boundaries-commission-eswatini,2026-08-31,https://eswatinipositivenews.online/home-affairs-ministry-urges-emaswati-to-verify-chief-codes-2/
Inquiry lays bare Big Five cartel chats and plot to sell grabber technology to eSwatini,Eyewitness News,,2026-08-18,day,SWZ; ZAF,gov.protect; infra.cybersec; gov.discourse,madlanga-commission; saps,2026-08-23,https://www.ewn.co.za/2026/08/18/inquiry-lays-bare-big-five-cartel-chats-and-plot-to-sell-grabber-technology-to-eswatini
Eswatini Auditor-General Urges OAG Staff to Embrace AI and Digital Transformation,Tech Africa News,,2026-08-17,day,SWZ,dpi.govtech; tech.ai; gov.policy,office-of-the-auditor-general-eswatini; intosai-development-initiative; afrosai-e,2026-08-18,https://techafricanews.com/2026/08/17/eswatini-auditor-general-urges-oag-staff-to-embrace-ai-and-digital-transformation/
Eswatini audit office integrates AI in new strategy,ITWeb Africa,,2026-08-17,day,SWZ,tech.ai; dpi.govtech,office-of-the-auditor-general-eswatini; intosai-development-initiative; afrosai-e,2026-08-18,https://itweb.africa/article/eswatini-audit-office-integrates-ai-in-new-strategy/mYZRX79gVwYqOgA8
Baby-daddy shaming could attract E100 000 fine,Eswatini Observer,,2026-08-16,day,SWZ,gov.protect; gov.legislate; gov.discourse,esccom; data-protection-act-2022-eswatini; computer-crime-and-cybercrime-act-2022-eswatini; department-of-social-welfare-eswatini,2026-08-23,https://www.eswatiniobserver.com/baby-daddy-shaming-could-attract-e100-000-fine/
SADC puts spotlight on AI data governance,ITWeb Africa,,2026-08-13,day,BWA; COM; EGY; KEN; MUS; RWA; SWZ; ZAF; ZWE; XSA,gov.regional; tech.ai,sadc; world-bank; smart-africa,2026-08-16,https://itweb.africa/article/sadc-puts-spotlight-on-ai-data-governance/JN1gP7OAw5wqjL6m
Bank-Paid Elderly Grants Shift to 25th Monthly,Eswatini Positive News,,2026-08-13,day,SWZ,dpi.pay; dpi.registry,eswatini-deputy-prime-ministers-office; rstp; social-welfare-department-eswatini,2026-08-31,https://eswatinipositivenews.online/bank-paid-elderly-grants-shift-to-25th-monthly/
Financial sector tops customer information leaks,Times of Eswatini,,2026-08-11,day,SWZ,gov.protect; gov.standards,esccom; smart-africa,2026-08-18,https://times.co.sz/41235/news/financial-sector-tops-customer-information-leaks/
Chief code rule divides Ezulwini residents,Times of Eswatini,,2026-08-10,day,SWZ,dpi.registry,elections-and-boundaries-commission-eswatini; voter-registration-act-2013-eswatini; ministry-of-tinkhundla-administration-and-development-eswatini,2026-08-31,https://times.co.sz/41170/news/chief-code-rule-divides-ezulwini-residents/
This is where the country is most exposed- Senator Lizzy warns on data,Independent News Eswatini,,2026-08-10,day,SWZ,gov.protect,ministry-of-ict-eswatini,2026-08-11,https://independentnews.co.sz/47187/local-news/this-is-where-the-country-is-most-exposed-senator-lizzy-warns-on-data/
Agriculture Minister hands over E313 504 digital gadgets to boost agricultural extension services,Eswatini Positive News,,2026-08-10,day,SWZ,finance.new; digital.rural,ministry-of-agriculture-eswatini; sapemp-eswatini; ewade-eswatini,2026-08-18,https://eswatinipositivenews.online/agriculture-minister-hands-over-e313-504-digital-gadgets-to-boost-agricultural-extension-services/
Data Governance Policy to be Completed by Year-End – Minister Savannah,Eswatini Positive News,,2026-08-10,day,SWZ,gov.policy; gov.legislate,ministry-of-ict-eswatini,2026-08-18,https://eswatinipositivenews.online/data-governance-policy-to-be-completed-by-year-end-minister-savannah/
GOVT LAUNCHES MACETJENI iHUB TO DRIVE DIGITAL INNOVATION - Eswatini Positive News,Eswatini Positive News - News Website,,2026-08-08,day,SWZ,include.divides; capacity.training; tech.innovate,sedco; esccom; undp; ministry-of-ict-eswatini,2026-08-08,https://eswatinipositivenews.online/govt-launches-macetjeni-ihub-to-drive-digital-innovation/
Oracle Lab SMEs surpass E1m growth mark,Eswatini Observer,,2026-08-07,day,SWZ,tech.innovate,oracle; thinkroom-consulting,2026-08-31,https://www.eswatiniobserver.com/oracle-lab-smes-surpass-e1m-growth-mark/
Empowering Lubombo: Macetjeni iHub Officially Launched,Times of Eswatini,,2026-08-07,day,SWZ,finance.mou; include.access,sedco-eswatini; esccom; undp,2026-08-18,https://times.co.sz/41030/news/empowering-lubombo-macetjeni-ihub-officially-launched/
Reliable connectivity now critical for business growth,Independent News (Eswatini),,2026-08-07,day,SWZ,infra.connect; include.access,pr-and-brand-network; ss-tracking; direct-ups,2026-08-18,https://independentnews.co.sz/47133/business/reliable-connectivity-now-critical-for-business-growth/
Macetjeni iHub Opens to Expand Digital Opportunities,UNDP Eswatini,,2026-08-06,day,SWZ,capacity.training; include.divides,undp,2026-08-17,https://www.undp.org/eswatini/news/macetjeni-ihub-opens-expand-digital-opportunities
"AI, robotics training coming to innovation hubs",The Independent News Eswatini,,2026-08-06,day,SWZ,capacity.training; tech.ai; include.divides,ministry-of-ict-eswatini; esccom; undp; sedco,2026-08-08,https://independentnews.co.sz/47100/business/ai-robotics-training-coming-to-innovation-hubs/
"Digital innovation take centre stage at Eswatini, Taiwan bilaterals",Independent News Eswatini,,2026-08-04,day,SWZ,tech.innovate; gov.policy,government-of-eswatini; government-of-taiwan,2026-08-04,https://independentnews.co.sz/47014/business/digital-innovation-take-centre-stage-on-eswatini-taiwan-cooperation/
New regulations to crack whip on online media,Times of Eswatini,Ntombi Mhlongo,2026-08-04,day,SWZ,gov.legislate; gov.protect; gov.discourse; tech.ai,ministry-of-ict-eswatini; esccom,2026-08-04,https://times.co.sz/40740/news/new-regulations-to-crack-whip-on-online-media/
Consumer's guide to type approved communications equipment,Times of Eswatini,Vumile Mavimbela,2026-08-04,day,SWZ,gov.standards; infra.connect,esccom,2026-08-04,https://times.co.sz/40791/technology-today/consumers-guide-to-type-approved-communications-equipment/
"ECSA-HC, SKYE AFRICA INTELLIGENCE PARTNER TO SCALE AI HEALTH SOLUTIONS - Eswatini Positive News",Eswatini Positive News - News Website,,2026-08-04,day,SWZ; XSS,tech.ai; finance.mou; dpi.mis,ecsa-hc; skye-africa-intelligence,2026-08-08,https://eswatinipositivenews.online/ecsa-hc-skye-africa-intelligence-partner-to-scale-ai-health-solutions/
Eswatini issues 77 refugees passports for global travel,Times of Eswatini,,2026-07-31,day,SWZ,include.access,ministry-of-home-affairs-eswatini; unhcr; international-organization-for-migration; world-vision-eswatini,2026-08-31,https://times.co.sz/40500/news/eswatini-issues-77-refugees-passports-for-global-travel/
Central Banks rally to protect regional financial system against new age cyber,Independent News Eswatini,,2026-07-30,day,SWZ; XSA,infra.cybersec; gov.regional; dpi.pay; tech.ai,sadc; central-bank-of-eswatini; bank-of-zambia; sarb,2026-07-30,https://independentnews.co.sz/46874/business/central-banks-rally-to-protect-regional-financial-system-against-new-age-cyber/
CBE called to probe bank charges,Times of Eswatini,,2026-07-29,day,SWZ,dpi.pay; include.access; gov.discourse,central-bank-of-eswatini; parliament-of-eswatini; ministry-of-finance-eswatini,2026-07-31,https://times.co.sz/39920/news/cbe-called-to-probe-bank-charges/
Health data guidelines enter validation stage,Times of Eswatini,,2026-07-28,day,SWZ,gov.protect; gov.standards; dpi.mis,esccom; data-protection-act-2022-eswatini; smart-africa; giz,2026-07-30,https://times.co.sz/39805/news/health-data-guidelines-enter-validation-stage/
Eswatini validates National Data Governance Policy,TechReviewAfrica,,2026-07-27,day,SWZ,gov.policy; gov.standards; gov.protect; dpi.exchange,ministry-of-ict-eswatini; giz; african-union; european-union,2026-07-31,https://techreviewafrica.com/news/6470/eswatini-validates-national-data-governance-policy
CBE launches new survey to gauge state of financial inclusion,Independent News Eswatini,,2026-07-24,day,SWZ,data.statistics; include.access; dpi.pay,central-bank-of-eswatini; eseparc; finmark-trust; central-statistical-office-eswatini,2026-07-31,https://independentnews.co.sz/46654/business/cbe-launches-new-survey-to-gauge-state-of-financial-inclusion/
A Smarter Mbabane Starts with a Better Address,Municipal Council of Mbabane,,2026-07-23,day,SWZ,dpi.registry,municipal-council-of-mbabane; ministry-of-housing-and-urban-development-eswatini; ministry-of-ict-eswatini; esccom,2026-08-31,https://www.linkedin.com/posts/municipal-council-of-mbabane_mbabanemycity-mbabanesmartcity-activity-7485998259241594880-9ytq
Eswatini launches Africa's first women's digital academy,Times of Eswatini,,2026-07-23,day,SWZ,capacity.training; include.divides; geopol.gulf; finance.mou,she-powers-africa-digital-academy; ministry-of-ict-eswatini; uae; general-womens-union-uae; tdra-uae,2026-07-31,https://times.co.sz/39456/news/eswatini-launches-africas-first-womens-digital-academy/
Cabinet Approves Major Reforms to Strengthen Eswatini's Development,Eswatini Positive News,,2026-07-23,day,SWZ,gov.legislate; dpi.pay,prime-ministers-office-eswatini; parliament-of-eswatini; government-of-eswatini; national-disaster-risk-management-authority-eswatini; central-bank-of-eswatini,2026-08-31,https://eswatinipositivenews.online/cabinet-approves-major-reforms-to-strengthen-eswatinis-development/
MCHUMANISI SYSTEM TO GIVE EMASWATI ONE-STOP ACCESS TO GOVERNMENT SERVICES,Eswatini Positive News,,2026-07-22,day,SWZ,dpi.exchange; dpi.id; data.statistics; gov.policy,ministry-of-ict-eswatini; giz; european-union; smart-africa; eswatini-data-protection-authority,2026-08-31,https://eswatinipositivenews.online/mchumanisi-system-to-give-emaswati-one-stop-access-to-government-services/
Letshego targets unbanked with digital banking push,Times of Eswatini,,2026-07-22,day,SWZ,dpi.pay; include.access,letshego-eswatini; central-bank-of-eswatini,2026-07-23,https://times.co.sz/39406/business/letshego-targets-unbanked-with-digital-banking-push/
"Digital Eswatini Project hinges on leadership, PS warns",Independent News Eswatini,,2026-07-22,day,SWZ,infra.connect; dpi.govtech; include.access; finance.new,digital-eswatini-project; ministry-of-ict-eswatini; world-bank,2026-07-30,https://independentnews.co.sz/46514/business/aviation/digital-eswatini-project-hinges-on-leadership-ps-warns/
"Egypt, Eswatini deepen banking cooperation",ITWeb Africa,,2026-07-21,day,EGY; SWZ,dpi.pay; gov.regional; finance.mou,central-bank-of-egypt; central-bank-of-eswatini; papss; afreximbank,2026-07-21,https://itweb.africa/article/egypt-eswatini-deepen-banking-cooperation/KWEBb7yL4wbvmRjO
Egypt and Eswatini Central Banks Deepen Cooperation on Digital Payments and Banking,Tech Africa News,,2026-07-21,day,EGY; SWZ,dpi.pay; gov.regional; finance.mou,central-bank-of-egypt; central-bank-of-eswatini; papss,2026-07-21,https://techafricanews.com/2026/07/21/egypt-and-eswatini-central-banks-deepen-cooperation-on-digital-payments-and-banking/
Ezulwini Municipality Embraces the Future of Smart Addressing,Ezulwini Municipality,,2026-07-20,day,SWZ,dpi.registry,ezulwini-municipality; ministry-of-housing-and-urban-development-eswatini; ministry-of-ict-eswatini,2026-08-31,https://www.linkedin.com/posts/ezulwini-municipality-discover-happiness-0812b9250_smartezulwini-nationaladdressingstandards-activity-7484859620780466176-AWHI
Eswatini set for major digital leap,Times of Eswatini,,2026-07-20,day,SWZ,gov.legislate; infra.connect; include.access,esccom,2026-07-23,https://times.co.sz/39355/technology-today/eswatini-set-for-major-digital-leap/
"Ng'kuphi Ngakini? Every home, business and community in Eswatini deserves an address.",Eswatini Standards Authority (ESWASA),,2026-07-20,day,SWZ,dpi.registry; gov.standards,eswatini-standards-authority; esccom; ministry-of-ict-eswatini; ministry-of-housing-and-urban-development-eswatini,2026-08-31,https://www.linkedin.com/posts/eswatini-standards-authority_improvingtheworldwelivein-eswasa-nationaladdressing-activity-7484866707195322368-8UQ2
Eswatini secures E1 billion digital funding,Eswatini Positive News,Sifiso Nhlabatsi,2026-07-19,day,SWZ,finance.new; dpi.govtech; infra.connect; dpi.id; capacity.training,digital-eswatini-project; world-bank; ministry-of-ict-eswatini; eptc; government-in-your-hand,2026-07-21,https://eswatinipositivenews.online/eswatini-secures-e1-billion-digital-funding/
Eswatini Launches First Costed National Disability Plan to Accelerate Disability Inclusion,UNESCO Regional Office for Southern Africa,,2026-07-16,day,SWZ,include.access,unesco; unicef; unfpa; government-of-eswatini,2026-08-31,https://www.unesco.org/en/articles/eswatini-launches-first-costed-national-disability-plan-accelerate-disability-inclusion
Notice 08/2026: Proposed Decision to Review The Minimum Data (Internet) Speed,Eswatini Communications Commission (ESCCOM),,2026-07-16,day,SWZ,gov.policy,esccom; itu; crasa,2026-08-31,https://www.esccom.org.sz/publications/notices/docs/Notice%208%20Decision%20to%20Review%20The%20Minimum%20Data%20Speed.pdf
DNA plan could swallow E126m of Home Affairs budget,Times of Eswatini,,2026-07-14,day,SWZ,dpi.id; dpi.registry; gov.protect,ministry-of-home-affairs-eswatini,2026-07-19,https://times.co.sz/38899/news/dna-plan-could-swallow-e126m-of-home-affairs-budget/
Government Strengthens Land Registration System to Enhance Property Ownership Certainty,Eswatini Positive News,,2026-07-10,day,SWZ,dpi.mis; dpi.registry,ministry-of-natural-resources-and-energy-eswatini; eswatini-deeds-registry; surveyor-generals-department-eswatini; department-of-land-reform-and-rural-development-south-africa,2026-08-31,https://eswatinipositivenews.online/government-strengthens-land-registration-system-to-enhance-property-ownership-certainty/
"The Minister of Information, Communications and Technology, Senator Savannah Maziya today presented on three critical international legal instruments during the Senators' Workshop on the Ratification of International Legal Instruments",Ministry of ICT - Eswatini (LinkedIn),,2026-07-10,day,SWZ,gov.legislate; dpi.id,ministry-of-ict-eswatini; malabo-convention; budapest-convention; tampere-convention; ministry-of-foreign-affairs-and-international-cooperation-eswatini,2026-08-31,https://www.linkedin.com/posts/ministry-of-ict-eswatini_the-minister-of-information-communications-activity-7481421459043770369-IcuH
Today Eswatini Standards Authority - Eswasa congratulations Eswatini Revenue Service (ERS) on achieving the SZNS ISO 9001 CERTIFICATION!,Eswatini Standards Authority (ESWASA/SWASA) (LinkedIn),,2026-07-10,day,SWZ,gov.standards,eswatini-standards-authority; eswatini-revenue-service,2026-08-31,https://www.linkedin.com/posts/eswatini-standards-authority_improvingtheworldwelivein-eswasa-certificatio-activity-7481405179674877952-uwT-
"PM urges AI rules to protect children, uphold human dignity",Times of Eswatini,,2026-07-06,day,SWZ,gov.legislate; tech.ai,government-of-eswatini; united-nations; national-fourth-industrial-revolution-strategy-eswatini,2026-08-31,https://times.co.sz/34851/news/pm-urges-ai-rules-to-protect-children-uphold-human-dignity/
Eswatini champions human-centred AI and how to guide its transformation responsibly,Independent News Eswatini,,2026-07-06,day,SWZ,tech.ai; gov.policy; gov.legislate; infra.cybersec,government-of-eswatini,2026-07-19,https://independentnews.co.sz/45686/business/eswatini-champions-human-centred-ai-and-how-to-guide-its-transformation-responsibly/
Italy Boosts Eswatini's Green Future,United Nations Development Programme (UNDP) Eswatini,,2026-07-05,day,SWZ,data.satellite,italy; undp; ministry-of-tourism-and-environmental-affairs-eswatini; ministry-of-tinkhundla-administration-and-development-eswatini,2026-08-31,https://www.undp.org/eswatini/news/italy-boosts-eswatinis-green-future
Eswatini's digital progress earns continental spotlight,Times of Eswatini,,2026-07-05,day,SWZ,gov.policy; tech.ai; dpi.govtech; geopol.usa,ministry-of-ict-eswatini; google; government-in-your-hand; digital-eswatini-project,2026-07-19,https://www.times.co.sz/news/readmore.php?bhsadjgfoh=Eswatini%E2%80%99s+digital+progress+earns+continental+spotlight&yiphi=4446&bvhdgsj=News
"GPE — Eswatini Education System Capacity Grant, 2026",Global Partnership for Education (GPE),,2026-07-03,day,SWZ,dpi.mis; finance.new,global-partnership-for-education; ministry-of-education-and-training-eswatini; unicef,2026-08-31,https://eswatinipositivenews.online/eswatini-secures-e16-3-million-gpe-grant-to-strengthen-education-system/
Eswatini Secures E16.3 Million GPE Grant to Strengthen Education System,Eswatini Positive News,,2026-07-03,day,SWZ,dpi.mis; finance.new,global-partnership-for-education; ministry-of-education-and-training-eswatini; unicef,2026-08-31,https://eswatinipositivenews.online/eswatini-secures-e16-3-million-gpe-grant-to-strengthen-education-system/
ICT trains change agents for E1.2bn digitization project,Independent News Eswatini,,2026-06-24,day,SWZ,dpi.govtech; capacity.training; infra.connect; finance.new,digital-eswatini-project; ministry-of-ict-eswatini; world-bank; government-in-your-hand,2026-07-19,https://independentnews.co.sz/45098/business/ict-trains-change-agents-for-e1-2bn-digitization-project/
Home Affairs investigated for sensitive data breach,Independent News Eswatini,,2026-06-24,day,SWZ,gov.protect; gov.legislate; dpi.id,esccom; eswatini-data-protection-authority; ministry-of-home-affairs-eswatini,2026-07-19,https://independentnews.co.sz/45057/news/home-affairs-investigated-for-for-sensitive-data-breach/
ActionFirst Co-Production Workshop to Strengthen Impact Based Forecasting and Early Warning Systems,"National Disaster Risk Management Authority (NDRMA), Eswatini",,2026-06-23,day,SWZ,data.satellite,national-disaster-risk-management-authority-eswatini; eswatini-meteorological-service; wmo; uk-met-office; fcdo,2026-08-31,https://www.linkedin.com/posts/eswatini-national-disaster-management-agency_umvalowesive-umvalowesiveinaction-activity-7475116438341578752-Ld-T
Advancing Digital Inclusion: ESCCOM Champions Universal Access in Eswatini,Eswatini Communications Commission,,2026-06-23,day,SWZ,include.access,esccom; ministry-of-ict-eswatini; ministry-of-education-and-training-eswatini,2026-08-31,https://www.linkedin.com/posts/eswatini-communications-commission_leavenoonebehind-universalaccess-inclusiveeducation-activity-7475086873799983105-VzlC
"E1.2 billion digital project to connect schools, clinics and communities",Eswatini Positive News,,2026-06-23,day,SWZ,infra.connect,ministry-of-ict-eswatini; eswatini-posts-and-telecommunications-corporation; world-bank,2026-08-30,https://eswatinipositivenews.online/e1-2-billion-digital-project-to-connect-schools-clinics-and-communities/
Over 400 Professionals Trained. One Powerful Milestone.,UNESWA AI Academy,,2026-06-21,day,SWZ,capacity.training,university-of-eswatini,2026-08-31,https://www.linkedin.com/posts/uneswa-ai-academy_uneswaaiacademy-artificialintelligence-activity-7474528166800285696-8DCq
"Eswatini rolls out digital platforms to expand access to health, agriculture and creative economy",Tech Review Africa,,2026-06-20,day,SWZ,dpi.mis; tech.innovate; include.access; digital.rural,mtn-eswatini; ministry-of-ict-eswatini,2026-07-19,https://techreviewafrica.com/news/5994/eswatini-rolls-out-digital-platforms-to-expand-access-to-health-agriculture-and-creative-economy
"ERS, FNB complete real-time customs payment integration",Independent News (Eswatini),,2026-06-20,day,SWZ,dpi.pay; dpi.mis,eswatini-revenue-service; fnb-eswatini,2026-08-31,https://independentnews.co.sz/44878/business/ers-fnb-complete-real-time-customs-payment-integration/
World Bank injects E42.5 million into social registry project to deliver homes and jobs,Eswatini Positive News,,2026-06-18,day,SWZ,dpi.registry,world-bank; eswatini-deputy-prime-ministers-office; eswatini-social-registry-imbeleko,2026-08-30,https://eswatinipositivenews.online/world-bank-injects-e42-5-million-into-social-registry-project-to-deliver-homes-and-jobs/
