indicator_id,progress,summary,developments,row_ids
finance.budget--sustainable-domestic-financing-of-digital-transformation,Advanced,"The communications programme [was cut 30.5% for 2026](2026-02-20-ago-oge-2026-comunicacoes-programa-corte) and cybersecurity [by 54%](2025-11-06-ago-oge-2026-ciberseguranca-32bn), while [US$275m](2026-02-26-credito-suplementar-275-milhoes-usd-mat-bdcm) and [US$218.5m](2025-09-19-ago-dp-169-25-bilhete-identidade-credito-adicional) supplementary credits opened.","The president authorised US$210.91m for an integrated ecosystem of state digital services ([authorisation](2026-08-31-ago-governo-210-milhoes-digitalizacao-administracao)), with US$13m for the public administration interoperability platform ([authorisation](2026-08-31-ago-pti-interoperabilidade-13-milhoes)) and US$4.6m to strengthen state cybersecurity ([authorisation](2026-08-31-ago-diariodosnegocios-ciberseguranca-4-6-milhoes)). These are authorisations to spend, not disbursements.

The recurrent lines fell. [Kz 159.2bn was appropriated to the communications programme for 2026 against Kz 229.3bn for 2025, a cut of 30.5%, with fourth-generation expansion down 42% to Kz 62.7bn and the third-generation coverage line deleted](2026-02-20-ago-oge-2026-comunicacoes-programa-corte). [The cyber-security line fell from Kz 70.5bn to Kz 32.3bn, about 54%](2025-11-06-ago-oge-2026-ciberseguranca-32bn), read at draft stage before enactment.

The identity programme was financed outside the budget cycle instead. [US$218,500,000 of supplementary credit was gazetted to the justice ministry for identity-card universalisation](2025-09-19-ago-dp-169-25-bilhete-identidade-credito-adicional), and [US$275,000,000 was opened inside the 2026 budget for the adult-citizen database proof-of-life update, more than doubling the territorial administration ministry's allocation](2026-02-26-credito-suplementar-275-milhoes-usd-mat-bdcm).

Execution is the weak point. The first per-organ table published [shows 3% first-quarter execution, with 20 of 50 programmes below 5%](2026-04-29-ago-oge-2026-i-trimestre-execucao-lei-identificacao). No released, actual or audited figure is held for either budget year.",AGO-finance.budget-communications-programme-appropriation|AGO-infra.cybersec-cyber-security-appropriation|AGO-finance.budget-supplementary-credit-for-identity-card-unive|AGO-finance.budget-supplementary-credit-for-the-citizen-databas|AGO-finance.budget-ministry-budget-execution|AGO-finance.budget-state-digital-services-authorisation
finance.mou--strategic-relationships,Advanced,"The data-protection authority [signed a mutual-assistance memorandum with a Lusophone counterpart in September 2025](2025-09-18-nadpa-angola-brazil-dpa-mou), its first bilateral with a non-African regulator.","2025-09-18 — at a global privacy assembly, the authority [signed a bilateral memorandum providing mutual assistance and technical, regulatory and supervisory cooperation](2025-09-18-nadpa-angola-brazil-dpa-mou). No bilateral with any non-African regulator was held before it.

A stated intention to conclude a similar arrangement elsewhere is unevidenced, and no activity under the memorandum has been reported since signature. It is the only regulator-to-regulator instrument on this ledger; every other agreement recorded for the country is with a vendor, a lender or a foreign government, and those are reported under geopolitics.",AGO-gov.regional-bilateral-memorandum-with-a-lusophone-regula
finance.new--mobilisation-of-non-state-finance,Advanced,"The incumbent operator's [15% stake sale raised about US$329m at 120.72% subscription](2026-07-28-angola-unitel-15-percent-stake-sale), alongside [a fintech investment](2026-06-26-proparco-supports-anda-angola) and [a private-credit fund](2026-03-30-bfa-asset-management-kimbo-fund-angola-startups).","2026-07-28 — [15% of the incumbent operator's capital and votes were sold for Kz 300.3bn, reported as about US$329m, at 120.72% subscription, creating 11,264 new shareholders](2026-07-28-angola-unitel-15-percent-stake-sale), after [the offering opened earlier in July](2026-07-07-unitel-opens-angola-share-offering). One consequence is regulatory: disclosure of the July cyberattack now runs under securities law rather than telecoms regulation.

2026-06-26 — a development finance institution [invested in a mobility fintech](2026-06-26-proparco-supports-anda-angola), [with no amount, instrument, tenor or stake disclosed](2026-06-26-proparco-invests-in-angolas-anda).

2026-03-30 — [the country's first private-credit vehicle for small and mid-market firms made a second deployment, anchored by a US$5m sovereign-fund commitment in 2024](2026-03-30-bfa-asset-management-kimbo-fund-angola-startups), with no fund size or investor list beyond the anchor published.",AGO-tech.industry-incumbent-operator-listing|AGO-finance.new-mobility-fintech-investment|AGO-finance.new-private-credit-fund
finance.new--development-partner-project-financing,Advanced,"The digital acceleration loan [reached US$112.21m disbursed of US$300m with both ratings lifted](2026-06-10-world-bank-angola-digital-acceleration-isr-seq4), while [every outcome indicator still reads zero](2026-07-31-pada-projecto-aceleracao-digital-abrange-10-milhoes-de-pessoas).","2026-06-10 — [US$112.21m of the US$300m was disbursed at 10 June 2026, 37.40%, with both World Bank ratings lifted to Moderately Satisfactory](2026-06-10-world-bank-angola-digital-acceleration-isr-seq4), from [ratings cut to Moderately Unsatisfactory in April 2025 with nothing disbursed](2025-04-11-world-bank-angola-digital-acceleration-isr-2025-04). [The loan was signed on 11 October 2024 on non-concessional terms carrying a front-end fee and a variable spread](2024-10-11-worldbank-loan-agreement-9693-ao-angola-digital-acceleration).

Money moved and results did not. [Every project outcome indicator read zero as at 30 April 2026 against March 2030 targets of 13,500,000 people using broadband internet, 10,000,000 with digitally verifiable identification, 100,000 trained through digital literacy programmes and 400 firms adopting digital technologies](2026-07-31-pada-projecto-aceleracao-digital-abrange-10-milhoes-de-pessoas).

Three other partners are on the ledger: [a US$250m civil registration and local governance project rehabilitating birth-registration posts](2026-04-06-projecto-njila-reabilita-postos-de-registo-bie-huambo), [a US$60m statistical capacity loan running to 2027](2022-03-25-wb-ago-002-angola-strengthening-statistical-capacity) with no disbursement or results figure on file, and [US$87m of Korean export-credit financing for five municipal command and control centres, phase two of which broke ground in February 2026](2026-02-12-pn-reforca-seguranca-cinco-novos-centros-comando-controlo) with no data-protection basis, retention rule or supervisory authority named for the camera estate.",AGO-finance.new-digital-acceleration-project|AGO-finance.new-civil-registration-and-local-governance-proj|AGO-capacity.research-statistical-capacity-project|AGO-finance.new-public-security-innovation-project
infra.connect--mobile-penetration,"Advanced, on network build, with no subscriber series on the base",A third operator [installed 20 towers in an exclave province](2026-08-19-angop-africell-cabinda) and [enterprise 5G launched commercially](2026-07-23-angola-mercury-my5g-cabinda-launch); no national subscriber figure is published.,"2026-08-19 — the third network [installed 20 telecommunications towers in the exclave province of Cabinda with satellite backhaul agreed, stating commercial voice, data and satellite-linked service would start within days](2026-08-19-angop-africell-cabinda). No coverage percentage, investment figure, population reached or launch date is published, and ""in the coming days"" is the whole of the commitment held.

2026-07-23 — [an enterprise 5G service launched commercially in the same province, with the capital at over 70% city coverage, about US$20m budgeted and every provincial capital targeted by 2027](2026-07-23-angola-mercury-my5g-cabinda-launch). This is enterprise connectivity rather than consumer mobile, and the throughput figures are the operator's own.

2026-06-11 — [national roaming and infrastructure sharing extended voice and data to remote areas through shared towers, solar power and satellite backhaul](2026-06-11-ilumina-angola-conectividade-no-lago-dilolo), with no national site count, budget or target published. The standalone fifth-generation network [remains at a trial call in a live environment with no commercial launch date](2025-03-06-unitel-ericsson-angola-network-modernization), on a vendor release.

No regulator return and no operator subscriber total appears anywhere on this ledger, so penetration itself is unmeasured.",AGO-infra.connect-africell-cabinda|AGO-infra.connect-enterprise-5g-service|AGO-infra.connect-rural-roaming-and-infrastructure-sharing-pro|AGO-infra.connect-fifth-generation-standalone-network
infra.connect--national-fibre-backbone,Advanced,"Five official statements of fibre length [run non-monotonic between 20,000 km and 30,000 km](2026-06-30-unesco-ram-angola-28000km-fibra-prontidao-ia), and the base asserts no current national figure.","The measurement is the finding. Official statements put the terrestrial network at [22,000 km in 2023](2023-05-17-minttics-matias-borges-22000km-rede-fibra-optica-terrestre), 20,000 in October 2025, [30,000 in November 2025](2025-11-28-angola-30000km-terrestrial-fibre-itu-wtdc-baku), 22,000 in April 2026 and [28,000 in June 2026](2026-06-30-unesco-ram-angola-28000km-fibra-prontidao-ia). The series is not monotonic and no definition accompanies any of the figures, so the base asserts no current national length. The regulator's annual statistical report that would settle it was dropped as unobtainable.

The build behind the figures is equally opaque. [The national broadband network was financed by a specific loan agreement of about US$249m signed in October 2023](2023-01-01-eximbank-cn-ago-003-national-broadband-infrastructure-upgrading-project-rnbl) and remains active with no delivery milestone published at either end. [A domestic submarine cable to interlink the coastal cities and connect a transport corridor to an international system was stated as in preparation in March 2026](2026-03-26-minttics-projectos-estruturantes-base-tecnologica), with no route, cost, financier or date.",AGO-infra.connect-national-terrestrial-fibre-length|AGO-infra.connect-national-broadband-network|AGO-infra.connect-domestic-submarine-cable
infra.connect--international-internet-bandwidth,Advanced,"A new cable branch [entered service with 23.6 Tbps allocated to Angola](2025-12-13-unitel-investe-43-milhoes-usd-ramal-2africa), and [1.0 Tbps was contracted through a neighbouring landing](2026-06-15-telecom-namibia-angola-telecom-satcab-sarssy-1tbps).","2025-12-13 — the 2Africa branch and its landing station [were inaugurated and switched on, built by the incumbent for US$43m, with 23.6 Tbps of the cable's capacity allocated to Angola, replacing an end-of-life system and one already at capacity](2025-12-13-unitel-investe-43-milhoes-usd-ramal-2africa). The incumbent is the only Angolan member of the consortium.

2026-06-15 — the state operator [signed a master service agreement for an initial 1.0 Tbps of dedicated capacity through a Namibian landing of the Equiano cable, with an option to assume ownership](2026-06-15-telecom-namibia-angola-telecom-satcab-sarssy-1tbps); design, testing, commissioning and handover are still to run, and the country reaches that cable only indirectly.

[Further submarine expansion is stated as ministry policy](2025-11-07-minttics-expandir-rede-de-fibra-optica-submarina). No price, utilisation or wholesale capacity figure is published for any of it, so the base can state what has been added and not what it costs or carries.",AGO-infra.connect-2africa-angola-branch|AGO-infra.connect-equiano-capacity-through-namibia
infra.connect--satellite-broadband-licensing-and-availability,"Advanced, one operator now commercially deployed while another application stands unresolved","A low-orbit licence [reached a multi-year capacity agreement](2026-06-12-mercury-eutelsat-acordo-conectividade-leo) and [a first reseller was licensed on the national satellite](2026-07-02-startup-do-moxico-licenca-internet-via-angosat-2), while [one application is unresolved](2026-08-03-starlink-em-angola-conectividade-controlo-e-a-politica-silenciosa-do-ceu).","2026-06-12 — the country's [first and only licensed low-orbit operator, granted a 15-year licence in June 2025 with a Luanda ground station](2025-06-30-eutelsat-secures-15-year-oneweb-licence-in-angola), [moved from licence to commercial deployment through a multi-year capacity agreement with a local provider](2026-06-12-mercury-eutelsat-acordo-conectividade-leo).

2026-07-02 — on the national satellite, [a commercial access hub opened in December 2025 with 37 firms in the integration process by April 2026, and a first startup was licensed to resell access](2026-07-02-startup-do-moxico-licenca-internet-via-angosat-2). Bandwidth, pricing and operator access terms remain undisclosed.

2026-08-03 — the largest low-orbit operator [is still unlicensed, with a secretary of state saying only that the process is under way and the regulator still working out how to fit low-orbit operators into a regime written for terrestrial networks](2026-08-03-starlink-em-angola-conectividade-controlo-e-a-politica-silenciosa-do-ceu). Sixteen months of identical status is the finding, the position being unchanged since [the ministry said negotiations were continuing in April 2025](2025-04-16-angola-minttics-negociacoes-starlink-continuam).",AGO-infra.connect-low-orbit-satellite-licence|AGO-infra.connect-starlink-licence|AGO-data.satellite-commercial-access-to-the-national-satellite
infra.store--local-data-centre-capacity-all-providers,"Mixed, a Tier III commercial facility in service while the only Tier IV project has been silent for three years","A commercial data centre [opened at up to 3 MW over more than 800 racks](2025-10-02 Raxio Opens Angola's Largest Data Centre in Landmark 30 Million Expansion), while [the only Tier IV project](2023-06-27 Paratus to build third Angola data center (DC3, Tier IV)) has produced nothing since 2023.","2025-10-02 — the country's first Tier III commercial facility [opened at up to 3 MW and more than 800 racks over 19,000 square metres on US$30m, near the cable landings, with a plan to exceed 7 MW within five years](2025-10-02 Raxio Opens Angola's Largest Data Centre in Landmark 30 Million Expansion). Its operator [contracted six times as much power across its group in the first half of 2026 as a year earlier](2026-07-23-raxio-afr-ix-data-centres-angola-mozambique).

Against it, [a second commercial project announced in 2023 as the country's first Tier IV facility at over 10 MW and 2,000 racks, financed but not built](2023-06-27 Paratus to build third Angola data center (DC3, Tier IV)), has no source since and never had a stated completion date. Three years of silence on the only Tier IV project in the country is the counterweight to one facility opening.",AGO-infra.store-commercial-data-centre|AGO-infra.store-second-commercial-data-centre-project
infra.store--local-data-centre-capacity-national-providers,Advanced,"The government data centre [was inaugurated in April 2026 at 208 racks and 1,040 kW](2026-04-28-pr-inaugura-novo-centro-de-dados-do-governo), carrying [a national cloud under a mandatory migration](2026-04-28-centro-de-dados-do-governo-soberania-digital).","2026-04-28 — the President [inaugurated the government data centre: 6,225 square metres, Tier III design, 208 racks and 1,040 kW live in a modular design of about 336-rack capacity, reported at about US$89m](2026-04-28-pr-inaugura-novo-centro-de-dados-do-governo), from [about 75% complete in November 2025](2025-11-14 Angola Nears Completion of National Data Center, Set for 2026 Launch), with a second account giving about US$90m and no kwanza original published.

The same day, [a unified government cloud entered operation under a progressive and mandatory migration of public services, framed as repatriating passports and education certificates from foreign platforms](2026-04-28-centro-de-dados-do-governo-soberania-digital), against [a first stone laid in September 2025 with a migration mandate stated and nothing yet to migrate onto](2025-09-10 Angola advances technological development for digital transformation).

No source records how much has actually migrated, so the capacity is established and its use is not.

2026-09-02 — a commercial operator disclosed a data centre installed at Lobito as the technical support and data-management platform behind its coastal internet and television services ([inauguration](2026-09-02-zap-fibra-benguela-angola)). No capacity, rack count or power figure accompanies it, which is the same silence the fibre-length series shows: facilities are announced and none of them is measured.",AGO-infra.store-government-data-centre|AGO-infra.store-national-cloud|AGO-infra.store-operator-data-centre-lobito
infra.energy--sufficient-energy-and-water-for-data-centres,"No change, a first record of an export commitment with no domestic load figure behind it","A [US$1.5bn, 1,200MW line to carry surplus Angolan hydropower to the DRC](2025-10-16-mitrelli-hydro-link-angola-drc-power-line) was agreed in October 2025; no domestic data-centre load figure is held.","2025-10-14 - a New York-based energy investor and the DRC government [signed a memorandum of understanding for a 1,150 km, US$1.5bn, 1,200MW transmission line carrying surplus Angolan hydropower to the DRC, targeted for completion in 2029 and aimed principally at the Copperbelt mining sector](2025-10-16-mitrelli-hydro-link-angola-drc-power-line).

Angola is the source of the power and not a party to the memorandum on the record, and no Angolan offtake, tariff or financing close is published. Nor does the base hold any figure for data-centre load, generation headroom or water use in Angola, so what a 1,200MW export commitment leaves for domestic digital infrastructure cannot be stated here.",AGO-infra.energy-hydro-link-transmission-line
infra.energy--rural-electrification,"Mixed, household access rose across the census cycle while the electrification target year passed with no outturn published","Household access [reached 48.6% at the 2024 census, 8.5% rural](2025-11-20-ine-angola-censo-2024-relatorio-sintese-resultados-definitivos), while [the 60% target for 2025](2023-07-04 AD664 - Lack of grid access plagues most rural residents in Angola) passed unmeasured.","2025-11-20 — definitive census results [put household access to electricity at 48.6% at the 2024 reference date, 68.9% urban against 8.5% rural, from 31.9% at the 2014 census](2025-11-20-ine-angola-censo-2024-relatorio-sintese-resultados-definitivos). That is the physical floor under every system named in this report.

Against it, [a Power Sector Action Plan target of 60% electrification by 2025, from 47% in 2020](2023-07-04 AD664 - Lack of grid access plagues most rural residents in Angola), reached its target year with no electrification rate published since the 2020 baseline. The census figure is a different measure on a different definition and cannot be read as the outturn.

The rural figure is the one that matters for the connectivity and registration programmes reported elsewhere: at that level, mains power is not an assumption a rural service can be designed on.",AGO-infra.energy-household-access-to-electricity|AGO-infra.energy-power-sector-action-plan-electrification-tar
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,"Advanced, on two in-house builds","The statistics office [built its census portal and mobile application with its own staff](2026-07-02-ine-lanca-portal-do-censo-2024-e-aplicacao-movel), and the tax authority [states it builds and feeds its risk-analysis system in-house](2026-02-11-inteligencia-artificial-coloca-incumpridores-sob-analise-reforcada-da-agt).","Two agencies report building their own systems. 2026-07-02 — [a public census portal carrying demographic, social, economic and housing indicators by geographic level, plus a mobile application with macroeconomic series, was built by the statistics office's own staff](2026-07-02-ine-lanca-portal-do-censo-2024-e-aplicacao-movel). 2026-02-11 — [the tax authority states that it builds and feeds its machine-learning risk-analysis system in-house](2026-02-11-inteligencia-artificial-coloca-incumpridores-sob-analise-reforcada-da-agt), with no model, supplier or accuracy figure published.

Everything else of scale is contracted out, and the two largest identity and interoperability procurements of the window are reported under data exchange and digital identity. Nothing on the ledger states a headcount, a skills audit or a retention position for government technical staff, so the two in-house builds are the whole of the evidence either way.",AGO-data.statistics-census-portal-and-statistics-application|AGO-tech.ai-tax-authority-risk-analysis-system
