fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,appropriated,revised,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,record,programme_line
2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-30-3002603230000xxxx03,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-30-3002701230000xxxx04,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-30-3002701230000xxxx07,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-30-3002804230000xxxx04,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2026,,,,"Section 31 — MINISTERE DE L'ECONOMIE, DU PLAN ET DE LA COOPERATION INTERNATIONALE",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-31-3103404240000xxxx04,"Section 31 — MINISTERE DE L'ECONOMIE, DU PLAN ET DE LA COOPERATION INTERNATIONALE"
2026,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-32-3203701,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE
2026,,,,Section 40 — MINISTERE DE L'EDUCATION NATIONALE,,,,,,,,,,,,proposed,proposed,partial,false,XAF,2025-11-18-caf-2026-40-4004604,Section 40 — MINISTERE DE L'EDUCATION NATIONALE
2026,,,,Section 41 — MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-41-4104901230000xxxx12,Section 41 — MINISTERE DE L'ENSEIGNEMENT SUPERIEUR
2026,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,,,,,,,proposed,proposed,partial,false,XAF,2025-11-18-caf-2026-50-5005001230000xxxx03,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
2026,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-50-5005103630000xxxx02,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
2026,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-50-5005204630000xxxx01,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
2026,,,,Section 83 — MINISTERE DES MINES ET DE LA GEOLOGIE,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-83-8307604240000xxxx07,Section 83 — MINISTERE DES MINES ET DE LA GEOLOGIE
2026,,,,Section 83 — MINISTERE DES MINES ET DE LA GEOLOGIE,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-83-8307702240000xxxx01,Section 83 — MINISTERE DES MINES ET DE LA GEOLOGIE
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508201230000xxxx01,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508201240000xxxx02,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508201240000xxxx03,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508201240000xxxx04,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508201240000xxxx06,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508202240000xxxx01,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508301230000xxxx04,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508302,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,partial,false,XAF,2025-11-18-caf-2026-85-8508303240000xxxx01,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508303240000xxxx02,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508303240000xxxx04,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508304,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508401160000xxxx05,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,unclear,false,XAF,2025-11-18-caf-2026-85-8508403160000xxxx06,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,unclear,false,XAF,2025-11-18-caf-2026-85-8508403160000xxxx07,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-85-8508403160000xxxx08,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,partial,false,XAF,2025-11-18-caf-2026-85-8508403160000xxxx09,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,Section 92 — MINISTERE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-92-9209102240000xxxx01,Section 92 — MINISTERE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL
2026,,,,Section 92 — MINISTERE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-92-9209302240000xxxx07,Section 92 — MINISTERE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL
2026,,,,ARCEP (Autorité de Régulation des Communications Electroniques et de la Poste),,,,,,,,,,,,proposed,proposed,partial,false,XAF,2026-04-15-caf-2026-arcep-board-budget,ARCEP
