slug,title,publisher,author,published,date_precision,places,topics,entities,lens,body_completeness,finance,artefact,words,ingested,url
2026-08-13-gabon-aninf-cnamgs-partenariat-numerique,ANINF-CNAMGS : le partenariat numérique entre dans sa phase concrète,Gabonreview.com,,2026-08-13,day,GAB,dpi.govtech; infra.cybersec,aninf-gabon; cnamgs,,full,False,,471,2026-08-16,https://www.gabonreview.com/aninf-cnamgs-le-partenariat-numerique-entre-dans-sa-phase-concrete/
2026-08-12-gabon-code-procedure-civile-digitalisation,Gabon : l'avant-projet du nouveau Code de procédure civile remis au ministre de la Justice,Agence Gabonaise de Presse (AGP),,2026-08-12,day,GAB,gov.legislate; dpi.govtech,ministere-justice-gabon; ohada,,full,False,,356,2026-08-18,https://agpgabon.ga/gabon-lavant-projet-du-nouveau-code-de-procedure-civile-remis-au-ministre-de-la-justice
2026-08-11-state-gov-fiscal-transparency-report-2026-gabon,2026 Fiscal Transparency Report: Gabon,"U.S. Department of State, Bureau of Economic, Energy, and Business Affairs",,2026-08-11,day,GAB,data.open; gov.policy; geopol.usa,us-department-of-state,,full,False,,405,2026-08-26,https://www.state.gov/reports/2026-fiscal-transparency-report/gabon
2026-08-11-gabon-kimba-connect-preselection-agenda,Gabon/Numérique/Kimba Connect : le bilan de la première présélection dressé,Agence Gabonaise de Presse (AGP),,2026-08-11,day,GAB,tech.innovate; gov.policy,kimba-connect,,full,False,,235,2026-08-18,https://agpgabon.ga/gabon-numerique-kimba-connect-le-bilan-de-la-premiere-preselection-dresse/
2026-08-11-cybastion-us-embassies-digital-skills-africa,Cybastion and U.S. Embassies Partner to Expand Digital Skills Training Across Africa,Tech Africa News,,2026-08-11,day,GAB; CIV,capacity.training; geopol.usa,cybastion; theya-foundation; digiempower; cisco,,full,False,,232,2026-08-11,https://techafricanews.com/2026/08/11/cybastion-and-u-s-embassies-partner-to-expand-digital-skills-training-across-africa/
2026-08-10-conversation-starlinkisation-afrique,Faut-il s'inquiéter de la « starlinkisation » de l'accès à Internet en Afrique ?,The Conversation,,2026-08-10,day,GAB; GIN; CIV,infra.connect; gov.discourse,starlink; spacex; arpt-guinea,sovereignty,full,False,,1273,2026-08-11,https://theconversation.com/faut-il-sinquieter-de-la-starlinkisation-de-lacces-a-internet-en-afrique-287464
2026-08-08-gabon-gabix-reboot-workshop-interconnection,Numérique : l'atelier GABIX Reboot propulse l'interconnexion locale au Gabon,Agence Gabonaise de Presse (AGP),,2026-08-08,day,GAB,gov.discourse; infra.connect,gabix; ministere-economie-numerique-gabon; internet-society; afrinic; axione-gabon; gbm-gabon,sovereignty,full,False,,337,2026-08-18,https://agpgabon.ga/numerique-latelier-gabix-reboot-propulse-linterconnexion-locale-au-gabon/
2026-08-06-gabon-seeg-cyberattack-systems-recovery,"Après l'effondrement de 95 % de ses systèmes, la SEEG reprend progressivement le contrôle",GabonReview,,2026-08-06,day,GAB,infra.cybersec,seeg-gabon,,full,False,,545,2026-08-11,https://www.gabonreview.com/apres-leffondrement-de-95-de-ses-systemes-la-seeg-reprend-progressivement-le-controle/
2026-08-06-gabon-postpones-kimba-connect-finale-following-startup-concerns,Gabon Postpones KIMBA Connect Finale Following Startup Concerns,Tech Africa News,Jennifer Onyeagoro,2026-08-06,day,GAB,tech.innovate; gov.discourse,kimba-connect; ministere-economie-numerique-gabon,,full,False,,223,2026-08-08,https://techafricanews.com/2026/08/06/gabon-postpones-kimba-connect-finale-following-startup-concerns/
2026-08-04-gabon-le-gouvernement-sassocie-au-cgi-pour-la-plateforme-administration-ga,Gabon : le gouvernement s'associe au CGI pour la mise en place de la plateforme «administration.ga»,Gabon Media Time,,2026-08-04,day,GAB,dpi.govtech; dpi.exchange; gov.policy; tech.innovate,centre-gabon-innovation; zaghi-digital,sovereignty,full,False,,385,2026-08-08,https://gabonmediatime.com/gabon-le-gouvernement-sassocie-au-cgi-pour-la-mise-en-place-de-la-plateforme-administration-ga/
2026-08-03-gabix-reboot-interconnexion-locale-defis,Gabon/Atelier Gabix Reboot : les défis liés à l'interconnexion locale au cœur des échanges,Agence Gabonaise de Presse,,2026-08-03,day,GAB,infra.connect; capacity.training; gov.protect,gabix; internet-society; afrinic,sovereignty,full,False,,276,2026-08-04,https://agpgabon.ga/gabon-atelier-gabix-reboot-les-defis-lies-a-linterconnexion-locale-au-coeur-des-echanges/
2026-08-03-gabix-reboot-atelier-national-peering-gabon,Gabon : lancement de l'atelier national GABIX Reboot,Agence Gabonaise de Presse,,2026-08-03,day,GAB,infra.connect; capacity.training,gabix; ministere-economie-numerique-gabon; internet-society; afrinic,sovereignty,full,False,,342,2026-08-04,https://agpgabon.ga/gabon-lancement-de-latelier-national-gabix-reboot/
2026-08-03-afrique-data-centers-souverainete-donnees,Du Gabon au Sénégal : Comment l'Afrique accélère sur les data centers pour ne plus brader ses données,Seneweb,Aicha Fall,2026-08-03,day,SEN; GAB; XAF,infra.store; gov.policy; infra.energy; gov.discourse,st-digital; alibaba-cloud; africa-data-centres-association; african-energy-chamber; imf,sovereignty,full,False,,924,2026-08-04,https://www.seneweb.com/fr/news/16/du-gabon-au-senegal-comment-lafrique-accelere-sur-les-data-centers-pour-ne-plus-brader-ses-donnees_n_500226.html
2026-08-02-gabon-e-visa-touristique-barrieres-administratives,«Supprimer les barrières administratives» : le pari du e-Visa touristique gabonais,GabonReview,,2026-08-02,day,GAB,dpi.govtech; gov.policy,dgdi-gabon; agatour-gabon; caravane-touristique-gabon,,full,False,,538,2026-08-04,https://www.gabonreview.com/supprimer-les-barrieres-administratives-le-pari-du-e-visa-touristique-gabonais/
2026-08-01-leconomie-paiement-marchand-interoperable-cemac-premier-trimestre-2026,Paiement marchand : moins de 1 % des transactions interopérables enregistrées en zone Cemac au premier trimestre 2026,Le quotidien L'Economie,,2026-08-01,day,CMR; GAB; COG; CAF; GNQ; TCD; XCA,dpi.pay; data.statistics; include.divides; gov.regional,gimac; cemac; beac; bgfibank-cameroun; mtn-cameroon; orange-cameroun,,full,False,,369,2026-08-04,https://leconomie.info/paiement-marchand-moins-de-1-des-transactions-interoperables-enregistrees-en-zone-cemac-au-premier-trimestre-2026/
2026-08-01-delivrance-du-nip-ma-demande-via-le-site-internet-a-ete-rejetee-que-faire,"Délivrance du NIP: «Ma demande via le site internet a été rejetée, que faire ?»",L'Union (Sonapresse),,2026-08-01,day,GAB,dpi.id; include.access; gov.discourse,,,full,False,,279,2026-08-08,https://www.union.sonapresse.com/index.php/fr/delivrance-du-nip-ma-demande-le-site-internet-ete-rejetee-que-faire
2026-07-31-gabon-tier-iii-datacenter,Gabon Advances Tier III Datacenter Project to Strengthen Digital Infrastructure,Tech Africa News,,2026-07-31,day,GAB,infra.store; infra.connect; gov.policy,ace-gabon; ministere-economie-numerique-gabon,sovereignty,full,False,,343,2026-07-31,https://techafricanews.com/2026/07/31/gabon-advances-tier-iii-datacenter-project-to-strengthen-digital-infrastructure/
2026-07-31-gabon-digital-transformation-review,"Gabon Reviews Digital Transformation Progress, Sets New Priorities",Tech Africa News,,2026-07-31,day,GAB,gov.policy; infra.connect; capacity.training,ministere-economie-numerique-gabon; gabix; arcep-gabon,,full,False,,277,2026-07-31,https://techafricanews.com/2026/07/31/gabon-reviews-digital-transformation-progress-sets-new-priorities/
2026-07-31-gabon-datacenter-tier-iii-avancement-chantier,"Datacenter Tier III : Doumba satisfait de l'avancement du chantier, une livraison attendue entre novembre et décembre",GabonReview,,2026-07-31,day,GAB,infra.store; infra.connect; gov.policy,ace-gabon; ministere-economie-numerique-gabon,sovereignty,full,False,,544,2026-08-04,https://www.gabonreview.com/datacenter-tier-iii-doumba-satisfait-de-lavancement-du-chantier-une-livraison-attendue-entre-novembre-et-decembre/
2026-07-30-protection-sociale-le-gabon-franchit-une-nouvelle-etape,Protection sociale : le Gabon franchit une nouvelle étape,L'Union (Sonapresse),,2026-07-30,day,GAB,dpi.registry; include.access,registre-social-unique-gabon; digital-gabon-project; world-bank; unicef,,full,False,,375,2026-08-08,https://www.union.sonapresse.com/index.php/fr/protection-sociale-le-gabon-franchit-une-nouvelle-etape
2026-07-30-gabonreview-beac-qr-code-interoperable-cemac,"Cemac : moins de cash, plus de numérique, la BEAC déploie le QR Code interopérable",GabonReview,,2026-07-30,day,GAB; CMR; XCA,dpi.pay; dpi.exchange; gov.regional; gov.standards,beac; gimac; cemac; cobac,,full,False,,557,2026-07-30,https://www.gabonreview.com/cemac-moins-de-cash-plus-de-numerique-la-beac-deploie-le-qr-code-interoperable/
2026-07-30-ga-moov-gabon-premier-emetteur-paiements-cemac,Monétique : Moov Gabon devient le premier émetteur de paiements électroniques de la CEMAC,Le quotidien L'Economie,,2026-07-30,day,GAB; CMR,dpi.pay; data.statistics,gimac; moov-africa-gabon-telecom; airtel-gabon,,full,False,,477,2026-07-30,https://leconomie.info/article/monetique-moov-gabon-devient-le-premier-emetteur-de-paiements-electroniques-de-la-cemac
2026-07-30-ga-cartes-bancaires-paiements-tpe,"Gabon : Les banques comptent 457 377 cartes bancaires pour seulement 24,6 % de paiements sur TPE",Le quotidien L'Economie,,2026-07-30,day,GAB,dpi.pay; data.statistics; include.access,association-professionnelle-etablissements-credit-gabon; bgfibank-gabon,,full,False,,603,2026-07-30,https://leconomie.info/article/gabon-les-banques-comptent-457-377-cartes-bancaires-pour-seulement-246-de-paiements-sur-tpe
2026-07-30-cemac-gimacpay-transactions-2025,"Paiements numériques : GIMACPAY enregistre 20,3 millions de transactions pour 863 milliards de FCFA en 2025",Le quotidien L'Economie,,2026-07-30,day,CMR; GAB; COG; CAF; GNQ; TCD; XCA,dpi.pay; data.statistics; gov.regional,gimac; beac; cemac,,full,False,,598,2026-07-30,https://leconomie.info/article/paiements-numeriques-gimacpay-enregistre-203-millions-de-transactions-pour-863-milliards-de-fcfa-en-2025
2026-07-30-cemac-gimac-norme-qr-code-interoperable,Paiement numérique : Le GIMAC officialise la norme QR Code interopérable de la CEMAC,Le quotidien L'Economie,,2026-07-30,day,CMR; GAB; COG; CAF; GNQ; TCD; XCA,dpi.pay; gov.standards; gov.regional,gimac; beac; umac; cemac,,full,False,,399,2026-07-30,https://leconomie.info/article/paiement-numerique-le-gimac-officialise-la-norme-qr-code-interoperable-de-la-cemac
2026-07-30-agp-gabon-1000-tablettes-education-unicef-banque-mondiale,Gabon : remise de 1 000 tablettes au ministere de l'Education nationale,Agence Gabonaise de Presse (AGP),,2026-07-30,day,GAB,finance.new; capacity.literacy; include.access; dpi.mis,unicef; world-bank; ministere-education-nationale-gabon; ministere-economie-numerique-gabon,,full,False,,309,2026-07-31,https://agpgabon.ga/gabon-remise-de-1-000-tablettes-au-ministere-de-leducation-nationale/
2026-07-29-gabon-advances-digital-sovereignty-with-national-satellite-seminar,Gabon advances digital sovereignty with national satellite seminar,Tech Africa News,,2026-07-29,day,GAB,infra.connect; gov.policy; data.satellite,aninf; arcep-gabon; ageos,sovereignty,full,False,,291,2026-07-30,https://techafricanews.com/2026/07/29/gabon-advances-digital-sovereignty-with-national-satellite-seminar/
2026-07-29-agp-gabon-registre-social-unifie-rsug-premier-livrable,Gabon/Protection sociale : presentation du premier livrable du registre social unifie et du programme d'acces aux AGR,Agence Gabonaise de Presse (AGP),,2026-07-29,day,GAB,dpi.registry; include.access; dpi.mis,registre-social-unique-gabon; ministere-affaires-sociales-gabon; world-bank,,full,False,,294,2026-07-31,https://agpgabon.ga/gabon-protection-sociale-presentation-du-premier-livrable-du-registre-social-unifie-et-du-programme-dacces-aux-agr/
2026-07-27-gabonreview-seminaire-communications-spatiales-souverainete,"Connectivité, sécurité, innovation : le Gabon place le spatial au cœur de ses ambitions futures",GabonReview,,2026-07-27,day,GAB,infra.connect; data.satellite; gov.policy; include.divides; infra.cybersec,ministere-economie-numerique-gabon; ageos; aninf,sovereignty,full,False,,758,2026-07-30,https://www.gabonreview.com/connectivite-securite-innovation-le-gabon-place-le-spatial-au-coeur-de-ses-ambitions-futures/
2026-07-27-agp-gabon-communications-spatiales-11-recommandations-souverainete,"Gabon : Seminaire sur l'evolution des communications spatiales, 11 recommandations adoptees",Agence Gabonaise de Presse (AGP),,2026-07-27,day,GAB,gov.policy; infra.connect; data.satellite; capacity.training,ministere-economie-numerique-gabon; aninf-gabon; ageos; spin-gabon,sovereignty,full,False,,400,2026-07-31,https://agpgabon.ga/gabon-seminaire-sur-levolution-des-communications-spatiales-11-recommandations-adoptees/
2026-07-26-gabonactu-apsad-libertes-civiques-numeriques-rapport-plaidoyer,Reseaux sociaux : Reguler dans le respect des libertes (APSAD),Gabonactu,,2026-07-26,day,GAB,gov.discourse; gov.protect; gov.legislate,apsad-gabon; hac-gabon,,full,False,,574,2026-07-31,https://gabonactu.com/blog/2026/07/26/reseaux-sociaux-reguler-dans-le-respect-des-libertes-apsad/
2026-07-24-agp-gabon-textes-application-digitalisation-des-enseignements,Gabon/Education : cloture de l'atelier consacre au cadre reglementaire de la digitalisation des enseignements,Agence Gabonaise de Presse (AGP),,2026-07-24,day,GAB,gov.legislate; gov.policy; capacity.literacy; gov.standards,ministere-education-nationale-gabon,,full,False,,406,2026-07-31,https://agpgabon.ga/gabon-education-cloture-de-latelier-consacre-au-cadre-reglementaire-de-la-digitalisation-des-enseignements/
