row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
COM-tech.industry-digital-sector-contribution-to-gross,COM,tech.industry,Artificial intelligence and the technology sector,Digital sector contribution to gross domestic product,"The statistics institute's national accounts by branch, or the regulator's statutory annual activity report, which has never been published; no sector-size, employment or firm-count figure exists in the base for any year",,
COM-geopol.china-chinese-digital-or-technology-cooperation,COM,geopol.china,Artificial intelligence and the technology sector,Chinese digital or technology cooperation instrument,"The memorandum or contract behind the technology park build and the supplier training cohort, or the World Bank appraisal document naming the supplier arrangement; the supplier appears in three sources as builder and trainer and no instrument is held",,
COM-geopol.usa-united-states-digital-or-technology,COM,geopol.usa,Artificial intelligence and the technology sector,United States digital or technology cooperation instrument,"Any embassy, development finance or trade agency statement on Comorian digital cooperation, or the regulator's decision on the satellite operator's licence application; the only United States-linked item in the base is the deployment ban",,
COM-geopol.india-indian-digital-or-technology-cooperation,COM,geopol.india,Artificial intelligence and the technology sector,Indian digital or technology cooperation instrument,"A bilateral statement, a credit line, or a digital public infrastructure memorandum; the base holds nothing whatsoever on this subject",,
COM-geopol.gulf-gulf-state-digital-or-technology,COM,geopol.gulf,Artificial intelligence and the technology sector,Gulf-state digital or technology cooperation instrument,"A bilateral digital agreement, or the Islamic bank's own board approval document for the e-government project, which would at least date and characterise the component the base knows only through a procurement notice",,
COM-include.divides-universal-service-or-rural-access,COM,include.divides,Inclusion and capacity,Universal service or rural access fund,"A published universal-service provision in the electronic communications statute, whose promulgating decree is held and whose own text is not, or a regulator decision establishing a fund and its levy rate; a corpus-wide search returns such funds in four other countries and nothing Comorian",,
COM-capacity.literacy-national-digital-literacy-or-digital,COM,capacity.literacy,Inclusion and capacity,National digital-literacy or digital-skills programme,"An education ministry or digital agency programme document, or the education chapter of the 2018 strategy's implementation plan, naming a programme with a target and a budget line",,
COM-include.access-official-internet-penetration-or-affordability,COM,include.access,Inclusion and capacity,Official internet-penetration or affordability series,"The regulator's statutory annual activity report, which does not exist for any year, or connectivity figures actually stored rather than pointed at; the wiki holds a reference report for Comoros whose stored body carries no figures at all",2026-08-31,
COM-finance.budget-execution-of-the-2025-digital,COM,finance.budget,Finance,Execution of the 2025 digital vote,"The budget execution report for 2025, due mid-2026 on the ministry's own cadence, or the fiscal operations table; neither exists at 2026-08-04, and only the 2024 outturn exists, by nature",,
COM-finance.new-financing-instrument-behind-the-technology,COM,finance.new,Finance,Financing instrument behind the technology park,"The World Bank appraisal document or aid-transparency activity for the operation carrying the US$4,090,000, which would identify the lending instrument and disbursement schedule",,
COM-finance.budget-annual-budget-execution-report,COM,finance.budget,Finance,Annual budget execution report,A companion record in raw/ for the budget-execution report held as a PDF in OSINT's budget-archive; the document exists there and Corpus cannot cite it (notes-for-osint 13).,2026-08-14,open
COM-finance.budget-budget-framing-letter,COM,finance.budget,Finance,Budget framing letter,A companion record in raw/ for the lettre de cadrage budgetaire held as a PDF in OSINT's budget-archive (notes-for-osint 13).,2026-08-14,open
COM-finance.budget-contract-for-information-technology-equipment,COM,finance.budget,Finance,Contract for information technology equipment for the rural development centres,A companion record in raw/ for the equipment contract held as a PDF in OSINT's budget-archive (notes-for-osint 13).,2026-08-14,open
COM-finance.budget-list-of-contracts-and-beneficial,COM,finance.budget,Finance,List of contracts and beneficial owners,A companion record in raw/ for the contracts and beneficial-owners list held as a PDF in OSINT's budget-archive (notes-for-osint 13).,2026-08-14,open
COM-gov.legislate-access-to-information-law,COM,gov.legislate,Governance,Access to information law,"An adopted access-to-information statute, a published bill, or a dated government statement of intent with a timetable; UNESCO's periodic-review submission of January 2026 records that none has been adopted and the 2023 anti-corruption law only anticipates that one will be",2026-08-31,
