iso3,published,publisher,title,url,sub_section,found,status,notes
KEN,2025,International Telecommunication Union,The affordability of ICT services 2024,https://www.itu.int/dms_pub/itu-d/opb/ind/D-IND-ICT_PRICES.01-2025-PDF-E.pdf,include.access,2026-08-15,,
KEN,2025,"National Treasury, Kenya",Integrated Financial Management Information System,https://ifmis.go.ke,dpi.mis,2026-08-15,,
KEN,2025,"National Treasury, Kenya",Government digital payments and eCitizen,https://www.treasury.go.ke/government-digital-payments-ecitizen,dpi.pay,2026-08-15,,
KEN,2025,Our World in Data,Kenya has made substantial progress in providing access to electricity,https://ourworldindata.org/data-insights/kenya-has-made-substantial-progress-in-providing-access-to-electricity,infra.energy,2026-08-15,,
KEN,2025,PLOS ONE,Financial services accessibility for persons with disabilities in Kenya,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321493,include.access,2026-08-15,,
KEN,2025,State Department for Immigration and Citizen Services (Usajili),Integrated Population Registration Service,https://usajili.go.ke/integrated-population-registration-service,dpi.registry,2026-08-15,,
KEN,2025,World Bank,Global Findex Database 2025: any digital payment,https://microdata.worldbank.org/catalog/7926/variable/F1/V27?name=anydigpayment,dpi.pay,2026-08-15,,
KEN,2025,World Bank,GovTech Maturity Index 2025 Update,https://www.worldbank.org/en/programs/govtech/gtmi-2025-update,infra.store,2026-08-15,,
KEN,2025-01,"Ministry of Information, Communications and the Digital Economy, Kenya",Kenya National AI Strategy 2025-2030 (draft for public validation),https://ict.go.ke/sites/default/files/2025-01/Kenya%20National%20AI%20Strategy%20%28Draft%29%20for%20Public%20Validation%20%20%5B14-01-2025%5D.pdf,tech.ai,2026-08-15,,
KEN,2025-08,Caribou Digital,Integration without identification,https://caribou.global/wp-content/uploads/2025/08/Integration-without-Identification.pdf,include.access,2026-08-15,,
KEN,2025-08,Communications Authority of Kenya / Kenya National Bureau of Statistics,Fact sheet on ICT analytical report based on Kenya Housing Survey 2023-2024,https://www.ca.go.ke/sites/default/files/2025-08/Fact%20Sheet%20on%20ICT%20Analytical%20Report%20Based%20on%20Kenya%20Housing%20Survey%202023-2024%20Final%20WEB%20Version.pdf,infra.connect,2026-08-15,,
KEN,2025-09,"Energy and Petroleum Regulatory Authority, Kenya","Energy and Petroleum Statistics Report, September 2025",https://www.gak.co.ke/wp-content/uploads/2025/12/EPRA-Energy-and-Petroleum-Statistics-Report-September-2025-1.pdf,infra.energy,2026-08-15,,
KEN,2025-09,KICTANet,Kenya launches strategic roadmap to build inclusive digital public infrastructure,https://www.kictanet.or.ke/kenya-launches-strategic-roadmap-to-build-inclusive-digital-public-infrastructure/,gov.policy,2026-08-15,,
KEN,2026,Africa Data Centres,Nairobi data centre,https://www.africadatacentres.com/nairobi/,infra.store,2026-08-15,,
KEN,2026,African Export-Import Bank,PesaLink and PAPSS unlock cross-border payments in local currencies in Kenya,https://www.afreximbank.com/pesalink-and-papss-unlock-cross-border-payments-in-local-currencies-in-kenya/,gov.regional,2026-08-15,,
KEN,2026,Amazon Web Services,AWS Local Zones locations,https://aws.amazon.com/about-aws/global-infrastructure/localzones/locations/,infra.store,2026-08-15,,
KEN,2026,"Business Registration Service, Kenya",Business Registration Service,https://brs.go.ke,dpi.registry,2026-08-15,,
KEN,2026,Capital FM,Police turn to technology: CCTV and body cameras to secure 2027 polls,https://www.capitalfm.co.ke/news/2026/05/police-turn-to-technology-cctv-and-body-cameras-to-secure-2027-polls/,dpi.mis,2026-08-15,,
KEN,2026,Central Bank of Kenya,National Payments System,https://www.centralbank.go.ke/national-payments-system/,dpi.pay,2026-08-15,,
KEN,2026,Communications Authority of Kenya,National Addressing System Kenya,https://www.ca.go.ke/index.php/national-addressing-system-kenya,dpi.registry,2026-08-15,,
KEN,2026,DLA Piper,Data Protection Laws of the World: Kenya,https://www.dlapiperdataprotection.com/guide.pdf?c=KE,gov.protect,2026-08-15,,
KEN,2026,Ethical Business Africa,Proof of existence,https://ethicalbusiness.africa/2026/03/14/proof-of-existence/,dpi.id,2026-08-15,,
KEN,2026,"Independent Electoral and Boundaries Commission, Kenya",Press release: collaboration with state agencies on managing the register of voters,https://www.iebc.or.ke/news/?Press_release_-_Collaboration_with_State_Agencies_on_Managing_the_Register_of_Voters=,dpi.exchange,2026-08-15,,
KEN,2026,Integrated Payment Services Limited (PesaLink),PesaLink,https://pesalink.co.ke/,dpi.pay,2026-08-15,,
KEN,2026,Kenya Revenue Authority,iTax,https://itax.kra.go.ke,dpi.mis,2026-08-15,,
KEN,2026,Kenyans.co.ke,"Education Ministry rolls out KEMIS, makes registration mandatory for capitation",https://www.kenyans.co.ke/news/124058-education-ministry-rolls-out-kemis-makes-registration-mandatory-capitation,dpi.mis,2026-08-15,,
KEN,2026,Kenyans.co.ke,"Kenyans to soon access their national IDs electronically, Murkomen confirms",https://www.kenyans.co.ke/news/124716-kenyans-soon-access-their-national-ids-electronically-murkomen-confirms,dpi.registry,2026-08-15,,
KEN,2026,Kenyatta University institutional repository,Research on health facility record-keeping in Kenya (title not stated in the source list),https://ir-library.ku.ac.ke/server/api/core/bitstreams/fa1092df-be95-4d9e-b261-c9d4629ff402/content,dpi.mis,2026-08-15,,
KEN,2026,"Ministry of Health, Kenya",CS Duale leads consultative forum on the transition to the SHA HMIS,https://www.health.go.ke/cs-duale-leads-consultative-forum-transition-sha-hmis,dpi.mis,2026-08-15,,
KEN,2026,Nation Africa,98pc of public schools submit data in efforts to curb capitation fraud,https://nation.africa/kenya/news/education/98pc-of-public-schools-submit-data-in-efforts-to-curb-capitation-fraud--5184528,dpi.mis,2026-08-15,,
KEN,2026,Packet Clearing House,KIXP - Kenya Internet Exchange Point,https://www.pch.net/ixp/details/143,infra.connect,2026-08-15,,
KEN,2026,The Eastleigh Voice,Interior CS Murkomen unveils Digital OB and AI reforms to modernise policing,https://eastleighvoice.co.ke/technology/324800/interior-cs-murkomen-unveils-digital-ob-and-ai-reforms-to-modernise-policing,dpi.mis,2026-08-15,,
KEN,2026,UN Economic Commission for Africa (APAI-CRVS),Kenya CRVS country snapshot,https://apai-crvs.uneca.org/sites/default/files/resourcefiles/CRVS_KenyaSnapshot_e.pdf,dpi.registry,2026-08-15,,
KEN,2026-01,allAfrica,Kenya: Registrar of Marriages ends manual certificate printing,https://allafrica.com/stories/202601270092.html,dpi.registry,2026-08-15,,
KEN,2026-03,FSD Kenya,From access to integration: a landscape assessment of refugee financial inclusion in Kenya,https://www.fsdkenya.org/wp-content/uploads/2026/03/From-access-to-integration-A-landscape-assessment-of-refugee-financial-inclusion-in-Kenya-pdf-1.pdf,include.access,2026-08-15,,
KEN,2026-04,"Office of the Data Protection Commissioner, Kenya",Guidance note on cross-border data transfers,https://www.odpc.go.ke/wp-content/uploads/2026/04/Guidance-Note-on-Cross-border-Data-Transfers.pdf,gov.protect,2026-08-15,,
NGA,2024,BusinessDay,2 in 3 Nigerian women missing out on mobile internet boom,https://businessday.ng/technology/article/2-in-3-nigerian-women-missing-out-on-mobile-internet-boom/,include.divides,2026-08-15,,
NGA,2024,GitHub,Octoverse 2024,https://github.blog/news-insights/octoverse/octoverse-2024/,infra.capacity,2026-08-15,,
NGA,2024,IDTechWire,"World Bank expands Nigeria's digital ID target to 180 million, extends project to 2026",https://idtechwire.com/world-bank-expands-nigerias-digital-id-target-to-180-million-extends-project-to-2026/,dpi.id,2026-08-15,,
NGA,2024,International Telecommunication Union,Global Cybersecurity Index 2024,https://www.itu.int/en/mediacentre/Pages/PR-2024-09-10-Global-Cybersecurity-Index.aspx,infra.cybersec,2026-08-15,,
NGA,2024,Mo Ibrahim Foundation,2024 Ibrahim Index of African Governance — Nigeria country profile,https://assets.iiag.online/2024/profiles/2024-IIAG-profile-ng.pdf,infra.connect,2026-08-15,,
NGA,2024,National Centre for Artificial Intelligence and Robotics (NITDA),National Artificial Intelligence Strategy,https://ncair.nitda.gov.ng/wp-content/uploads/2024/08/National-AI-Strategy_01082024-copy.pdf,tech.ai,2026-08-15,,
NGA,2024,Open Data Watch,Open Data Inventory (ODIN),https://odin.opendatawatch.com/data,data.open,2026-08-15,,
NGA,2024,World Bank,Digital Skills in Nigeria,https://thedocs.worldbank.org/en/doc/a607bb6e3b76d2be0f3db8db34dcf73e-0140022025/original/1Nigeria-TF0C2441-Digital-Skills-Report-final.pdf,include.divides,2026-08-15,,
NGA,2024,World Intellectual Property Organization,Global Innovation Index 2024: Nigeria,https://www.wipo.int/edocs/gii-ranking/2024/ng.pdf,tech.innovate,2026-08-15,,
NGA,2025,Africa: The Big Deal,2024 round-up,https://africathebigdeal.com/wp-content/uploads/2025/01/ATBD-2024-Round-Up.pdf,tech.innovate,2026-08-15,,
NGA,2025,AfricaNenda,SIIPS 2025: NIP Nigeria case study,https://www.africanenda.org/uploads/files/siips2025/siips_2025_NIP-Nigeria_CaseStudy_en.pdf,dpi.pay,2026-08-15,,
NGA,2025,BusinessDay,"Only 9% of companies in Nigeria pay tax, Reps",https://businessday.ng/news/article/only-9-of-companies-in-nigeria-pay-tax-reps/,dpi.registry,2026-08-15,,
NGA,2025,Center for Global Development,New survey finds frequent power outages a major constraint for Nigerian tech entrepreneurs,https://www.cgdev.org/article/new-survey-finds-frequent-power-outages-major-constraint-nigerian-tech-entrepreneurs,infra.energy,2026-08-15,,
NGA,2025,"Federal Ministry of Communications, Innovation and Digital Economy",Nigeria joins the Digital Public Goods Alliance,https://fmcide.gov.ng/nigeria-joins-the-digital-public-goods-alliance/,dpi.mis,2026-08-15,,
NGA,2025,Federal Ministry of Housing and Urban Development,"FG aims to unlock $150 billion dormant land capital, boost economy",https://fmino.gov.ng/fg-aims-to-unlock-150-billion-dormant-land-capital-boost-economy/,dpi.registry,2026-08-15,,
NGA,2025,Keesing Platform,Nigeria rolls out ECOWAS National Biometric ID Card,https://platform.keesingtechnologies.com/nigeria-rolls-out-ecowas-national-biometric-id-card/,dpi.id,2026-08-15,,
NGA,2025,Mondaq,"Nigeria: Data Transfers Guidance Note, September 24 2025",https://www.mondaq.com/nigeria/privacy-protection/1703722/nigeria-data-transfers-guidance-note-september-24-2025,infra.store,2026-08-15,,
NGA,2025,National Information Technology Development Agency (NITDA),National Cloud Policy 2025,https://nitda.gov.ng/wp-content/uploads/2025/10/National-Cloud-Policy-2025-Oct2-2025.pdf,infra.store,2026-08-15,,
NGA,2025,Nigeria Data Protection Commission,Nigeria Data Protection Act General Application and Implementation Directive 2025,https://ndpc.gov.ng/wp-content/uploads/2025/03/NDP-ACT-GAID-2025-MARCH-20TH.pdf,gov.protect,2026-08-15,,
NGA,2025,Rest of World,AWS and Google Cloud alternatives in Nigeria,https://restofworld.org/2025/aws-google-cloud-nigeria-alternatives/,infra.store,2026-08-15,,
NGA,2025,The Guardian Nigeria,"Nigeria, Team Europe chart new course for data exchange",https://guardian.ng/technology/tech/nigeria-team-europe-chart-new-course-for-data-exchange/,geopol.eu,2026-08-15,,
NGA,2025,The Punch,"MDAs remitted N1.96tn through IPPIS in 2024, report",https://punchng.com/mdas-remitted-n1-96tn-through-ippis-in-2024-report/,dpi.mis,2026-08-15,,
NGA,2025,TheCable,Digital but unequal: inside Nigeria's state-level DPI readiness divide,https://www.thecable.ng/digital-but-unequal-inside-nigerias-state-level-dpi-readiness-divide/,include.divides,2026-08-15,,
NGA,2025,World Bank,GovTech Maturity Index (GTMI) 2025 Update,https://www.worldbank.org/en/programs/govtech/gtmi-2025-update,dpi.mis,2026-08-15,,
NGA,2025,development Research and Projects Centre (dRPC),Multidimensional poverty and social protection assistance in Nigeria,https://drpcngr.org/wp-content/uploads/2025/10/MULTIDIMENSIONAL-POVERTY-AND-SOCIAL-PROTECTION-ASSISTANCE-IN-NIGERIA.pdf,dpi.registry,2026-08-15,,
NGA,2025-05,Lagos State Ministry of Health,Lagos drives digital revolution in primary healthcare,https://lagosministryofhealth.org/lagos-drives-digital-revolution-in-primary-healthcare/,dpi.mis,2026-08-15,,
NGA,2026,Cresthills Media,Why millions of Nigerian children remain undocumented despite digital birth registration push,https://cresthillsmedia.com/why-millions-of-nigerian-children-remain-undocumented-despite-digital-birth-registration-push/,digital.rural,2026-08-15,,
NGA,2026,"DHIS2, University of Oslo","School reporting in Edo State, Nigeria",https://dhis2.org/school-reporting-edo-state-nigeria/,dpi.mis,2026-08-15,,
NGA,2026,DPI Africa,Classroom attendance in Nigeria still relies on paper,https://dpi.africa/classroom-attendance-in-nigeria-still-relies-on-paper/,digital.rural,2026-08-15,,
NGA,2026,Global Journal of Medical Sciences,"Barriers to the adoption of electronic health records in Nigerian healthcare systems: analysing infrastructure, training and policy challenges",https://thegjms.org/barriers-to-the-adoption-of-electronic-health-records-in-nigerian-healthcare-systems-analysing-infrastructure-training-and-policy-challenges/,infra.energy,2026-08-15,,
NGA,2026,IT Pulse,How local peering grew IXPN's traffic from 4 Gbps in 2015 to 1.7 Tbps,https://itpulse.com.ng/how-local-peering-grew-ixpns-traffic-from-4-gbps-in-2015-to-1-7-tbps-in-2025/,infra.connect,2026-08-15,,
NGA,2026,Innovation Support Network,Nigeria's innovation landmark: ISN launches comprehensive hub assessment report and unveils 2026-2030 strategic outlook,https://isnhubs.org.ng/nigerias-innovation-landmark-isn-launches-comprehensive-hub-assessment-report-and-unveils-2026-2030-strategic-outlook/,tech.innovate,2026-08-15,,
NGA,2026,National Health Insurance Authority,Presidential directive on mandatory health insurance implementation across MDAs,https://www.nhia.gov.ng/presidential-directive-on-mandatory-health-insurance-implementation-across-mdas/,dpi.id,2026-08-15,,
NGA,2026,National Social Safety Nets Coordinating Office (NASSCO),NSR coverage across Nigeria,https://nassp.gov.ng/nsr/nsr-coverage-across-nigeria,dpi.registry,2026-08-15,,
