title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
Protocol on the implementation of the Sustainable Fisheries Partnership Agreement between the European Union and the Republic of Seychelles (2026-2030),Official Journal of the European Union,,2026-08-11,day,SYC,geopol.eu,european-union; government-of-seychelles; indian-ocean-tuna-commission,2026-09-06,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=OJ%3AL_202601935,
"President Herminie – Science, Technology and Innovation Belong at The Centre of a People-Centred Society",State House Seychelles (Office of the President),,2026-08-10,day,SYC,gov.policy; dpi.govtech,nisti-seychelles,2026-08-18,https://statehouse.gov.sc/news/7184/president-herminie-science-technology-and-innovation-belong-at-the-centre-of-a-people-centred-society,
Seychelles'' Future is Blue & Innovative: Introducing the BTI,SeyCCAT (Seychelles Conservation and Climate Adaptation Trust),,2026-08-10,day,SYC,tech.innovate,seyccat; nisti; global-environment-facility; global-fund-for-coral-reefs,2026-09-06,https://www.linkedin.com/posts/seyccat-seychelles-conservation-and-climate-adaptation-trust_launch-of-business-technology-and-innovation-activity-7492516083128565761-JJ74,
Beyond broad pledges: India's tech sovereignty push in Africa and ASEAN,Firstpost,Rakesh Khar,2026-08-08,day,XAF; MAR; ETH; TGO; UGA; ZMB; KEN; MUS; SYC,geopol.india; dpi.id; dpi.pay; gov.discourse,mosip; india-stack; government-of-india; fayda,2026-08-09,https://www.firstpost.com/opinion/beyond-broad-pledges-indias-tech-sovereignty-push-in-africa-and-asean-14036875.html,
President Herminie Receives Credentials from Malta's First High Commissioner to Seychelles,State House Seychelles,,2026-08-04,day,SYC,dpi.govtech; gov.policy,state-house-seychelles,2026-08-08,https://statehouse.gov.sc/news/7165/president-herminie-receives-credentials-from-maltas-first-high-commissioner-to-seychelles,
"Consolidated Text of the Treaty of the Southern African Development Community, as Amended (2025 edition)","SADC Secretariat, Legal Affairs Unit",,2026-08-01,month,SYC,gov.regional,sadc,2026-09-06,https://www.sadc.int/sites/default/files/2026-08/Consolidated%20Text%20of%20the%20SADC%20Treaty%20as%20Amended%202025.pdf,
Exciting Update: New Land Search System Coming Soon to Seychelles,Seychelles Registration Office (Registration Division),,2026-08-01,month,SYC,dpi.registry,registration-division-seychelles,2026-09-06,https://registrationdivision.gov.sc/exciting-update-new-land-searchsystem-coming-soon-to-seychelles/,
President Herminie's Vision for Artificial Intelligence Takes Root in Seychelles Classrooms,State House Seychelles,,2026-07-31,day,SYC,tech.ai; gov.policy; capacity.literacy; gov.protect,ministry-of-education-seychelles; world-bank; cabinet-of-seychelles,2026-07-31,https://statehouse.gov.sc/news/7158/president-herminies-vision-for-artificial-intelligence-takes-root-in-seychelles-classrooms,
Les Seychelles testent un système de contrôle routier par vidéo-verbalisation,wearetech.africa,,2026-07-30,day,SYC,dpi.govtech; gov.protect,government-of-seychelles; acusensus,2026-07-30,https://www.wearetech.africa/fr/fils/actualites/tech/les-seychelles-testent-un-systeme-de-controle-routier-par-video-verbalisation,
"Starlink adds Cote d'Ivoire and Seychelles, reaching 28 African countries",Tech-ish,,2026-07-28,day,CIV; SYC; KEN; ZAF; NAM; XAF,infra.connect; gov.legislate; include.divides,starlink; spacex; artci; icasa; cran; amazon-leo; herotel; communications-authority-of-kenya,2026-07-30,https://tech-ish.com/2026/07/28/starlink-28-african-countries-kenya-freeze/,
SRC moves to final stage of e-invoicing procurement,Seychelles Nation,,2026-07-25,day,SYC,dpi.govtech; dpi.pay; gov.policy,seychelles-revenue-commission,2026-07-31,https://www.nation.sc/articles/31652/src-moves-to-final-stage-of-einvoicing-procurement,
An Election Pledge Fulfilled as Starlink Begins Operations in Seychelles,State House Seychelles,,2026-07-24,day,SYC,infra.connect; gov.policy; include.divides,starlink; seychelles-communications-regulatory-authority; state-house-seychelles,2026-07-31,https://statehouse.gov.sc/news/7153/an-election-pledge-fulfilled-as-starlink-begins-operations-in-seychelles,
"Cabinet clears major reforms across economy, education, and environment",Seychelles Nation,,2026-07-24,day,SYC,gov.legislate,cabinet-of-seychelles; financial-services-authority-seychelles; ministry-of-education-seychelles; fair-trading-commission-seychelles,2026-09-06,https://www.nation.sc/articles/31629/cabinet-clears-major-reforms-across-economy-education-and-environment,
AUDA-NEPAD launches first continental programme dedicated to Africa's island economies,African Union Development Agency (AUDA-NEPAD),,2026-07-24,day,XAF; CPV; COM; GNB; MDG; MUS; STP; SYC,gov.policy; gov.regional; infra.connect; tech.ai,auda-nepad; african-union; african-development-bank,2026-08-01,https://www.nepad.org/news/auda-nepad-launches-first-continental-programme-dedicated-africas-island-economies,
Health ministry vision workshop concludes with reform roadmap,Seychelles Nation,,2026-07-23,day,SYC,dpi.mis; gov.policy; gov.discourse,ministry-of-health-seychelles; public-health-authority-seychelles,2026-07-31,https://www.nation.sc/articles/31622/health-ministry-vision-workshop-concludes-with-reform-roadmap--by-gilliana-anacoura,
"Cabinet Business - Wednesday 22nd July, 2026",State House Seychelles,,2026-07-23,day,SYC,gov.policy; gov.legislate; dpi.pay; data.satellite; tech.ai,cabinet-of-seychelles; financial-services-authority-seychelles; ministry-of-education-seychelles; unodc,2026-07-31,https://statehouse.gov.sc/cabinet-decisions/7151/cabinet-business-thursday-23rd-july-2026,
Assembly approves accession to Budapest Convention on Cybercrime,Seychelles Nation,,2026-07-23,day,SYC,infra.cybersec; gov.legislate; gov.standards,national-assembly-seychelles; budapest-convention; council-of-europe,2026-07-30,https://www.nation.sc/articles/31614/assembly-approves-accession-to-budapest-convention-on-cybercrime,
"Starlink begins operations in Seychelles, expanding internet choices for consumers",State House Seychelles (Office of the President),,2026-07-22,day,SYC,infra.connect; gov.legislate; include.access,starlink; sebastien-pillay,2026-08-03,https://statehouse.gov.sc/news/7148/starlink-begins-operations-in-seychelles-expanding-internet-choices-for-consumers,
"Starlink Launches in Seychelles, Offering New High-Speed Internet Option",Tech Africa News,,2026-07-22,day,SYC,infra.connect; gov.legislate; data.satellite,starlink; seychelles-communications-regulatory-authority,2026-07-23,https://techafricanews.com/2026/07/22/starlink-launches-in-seychelles-offering-new-high-speed-internet-option/,
Fusepay expands beyond payments with AI operating system for trade businesses,TechCabal,,2026-07-22,day,SYC,dpi.pay; tech.ai; tech.innovate,fusepay,2026-07-23,https://techcabal.com/2026/07/22/fusepay-expands-beyond-payments-with-ai-operating-system/,
President Herminie Breaks Ground on COMESA Innovation Hub to Advance Entrepreneurship and Economic Transformation,"State House Seychelles, Office of the President",,2026-07-21,day,SYC,tech.innovate,comesa; auda-nepad; comfwb,2026-09-06,https://statehouse.gov.sc/news/7147/president-herminie-breaks-ground-on-comesa-innovation-hub-to-advance-entrepreneurship-and-economic-transformation,
New era of care begins,Seychelles Nation,,2026-07-21,day,SYC,digital.rural,ministry-of-health-seychelles; public-health-authority-seychelles,2026-09-06,https://www.nation.sc/articles/31592/ministry-of-health,
Starlink live in Côte d'Ivoire and Seychelles,Connecting Africa,,2026-07-20,day,CIV; SYC,infra.connect; include.divides,starlink; spacex; orange-cote-divoire; mtn-cote-divoire; eutelsat,2026-07-21,https://www.connectingafrica.com/connectivity/starlink-live-in-c-te-d-ivoire-and-seychelles,
UniSey Strengthens Strategic Partnership with Vice-President on National Development Priorities,University of Seychelles,,2026-07-16,day,SYC,capacity.research,university-of-seychelles,2026-09-06,https://unisey.ac.sc/news/unisey-strengthens-strategic-partnership-with-vice-president-on-national-development-priorities/,
From connectivity to intelligence: How Mauritius Telecom is building the intelligent layer of everyday Mauritius,Platform Africa,,2026-07-16,day,MUS; SYC,tech.ai; infra.store; infra.connect; dpi.pay; capacity.training; finance.mou; gov.standards,mauritius-telecom; mytgpt; amazon-web-services; nvidia,2026-07-20,https://platformafrica.com/2026/07/16/from-connectivity-to-intelligence-how-mauritius-telecom-is-building-the-intelligent-layer-of-everyday-mauritius/,
"Seychelles Broadcasting Corporation Act, 2026 (Act 12 of 2026)",Government of Seychelles -- Official Gazette,,2026-07-13,day,SYC,gov.legislate,sbc-seychelles; national-assembly-seychelles,2026-09-06,https://www.gazette.sc/sites/default/files/2026-07/Act%2012%202026%20-%20Seychelles%20Broadcasting%20Corporation%20Act%202026.pdf,
"SRC introduces new cheque payment limits, plans full phase-out by 2028",Seychelles Nation,,2026-07-09,day,SYC,dpi.pay,seychelles-revenue-commission; central-bank-of-seychelles,2026-07-19,https://nation.sc/articles/31435/src-introduces-new-cheque-payment-limits-plans-full-phase-out-by-2028,
Airtel Seychelles launches 5G network and partners with SBC,Seychelles Nation,Vidya Gappy,2026-07-04,day,SYC,infra.connect; tech.industry,airtel-africa; sbc-seychelles,2026-08-03,https://nation.sc/articles/31374/airtel-seychelles-launches-5g-network-and-partners-with-sbc-by-vidya-gappy,
Seychelles national launch of the electronic Certificate of Origin (e-CO),COMESA,,2026-07-04,day,SYC,dpi.govtech; gov.regional; dpi.exchange,seychelles-revenue-commission; comesa,2026-07-19,https://www.comesa.int/seychelles-national-launch-of-the-e-co-official-statement-by-the-guest-of-honour-the-principal-secretary-for-trade-ms-natalie-edmond/,
Seychelles to roll out India's UPI instant payment system by end-2026,Africa Business Insight,,2026-06-30,day,SYC,dpi.pay; finance.mou; geopol.india,central-bank-of-seychelles; npci-international,2026-07-19,https://africabusinessinsight.com/seychelles-upi-launch-2026/,
President Herminie and PM Modi Elevate Seychelles-India Partnership through Signing of Nine Agreements,"State House Seychelles, Office of the President",,2026-06-28,day,SYC,geopol.india; dpi.pay,central-bank-of-seychelles; npci-international; india-exim-bank; state-house-seychelles,2026-09-06,https://statehouse.gov.sc/news/7076/president-herminie-and-pm-modi-elevate-seychelles-india-partnership-through-signing-of-nine-agreements,
Seychelles launches revamped eGov portal to expand digital public services,TechAfrica News,,2026-06-24,day,SYC,dpi.govtech,department-of-information-communication-technology-seychelles; sebastien-pillay; patrick-herminie,2026-07-19,https://techafricanews.com/2026/06/24/seychelles-launches-revamped-egov-portal-to-expand-digital-public-services/,
President Herminie officially launches Electronic Case Management System,State House Seychelles (Office of the President),,2026-06-23,day,SYC,dpi.govtech; infra.capacity; geopol.usa,attorney-generals-office-seychelles; patrick-herminie; unodc; unops,2026-07-19,https://statehouse.gov.sc/news/7053/president-herminie-officially-launches-electronic-case-management-system-new-digital-platform-marks-significant-step-forward-for-seychelles-legal-affairs-sector,
Seychelles launches revamped gov.sc portal to strengthen digital access,Seychelles Nation,,2026-06-23,day,SYC,gov.policy,,2026-09-06,https://nation.sc/articles/31239/seychelles-launches-revamped-govsc-portal-to-strengthen-digital-access,
"As part of its commitment to strengthening the national statistical system, NBS recently undertook a review of its organisational structure through support from an African Development Bank (AfDB) grant",National Bureau of Statistics Seychelles (LinkedIn),,2026-06-19,day,SYC,data.statistics,national-bureau-of-statistics-seychelles; african-development-bank,2026-09-06,https://www.linkedin.com/posts/national-bureau-of-statistics-seychelles_as-part-of-its-commitment-to-strengthening-activity-7473731481010495488-7w9i,
"National Assembly Administration Act, 2026 (Act 8 of 2026)",Republic of Seychelles -- Official Gazette,,2026-06-15,day,SYC,finance.budget,national-assembly-seychelles; parliamentary-service-commission-seychelles,2026-09-06,https://www.gazette.sc/sites/default/files/2026-06/Act%208%202026%20-%20National%20Assembly%20Administration%20Act%202026.pdf,
FiTI NMSG Showcases Seychelles' Leadership in Fisheries Transparency During Cote d'Ivoire Ministerial Visit,"Ministry of Fisheries, Agriculture and Blue Economy, Republic of Seychelles",,2026-06-12,day,SYC,data.open,ministry-of-fisheries-agriculture-and-blue-economy-seychelles; fisheries-transparency-initiative,2026-09-06,https://mofbe.gov.sc/fiti-nmsg-showcases-seychelles-leadership-in-fisheries-transparency-during-cote-divoire-ministerial-visit/,
A Delegation of the Parliamentary Service Participate in First Capacity Building Programme for the Civil Servants of Seychelles,The National Assembly of Seychelles,,2026-06-10,day,SYC,capacity.literacy,national-assembly-seychelles; public-service-bureau-seychelles; national-centre-for-good-governance-india,2026-09-06,https://www.nationalassembly.sc/media/news/2026-06/delegation-parliamentary-service-participate-first-capacity-building-programme,
Factsheet: The EU-ESA4 Enhanced Economic Partnership Agreement (EPA),"European Commission, Directorate-General for Trade and Economic Security",,2026-06-10,day,SYC,geopol.eu,european-commission; government-of-seychelles,2026-09-06,https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/eastern-and-southern-africa-esa/factsheet-eu-esa4-enhanced-economic-partnership-agreement-epa_en,
"Appointment of the Chief Executive Officer of the National Institute for Science, Technology and Innovation","State House Seychelles, Office of the President",,2026-06-09,day,SYC,tech.ai,national-institute-of-science-technology-and-innovation-seychelles,2026-09-06,https://statehouse.gov.sc/news/7022/appointment-of-the-chief-executive-officer-of-the-national-institute-for-science-technology-and-innovation,
SCRA ICT 1st Quarter 2026 Statistics,Seychelles Communications Regulatory Authority (SCRA),,2026-06-01,month,SYC,infra.connect,seychelles-communications-regulatory-authority,2026-09-06,https://scra.sc/wp-content/uploads/2026/06/SCRA-ICT-1st-Quarter-2026-Statistics.pdf,
"In the National Assembly: Starlink incorporated locally, services imminent — VP Pillay",Seychelles Nation,,2026-05-28,day,SYC,infra.connect; geopol.usa,starlink; sebastien-pillay; licensing-and-technology-authority-seychelles,2026-07-19,https://www.nation.sc/articles/30901/in-the-national-assembly,
CCG Whole Energy System Model Starter Data Kit for Seychelles,Open MIND (Zenodo),,2026-05-27,day,SYC,data.open,loughborough-university; climate-compatible-growth,2026-09-06,https://doi.org/10.5281/zenodo.18942184,
Press Release - FSA Takes Enforcement Action Against MX Global Ltd for Unlicensed Virtual Asset Services Operations,Financial Services Authority (Seychelles),,2026-05-26,day,SYC,dpi.pay,financial-services-authority-seychelles; mx-global-ltd; virtual-asset-service-providers-act-2024-seychelles,2026-09-06,https://fsaseychelles.sc/news/press-releases/fsa-takes-enforcement-action-against-mx-global-ltd-for-unlicensed-virtual-asset-services-operations,
President Herminie and Jason Winslow Mark Accessibility Milestone at Office of the First Lady Ahead of Global Accessibility Awareness Day,State House Seychelles | Office of the President,,2026-05-19,day,SYC,include.access,state-house-seychelles; office-of-the-first-lady-seychelles; ramp-up-rise-up,2026-09-06,https://statehouse.gov.sc/news/6979/president-herminie-and-jason-winslow-mark-accessibility-milestone-at-office-of-the-first-lady-ahead-of-global-accessibility-awareness-day,
"Cabinet Business - Wednesday 13th May, 2026",State House Seychelles -- Office of the President,,2026-05-14,day,SYC,gov.legislate; gov.standards; finance.budget,cabinet-of-seychelles; judiciary-of-seychelles,2026-09-06,https://statehouse.gov.sc/index.php/cabinet-decisions/6974/cabinet-business-wednesday-13th-may-2026,
"Cabinet Business - Wednesday 13th May, 2026","State House Seychelles, Office of the President",,2026-05-14,day,SYC,tech.innovate,cabinet-of-seychelles,2026-09-06,https://statehouse.gov.sc/news/6974/cabinet-business-wednesday-13th-may-2026,
"First Capacity Building Programme for the Civil Servants of Seychelles commences at National Centre for Good Governance (NCGG), Mussoorie","Press Information Bureau, Government of India (Ministry of Personnel, Public Grievances & Pensions)",,2026-05-12,day,SYC,infra.capacity,national-centre-for-good-governance-india; public-service-bureau-seychelles; ministry-of-external-affairs-india,2026-09-06,https://www.ncgg.org.in/sites/default/files/press_releases_document/Press_Release_PIB_12_05_2026.pdf,
Data Concepts and Applications,University of Seychelles,,2026-05-11,day,SYC,capacity.training,university-of-seychelles; university-of-oxford,2026-09-06,https://unisey.ac.sc/news/data-concepts-and-applications/,
President Witnessing Signing to Strengthen Emergency Communication and Inter-Agency Coordination,"State House Seychelles, Office of the President",,2026-05-08,day,SYC,digital.rural,department-of-risk-and-disaster-management-seychelles; seychelles-police,2026-09-06,https://statehouse.gov.sc/news/6964/president-witnessing-signing-to-strengthen-emergency-communication-and-inter-agency-coordination,
Seychelles launches AI pilot projects to transform teaching and learning,Seychelles Nation,,2026-05-07,day,SYC,tech.ai,ministry-of-education-seychelles; world-bank,2026-09-06,https://nation.sc/articles/30564/seychelles-launches-ai-pilot-projects-to-transform-teaching-and-learning,
"President Herminie Secures Strategic Gains with Emirates and UAE, Reinforcing Connectivity and Advancing Key National Projects","State House Seychelles, Office of the President",,2026-05-01,day,SYC,geopol.gulf,emirates-airline; government-of-the-united-arab-emirates; air-seychelles,2026-09-06,https://statehouse.gov.sc/news/6947/president-herminie-secures-strategic-gains-with-emirates-and-uae-reinforcing-connectivity-and-advancing-key-national-projects,
"S.I. 25 of 2026 -- National Institute of Science, Technology and Innovation (Commencement) Notice, 2026",The National Assembly of Seychelles,,2026-04-28,day,SYC,capacity.research,national-assembly-seychelles; national-institute-of-science-technology-and-innovation-seychelles,2026-09-06,https://www.nationalassembly.sc/legislation/statutory-instrument-sis/si-25-2026-national-institute-science-technology-and,
"Cabinet Business - Wednesday 22nd April, 2026",State House Seychelles -- Office of the President,,2026-04-23,day,SYC,gov.legislate; dpi.pay,cabinet-of-seychelles,2026-09-06,https://statehouse.gov.sc/news/6938/cabinet-business-wednesday-22nd-april-2026,
Seychelles launches digital school initiative,Seychelles Nation,,2026-04-21,day,SYC,digital.rural; dpi.exchange,ministry-of-education-and-human-resource-development-seychelles; digital-school-programme-uae,2026-09-06,https://nation.sc/articles/30340/seychelles-launches-digital-school-initiative,
Table Data - Internet users for Seychelles,Federal Reserve Bank of St. Louis (FRED) -- series sourced from World Bank World Development Indicators,,2026-04-14,day,SYC,infra.connect,world-bank,2026-09-06,https://fred.stlouisfed.org/data/ITNETUSERP2SYC,
Information Commission Seychelles | Annual Report 2025,The National Assembly of Seychelles,,2026-04-13,day,SYC,gov.protect,information-commission-seychelles; national-assembly-seychelles,2026-09-06,https://www.nationalassembly.sc/publications/reports/information-commission-seychelles-annual-report-2025,
Seychelles Revenue Commission and University of Seychelles Signs Memorandum of Understanding,Seychelles Revenue Commission,,2026-04-10,day,SYC,capacity.training,seychelles-revenue-commission; university-of-seychelles,2026-09-06,https://src.gov.sc/seychelles-revenue-commission-and-university-of-seychelles-signs-memorandum-of-understanding/,
Public Review of the draft Management Plan for the Aldabra Group Marine National Park,"Ministry of Environment, Climate, Energy and Natural Resources, Government of Seychelles",,2026-04-08,day,SYC,include.access,ministry-of-environment-climate-energy-and-natural-resources-seychelles,2026-09-06,https://macce.gov.sc/2026/04/08/public-review-public-to-review-the-draft-management-plan-for-the-aldabra-group-marine-national-park/,
"Vice President Pillay outlines Cabinet decisions on public safety, system reform and service delivery",State House Seychelles -- Office of the President,,2026-04-03,day,SYC,dpi.exchange,state-house-seychelles; cabinet-of-seychelles; government-of-seychelles,2026-09-06,https://statehouse.gov.sc/news/6905/vice-president-pillay-outlines-cabinet-decisions-on-public-safety-system-reform-and-service-delivery,
"CWS upgrades Fibre Broadband nationwide, delivering more speed and value at no extra cost!",Cable & Wireless Seychelles Ltd (LinkedIn),,2026-04-02,day,SYC,infra.connect,cable-and-wireless-seychelles,2026-09-06,https://www.linkedin.com/posts/cable-wireless-seychelles-ltd_cws-upgrades-fibre-broadband-nationwide-activity-7445358267209453568-R6US,
Calling all businesses in Providence and Victoria!,National Bureau of Statistics Seychelles (LinkedIn),,2026-04-01,day,SYC,data.statistics,national-bureau-of-statistics-seychelles,2026-09-06,https://www.linkedin.com/posts/national-bureau-of-statistics-seychelles_calling-all-businesses-in-providence-and-activity-7445163786178641920-b9TY,
ECS certifies 2026 voters register,Seychelles Nation,,2026-04-01,day,SYC,dpi.registry,electoral-commission-of-seychelles,2026-09-06,https://www.nation.sc/articles/30109/ecs-certifies-2026-voters-register,
Annual Report 2025 — Electoral Commission of Seychelles,"Electoral Commission of Seychelles, tabled via the National Assembly",,2026-04-01,month,SYC,dpi.registry,electoral-commission-of-seychelles; national-assembly-seychelles,2026-09-06,https://www.nationalassembly.sc/sites/default/files/2026-04/ANNUAL-REPORT-2025%20Electoral%20Commission%20of%20Seychelles.pdf,
National Bureau of Statistics -- Population and Vital Statistics 2025 (End of Year Population 2025; Mid 2025 Estimated Resident Population),"National Bureau of Statistics, Seychelles",,2026-03-31,day,SYC,dpi.id; dpi.registry,government-of-seychelles; national-bureau-of-statistics-seychelles,2026-09-06,https://www.nbs.gov.sc/downloads/36-data-acquisition-census/16-population-and-vital-statistics/176-2025,
Population and Vital Statistics December 2025 — End of Year Population 2025,National Bureau of Statistics (Seychelles),,2026-03-31,day,SYC,data.statistics; dpi.id,national-bureau-of-statistics-seychelles; department-of-immigration-and-civil-status-seychelles,2026-09-06,https://www.nbs.gov.sc/downloads/1924-end-of-year-population-2025/download,
Central Bank of Seychelles Annual Report 2025,Central Bank of Seychelles,,2026-03-31,day,SYC,dpi.pay,central-bank-of-seychelles,2026-09-06,https://www.nationalassembly.sc/sites/default/files/2026-04/Central%20Bank%20of%20Seychelles%20_Annual%20Report%202025.pdf,
SRC Streamlines Tax Lodgement Acknowledgement Process,Seychelles Revenue Commission,,2026-03-30,day,SYC,dpi.registry,seychelles-revenue-commission,2026-09-06,https://src.gov.sc/src-streamlines-tax-lodgement-acknowledgement-process/,
"Appropriation Act, 2026 (Act 1 of 2026)",Republic of Seychelles -- Official Gazette,,2026-03-30,day,SYC,finance.budget,national-assembly-seychelles; ministry-of-finance-seychelles; dict-seychelles,2026-09-06,https://www.gazette.sc/sites/default/files/2026-03/Act%201%202026%20-%20Appropriation%20Act%202026.pdf,
A Tier IV Data Centre changes more than technology... It changes what a country is capable of.,Cable & Wireless Seychelles Ltd (LinkedIn company post),,2026-03-20,day,SYC,gov.policy; infra.store,cable-and-wireless-seychelles,2026-09-06,https://www.linkedin.com/posts/cable-wireless-seychelles-ltd_a-tier-iv-data-centre-changes-more-than-technology-activity-7440719883103014913-R-zX,
"Cabinet Business - Wednesday 18th March, 2026","State House Seychelles, Office of the President",,2026-03-19,day,SYC,infra.connect,government-of-seychelles,2026-09-06,https://statehouse.gov.sc/news/6859/cabinet-business-wednesday-18th-march-2026,
Congratulations to the Ministry of Education on this important step forward!,Community Systems Foundation (via LinkedIn),,2026-03-18,day,SYC,dpi.exchange,ministry-of-education-seychelles; community-systems-foundation,2026-09-06,https://www.linkedin.com/posts/communitysystemsfoundation_congratulations-to-the-ministry-of-education-activity-7439998630838575104-51iG,
Seychelles set to become digital trade hub of AfCFTA,Seychelles Nation (National Information Services Agency),,2026-03-17,day,SYC; XAF,gov.regional; dpi.exchange; finance.mou,afcfta; wamkele-mene; quest-ghana,2026-08-04,https://www.nation.sc/articles/29842/seychelles-set-to-become-digital-trade-hub-of-afcfta,
The Seychelles Revenue Commission Prepares to Upgrade ASYCUDA World to Version 4.4.1,Seychelles Revenue Commission,,2026-03-14,day,SYC,dpi.pay,seychelles-revenue-commission; unctad; asycuda,2026-09-06,https://src.gov.sc/the-seychelles-revenue-commission-prepares-to-upgrade-asycuda-world-to-version-4-4-1/,
Africa’s Data Protection Reforms: A Continental Perspective on the Drivers of Change in Legal Frameworks,Future of Privacy Forum,Mercy King’ori; Bianca-Ioana Marcu,2026-03-12,day,XAF; NGA; KEN; AGO; MUS; BWA; SYC; GHA; XWA; XEA; XSA,gov.protect; gov.legislate; gov.regional; tech.ai; gov.discourse,future-of-privacy-forum; nigeria-data-protection-act-2023; ndpc; kenya-data-protection-act-2019; odpc-kenya; malabo-convention; au-data-policy-framework; afcfta-digital-trade-protocol; eu-ai-act,2026-07-14,https://fpf.org/blog/africas-data-protection-reforms-a-continental-perspective-on-the-drivers-of-change-in-legal-frameworks/,
