fy,fiscal_year_label,basis,line_name,code,primary_subject,scope_confidence,funding_source,currency,amount_scale,appropriated,revised,doc_locator,source_slug,extracted,notes
2025,2025/26,line,National Land Data Infrustructure Project (Surveys and Mapping Department),048-2002-2329,dpi.registry,whole,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,56325360000,,"Volume IV development estimates 2025/26, as passed, Vote 048, Sub Vote 2002, project 2329, column 2025/2026 Estimates Forex, PDF p. 211",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0KR."
2025,2025/26,line,Public Finance Management Reform Programme (PFMRP) (Financial Mgt. Inform. Systems Division),050-6001-6251,dpi.mis,partial,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,3000000000,,"Volume IV development estimates 2025/26, as passed, Vote 050, Sub Vote 6001, project 6251, column 2025/2026 Estimates Forex, PDF p. 223",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0BF."
2025,2025/26,line,National Identity Card (Administration and Human Resources Management Division),051-1001-6501,dpi.id,whole,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,23626073000,,"Volume IV development estimates 2025/26, as passed, Vote 051, Sub Vote 1001, project 6501, column 2025/2026 Estimates Forex, PDF p. 226",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0KR."
2025,2025/26,line,Green and Smart Cities - SASA (Rural and Urban Development Division),056-2005-5313,digital.localgov,unclear,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,14900000000,,"Volume IV development estimates 2025/26, as passed, Vote 056, Sub Vote 2005, project 5313, column 2025/2026 Estimates Forex, PDF p. 258",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0FR."
2025,2025/26,line,Strengthening Institutional Capacity (Policy and Planning Unit),068-1003-4383,gov.policy,unclear,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,900000000,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 1003, project 4383, column 2025/2026 Estimates Forex, PDF p. 309",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0EU."
2025,2025/26,line,ICT Park Project (Monitoring and Evaluation Unit),068-1009-4292,tech.innovate,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,2000000000,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 1009, project 4292, column 2025/2026 Estimates Forex, PDF p. 311",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0EU."
2025,2025/26,line,Rural Connectivity (Communication Division),068-2001-4205,infra.connect,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,124377860000,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 2001, project 4205, column 2025/2026 Estimates Forex, PDF p. 311",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0CN."
2025,2025/26,line,National Postal Codes and Addressing System (Communication Division),068-2001-4234,dpi.registry,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,14045860208,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 2001, project 4234, column 2025/2026 Estimates Forex, PDF p. 311",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0KR."
2025,2025/26,line,National Postal Codes and Addressing System (Communication Division),068-2001-4234,dpi.registry,whole,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,396600000,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 2001, project 4234, column 2025/2026 Estimates Forex, PDF p. 311",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0KR."
2025,2025/26,line,Digital Tanzania (ICT Systems Development and Services Division),068-4002-4280,dpi.govtech,whole,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,28146257792,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 4002, project 4280, column 2025/2026 Estimates Forex, PDF p. 312",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0WB."
2025,2025/26,line,ICT Park Project (ICT Systems Development and Services Division),068-4002-4292,tech.innovate,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,5500000000,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 4002, project 4292, column 2025/2026 Estimates Forex, PDF p. 312",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0EU."
2025,2025/26,line,ICT Park Project (Communication Safety and IT Security Unit),068-4003-4292,tech.innovate,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,2000000000,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 4003, project 4292, column 2025/2026 Estimates Forex, PDF p. 312",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0EU."
2025,2025/26,line,The National ICT Backbone Infrastructur (ICT Infrastructure Unit),068-4004-4283,infra.connect,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,1200000000,,"Volume IV development estimates 2025/26, as passed, Vote 068, Sub Vote 4004, project 4283, column 2025/2026 Estimates Forex, PDF p. 312",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0FR."
2025,2025/26,line,Green and Smart Cities - SASA (Transfers to LGAs - Planning and Coordination),081-8089-5313,digital.localgov,unclear,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,10000000000,,"Volume IV development estimates 2025/26, as passed, Vote 081, Sub Vote 8089, project 5313, column 2025/2026 Estimates Forex, PDF p. 445",2025-07-31-tza-vol-iv-development-estimates-2025-26-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0WB."
2026,2026/27,line,Tanzania Statistical Master Plan Project (Policy Analysis Division),021-2002-6573,data.statistics,partial,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,244714000,,"Volume IV development estimates 2026/27, as passed, Vote 021, Sub Vote 2002, project 6573, column 2026/2027 Estimates Forex, PDF p. 91",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0UP."
2026,2026/27,line,Tanzania Statistical Master Plan Project (Policy Analysis Division),021-2002-6573,data.statistics,partial,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,38444845000,,"Volume IV development estimates 2026/27, as passed, Vote 021, Sub Vote 2002, project 6573, column 2026/2027 Estimates Forex, PDF p. 91",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0WB."
2026,2026/27,line,Citizen - Centric Judicial Modernization Project (Planning and Coordination Division),040-1003-6215,dpi.govtech,partial,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,3000000000,,"Volume IV development estimates 2026/27, as passed, Vote 040, Sub Vote 1003, project 6215, column 2026/2027 Estimates Forex, PDF p. 163",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0WB."
2026,2026/27,line,National Land Data Infrustructure Project (Surveys and Mapping Department),048-2002-2329,dpi.registry,whole,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,65902493000,,"Volume IV development estimates 2026/27, as passed, Vote 048, Sub Vote 2002, project 2329, column 2026/2027 Estimates Forex, PDF p. 218",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0ED."
2026,2026/27,line,Public Finance Management Reform Programme (PFMRP) (Financial Mgt. Inform. Systems Division),050-6001-6251,dpi.mis,partial,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,2545400000,,"Volume IV development estimates 2026/27, as passed, Vote 050, Sub Vote 6001, project 6251, column 2026/2027 Estimates Forex, PDF p. 230",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0BF."
2026,2026/27,line,National Identity Card (Administration and Human Resources Management Division),051-1001-6501,dpi.id,whole,external,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,35893598000,,"Volume IV development estimates 2026/27, as passed, Vote 051, Sub Vote 1001, project 6501, column 2026/2027 Estimates Forex, PDF p. 233",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D T, donor code 0GT. The row names no grant or loan, so the funder is recorded only as external."
2026,2026/27,line,Green and Smart Cities - SASA (Rural and Urban Development Division),056-2005-5313,digital.localgov,unclear,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,19316550000,,"Volume IV development estimates 2026/27, as passed, Vote 056, Sub Vote 2005, project 5313, column 2026/2027 Estimates Forex, PDF p. 269",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0FR."
2026,2026/27,line,Strengthening Institutional Capacity (Policy and Planning Unit),068-1003-4383,gov.policy,unclear,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,900000000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 1003, project 4383, column 2026/2027 Estimates Forex, PDF p. 316",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0EU."
2026,2026/27,line,ICT Park Project (Monitoring and Evaluation Unit),068-1009-4292,tech.innovate,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,1366560000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 1009, project 4292, column 2026/2027 Estimates Forex, PDF p. 318",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0EU."
2026,2026/27,line,Rural Connectivity (Communication Division),068-2001-4205,infra.connect,whole,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,33817433000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 2001, project 4205, column 2026/2027 Estimates Forex, PDF p. 318",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0CN."
2026,2026/27,line,National Postal Codes and Addressing System (Communication Division),068-2001-4234,dpi.registry,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,6958800000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 2001, project 4234, column 2026/2027 Estimates Forex, PDF p. 318",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0KR."
2026,2026/27,line,Digital Tanzania (ICT Systems Development and Services Division),068-4002-4280,dpi.govtech,whole,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,12157585000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 4002, project 4280, column 2026/2027 Estimates Forex, PDF p. 319",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0WB."
2026,2026/27,line,ICT Park Project (ICT Systems Development and Services Division),068-4002-4292,tech.innovate,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,6237796000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 4002, project 4292, column 2026/2027 Estimates Forex, PDF p. 319",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0EU."
2026,2026/27,line,Digital Technology Institute (ICT Systems Development and Services Division),068-4002-4395,capacity.training,whole,external-loan,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,16500000000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 4002, project 4395, column 2026/2027 Estimates Forex, PDF p. 319",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D L, donor code 0KR."
2026,2026/27,line,ICT Park Project (ICT Safety and Security Unit),068-4003-4292,tech.innovate,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,1024200000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 4003, project 4292, column 2026/2027 Estimates Forex, PDF p. 319",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0EU."
2026,2026/27,line,The National ICT Backbone Infrastructur (ICT Infrastructure Unit),068-4004-4283,infra.connect,whole,external-grant,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,32000000000,,"Volume IV development estimates 2026/27, as passed, Vote 068, Sub Vote 4004, project 4283, column 2026/2027 Estimates Forex, PDF p. 320",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,"Forex column; C/R/D G, donor code 0FR."
