indicator_id,progress,summary,developments,row_ids
finance.new--development-partner-project-financing,No change,Three lender commitments stand with [no implementation report held](2025-01-01-wb-dji-001-djibouti-economic-and-financial-governance-project) for any of them.,"A [US$20,000,000 economic and financial governance project is committed with no implementation report held](2025-01-01-wb-dji-001-djibouti-economic-and-financial-governance-project), and [US$11,422,000 for higher-education digitalisation likewise](2020-01-01-afd-dji-001-djibouti-digitalisation-and-professionalisation-of-higher). Both are year-precise and stated in dollars by the financier.

Submarine cable financing runs to [US$55.7m across two projects, US$16,844,185 in 2015 and US$38,830,000 in 2019, with no disbursement record held](2019-01-01-isdb-dji-dare-submarine-cable-2019-dare-regional-submarine-cable-project), the [earlier one a regional submarine telecommunications project](2015-01-01-isdb-dji-submarine-telecom-2015-regional-submarine-telecommunications-project).

Nothing moved on any of the three in the window, and no recipient-side account of any of them is on file.",DJI-finance.new-wb-governance|DJI-finance.new-afd-higher-ed|DJI-finance.new-isdb-cables
infra.connect--mobile-penetration,No change,"The incumbent's [statutory monopoly stands under two laws, with no competing licensed operator](2026-01-22-djibouti-telecom-monopoly-profile-lanation).","The [monopoly is restated in the operator's own profile and no competing licensed operator exists](2026-01-22-djibouti-telecom-monopoly-profile-lanation), unchanged at both ends of the window. The profile's cable and capacity figures are stale and are not carried here.

No subscriber count, penetration rate, coverage figure or tariff is published by the operator or by any regulator, for any date in the window. A country carrying a substantial share of the world's submarine cable traffic publishes no measure of how many of its own people are connected.",DJI-infra.connect-djt-monopoly
infra.connect--national-fibre-backbone,Advanced,"A [binding agreement for a 2,800 km terrestrial corridor to Addis Ababa and Port Sudan was signed on 4 February 2026](2026-02-05-horizon-fiber-djibouti-ethio-sudatel-lanation), from a memorandum only.","The corridor stood at a [memorandum of understanding in December 2024](2026-02-04-horizon-fiber-tripartite-deal-techafricanews). 2026-02-04 - a [binding agreement was signed in Djibouti covering about 2,800 km, 144 fibre pairs and about 14 ms latency](2026-02-05-horizon-fiber-djibouti-ethio-sudatel-lanation), [reported across the trade press](2026-02-06-horizon-fiber-corridor-deal-itweb). No service date is published, and the route and latency figures are the three operators' own.

Domestically, the fibre programme moved from the [Ali-Sabieh regional hospital connected and over 200 km deployed in June 2025](2025-06-25-dfn-ali-sabieh-regional-hospital-fibre-lanation) to [a school, sub-prefecture and clinic at Damerjog connected in October 2025](2025-10-22-dfn-damerjog-school-subprefecture-fibre-lanation), with a [stakeholder and grievance workshop covering the capital, Balbala and the five interior regions](2025-07-30-dfn-eardip-stakeholder-grievance-workshop-lanation).",DJI-infra.connect-horizon-fiber|DJI-infra.connect-dfn-eardip
infra.connect--international-internet-bandwidth,Advanced,"[Twelve submarine systems land in the country, carrying about 18% of international submarine cable data](2026-08-03-il-ministro-bernini-a-gibuti-e-il-progetto-med-or-sull-underwater), and a southern extension is under build.","[Twelve operational systems were reached by the two carrier-neutral facilities in June 2025](2025-06-06-wingu-60m-east-africa-expansion-connectingafrica), and [twelve now land, six of them connected to Italy, carrying about 18% of international submarine cable data](2026-08-03-il-ministro-bernini-a-gibuti-e-il-progetto-med-or-sull-underwater). Both counts are the reporting parties' own; no landing register is held.

2025-09 - a [southern extension of the regional cable was announced at 36 Tbit/s over about 3,200 to 3,500 km, ready for service in 2028](2025-09-01-dare1-extension-techafricanews), [reported across three outlets](2025-09-01-dare1-extension-kenya-south-africa-connectingafrica).

2026-08-03 - an [Italian cable inspection and protection project at the landing station was reported during a ministerial mission, under a memorandum with the finance ministry and with no amount, term or delivery date](2026-08-03-il-ministro-bernini-a-gibuti-e-il-progetto-med-or-sull-underwater).",DJI-infra.connect-cable-landings|DJI-infra.connect-dare1-extension|DJI-infra.connect-med-or
infra.connect--internet-exchange-points,No change,"[Two exchange points operate](2025-06-06-wingu-60m-east-africa-expansion-connectingafrica), a national one and an international operator's, both unchanged in the window.","The [two exchanges are in operation, a national point and one run by an international exchange operator alongside it](2025-06-06-wingu-60m-east-africa-expansion-connectingafrica), the second [launched with a carrier-neutral facility expansion](2025-06-05-wingu-60m-rmb-funding-biometricupdate).

Nothing moved in the window. No traffic figure, member count or peering policy is published for either, so what they carry is unknown - which is the same gap that sits under the country's whole transit position, where the landing count is published and the capacity is not.",DJI-infra.connect-ixp
infra.connect--satellite-broadband-licensing-and-availability,No change,The incumbent's chief executive [states there is no clear regulatory framework for new entrants](2025-04-03-djibouti-telecom-at-a-crossroads); no licensing decision is on file.,"The position is unchanged at both ends: the [incumbent's chief executive states there is no clear regulatory framework for new entrants, and no licensing decision is on file](2025-04-03-djibouti-telecom-at-a-crossroads).

It is a cited absence rather than an unexamined one, and it is stated by the party the absence protects. No application, refusal, consultation or draft framework for satellite market entry appears anywhere on this ledger, in a country whose interior regions the domestic fibre programme is still reaching one facility at a time.",DJI-infra.connect-satellite-authorisation
infra.store--local-data-centre-capacity-all-providers,No change,The [Tier III facility and cable landing station inaugurated in November 2024 is in service](2024-11-25 Djibouti inaugurates Wingu TO7 Tier-3 data centre and cable landing station); a second joint venture has not moved.,"The facility was [inaugurated on 25 November 2024 and is in service](2024-11-25 Djibouti inaugurates Wingu TO7 Tier-3 data centre and cable landing station), unchanged through the window, with no capacity, utilisation or tenant figure published.

A [data centre joint venture between an operator and the sovereign fund was announced with no construction on record, and its stated first phase of 2026 is unverified; the 50,000 square feet, 5 MW and US$50m figures are the parties' own](2024-05-15 PAIX-Djibouti Sovereign Fund data centre joint venture (JIB1)). Nothing on file since the announcement.",DJI-infra.store-wingu-to7|DJI-infra.store-paix-jib1
infra.store--local-data-centre-capacity-national-providers,Advanced,"A [US$1.35bn memorandum for an artificial-intelligence compute centre and special economic zone was signed on 19 July 2026](2026-07-19-linkwise-group-dji-2026-record), valid one year.","The project did not exist at the window's opening. 2026-07-19 - a [US$1.35bn memorandum of understanding was signed, valid one year, with no investment protocol, no disbursement and no site](2026-07-19-linkwise-group-dji-2026-record), [set out by the signing minister](2026-07-23-lanation-djibouti-linkwise-interview-mariam-hamadou-ali) and [presented as an innovation-pole partnership](2026-07-23-lanation-partenariat-linkwise-pole-innovation).

The stated 100 MW capacity is the promoters' own, and no feasibility study or site is on file. It is by an order of magnitude the largest figure on this ledger, and it is a one-year memorandum.",DJI-infra.store-linkwise-compute
infra.energy--sufficient-energy-and-water-for-data-centres,Advanced,"[Up to 500 MW of solar, wind and storage is provided for in the compute-zone memorandum](2026-07-19-linkwise-group-dji-2026-record); nothing is contracted or built.","No generation for digital infrastructure was on record at the window's opening. The memorandum [provides for up to 500 MW of solar, wind and storage, with nothing contracted or built](2026-07-19-linkwise-group-dji-2026-record), the figure being the promoters' own and [restated in the signing minister's account](2026-07-23-lanation-djibouti-linkwise-interview-mariam-hamadou-ali).

It is the only energy statement attached to digital infrastructure in this country's record. No measured load, tariff, grid-connection arrangement or efficiency figure is published for the facilities already operating.",DJI-infra.energy-linkwise-generation
infra.cybersec--national-cybersecurity-readiness,Advanced,"A [statutory cyber authority became operational in December 2025](2025-12-09 Djibouti Launches National Cyber Security Authority (ANC operational, DG named)), and its response team [took part in a regional exercise](2026-07-09-anc-dj-cert-igad-cyber-exercise-lanation).","There was no statutory cyber authority at the window's opening, only a pre-statutory label and a directorate inside the digital agency. A [law carried in the official journal of 15 December 2025 created an autonomous public establishment under the Presidency](2025-12-15 Loi n 195-AN-25 portant creation de l'Autorite Nationale de Cybersecurite (Djibouti, JO)), [operational from December 2025 with a director-general named](2025-12-09 Djibouti Launches National Cyber Security Authority (ANC operational, DG named)), after the [bill advanced in November](2025-11-12 Djibouti advances bill to create National Cybersecurity Authority).

2026-06-26 to 30 - its [incident response team took part in a regional exercise and is reported to have placed first in both simulation scenarios](2026-07-09-anc-dj-cert-igad-cyber-exercise-lanation); the placing is the state daily's and the organiser has published no result. The [2024-2030 five-pillar strategy is unchanged](2024-12-02 Djibouti National Cybersecurity Strategy 2024-2030).",DJI-infra.cybersec-anc|DJI-infra.cybersec-dj-cert|DJI-infra.cybersec-cyber-strategy
dpi.exchange--national-data-exchange-system,Advanced,"A [prices database and central-administration data-exchange platform was ordered by article 38 of the 2026 budget law](2025-12-31-djibouti-loi-de-finances-203-an-25-budget-initial-2026), with no design or date.","Neither existed at the window's opening. The [2026 budget law orders a prices database and a data-exchange platform on the budget execution directorate, to be established with every central-administration department as the counterpart to a central purchasing body created by the preceding article, with no design, delivery date, budget line or operating rule stated](2025-12-31-djibouti-loi-de-finances-203-an-25-budget-initial-2026).

2026-07 - [real-time identity verification for banks and social protection is named as in preparation by the population directorate, with no date published](2026-07-23-lanation-dgpf-administration-modernisee-interconnectee).

Both are ordered or announced rather than built, and the exchange layer the digital agency already runs support on is not stated to be what either would use.",DJI-dpi.exchange-price-data-platform|DJI-dpi.exchange-id-verification
dpi.id--robustness-of-system,Advanced,"A [biometric national identity card has been issued nationwide since 2025](2026-07-23-lanation-carte-nationale-identite-biometrique), with mobile enrolment kits.","No biometric national identity card was on record at the window's opening. It is now [issued nationwide with mobile enrolment kits, capturing fingerprints, iris, photograph and electronic signature against a national identification number held in the register of natural persons](2026-07-23-lanation-carte-nationale-identite-biometrique), the [population directorate describing the register as the spine of a modernised and interconnected administration](2026-07-23-lanation-dgpf-administration-modernisee-interconnectee).

No enrolment total, coverage rate or issuance figure is published at any date, so how far nationwide reaches is unestablished - and the prior-authorisation regime the Digital Code sets for national-identifier and biometric processing has no supervisory body on record to have applied it.",DJI-dpi.id-cnib
dpi.id--authentication,Advanced,"A [mobile digital identity platform entered service on 9 February 2026](2026-02-09-mobile-id-national-digital-identity-forum-lanation), carrying authentication and electronic signature.","The platform did not exist at the window's opening. 2026-02-09 - it was [launched at a national digital identity forum, in service for authentication and electronic signature, with biometric data held only by the Interior Ministry](2026-02-09-mobile-id-national-digital-identity-forum-lanation), [reported across the trade press](2026-02-10-mobile-id-launch-wearetech) and [in the biometrics press](2026-02-10-mobile-id-biometric-launch-biometricupdate).

Interoperability with driving-licence and health records is stated as planned rather than delivered. No activation count, service count or transaction figure has been published since launch, so what the credential is used for is unknown.",DJI-dpi.id-mobile-id
dpi.pay--g2p-functionality,Advanced,The [state personnel file was ordered updated by article 32 of the 2026 budget law](2025-12-31-djibouti-loi-de-finances-203-an-25-budget-initial-2026) to integrate contract staff and unregularised headcounts.,"The file existed and its position at the window's opening is not held. The [2026 budget law orders the budget ministry, jointly with the labour ministry charged with administrative reform, to update the database to integrate contract staff and headcounts awaiting regularisation, with no completion date, budget line or headcount stated](2025-12-31-djibouti-loi-de-finances-203-an-25-budget-initial-2026).

A payroll database that a finance law has to order updated to include the staff already being paid from it is the position as the base holds it. No count of records, no audit and no remediation report follows it on file.",DJI-dpi.registry-fichier-unique
dpi.pay--p2p-p2g-and-p2b-functionality,No change,The [mobile wallet has been in service since June 2020](2023-12-11-lanation-djibouti-lancement-premiere-plateforme-paiement-en-ligne-d-money) and its online payment gateway since December 2023.,"The wallet has been [in service since June 2020, with an online payment gateway launched under the Prime Minister's patronage on 10 December 2023](2023-12-11-lanation-djibouti-lancement-premiere-plateforme-paiement-en-ligne-d-money) and [extended to the ports](2023-12-12 Djibouti Telecom extends D-Money mobile payments to ports).

Neither moved in the window and no subscriber, wallet or transaction figure has ever been published for either. The conventions signed on the gateway's launch day are named by category only and are not held. Both are the incumbent's, in a market with no competing licensed operator.",DJI-dpi.pay-d-money|DJI-dpi.pay-d-money-gateway
dpi.pay--population-uptake,Advanced,"A [memorandum for a national digital wallet was signed on 16 September 2025](2025-09-19 Djibouti-Visa Smart Wallet national digital wallet MoU), targeting a 60% cut in cash use.","Nothing existed at the window's opening. 2025-09-16 - a [memorandum was signed with a card network and a biometrics supplier for a national digital wallet, with nothing in service and no rollout calendar](2025-09-19 Djibouti-Visa Smart Wallet national digital wallet MoU).

The stated target of a large cut in cash use within three years is the parties' own. No baseline cash-use figure, account count or transaction volume exists anywhere on this ledger to measure it against, and the wallet already in service publishes none either - so the country's payment uptake is stated only as an ambition.",DJI-dpi.pay-smart-wallet
dpi.registry--civil-register,Advanced,"[Civil-registry archive digitisation is running alongside enrolment](2026-07-23-lanation-dgpf-administration-modernisee-interconnectee), with staffing and archive space named as the constraints.","The programme was not on record at the window's opening. It is [under way alongside biometric enrolment, with staffing and archive space named as the constraints and no completion date published](2026-07-23-lanation-dgpf-administration-modernisee-interconnectee).

No record count, coverage figure or registration rate is held at any date. The directorate that runs it is the same one preparing real-time identity verification for banks and social protection, so a register whose digitisation is constrained by staffing and shelf space is the intended source for those checks.",DJI-dpi.registry-civil-archives
dpi.registry--business-register,Advanced,"An [online company creation platform was launched by the Prime Minister on 26 January 2026](2026-01-27-djibouti-online-company-creation-platform-lanation), completing formation without attendance.","The platform did not exist at the window's opening. 2026-01-26 - it was [launched by the Prime Minister and is in service, with company formation completed without attendance](2026-01-27-djibouti-online-company-creation-platform-lanation).

No registration count through the platform is published. The [company-creation and survival figures that accompany the announcement are the investment agency's own study and cover the one-stop counter rather than the platform](2026-01-27-djibouti-online-company-creation-platform-lanation), so nothing on file measures what the online route has actually done.",DJI-dpi.registry-company-creation
dpi.mis--health,No change,[Inter-hospital medical record sharing runs at one connected hospital](2025-06-25-dfn-ali-sabieh-regional-hospital-fibre-lanation) and no further site is reported.,"The service is [in operation at the Ali-Sabieh regional hospital over the national fibre network, and no further site is reported](2025-06-25-dfn-ali-sabieh-regional-hospital-fibre-lanation).

Nothing moved in the window. The before-and-after comparison is the hospital's own account, and no patient volume, record count, standard or governing instrument is published. It is the only health information system of any kind on this ledger, and it covers one hospital.",DJI-dpi.mis-medical-records
dpi.mis--customs,Advanced,"The customs system was [constituted by statute as the single window, with the electronic route obligatory for all economic operators](2025-12-31-djibouti-loi-de-finances-203-an-25-budget-initial-2026).","The customs clearance system was [in service as a governance case study](2024-01-01 WB GovTech Case Study - Djibouti Digital Customs ASYCUDAWorld). The [2026 budget law constitutes it as the single window under the customs directorate, centralising the declaration, certificates of origin, licences, freight manifests, control results and sanitary and phytosanitary certificates; the electronic route is obligatory for all economic operators with paper admitted only by derogation on a duly established technical impossibility, duties and taxes are paid electronically, and the customs and treasury systems must be interconnected for daily and monthly reconciliation of collected revenue](2025-12-31-djibouti-loi-de-finances-203-an-25-budget-initial-2026).

The [port community system remains the mandatory national platform for import, export and transit data and was presented as a best-practice example at a regional seminar in April 2026](2026-04-29-dpcs-port-digitalisation-imo-worldbank-best-practice-lanation); no transaction volume is published for either.",DJI-dpi.govtech-asycuda|DJI-dpi.exchange-dpcs
dpi.govtech--e-government-services,Advanced,"A [business platform entered design in December 2025](2025-12-18-g2b-platform-techafricanews), and the [state archive programme signed an accord in August 2026](2026-08-03-djibouti-sgg-pnud-dematerialisation-archives-etat).","2025-12-15 - a [design phase was launched for an integrated business platform on three pillars: a startups portal, a government-to-business counter and an extension of the one-stop counter](2025-12-18 Djibouti begins one-stop G2B digital platform for businesses), [reported the same week](2025-12-18-g2b-platform-techafricanews). Nothing is reported built.

The archive programme has run [state-funded since 2023 with over 200,000 secured digital files for the Presidency, and signed a letter of accord with the UN development programme on 2 August 2026 extending it to the audit and integrity institutions from September 2026](2026-08-03-djibouti-sgg-pnud-dematerialisation-archives-etat). The accord's text, value and duration are not stated, and delivery is asserted by the parties at signature rather than independently measured.",DJI-dpi.govtech-g2b|DJI-dpi.govtech-sgg-archives
tech.ai--use-of-ai-in-sectoral-management-information-systems,Advanced,"A [weather early-warning system entered service in version 2.0](2026-07-22-djibouti-mazu-2-0-alerte-meteo-ia), forecasting at 3 km resolution against 9 km.","The first system was supplied in July 2025 and not yet in service. 2026-07 - [version 2.0 was handed over on the sidelines of a Shanghai conference and is in service, with forecast resolution of 3 km against 9 km, a three-day horizon and six-hourly updates](2026-07-22-djibouti-mazu-2-0-alerte-meteo-ia).

It is supplied by the Chinese meteorological administration throughout. No accuracy assessment, warning count or user figure is published, and it operates in a country where no instrument governs artificial-intelligence systems in public use - so an early-warning system on which safety decisions rest has no published audit route.",DJI-tech.ai-mazu
tech.ai--development-of-national-regional-ai-systems,Advanced,"A [cross-border data corridor is provided for in the compute memorandum](2026-07-23-lanation-djibouti-linkwise-interview-mariam-hamadou-ali), against a [readiness score of 24.5 out of 100](2026-08-13-djibouti-ai-forum-sovereignty-snia-strategy).","The corridor did not exist at the window's opening. It is [provided for in the compute memorandum and named by the signing minister as a success indicator, stated alongside full national jurisdiction over data generated on the territory, with nothing built](2026-07-23-lanation-djibouti-linkwise-interview-mariam-hamadou-ali); the memorandum text is not held.

The national readiness position is [an estimated 24.5 out of 100 on a diagnostic described as an emergent level, against an information and communication technology development index of 61.6 attributed to the submarine cables landing here and to the data centres](2026-08-13-djibouti-ai-forum-sovereignty-snia-strategy). The assessment report is not held and neither index's methodology is named, so the gap between the two scores is the finding rather than either number.",DJI-tech.ai-data-corridor|DJI-tech.ai-ai-readiness-index
tech.industry--national-capacity-in-dt-related-production,Advanced,"A [national federation of digital enterprises was reported created in December 2025](2025-12-15-federation-nationale-entreprises-numerique-wearetech), with no constitution published.","The federation did not exist at the window's opening. Its [creation was reported in December 2025, as a founding member of a continental federation under a declaration signed at Marrakech, with no constitution or membership published](2025-12-15-federation-nationale-entreprises-numerique-wearetech).

Nothing since reports a member count, a statute, an office or an activity. It is the only industry body on this ledger, in a market where the sole telecommunications operator holds a statutory monopoly and no sector revenue, employment or firm-count figure is published by anyone.",DJI-tech.industry-federation
tech.innovate--technology-hubs,Advanced,"An [innovation platform was launched by the digital economy ministry in July 2026](2026-07-04-limo-ministry-platform-techreviewafrica), with no user or service figures.","The platform did not exist at the window's opening. 2026-07 - it was [launched by the Minister Delegate for the Digital Economy and Innovation, with no user or service figures published](2026-07-04-limo-ministry-platform-techreviewafrica).

The account is trade press reporting a ministry announcement, and the platform is distinct from a private marketplace of the same name. No incubator, accelerator or technology park appears anywhere else on this ledger, so a ministry-run platform with no published usage is the whole of the country's hub provision.",DJI-tech.innovate-limo-platform
tech.innovate--tech-startup-ecosystem,"Mixed, the Startup Act came into force in December 2025 while none of the decrees carrying its label, sandbox, visa or fund has been made","The [Startup Act is in force from promulgation with every operative detail deferred to implementing decrees](2026-01-08-djibouti-loi-179-an-25-startup-act), and [none is held](2026-01-08-djibouti-loi-179-an-25-startup-act).","The Act did not exist at the window's opening. It was [signed on 1 December 2025 and carried in the official journal of 15 December, in force from promulgation with every operative detail deferred to implementing decrees](2026-01-08-djibouti-loi-179-an-25-startup-act), after [advancing through November](2025-11-12-startup-act-advances-techafricanews) and being [reported across the trade press](2025-11-14-startup-act-djibouti-wearetech).

No decree is held as at 20 July 2026, so no label award, sandbox admission or visa issue can be stated. The [regulatory sandbox at articles 31 and 32](2026-01-08-djibouti-loi-179-an-25-startup-act) and the [startup visa at article 15, a three-year renewable residence card with an automatic work permit](2026-01-08-djibouti-loi-179-an-25-startup-act) are provided for with no admission or issue on record.",DJI-gov.legislate-startup-act|DJI-gov.legislate-startup-decrees|DJI-tech.innovate-sandbox|DJI-tech.innovate-startup-visa
capacity.literacy--digital-literacy-civil-service,No change,A [civil-service digital skills programme is running](2025-02-24-digital-skills-program-govt-officials-wearetech) with no completion figures published.,"The programme was [launched with a domestic cloud operator, a vendor university and the national public administration institute and is running](2025-02-24-digital-skills-program-govt-officials-wearetech), unchanged at both ends of the window.

No completion figures, cohort sizes or curriculum are published. It predates the window's opening by five months and nothing since revises it, so a programme in progress with no measured output is the position - which matters because the administration it trains is the one now running biometric enrolment, a mobile identity credential and a statutory single window.",DJI-capacity.training-civil-service-skills
capacity.training--dt-related-university-facilities-and-qualifications,Advanced,"A [coding school project was launched with European partners in April 2026](2026-04-06-ecole-42-djibouti-techreviewafrica), with no intake or opening date published.","The school did not exist at the window's opening. 2026-04 - a [project was launched with the European Union, a French technical agency and the school's own association, with no intake or opening date published](2026-04-06-ecole-42-djibouti-techreviewafrica).

It is a project rather than an institution: no site, curriculum, capacity or first cohort is on record. Against a national artificial-intelligence readiness score in the mid-twenties and a compute memorandum in the billions, the country's training provision is one announced school and one civil-service programme with no published output.",DJI-capacity.training-ecole-42
include.divides--bridging-of-digital-divides,Advanced,"[Digital houses were announced across five inland regions, 3,000 to be trained by 2029 at a stated EUR 7m](2026-05-16-digital-houses-e-skills-wearetech); no site is open.","The initiative did not exist at the window's opening. 2026-05 - it was [announced across five inland regions, with 3,000 to be trained by 2029 at a stated EUR 7m and no site open on record](2026-05-16-digital-houses-e-skills-wearetech). Both figures are the programme's own.

It is the only instrument on this ledger addressed to the interior. The domestic fibre programme has reached the interior one facility at a time - a regional hospital, then a school, sub-prefecture and clinic - and no rural coverage, penetration or affordability figure exists for the country at any date.",DJI-capacity.training-digital-houses
