row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
RWA-gov.legislate-central-bank-regulatory-sandbox,RWA,gov.legislate,Governance,instrument,Central bank regulatory sandbox,Implemented,2026-06-19,Established 2022,2022,No change,"Operating, with no published cohort or admission data","Still operating and cited as a sequencing model, with no cohort list, admission count or graduation figure held","2026-06-19 Strategy Ahead of Infrastructure, Part II The Opportunity and the Case for Sequencing",,analyst-sourced; the sandbox's own regulation is not held
RWA-gov.legislate-competition-consumer-law-2026,RWA,gov.legislate,Governance,instrument,Competition and consumer protection law (Law 011/2026),Implemented,2026-03-04,"Enacted 26 February 2026, repealing the 2012 competition law",2026-02-26,Advanced,No dedicated e-commerce statute,"In force, its sixth chapter creating the first dedicated statutory e-commerce framework — enterprise and intermediary obligations, licensing and online-consumer rights",2026-03-04-rwanda-law-011-2026-competition-consumer-protection,,
RWA-gov.legislate-cybercrimes-law-2018,RWA,gov.legislate,Governance,instrument,Cybercrimes law,Implemented,2018-09-25,In force since 2018 and listed as operative by the cyber authority,2018-08-22,Baseline not held,No account held,"In force, covering offences, service-provider duties, investigation powers and critical-infrastructure protection, and named as operative by the national cybersecurity strategy",2018-09-25-rwanda-law-60-2018-cybercrimes,,
RWA-gov.legislate-draft-bnr-law,RWA,gov.legislate,Governance,instrument,Draft law governing the central bank,Under review,2026-02-12,"Relevance approved by the Chamber of Deputies, 12 February 2026",,Advanced,Did not exist,"At draft stage, with its article 69 making publication of statistical and financial data and studies an express obligation of the central bank",2026-02-12-rwanda-draft-law-governing-bnr-2026,,
RWA-gov.legislate-draft-law-on-virtual-assets,RWA,gov.legislate,Governance,instrument,Draft law on virtual assets,Enacted,2026-08-27,Gazetted May 2026 as the first dedicated virtual-asset legislation,Since 2026-05,Advanced,Did not exist,"Gazetted in May 2026 as the country's first dedicated legislation regulating virtual-asset businesses, with the Capital Market Authority the primary licensing and supervisory authority for virtual-asset service providers; the authority is benchmarking the framework against the United Arab Emirates', a delegation having concluded a study tour there including a two-day visit to Dubai's Virtual Assets Regulatory Authority, and the two regulators have begun work towards a memorandum of understanding",2026-08-27-itwebafrica-digital-assets-drive-rwanda-uae-deal|2026-04-01-virtual-assets-draft-law-techafricanews|2026-08-27-techafricanews-rwanda-cma-dubai-vara-study-tour,,"no gazette number, licence granted or supervised provider is on record, and the UAE side frames the cooperation as part of an initiative to expand regulatory partnerships with emerging markets across Africa"
RWA-gov.legislate-single-digital-identification-law,RWA,gov.legislate,Governance,instrument,Single digital identification law,Implemented,2026-03-26,A June 2027 sunset of all legacy documents written into the law,,Advanced,"In force, with nationwide enrolment not yet opened","Enrolment open and scaling, with banks, hospitals, telecoms operators and government institutions expected to use the new authentication from the sunset date and legacy cards becoming invalid",2026-03-26-govt-sets-2027-deadline-digital-id-newtimes|2025-08-08 Rwanda National Identification Agency begins digital ID enrollment,,the law's number and enactment date are not held
RWA-gov.legislate-sdid-law-029-2023,RWA,gov.legislate,Governance,instrument,Single digital identity law (Law 029/2023),Implemented,2023-06-14,Enacted 14 June 2023,2023-06-14,Baseline not held,No account held,"In force, governing population registration in the single digital identity system, defining authentication, requiring relying-party integration and requiring synchronisation with civil registration",2023-06-14-rwanda-sdid-law-029-2023,,
RWA-gov.legislate-statistics-law-45-2013,RWA,gov.legislate,Governance,instrument,Statistical activities law (Law 45/2013),Implemented,2013-06-16,In force since 2013 and still cited on the statistics institute's legal page,2013-06-16,Baseline not held,No account held,"In force, founding the national statistical system and assigning the statistics institute its coordinating role",2013-06-16-rwanda-law-45-2013-statistical-activities,,
RWA-gov.protect-data-protection-and-privacy-law,RWA,gov.protect,Governance,instrument,Data protection and privacy law,Implemented,2026-05-18,A two-year grace period ended 2023-10-15,2021-10-15,No change,"In force and in its enforcement phase since October 2023, with no published enforcement record","In force with extraterritorial reach and fines to RWF 5m or 1% of global turnover, still with no enforcement action, fine total or breach register published",2026-01-26-year-of-accountability-data-controllers-newtimes|2026-05-18 Africa’s Digital Economy Is Expanding Faster than Its Privacy Protections,,the Act's own text and law number are not held
RWA-gov.protect-data-protection-appropriation,RWA,gov.protect,Governance,measure,Data protection appropriation,,2026-06-30,The 2026/27 appropriation held flat,2025-07-01,No change,"RWF 130m for 2025/26, down from RWF 150m, with no outturn published","RWF 130m again for 2026/27, with the 2024/25 outturn now known at RWF 52.71m against RWF 150m enacted, 35.1%, all in the first quarter",2026-06-30-rwa-2026-01-fr|2025-06-30-rwa-2025-01-fr|2024-06-26-rwa-2024-01-fr,,"about US$114,000 at the 2024/25 rate"
RWA-gov.protect-afghs-data-sharing-arrangement,RWA,gov.protect,Governance,instrument,Data sharing arrangement under the health memorandum,"Planned, text not published",2026-06-08,"Terms read off the signed memorandum by a rights organisation, 2026-06-08",,Baseline not held,,"A rights organisation's reading of the seven signed American health memoranda puts Rwanda among three that commit to hand over any data requested for the American audit without explicit privacy safeguards, and among five whose text requires unilateral sharing of specimens and pathogen-sequencing data; all seven require broad audit access",2026-06-08-hrw-human-rights-assessment-afghs-bilateral-health-agreements,,the arrangement itself is not published; the reading is one organisation's of the signed memorandum text
RWA-gov.protect-data-protection-supervisory-authority,RWA,gov.protect,Governance,instrument,Data-protection supervisory authority,Implemented,2026-06-30,Named supervisory authority under the 2021 law,2021-10-15,No change,"The supervisory authority, budgeted inside the presidency, in an awareness phase","A capacity-building phase with more than a hundred public-sector officers trained, authorising every cross-border transfer",2026-01-26-year-of-accountability-data-controllers-newtimes|2026-06-30-rwa-2026-01-fr,,
RWA-gov.protect-privacy-compliance-score,RWA,gov.protect,Governance,measure,Privacy compliance score,,2026-05-18,"A civil-society scorecard, fifth edition",,Baseline not held,,"33% for 2025, level with one neighbour, against 46% for another and a 46% continental average",2026-05-18 Africa’s Digital Economy Is Expanding Faster than Its Privacy Protections,,a third-party scorecard; no country-specific 2024 figure held
RWA-gov.protect-registered-data-controllers-and-processors,RWA,gov.protect,Governance,measure,Registered data controllers and processors,,2026-01-26,A registration regime live since the 2021 law,2021-10-15,No change,No registry count published,"Still no count of registered controllers or processors, and no enforcement or fine total",2026-01-26-year-of-accountability-data-controllers-newtimes,,"the authority's own framing is that registration is the beginning, not the end"
RWA-gov.protect-minors-online-restriction,RWA,gov.protect,Governance,instrument,Restriction on social media use by minors,In development,2026-08-27,Restriction on under-16s in preparation,,Baseline not held,,"A restriction on social media use by under-16s in preparation, one of several African measures moving from a minimum age for opening an account towards design duties on the platforms themselves, against an African Union child online safety policy of 2024 asking states to require protection by design and by default, risk assessments, personal-data safeguards, researcher access to platform data and independent oversight",2026-08-27-ecofin-protection-mineurs-reseaux-sociaux-afrique|2025-06-01-draa-child-protection-safety-online-africa,,"no draft text, sponsoring body or timetable is named in the account held, and the constraint reported across the region is enforcement rather than law"
RWA-gov.protect-us-health-data-sharing-agreement,RWA,gov.protect,Governance,instrument,United States bilateral health agreement and its data-sharing agreement,"Implemented, signed (non-binding per section 6.9)",2025-12-05,Signed at Washington 2025-12-05 by Foreign Minister Olivier Nduhungirehe; text republished by Public Citizen,,Advanced,Not held,"Signed memorandum with activities running 2026-04-01 to 2030-12-31; section 2.5.2 commits Rwanda to negotiate a further 25-year data-sharing arrangement with no data-owner clause or volume cap, unlike Uganda's equivalent instrument",2025-12-05-afghs-mou-rwanda,,
RWA-gov.regional-bilateral-licence-passporting-memorandum,RWA,gov.regional,Governance,instrument,Bilateral licence passporting memorandum,"Implemented, text unpublished",2026-07-30,Signed February 2025,2025-02-25,No change,"Signed, with the text unpublished so the licence categories it recognises are unknown","Still unpublished by either central bank as at 2026-07-30, cited as a working precedent with no firm reported as having used it",2025-02-26-bank-of-ghana-press-release-ghana-rwanda-mou-licence-passporting|2026-07-30-the-compliance-cost-can-africa-build-a-regulatory-home-for-its-fintechs,,
RWA-gov.regional-comesa-ai-framework,RWA,gov.regional,Governance,instrument,COMESA regional AI framework,Planned,2026-08-04,Kigali country consultations held 2026-08-03 under COMESA's IDEA Programme,,Advanced,Did not exist,"Consultation stage only; findings to feed a regional study toward a Regional AI Strategy, Model Policy Guidelines and Model Regulatory Frameworks; no text or timetable published; Rwanda participates as host, reporting unquantified progress on its own national AI policy",2026-08-04-rwanda-highlights-ai-policy-progress-as-comesa-seeks-regional-framework,,
RWA-gov.regional-cross-border-digital-identity-pilot,RWA,gov.regional,Governance,instrument,Cross-border digital identity pilot,Piloting,2026-08-11,Pilot running with Ghana and Benin,,Baseline not held,,"A pilot recognising a digital identity issued in one of Rwanda, Ghana and Benin in the other two, presented as the first step to a single African digital market by 2030, with eighteen further countries said to be joining",2026-08-11-giz-smart-africa-digital-sovereignty-interview,,"run through a continental alliance with German development cooperation; no scale, service, date or governing instrument is stated"
RWA-gov.standards-cross-border-data-exchange-conformance,RWA,gov.standards,Governance,instrument,Cross-border data-exchange conformance,Piloting,2026-04-27,The capital hosted a technical assessment mission April 2026,,Baseline not held,,"Identification, immigration and technology authorities convened with two other states on trust chains, interface contracts and cross-border verification toward a federated architecture, with no national conformance profile or adoption instrument held",2026-04-27 Smart Africa drives cross-border data interoperability through SADX Technical Mission,,the country here is host and participant; the framework itself belongs on the region's ledger
RWA-gov.standards-electronic-government-interoperability-frame,RWA,gov.standards,Governance,instrument,Electronic-government interoperability framework,"Implemented, functional equivalent held",2026-08-06,Rwanda Government-wide Enterprise Architecture Framework (RGEA) v2.1 document acquired (excerpt),,Advanced,None published,"RGEA v2.1, published by RISA and based on TOGAF, in force to govern government-wide ICT architecture standards; distinct from the 2019 dissertation's named 'interoperability framework', which the base still holds no separate instrument for","2019-10-01 E-Government Systems Interoperability Challenges - Public Sector in Rwanda (Mugumya, MSc thesis)|2026-08-06-risa-government-of-rwanda-enterprise-architecture-framework-v2-1",,"a reference study, cited not absorbed"
RWA-gov.standards-gazetted-national-standards,RWA,gov.standards,Governance,instrument,Gazetted national standards,Implemented,2025-11-20,Board-approved standards gazetted 20 November 2025,,Advanced,No 2025 standards gazette published,"Standards from two 2025 board sessions gazetted across agriculture, food, packaging, chemicals and cosmetics, with one information-technology entry among them",2025-11-20-rwanda-official-gazette-rsb-national-standards-2025-11-20,,The catalogue is overwhelmingly non-digital; the digital content is a single committee entry
RWA-gov.standards-mutual-recognition-arrangements,RWA,gov.standards,Governance,instrument,Mutual recognition arrangements with neighbouring standards bodies,Implemented,2026-03-06,"Signed with two national bodies, March 2026",,Advanced,Did not exist,"Signed with the Congolese and Zimbabwean standards bodies, operationalising cross-border recognition on a one standard, one test, one certificate basis",2026-03-06-rsb-mutual-recognition-arrangements-aconoq-saz-2026,,
RWA-gov.standards-standards-board-law,RWA,gov.standards,Governance,instrument,Standards board law (Law 50/2013),Implemented,2013-06-28,"Constituted the standards board, repealing the earlier framework",2013-06-28,Baseline not held,No account held,"In force, establishing the standards board and its mandate to set and publish national standards",2013-06-28-rwanda-law-50-2013-standards-board,,
RWA-gov.discourse-citizens-assembly-guidelines,RWA,gov.discourse,Governance,instrument,Citizens' assembly guidelines,Implemented,2026-06-03,Revised June 2026,,Advanced,"Weekly assemblies, reporting outside a digital channel",Revised to twice-weekly assemblies with reporting formally routed through the electronic citizen complaints system,2026-06-03-rwanda-citizens-assembly-guidelines-revised-2026,,
RWA-gov.discourse-governance-sector-plan,RWA,gov.discourse,Governance,instrument,Governance and decentralisation sector strategic plan,Implemented,2024-11-14,Covers 2024 to 2029,2024-11-14,Baseline not held,No account held,"In force, and stating in its own self-assessment that existing dialogue forums have not yet translated into effective influence over policy and budgeting",2024-11-14-rwanda-governance-decentralisation-sector-strategic-plan-2024-2029,,
RWA-gov.discourse-internet-governance-forum,RWA,gov.discourse,Governance,instrument,Internet governance forum,Implemented,2026-07-30,The 2026 edition convened 2026-07-30,,Baseline not held,,"An annual multistakeholder forum run under the domain registry, with nearly 200 people through a school on internet governance and a youth forum",2026-07-30-digital-trust-ai-oversight-rwanda-internet-governance-forum|2026-07-27-young-voices-shaping-rwandas-digital-future,,"no outcome document, government commitment or first-edition date held"
RWA-gov.discourse-umushyikirano,RWA,gov.discourse,Governance,instrument,National Dialogue Council,Implemented,2026-02-17,Twentieth session held 5 and 6 February 2026,,Advanced,"Nineteen sessions held, with resolutions unpublished for this cycle","Resolutions published from the twentieth session, including a governance resolution requiring performance contracts to reflect citizens' concerns more closely",2026-02-17-rwanda-20th-umushyikirano-resolutions-2026,,
RWA-finance.budget-education-technology-appropriation-second-li,RWA,finance.budget,Finance,measure,"Education technology appropriation, second line",,2026-06-30,Appropriated in the 2026/27 finance law,,Regressed,"RWF 1,270,347,338 appropriated for 2025/26","RWF 832,894,405 for 2026/27, down 34.4% year on year and 74% against 2024/25",2026-06-30-rwa-2026-14-es|2024-06-26-rwa-2024-14-es,,the 2024/25 year spent 252.4% of its revised allocation
RWA-finance.budget-education-technology-integration-appropriati,RWA,finance.budget,Finance,measure,Education technology integration appropriation,,2026-06-30,Appropriated in the 2026/27 finance law,,Advanced,"RWF 23,522,003,941 appropriated for 2025/26","RWF 28,956,710,022 for 2026/27, up 23.1%, with the last outturn at 81.7% of voted",2026-06-30-rwa-2026-14-70|2025-06-30-rwa-2025-14-70,,the one education technology line that grows
RWA-finance.mou-cma-africa-prudential,RWA,finance.mou,Finance,instrument,Capital markets registrar-services memorandum with Africa Prudential,Implemented,2026-08-07,Signed 2026-08-07,,Baseline not held,Not held,"Signed between the Capital Markets Authority and a Nigerian registrar company to cooperate on registrar services, securities administration, investor identification, data management and digital capital-markets systems, following a study visit in June 2026 to that company's digital investor-services model of virtual shareholder meetings, electronic voting and mobile-based investment tracking",2026-08-07-rwanda-cma-africa-prudential-capital-markets-mou,,"no term, value or workplan is published, and no investor-data protection provision is reported"
RWA-finance.new-digital-acceleration-project-inclusion-compo,RWA,finance.new,Finance,instrument,"Digital acceleration project, inclusion components",Implemented,2025-07-09,An authority briefing to Parliament 2025-07-07,2021-11-30,No change,"An envelope of about US$200m, 55% complete","Still 55%, with no updated disbursement or completion figure and the project period ending in 2026",2025-07-09-rdap-fast-track-2026-newtimes|2021-11-30-wb-rwa-001-digital-acceleration-project,,"the device fund, ambassador expansion and school and clinic connectivity sit here"
RWA-finance.new-nst2-broadband-and-labour-market-financing,RWA,finance.new,Finance,instrument,Financing agreements for broadband and labour-market systems,Implemented,2026-08-21,Approved unanimously by the Chamber of Deputies 2026-08-20,,Advanced,Did not exist,"Two financing agreements worth a combined Rwf279 billion approved, funding national strategy measures that include broadband expansion, a labour market information system linking job seekers to employers, and technology for livestock traceability",2026-08-21-newtimes-rwanda-rwf279bn-financing-jobs-broadband|2026-08-21-radiotv10-rwanda-two-loans-rwf279-billion,,"the digital share of the combined total is not itemised, and no disbursement or procurement is on record"
RWA-finance.new-regional-bank-digital-acceleration-operation,RWA,finance.new,Finance,instrument,Regional bank digital acceleration operation,Implemented,2021-01-01,"Board approval 2021, period 2022 to 2026",2021,No change,A US$100m commitment with a US$60.5m digital access and inclusion component,Unchanged; no disbursement figure held at any date and the period closes in 2026,2021-01-01-aiib-rwa-digital-acceleration-2021-rwanda-digital-acceleration-project-digital-investment,,the lender's first digital investment in the sub-region
RWA-finance.new-social-protection-transformation-project,RWA,finance.new,Finance,instrument,Social protection transformation project,Implemented,2025-11-01,"Seventh implementation status report, archived 1 November 2025",,"Advanced, disbursement at 5.5% with fourteen months to closing",A US$100m credit effective 23 December 2022,"US$5.53m disbursed of the US$100m credit, 5.53%, with US$94.47m undisbursed against a 31 December 2026 closing date",2025-11-01-isr-social-protection-transformation-project-p177492,,the project finances the work the dynamic social registry sits in
RWA-infra.connect-country-partnership-framework,RWA,infra.connect,ICT Infrastructure,instrument,Country partnership framework,Planned,2026-07-30,"Prepared, not formally launched",,Advanced,A framework in force for 2021 to 2026 with an indicative US$912m first-cycle allocation,"A nine-year framework prepared but not launched, with job creation the organising objective and no committed envelope on the record",2026-07-30-world-bank-nine-year-rwanda-financing-framework|2020-10-22-worldbank-rwanda-country-partnership-framework-fy21-fy26,,
RWA-infra.connect-cross-border-terrestrial-fibre-route,RWA,infra.connect,ICT Infrastructure,instrument,Cross-border terrestrial fibre route,Implemented,2026-08-18,Switched on 2026-02-09,,Advanced,Did not exist,"A 2,000 km protected terrestrial route across four countries, live and carrying wholesale traffic with direct interconnection into data centres in each city. Its operator marked a first year in the country in August 2026, describing a 2,000km protected corridor from Goma to Mombasa connecting Kigali, Kampala and Nairobi within a network spanning sixteen African countries",2026-08-18-paratus-rwanda-afpif-2026|2026-02-09-paratus-goma-mombasa-fibre-highway-itweb,,"a vendor press release republished verbatim, with no independent confirmation the route is live; the corridor length and the network footprint are the operator's own announcement"
RWA-infra.connect-digital-acceleration-project,RWA,infra.connect,ICT Infrastructure,instrument,Digital acceleration project,Implemented,2025-07-09,55% complete as at 2025-07-07,2021-11-30,No change,"A US$200m World Bank commitment for 2022 to 2026, 55% complete with US$47.2m disbursed","The same, with no progress or completion figure published since July 2025 against a December 2026 closing date",2025-07-09-rdap-fast-track-2026-newtimes|2021-11-30-wb-rwa-001-digital-acceleration-project,,the largest connectivity instrument in the base and the one with the stalest reporting
RWA-infra.connect-mobile-excise-duty,RWA,infra.connect,ICT Infrastructure,measure,Excise duty on mobile services,,2026-06-01,Stepped from 12 to 14 per cent in June 2026,,Regressed,12 per cent from June 2025,"14 per cent from June 2026, within an effective average tax rate on mobile-sector pre-tax profits put at 74 to 83 per cent",2026-06-01-gsma-mobile-sector-taxation-rwanda-2026,,"An operators' trade association's own commissioned analysis, held as that party's argument"
RWA-infra.connect-fifth-generation-network,RWA,infra.connect,ICT Infrastructure,instrument,Fifth-generation network,Implemented,2025-06-12,Launched June 2025,2025-06,No change,Commercial service launched June 2025,"The same, with no coverage, site count or subscriber figure published since","2025-06-12 Rwanda hits 38% internet penetration, but cost still keeps millions offline",,nothing on the build has entered the base in fourteen months
RWA-infra.connect-government-network,RWA,infra.connect,ICT Infrastructure,instrument,Government network,Planned,2025-07-09,Named as a subcomponent carrying US$33.5m,2025-07-09,No change,A planned resilient national government network linking institutions to cell level,"The same, with no build, coverage or completion figure published",2025-07-09-rdap-fast-track-2026-newtimes,,a named national system that has not moved in the base in twelve months
RWA-infra.connect-information-and-communications-for-developme,RWA,infra.connect,ICT Infrastructure,measure,Information and communications for development appropriation,,2026-06-30,Domestic appropriation falls a third year running,,Regressed,"RWF 5,395,372,252 domestic against RWF 45.06bn external for 2025/26","RWF 4,851,958,667 domestic against RWF 65,798,446,317 external for 2026/27",2026-06-30-rwa-2026-28-98|2025-06-30-rwa-2025-28-98|2024-06-26-rwa-2024-28-98,,the programme is now 93% externally financed and rising
RWA-infra.connect-internet-penetration,RWA,infra.connect,ICT Infrastructure,measure,Internet penetration,,2025-10-22,"An international body put mid-2025 at 38%, with end-2025 projected at 42.6%",,Advanced,34% in 2024 rising to 38% at mid-2025,"42.6% projected for end-2025 with 1.35m households on home internet, and no measured 2026 figure published","2025-06-12 Rwanda hits 38% internet penetration, but cost still keeps millions offline|2025-10-22-digital-penetration-masterclass-telecomreview",,"the most recent penetration number in the base is a projection, not a measurement"
RWA-infra.connect-mobile-and-internet-subscriptions,RWA,infra.connect,ICT Infrastructure,measure,Mobile and internet subscriptions,,2026-06-29,Regulator quarterly statistics for the first quarter of 2026,,Advanced,"13,194,764 mobile-cellular and 10,064,499 internet subscriptions a year earlier","14,001,080 mobile-cellular subscriptions at 97.1 per 100 inhabitants and 10,738,906 internet subscriptions",2026-06-29-rura-ict-sector-statistics-report-q1-2026,,the report carries no printed publication date
RWA-infra.connect-mobile-tariffs,RWA,infra.connect,ICT Infrastructure,measure,Mobile voice and data tariffs,,2026-03-16,Published for the fourth quarter of 2025,,"No change, a level restated rather than moved",The same published tariffs,"RWF 40 a minute for voice and RWF 10 or 5 per megabyte for data, on the regulator's own quarterly figures",2026-03-16-rura-ict-sector-statistics-report-q4-2025,,
RWA-infra.connect-national-broadband-policy,RWA,infra.connect,ICT Infrastructure,instrument,National broadband policy,Implemented,2025-10-22,"Revised in 2022, abandoning the single-wholesale-network model",2022,No change,A technology-neutral policy in force with operators refarming spectrum,"The same, with additional spectrum allocated across multiple operators",2025-10-22-digital-penetration-masterclass-telecomreview,,
RWA-infra.connect-new-subsea-cable-system,RWA,infra.connect,ICT Infrastructure,instrument,New subsea cable system,Planned,2026-07-09,"Announced early July 2026, no timeline given",,Advanced,Did not exist,"A 25,000 km system with 48 fibre pairs and twenty landing points across fifteen countries, reached from Rwanda over terrestrial fibre rather than a landing","2026-07-09 Seacom plans 25,000km subsea cable from France to Singapore and South Africa",,"a landlocked country's exposure is backhaul, so the row moves only if the terrestrial leg is contracted"
RWA-infra.connect-regional-communications-satellite-study,RWA,infra.connect,ICT Infrastructure,instrument,Regional communications satellite feasibility study,Planned,2026-08-24,"Joint funding account opened, deposits due 30 September 2026",,Advanced,Did not exist,"Uganda, Kenya, Rwanda and South Sudan opened a joint bank account to fund a feasibility study for a regional communications satellite, taking partner-state contributions with a 30 September 2026 deadline to deposit and launch the study, under the roadmap settled at the April 2026 Nairobi meeting",2026-08-24-chimpreports-ncip-partner-state-communications-satellite-study,,neither the study's cost nor each state's share was disclosed
RWA-infra.connect-rinex,RWA,infra.connect,ICT Infrastructure,instrument,Rwanda internet exchange point,Implemented,2026-06-04,"A new cloud operator connected, June 2026",2014-02-01,Advanced,Operating under the 2014 governing memorandum,"Operating under a regulator and registry memorandum, taking a new cloud-infrastructure member in June 2026, with the country selected to host the continental peering forum in August 2026",2026-06-04-gewape-cloud-group-rinex-connection-announcement|2025-11-01-afpif-2026-rwanda-hosting-announcement|2014-02-01-rinex-terms-and-policies,,
RWA-infra.connect-satellite-reseller-authorisation,RWA,infra.connect,ICT Infrastructure,instrument,Satellite reseller authorisation,Implemented,2026-02-17,"Certified by the space agency, partnership since December 2025",,Advanced,Did not exist,"A certified reseller with packages for health, education and non-profits and small-business plans planned",2026-02-17-bsc-starlink-reseller-newtimes,,the held body is partial and flagged for verification
RWA-infra.connect-second-generation-network-switch-off,RWA,infra.connect,ICT Infrastructure,instrument,Second-generation network switch-off,Planned,2026-07-30,December 2028 stated as a government working target,,Advanced,None published,"A target rather than a fixed deadline, conditional on the earlier shutdown's outcome, coverage, service continuity, legacy-handset counts and migration of dependent systems",2026-07-28-rwanda-minict-3g-2g-network-sunset|2026-07-30-rwanda-3g-sunset-2027,,a commissioned study puts more than two million people still on the older network in 2030 absent a planned transition
RWA-infra.connect-shared-tower-investment,RWA,infra.connect,ICT Infrastructure,instrument,Shared tower investment,Implemented,2025-01-01,A development institution committed US$44.4m September 2025,,Advanced,Did not exist,"US$44.4m of equity into shared tower infrastructure leased to mobile operators, aimed at underserved rural coverage",2025-01-01-bii-rwa-001-paradigm-tower-ventures-investment-shared-telecom,,"a multi-market vehicle, with no country-specific tower count held"
