fy,fiscal_year_label,basis,line_name,code,primary_subject,scope_confidence,funding_source,currency,amount_scale,proposed,appropriated,revised,doc_locator,source_slug,extracted,notes
2025,2025,line,Connexion haut débit Ecoles et et Cases Santé,10602805,infra.connect,whole,external-grant,XOF,full CFA francs as printed,,3000000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 209, section 05, programme 106, action 10602, activité 10602805, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000). Autorisations d'engagement 6,018,043,060."
2025,2025,line,Création d'une plateforme de données numériques intégrant un registre KYC et une notation de crédit,10602806,dpi.pay,whole,external-loan,XOF,full CFA francs as printed,,350000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 209, section 05, programme 106, action 10602, activité 10602806, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Digitalisation groupements des femmes,10602807,include.divides,whole,external-loan,XOF,full CFA francs as printed,,400000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 210, section 05, programme 106, action 10602, activité 10602807, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Fonctionnement Centre Numérique,10602808,include.access,whole,external-loan,XOF,full CFA francs as printed,,1164400000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 210, section 05, programme 106, action 10602, activité 10602808, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000). Autorisations d'engagement 41,548,658."
2025,2025,line,Fonctionnement et équipement de l'UGP,10602809,infra.connect,whole,external-loan,XOF,full CFA francs as printed,,347148658,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 210, section 05, programme 106, action 10602, activité 10602809, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000). The line funds the project's management unit. Autorisations d'engagement 1,400,000,000."
2025,2025,line,Installer le Point d'Echange Internet (IXP),10602810,infra.connect,whole,external-loan,XOF,full CFA francs as printed,,120000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 211, section 05, programme 106, action 10602, activité 10602810, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Mise en conformité des cahiers des charges des opérateurs de réseaux tenant compte de la neutralité technologique (ARCEP),10602811,gov.standards,whole,external-loan,XOF,full CFA francs as printed,,100000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 211, section 05, programme 106, action 10602, activité 10602811, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Mise en place des comités de gestion des plaintes,10602812,infra.connect,whole,external-grant,XOF,full CFA francs as printed,,90000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 211, section 05, programme 106, action 10602, activité 10602812, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000). The line funds the project's grievance committees."
2025,2025,line,"Mise en œuvre de la stratégie ANSI - MEO E-Gouvernement - Dvlpt des services publics en ligne (e-Visa, péage, permis de construire) - Voyage d'Etude( RWANDA )",10602813,dpi.govtech,whole,external-loan,XOF,full CFA francs as printed,,270360000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 212, section 05, programme 106, action 10602, activité 10602813, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Recensement et évaluation des risques liés aux services financiers numériques au Niger et proposition de solutions,10602814,dpi.pay,whole,external-loan,XOF,full CFA francs as printed,,48132000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 212, section 05, programme 106, action 10602, activité 10602814, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Redynamisation du reseau d'agents mobile money,10602815,dpi.pay,whole,external-loan,XOF,full CFA francs as printed,,300000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 212, section 05, programme 106, action 10602, activité 10602815, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Renforcer les capacités sur le numérique : Diagn. et Strat. Nat. de mise en œuvre,10602816,gov.policy,whole,external-loan,XOF,full CFA francs as printed,,180000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 213, section 05, programme 106, action 10602, activité 10602816, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Subvention Dispositifs de paiement electronique,10602817,dpi.pay,whole,external-loan,XOF,full CFA francs as printed,,86000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 213, section 05, programme 106, action 10602, activité 10602817, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,assurer les Subventions Fintechs,10602818,tech.industry,whole,external-loan,XOF,full CFA francs as printed,,200000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 213, section 05, programme 106, action 10602, activité 10602818, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,réaliser le Plan Dircteur Cité Sadoré,10602819,infra.connect,unclear,external-loan,XOF,full CFA francs as printed,,90000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 214, section 05, programme 106, action 10602, activité 10602819, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000). A master plan for the Sadoré site, whose purpose the law does not state; held as unclear."
2025,2025,line,Conception et mise en œuvre de l'interopérabilité des systèmes,14101800,dpi.exchange,whole,external-grant,XOF,full CFA francs as printed,,119400000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 567, section 25, programme 141, action 14101, activité 14101800, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Développement de systèmes pour faciliter l'administration des services à l'aide de fID,14101801,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,747000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 567, section 25, programme 141, action 14101, activité 14101801, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Développer la ou les architectures techniques pour l'intégration régionale et l'interopérabilité,14101802,dpi.exchange,whole,external-grant,XOF,full CFA francs as printed,,400000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 568, section 25, programme 141, action 14101, activité 14101802, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Faciliter l'enregistrement continu et la mise à jour des données,14101803,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,1455500000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 568, section 25, programme 141, action 14101, activité 14101803, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Mise en œuvre de l'architecture d'intégration régional,14101804,dpi.exchange,whole,external-grant,XOF,full CFA francs as printed,,119400000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 568, section 25, programme 141, action 14101, activité 14101804, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Mise en œuvre du cadre institutionnel du système fID,14101805,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,432000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 569, section 25, programme 141, action 14101, activité 14101805, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Renforcement des capacités de l’autorité fID,14101806,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,483736032,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 569, section 25, programme 141, action 14101, activité 14101806, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Renforcement du régime de protection des données et de la vie privée,14101807,gov.protect,whole,external-grant,XOF,full CFA francs as printed,,172726100,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 569, section 25, programme 141, action 14101, activité 14101807, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,"réation d'un système fID, y compris l'infrastructure de soutien et les systèmes d'information",14101808,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,6547145700,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 570, section 25, programme 141, action 14101, activité 14101808, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,"Campagne d'information, d'éducation et de communication (IEC) pour l'enregistrement",14105800,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,2570000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 586, section 25, programme 141, action 14105, activité 14105800, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Développement d'un système d'authentification,14105801,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,35000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 587, section 25, programme 141, action 14105, activité 14105801, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Établir des mécanismes et des politiques de règlement des griefs,14105802,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,330000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 587, section 25, programme 141, action 14105, activité 14105802, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Fonctionnement,14107800,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,328064195,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 588, section 25, programme 141, action 14107, activité 14107800, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project. Project management unit.
2025,2025,line,Distribution des Identifiants fID à toutes les personnes enregistrées dans le Système fID,14201800,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,1000000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 592, section 25, programme 142, action 14201, activité 14201800, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Enregistrement en masse de personnes,14201801,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,6200000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 593, section 25, programme 142, action 14201, activité 14201801, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Examen des cadres juridiques et réglementaires,14201802,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,272180000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 593, section 25, programme 142, action 14201, activité 14201802, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Fourniture d'UNI aux nouveau-nés et aux personnes nouvellement enregistrées dans le système CR,14201803,dpi.registry,whole,external-grant,XOF,full CFA francs as printed,,600000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 593, section 25, programme 142, action 14201, activité 14201803, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Systèmes de production des identifiants fID,14201804,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,4000000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 594, section 25, programme 142, action 14201, activité 14201804, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Élaboration des protocoles techniques et des politiques,14201805,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,2597764925,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 594, section 25, programme 142, action 14201, activité 14201805, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,Évaluation des registres d'état civil sur papier et numériques existants,14201806,dpi.registry,whole,external-grant,XOF,full CFA francs as printed,,404470000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 5, JO p. 594, section 25, programme 142, action 14201, activité 14201806, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure's deliverables are the foundational ID (fID) platform of the WURI project.
2025,2025,line,renforcer la Base de données du CNEDD,10303804,data.open,whole,external-grant,XOF,full CFA francs as printed,,25000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 136, section 03, programme 103, action 10303, activité 10303804, column Coût CP, code financement 33",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 33 (grant).
2025,2025,line,"Améliorer les outils de collecte, de traitement et d’analyse des informations statistiques (révision des outils, développement et déploiement des application)",16802800,data.statistics,whole,external-loan,XOF,full CFA francs as printed,,5000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 6, JO p. 759, section 47, programme 168, action 16802, activité 16802800, column Coût CP, code financement 22",2024-12-31-ner-lf-2025-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 22 (loan); one of the statistics project's lines.
