title,publisher,author,published,date_precision,places,topics,entities,ingested,url
"AfDB, AXIAN Take Digital Finance to 34,000 Women-led Businesses in Africa",Ecofin Agency,,2026-09-04,day,MDG; TZA; SEN; TGO; COM,dpi.pay; finance.new,african-development-bank; axian-telecom; mvola; wefi,2026-09-06,https://www.ecofinagency.com/news-finances/0409-58613-afdb-axian-take-digital-finance-to-34-000-women-led-businesses-in-africa
Experts back watermarks to curb excessive reliance on AI,The Citizen (Tanzania),,2026-09-03,day,TZA,tech.ai; gov.discourse,plate-ai; sartify; ardhi-university; anthropic; google,2026-09-07,https://www.thecitizen.co.tz/tanzania/news/national/experts-back-watermarks-to-curb-excessive-reliance-on-ai-5581724
Africa urged to put leadership at centre of public sector reforms,The Star (Kenya),,2026-09-03,day,KEN; GHA; SEN; ZWE; GMB; CIV; ETH; NGA; TZA; XAF,capacity.training; dpi.govtech,gates-foundation,2026-09-04,https://www.the-star.co.ke/news/2026-09-03-africa-urged-to-put-leadership-at-centre-of-public-sector-reforms
Tanzania's Judicial Independence Debate Intensifies as Public Trust Comes Under Spotlight,Pan African Visions,,2026-09-02,day,TZA,gov.discourse; dpi.govtech; data.statistics,judiciary-of-tanzania; afrobarometer,2026-09-04,http://panafricanvisions.com/2026/09/tanzanias-judicial-independence-debate-intensifies-as-public-trust-comes-under-spotlight/
"African Development Bank and AXIAN Launch Digital Finance Programme to Support 34,000 Women-led Businesses in Africa",African Development Bank Group (distributed by APO Group),,2026-09-02,day,MDG; TZA; SEN; TGO; COM; XSS,finance.new; dpi.pay,african-development-bank; axian-group,2026-09-04,https://afdb.africa-newsroom.com/press/african-development-bank-and-axian-launch-digital-finance-programme-to-support-34000-womenled-businesses-in-africa
Beyond the Numbers: How Africa Is Building a Human-Centered Future with Data,UNFPA Eastern and Southern Africa Regional Office (ESARO),,2026-09-01,month,TZA; XAF,dpi.id; gov.discourse,unfpa,2026-09-04,https://esaro.unfpa.org/en/news/beyond-numbers-how-africa-building-human-centered-future-data
Tanzania: Over 1.8 Million Children Reached in Online Safety Push,Tanzania Daily News via AllAfrica,,2026-09-01,day,TZA,gov.protect; include.access,ministry-of-community-development-gender-women-and-special-groups-tanzania,2026-09-04,https://allafrica.com/stories/202609010237.html
From Access to Impact: What Tanzania's NFIF3 Mid-Term Evaluation Really Shows,TICGL / Tanzania Economic Research Institute,,2026-09-01,day,TZA,include.access; include.divides; dpi.pay; gov.discourse,bank-of-tanzania; national-council-for-financial-inclusion-tanzania,2026-09-04,https://ticgl.com/from-access-to-impact-what-tanzanias-nfif3-mid-term-evaluation-really-shows/
Mobile money surge fuels cashless growth,The Citizen,,2026-09-01,day,TZA,dpi.pay; include.access,tcra; m-pesa; airtel-money; yas-tanzania,2026-09-01,https://www.thecitizen.co.tz/tanzania/news/national/mobile-money-surge-fuels-cashless-growth-5578364
"Tanzania, South Korea explore AI to improve healthcare",The Citizen,,2026-09-01,day,TZA,tech.ai; dpi.mis; dpi.exchange,kotra; ministry-of-health-tanzania; kofih; jhpiego,2026-09-01,https://www.thecitizen.co.tz/tanzania/news/national/tanzania-south-korea-explore-ai-to-improve-healthcare-5578968
"Tanzania's digital health push puts AI, hospital technology on procurement agenda",The Citizen,,2026-09-01,day,TZA,dpi.exchange; dpi.mis,ministry-of-health-tanzania; afya-tek; informa-markets,2026-09-01,https://www.thecitizen.co.tz/tanzania/news/national/tanzania-s-digital-health-push-puts-ai-hospital-technology-on-procurement-agenda-5579848
Tanzanian influencer sues Meta over alleged government-driven account suspensions,TechCabal,,2026-09-01,day,TZA,gov.discourse; gov.legislate,meta; tanzania-communications-regulatory-authority; mange-kimambi,2026-09-01,https://techcabal.com/2026/09/01/tanzanian-influence-mange-kimambi-sues-meta-facebook/
Critical Success Factors for Blockchain Technology Integration for Effective Tourism Supply Chain Management in Tanzania,The Electronic Journal of Information Systems in Developing Countries,"Pendo Rwabukoba, Hilda Mwangakala, Gilbert Gilbert",2026-09-01,day,TZA,dpi.exchange; tech.innovate,,2026-09-05,https://doi.org/10.1002/isd2.70077
52011 - HeliosTowers Bond 2026,International Finance Corporation (IFC),,2026-09-01,day,COD; GHA; MDG; MWI; COG; SEN; ZAF; TZA,finance.new; infra.connect,ifc; helios-towers,2026-09-04,https://disclosures.ifc.org/project-detail/SII/52011/heliostowers-bond-2026
TTCL and ZFF Launch Digital Push With N-Card E-Ticketing System,Tech Africa News,,2026-08-31,day,TZA,dpi.pay,ttcl,2026-08-31,https://techafricanews.com/2026/08/31/ttcl-and-zff-launch-digital-push-with-n-card-e-ticketing-system/
Internet par satellite : Starlink cible 16 nouveaux marchés africains d'ici fin 2026,Agence Ecofin,,2026-08-31,day,MRT; MLI; GMB; GIN; BFA; TGO; TUN; UGA; TZA; COM; NAM; AGO; COG; GAB; CMR; MUS,infra.connect; geopol.usa,starlink; spacex,2026-08-31,https://www.agenceecofin.com/actualites-numerique/3108-141168-internet-par-satellite-starlink-cible-16-nouveaux-marches-africains-d-ici-fin-2026
Somalia eyes Tanzania's e-governance model,Daily News (Tanzania),,2026-08-31,day,TZA; SOM,dpi.govtech; dpi.mis; gov.regional,government-of-tanzania; presidents-office-public-service-management-tanzania; office-of-the-prime-minister-somalia,2026-09-01,https://dailynews.co.tz/somalia-eyes-tanzanias-e-governance-model/
Rwanda and Tanzania advance cybersecurity framework for regional instant payments,techreviewafrica.com,,2026-08-29,day,RWA; TZA,infra.cybersec; dpi.pay; gov.regional,eac; rswitch-rwanda; national-bank-of-rwanda; minict-rwanda; deep-programme,2026-09-01,https://techreviewafrica.com/news/6973/rwanda-and-tanzania-advance-cybersecurity-framework-for-regional-instant-payments
Tanzania Internet Service Providers Association -- Internet Exchange Points,Tanzania Internet Service Providers Association (TISPA),,2026-08-28,day,TZA,infra.connect,tispa,2026-09-06,https://tispa.or.tz/chapters/
Tanzania turns to smart technology to boost livestock productivity,The Citizen,,2026-08-28,day,TZA,dpi.mis; capacity.research; include.access,nm-aist; university-of-florida; gates-foundation,2026-09-01,https://www.thecitizen.co.tz/tanzania/news/national/tanzania-turns-to-smart-technology-to-boost-livestock-productivity-5574406
Data protection regulator begins compliance crackdown,The Citizen (Tanzania),,2026-08-28,day,TZA,gov.protect,pdpc-tanzania,2026-08-29,https://www.thecitizen.co.tz/tanzania/news/national/data-protection-regulator-begins-compliance-crackdown-5574710
Tanzania Integrated Statistical Portal (TISP),National Bureau of Statistics (NBS) / Office of the Chief Government Statistician (OCGS),,2026-08-28,day,TZA,gov.policy; data.open; data.statistics,national-bureau-of-statistics-tanzania; office-of-chief-government-statistician-zanzibar,2026-09-06,https://tisp.nbs.go.tz/
Services | Ministry of Health,"Ministry of Health, United Republic of Tanzania",,2026-08-28,day,TZA,digital.rural; dpi.mis,ministry-of-health-tanzania,2026-09-06,https://www.moh.go.tz/en/services/18
Somalia Yakoshwa na Mifumo ya Kidijitali Sekta ya Kazi na Ajira,"President's Office - Labour, Employment and Youth, Tanzania",,2026-08-28,day,TZA; SOM,dpi.mis; dpi.govtech; gov.regional,pmo-labour-employment-tanzania; office-of-the-prime-minister-somalia; labour-market-information-system-tanzania; e-utatuzi-tanzania,2026-09-01,https://www.kazi.go.tz/news/somalia-yakoshwa-na-mifumo-ya-kidijitali-sekta-ya-kazi-na-ajira
Zanzibar shifts quietly from cash to fast digital payment systems,The Citizen,,2026-08-27,day,TZA,dpi.pay; dpi.govtech,yas-tanzania; zanbus; zanzibar-state-trading-corporation,2026-08-29,https://www.thecitizen.co.tz/tanzania/zanzibar/zanzibar-shifts-quietly-from-cash-to-fast-digital-payment-systems-5572738
Tanzania makes history with first-ever digital white maize auction,The Citizen,,2026-08-27,day,TZA,dpi.govtech,cereals-and-other-produce-regulatory-authority-tanzania; ministry-of-agriculture-tanzania; tanzania-mercantile-exchange; warehouse-receipts-regulatory-board-tanzania; cooperative-development-commission-tanzania,2026-08-29,https://www.thecitizen.co.tz/tanzania/business/tanzania-makes-history-with-first-ever-digital-white-maize-auction-5572996
Kenya and Tanzania Deepen Regulatory Cooperation on Satellite Communications,TechAfrica News,,2026-08-27,day,KEN; TZA,gov.regional; infra.connect,communications-authority-of-kenya; tcra,2026-08-28,https://techafricanews.com/2026/08/27/kenya-tanzania-deepen-satellite-regulatory-cooperation/
Serikali kuimarisha huduma mawasiliano Mkongo wa Taifa,Nipashe / IPP Media,,2026-08-27,day,TZA,infra.connect; include.divides,government-of-tanzania; ucsaf,2026-09-01,https://www.ippmedia.co.tz/nipashe/habari/kitaifa/read/serikali-kuimarisha-huduma-mawasiliano-mkongo-wa-taifa-2026-08-27-114208
"Tanzania develops digital acquisition of NIDA numbers, identity cards",Daily News (Tanzania),,2026-08-27,day,TZA,dpi.id; include.access; include.divides,nida-tanzania; government-of-tanzania,2026-09-01,https://dailynews.co.tz/tanzania-develops-digital-acquisition-of-nida-numbers-identity-cards/
Yas Targets Tanzania's Fixed-Internet Market With New Fiber Rollout,Ecofin Agency,,2026-08-26,day,TZA,infra.connect; tech.industry; include.access,yas-tanzania; axian-telecom; tcra; itu,2026-08-27,https://www.ecofinagency.com/news-digital/2608-58349-yas-targets-tanzania-s-fixed-internet-market-with-new-fiber-rollout
"NBC, DSE launch digital share trading service through NBC Kiganjani",Daily News (Tanzania),,2026-08-26,day,TZA,dpi.pay; dpi.id,national-bank-of-commerce-tanzania; dar-es-salaam-stock-exchange; capital-markets-and-securities-authority-tanzania,2026-09-01,https://dailynews.co.tz/nbc-dse-launch-digital-share-trading-service-through-nbc-kiganjani/
Airtel Africa Foundation Expands Digital Skills Programme for Tanzanian Youth,Tech Africa News,,2026-08-26,day,TZA,capacity.training; capacity.literacy,airtel-africa; airtel-tanzania,2026-08-26,https://techafricanews.com/2026/08/26/airtel-africa-foundation-digital-skills-tanzanian-youth/
South Korea Approves $170 Million Loan for AI and Digital Training Institute in Tanzania,Tech Africa News,,2026-08-25,day,TZA,capacity.training; tech.ai; finance.new,korea-edcf; south-korea; government-of-tanzania,2026-08-25,https://techafricanews.com/2026/08/25/south-korea-approves-170-million-loan-ai-digital-training-tanzania/
South Korea's $170 Million Tanzania AI Loan Opens Door for Korean Tech in Africa,Ecofin Agency,,2026-08-25,day,TZA,capacity.training; tech.ai; finance.new,korea-edcf; south-korea; government-of-tanzania,2026-09-06,https://www.ecofinagency.com/news-digital/2508-58299-south-korea-s-170-million-tanzania-ai-loan-opens-door-for-korean-tech-in-africa
Tanzania President Mwinyi Reviews TTCL's Digital Connectivity Expansion in Zanzibar,Tech Africa News,,2026-08-24,day,TZA,infra.connect; digital.rural,ttcl; nictbb,2026-08-24,https://techafricanews.com/2026/08/24/tanzania-president-mwinyi-reviews-ttcl-digital-connectivity-zanzibar/
"Cross-Border Data Transfer in Tanzania: Assessing Legal Standards, Institutional Gaps, and the Digital Platforms Challenge",East African Journal of Law and Ethics,,2026-08-24,day,TZA,gov.protect; dpi.exchange,tanzania-pdpa; pdpc-tanzania,2026-08-27,https://journals.eanso.org/index.php/eajle/article/view/5617
Airtel Launches Fursa Lab at Tanzania School to Boost Students’ Digital Skills,Tech Africa News,,2026-08-24,day,TZA,capacity.literacy; include.divides,airtel-africa-foundation; airtel-tanzania; dtbi-tanzania,2026-08-24,https://techafricanews.com/2026/08/24/airtel-launches-fursa-lab-tanzania-school-digital-skills/
"대외경제협력기금, 첫번째 AI 사업으로 탄자니아 AI‧디지털 기술교육기관 건립(1.7억불) 승인","대한민국 재정경제부 (Republic of Korea, Ministry of Economy and Finance)",,2026-08-23,day,TZA,capacity.training; tech.ai; finance.new,korea-edcf; ministry-of-economy-and-finance-korea; south-korea; government-of-tanzania,2026-08-25,https://www.moef.go.kr/nw/nes/detailNesDtaView.do?menuNo=4010100&searchNttId1=MOSF_000000000079088&searchBbsId1=MOSFBBS_000000000028
From idea to asset: Tanzania launches InnoIP initiative to safeguard local creators,The Citizen (Tanzania),,2026-08-23,day,TZA,tech.innovate; capacity.training,brela-tanzania; costech-tanzania; dar-teknohama-business-incubator; buni-innovation-hub,2026-09-06,https://www.thecitizen.co.tz/tanzania/news/national/from-idea-to-asset-tanzania-launches-innoip-initiative-to-safeguard-local-creators-5568048
INNOIP YAFUNGUA FURSA MPYA KWA WABUNIFU,Fullshangwe Blog,,2026-08-23,day,TZA,tech.innovate; capacity.training; include.access,costech-tanzania; brela-tanzania; dtbi-tanzania; airtel-tanzania,2026-08-27,https://fullshangweblog.co.tz/2026/08/23/577246/
"Korea EDCF — Tanzania AI and digital technology training institute, 2026","대한민국 재정경제부 (Republic of Korea, Ministry of Economy and Finance)",,2026-08-23,day,TZA,capacity.training; tech.ai; finance.new,korea-edcf; government-of-tanzania; ministry-of-economy-and-finance-korea,2026-08-25,https://www.moef.go.kr/nw/nes/detailNesDtaView.do?menuNo=4010100&searchNttId1=MOSF_000000000079088&searchBbsId1=MOSFBBS_000000000028
Government moves to integrate forest revenue systems,Daily News (Tanzania),,2026-08-23,day,TZA,dpi.exchange; digital.localgov; gov.standards,fao; tanzania-forest-services-agency; ministry-of-natural-resources-and-tourism-tanzania; e-government-authority-tanzania,2026-08-27,https://dailynews.co.tz/government-moves-to-integrate-forest-revenue-systems/
Tanzania enters Global AI network to drive digital transformation,The Citizen,,2026-08-22,day,TZA,tech.ai; capacity.research,nm-aist; un-odet; global-ai-capacity-development-network,2026-08-25,https://www.thecitizen.co.tz/tanzania/news/national/tanzania-enters-global-ai-network-to-drive-digital-transformation-5567548
MAKINDA: TEKNOLOJIA ITUMIKE KUJIBU MATATIZO YA WANANCHI,Fullshangwe Blog,,2026-08-22,day,TZA,data.statistics; capacity.research,national-bureau-of-statistics-tanzania; university-of-dar-es-salaam; nm-aist,2026-08-27,https://fullshangweblog.co.tz/2026/08/22/makinda-teknolojia-itumike-kujibu-matatizo-ya-wananchi/
Tanzania drafts 25-year national technology roadmap,The Eastleigh Voice,,2026-08-22,day,TZA,gov.policy; capacity.research,ministry-education-science-technology-tanzania,2026-08-27,https://eastleighvoice.co.ke/news/392552/tanzania-drafts-25-year-national-technology-roadmap
AI innovation seeks to bridge Tanzania's digital divide for people with disabilities,The Citizen (Tanzania),,2026-08-22,day,TZA,tech.ai; include.access; include.divides,costech-tanzania; muhimbili-university-of-health-and-allied-sciences,2026-08-27,https://www.thecitizen.co.tz/tanzania/news/national/ai-innovation-seeks-to-bridge-tanzania-s-digital-divide-for-people-with-disabilities-5567518
Vodacom Tanzania's 10th AGM Highlights 27.7M Customers and 85% Network Investment Growth,Africa Telecom Review,,2026-08-21,day,TZA,infra.connect; tech.industry,vodacom-tanzania,2026-08-21,https://www.telecomreviewafrica.com/articles/telecom-operators/29096-vodacom-tanzanias-10th-agm-highlights-27-7m-customers-and-85-network-investment-growth/
Kairuki: TTCL ongezeni kasi ya Fiber majumbani,Timesmajira,,2026-08-21,day,TZA,gov.discourse; include.access; infra.connect,ttcl; micit-tanzania; tcra,2026-08-27,https://timesmajira.co.tz/kairuki-ttcl-ongezeni-kasi-ya-fiber-majumbani/
Zanzibar cuts fines for businesses that fail to issue e-receipts,The Citizen,,2026-08-21,day,TZA,dpi.pay; gov.legislate; dpi.govtech,zanzibar-revenue-authority; revolutionary-government-of-zanzibar,2026-08-23,https://www.thecitizen.co.tz/tanzania/zanzibar/zanzibar-cuts-fines-for-businesses-that-fail-to-issue-e-receipts-5565968
African education assessors warn against AI deciding students' futures,The Citizen,,2026-08-21,day,TZA,tech.ai; gov.standards; gov.discourse,aeaa; necta-tanzania; ministry-of-education-science-and-technology-tanzania,2026-08-23,https://www.thecitizen.co.tz/tanzania/news/national/african-education-assessors-warn-against-ai-deciding-students-futures-5566290
Airtel Money School Pay Expands Digital Fee Payments to 800+ Schools in Tanzania,Tech Africa News,,2026-08-21,day,TZA,dpi.pay; include.access,airtel-tanzania,2026-08-21,https://techafricanews.com/2026/08/21/airtel-money-school-pay-expands-digital-fee-payments-to-800-schools-in-tanzania/
"Mange Kimambi v. Meta Platforms, Inc. — Complaint",San Mateo County Superior Court (via UniCourt),,2026-08-21,day,TZA,gov.discourse; gov.legislate,meta; tanzania-communications-regulatory-authority; mange-kimambi,2026-09-01,https://unicourt.com/case/ca-sm-casebm9eb4fc6d8dcd-1031959
AI algorithms and the new power of public opinion,The Citizen,,2026-08-20,day,TZA,tech.ai; gov.discourse,,2026-08-21,https://www.thecitizen.co.tz/tanzania/oped/ai-algorithms-and-the-new-power-of-public-opinion-5564428
"Tanzania unveils 68-project, USD 30.1 billion pipeline for EU investment roadshows",TanzaniaInvest,,2026-08-20,day,TZA,finance.new; tech.industry; geopol.eu,european-union; tiseza; global-gateway,2026-08-23,https://www.tanzaniainvest.com/economy/trade/eu-investment-roadshows-2026
Tanzania pushes CRVS-ID integration as birth registration becomes a DPI layer,Biometric Update,,2026-08-20,day,TZA,dpi.id,rita-tanzania; nida-tanzania; unicef,2026-08-20,https://www.biometricupdate.com/202608/tanzania-pushes-crvs-id-integration-as-birth-registration-becomes-a-dpi-layer
"Yas Tanzania Brings Fibre Connectivity to Homes, Businesses in Dodoma",Tech Africa News,,2026-08-20,day,TZA,infra.connect; include.access,yas-tanzania,2026-08-21,https://techafricanews.com/2026/08/20/yas-tanzania-brings-fibre-connectivity-to-homes-businesses-in-dodoma/
Usajili wa Miundombinu Muhimu ya TEHAMA Kuimarisha Ulinzi na Usalama wa Huduma za Kidijitali,Wizara ya Mawasiliano na Teknolojia ya Habari (Ministry of Communication and Information Technology),,2026-08-20,day,TZA,gov.legislate; infra.cybersec,micit-tanzania,2026-09-06,https://www.mawasiliano.go.tz/news/usajili-wa-miundombinu-muhimu-ya-tehama-kuimarisha-ulinzi-na-usalama-wa-huduma-za-kidijitali
BoT yazindua machapisho ya nukta nundu kwa wasioona,Mwananchi,,2026-08-20,day,TZA,include.access; capacity.literacy,bank-of-tanzania,2026-08-23,https://www.mwananchi.co.tz/mw/habari/biashara/bot-yazindua-machapisho-ya-nukta-nundu-kwa-wasioona-5564948
NeST system now serves over 30 Tanzania's institutional and service-related systems,Daily News Tanzania,,2026-08-20,day,TZA,dpi.exchange; dpi.govtech; gov.standards,public-procurement-regulatory-authority-tanzania; nest-tanzania,2026-08-23,https://dailynews.co.tz/nest-system-now-serves-over-30-tanzanias-institutional-and-service-related-systems/
Consternation mounts over Capital Pay megadeal on Dodoma's foreign trade data,Africa Intelligence,,2026-08-20,day,TZA,finance.new; data.statistics; dpi.govtech,capital-pay,2026-08-23,"https://www.africaintelligence.com/eastern-africa-and-the-horn/2026/08/20/consternation-mounts-over-capital-pay-megadeal-on-dodoma-s-foreign-trade-data,110861944-eve"
"AI, changing habits reshape online media",The Citizen,,2026-08-19,day,TZA,gov.discourse; gov.policy; tech.ai,tcra,2026-08-25,https://www.thecitizen.co.tz/tanzania/news/national/ai-changing-habits-reshape-online-media-5562974
"Security, digital identity and technology set to spur Tanzania's growth",Daily News (Tanzania),,2026-08-19,day,TZA,dpi.id; infra.cybersec; gov.policy,jamii-namba; nida-tanzania; ministry-of-home-affairs-tanzania,2026-08-20,https://dailynews.co.tz/security-digital-identity-and-technology-set-to-spur-tanzanias-growth/
UnionPay and Standard Bank Expand E-Commerce Acceptance Across Nine African Markets,Tech Africa News,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay,unionpay-international; standard-bank,2026-08-19,https://techafricanews.com/2026/08/19/unionpay-and-standard-bank-expand-e-commerce-acceptance-across-nine-african-markets/
Standard Bank expands UnionPay acceptance,ITWeb Africa,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay; geopol.china,standard-bank; unionpay-international,2026-08-19,https://itweb.africa/article/standard-bank-expands-unionpay-acceptance/KBpdgvpmBA47LEew
Wafanyabiashara waomba gharama nafuu za miamala ya kielektroniki,Nipashe,,2026-08-19,day,TZA,dpi.pay; gov.discourse; include.access,tanzania-revenue-authority,2026-08-23,https://ippmedia.co.tz/nipashe/biashara/read/wafanyabiashara-waomba-gharama-nafuu-za-miamala-ya-kielektroniki-2026-08-19-194833
Waziri Katambi Mbele ya Kamati ya NUU Kuwasilisha Utekelezaji wa Uhamiaji na NIDA,Wizara ya Mambo ya Ndani ya Nchi (Ministry of Home Affairs),,2026-08-19,day,TZA,gov.legislate; dpi.id,ministry-of-home-affairs-tanzania; nida-tanzania,2026-09-06,https://www.moha.go.tz/News/yMYerR6eOB
Zanzibar hosts a three day Data Tamasha Africa 2026,The Guardian (Tanzania) / IPP Media,,2026-08-19,day,TZA,tech.innovate; data.open; tech.ai; gov.discourse,tanzania-data-lab; pollicy; ministry-of-communication-ict-zanzibar,2026-08-19,https://ippmedia.co.tz/the-guardian/news/local-news/read/zanzibar-hosts-a-three-day-data-tamasha-africa-2026-2026-08-19-163650
"Uganda adopts phased electronic invoicing rollout, contrasting Kenya's simultaneous approach",Horn Economic Review,,2026-08-19,day,XEA; UGA; KEN; TZA,dpi.govtech; gov.regional; dpi.pay,ura-uganda; kenya-revenue-authority; tanzania-revenue-authority,2026-08-23,https://horneconomicreview.com/2026/08/19/uganda-adopts-phased-electronic-invoicing-rollout-contrasting-kenyas-simultaneous-approach/
Tanzania orders operators of critical ICT infrastructure to exercise greater vigilance,Daily News Tanzania,,2026-08-19,day,TZA,infra.cybersec; gov.legislate; gov.policy,micit-tanzania,2026-08-23,https://dailynews.co.tz/tanzania-orders-operators-of-critical-ict-infrastructure-to-exercise-greater-vigilance-or-else-face-100m-fine/
深化跨境互联互通 中国银行人民币国际使用系列路演活动在坦桑尼亚举办,新浪财经 (Sina Finance),,2026-08-19,day,TZA,dpi.pay; geopol.china,bank-of-china; bank-of-tanzania,2026-08-21,https://finance.sina.com.cn/money/bank/2026-08-19/doc-ininwawq2549345.shtml
The Cost of Candidacy: Cyclical Online Gendered Violence across Elections in Tanzania and Cote d'Ivoire,Pollicy,,2026-08-18,day,TZA; CIV,gov.discourse; include.access,pollicy,2026-08-21,https://pollicy.org/resource/the-cost-of-candidacy-cyclical-online-gendered-violence-across-elections-in-tanzania-and-cote-divoire/
