title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
Genève : Djibouti affiche sa vision d'un numérique inclusif et d'un hub technologique régional,La Nation (Djibouti),,2026-07-09,day,DJI; XEA,gov.policy; tech.ai; infra.connect; include.divides; gov.regional,itu; eardip; djibouti-digital-foundation-dfn; vision-djibouti-2035,2026-07-18,https://www.lanation.dj/geneve-djibouti-affiche-sa-vision-dun-numerique-inclusif-et-dun-hub-technologique-regional/,
L'ANC distinguée lors de l'exercice régional de cybersécurité,La Nation (Djibouti),,2026-07-09,day,DJI; ETH; XEA,infra.cybersec; gov.regional; capacity.training; infra.capacity,national-cybersecurity-authority-djibouti; dj-cert; igad,2026-07-18,https://www.lanation.dj/lanc-distinguee-lors-de-lexercice-regional-de-cybersecurite/,
Microsoft and G42 data center in Kenya stalled due to lack of power capacity,DatacenterDynamics,,2026-07-09,day,KEN; XEA,infra.store; infra.energy; infra.capacity; tech.ai; finance.new; geopol.usa; geopol.gulf,microsoft; g42; microsoft-g42-kenya-datacenter; william-ruto,2026-07-10,https://www.datacenterdynamics.com/en/news/microsoft-and-g42-data-center-in-kenya-stalled-due-to-lack-of-power-capacity/,
Vodacom expands East Africa strategy,ITWeb Africa,,2026-07-03,day,XEA; KEN; TZA; ZAF,dpi.pay; infra.connect; include.access; tech.ai; finance.new; include.divides,vodacom; safaricom,2026-07-10,https://itweb.africa/article/vodacom-expands-east-africa-strategy/lLn14MmQerdMJ6Aa,
Implementation Status & Results Report - Eastern Africa Regional Digital Integration Project (P176181) - Sequence No 7,World Bank,,2026-06-30,day,SSD; SOM; XEA,infra.connect; infra.store; infra.cybersec; gov.protect,world-bank; eardip; ministry-of-ict-and-postal-services-south-sudan,2026-08-10,https://documents1.worldbank.org/curated/en/099063026190082191/txt/P176181-84d9770b-853c-4bb8-8e5a-996eac681382.txt,
EAC advances development of Regional Framework for Secure Cross-Border Data Flows to power East Africa's digital economy,East African Community (EAC),,2026-06-25,day,XEA,gov.regional; dpi.exchange,eac,2026-09-02,https://www.eac.int/eadrip-news-updates/eardip-press-releases/3554-eac-advances-development-of-regional-framework-for-secure-cross-border-data-flows-to-power-east-africa-s-digital-economy,
"EAC backs Secure Data Sharing Framework to drive regional trade, innovation and growth",Burundi Times,Hadija Kamikazi,2026-06-25,day,BDI; XEA,dpi.exchange; gov.protect; gov.regional; gov.standards,eac; eardip; world-bank,2026-07-18,https://www.burunditimes.com/eac-backs-secure-data-sharing-framework-to-drive-regional-trade-innovation-and-growth/,
UAE-Kenya Tech Partnership Gains Momentum as AI Investments Grow,Capital FM,,2026-06-18,day,KEN; XEA,tech.ai; infra.store; finance.mou; gov.protect; infra.capacity; dpi.govtech; gov.regional; geopol.gulf,uae; servernah-cloud,2026-07-10,https://capitalfm.africa/uae-kenya-tech-partnership-gains-momentum-as-ai-investments-grow/,
Seacom boosts East Africa connectivity,ITWeb Africa,,2026-06-18,day,KEN; UGA; XEA,infra.connect; gov.regional; infra.capacity,seacom,2026-07-10,https://itweb.africa/article/seacom-boosts-east-africa-connectivity/VgZeyvJlgBXMdjX9,
Kenya Eyes First OpenAI Academy in East Africa Following Ruto–Sam Altman Talks,Tech Africa News,,2026-06-18,day,KEN; XEA,tech.ai; capacity.training; geopol.usa,openai; william-ruto,2026-07-10,https://techafricanews.com/2026/06/18/kenya-eyes-first-openai-academy-in-east-africa-following-ruto-sam-altman-talks/,
Seacom deploys a new high-capacity Nairobi–Kampala route to strengthen East Africa's digital backbone,Seacom (press release),,2026-06-17,day,KEN; UGA; XEA,infra.connect; infra.capacity; gov.regional,seacom,2026-07-10,https://seacom.co.ke/news/seacom-deploys-a-new-high-capacity-nairobikampala-route-to-strengthen-east-africas-digital-backbone,
Rwanda Launches Dedicated AI Agency to Drive Investment and Innovation,We Are Tech Africa,,2026-06-10,day,RWA; XEA; XAF,tech.ai; gov.policy; gov.legislate; finance.new; capacity.training; capacity.research,rwanda-national-ai-agency; paula-ingabire,2026-07-10,https://www.wearetech.africa/en/fils-uk/news/tech/rwanda-launches-dedicated-ai-agency-to-drive-investment-and-innovation,
AfDB says Africa must fund its own growth as aid model frays,The Africa Report,Leanne de Bassompierre,2026-05-26,day,XAF; XEA; XCA; XSS,finance.new; gov.policy; gov.regional; data.statistics,african-development-bank; african-union; nafa,2026-07-11,https://www.theafricareport.com/419860/afdb-says-africa-must-fund-its-own-growth-as-aid-model-frays/,
"World Bank, African DPAs outline formula for trusted digital identity, DPI",Biometric Update,Chris Burt,2026-05-16,day,KEN; UGA; LBR; BEN; MUS; XEA,gov.protect; dpi.id; dpi.exchange; gov.regional; infra.cybersec; tech.ai,world-bank; mosip; id4africa; eac,2026-07-11,https://www.biometricupdate.com/202605/world-bank-african-dpas-outline-formula,
Africa–Europe Cooperation on AI Governance,The Lawyers Hub (supported by AFD),The Lawyers Hub (Africa AI Policy Lab),2026-05-15,month,XAF; KEN; ZAF; NGA; RWA; ZWE; GHA; XEA,tech.ai; gov.protect; gov.regional; geopol.eu; capacity.training; finance.new; gov.policy,lawyers-hub; au-continental-ai-strategy; eu-ai-act; popia; information-regulator-south-africa; ndpc,2026-07-14,https://www.lawyershub.org/news/post/africa-forward-summit-2026-launching-the-africa-europe-ai-governance-report,
African Commission: Highlighting pressures on civic space in Kenya and Rwanda,ARTICLE 19,ARTICLE 19 Eastern Africa,2026-05-15,month,KEN; RWA; XEA,gov.protect; infra.cybersec; gov.legislate; include.divides,article-19; african-commission,2026-07-14,https://www.article19.org/resources/african-commission-highlighting-pressures-on-civic-space-in-kenya-and-rwanda/,
"Vodacom Tanzania, Thunes roll out M-Pesa links to Uganda and China",Connecting Africa,,2026-05-07,day,UGA; XEA,dpi.pay,thunes,2026-07-19,https://www.connectingafrica.com/mobile-money/vodacom-tanzania-thunes-roll-out-m-pesa-links-to-uganda-and-china,
Digital Divide persists as East Africa expands regional tech integration,Burundi Times,Moses Havyarimana,2026-05-07,day,BDI; XEA,include.divides; gov.protect; dpi.exchange; gov.regional; infra.cybersec; capacity.literacy,eac; igad; eardip,2026-07-18,https://www.burunditimes.com/digital-divide-persists-as-east-africa-expands-regional-tech-integration/,
EAC Partner States Reaffirm Commitment to Accelerating Regional Digital Integration for Economic Transformation,East African Community (EAC) Secretariat,,2026-05-06,day,TZA; XEA,gov.regional; dpi.exchange,east-african-community; eardip,2026-09-06,https://www.eac.int/eadrip-news-updates/eardip-press-releases/3502-eac-partner-states-reaffirm-commitment-to-accelerating-regional-digital-integration-for-economic-transformation,
East African countries (incl. Uganda) to launch regional satellite (NCRCBSI),Connecting Africa,,2026-05-04,day,UGA; XEA,data.satellite; gov.regional; infra.connect,ncrcbsi; ministry-of-ict-and-digital-economy-kenya; ministry-of-ict-and-national-guidance-uganda; ministry-of-ict-and-postal-services-south-sudan,2026-07-19,https://www.connectingafrica.com/connectivity/east-african-countries-to-launch-regional-satellite,
Djibouti s'impose comme référence mondiale de la digitalisation portuaire : Le modèle DPCS distingué à Dar es Salam,La Nation (Djibouti),,2026-04-29,day,DJI; TZA; KEN; MUS; XEA,dpi.govtech; dpi.exchange; gov.standards; gov.regional; tech.industry,djibouti-port-community-systems; world-bank; international-maritime-organization; kentrade,2026-07-18,https://www.lanation.dj/djibouti-simpose-comme-reference-mondiale-de-la-digitalisation-portuaire-le-modele-dpcs-distingue-a-dar-es-salam/,
African Ministers call for harmonised policies and infrastructure investment at Connected Africa Summit Roundtable,Tech Review Africa,Nana Appiah Acquaye,2026-04-28,day,KEN; XAF; XEA,gov.regional; gov.policy; gov.protect; dpi.id; dpi.pay; infra.energy; infra.store; include.access,connected-africa-summit; william-kabogo; john-tanui; state-department-for-ict-and-the-digital-economy-kenya,2026-07-11,https://techreviewafrica.com/news/5202/,
EAC moves to create unified AI Sovereignty bloc,ITWeb Africa,Phyllis Birori,2026-03-31,day,XEA; RWA; KEN; TZA; UGA,gov.regional; tech.ai; gov.policy; gov.standards,eac; paula-ingabire,2026-07-11,https://itweb.africa/article/eac-moves-to-create-unified-ai-sovereignty-bloc/,
"Development of Regional Guidelines for Infrastructure Sharing, Co-location, Data Hosting and Cloud Market for IGAD Member States",Intergovernmental Authority on Development (IGAD),,2026-03-30,day,SDN; XEA,gov.regional,igad; world-bank,2026-09-03,https://igad.int/job/development-of-regional-guidelines-for-infrastructure-sharing-co-location-data-hosting-and-cloud-market-for-igad-member-states/,
CIPESA Public Dialogue Series: Interrogating Digital Public Infrastructure in East Africa,CIPESA,CIPESA,2026-03-23,day,XEA; XWA; XAF,dpi.exchange; gov.protect; include.divides; dpi.govtech; gov.policy; gov.discourse,cipesa; co-develop; media-foundation-west-africa,2026-07-14,https://cipesa.org/2026/03/cipesa-public-dialogue-series-interrogating-digital-public-infrastructure-in-east-africa/,
Africa’s Data Protection Reforms: A Continental Perspective on the Drivers of Change in Legal Frameworks,Future of Privacy Forum,Mercy King’ori; Bianca-Ioana Marcu,2026-03-12,day,XAF; NGA; KEN; AGO; MUS; BWA; SYC; GHA; XWA; XEA; XSA,gov.protect; gov.legislate; gov.regional; tech.ai; gov.discourse,future-of-privacy-forum; nigeria-data-protection-act-2023; ndpc; kenya-data-protection-act-2019; odpc-kenya; malabo-convention; au-data-policy-framework; afcfta-digital-trade-protocol; eu-ai-act,2026-07-14,https://fpf.org/blog/africas-data-protection-reforms-a-continental-perspective-on-the-drivers-of-change-in-legal-frameworks/,
Somalia cleared to adopt and print the EAC e-Passport,The Citizen (Tanzania),Rosemary Mirondo,2026-02-17,day,SOM; TZA; XEA,gov.regional; dpi.id,eac; nira-somalia,2026-07-16,https://www.thecitizen.co.tz/tanzania/news/national/somalia-cleared-to-adopt-eac-e-passport-envoy-says-5362520,
"Ethio Telecom, Djibouti Telecom, and Sudatel Group sign strategic fiber agreement",Data Center Dynamics,,2026-02-11,day,DJI; ETH; SDN; XEA,infra.store,djibouti-telecom; ethio-telecom; sudatel; horizon-fiber,2026-09-01,https://www.datacenterdynamics.com/en/news/ethio-telecom-djibouti-telecom-and-sudatel-group-sign-strategic-fiber-agreement/,
"Ethio telecom, Djibouti Telecom, Sudatel Seal Binding Deal on Cross-Border Fiber Network",Telecom Review Africa,,2026-02-10,day,DJI; ETH; SDN; XEA,infra.connect; gov.regional; finance.mou; infra.store,djibouti-telecom; ethio-telecom; sudatel; horizon-fiber,2026-07-18,https://www.telecomreviewafrica.com/articles/reports-and-coverage/28249-ethio-telecom-djibouti-telecom-sudatel-seal-binding-deal-on-cross-border-fiber-network/,
Paratus lights up new East Africa fibre highway linking Goma to Mombasa,ITWeb Africa,,2026-02-09,day,COD; KEN; UGA; RWA; XEA,infra.connect; gov.regional; tech.industry; infra.store,paratus; roke-telkom; moveon-telecoms,2026-07-18,https://itweb.africa/article/paratus-lights-up-new-east-africa-fibre-highway-linking-goma-to-mombasa/wbrpOqg2aJQMDLZn,
East African telcos seal cross-border fibre corridor deal,ITWeb Africa,,2026-02-06,day,DJI; ETH; SDN; XEA,infra.connect; gov.regional; finance.mou; tech.ai,djibouti-telecom; ethio-telecom; sudatel; horizon-fiber,2026-07-18,https://itweb.africa/article/east-african-telcos-seal-cross-border-fibre-corridor-deal/xA9PO7NE16Yvo4J8,
"Djibouti Telecom, Ethio Telecom et Sudatel Telecom Group signent un accord stratégique pour l'Initiative Horizon Fiber",La Nation (Djibouti),,2026-02-05,day,DJI; ETH; SDN; XEA,infra.connect; gov.regional; finance.mou; dpi.exchange,djibouti-telecom; ethio-telecom; sudatel-telecom-group; horizon-fiber,2026-07-18,https://www.lanation.dj/djibouti-telecom-ethio-telecomet-sudatel-telecom-group-signent-un-accord-strategique-pour-linitiative-horizon-fiber/,
East African telcos ink cross-border fiber network deal,Connecting Africa,,2026-02-05,day,DJI; ETH; SDN; XEA,infra.connect; gov.regional; finance.mou; dpi.exchange,djibouti-telecom; ethio-telecom; sudatel; horizon-fiber,2026-07-18,https://www.connectingafrica.com/partnerships/east-african-telcos-ink-cross-border-fiber-network-deal,
"Ethio telecom, Djibouti Telecom, and Sudatel seal Horizon Fiber cross-border connectivity deal",TechAfrica News,,2026-02-04,day,DJI; ETH; SDN; XEA,infra.connect; gov.regional; finance.mou,djibouti-telecom; ethio-telecom; sudatel; horizon-fiber,2026-07-18,https://techafricanews.com/2026/02/04/ethio-telecom-djibouti-telecom-and-sudatel-seal-horizon-fiber-cross-border-connectivity-deal/,
