title,publisher,author,published,date_precision,places,topics,entities,ingested,url
CSOs raise alarm over digital violations affecting HIV services,New Vision,,2026-09-04,day,UGA,gov.protect; gov.discourse,uganda-network-of-aids-service-organisations,2026-09-08,https://www.newvision.co.ug/category/health/csos-raise-alarm-over-digital-violations-affe-NV_229061_092026
Uganda turns to AI to drive tourism growth,Monitor (Nation Media Group),,2026-09-04,day,UGA,tech.ai; gov.discourse; include.divides,ministry-of-tourism-wildlife-and-antiquities-uganda; uganda-tourism-board,2026-09-07,https://www.monitor.co.ug/uganda/news/national/uganda-turns-to-ai-to-drive-tourism-growth-5583524
Uganda targets $500bn through digitalisation,ITWeb Africa,,2026-09-04,day,UGA,gov.policy; tech.ai,ministry-of-ict-and-national-guidance-uganda; national-ict-innovation-hub-uganda,2026-09-04,https://itweb.africa/article/uganda-targets-500bn-through-digitalisation/G98YdqLGnymMX2PD
Uganda: UPF Set to Launch AI Chatbot to Improve Access to Police Services,"Nile Post, syndicated by allAfrica",,2026-09-03,day,UGA,dpi.govtech; tech.ai,uganda-police-force,2026-09-04,https://allafrica.com/stories/202609030622.html
"Roke Telkom, Paratus Bring Starlink to Uganda's Enterprise Market",Nilepost,,2026-09-03,day,UGA,infra.connect,paratus,2026-09-04,https://nilepost.co.ug/news/368680/roke-telkom-paratus-bring-starlink-to-ugandas-enterprise-market
Chil Group Launches Digital Platform Linking Rural Hospitals to Urban Specialists,Nilepost,,2026-09-03,day,UGA,dpi.mis; tech.ai; infra.cybersec,chil-group,2026-09-07,https://nilepost.co.ug/business/368668/chil-group-launches-digital-platform-linking-rural-hospitals-to-urban-specialists
Trade Ministry launches digital system to register sugarcane farmers,New Vision,,2026-09-03,day,UGA,dpi.mis; digital.rural,ministry-of-trade-industry-and-cooperatives-uganda; national-sugar-stakeholders-council-uganda; uganda-sugar-manufacturers-association,2026-09-05,https://www.newvision.co.ug/category/agriculture/trade-ministry-launches-digital-system-to-reg-NV_239987_092026
Minister Musasizi Explains Why NIN Is to Be Used as TIN as ICPAU Commits to Enforce AI Adoption in Accountancy Sector,Mulengera News,,2026-09-03,day,UGA,dpi.id; dpi.exchange; gov.policy,ministry-of-finance-planning-and-economic-development-uganda; nira-uganda; uganda-revenue-authority; icpau,2026-09-07,https://mulengeranews.com/minister-musasizi-explains-why-nin-is-to-be-used-as-tin-as-icpau-commits-to-enforce-ai-adoption-in-accountancy-sector/
"Musasizi Tasks Accountants on Fiscal Discipline, Accountability","Ministry of Finance, Planning and Economic Development (Uganda)",,2026-09-03,day,UGA,gov.policy; dpi.govtech; finance.budget,ministry-of-finance-planning-and-economic-development-uganda; icpau,2026-09-07,https://www.finance.go.ug/media-center/news-and-updates/musasizi-tasks-accountants-fiscal-discipline-accountability
"ANDREW BABA: URA's TIN to NIN Migration, The Benefits and Risks of Uganda's New Tax Identity System",Insight Post Uganda,,2026-09-02,day,UGA,dpi.id; gov.protect; gov.discourse,uganda-revenue-authority; nira-uganda,2026-09-04,https://insightpostug.com/andrew-baba-uras-tin-to-nin-migration-the-benefits-and-risks-of-ugandas-new-tax-identity-system/
"Starlink goes live in Uganda; price comparisons against MTN, Airtel",Pulse Uganda,,2026-09-02,day,UGA,infra.connect; include.access; gov.legislate,starlink; uganda-communications-commission; mtn-uganda; airtel-uganda,2026-09-02,https://www.pulse.ug/story/starlink-uganda-launch-prices-mtn-airtel-2026090200285472149
Govt welcomes Starlink internet service provider,New Vision,,2026-09-02,day,UGA,infra.connect; gov.legislate; include.access,starlink; spacex; uganda-communications-commission,2026-09-02,https://www.newvision.co.ug/category/business/govt-welcomes-starlink-internet-service-provi-NV_239935_092026
"Avec CloudFerret, Vincent Kazibwe automatise les tâches critiques des entreprises",wearetech.africa,,2026-09-01,day,UGA,tech.innovate; tech.ai,cloudferret; vincent-kazibwe,2026-09-02,https://www.wearetech.africa/fr/fils/tech-stars/avec-cloudferret-vincent-kazibwe-automatise-les-taches-critiques-des-entreprises
"What digital development might do for Africa and why it matters - AI, Digital Public Infrastructure and Data Sovereignty",Russell Southwood (Substack),,2026-09-01,day,XAF; NGA; ZAF; KEN; MWI; UGA,tech.ai; dpi.govtech; infra.store; include.divides; gov.discourse; gov.policy,nitda; cipesa; viamo; afrinic,2026-09-08,https://russellsouthwood.substack.com/p/what-digital-development-might-do
"Three arrested over alleged fake news, personal data offences on social media",Nilepost,,2026-09-01,day,UGA,gov.protect; infra.cybersec,uganda-police; computer-misuse-act-uganda,2026-09-02,https://nilepost.co.ug/news/368071/three-arrested-over-alleged-fake-news-personal-data-offences-on-social-media
NIRA register reaches 36.15 million people,New Vision,,2026-09-01,day,UGA,dpi.id; dpi.registry; dpi.exchange; gov.discourse,nira-uganda; uganda-communications-commission; mtn-group; ubos,2026-09-01,https://www.newvision.co.ug/category/news/nira-register-reaches-3615-million-people-NV_239856_092026
UCC launches study on smartphone usage as Uganda targets universal coverage by 2030,The Independent / URN,,2026-09-01,day,UGA,include.divides; infra.connect,uganda-communications-commission; mtn-uganda; airtel-uganda,2026-09-01,https://www.independent.co.ug/ucc-launches-study-on-smartphone-usage-as-uganda-targets-universal-coverage-by-2030/
On The Spot: URA Links With US-Sanctioned South Sudan Firm Crawford Capital Raises Concern - The Capital Times,The Capital Times,,2026-09-01,day,SSD; UGA; KEN,dpi.exchange; gov.discourse,crawford-capital; uganda-revenue-authority; kenya-revenue-authority; south-sudan-revenue-authority,2026-09-04,https://thecapitaltimes.co.ug/on-the-spot-ura-links-with-us-sanctioned-south-sudan-firm-crawford-capital-raises-concern
What 'NIN Will Replace TIN in All Transactions' Actually Means,Business Times Uganda,,2026-09-01,day,UGA,dpi.id; gov.discourse; gov.protect,nira-uganda; uganda-revenue-authority; uganda-registration-services-bureau; personal-data-protection-office-uganda,2026-09-01,https://businesstimesug.com/what-nin-will-replace-tin-in-all-transactions-actually-means/
"Ugandan AI Health Pilot Records High Agreement With Community Workers, Now Enters the Harder Phase",iAfrica.com,,2026-08-31,day,UGA,dpi.mis; tech.ai; include.access,ministry-of-health-uganda; medic; audere,2026-09-04,https://iafrica.com/ugandan-ai-health-pilot-records-high-agreement-with-community-workers-now-enters-the-harder-phase/
Smart Africa and Uganda Stakeholders Push Reforms to Boost Digital Entrepreneurship,Tech Africa News,,2026-08-31,day,UGA,digital.rural,smart-africa; ministry-of-ict-and-national-guidance-uganda,2026-08-31,https://techafricanews.com/2026/08/31/smart-africa-uganda-reforms-digital-entrepreneurship/
NSSF and Airtel Money Renew Partnership to Expand Voluntary Savings in Uganda,Tech Africa News,,2026-08-31,day,UGA,dpi.pay; include.access,nssf-uganda; airtel-money-uganda,2026-08-31,https://techafricanews.com/2026/08/31/nssf-airtel-money-renew-voluntary-savings-partnership/
MTN Uganda Graduates 503 Young People in Digital Skills Programme,Tech Africa News,,2026-08-31,day,UGA,capacity.training,mtn-uganda; national-ict-innovation-hub-uganda,2026-08-31,https://techafricanews.com/2026/08/31/mtn-uganda-graduates-503-youth-digital-skills/
MTN MoMo Uganda and SchoolPay Mark 10 Years of Digital School Fees Payment Partnership,Tech Africa News,,2026-08-31,day,UGA,dpi.pay,mtn-uganda,2026-08-31,https://techafricanews.com/2026/08/31/mtn-momo-schoolpay-10-year-digital-school-fees-partnership/
Internet par satellite : Starlink cible 16 nouveaux marchés africains d'ici fin 2026,Agence Ecofin,,2026-08-31,day,MRT; MLI; GMB; GIN; BFA; TGO; TUN; UGA; TZA; COM; NAM; AGO; COG; GAB; CMR; MUS,infra.connect; geopol.usa,starlink; spacex,2026-08-31,https://www.agenceecofin.com/actualites-numerique/3108-141168-internet-par-satellite-starlink-cible-16-nouveaux-marches-africains-d-ici-fin-2026
"MTN Uganda and EBus Xpress Launch Electric, Cashless Bus Route in Kira",TechAfrica News,,2026-08-28,day,UGA,dpi.pay,mtn-uganda; ebus-xpress-kiira,2026-08-28,https://techafricanews.com/2026/08/28/mtn-uganda-and-ebus-xpress-launch-electric-cashless-bus-route-in-kira/
Airtel Uganda Customer Base Grows 10% to 19.7 Million in H1 2026,Tech Africa News,,2026-08-28,day,UGA,infra.connect; tech.industry,airtel-uganda,2026-08-28,https://techafricanews.com/2026/08/28/airtel-uganda-customer-base-grows-10-percent-to-19-7-million-h1-2026/
Ugandan Innovators Eye Regional Markets at Africa Blockchain Festival,Nile Post,,2026-08-28,day,UGA,tech.ai; gov.policy; dpi.pay,ministry-of-ict-and-national-guidance-uganda; financial-intelligence-authority-uganda; mtn-uganda,2026-08-29,https://nilepost.co.ug/news/367245/ugandan-innovators-eye-regional-markets-at-africa-blockchain-festival
MTN Uganda Partners With Starlink to Expand Connectivity in Remote Areas,Tech Africa News,,2026-08-27,day,UGA,infra.connect,mtn-uganda; starlink; mtn-group,2026-08-27,https://techafricanews.com/2026/08/27/mtn-uganda-starlink-expand-connectivity-remote-areas/
Airtel Africa Foundation Offers Full Fellowships to 20 Ugandan Students in Tech,TechAfrica News,,2026-08-27,day,UGA,capacity.training; include.access,airtel-africa-foundation,2026-08-28,https://techafricanews.com/2026/08/27/airtel-africa-foundation-full-fellowships-20-ugandan-tech-students/
Government urged to pick up pieces as UNCDF's 6-year digital inclusion program ends,Pulse Uganda,,2026-08-27,day,UGA,gov.discourse; include.access; dpi.pay,uncdf; undp; ministry-of-health-uganda,2026-08-27,https://www.pulse.ug/story/uncdf-digital-inclusion-uganda-government-takeover-2026082616160487381
CID seeks more investigators as criminals shift to digital spaces,Nile Post,,2026-08-27,day,UGA,infra.cybersec; dpi.exchange; dpi.govtech,uganda-police; directorate-criminal-investigations-uganda; parliament-of-uganda,2026-08-29,https://nilepost.co.ug/news/367069/cid-seeks-more-investigators-as-criminals-shift-to-digital-spaces
"NIRA, Vision Group partner ahead of Identity Symposium",New Vision,,2026-08-27,day,UGA,dpi.id; dpi.registry,nira-uganda; vision-group-uganda,2026-08-29,https://www.newvision.co.ug/category/news/nira-vision-group-partner-ahead-of-identity-s-NV_239581_082026
Non-Individual Registry Begins FY2026/27 Stakeholder Engagements,Uganda Registration Services Bureau (URSB),,2026-08-26,day,UGA,dpi.registry; gov.legislate,ursb,2026-08-27,https://ursb.go.ug/2026/08/26/non-individual-registry-begins-fy2026-27-stakeholder-engagements/
UNCDF's LNOB programme exposes the digital usage gap in Uganda,Techjaja,,2026-08-26,day,UGA,dpi.pay; include.divides,uncdf; sida; ensibuuko; ugafode-microfinance; emata,2026-08-31,https://techjaja.com/uncdfs-lnob-programme-exposes-the-digital-usage-gap-in-uganda/
"Your NIN is your identity, stop giving it away",The Observer (Uganda),,2026-08-26,day,UGA,gov.protect; dpi.id; gov.discourse,personal-data-protection-office-uganda; isaca,2026-08-26,https://observer.ug/viewpoint/your-nin-is-your-identity-stop-giving-it-away/
Request for Expression of Interest — Consultancy Services for the Development of a National Digital Skills and Competence Framework (NDSCF),National Information Technology Authority – Uganda (NITA-U),,2026-08-26,day,UGA,gov.policy; capacity.training,nita-uganda; world-bank,2026-08-27,https://www.nita.go.ug/sites/default/files/2026-08/REOI%20-%20Digital%20Skills%20Framework_0.pdf
MPs want URA to take over toll collections of Kampala-Entebbe Expressway,New Vision,,2026-08-26,day,UGA,dpi.pay; gov.policy,parliament-of-uganda; ura-uganda; ministry-of-works-and-transport-uganda; egis-road-operation; uganda-national-roads-authority,2026-08-29,https://www.newvision.co.ug/category/news/mps-want-ura-to-take-over-toll-collections-of-NV_239482_082026
"Government to standardise ICT indicators, skills certification",New Vision,,2026-08-26,day,UGA,data.statistics; gov.standards; capacity.training,ministry-of-ict-and-national-guidance-uganda; nita-uganda; uganda-bureau-of-statistics; jica,2026-09-01,https://www.newvision.co.ug/category/news/government-to-standardise-ict-indicators-skil-NV_239486_082026
Parliament demands cancellation of Entebbe expressway toll contract over alleged massive revenue leakages,Monitor (Uganda),,2026-08-25,day,UGA,dpi.pay; gov.policy,parliament-of-uganda; ura-uganda; ministry-of-works-and-transport-uganda; egis-road-operation; uganda-national-roads-authority; pinnacle-security-limited,2026-08-30,https://www.monitor.co.ug/uganda/news/national/parliament-demands-cancellation-of-entebbe-expressway-toll-contract-over-alleged-massive-revenue-leakages--5571038
Paratus launches Starlink satellite services in Uganda,Developing Telecoms,,2026-08-25,day,UGA,infra.connect; gov.standards,paratus; starlink; uganda-communications-commission; roke-telkom,2026-08-26,https://developingtelecoms.com/telecom-technology/satellite-communications-networks/20727-paratus-launches-starlink-satellite-services-in-uganda.html
Beyond digital adoption: The critical role of strategy implementation in Uganda's education operational efficiency,"African Journal of Science, Technology, Innovation and Development",Hannington Businge; James Kaconco; Jennifer Rose Aduwo,2026-08-25,day,UGA,gov.policy; capacity.training; dpi.mis,,2026-08-25,https://www.tandfonline.com/doi/full/10.1080/20421338.2026.2707950
Europa introduz inteligência artificial generativa para transformar África,Agência de Informação de Moçambique (AIM),,2026-08-25,day,UGA; TUN; BEN; MAR; EGY; XAF,tech.ai; capacity.research; infra.capacity; geopol.eu,gainafrica; sapienza-university-of-rome; european-commission,2026-08-27,https://aimnews.org/2026/08/25/europa-introduz-inteligencia-artificial-generativa-para-transformar-africa/
Blogs: Changing nature of cyber threats,New Vision,,2026-08-24,day,UGA,infra.cybersec; dpi.govtech; gov.discourse,nita-uganda,2026-08-29,https://www.newvision.co.ug/category/blogs/changing-nature-of-cyber-threats-NV_239384_082026
MTN Group Limited — Financial results for the six months ended 30 June 2026,MTN Group Limited (JSE SENS),,2026-08-24,day,XAF; ZAF; NGA; GHA; UGA; CIV; CMR,dpi.pay; infra.connect; tech.industry,mtn-group; mtn-mobile-money; ihs-towers; ant-international; mtn-nigeria,2026-08-24,https://senspdf.jse.co.za/documents/2026/JSE/ISSE/MTN/MTNH126.pdf
Ubuntu Capital backs Agrofresh Ug platform to connect Ugandan exporters with global buyers,The Cooperator News,,2026-08-24,day,UGA,finance.new; dpi.exchange; digital.rural,ubuntu-capital; agrofresh-ug,2026-08-27,https://thecooperator.news/ubuntu-capital-backs-agrofresh-ug-platform-to-connect-ugandan-exporters-with-global-buyers/
East African States Open Bank Account to Fund Joint Communications Satellite Study,ChimpReports,,2026-08-24,day,UGA; KEN; RWA; SSD; XEA,infra.connect; gov.regional; data.satellite,northern-corridor-integration-projects; standard-chartered-uganda; ministry-of-foreign-affairs-uganda,2026-08-25,https://chimpreports.com/east-african-states-open-bank-account-to-fund-joint-communications-satellite-study/
"STARLINK LANDS IN UGANDA! Roke Telkom, Paratus Uganda First To Fire Up Satellite Internet",Red Pepper,,2026-08-22,day,UGA,infra.connect; include.divides,starlink; uganda-communications-commission; paratus; roke-telkom,2026-08-23,https://redpepper.co.ug/starlink-lands-in-uganda-roke-telkom-paratus-uganda-first-to-fire-up-satellite-internet/
Digitizing medical records: Ministry of Health on track to digitize health sector,NTV Uganda,,2026-08-22,day,UGA,dpi.mis; dpi.exchange; gov.policy,ministry-of-health-uganda; smart-applications-international,2026-08-23,https://ntv.co.ug/news/digitizing-medical-records-ministry-of-health-on-track-to-digitize-health-sector
New ID rollout hits QR code verification hurdle,The Independent (Uganda),,2026-08-22,day,UGA,dpi.exchange; dpi.id,nira-uganda; parliament-of-uganda,2026-09-06,https://www.independent.co.ug/new-id-rollout-hits-qr-code-verification-hurdle/
Examination Scripts Are Personal Data: The High Court Sets Aside An Order Compelling UNEB To Disclose A Candidate's Scripts,MMAKS Advocates (Africa Legal Network / ALN Uganda),,2026-08-21,day,UGA,gov.legislate,uneb; high-court-of-uganda,2026-09-06,https://www.mmaks.co.ug/articles/2026/08/21/examination-scripts-are-personal-data-high-court-sets-aside-order-compelling
PPDA Partners with CSBAG to Strengthen Monitoring of Government Contracts,Uganda Broadcasting Corporation (UBC),,2026-08-21,day,UGA,gov.discourse; dpi.govtech; data.open,ppda-uganda; civil-society-budget-advocacy-group,2026-08-27,https://ubc.go.ug/2026/08/21/ppda-partners-with-csbag-to-strengthen-monitoring-of-government-contracts/
Uganda Issued National IDs With Broken QR Codes and the Fix Is Five Months Overdue,TechBuild Africa,,2026-08-21,day,UGA,dpi.id; include.access; gov.discourse,nira-uganda; parliament-of-uganda,2026-08-23,https://techbuild.africa/uganda-national-ids-broken-qr-codes-fix-is-five/
Ericsson and MTN Complete MoMo Cloud Migration Across Four African Markets,Tech Africa News,,2026-08-21,day,SWZ; GHA; RWA; UGA,dpi.pay; infra.store,ericsson; mtn-group-fintech,2026-08-21,https://techafricanews.com/2026/08/21/ericsson-mtn-complete-momo-cloud-migration-across-four-african-markets/
NIRA Begins Issuing Identification Cards to Legally Resident Foreign Nationals,"Uganda Printing and Publishing Corporation (UPPC), Government Information Hub",,2026-08-21,day,UGA,gov.legislate,nira-uganda,2026-09-06,https://govinfohub.go.ug/index.php/2026/08/21/nira-begins-issuing-identification-cards-to-legally-resident-foreign-nationals/
URA continues to deal with U.S.-sanctioned South Sudan firm Crawford Capital,Trumpet News,,2026-08-20,day,SSD; UGA,dpi.exchange; gov.regional; dpi.govtech,south-sudan-revenue-authority; ura-uganda; crawford-capital,2026-08-23,https://trumpetnews.co.ug/2026/08/20/ura-continues-to-deal-with-u-s-sanctioned-south-sudan-firm-crawford-capital/
New ID System Faces Questions Over Digital Verification,Parliament of Uganda,,2026-08-20,day,UGA,dpi.id; include.access; gov.discourse,nira-uganda; parliament-of-uganda; ministry-of-internal-affairs-uganda,2026-08-25,https://www.parliament.go.ug/news/4571/new-id-system-faces-questions-over-digital-verification
NIRA Starts Issuing IDs to Foreign Nationals,Nile Post,,2026-08-20,day,UGA,dpi.id; gov.discourse,nira,2026-08-21,https://nilepost.co.ug/news/365341/nira-starts-issuing-ids-to-foreign-nationals
"Judiciary Steps Up Fight Against Digital Crime as Judges, Magistrates Undergo ICT Training",Nile Post,,2026-08-20,day,UGA,infra.cybersec; capacity.training; gov.discourse,uganda-communications-commission; judicial-training-institute-uganda,2026-08-21,https://nilepost.co.ug/news/365182/judiciary-steps-up-fight-against-digital-crime-as-judges-magistrates-undergo-ict-training
Govt Targets September Rollout of Copyright Management System,Nile Post,,2026-08-20,day,UGA,dpi.govtech; gov.discourse,ursb,2026-08-21,https://nilepost.co.ug/news/365418/govt-targets-september-rollout-of-copyright-management-system
South Africa shows Africa how to make MVNOs work,ITWeb South Africa,,2026-08-20,day,ZAF; NGA; KEN; UGA,infra.connect; tech.industry,ncc; africa-analysis; capitec-connect; vitel-wireless,2026-08-20,https://www.itweb.co.za/article/south-africa-shows-africa-how-to-make-mvnos-work/KA3WwMdzpRevrydZ
"방통대, 원격교육 54년 비법 아프리카에 전수…'맞춤형 교육'",Yonhap News Agency,,2026-08-19,day,COD; ZWE; MOZ; RWA; UGA; EGY,capacity.training; include.divides,koica; unesco,2026-08-21,https://www.yna.co.kr/view/AKR20260819056400898
UnionPay and Standard Bank Expand E-Commerce Acceptance Across Nine African Markets,Tech Africa News,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay,unionpay-international; standard-bank,2026-08-19,https://techafricanews.com/2026/08/19/unionpay-and-standard-bank-expand-e-commerce-acceptance-across-nine-african-markets/
Standard Bank expands UnionPay acceptance,ITWeb Africa,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay; geopol.china,standard-bank; unionpay-international,2026-08-19,https://itweb.africa/article/standard-bank-expands-unionpay-acceptance/KBpdgvpmBA47LEew
Senators Criticize Trump Administration's Demands to Access Health Data as a Condition for Lifesaving Aid,ProPublica,,2026-08-19,day,UGA; XSS,gov.protect; gov.discourse; dpi.mis; geopol.usa,us-state-department; usaid; pepfar; ministry-of-health-uganda,2026-08-21,https://www.propublica.org/article/senators-letter-health-data-africa-humanitarian-aid
ISACA urges CEOs to take charge of cybersecurity risks,NTV Uganda,,2026-08-19,day,UGA,infra.cybersec; gov.discourse,isaca,2026-08-23,https://ntv.co.ug/business/isaca-urges-ceos-to-take-charge-of-cybersecurity-risks
UCC launches digital skilling for Health Centre IIIs,New Vision,,2026-08-19,day,UGA,capacity.training; dpi.mis; include.access,uganda-communications-commission; ministry-of-health-uganda,2026-08-25,https://www.newvision.co.ug/category/health/ucc-launches-digital-skilling-for-health-cent-NV_239098_082026
MTN Uganda Launches Webphone with Webex for Global Business Connectivity,techafricanews.com,,2026-08-19,day,UGA,tech.industry,mtn-uganda,2026-08-19,https://techafricanews.com/2026/08/19/mtn-uganda-launches-webphone-with-webex-for-global-business-connectivity/
"Over 35,000 entities unregistered as regulator cracks down on data privacy violations",Daily Monitor,,2026-08-19,day,UGA,gov.protect; infra.cybersec; gov.discourse,personal-data-protection-office-uganda; isaca,2026-08-23,https://www.monitor.co.ug/uganda/news/national/over-35-000-entities-unregistered-as-regulator-cracks-down-on-data-privacy-violations-5563326
"New National IDs, Old Problems; Why Your Ndaga Muntu May Not Work Everywhere Yet",Kampala Press,,2026-08-19,day,UGA,dpi.id; include.access; gov.discourse,nira-uganda; mtn-uganda,2026-08-23,https://www.kampalapress.com/national/new-national-ids-old-problems-why-your-ndaga-muntu-may-not-work-everywhere-yet/
"Uganda adopts phased electronic invoicing rollout, contrasting Kenya's simultaneous approach",Horn Economic Review,,2026-08-19,day,XEA; UGA; KEN; TZA,dpi.govtech; gov.regional; dpi.pay,ura-uganda; kenya-revenue-authority; tanzania-revenue-authority,2026-08-23,https://horneconomicreview.com/2026/08/19/uganda-adopts-phased-electronic-invoicing-rollout-contrasting-kenyas-simultaneous-approach/
CIPESA and UNESCO Partner on Project to Strengthen Climate Change Information Integrity in Africa,Collaboration on International ICT Policy for East and Southern Africa (CIPESA),,2026-08-19,day,UGA; ETH,gov.discourse; capacity.training; capacity.research,cipesa; unesco,2026-08-25,https://cipesa.org/2026/08/cipesa-and-unesco-partner-on-project-to-strengthen-climate-change-information-integrity-in-africa/
Govt moves to tighten regulation of digital lenders as financial inclusion rises,Daily Monitor,,2026-08-18,day,UGA,gov.legislate; dpi.pay; gov.protect,bank-of-uganda,2026-08-23,https://www.monitor.co.ug/uganda/news/national/govt-moves-to-tighten-regulation-of-digital-lenders-as-financial-inclusion-rises-5561784
Uganda's tax body turns up the pressure on businesses and their banks,Kikubo Lane,,2026-08-18,day,UGA,gov.protect; dpi.exchange; gov.discourse,ura-uganda; standard-chartered-uganda; uganda-registration-services-bureau,2026-08-23,https://kikubolane.com/2026/08/18/ugandas-tax-body-turns-up-the-pressure-on-businesses-and-their-banks/
"Ugandans Spend on Data: A Shift in Telecom Budgets, UCC report shows",CEO East Africa,,2026-08-18,day,UGA,data.statistics; include.access; infra.connect,uganda-communications-commission; starlink,2026-08-23,https://www.ceo.co.ug/ugandans-spend-on-data-telecom-budget-shift/
Can device financing solve the problem of smartphone penetration?,PC Tech Magazine,,2026-08-17,day,UGA,include.access; include.divides,mtn; airtel-africa; m-kopa; mogo; uganda-communications-commission,2026-08-18,https://pctechmag.com/2026/08/can-device-financing-solve-the-problem-of-smartphone-penetration/
Ugandan revenue authority turns up heat on taxpayers,The East African (Nation Media Group),,2026-08-17,day,UGA,gov.protect; dpi.exchange; gov.discourse,ura-uganda; standard-chartered-uganda,2026-08-23,https://www.theeastafrican.co.ke/tea/business-tech/ugandan-revenue-authority-turns-up-heat-on-taxpayers-5561674
EDRMS training and on-boarding at Kasese and Rwampara DLGs,Ministry of Public Service (Uganda),,2026-08-17,day,UGA,digital.localgov,ministry-of-public-service-uganda,2026-09-06,https://www.publicservice.go.ug/edrms-training-and-on-boarding-at-kasese-and-rwampara-dlgs/
A Ghanaian PhD student at Texas Tech University advocates stronger protection for AI Data workers in Africa,MyJoyOnline,,2026-08-17,day,UGA,tech.ai; gov.protect,,2026-08-21,https://www.myjoyonline.com/a-ghanaian-phd-student-at-texas-tech-university-advocates-stronger-protection-for-ai-data-workers-in-africa/
