facility_id,url,status,http_code,final_url,wayback_url,cached,checked,raw_slug,supports,note
AGO-002,https://paratus.africa/blog/paratus-group-secures-funding-for-infrastructure-expansion-projects/,live,200,,,ba141a07d4a85cba89736c42113dc2e15f9a5383.txt,2026-09-21,,dfi_involvement; recent_investments,staged dataset-data-centres-AGO
AGO-002,https://paratus.africa/docs/Paratus-Annual-Report-2025-online.pdf,live,200,,,ad99c2310646f6f164b30b00600cb708030fcf5e.txt,2026-09-21,,,staged dataset-data-centres-AGO-t9
AGO-002,https://paratus.africa/invest/,live,200,,,b8687dcce15e9c02667619f0705c1c2281fe2bab.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-002,https://paratus.africa/services/data-center-services/,live,200,,,3eb16a423d52d95975fd4174950b3ab8ba1903bd.txt,2026-09-21,,city; year_operational; operational_status; carrier_neutrality; ixp_presence; submarine_cable_access; security_certifications,staged dataset-data-centres-AGO
AGO-002,https://simplywall.st/stocks/na/telecom/nmse-pnh/paratus-namibia-holdings-shares/ownership,blocked,403,,,c28e3b6e170794330f5d53d8fbf032109ba0a53e.txt,2026-09-21,,none,"not staged: reference page, cited in place"
AGO-002,https://www.datacenterdynamics.com/en/news/paratus-group-to-build-third-angola-data-center/,live,200,,,c6ae2278fab65b219b83f01ef9daa033b94bc905.txt,2026-09-21,"2023-06-27 Paratus to build third Angola data center (DC3, Tier IV)",,added by T7 from raw/
AGO-002,https://www.datacentermap.com/angola/luanda/ita-luanda/,live,200,,,7ebaa9f2c2dd87bd195594c41786fc3a7291895e.txt,2026-09-21,,operator_name; city; services_offered; submarine_cable_access; it_capacity_mw,"not staged: reference page, cited in place"
AGO-002,https://www.namibian.com.na/paratus-to-invest-n123m-in-data-centre-2/,live,200,,,8eff05d2af23611636e97e92848743ff0bb02c6b.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-002,https://www.paratus.ao/en/datacenter-ita-paratus/,error,,,http://web.archive.org/web/20260303051111/https://www.paratus.ao/en/datacenter-ita-paratus/,5e7aa0308d456151da2501aa6bece604dc1d5460.txt,2026-09-21,,city; year_operational; operational_status; services_offered; carrier_neutrality; ixp_presence; submarine_cable_access; operator_name,"not staged: no publication date readable, cited in place"
AGO-003,https://paratus.africa/blog/paratus-data-centers-unequalled-in-africa/,live,200,,,b3ca6b786df7610fe8fc5987bdc099c7cfb5d927.txt,2026-09-21,,operator_name; parent_company; facility_type; carrier_neutrality; security_certifications; controlling_entities,staged dataset-data-centres-AGO
AGO-003,https://paratus.africa/blog/paratus-group-secures-funding-for-infrastructure-expansion-projects/,live,200,,,ba141a07d4a85cba89736c42113dc2e15f9a5383.txt,2026-09-21,,dfi_involvement; recent_investments,staged dataset-data-centres-AGO
AGO-003,https://paratus.africa/docs/Paratus-Annual-Report-2025-online.pdf,live,200,,,ad99c2310646f6f164b30b00600cb708030fcf5e.txt,2026-09-21,,,staged dataset-data-centres-AGO-t9
AGO-003,https://paratus.africa/invest/,live,200,,,b8687dcce15e9c02667619f0705c1c2281fe2bab.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-003,https://paratus.africa/services/data-center-services/,live,200,,,3eb16a423d52d95975fd4174950b3ab8ba1903bd.txt,2026-09-21,,city; year_operational; operational_status; carrier_neutrality; ixp_presence; submarine_cable_access; security_certifications; local_dp_compliance,staged dataset-data-centres-AGO
AGO-003,https://simplywall.st/stocks/na/telecom/nmse-pnh/paratus-namibia-holdings-shares/ownership,blocked,403,,,c28e3b6e170794330f5d53d8fbf032109ba0a53e.txt,2026-09-21,,none,"not staged: reference page, cited in place"
AGO-003,https://www.datacenterdynamics.com/en/news/paratus-group-to-build-third-angola-data-center/,live,200,,,c6ae2278fab65b219b83f01ef9daa033b94bc905.txt,2026-09-21,"2023-06-27 Paratus to build third Angola data center (DC3, Tier IV)",,added by T7 from raw/
AGO-003,https://www.datacenterdynamics.com/en/news/paratus-secures-31-million-credit-facility-to-build-angolan-data-center/,live,200,,,3505399eb01b0de2e0ff6b62126e43715a4dcb4c.txt,2026-09-21,,operator_name; year_operational; operational_status; dfi_involvement,staged dataset-data-centres-AGO
AGO-003,https://www.datacentermap.com/angola/luanda/,live,200,,,e275d49dd31ccf6625c0a6f18641c96a7f1e8a72.txt,2026-09-21,,city; rack_capacity; operator_name,"not staged: reference page, cited in place"
AGO-003,https://www.namibian.com.na/paratus-to-invest-n123m-in-data-centre-2/,live,200,,,8eff05d2af23611636e97e92848743ff0bb02c6b.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-003,https://www.paratus.ao/en/datacenter-ita-paratus/,error,,,http://web.archive.org/web/20260303051111/https://www.paratus.ao/en/datacenter-ita-paratus/,5e7aa0308d456151da2501aa6bece604dc1d5460.txt,2026-09-21,,city; year_operational; operational_status; services_offered; carrier_neutrality; ixp_presence; submarine_cable_access; operator_name; local_dp_compliance,"not staged: no publication date readable, cited in place"
AGO-004,https://furtherafrica.com/2023/11/09/paratus-group-secures-us31m-to-expand-fibre-and-data-investments-across-africa/,catalogue,,,,,2026-09-21,2023-01-01-pidg-reg-paratus-2023-paratus-fibre-and-data-centre-expansion,,added by T7 from raw/
AGO-004,https://paratus.africa/blog/paratus-announces-its-biggest-data-center-project-yet/,live,200,,,b4fd9c2383dabbe18e62577573494c2a33892976.txt,2026-09-21,,operational_status; city; facility_type; carrier_neutrality; parent_company; controlling_entities; rack_capacity; it_capacity_mw; services_offered,staged dataset-data-centres-AGO
AGO-004,https://paratus.africa/blog/paratus-data-centers-unequalled-in-africa/,live,200,,,b3ca6b786df7610fe8fc5987bdc099c7cfb5d927.txt,2026-09-21,,parent_company,staged dataset-data-centres-AGO
AGO-004,https://paratus.africa/blog/paratus-group-secures-funding-for-infrastructure-expansion-projects/,live,200,,,ba141a07d4a85cba89736c42113dc2e15f9a5383.txt,2026-09-21,,dfi_involvement; recent_investments; carrier_neutrality; it_capacity_mw,staged dataset-data-centres-AGO
AGO-004,https://paratus.africa/docs/Paratus-Annual-Report-2025-online.pdf,live,200,,,ad99c2310646f6f164b30b00600cb708030fcf5e.txt,2026-09-21,,,staged dataset-data-centres-AGO-t9
AGO-004,https://paratus.africa/invest/,live,200,,,b8687dcce15e9c02667619f0705c1c2281fe2bab.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-004,https://simplywall.st/stocks/na/telecom/nmse-pnh/paratus-namibia-holdings-shares/ownership,blocked,403,,,c28e3b6e170794330f5d53d8fbf032109ba0a53e.txt,2026-09-21,,none,"not staged: reference page, cited in place"
AGO-004,https://www.datacenterdynamics.com/en/news/paratus-group-to-build-third-angola-data-center/,live,200,,,c6ae2278fab65b219b83f01ef9daa033b94bc905.txt,2026-09-21,"2023-06-27 Paratus to build third Angola data center (DC3, Tier IV)",operational_status; city; rack_capacity; it_capacity_mw; operator_name,added by T7 from raw/
AGO-004,https://www.datacenterdynamics.com/en/news/paratus-secures-31-million-credit-facility-to-build-angolan-data-center/,live,200,,,3505399eb01b0de2e0ff6b62126e43715a4dcb4c.txt,2026-09-21,,dfi_involvement; recent_investments; rack_capacity; it_capacity_mw; operator_name,staged dataset-data-centres-AGO
AGO-004,https://www.namibian.com.na/paratus-to-invest-n123m-in-data-centre-2/,live,200,,,8eff05d2af23611636e97e92848743ff0bb02c6b.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-005,https://en.wikipedia.org/wiki/Sonangol_Group,live,200,,,94797754a4bf53d9e9cf1f26f75c0ff17ebfe2a6.txt,2026-09-21,,parent_company; ultimate_parent_company; ultimate_parent_hq_country,"not staged: reference page, cited in place"
AGO-005,https://uptimeinstitute.com/uptime-institute-awards/list/datacenter/asa-mstelcom-data-centre/330,live,200,,,ef59eb8b505313582d082ac6325d76b5aa2170a6.txt,2026-09-21,,operator_name; parent_company; city; services_offered,"not staged: no publication date readable, cited in place"
AGO-005,https://www.africa-press.net/angola/all-news/sonangol-opens-new-corporate-data-center,live,200,,,7ec47ee5b296ad418064eb29533943f9e9dd4b51.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-005,https://www.bloomberg.com/news/articles/2026-02-25/angolan-oil-firm-sonangol-presses-ahead-with-ipo-despite-delays,blocked,403,,,6cefde16cbfffe80ea684a1380afd4c3164c2774.txt,2026-09-21,,ultimate_parent_company,staged dataset-data-centres-AGO-t8
AGO-005,https://www.datacentermap.com/angola/luanda/mstelcom-tcc/,live,200,,,bb91536957a1909600dba1dbda64177934348019.txt,2026-09-21,,operator_name; city; operational_status; facility_type; services_offered,"not staged: reference page, cited in place"
AGO-005,https://www.mstelcom.co.ao/a-empresa/,dead,404,https://www.mercury.ao/a-empresa,,,2026-09-21,,,
AGO-005,https://www.sonangol.co.ao/wp-content/uploads/2023/06/Consolidated-Financial-Statements-2022-EN.pdf,live,200,,,19ff5c937bc1e9ad1bb37dbe53b47c4ff81a679e.txt,2026-09-21,,parent_company; parent_hq_country; ultimate_parent_company; ultimate_parent_hq_country; government_ownership_pct; controlling_entities; ownership_type; major_shareholders; ownership_structure_type,staged dataset-data-centres-AGO
AGO-006,https://en.wikipedia.org/wiki/Sonangol_Group,live,200,,,94797754a4bf53d9e9cf1f26f75c0ff17ebfe2a6.txt,2026-09-21,,parent_company; ultimate_parent_company; ultimate_parent_hq_country,"not staged: reference page, cited in place"
AGO-006,https://www.africa-press.net/angola/all-news/sonangol-opens-new-corporate-data-center,live,200,,,7ec47ee5b296ad418064eb29533943f9e9dd4b51.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-006,https://www.bloomberg.com/news/articles/2026-02-25/angolan-oil-firm-sonangol-presses-ahead-with-ipo-despite-delays,blocked,403,,,6cefde16cbfffe80ea684a1380afd4c3164c2774.txt,2026-09-21,,ultimate_parent_company,staged dataset-data-centres-AGO-t8
AGO-006,https://www.datacentermap.com/angola/luanda/mstelcom-zee-dc/,live,200,,,ebf6b1f2c5bae3fe86cfea1033cdd95698c45f74.txt,2026-09-21,,operator_name; city; operational_status; facility_type; services_offered; carrier_neutrality,"not staged: reference page, cited in place"
AGO-006,https://www.mstelcom.co.ao/a-empresa/,dead,404,https://www.mercury.ao/a-empresa,,,2026-09-21,,,
AGO-006,https://www.sonangol.co.ao/wp-content/uploads/2023/06/Consolidated-Financial-Statements-2022-EN.pdf,live,200,,,19ff5c937bc1e9ad1bb37dbe53b47c4ff81a679e.txt,2026-09-21,,parent_company; parent_hq_country; ultimate_parent_company; ultimate_parent_hq_country; government_ownership_pct; controlling_entities; ownership_type; major_shareholders; ownership_structure_type,staged dataset-data-centres-AGO
AGO-007,https://en.wikipedia.org/wiki/Sonangol_Group,live,200,,,94797754a4bf53d9e9cf1f26f75c0ff17ebfe2a6.txt,2026-09-21,,parent_company; ultimate_parent_company; ultimate_parent_hq_country,"not staged: reference page, cited in place"
AGO-007,https://www.africa-press.net/angola/all-news/sonangol-opens-new-corporate-data-center,live,200,,,7ec47ee5b296ad418064eb29533943f9e9dd4b51.txt,2026-09-21,,none,staged dataset-data-centres-AGO
AGO-007,https://www.bloomberg.com/news/articles/2026-02-25/angolan-oil-firm-sonangol-presses-ahead-with-ipo-despite-delays,blocked,403,,,6cefde16cbfffe80ea684a1380afd4c3164c2774.txt,2026-09-21,,ultimate_parent_company,staged dataset-data-centres-AGO-t8
AGO-007,https://www.datacentermap.com/angola/luanda/mstelecon-benfica/,live,200,,,3015172911d0e979496a188c4985f70a505d9c63.txt,2026-09-21,,operator_name; city; facility_type; total_floor_space_sqm; it_capacity_mw,"not staged: reference page, cited in place"
AGO-007,https://www.mstelcom.co.ao/a-empresa/,dead,404,https://www.mercury.ao/a-empresa,,,2026-09-21,,,
AGO-007,https://www.sonangol.co.ao/wp-content/uploads/2023/06/Consolidated-Financial-Statements-2022-EN.pdf,live,200,,,19ff5c937bc1e9ad1bb37dbe53b47c4ff81a679e.txt,2026-09-21,,parent_company; parent_hq_country; ultimate_parent_company; ultimate_parent_hq_country; government_ownership_pct; controlling_entities; ownership_type; major_shareholders; ownership_structure_type,staged dataset-data-centres-AGO
AGO-008,https://developingtelecoms.com/telecom-business/operator-news/14149-unitel-now-owned-by-the-angolan-state.html,live,200,,,48d5cb3b6cfcc9c088838379432bf8efd0ba3261.txt,2026-09-21,,ultimate_parent_company; ultimate_parent_hq_country; ownership_structure_type; government_ownership_pct; controlling_entities; ownership_type,staged dataset-data-centres-AGO
AGO-008,https://en.wikipedia.org/wiki/Unitel_(Angola),live,200,,,16292e7deb5eeba435548392ae46bdcd2c6895ad.txt,2026-09-21,,ultimate_parent_company; ultimate_parent_hq_country; ownership_structure_type; government_ownership_pct; controlling_entities; ownership_type; parent_company,"not staged: reference page, cited in place"
AGO-008,https://techpression.com/ifc-unitel-money-partner-to-boost-digital-payments-in-angola/,live,200,,,3e8f9339308056a27bfd5f3fb53531bdd68c52c8.txt,2026-09-21,,,staged dataset-data-centres-AGO-t9
AGO-008,https://www.bfa.ao/media/4463/nationalization-of-unitel-by-the-angolan-state.pdf,live,200,,,d3e39068a37cc566bba4f4b0c699e8e719e831ad.txt,2026-09-21,,ultimate_parent_company; ultimate_parent_hq_country; ownership_structure_type; government_ownership_pct; controlling_entities; ownership_type; parent_company; parent_hq_country; major_shareholders,staged dataset-data-centres-AGO
AGO-008,https://www.bloomberg.com/news/articles/2025-01-23/angola-to-sell-stakes-in-telco-unitel-and-local-banks,blocked,403,,,5320dd479616b967167f974c86f41c3073a83afb.txt,2026-09-21,,none,staged dataset-data-centres-AGO-t8
AGO-008,https://www.datacentermap.com/angola/luanda/unitel-luanda-sul/specs/,live,200,,,f4afc657bc5847a04ab37e707d3d7aef6a057b5e.txt,2026-09-21,,operator_name; city; year_operational; operational_status; services_offered; carrier_neutrality; facility_type,"not staged: reference page, cited in place"
AGO-008,https://www.ericsson.com/en/press-releases/1/2025/unitel-and-ericsson-strengthen-angolas-connectivity-with-network-modernization,live,200,,,ecb47fdb033efac4d5fcf3c926e68ea1760b165e.txt,2026-09-21,2025-03-06-unitel-ericsson-angola-network-modernization,none,
AGO-008,https://www.mobileworldlive.com/unitel-and-huawei-further-strengthen-partnership-through-joint-innovations/,blocked,403,,,fb1ef3d0abfc8a02f24f98d0f3e2332b5a640d72.txt,2026-09-21,,none,"not staged: no publication date readable, cited in place"
AGO-009,https://developingtelecoms.com/telecom-business/operator-news/14149-unitel-now-owned-by-the-angolan-state.html,live,200,,,48d5cb3b6cfcc9c088838379432bf8efd0ba3261.txt,2026-09-21,,ultimate_parent_company; ultimate_parent_hq_country; ownership_structure_type; government_ownership_pct; controlling_entities; ownership_type,staged dataset-data-centres-AGO
AGO-009,https://en.wikipedia.org/wiki/Unitel_(Angola),live,200,,,16292e7deb5eeba435548392ae46bdcd2c6895ad.txt,2026-09-21,,ultimate_parent_company; ultimate_parent_hq_country; ownership_structure_type; government_ownership_pct; controlling_entities; ownership_type; parent_company,"not staged: reference page, cited in place"
AGO-009,https://inflect.com/building/rua-das-flores-luanda/unitel-sa/datacenter/filda,live,200,,,ec655f8f54320c7aeaffb54834c9916e37ab05eb.txt,2026-09-21,,operator_name; city; it_capacity_mw; carrier_neutrality; operational_status,"not staged: reference page, cited in place"
AGO-009,https://techpression.com/ifc-unitel-money-partner-to-boost-digital-payments-in-angola/,live,200,,,3e8f9339308056a27bfd5f3fb53531bdd68c52c8.txt,2026-09-21,,,staged dataset-data-centres-AGO-t9
AGO-009,https://www.bfa.ao/media/4463/nationalization-of-unitel-by-the-angolan-state.pdf,live,200,,,d3e39068a37cc566bba4f4b0c699e8e719e831ad.txt,2026-09-21,,ultimate_parent_company; ultimate_parent_hq_country; ownership_structure_type; government_ownership_pct; controlling_entities; ownership_type; parent_company; parent_hq_country; major_shareholders,staged dataset-data-centres-AGO
AGO-009,https://www.bloomberg.com/news/articles/2025-01-23/angola-to-sell-stakes-in-telco-unitel-and-local-banks,blocked,403,,,5320dd479616b967167f974c86f41c3073a83afb.txt,2026-09-21,,none,staged dataset-data-centres-AGO-t8
AGO-009,https://www.datacentermap.com/angola/luanda/unitel-luanda-sul/specs/,live,200,,,f4afc657bc5847a04ab37e707d3d7aef6a057b5e.txt,2026-09-21,,none,"not staged: reference page, cited in place"
AGO-009,https://www.ericsson.com/en/press-releases/1/2025/unitel-and-ericsson-strengthen-angolas-connectivity-with-network-modernization,live,200,,,ecb47fdb033efac4d5fcf3c926e68ea1760b165e.txt,2026-09-21,2025-03-06-unitel-ericsson-angola-network-modernization,none,
AGO-009,https://www.mobileworldlive.com/unitel-and-huawei-further-strengthen-partnership-through-joint-innovations/,blocked,403,,,fb1ef3d0abfc8a02f24f98d0f3e2332b5a640d72.txt,2026-09-21,,none,"not staged: no publication date readable, cited in place"
AGO-010,https://convexa.ao/,thin,200,,,e2169ae4ad2983a269af164c532c1b36eb2a28b2.txt,2026-09-21,,operator_name; operational_status; services_offered,"not staged: reference page, cited in place"
AGO-010,https://multipla.co.ao/,error,,,http://web.archive.org/web/20251005132959/https://multipla.co.ao/,3c793b9677d1df1245220424baa35f2e65d6df58.txt,2026-09-21,,none,"not staged: reference page, cited in place"
AGO-010,https://technologymagazine.com/company-reports/multipla-revolutionising-africas-data-centre-industry,live,200,,,72e5e99b885da9c7843ef8c8615bdb70bfae4c8b.txt,2026-09-21,,year_operational; rack_capacity; city; facility_type; operator_name,staged dataset-data-centres-AGO
AGO-010,https://technologymagazine.com/company/multipla-lda,live,200,,,437e697cb8394ca7942f3452e0297ea8ded1d76a.txt,2026-09-21,,city; ownership_structure_type,"not staged: no publication date readable, cited in place"
AGO-010,https://www.datacentermap.com/angola/luanda/multipla/,live,200,,,464ffaa2894e380cf94c2689ba00607752fc378f.txt,2026-09-21,,year_operational; operational_status; services_offered; city; carrier_neutrality; facility_type,"not staged: reference page, cited in place"
AGO-010,https://www.gue.gov.ao/,dead,,,http://web.archive.org/web/20210603171140/http://www.gue.gov.ao/,00597b6869c0e5bb991182144be95d18a750b44e.txt,2026-09-21,,none,rejected by OSINT 2026-08-24: not-a-document
AGO-010,https://www.linkedin.com/company/convexa-ao,live,200,,,4801995817806fdf61d1ca18f2ebadab69ca8092.txt,2026-09-21,,ownership_structure_type; services_offered; city,"not staged: reference page, cited in place"
AGO-011,https://disclosures.ifc.org/project-detail/SII/35086/africell-project,live,200,,,5b5b90205ec26bcc5a0a4153f2fed6177f70714d.txt,2026-09-21,2015-01-01-ifc-reg-009-africell-mobile-network-operator-expansion,,
AGO-011,https://find-and-update.company-information.service.gov.uk/company/12486486/persons-with-significant-control,live,200,,,3e2f537231b436e223ce7e0ba963f9b0ee4e1be7.txt,2026-09-21,,major_shareholders; controlling_entities; control_rationale,"not staged: reference page, cited in place"
AGO-011,https://www.africell.com/about-mobile-network/,live,200,,,34bcc08d1dfda72764e20823c6ea3918364c512f.txt,2026-09-21,,parent_company; parent_hq_country; control_rationale; ownership_type,staged dataset-data-centres-AGO
AGO-011,https://www.africell.com/news/africell-opens-high-tech-data-center-in-angola/,live,200,,,a50e03257e82efe79466f09a0ecadb2f2f2abdcb.txt,2026-09-21,2021-10-20 Africell opens high-tech data center in Angola,operator_name; city; year_operational; operational_status; facility_type; services_offered; server_vendors; key_tenants,
AGO-011,https://www.datacenterdynamics.com/en/news/africell-opens-data-center-in-luanda-angola/,live,200,,,b4b52404cb697e3f706263e705c44d648d282f4c.txt,2026-09-21,,operator_name; city; year_operational; operational_status; facility_type; services_offered; server_vendors; key_tenants,staged dataset-data-centres-AGO
AGO-011,https://www.datacentermap.com/angola/luanda/africell-angola/,live,200,,,dc6e22e4c58eca37e6074c77c01f5ecd1e5dd23d.txt,2026-09-21,,operator_name; city; services_offered; server_vendors; parent_hq_country,"not staged: reference page, cited in place"
AGO-011,https://www.dfc.gov/sites/default/files/2019-08/9000042686.pdf,live,200,,,8d65cac33d588fad1842369c4f62182a6e27cda5.txt,2026-09-21,2018-01-01-opic-reg-africell-2018-africell-holding-opic-100m-telecom-expansion,dfi_involvement,
AGO-011,https://www.dnb.com/business-directory/company-profiles/africell-global-holdings-ltd.ac63ed33cfdc3e3a111a91dbb9154e8c,blocked,403,,,,2026-09-21,,,
AGO-011,https://www.ecofinagency.com/telecom/2210-43114-angola-africell-opens-data-center-in-luanda,live,200,,,ae8d0a23c4e83bdc7320ce66a71c7ea96ab8ad4e.txt,2026-09-21,,operator_name; city; year_operational; operational_status; facility_type; services_offered; server_vendors,staged dataset-data-centres-AGO
AGO-011,https://www.prnewswire.com/news-releases/africell-holding-completes-strategic-group-reorganisation-301024943.html,live,200,,,4715461102ad81f938f5d581c263ccdafbc00f78.txt,2026-09-21,,,staged dataset-data-centres-AGO-t9
AGO-011,https://www.spglobal.com/ratings/en/regulatory/article/-/view/type/HTML/id/3265237,blocked,403,,,,2026-09-21,,unreadable,
AGO-012,https://disclosures.ifc.org/project-detail/SII/48537/raxio-dc,live,200,,,95002e429ed3dec58ebeb5ec99409ba7fb403687.txt,2026-09-21,,major_shareholders; controlling_entities; control_mechanisms; dfi_involvement,"not staged: no publication date readable, cited in place"
AGO-012,https://ewsdata.rightsindevelopment.org/projects/IFC-48537/pdf/,live,200,https://ewsdata.rightsindevelopment.org/temp/tmpJ8sLd4/IFC-48537.pdf,,495bb348d5a03a8b264f4e11907c50d233777494.txt,2026-09-21,,major_shareholders; controlling_entities; ultimate_parent_company; ultimate_parent_hq_country; dfi_involvement; foreign_ownership_pct,"not staged: no publication date readable, cited in place"
AGO-012,https://techafricanews.com/2026/07/23/raxio-and-afr-ix-partner-to-boost-digital-connectivity-in-angola-and-mozambique/,catalogue,,,,,2026-09-21,2026-07-23-raxio-afr-ix-data-centres-angola-mozambique,,added by T7 from raw/
AGO-012,https://transfirm.nl/nl/organisatie/82270333-000048516678-raxio-group-b.v.,error,,,,,2026-09-21,,parent_company; parent_hq_country,connection failed
AGO-012,https://www.datacenterdynamics.com/en/news/raxio-launches-data-center-in-luanda-angola/,live,200,,,814c5900d9fd57f1dde91e319228c431e9c7fccb.txt,2026-09-21,,city; operational_status; year_operational; it_capacity_mw; rack_capacity; total_floor_space_sqm; investment_usd; expansion_plans; carrier_neutrality; operator_name; ultimate_parent_company; controlling_entities,staged dataset-data-centres-AGO
AGO-012,https://www.dfc.gov/sites/default/files/2019-08/PublicSummary_MeridiamInfrastructureAfricaFund.pdf,live,200,,,6276d8c9a40660177c255072aed1197201d55308.txt,2026-09-21,,ultimate_parent_hq_country,staged dataset-data-centres-AGO-t8
AGO-012,https://www.ecofinagency.com/news/0310-49253-raxio-group-opens-30-million-tier-iii-data-center-in-angola-boosting-digital-economy,live,200,,,d3fc7e8c8f993a4642daca796693f7aef00ca854.txt,2026-09-21,,city; operational_status; year_operational; it_capacity_mw; rack_capacity; total_floor_space_sqm; investment_usd; expansion_plans; carrier_neutrality; ixp_presence; facility_type; submarine_cable_access,staged dataset-data-centres-AGO
AGO-012,https://www.meridiam.com/assets/raxio-data-centres/,live,200,,,54f0d7c1c570694e2086097574964177a35892df.txt,2026-09-21,,controlling_entities; dfi_involvement; ownership_structure_type,"not staged: no publication date readable, cited in place"
AGO-012,https://www.miga.org/project/raxio-data-centers,live,200,,,4bb3884ac7b20c7cd81fa2f21df80e54e526b94a.txt,2026-09-21,,dfi_involvement,staged dataset-data-centres-AGO-t8
AGO-012,https://www.miga.org/project/raxio-data-centers-0,live,200,,,c30b92521e975217626a5c7bd789761b1818a28a.txt,2026-09-21,,parent_company; dfi_involvement; controlling_entities,staged dataset-data-centres-AGO-t8
AGO-012,https://www.preqin.com/data/profile/fund-manager/roha-group/434355,live,200,,,7d6a5327c00dc174b7fb23cca654083e4e7a8076.txt,2026-09-21,,ultimate_parent_hq_country,staged dataset-data-centres-AGO-t8
AGO-012,https://www.raxiogroup.com/about-raxio/,live,200,,,0e34edac20f21fb2904e1d4cd4e27393e02b7b41.txt,2026-09-21,,services_offered; facility_type; carrier_neutrality,"not staged: no publication date readable, cited in place"
AGO-012,https://www.raxiogroup.com/data-centres/angola/,thin,200,,,34b2159aaa608b7b12c104f35cb478a1dd6c4673.txt,2026-09-21,,facility_type; carrier_neutrality,"not staged: no publication date readable, cited in place"
AGO-012,https://www.raxiogroup.com/raxio-data-centres-raises-additional-46-million-in-equity-funding-bolstering-its-position-as-africas-best-funded-data-centre-platform-and-announces-ceo-succession-plan/,live,200,,,3d2515d366be2e668ecf9bf3ae0e0740415d3acc.txt,2026-09-21,,recent_investments; control_mechanisms,staged dataset-data-centres-AGO-t8
AGO-012,https://www.raxiogroup.com/raxio-data-centres-raises-up-to-170m-sustainability-linked-debt-facility-to-accelerate-digital-transformation-in-africa/,live,200,,,0f998dea76f4457fd14c92259767517256bf8481.txt,2026-09-21,,dfi_involvement; recent_investments; controlling_entities,staged dataset-data-centres-AGO
