facility_id,facility_name,country,country_name,city,operational_status,year_operational,facility_type,services_offered,govt_data_hosted,operator_name,ownership_type,ownership_structure_type,parent_company,parent_hq_country,ultimate_parent_company,ultimate_parent_hq_country,major_shareholders,government_ownership_pct,foreign_ownership_pct,controlling_entities,control_mechanisms,recent_investments,dfi_involvement,investment_usd,expansion_plans,key_tenants,hyperscaler_relationships,hyperscaler_microsoft,hyperscaler_aws,hyperscaler_google,hyperscaler_presence,cloud_act_exposure,chinese_involvement,chinese_entities,foreign_dependency_score,open_source_stack,data_residency_guarantee,local_dp_compliance,total_floor_space_sqm,rack_capacity,it_capacity_mw,submarine_cable_access,ixp_presence,carrier_neutrality,gpu_ai_capability,server_vendors,cloud_platform,security_certifications,gps_coordinates,control_category,control_confidence,control_rationale,comments,source_urls,raw_slugs,last_verified
SYC-002,Cable & Wireless Seychelles Data Center 1 (Bon Espoir),SYC,Seychelles,Anse Boileau (Mahé),Operational,2024,Colocation/carrier-neutral,,,Cable & Wireless (Seychelles) Limited,Private domestic,"Seychellois investor consortium holding through a special-purpose vehicle, CWS Investment Ltd",CWS Investment Ltd,SYC,SWC Limited (majority shareholder),SYC,"Of CWS Investment Ltd / Cable & Wireless (Seychelles) Ltd: 1. SWC Limited (about 73%), 2. Seychelles Pension Fund (about 22%), 3. other investors (about 5%); investors under CWS Investment include the JFA Group, Jamshed Pardiwalla, Ravji Raghwani, Andy Bainbridge and ACM [Shore Africa](https://shore.africa/2025/10/12/cable-wireless-seychelles-profit-falls-below-6-million/); [Seychelles Pension Fund](https://pensionfund.sc/2019/11/20/)",About 22% via the Seychelles Pension Fund,,SWC Limited,Majority equity: SWC Limited holds about 73% through the 2019 buyout vehicle CWS Investment Ltd,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,"Uptime Institute Tier IV Certification of Design Documents (September 2025, expires 2027)",,African control,medium,"Cable & Wireless Seychelles has been owned since November 2019 by a Seychellois consortium through CWS Investment Ltd, led by SWC Limited with the Seychelles Pension Fund.","Uptime's register lists Data Center 1 - Bon Espoir, Anse Boileau, for Cable & Wireless (Seychelles) Limited, with a Tier IV design-documents award dated 4 September 2025. CWS (March 2026) calls it the country's first Tier IV certified data centre, serving local businesses, financial institutions and government; neither source says it is in service. Cable & Wireless Seychelles announced the Bon Espoir data centre's launch in September 2024 and inaugurated it with Vice-President Afif in November 2024 (Seychelles Nation); Digital Watch describes it as an inland, carrier-connected facility opened in November 2024.",https://uptimeinstitute.com/component/tierachievement/datacenter/data-center-1--bon-espoir/2230?Itemid=; https://www.linkedin.com/posts/cable-wireless-seychelles-ltd_a-tier-iv-data-centre-changes-more-than-technology-activity-7440719883103014913-R-zX; https://www.nation.sc/articles/23523/cable--wireless-launches-state-of-the-art-data-centre-as-demand-grows-for-this-unique-offering; https://www.nation.sc/articles/24190/cable--wireless-inaugurates-state-of-the-art-data-centre; https://dig.watch/countries/seychelles; https://shore.africa/2025/10/12/cable-wireless-seychelles-profit-falls-below-6-million/; https://pensionfund.sc/2019/11/20/,2025-09-04-uptime-institute-bon-espoir-certification; 2026-03-20-cable-wireless-seychelles-linkedin-tier-iv-data-centre; 2024-11-22-cable-wireless-inaugurates-state-of-the-art-data-centre,2026-09-23
NGA-031,Tetracore Atakobo Data Centre,NGA,Nigeria,Atakobo (Ogun State),Planned,,Colocation/carrier-neutral,,,Tetracore Energy Group,Unknown,,,,,,,,,,,,,400000000,,,,,,,No,Unknown,Construction/Equipment,Huawei,Insufficient data,,,,,,20,,,,,,,,,,low,Owner not stated in the records; category left blank.,"Announced 24-26 March 2026: a 20MW Tier III 'Fusion Block' data centre at the Tetracore Energy Park, Atakobo, Ijebu East LGA, Ogun State, developed by Tetracore Energy Group with Huawei (data centre technology) and Inspirive Technologies (local delivery); projected capex over US$400 million; 10-12 month build; powered by the park's 100MW gas-fired independent power plant (20MW Phase I generating by June 2026). BusinessDay (7 June 2026) still describes it as proposed. Tetracore's first data centre.",https://techtrends.africa/edge-computing-in-africa/; https://www.datacenterdynamics.com/en/news/tetracore/; https://www.thisdaylive.com/2026/03/24/powering-nigerias-digital-future-tetracore-huawei-and-inspirive-to-deliver-400m-tier-iii-data-centre/; https://businessday.ng/energy/article/how-tetracore-energy-is-driving-nigerias-power-infrastructure/; https://nairametrics.com/2026/03/25/powering-nigerias-digital-future-tetracore-huawei-and-inspirive-to-deliver-400m-tier-iii-data-centre/; https://businessday.ng/news/article/tetracore-leads-400m-data-centre-push-with-huawei-inspirive/,2026-08-03-techtrends-edge-computing-africa; 2026-03-24-powering-nigerias-digital-future-tetracore-huawei-and-inspirive-to-deliver-400m,2026-09-23
ZAF-051,CHPC (Centre for High Performance Computing) Cape Town,ZAF,South Africa,Cape Town,Operational,,Research,,,"Centre for High Performance Computing (National Integrated Cyberinfrastructure System, NICIS)",Government / SOE,,Council for Scientific and Industrial Research (CSIR),ZAF,Government of the Republic of South Africa,ZAF,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,"Yes, confirmed GPU/AI infrastructure",,,,,African control,medium,"The CHPC is run by the CSIR, a South African state research council, under the Department of Science and Innovation's NICIS programme","National HPC cluster serving universities and research institutions, giving about 30% of capacity to SMEs and free or subsidised access to SADC neighbours; hosts a limited number of government-procured Nvidia GPU nodes (Global Center on AI Governance brief, August 2026, citing the CHPC Director, November 2025). GPU models not named. Sited at the CSIR campus, 15 Lower Hope Street, Rosebank, Cape Town (CHPC). Its Lengau system (2016) was Africa's fastest; a GPU cluster of 30 NVIDIA V100s was added in 2018 (NICIS).",https://www.parliament.gov.za/press-releases/media-statement-committee-science-visits-national-integrated-cyber-infrastructure-system; https://wwwprod.csir.co.za/national-integrated-cyber-infrastructure-system; https://www.nicis.ac.za/chpc/; https://www.chpc.ac.za/contact-us/,2026-08-01-operationalising-public-ai-in-africa; 2026-08-05-sa-parliament-committee-nicis-oversight-visit,2026-09-21
EGY-025,Africa Data Centres Egypt,EGY,Egypt,Not announced,Planned,,Colocation/carrier-neutral,Colocation; hosting; interconnection; cloud enablement; managed infrastructure; disaster recovery,,Africa Data Centers Egypt (joint venture),Unknown,,,,,,,,,,,,,1000000000,,,"Google: equity in Cassava Technologies, a partner in the ADC Egypt joint venture (stake undisclosed)",,,,No,Unknown,,,Insufficient data,,,,,,20,,,,Planned,,,,,,,,"Announced 8 September 2026 by Egypt's MCIT with Vodafone Business, Cassava Technologies and Elsewedy Electric as a joint venture for a sovereign AI data centre programme (iAfrikan, 11 September 2026). Investment is the $1 billion headline for the eventual build; about $200 million of foreign direct investment is committed to the first phase. IT power is the 20MW first phase; the long-run target is 200MW. Shareholdings not stated. The announcements of 8 September 2026 describe two partnerships: this joint venture of Vodafone Business, Elsewedy Electric and Cassava Technologies, and a separate Vodafone Business-Cassava 'AI factory' offering NVIDIA GPU-as-a-Service, launched in September 2026 with no site stated. The $1bn and 200 MW belong to this joint venture, not to the AI facility. Billionaires.Africa (10 September 2026) reports the Vodafone-Cassava sovereign AI data centre will sit inside the wider ADC Egypt project, so it has no row of its own; the site is still not stated. The sovereign AI data centre (GPU-as-a-Service with Cassava) is a secondary role inside the wider project. As of 10 September 2026 neither the partners nor MCIT had said where the campus will be or how the stakes are split (HCN Times).","https://iafrikan.com/africas-billion-dollar-ai-data-centre-rush-is-real-its-power-and-water-arent/; https://www.youm7.com/story/2026/9/8/%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A8%D9%85%D9%84%D9%8A%D8%A7%D8%B1-%D8%AF%D9%88%D9%84%D8%A7%D8%B1-%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1/7539768; https://www.maspero.eg/economy/2026/09/08/987328/%DA%A4%D9%88%D8%AF%D8%A7%D9%81%D9%88%D9%86-%D9%88%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A-%D9%88%D9%83%D8%A7%D8%B3%D8%A7%D9%81%D8%A7-%D8%AA%D8%A4%D8%B3%D8%B3%D9%88%D9%86-%D8%A3%D9%83%D8%A8%D8%B1-%D9%85%D8%B1%D9%83%D8%B2-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%88%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1; https://techafricanews.com/2026/09/08/egypt-vodafone-elsewedy-cassava-1bn-data-centre/; https://iafrica.com/vodafone-egypt-and-cassava-launch-egypts-first-ai-factory-as-cairo-courts-multiple-infrastructure-partners/; https://www.truthng.com/egypts-data-centre-project-targets-up-to-1bn/; https://www.vodacom.com/news-article.php?articleID=16998; https://www.billionaires.africa/2026/09/10/billionaires-strive-masiyiwa-el-sewedy-family-join-vodafone-to-build-egypts-first-ai-data-centre/; https://english.ahram.org.eg/NewsContent/3/1239/576173/Business/Tech/Vodafone-Business,-partners-launch-Egypt-data-cent.aspx; https://hcntimes.com/billionaires-masiyiwa-elsewedy-back-egypts-first-ai-data-centre/",2026-09-11-iafrikan-africa-ai-data-centre-rush-power-water; 2026-09-08-egy-youm7-mcit-milliar-dollar-marakiz-bayanat; 2026-09-08-maspero-vodafone-elsewedy-cassava-egypt-data-centre; 2026-09-08-techafricanews-egypt-vodafone-elsewedy-cassava-data-centre; 2026-09-12-iafrica-vodafone-egypt-cassava-ai-factory; 2026-09-15-egy-truthng-africa-data-centres-egypt-1bn-project,2026-09-21
CMR-002,Cybastion Douala AI Data Centre,CMR,Cameroon,Douala,Planned,,,,,Cybastion,Unknown,,,,,,,,,,,,,75000000,,,,,,,No,Unknown,,,Insufficient data,,,,,,,,,,Planned,,,,,,,,"Cybastion, a Virginia-based US company, announced at the first US-Cameroon Economic and Commercial Dialogue (Yaounde, 27 August 2026) its intention to invest $75 million in a project that includes an AI-powered data centre and a power plant in Douala, so the figure covers the power plant as well as the data centre (US Embassy, 29 August 2026). Cybastion confirmed the commitment (Biometric Update, 4 September 2026). Capacity, exact site, schedule and financing are undisclosed, and MINEPAT calls the dialogue's amounts investment intentions (Business in Cameroon, 7 September 2026). Business in Cameroon (7 September 2026) calls it a proposed 'sovereign data centre' and says owner, type, capacity and financing structure are undisclosed.",https://www.biometricupdate.com/202609/the-next-bottleneck-for-african-digital-identity-is-infrastructure-not-software; https://www.africa-newsroom.com/press/united-states-and-cameroon-announce-7-billion-in-investment-and-trade-opportunities-at-inaugural-economic-and-commercial-dialogue?lang=en; https://www.biometricupdate.com/202609/cybastion-backs-cameroon-digital-sovereignty-with-75m-infrastructure-project; https://www.businessincameroon.com/public-management/0709-16693-us-firm-cybastion-plans-75-million-ai-data-center-and-power-plant-in-douala,2026-09-10-biometricupdate-african-digital-identity-infrastructure-bottleneck; 2026-08-29-cameroon-cybastion-douala-ai-data-centre; 2026-09-04-cmr-biometricupdate-cybastion-sovereignty; 2026-09-07-cmr-businessincameroon-cybastion-75m,2026-09-21
NGA-032,Equinix PR1 (Port Harcourt),NGA,Nigeria,Port Harcourt,Operational,2025,Colocation/carrier-neutral,,,Equinix,Private foreign,,,,"Equinix, Inc.",USA,,,,,,,,,,,,,,,No,Yes (US-parented operator),,,High,,,,,,1,Dark fibre connection to landing station,,Fully carrier-neutral,,,,,,US control,medium,"Built by Equinix, Inc. (USA), which owns MainOne's former Nigerian assets","Part of Equinix's Nigeria plan announced April 2025 (up to $140M across southern Nigeria; the November 2025 release gives $100M over two years across Nigeria, Ghana and Cote d'Ivoire). Built through MainOne as the Port Harcourt hub for 2Africa capacity, which lands at MainOne's modular cable landing station at Qua Iboe, Akwa Ibom, and reaches PR1 over about 250 km of MainOne terrestrial fibre. 1 MW with expansion potential; operational since December 2025 and onboarding customers, including a major global technology company (TechCabal, 9 February 2026; Techcrier, 12 February 2026).","https://newsroom.equinix.com/2025-11-10-Equinix-Announces-Plans-for-New-22-Million-Data-Center-in-Lagos,-Nigeria; https://insights.techcabal.com/can-nigerias-data-centres-power-africas-ai-future/; https://techcabal.com/2025/11/10/equinix-to-build-22-million-data-centre-in-lagos/; https://techcabal.com/2026/02/09/equinix-opens-first-south-south-data-centre/; https://www.techcrier.com/2026/02/equinixs-push-for-second-internet.html; https://innovation-village.com/equinix-advocates-for-strengthening-nigerias-internet-with-a-south-south-hub/",2025-01-01-equinix-nga-lg3-2025-equinix-lg3-lagos-new-data-centre; 2025-09-09-techcabal-insights-nigeria-data-centres-ai-future; 2025-11-10-equinix-lg3-22m-lagos-data-centre; 2026-02-09-equinix-opens-south-south-data-centre-to-reroute-nigerias-internet,2026-09-23
NGA-033,GFA Abeokuta Technology Zone Data Centre & Digital Infrastructure Campus,NGA,Nigeria,Abeokuta,Planned,,Colocation/carrier-neutral,Colocation; Managed infrastructure; Sovereign cloud enablement; Disaster recovery; Compliance hosting,,GFA Data Centers (GFA Technologies Group),Unknown,,,,,,,,,,,,,,,,,,,,No,Unknown,,,Insufficient data,,,,,,200,,,Fully carrier-neutral,,,,,,,,,"GFA Technologies Group (co-founder Adebola Omololu, statement of 27 July 2026) describes a nine-year, phased, carrier-neutral campus in the Abeokuta Technology Zone (Ogun State) for its own and other providers' data centres, sovereign cloud, disaster recovery, AI workloads, colocation and future hyperscale expansion. 200 MW is the planned campus total; no phase, date or investment is given.",https://punchng.com/cbn-directive-drives-investment-in-data-centres/; https://businessday.ng/news/article/gfa-technologies-group-co-founder-sees-huge-potential-in-cbn-data-localisation-directive/; https://www.vanguardngr.com/2026/07/cbn-data-localisation-directive-will-boost-investment-in-digital-infrastructure-gfa-co-founder/,2026-07-27-cbn-data-localisation-directive-data-centre-investment,2026-09-21
NGA-034,Nigeria Customs Service Data Centre (Abuja),NGA,Nigeria,Abuja,Operational,,Government,,Designated national / government data centre,Nigeria Customs Service,Government / SOE,,,,Federal Government of Nigeria,NGA,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),None identified,,Low,,,,,,,,,,,,,,,African control,low,"Run by the Nigeria Customs Service, a federal agency; one source.","The AfCFTA Secretary-General toured it on a visit to NCS headquarters in Maitama, Abuja (9 August 2026) and called it a strategic continental asset; that it sits at the headquarters is inferred from the visit. Status rests on that 2026-08-09 visit. Customs data (NCS). Customs modernisation, including data infrastructure, is delivered under a 20-year concession to Trade Modernisation Project Limited (NCS to the WTO, March 2025). NCS also showed an INTERPOL data centre at its Abuja headquarters on 7 July 2026 (VON); whether that is this facility is not stated. No year or capacity found.",https://www.independent.ng/afcfta-secretary-general-hails-customs-digital-reforms-seeks-africa-wide-adoption-of-nigerian-innovation/; https://von.gov.ng/border-security-nigeria-customs-service-opens-interpol-data-center/; https://tfadatabase.org/es/uploads/thematicdiscussiondocument/wto_ncs_digitalization_in_nigeria_customs_service_2025.03.12.pdf,2026-08-09-independent-ng-afcfta-mene-nigeria-customs-digital-reforms,2026-09-21
NGA-035,Digital Parks Africa Nigeria Data Centre 1 (NDC1),NGA,Nigeria,Lagos,Under construction,,Colocation/carrier-neutral,,,Digital Parks Africa,Private foreign,,,,Digital Parks Africa (Master Power Technologies Group; founder and CEO Menno Parsons),ZAF,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Moderate,,,,,,,,,Fully carrier-neutral,,,,,,African control,,"Developed by South Africa-based Digital Parks Africa, associated with Master Power Technologies Group; the Nigerian owning entity and its equity are not disclosed","Announced at ITW Africa, Kenya, on 8 September 2026 as DPA's first data centre outside southern Africa; DPA says it has designed and is building the facility (status as of that date). DPA is the data centre business associated with the Master Power Technologies Group, present in Nigeria since 2001. DPA has engaged Uptime Institute for a Tier IV Certification of Constructed Facility assessment; no certificate is held yet. No investment figure, capacity or opening date stated.",https://lifestyleandtech.co.za/ai-cloud/article/2026-09-09/digital-parks-africa-expands-african-footprint-with-new-nigerian-data-centre-facility; https://www.dpa.host/digital-parks-africa-expands-african-footprint-with-new-nigerian-data-centre-facility/; https://developingtelecoms.com/telecom-technology/data-centres-networks/20816-digital-parks-africa-to-build-tier-iv-carrier-neutral-data-centre-in-lagos.html,2026-09-09-digital-parks-africa-nigeria-data-centre-1-lagos,2026-09-21
ZAF-052,Huawei Cloud Johannesburg Region,ZAF,South Africa,Johannesburg,Operational,2019,Hyperscale,,,Huawei Cloud (Huawei),Private foreign,"Private company wholly owned by its employees through the Union of Huawei Investment & Holding, with founder Ren Zhengfei holding about 0.59%",,,"Huawei Investment & Holding Co., Ltd.",CHN,"Of Huawei Investment & Holding Co., Ltd.: the Union (employee shareholding scheme, 169,054 employees and retired beneficiaries), Ren Zhengfei (about 0.59%, 31 Dec 2025)",,,,,"Huawei Cloud invested more than ZAR 3.5bn (about US$219M) in South African cloud infrastructure, 2019-2022; third availability zone launched January 2023",,219000000,,,None identified,No,No,No,No,No (no US parent or hyperscaler service),Ownership,Huawei,Moderate,,,,,,,,,,,,,,,Other foreign control,medium,"Huawei's own cloud region, run from leased space; Huawei Investment & Holding is Chinese","Huawei Cloud's South Africa region, Johannesburg: unveiled November 2018, commercial services from March 2019 from a data centre Huawei leases from a partner (TechCentral, 5 March 2019), third availability zone January 2023 (Stone He, Huawei Cloud Southern Africa, January 2023). investment_usd is the ZAR 3.5bn Huawei says it spent 2019-2022 on data centres, network and services, converted at about ZAR 16/US$ (period average); it covers the whole region, not one building. Serves public-sector, financial, telecom and SME customers.",https://www.telecompaper.com/news/huawei-cloud-launches-third-availability-zone-in-south-africa--1450366; https://techcentral.co.za/huawei-cloud-now-available-in-south-africa/178435/; https://www.huawei.com/en/news/2018/11/huawei-cloud-south-africa-connected-intelligent; https://www.huawei.com/en/media-center/company-facts,2019-01-01-huawei-zaf-cloud-2019-huawei-cloud-south-africa-multi-year-cloud; 2018-11-15-huawei-cloud-south-africa-region-unveiled-africacom; 2019-03-05-huawei-cloud-now-available-in-south-africa,2026-09-23
ZAF-053,Visa Johannesburg Data Centre,ZAF,South Africa,Johannesburg,Operational,2025,Enterprise,,,Visa Inc.,Private foreign,,,,Visa Inc.,USA,,,,,,"R1bn (about US$57M) Visa investment in South Africa, 2023-2025, covering the data centre and other programmes (SME enablement, training, merchant digitisation); part of Visa's US$1bn Africa pledge (2022)",,,,,None identified,No,No,No,No,Yes (US-parented operator),None identified,,High,,,,,,,,,,,,,,,US control,high,Visa's own processing data centre; Visa Inc. is American,"Visa's first data centre in Africa and fifth globally; went live July 2025 (Reuters, 23 July 2025) and processes South African transactions on VisaNet locally. The R1bn investment covers more than the data centre, so investment_usd is left blank. Visa has not disclosed the site beyond Johannesburg (ITWeb, DCD, July 2025).",https://www.reuters.com/world/africa/visa-opens-first-africa-data-centre-johannesburg-2025-07-23/; https://www.ifc.org/en/insights-reports/2026/risks-and-opportunities-in-data-center-and-ai-investment-in-ems; https://www.itweb.co.za/article/visa-makes-sa-gateway-for-its-first-africa-data-centre/wbrpOqg2ZN6MDLZn; https://www.datacenterdynamics.com/en/news/visa-launches-data-center-in-johannesburg-south-africa/; https://africannewsagency.com/visa-launches-data-center-in-south-africa-as-part-of-r1bn-investment/,2023-01-01-visa-zaf-datacenter-johannesburg-2025-visa-south-africa-data-centre-and; 2026-07-01-ifc-data-center-ai-investment-emerging-markets,2026-09-21
ZAF-055,Openserve Yzerfontein Edge Data Centre,ZAF,South Africa,Yzerfontein,Operational,,Edge,,,Openserve (Telkom),Government / SOE,Public listed state-owned company (SOC),Telkom SA SOC Ltd,ZAF,Telkom SA SOC Ltd (self),ZAF,"Of Telkom SA SOC Ltd: Government of South Africa (40.5%), Public Investment Corporation (11.08%), 31 March 2026 [Telkom Integrated Report 2026](https://telkom-reports.co.za/reports/ar-2026/note11.2.php)","51.58% (40.5% Government of South Africa directly; 11.08% via PIC), 31 March 2026",,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,At or adjacent to cable landing station,,,,,,,,African control,medium,Openserve is Telkom's infrastructure business; the South African state holds 51.58% of Telkom SA SOC Ltd,"Pilot edge data centre built at Telkom's Yzerfontein cable landing station; Openserve says it sold space to local and international customers (Business Day, 9 September 2026). Telkom says Openserve and BCX run 10 large data centres, three of them Tier IV, and about 300 of Openserve's 1,500 buildings could host edge sites.",https://www.businessday.co.za/companies/2026-09-09-telkom-repurposes-legacy-infrastructure-to-capitalise-on-ai-chance/; https://telkom-reports.co.za/reports/ar-2026/note11.2.php,2026-09-09-zaf-businessday-telkom-legacy-buildings-edge-data-centres,2026-09-21
ZAF-056,Vexa Coega Hyperscale Data Campus,ZAF,South Africa,Gqeberha (Coega SEZ),Planned,,Hyperscale,,,Vexa Infrastructure,,,,,,,,,,,,,,,,,,,,,No,Unknown,,,Insufficient data,,,,,,556,,,,,,,,,,low,Owners and registration of Vexa Infrastructure are not disclosed; category left blank,"Nelson Mandela Bay council on 27 August 2026 backed the campus in principle and recorded non-objection to a direct Eskom supply of up to 556MW; that is total facility power requested, not IT load. Coega calls the project pre-feasibility (The Herald, 29 August 2026). Vexa offers up to R3bn for municipal and community infrastructure, not facility capex, and says it will cool with seawater.",https://www.theherald.co.za/news/2026-08-29-power-play-as-company-eyes-ai-data-hub-at-coega/,2026-08-29-southafrica-vexa-coega-ai-data-hub-power,2026-09-21
COD-005,DRC Government Data Centre (Immeuble du Gouvernement),COD,DR Congo,Kinshasa,Operational,,Government,,Designated national / government data centre,"Government of the DRC (IT sub-unit, Immeuble du Gouvernement)",Government / SOE,,,,Government of the Democratic Republic of the Congo,COD,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,low,"A state facility in the government building in Gombe, run by a government IT unit; one source.","In the Immeuble du Gouvernement, Kinshasa-Gombe. The telecoms law requires all public-administration data to be hosted here; staff say some ministries still use private servers. About 400 kVA electrical supply (total power, not IT load). In service when the digital minister inspected it on 24 July 2025 (SGPTNTIC). The ministry's report names only a 'sous-cellule informatique' at the Immeuble du Gouvernement headed by Faustin Nguye Neza; a September 2026 search found no opening year or IT load.",https://sgptntic.gouv.cd/transition-numerique-le-ministre-augustin-kibassa-maliba-visite-le-data-center-du-gouvernement/,2025-07-24-sgptntic-visite-data-center-gouvernement,2026-09-21
AGO-014,"INFOSI Backup Data Center (Centro Nacional de Dados, Rangel)",AGO,Angola,Luanda,Operational,,Government,,Designated national / government data centre,INFOSI (National Institute for Promotion of Information Society),Government / SOE,,,,Government of Angola,AGO,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,48,,,,,,,,,,African control,medium,"State facility housed at INFOSI, a public institute under MINTTICS (Decreto Presidencial 135/21).","The government cloud's backup centre, at the Centro Nacional de Dados next to ITEL in Rangel (MINTTICS, February 2023). Requalified physically and technologically and reinaugurated on 25 August 2026 (Angop, PTI); 48 racks and about 8.5 PB of storage, replicating the Camama government data centre (AGO-013) in real time. INFOSI plans to sell technology services to private entities from it and runs paid internships there with FADCOM. Original opening year not stated. INFOSI's director said the government contracted a UAE party to build and modernise the backup infrastructure (Menos Fios, 25 August 2026); the original opening year is still not stated.",https://lex.ao/docs/presidente-da-republica/2021/decreto-presidencial-n-o-135-21-de-31-de-maio/; https://minttics.gov.ao/ao/noticias/pais-ira-investir-89-milhoes-no-projecto-cloud-nacional/; https://angop.ao/noticias/economia/requalificacao-do-data-center-reforca-soberania-digital-ministro/; https://www.angop.ao/noticias/economia/infosi-e-fadcom-firmam-parceria-para-estagios-no-data-center/; https://pti.ao/minttics-conclui-modernizacao-do-centro-de-backup-da-cloud-do-governo/; https://www.opais.ao/politica/soberania-digital-e-aposta-na-formacao-de-jovens-reforcadas-com-a-entrada-em-funcionamento-de-novo-centro-tecnologico/; https://www.menosfios.com/angola-reforca-seguranca-dos-dados-do-estado-com-novo-centro-de-backup/,2021-05-31-decreto-presidencial-135-21-estatuto-organico-do-infosi; 2023-02-16-minttics-infosi-projecto-cloud-nacional-dois-data-centers; 2026-08-25-angop-infosi-backup-data-center-requalificacao; 2026-08-25-infosi-e-fadcom-firmam-parceria-para-estagios-no-data-center; 2026-08-25-pti-angola-centro-backup-cloud-governo-48-racks; 2026-08-26-angola-soberania-digital-centro-tecnologico-opais,2026-09-21
AGO-015,Imprensa Nacional Data Center,AGO,Angola,Luanda,Operational,2026,Enterprise,,Designated national / government data centre,Imprensa Nacional,Government / SOE,Public enterprise (Imprensa Nacional - E.P.),,,Government of Angola,AGO,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,medium,"Own facility of Imprensa Nacional - E.P., a public enterprise whose statute is set by Decreto Presidencial 221/15","Inaugurated 11 September 2026 in Luanda (Angop). Runs Imprensa Nacional's systems for official and security documents, the Diário da República and fiscal stamps (about 600 million a year), including tracking, certification and authentication. Over 170 TB of storage and over 1 TB of processing memory, all redundant; inert-gas fire suppression. Investment not disclosed. The institution intends to serve private companies with authentication services (Correio da Kianda, 12 September 2026).",https://angop.ao/noticias/economia/imprensa-nacional-inaugura-data-center/; https://correiokianda.info/imprensa-nacional-deixa-de-depender-do-exterior-para-documentos-de-alta-seguranca/; https://lex.ao/docs/presidente-da-republica/2015/decreto-presidencial-n-o-221-15-de-22-de-dezembro/,2026-09-11-ago-angop-imprensa-nacional-data-center; 2026-09-12-ago-correiokianda-imprensa-nacional-data-center-documentos-seguranca,2026-09-21
AGO-016,ZAP Lobito Data Center (3 Casas),AGO,Angola,Lobito,Operational,2026,Enterprise,,,ZAP (ZAP Fibra),Joint venture (majority domestic),,ZAP Media S.A. (70%),AGO,"Isabel dos Santos, through Finstar (stake seized December 2019)",AGO,"Of ZAP: ZAP Media S.A. (Finstar, Isabel dos Santos) 70%; NOS SGPS 30% (Lusa, January 2022)",,"30% (NOS, Portugal)","ZAP Media / Finstar (70%), under court seizure and a MINTTICS-appointed management commission since January 2022",Equity; court-ordered seizure (arresto) with state-appointed management,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,low,"70% held through Angolan companies of Isabel dos Santos, seized by the state in 2019 and run by a MINTTICS commission; NOS holds 30%","ZAP installed a data centre at the 3 Casas condominium in Lobito as the technical and data-management platform for its internet and television services along the Benguela coast; inaugurated by the telecoms minister on 2 September 2026 (Angop). No capacity or investment stated. ZAP's 70% holder, Zap Media (99.9% Finstar, Isabel dos Santos), was seized by a Luanda court in December 2019, and the government put ZAP Media and Finstar under a management commission in January 2022 (Lusa); no later change of ownership was found.",https://angop.ao/noticias/tecnologia/ministro-mario-oliveira-inaugura-zap-fibra-em-benguela/; https://observador.pt/2022/01/28/governo-angolano-nomeia-comissao-de-gestao-da-zap-e-afasta-isabel-dos-santos/; https://www.rtp.pt/noticias/mundo/arresto-de-bens-de-isabel-dos-santos-sem-impacto-macroeconomico_n1195758,2026-09-02-zap-fibra-benguela-angola,2026-09-21
