recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
ETH,2023,2029,World Bank,Digital Identity and CRVS,"Concessional loan *(source label, unverified — see Notes)*",350,commitment,exact,Active,Ethiopia Digital ID for Inclusion and Services Project,"Supports Ethiopia to develop and implement a digital ID system covering legal identity, functional identity for service delivery, and a framework for digital identification management. Aims to provide inclusive, trusted, and verifiable digital identities to over 107 million Ethiopians.",Government,Federal Democratic Republic of Ethiopia,,P179040,44000-P179040,https://projects.worldbank.org/en/projects-operations/project-detail/P179040,world-bank,2023-12-13-wb-eth-001-ethiopia-digital-id-for-inclusion-and
ETH,2023,2027,European Union,Access to services,Grant,5,commitment,exact,Active,Supporting Financial Service Providers (FSPs) to use Digital Financial Services to Increase Financial Inclusion for MSMEs in Conflict-Affected Areas in Northern Ethiopia,"Through strengthening financial institutions and working on the supply side constraints of financial service providers, the action aims to improve lost traditional capacity of the financial institutions to lend in combination with tech-based Digital Financial Services (DFS) for MSMEs.",Private sector,,"EUR 4,995,873",,XI-IATI-EC_INTPA-2023-PC-26682,https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2023-PC-26682,european-union,2023-01-01-ec-eth-006-supporting-financial-service-providers-fsps-to
ETH,2023,2026,European Union,Access to services,Grant,1,commitment,exact,Active,Mobilising civic and digital action to counter social media hate speech and online incitement to violence in Ethiopia,"Contract related to: Mobilising civic and digital action to counter social media hate speech and online incitement to violence in Ethiopia - Human rights and democracy are founding values of the EU. Protecting and promoting HR D is therefore a key priority of the EU¿s external action. It is also a precondition for sustainable development and for building more inclusive, open and resilient societie",Government,,"EUR 999,995",,XI-IATI-EC_INTPA-2023-PC-23737,https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2023-PC-23737,european-union,2023-01-01-ec-eth-008-mobilising-civic-and-digital-action-to
ETH,2023,2026,Gates Foundation,Digital Payments and Fintech,Grant,1,commitment,exact,Active,Enhancing the DFS information flow through innovative channels,To increase the digital financial inclusion knowledge base in Ethiopia and support financial product innovation for unserved/underserved groups.,NGO/CS,Shega LLC,,INV-043888,DAC-1601-INV-043888,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=DAC-1601-INV-043888,gates-foundation,2023-01-01-gates-eth-003-enhancing-the-dfs-information-flow-through
ETH,2023,2030,International Finance Corporation (IFC),Connectivity,Equity,157,commitment,exact,Active,Safaricom Ethiopia \u2014 IFC Equity Investment (Global Partnership for Ethiopia),"IFC made a $157.4 million equity investment in Global Partnership for Ethiopia B.V. (GPE), the consortium holding entity for Safaricom Ethiopia — Ethiopia's second telecoms licence awarded in 2021. The consortium is led by Safaricom PLC (Kenya), Vodafone, Vodacom, Sumitomo Corporation, and others. Safaricom Ethiopia launched commercial services in 2022 and is investing over $8 billion across 10 years. As of 2024 the network provides 4G connectivity to millions of Ethiopians and has launched M-PESA mobile money, significantly advancing digital financial inclusion. IFC holds a 7.25% equity stake via GPE.",Private sector,Global Partnership for Ethiopia B.V. (GPE) / Safaricom Ethiopia,,SII-44591,XM-DAC-903-SII-44591,https://www.ifc.org/en/pressroom/2023/flagship-telecommunications-project-to-bring-affordable-reliable-internet-and-mobile-services-to-millions-more-in-ethiopia,ifc,2023-01-01-ifc-eth-001-safaricom-ethiopia-ifc-equity-investment-global
ETH,2023,2033,International Finance Corporation (IFC),Connectivity,Commercial loan,100,commitment,exact,Active,Safaricom Ethiopia \u2014 IFC A-Loan (GPE Debt Project),"IFC provided a $100 million senior A-loan to Safaricom Telecommunications Ethiopia Private Limited Company (STEP), the operating subsidiary of Safaricom Ethiopia. The loan finances expansion of 4G telecom and mobile money (M-PESA) infrastructure across Ethiopia. This is a companion investment to IFC's $157.4M equity stake in the consortium (GPE). The debt financing supports Safaricom Ethiopia's capital expenditure for building base stations, deploying fibre backhaul, and expanding M-PESA services to underserved populations.",Private sector,Safaricom Telecommunications Ethiopia Private Limited Company (STEP),,SII-45197,XM-DAC-903-SII-45197,https://www.ifc.org/en/pressroom/2023/flagship-telecommunications-project-to-bring-affordable-reliable-internet-and-mobile-services-to-millions-more-in-ethiopia,ifc,2023-01-01-ifc-eth-002-safaricom-ethiopia-ifc-a-loan-gpe-debt
ETH,2023,,Mastercard Foundation,ICT Industry,Grant,182,commitment,interpolated,Active,Young Africa Works in Ethiopia (2023 cumulative milestone),"MCF commitment to enable 10 million young Ethiopians to access dignified and fulfilling work by 2030. Initial $300M announced in 2019, growing to $664M in commitments to 38 partnerships by 2023. Digital economy sector includes digital skills, agritech, fintech and digital jobs.",Multi-stakeholder,Multiple partners,,,,https://mastercardfdn.org/en/news/the-mastercard-foundation-and-partners-enable-127-million-young-ethiopians-to-access-employment-opportunities/,mastercard-foundation,2023-01-01-mcf-eth-youngafricaworks-2023-young-africa-works-in-ethiopia-2023
ETH,2023,2033,MIGA,Connectivity,Guarantee,1000,commitment,exact,Active,Safaricom Telecommunications Ethiopia \u2013 Greenfield Telecoms Guarantee,"MIGA 10-year political risk guarantee of $1 billion covering equity investments by Safaricom Ethiopia shareholders (Vodafone Group UK, Vodacom South Africa, Safaricom Kenya, British International Investment UK) in Safaricom Telecommunications Ethiopia Plc. Ethiopia's first privately licensed telecoms operator (greenfield), expected to provide mobile telephony and high-speed internet to tens of millions of people in a market that previously had absolute state monopoly. Total project cost $8 billion over 10 years. MIGA guarantee includes $76M first-loss layer from IDA20 PSW. Risks: Expropriation, War and Civil Disturbance.",Private sector,Safaricom Telecommunications Ethiopia Plc,,MIGA-14890,,https://www.miga.org/project/safaricom-telecommunications-ethiopia-1,miga,2023-01-01-miga-eth-safaricom-telecom-2023-safaricom-telecommunications-ethiopia-greenfield-telecoms-guarantee
ETH,2022,,British International Investment,Connectivity,Equity,76,commitment,exact,Active,Safaricom Ethiopia \u2014 Equity Investments (Mobile Telecoms),"BII is a founding investor in the Global Partnership for Ethiopia (GPE) consortium, which holds equity in Safaricom Ethiopia — the second telecoms licence in Ethiopia, led by Safaricom PLC (Kenya). BII committed multiple equity tranches to the consortium: $11.1M (Apr 2024, F331601-03), $11.6M (Oct 2024, F331601-04), $12.1M (Oct 2024, F331601-05). Additionally, BII invested $10.9M (Jun 2023) in SafariCom Telecommunications Ethiopia Private Limited directly, and $30.5M (Apr 2023) in Safaricom PLC (Kenya-listed parent). Safaricom Ethiopia launched in 2022, providing 4G connectivity, mobile money (M-PESA), and digital services. As of 2024, 4G coverage doubled and mobile data prices fell by up to 70%.",Private sector,Safaricom Telecommunications Ethiopia / Global Partnership for Ethiopia B.V.,,F331601;F331602;F348401,GB-COH-03877777-F331601-03;GB-COH-03877777-F331601-04;GB-COH-03877777-F331601-05;GB-COH-03877777-F331602-01;GB-COH-03877777-F348401-01,https://www.bii.co.uk/en/our-impact/investment/safaricom-plc-investment-01/,british-international-investment,2022-01-01-bii-eth-001-safaricom-ethiopia-equity-investments-mobile-telecoms
ETH,2022,2027,Economic Development Cooperation Fund,Other GovTech and e-Gov,Concessional loan,35,commitment,exact,Active,Ethiopia National Tax and Customs Administration System Improvement Project,"EDCF concessional loan ($35M, 2022) to improve Ethiopia's national tax and customs administration IT systems. Implements integrated revenue management systems for Ethiopian Revenue and Customs Authority (ERCA), building on KOICA e-customs single window foundation.",Government,,,EDCF-ETH-TAX-2022,,https://intl.its.go.kr/file/b144c47d-ffe7-4997-a31a-7c8120d5f519_(%EC%88%98%EC%B6%9C%EC%9E%85%EC%9D%80%ED%96%89)%20%EC%97%B0%EB%8F%84%EB%B3%84_EDCF%20%EC%8A%B9%EC%9D%B8%ED%98%84%ED%99%A9(24.9%EC%9B%94%EB%A7%90%20%EA%B8%B0%EC%A4%80).pdf,korea-edcf,2022-01-01-edcf-eth-tax-customs-system-2022-ethiopia-national-tax-and-customs-administration
ETH,2022,2026,United Nations Development Programme (UNDP),Digital Payments and Fintech,Grant,4,commitment,exact,Active,Inclusive Innovation Finance & Development (Ethiopia),"Sector-wide approach (SWAP) to development of SMEs through innovation and digital finance in Ethiopia. Goal is to design a comprehensive support system for SME development leveraging digital finance tools, innovation platforms, and blended finance mechanisms. Covers digital financial services, fintech, and SME digitalization.",Government,Government of Ethiopia,,128001,XM-DAC-41114-OUTPUT-00131127,https://open.undp.org/projects/00128001,undp,2022-01-01-undp-eth-innov-finance-2022-inclusive-innovation-finance-development-ethiopia
ETH,2021,2026,World Bank,Connectivity,"Concessional loan *(source label, unverified — see Notes)*",200,commitment,exact,Active,Ethiopia Digital Foundations Project,"Establishes digital foundations in Ethiopia including broadband infrastructure, digital government platforms, cybersecurity frameworks, and digital skills.",Government,Federal Democratic Republic of Ethiopia,,P171034,44000-P171034,https://projects.worldbank.org/en/projects-operations/project-detail/P171034,world-bank,2021-04-21-wb-eth-002-ethiopia-digital-foundations-project
ETH,2021,2024,European Union,Innovation ecosystem,Grant,2,commitment,exact,Active,"Technical Assistance to develop Health Insurance Information System (IS) platform for the Ethiopian Health Insurance Agency (EHIA), Addis Ababa, Ethiopia","The purpose of the contract is to provide Technical Assistance (TA) support to Ethiopian health insurance agency (EHIA) in the implementation of Health insurance information system for both the social health insurance (SHI) and community-based Health insurance (CBHI) programs Specifically, the technical assistance is expected to:- Enhance efficiency and reliability in members enrolment and claim p",Government,,"EUR 1,345,910",,XI-IATI-EC_INTPA-2021-PCC-428847,https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2021-PCC-428847,european-union,2021-01-01-ec-eth-009-technical-assistance-to-develop-health-insurance
ETH,2021,2025,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Other GovTech and e-Gov,Grant,9,commitment,exact,Approved,Technical Assistance for Business Environment and Investment Climate including e-government (BEIC) Project,Technical Assistance for Business Environment and Investment Climate including e-government (BEIC) Project See document links,Government,,"EUR 7,198,472",XM-DAC-5-52-197030521,XM-DAC-5-52-197030521,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-5-52-197030521,giz,2021-01-01-giz-eth-001-technical-assistance-for-business-environment-and
ETH,2021,,Mastercard Foundation,Training and skills,Grant,182,commitment,interpolated,Active,Young Africa Works in Ethiopia (2021 expansion),"MCF commitment to enable 10 million young Ethiopians to access dignified and fulfilling work by 2030. Initial $300M announced in 2019, growing to $664M in commitments to 38 partnerships by 2023. Digital economy sector includes digital skills, agritech, fintech and digital jobs.",Multi-stakeholder,Multiple partners,,,,https://mastercardfdn.org/en/news/the-mastercard-foundation-and-partners-enable-127-million-young-ethiopians-to-access-employment-opportunities/,mastercard-foundation,2021-01-01-mcf-eth-youngafricaworks-2021-young-africa-works-in-ethiopia-2021
ETH,2022,2036,Vodacom Group,Connectivity,Equity,53,commitment,estimated,Active,Vodacom Ethiopia Telecoms Operating Licence \u2014 Safaricom-led Consortium (6.2% stake),"Vodacom Group (6.2% stake) participated in the Global Partnership for Ethiopia (GPE) consortium that was awarded an operating telecommunications licence in Ethiopia by the Ethiopian Communications Authority (ECA) in May/July 2021. The full consortium paid $850 million for the 15-year licence. Other consortium members: Safaricom PLC (55.7%, lead), Sumitomo Corporation (27.2%), CDC Group/BII (10.9%). Vodacom's commitment is limited to its pro-rata 6.2% share of the $850M licence fee = ~$52.7M. Vodacom entered definitive funding agreements with consortium partners on 10 September 2021. Safaricom Ethiopia launched commercial 4G services in Addis Ababa in October 2022, with M-PESA mobile money following in August 2023. Vodacom also holds indirect exposure through its 34.9% stake in Safaricom PLC.",Private sector,Ethiopian Communications Authority (ECA) / Safaricom Telecommunications Ethiopia PLC,,,,https://vodacom.com/pdf/sens/2021/wakanda-category-2-announcement-13-september-2021-publication.pdf,vodacom,2021-01-01-vodacom-eth-licence-2021-vodacom-ethiopia-telecoms-operating-licence-safaricom-led
ETH,2020,"2027 (2027-01-31, AfDB IATI, as at 2026-08-04; the portal capture said 2024)",African Development Bank (AfDB),Digital Payments and Fintech,Standard grant,2,commitment,rounded,"Implementation (AfDB IATI, as at 2026-08-04)",Ethiopia - Enhancing national switch of Ethiopia,"A grant of USD 2.33 million (UA 1,749,774) to EthSwitch to modernise Ethiopia's national payment switch infrastructure. The project will facilitate digital financial services including digital social protection payments, G2P transfers, pensions, and mobile money interoperability. Funded by the Afric...",Government,,"XDR 1,749,774 (portal, 2026-06-24); XDR 1,718,162.38 (IATI commitment transaction, 2021-02-19)",P-ET-H00-004,46002-P-ET-H00-004,https://projectsportal.afdb.org/dataportal/VProject/show/P-ET-H00-004,african-development-bank,2020-01-01-afdb-eth-001-ethiopia---enhancing-national-switch-of
ETH,2020,2025,European Union,Other GovTech and e-Gov,Grant,1,commitment,exact,Active,Support to the Ministry of Innovation and Technology (MInT) in its role of guiding/enabling digital reforms under the Ease of Doing Business (EoDB) Programme,Grant to support to the Ministry of Innovation and Technology (MInT) in its role of guiding/enabling digital reforms under the Ease of Doing Business (EoDB) Programme,Government,,"EUR 1,200,000",,XI-IATI-EC_INTPA-2020-PCC-418842,https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2020-PCC-418842,european-union,2020-01-01-ec-eth-005-support-to-the-ministry-of-innovation
ETH,2020,2026,Korea International Cooperation Agency,ICT Industry,Grant,10,commitment,exact,Active,Project for ICT-Based Business Creation and SME Support to Create Quality Jobs in Ethiopia,"KOICA grant ($10M, 2020-2026) with UNDP to support ICT-based startups and SMEs in Addis Ababa. Establishes innovation clusters linking universities and industry, develops policy and legal frameworks for science-tech commercialisation, and builds an innovation fund.",Government,,,2020-00053,,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2020-00053,koica,2020-01-01-koica-eth-ict-sme-jobs-2020-project-for-ict-based-business-creation-and
ETH,2020,2025,USAID,Innovation ecosystem,Grant,60,commitment,rounded,Active,Digital Health Activity (DHA) - Ethiopia,"USAID Ethiopia Digital Health Activity (DHA) supports the Government of Ethiopia to strengthen the country's digital health ecosystem. Builds on Ethiopia's national eHealth strategy and supports DHIS2, OpenMRS, and interoperability platforms.",Government,,,,US-GOV-1-72066320D00001,https://pdf.usaid.gov/pdf_docs/PA021HS2.pdf,usaid,2020-01-01-usaid-eth-digital-health-dha-2020-digital-health-activity-dha---ethiopia
ETH,2019,2025,Economic Development Cooperation Fund,Use of satellite data,Concessional loan,30,commitment,exact,Active,Ethiopia Land Information Management System (LIMS) Construction Project,"EDCF concessional loan ($30M, 2019) to build a modern Land Information Management System in Ethiopia. Implemented in Adama, Hawassa, Wolaita Sodo, and Bahir Dar cities. Digitises urban cadastral records, establishes CORS stations, and provides digital LIS for land transactions.",Government,,,EDCF-ETH-LIMS-2019,,https://ebc.et/english/newsdetails.aspx?newsid=5355,korea-edcf,2019-01-01-edcf-eth-land-information-system-2019-ethiopia-land-information-management-system-lims
ETH,2019,,Mastercard Foundation,ICT Industry,Grant,300,commitment,estimated,Active,Young Africa Works in Ethiopia (2019 initial commitment),"MCF commitment to enable 10 million young Ethiopians to access dignified and fulfilling work by 2030. Initial $300M announced in 2019, growing to $664M in commitments to 38 partnerships by 2023. Digital economy sector includes digital skills, agritech, fintech and digital jobs.",Multi-stakeholder,Multiple partners,,,,https://mastercardfdn.org/en/news/the-mastercard-foundation-and-partners-enable-127-million-young-ethiopians-to-access-employment-opportunities/,mastercard-foundation,2019-01-01-mcf-eth-youngafricaworks-2019-young-africa-works-in-ethiopia-2019
ETH,2018,,DEG,Digital Payments and Fintech,Equity,5,commitment,exact,Active,DEG Equity Investment in M-BIRR Mobile Money Platform (Ethiopia),"DEG provides EUR 4 million in equity capital to M-BIRR, the operator of the mobile money platform in Ethiopia. The cashless money transfer and payment service (M-BIRR) provides an alternative to a bank branch by enabling payment by mobile phone (mobile money). Capital earmarked for business expansion and increasing outreach in Ethiopia. First DEG FinTech financing in Africa. Co-investors include the European Investment Bank (EIB) and Finnish development finance company Finnfund (shareholder since 2012). Over one million customers registered on the platform at year-end 2017.",Private sector,M-BIRR,"EUR 4,000,000",,,https://www.deginvest.de/Newsroom/News/Pressemitteilungen-Details_452032-2.html,deg,2018-01-01-deg-eth-m-birr-mobile-money-2018-deg-equity-investment-in-m-birr-mobile
ETH,2017,,Finnfund,Digital Payments and Fintech,Mezzanine,1,commitment,exact,Active,M-Birr Ethiopia Mobile Money,"Finnfund investment in M-Birr, a mobile money platform providing electronic payment services to microfinance institutions in Ethiopia. M-Birr is the first electronic payment service between financial institutions in Ethiopia and the first electronic distributor of airtime, offering mobile money services for deposits, withdrawals, payroll and aid distribution.",Private sector,M-Birr Limited,"EUR 1,000,000",80000088,,https://finnfund.fi/en/hankkeet/m-birr-ethiopia-2/,finnfund,2017-01-01-finnfund-eth-mbirr-2017-m-birr-ethiopia-mobile-money
ETH,2017,2023,Korea International Cooperation Agency,Other GovTech and e-Gov,Grant,7,commitment,exact,Closed,Ethiopian Electronic Single Window System Development Project (EESWSDP),"KOICA grant ($7.49M, 2017-2023) to develop Ethiopia's electronic single window customs platform. Implemented by Ethiopian Customs Commission (ECC) and Ministry of Revenue. Connects 40+ government agencies for paperless import/export processing. Awarded WHO certificate of merit. Reduced clearance time target from 44 to 13 days.",Government,,,2016-00231,,https://www.fanamc.com/english/koica-backed-single-window-system-proves-fruitful-in-promoting-ease-of-doing-business-in-ethiopia/,koica,2017-01-01-koica-eth-esw-single-window-2017-ethiopian-electronic-single-window-system-development
ETH,2016,2022,World Bank,Other GovTech and e-Gov,"Concessional loan *(source label, unverified — see Notes)*",33,commitment,exact,Closed,Ethiopia Public Financial Management Project,"Improves efficiency, transparency, and accountability of public expenditure at federal and regional levels in Ethiopia. Primary component is deployment of next-generation FMIS to federal agencies and regions, supporting budget preparation, execution, and reporting. Also includes PFM capacity building and financial accountability reforms.",Government,Federal Democratic Republic of Ethiopia,,P150922,44000-P150922,https://projects.worldbank.org/en/projects-operations/project-detail/P150922,world-bank,2016-01-01-wb-eth-003-ethiopia-public-financial-management-project
ETH,2015 (2015-07-06),2016 (2016-12-31),African Development Bank (AfDB),Digital Payments and Fintech,Standard grant,0,commitment,stated,Finalisation,Ethiopia - Capacity building for financial inclusion in Ethiopia (M-BIRR Mobile Money),"The project is anchored with Pillar I of the Bank’s new Financial Sector Development Strategy. This pillar aims at increasing access to financial services to the underserved through technology. The project is also in line with the Bank’s operational focus on financial intermediation and microfinance as well as supporting MSMEs. The project aims to advance financial inclusion and improve the efficiency of the participating five Ethiopian MFIs in Ethiopia with the launch of a shared mobile money platform (M-Birr Mobile Money Service), and the development of an agent network that will expand the reach of the MFIs and formal financial services in general in Ethiopia. It will increase the proportion of poor households and small businesses with access to formal financial services. It will also deepen the financial sector infrastructure and promote the 5MFIs inclusive microfinance model that works for the poor. The total FAPA grant proposed to cover up the launch of the M-Birr Mobile Money Service is for USD 318,000. The project’s objective is to successfully launch M-Birr Mobile Money Service, to be used by the five MFI shareholders, through the newly established AODAO Inclusive Finance Technology Share Company (ShareCo). The ShareCo will be responsible for the operation of the M-Birr platform and brand, and for deploying the training of MFIs staff and agents in the use and provision of M-Birr Mobile Money Service. The launch is to be carried out over a period of (9) months, by initially deploying 1,011 branches and 3,033 agents. With branches and agents, MFIs will be able to reach a larger number of clients farther away from their branches, and offer them efficient and reliable mobile money service. M-Birr Mobile Money service is initially deployed within five regions in Ethiopia, namely, Tigray, Amhara, Addis Ababa, Oromia, and SNNP. Precisely, the project’s beneficiaries will be (i) new clients who, in absence of formal banking services, use more expensive or riskier informal financial services (ii) MFIs who will be enabled to roll out banking services beyond their bricks and mortar network, and (iii) mobile money agents who can develop new revenue streams and create new jobs.",,,"XDR 226,919.54 (commitment); XDR 230,691.23 (disbursed)",,46002-P-ET-HB0-002,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-ET-HB0-002,african-development-bank,2015-07-06-iati-46002-p-et-hb0-002-ethiopia-mbirr-mobile-money
