title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
"En Afrique comme ailleurs, les Etats s'emparent de la protection des mineurs sur les reseaux sociaux",Agence Ecofin,,2026-08-27,day,XAF; GAB; NGA; RWA; ZWE,gov.legislate; gov.protect; gov.policy,african-union; meta,2026-08-27,https://www.agenceecofin.com/actualites/2708-141074-en-afrique-comme-ailleurs-les-etats-s-emparent-de-la-protection-des-mineurs-sur-les-reseaux-sociaux,
"TelOne 'declares war' on Starlink and Liquid, to connect 114,000 homes to its fast and affordable fibre internet",My Zimbabwe News,,2026-08-24,day,ZWE,finance.new; infra.connect; include.access,telone; starlink; liquid-intelligent-technologies,2026-08-27,https://www.myzimbabwe.co.zw/technology/189533-telone-declares-war-on-starlink-and-liquid-to-connect-114000-homes-to-its-fast-and-affordable-fibre-internet.html,
Civil Society Raises Alarm as Exorbitant Data Protection Certification Fees Threaten to Exclude Rural Communities and Young Women,Midweek-Watch,,2026-08-24,day,ZWE,gov.protect; gov.discourse; include.divides,art-ai-zimbabwe; potraz,2026-08-27,https://www.midweekwatch.com/civil-society-raises-alarm-as-exorbitant-data-protection-certification-fees-threaten-to-exclude-rural-communities-and-young-women/,
Bridging Distance with Digital Care: Musikavanhu's Telemedicine Story,Zimba News,,2026-08-23,day,ZWE,include.access; dpi.mis; gov.discourse,netone; zimsmart-villages,2026-08-27,https://zimbanews.co.zw/bridging-distance-with-digital-care-musikavanhus-telemedicine-story/,
"Zim prioritises AI, 5G-powered media",Zimbabwe Situation (reproducing The Herald),,2026-08-21,day,ZWE,gov.policy; tech.ai; geopol.china,ministry-of-information-publicity-and-broadcasting-services-zimbabwe; focac,2026-08-27,https://www.zimbabwesituation.com/news/zim-prioritises-ai-5g-powered-media/,
"\""From 114PB To 179PB\"": As Zimbabwe's Data Doubles, Govt Tells Tech Firms 'Corporate Responsibility Is Non-Negotiable'",TechnoMag,,2026-08-21,day,ZWE,gov.policy; gov.legislate; include.access; tech.ai,ministry-of-ict-postal-and-courier-services-zimbabwe; zimbabwe-national-child-online-protection-policy; unicef,2026-08-27,https://technomag.co.zw/from-114pb-to-179pb-as-zimbabwes-data-doubles-govt-tells-tech-firms-corporate-responsibility-is-non-negotiable/,
Drought-hit Zimbabwe to get financial support,China Daily,,2026-08-21,day,ZWE,finance.new; dpi.registry; geopol.china,unicef; ministry-of-health-and-child-care-zimbabwe; global-development-and-south-south-cooperation-fund,2026-08-23,https://global.chinadaily.com.cn/a/202608/21/WS6a87bd6ea3106bc57421cc05.html,
Zimbabwe flags cyber risks in digital payments,ITWeb Africa,,2026-08-20,day,ZWE,infra.cybersec; dpi.pay,reserve-bank-of-zimbabwe,2026-08-20,https://itweb.africa/article/zimbabwe-flags-cyber-risks-in-digital-payments/6GxRKMYQ1mVMb3Wj,
UNESCO Supports Southern Africa to Harmonise Data Governance,UNESCO,,2026-08-20,day,COM; ZWE; BWA; SWZ; LSO; MDG; MUS; ZAF; XSA,gov.regional; gov.standards; dpi.exchange; tech.ai,unesco; smart-africa; ministry-of-ict-postal-and-courier-services-zimbabwe,2026-08-23,https://www.unesco.org/en/articles/unesco-supports-southern-africa-harmonise-data-governance,
South-South technology ties seen flourishing,China Daily,,2026-08-20,day,ZWE,gov.discourse; geopol.china; capacity.training,,2026-08-26,https://www.chinadaily.com.cn/a/202608/20/WS6a865f51a3106bc57421c7d5.html,
Digital payments surge 17pct,The Financial Gazette,,2026-08-20,day,ZWE,dpi.pay; data.statistics,reserve-bank-of-zimbabwe,2026-08-23,https://fingaz.co.zw/2026/08/20/digital-payments-surge-17pct/,
Zimbabwe moves to regulate e-hailing services amid revenue concerns,CITE,,2026-08-20,day,ZWE,gov.legislate; tech.industry; dpi.pay,government-of-zimbabwe; ministry-of-transport-and-infrastructural-development-zimbabwe; parliament-of-zimbabwe,2026-08-23,https://cite.org.zw/zimbabwe-moves-to-regulate-e-hailing-services-amid-revenue-concerns/,
"방통대, 원격교육 54년 비법 아프리카에 전수…'맞춤형 교육'",Yonhap News Agency,,2026-08-19,day,COD; ZWE; MOZ; RWA; UGA; EGY,capacity.training; include.divides,koica; unesco,2026-08-21,https://www.yna.co.kr/view/AKR20260819056400898,
UnionPay and Standard Bank Expand E-Commerce Acceptance Across Nine African Markets,Tech Africa News,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay,unionpay-international; standard-bank,2026-08-19,https://techafricanews.com/2026/08/19/unionpay-and-standard-bank-expand-e-commerce-acceptance-across-nine-african-markets/,
Standard Bank expands UnionPay acceptance,ITWeb Africa,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay; geopol.china,standard-bank; unionpay-international,2026-08-19,https://itweb.africa/article/standard-bank-expands-unionpay-acceptance/KBpdgvpmBA47LEew,
"RG, ZEC begin nationwide handover of voter registration mandate","Zimbabwe Situation (republishing The Herald, byline Trust Freddy, Herald Correspondent)",,2026-08-18,day,ZWE,dpi.id; dpi.registry,registrar-general-zimbabwe; zimbabwe-electoral-commission; civil-registry-department-zimbabwe,2026-09-01,https://www.zimbabwesituation.com/news/rg-zec-begin-nationwide-handover-of-voter-registration-mandate/,
POTRAZ sets September deadline for data protection compliance,Post On Sunday,,2026-08-17,day,ZWE,gov.protect; gov.legislate; infra.cybersec,potraz,2026-08-23,https://postonsunday.co.zw/2026/08/17/potraz-sets-september-deadline-for-data-protection-compliance,
Court backs FBC Bank in forex disclosure dispute,NewsDay Zimbabwe,,2026-08-17,day,ZWE,gov.legislate,fbc-bank; reserve-bank-of-zimbabwe; high-court-of-zimbabwe,2026-09-01,https://www.newsday.co.zw/amp/local-news/article/200059400/court-backs-fbc-bank-in-forex-disclosure-dispute,
One Voice for Africa's Data: Inside Harare's Push to Harmonise the Rules of the Digital Age,Spiked Media,,2026-08-16,day,ZWE,dpi.exchange; gov.regional,smart-africa; unesco; world-bank; sadc,2026-08-18,https://spikedmedia.co.zw/one-voice-for-africas-data-inside-harares-push-to-harmonise-the-rules-of-the-digital-age/,
Internet affordability and access in Zimbabwe,MISA Zimbabwe,,2026-08-16,day,ZWE,include.access; include.divides,misa; potraz; netone; zimbabwe-national-ai-strategy,2026-08-18,https://zimbabwe.misa.org/2026/08/16/internet-affordability-and-access-in-zimbabwe/,
Doctors decry exorbitant new data levies,The Standard (NewsDay Zimbabwe),,2026-08-16,day,ZWE,gov.discourse; include.access,potraz; hpaz-zimbabwe; zima,2026-08-18,https://www.newsday.co.zw/thestandard/news/article/200059372/doctors-decry-exhorbitant-new-data-levies,
ZIMRA Pushes Digital Tax Compliance as Councils Remain Trapped in Paperwork,Zimbabwe Now,,2026-08-15,day,ZWE,gov.discourse; dpi.govtech,,2026-08-18,https://zimbabwenow.co.zw/articles/23672/zimra-pushes-digital-tax-compliance-as-councils-remain-trapped-in-paperwork,
Why Our Data Protection Regulations Need Review,Techzim,,2026-08-14,day,ZWE,gov.discourse; gov.protect,potraz; cyber-data-protection-act-zimbabwe,2026-08-18,https://www.techzim.co.zw/2026/08/why-our-data-protection-regulations-need-review/,
Tax relief must reach consumers,Business Times (Zimbabwe),,2026-08-13,day,ZWE,gov.discourse; dpi.pay,ministry-of-finance-economic-development-and-investment-promotion-zimbabwe,2026-08-18,https://businesstimes.co.zw/tax-relief-must-reach-consumers/,
UNICEF boosts Zim's Civil Registry efficiency in eight districts,Humanitarian Post,,2026-08-13,day,ZWE,dpi.registry; dpi.id,civil-registry-department-zimbabwe; unicef,2026-09-01,https://humanitarianpost.co.zw/unicef-boosts-zims-civil-registry-efficiency-in-eight-districts/,
SADC puts spotlight on AI data governance,ITWeb Africa,,2026-08-13,day,BWA; COM; EGY; KEN; MUS; RWA; SWZ; ZAF; ZWE; XSA,gov.regional; tech.ai,sadc; world-bank; smart-africa,2026-08-16,https://itweb.africa/article/sadc-puts-spotlight-on-ai-data-governance/JN1gP7OAw5wqjL6m,
Protecting Zimbabwe's Children Online Will Take More Than a Policy,NewsDay Zimbabwe,,2026-08-12,day,ZWE,gov.discourse; include.access,zimbabwe-national-child-online-protection-policy; childline-zimbabwe,2026-08-18,https://www.newsday.co.zw/opinion-analysis/article/200059225/protecting-zimbabwes-children-online-will-take-more-than-a-policy,
POTRAZ to Begin Mandatory Data Protection Compliance Inspections From 1 September 2026,Tech Unzipped,,2026-08-12,day,ZWE,gov.policy,potraz; zimbabwe-cyber-and-data-protection-act,2026-09-01,https://techunzipped.co.zw/2026/08/potraz-to-begin-mandatory-data-protection-compliance-inspections-from-1-september-2026/,
"UK FCDO -- Science and Technology Accelerator-Systems (STA-S), Southern Africa","gov.uk (Foreign, Commonwealth and Development Office)",,2026-08-11,day,ZAF; ZWE; ZMB; XSA,finance.new; tech.ai; gov.policy,uk-fcdo,2026-08-17,https://www.gov.uk/international-development-funding/science-and-technology-accelerator-systems-sta-s-southern-africa-programme,
Science and Technology Accelerator – Systems (STA-S) Southern Africa programme,gov.uk,,2026-08-11,day,ZAF; ZWE; ZMB; XSA,finance.new; tech.ai; gov.policy,uk-fcdo,2026-08-17,https://www.gov.uk/international-development-funding/science-and-technology-accelerator-systems-sta-s-southern-africa-programme,
PRC0181912 - 500660-3 – PROCUREMENT OF ICT Equipment TO ZIMBABWE - Outstanding Qty,UNGM (UNDP contract award notice),,2026-08-10,day,ZWE,finance.new,undp,2026-08-17,https://www.ungm.org/Public/ContractAward/158535,
"UNDP -- ICT equipment procurement contract award, Zimbabwe",UNGM (UNDP contract award notice),,2026-08-10,day,ZWE,finance.new; dpi.govtech,undp,2026-08-17,https://www.ungm.org/Public/ContractAward/158535,
Shakhboot bin Nahyan meets President of Zimbabwe to discuss strengthening bilateral relations,Emirates News Agency (WAM),,2026-08-10,day,ZWE,geopol.gulf,uae; government-of-zimbabwe,2026-09-01,https://www.wam.ae/en/article/c1nwx85-shakhboot-bin-nahyan-meets-president-zimbabwe,
"UNICEF, Government Move to Digitise Birth Registration Services",New Ziana,,2026-08-08,day,ZWE,finance.new; dpi.id,unicef; civil-registry-department-zimbabwe,2026-08-18,https://newziana.co.zw/unicef-government-move-to-digitise-birth-registration-services/,
"Zimbabwe, Fujairah Explore Digital Security Partnership to Modernise Border Systems",Positive Eye News,,2026-08-08,day,ZWE,finance.new; infra.cybersec,government-of-fujairah; emirates-technology-solutions,2026-08-18,https://positiveeyenews.co.zw/2026/08/08/zimbabwe-fujairah-explore-digital-security-partnership-to-modernise-border-systems/,
Zimbabwe leads in budget transparency,The Financial Gazette,,2026-08-08,day,ZWE,gov.discourse; data.open,ministry-of-finance-economic-development-and-investment-promotion-zimbabwe; imf; world-bank; reserve-bank-of-zimbabwe,2026-08-18,https://fingaz.co.zw/2026/08/08/zimbabwe-leads-in-budget-transparency/,
Independent Power Producers register (Zimbabwe Energy Regulatory Authority),Zimbabwe Energy Regulatory Authority (ZERA),,2026-08-08,day,ZWE,data.open; infra.energy,zera,2026-08-09,https://www.zera.co.zw/independent-power-producers/,
Data Centre & Cloud Services - TelOne,TelOne (Pvt) Ltd,,2026-08-08,day,ZWE,infra.store; infra.connect; dpi.govtech,telone; huawei; microsoft,2026-08-09,https://www.telone.co.zw/products/details/data-centre-cloud-services,
"Finance Department - City of Kwekwe (billing, e-governance and revenue functions)",Kwekwe City Council,,2026-08-08,day,ZWE,digital.localgov; dpi.govtech,,2026-08-09,https://kwekwecity.org.zw/departments/finance/,
ITU project 9ZIM17008 - National CIRT Establishment (Zimbabwe),International Telecommunication Union (ITU-D Corporate Data System),,2026-08-08,day,ZWE,infra.cybersec; infra.capacity,itu; potraz,2026-08-09,https://www.itu.int/net4/ITU-D/CDS/projects/display.asp?ProjectNo=9ZIM17008,
Impilo — Zimbabwe's National Health Operating System (front page),Ministry of Health and Child Care (Zimbabwe),,2026-08-08,day,ZWE,dpi.govtech; dpi.mis; include.access,ministry-of-health-and-child-care-zimbabwe,2026-08-09,https://impilo.mohcc.gov.zw/,
"ZACC Probes Cyber Fraud In VID Licences, NetOne Airtime And ZIMRA Systems",TechnoMag,,2026-08-07,day,ZWE,gov.discourse; gov.protect,zimbabwe-anti-corruption-commission; netone; zimra,2026-08-18,https://technomag.co.zw/zacc-probes-cyber-fraud-in-vid-licences-netone-airtime-and-zimra-systems/,
"Govt Targets Internet, Solar Power for Every School by Year-End",263Chat,,2026-08-07,day,ZWE,gov.policy; digital.rural,zimbabwe-ministry-of-primary-and-secondary-education; starlink,2026-08-18,https://www.263chat.com/govt-targets-internet-solar-power-for-every-school-by-year-end/,
"Harare says AI traffic cameras roll-out to improve road safety, avoid \""entrapment\"" concerns",NewsDay,,2026-08-07,day,ZWE,tech.ai; gov.discourse,harare-city-council,2026-08-11,https://www.newsday.co.zw/local-news/article/200059121/harare-says-ai-traffic-cameras-roll-out-to-improve-road-safety-avoid-entrapment-concerns,
Zimbabwe expands AI traffic cameras to tackle US$400m road crash losses,NewsDay,,2026-08-07,day,ZWE,tech.ai; gov.policy,zimbabwe-republic-police,2026-08-11,https://www.newsday.co.zw/local-news/article/200059127/zimbabwe-expands-ai-traffic-cameras-to-tackle-us400m-road-crash-losses,
Zimbabwe Energy Regulatory Authority -- Home / Current Energy Prices,Zimbabwe Energy Regulatory Authority,,2026-08-07,day,ZWE,infra.energy,zera,2026-08-30,https://www.zera.co.zw/,
ZIMRA Readies TaRMS Phase 2 Rollout,Financial Gazette,,2026-08-06,day,ZWE,dpi.exchange; dpi.govtech,zimra; tarms-zimbabwe,2026-08-08,https://fingaz.co.zw/2026/08/06/zimra-readies-tarms-phase-2-rollout/,
ZIMSTAT begins household survey preparations,NewsDay,,2026-08-06,day,ZWE,data.statistics,zimstat,2026-08-11,https://www.newsday.co.zw/local-news/article/200059087/zimstat-begins-household-survey-preparations,
"The Cyber and Data Protection Act: Implications for journalists, human rights defenders, NGOs and others (Part 1)",NewsDay,,2026-08-06,day,ZWE,gov.protect; gov.legislate; gov.discourse,potraz,2026-08-11,https://www.newsday.co.zw/opinion-analysis/article/200059066/the-cyber-and-data-protection-act-implications-for-journalists-human-rights-defenders-ngos-and-others-part-1,
US Fact-checks Zimbabwe's Account on Health Deal,The NewsHawks,,2026-08-06,day,ZWE,geopol.usa; gov.protect; dpi.exchange; finance.mou,zimbabwe-us-health-mou; america-first-global-health-strategy; ministry-of-health-and-child-care-zimbabwe,2026-08-09,https://thenewshawks.com/us-fact-checks-zimbabwes-account-on-health-deal/,
Uganda and Zimbabwe’s Fourth-Cycle UPRs Must Turn Digital Progress into Stronger Rights Protections,CIPESA,,2026-08-05,day,UGA; ZWE,gov.discourse; gov.protect; gov.legislate; include.divides; infra.connect,cipesa; apc; potraz; personal-data-protection-office-uganda; zimbabwe-cyber-and-data-protection-act,2026-08-08,https://cipesa.org/2026/08/uganda-and-zimbabwes-fourth-cycle-uprs-must-turn-digital-progress-into-stronger-rights-protections/,
Zimbabwe Bets on AI Innovation as Government Launches National Grand Challenge,TechnoMag,,2026-08-04,day,ZWE,tech.ai; gov.policy; data.open; finance.new,ministry-of-ict-postal-and-courier-services-zimbabwe; zimbabwe-national-ai-strategy; potraz; itu,2026-08-08,https://technomag.co.zw/zimbabwe-bets-on-ai-innovation-as-government-launches-national-grand-challenge/,
America disputes Zimbabwean government's recent account on US$365 million health deal,NewZimbabwe.com,,2026-08-04,day,ZWE,geopol.usa; gov.protect; finance.mou; dpi.exchange,zimbabwe-us-health-mou; america-first-global-health-strategy,2026-08-09,https://www.newzimbabwe.com/america-disputes-zimbabwean-governments-recent-account-on-us365-million-health-deal/,
"NetOne terminates Mushanawani's contract, ending turbulent five-year tenure",NewsDay,Valentine Maya,2026-08-04,day,ZWE,dpi.mis; infra.connect; gov.policy,netone; zimbabwe-anti-corruption-commission; zimra,2026-08-04,https://www.newsday.co.zw/local-news/article/200059025/netone-terminates-mushanawanis-contract-ending-turbulent-five-year-tenure,
"Inside Zimbabwe's $60bn 'Cyber City': Luxury, Power and the Politics of Land",FairPlanet,,2026-08-04,day,ZWE,tech.industry; finance.new; geopol.gulf; gov.discourse,zim-cyber-city; mulk-international,2026-08-08,https://www.fairplanet.org/story/inside-zimbabwes-60bn-cyber-city-luxury-power-and-the-politics-of-land/,
China's domestic DUV lithography breakthrough: Lessons of technological self-reliance for Africa and the Global South,NewsDay (The Standard),Saxon Zvina,2026-08-04,day,ZWE,gov.discourse; tech.industry; geopol.china,smic; asml,2026-08-04,https://www.newsday.co.zw/thestandard/standard-people/article/200059024/chinas-domestic-duv-lithography-breakthrough-lessons-of-technological-self-reliance-for-africa-and-the-global-south,
Protecting children's privacy in the digital era,NewsDay,,2026-08-03,day,ZWE,gov.protect; gov.discourse,,2026-08-11,https://www.newsday.co.zw/opinion-analysis/article/200058974/protecting-childrens-privacy-in-the-digital-era,
US Embassy Challenges Zimbabwe's Account of Rejected Health Assistance Deal,HealthTimes,,2026-08-03,day,ZWE,geopol.usa; gov.protect; dpi.exchange; finance.mou,zimbabwe-us-health-mou; america-first-global-health-strategy; ministry-of-health-and-child-care-zimbabwe,2026-08-08,https://healthtimes.co.zw/us-embassy-challenges-zimbabwe-rejected-health-mou/,
Mavetera urges AI solutions that benefit communities as Nyanga challenge progresses,Bindura Eye,,2026-08-02,day,ZWE,tech.ai; gov.policy; include.access,ministry-of-ict-postal-and-courier-services-zimbabwe; potraz; zimbabwe-national-ai-strategy; itu,2026-08-08,https://binduraeye.co.zw/mavetera-urges-ai-solutions-that-benefit-communities-as-nyanga-challenge-progresses/,
Designing an Assured Future: HIT Closes Technovation Expo 2026 in Style,Harare Institute of Technology,,2026-08-02,day,ZWE,tech.industry; tech.innovate,government-of-zimbabwe; ndarama-technologies; harare-institute-of-technology; ministry-of-higher-and-tertiary-education-zimbabwe,2026-09-01,https://www.hit.ac.zw/2026/08/02/designing-an-assured-future-hit-closes-technovation-expo-2026-in-style/,
Bill Watch 28-2026 of 2nd August 2026 [In Parliament this Week],Veritas,,2026-08-02,day,ZWE,gov.legislate; infra.connect,parliament-of-zimbabwe; potraz,2026-08-08,https://veritaszim.net/node/8053,
Court Papers Reveal How VID Officials Allegedly Sold Driver's Licences in US$1 Million Corruption Scheme,The Wasu Post,,2026-08-01,day,ZWE,dpi.govtech; dpi.registry; infra.cybersec,zimbabwe-anti-corruption-commission; vehicle-inspection-department-zimbabwe; central-vehicle-registry-zimbabwe,2026-08-08,https://thewasupost.co.zw/index.php/2026/08/01/court-papers-reveal-how-vid-officials-allegedly-sold-drivers-licences-in-us1-million-corruption-scheme/,
ZSE and Lloyd Corporate Capital Partner to Unlock Growth Capital for Zimbabwe's SMEs Through ZEEX,Positive Eye News,,2026-07-31,day,ZWE,dpi.pay; finance.mou; include.access,zimbabwe-stock-exchange; zimbabwe-entrepreneurship-exchange; lloyd-corporate-capital,2026-08-08,https://positiveeyenews.co.zw/2026/07/31/zse-and-lloyd-corporate-capital-partner-to-unlock-growth-capital-for-zimbabwes-smes-through-zeex/,
2027 Budget Strategy Paper,"Ministry of Finance, Economic Development and Investment Promotion, Government of Zimbabwe",,2026-07-30,day,ZWE,infra.store,ministry-of-finance-economic-development-and-investment-promotion-zimbabwe,2026-09-01,https://zimtreasury.co.zw/wp-content/uploads/2026/07/2027-Budget-Strategy-Paper-30-July-2026.pdf,
Zimbabwe Bets on Digital Gold: Inside the Launch of Ndarama and the Push for AI Sovereignty,Spiked Media (Zimbabwe),,2026-07-30,day,ZWE,tech.ai; gov.policy; dpi.exchange; infra.store; finance.new,ministry-of-ict-postal-and-courier-services-zimbabwe; ndarama-technologies; harare-institute-of-technology; econet-ai; telone,2026-07-31,https://spikedmedia.co.zw/zimbabwe-bets-on-digital-gold-inside-the-launch-of-ndarama-and-the-push-for-ai-sovereignty/,
World Insights: U.S. health aid meets resistance across Africa,Xinhua News Agency,,2026-07-30,day,GHA; KEN; ZWE; ZMB; XAF,gov.protect; dpi.exchange; geopol.usa,america-first-global-health-strategy; data-protection-commission-ghana; ghana-card,2026-08-08,https://english.news.cn/20260730/b5516c3a8f034f38aae45823311057c6/c.html,
POTRAZ data licence fees slammed as costly burden on businesses and consumers,CITE,,2026-07-30,day,ZWE,gov.protect; gov.discourse; gov.legislate,potraz; zimbabwe-cyber-and-data-protection-act,2026-08-08,https://cite.org.zw/potraz-data-licence-fees-slammed-as-costly-burden-on-businesses-and-consumers/,
"End of the road for NetOne boss Mushanawani as issues of poor administration, disregard for corporate practices raised",NewZimbabwe,,2026-07-30,day,ZWE,infra.connect; gov.policy; dpi.mis,netone; ministry-of-ict-postal-and-courier-services-zimbabwe; zimbabwe-anti-corruption-commission; zimra,2026-07-30,https://www.newzimbabwe.com/end-of-the-road-for-netone-boss-mushanawani-as-issues-of-poor-administration-disregard-for-corporate-practices-raised/,
Zimbabwe Widens Key Tollgates as E-Toll Era Begins,263Chat,,2026-07-29,day,ZWE,dpi.pay; dpi.govtech; include.access,zinara; rida-zimbabwe,2026-07-31,https://263chat.com/zimbabwe-widens-key-tollgates-as-e-toll-era-begins/,
Rwanda eyes Zimbabwe's border technology to strengthen immigration systems,ZBC News,,2026-07-29,day,ZWE; RWA,dpi.exchange; dpi.id; gov.regional; dpi.govtech,department-of-immigration-zimbabwe; obms-zimbabwe; rwanda-directorate-general-of-immigration-and-emigration,2026-07-31,https://www.zbcnews.co.zw/rwanda-eyes-zimbabwes-border-technology-to-strengthen-immigration-systems/,
Southern African countries consider joining SADC-RTGS,Central Banking,,2026-07-29,day,XSA; ZAF; MUS; TZA; ZMB; ZWE,dpi.pay; gov.regional; dpi.exchange,sadc; sarb; sadc-rtgs,2026-08-01,https://www.centralbanking.com/central-banks/currency/7976492/southern-african-countries-consider-joining-sadc-rtgs,
POTRAZ starts data protection inspections on 1 September. Here is what it means for you,Techzim,,2026-07-28,day,ZWE,gov.protect; gov.legislate; gov.discourse,potraz; zimbabwe-cyber-and-data-protection-act; ministry-of-ict-postal-and-courier-services-zimbabwe; harare-institute-of-technology,2026-07-31,https://www.techzim.co.zw/2026/07/potraz-starts-data-protection-inspections-on-1-september-here-is-what-it-means-for-you/,
Ensuring responsible AI adoption in African parliaments,IDinsight,"Mtise Mwanza, Martin Atela, Sylvia Mwamba, Alex Masumba, Bonnie Mathooko, Kefa Omoti, and the Monitoring and Evaluation Department, National Assembly of Zambia",2026-07-28,day,KEN; ZMB; ZWE; XAF,dpi.govtech; tech.ai; gov.policy; capacity.training,idinsight; inter-parliamentary-union; national-assembly-of-zambia; africa-ai-declaration,2026-07-31,https://www.idinsight.org/article/ensuring-responsible-ai-adoption-in-african-parliaments/,
Commissioning of the Specialist Medical Centre and the University of Zimbabwe Incubation Centre,University of Zimbabwe,,2026-07-27,day,ZWE,tech.innovate,university-of-zimbabwe,2026-09-01,https://www.uz.ac.zw/index.php/commissioning-of-the-specialist-medical-centre,
Zim ranks among Africa's best performers in budget transparency,NewsDay,,2026-07-27,day,ZWE,data.open; finance.budget; gov.standards,ministry-of-finance-economic-development-and-investment-promotion-zimbabwe; international-budget-partnership; sadc,2026-07-30,https://www.newsday.co.zw/article/200058773/zim-ranks-among-africas-best-performers-in-budget-transparency,
