row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
EGY-gov.protect-pdpc-enforcement-record,EGY,gov.protect,Governance and regulation,Data-protection regulator enforcement and licensing record,"An annual report or published decisions register giving decisions issued, fines imposed, officers registered and cross-border-transfer licences granted since 2025-11-01",,
EGY-gov.legislate-executive-regulations-text,EGY,gov.legislate,Governance and regulation,"Executive Regulations 816 of 2025, the instrument itself",The Official Gazette text of the decree; the base holds only two law-firm summaries of it,,
EGY-gov.legislate-cybercrime-law-175-2018,EGY,gov.legislate,Governance and regulation,Cybercrime Law 175 of 2018 and its enforcement record,"The Official Gazette text with any amendments, plus prosecution or conviction statistics; the base names the law repeatedly but holds no text and no enforcement record",,
EGY-gov.legislate-telecom-law-10-2003,EGY,gov.legislate,Governance and regulation,Telecommunication Regulation Law 10 of 2003,The Official Gazette text as amended; the base knows it only through the recital in the regulator's satellite framework and a second-hand reference to one article,,
EGY-gov.regional-malabo-convention-position,EGY,gov.regional,Governance and regulation,Egypt's position on the AU Malabo Convention,"The AU depositary's ratification list, or an Egyptian instrument of ratification or accession; nothing states whether Egypt has signed, ratified or acceded",,
EGY-geopol.eu-eu-egypt-digital-instrument,EGY,geopol.eu,Governance and regulation,EU-Egypt digital cooperation instrument,"The text of any EU-Egypt digital chapter, Global Gateway package allocation or European Commission adequacy assessment naming Egypt; the base holds nothing on Egypt's digital relationship with the EU as an institution",,
EGY-data.open-national-open-data-portal,EGY,data.open,Governance and regulation,Egyptian national open-data portal,"The portal's own landing page with a dataset count and a licence statement, or the text of the open data policy the ICT minister referred to on 2025-12-21",,
EGY-gov.discourse-pdpl-public-consultation,EGY,gov.discourse,Governance and regulation,Public consultation on the data-protection Executive Regulations,"A regulator or ministry consultation record - a draft published for comment, submissions received, or a response document; the base holds no evidence the Regulations were consulted on before issue",,
EGY-gov.policy-national-ai-strategy-text,EGY,gov.policy,Governance and regulation,"National Artificial Intelligence Strategy, second edition, the document","The published strategy text giving the six pillars' content, targets, budget and delivery milestones now known only from ministerial summaries",,
EGY-tech.ai-ai-specific-statute,EGY,tech.ai,Artificial intelligence and the technology sector,Egypt's AI-specific statute or regulation,"A published bill or Official Gazette instrument; nothing establishes any AI-specific law, only the data-protection law and a cabinet-agreed legislative review of 2026-07-29",,
EGY-tech.ai-responsible-ai-charter,EGY,tech.ai,Artificial intelligence and the technology sector,Egyptian Charter for Responsible AI (2023),The charter text itself; the base carries only the minister's one-line reference to its 2023 issuance,,
EGY-tech.ai-applied-innovation-centre,EGY,tech.ai,Artificial intelligence and the technology sector,Applied Innovation Centre,"A founding instrument, budget line or annual report; the centre is named in three sources as the developer of the Arabic model but has no establishment date, mandate or funding on file",,
EGY-tech.ai-ai-gdp-contribution,EGY,tech.ai,Artificial intelligence and the technology sector,Artificial intelligence contribution to Egyptian GDP,"The study behind the widely quoted figure of about US$42.7bn or 7.7% of GDP by 2030; no source on file establishes it, and the entity page expressly declines to carry it",,
EGY-geopol.gulf-gulf-technology-investment,EGY,geopol.gulf,Artificial intelligence and the technology sector,Gulf-state technology investment in Egypt,"Any source at all; the wiki holds zero Egypt sources on this subject, so no UAE, Saudi or Qatari technology or data-centre commitment can be stated, dated or sized",,
EGY-geopol.india-india-egypt-cooperation,EGY,geopol.india,Artificial intelligence and the technology sector,India-Egypt technology cooperation,"Any source at all; the wiki holds zero Egypt sources on this subject, so no bilateral IT, digital-public-infrastructure or outsourcing arrangement with India can be stated",,
EGY-finance.budget-state-digital-appropriation,EGY,finance.budget,"Inclusion, capacity and finance",State appropriation for digital transformation and for the ICT ministry,"The finance ministry's published FY2026/2027 budget chapters for the communications ministry, or the ICT chapter of the Economic and Social Development Plan; there is no budget archive for Egypt and the plan document is not held",,
EGY-finance.budget-economic-social-development-plan,EGY,finance.budget,"Inclusion, capacity and finance",Economic and Social Development Plan FY2026/2027,The plan document from the planning ministry or as laid before Parliament; the wiki records at 2026-08-04 that it is not held and that the ministry site serves no plan document,,
EGY-finance.budget-startup-charter-appropriation,EGY,finance.budget,"Inclusion, capacity and finance","Startup Charter EGP 50bn financing initiative, appropriation and disbursement","The cabinet decision or finance law establishing the fund, and the managing body's first disbursement report",,
EGY-capacity.research-applied-innovation-research-output,EGY,capacity.research,"Inclusion, capacity and finance",Applied Innovation Centre research programme and model documentation,"The centre's own published research output, budget or model card; nothing at all is held on research capacity for Egypt",,
EGY-capacity.research-national-rd-spending,EGY,capacity.research,"Inclusion, capacity and finance",National research and development spending on artificial intelligence and digital technologies,"A statistics agency or higher education ministry expenditure series, or the National AI Strategy's own budget annex",,
EGY-capacity.research-researcher-compute-access,EGY,capacity.research,"Inclusion, capacity and finance",Compute access for Egyptian researchers,"A dated statement from the AI-factory operator or the Egyptian state on the Egyptian site's siting, capacity and access terms; the base records only that Egypt is one of five planned sites",,
EGY-capacity.training-training-programme-numbers,EGY,capacity.training,"Inclusion, capacity and finance",Enrolment and graduate numbers for the named national training programmes,Ministry or IT industry agency annual reports giving per-programme intake and completion figures; the base names the vehicles at 2026-07-21 but carries no numbers,,
EGY-include.access-internet-penetration,EGY,include.access,"Inclusion, capacity and finance",Internet use as a share of population,"Regulator or ministry monthly ICT indicators, or an ITU country profile; no source in the base carries an Egyptian internet-penetration figure with a citable URL",,
EGY-include.access-universal-service-fund,EGY,include.access,"Inclusion, capacity and finance",Universal service fund or universal service obligation,The regulator's annual report or the universal-service provisions of the telecommunications law and any levy accounts; no source names such a fund,,
EGY-include.access-egypt-post-digitisation,EGY,include.access,"Inclusion, capacity and finance",Postal service digital services and post-office digitisation,"A national postal authority progress report; the base holds only 2024 figures of 27 digital services and about 3,000 post offices digitised, with no update",,
EGY-include.divides-gender-gap-internet-use,EGY,include.divides,"Inclusion, capacity and finance",Gender gap in internet and mobile-internet use,An industry association gender-gap country table or a statistics agency ICT household survey for Egypt; only the mobile-money literacy split is held,,
EGY-include.divides-connectivity-affordability,EGY,include.divides,"Inclusion, capacity and finance",Affordability of connectivity relative to income,An affordability alliance or ITU affordability series for Egypt; the base records rising consumer complaints about internet prices at December 2025 but no price or income measure,,
