row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
SWZ-dpi.registry-population,SWZ,dpi.registry,Digital public infrastructure,instrument,National population register,Implemented,1984-01-06,"Compulsory civil register commenced 6 January 1984 under the Births, Marriages and Deaths Registration Act 1983 (Act 5 of 1983), administered by a Registrar of Births, Marriages and Deaths in the Ministry of Home Affairs",1984-01-06,Not held,2025-08-05,"Advanced, newly documented",Not held,"Compulsory register of every birth, marriage and death since 1984; a paper-based statute, not shown to be digitised","1998-12-01-eswatini-births-marriages-deaths-registration-act-1983|2025-08-05 Robust DPI inevitable for Eswatini's economic, jobs boom - World Bank",,A paper-based statute; nothing in the base shows the register has been digitised.
SWZ-dpi.registry-dna,SWZ,dpi.registry,Digital public infrastructure,instrument,Proposed DNA requirement for birth certificates,Planned,2026-07-14,"Costed at about E126m a year, roughly 46% of the Home Affairs budget",,,,"Advanced, proposal only",Did not exist,"Proposed; about E4,300 per test across about 29,400 births",2026-07-14-dna-plan-could-swallow-e126m-of-home-affairs-budget,,
SWZ-dpi.mis-communityhealth,SWZ,dpi.mis,Digital public infrastructure,instrument,Community health services digitisation,Implemented,2026-02-23,Transition from paper to digital records documented,,,,Advanced,Paper-based,Digitised,2026-02-23 From Paper to Pixels - Digital Transformation of Community Health Services in Eswatini,,
SWZ-dpi.mis-sectorapps,SWZ,dpi.mis,Digital public infrastructure,instrument,"Umelusi, TruMD and Content Creator Hub platforms",Implemented,2026-06-20,"Three platforms launched with MTN Eswatini for agriculture, health and the creative economy",,,,Advanced,Did not exist,In service,2026-06-20-eswatini-rolls-out-digital-platforms-health-agriculture-creative,,
SWZ-dpi.govtech-taxpal,SWZ,dpi.govtech,Digital public infrastructure,instrument,Eswatini Revenue Service TaxPal,Implemented,2025-05-21,Launched alongside Government In Your Hand for tax accounts and clearance certificates,,,,Advanced,Did not exist,In service,2025-05-21-eswatini-launches-new-apps-giyh-taxpal,,
SWZ-dpi.govtech-google,SWZ,dpi.govtech,Digital public infrastructure,instrument,Google Cloud EMEA memorandum,Enacted,2026-04-10,Attorney-General confirmed Cabinet and legal consultation preceded signature,,,,Advanced,"Signed on or before January 2025, unacknowledged in public","Established as a cloud-services and e-government framework, not a monetisation deal; no value or term published",2026-04-10-former-minister-defends-google-mou|2025-01-21-google-works-with-eswatini-to-accelerate-digital-economy,,
SWZ-dpi.govtech-giyh,SWZ,dpi.govtech,Digital public infrastructure,instrument,Government In Your Hand citizen application,Implemented,2026-03-18,Prime minister told Parliament it must be watertight and that he does not support outsourcing data to global technology companies,,,,Advanced,"Launched May 2025, with a reporter able to locate public data on it six weeks later","In service, ahead of the digital identity and public-key infrastructure it was to rest on",2025-05-21-eswatini-launches-new-apps-giyh-taxpal|2025-07-04-biometricupdate-eswatini-giyh-privacy-criticism,,
SWZ-dpi.govtech-egovstrategy,SWZ,dpi.govtech,Digital public infrastructure,instrument,National e-Government Strategy,In development,2026-05-21,Digital Landscape Assessment received and endorsed to found the strategy,,,,Baseline not held,Baseline not held,Assessment endorsed; no strategy published,2026-05-21-critical-state-information-at-risk-in-9-govt-ministries,,
SWZ-gov.legislate-bills,SWZ,gov.legislate,Governance and regulation,instrument,"Cybersecurity, critical infrastructure, e-commerce and AI legislation",Planned,2025-08-04,Named as forthcoming alongside the Mbabane smart-city deployment,,,,Advanced,Did not exist,Announced as forthcoming; no bill text or tabling date on file,2025-08-04-eswatini-ramps-up-tech-reform-legislation-5g,2026-08-09,
SWZ-gov.legislate-mediaguidelines,SWZ,gov.legislate,Governance and regulation,instrument,Online Media Publishing Guidelines 2026,In development,2026-08-04,Ministry stated development is complete,,,,Advanced,Did not exist,"Complete on the ministry's account, introducing publisher registration and rules on accuracy, privacy, child safeguarding and the responsible use of AI; text and commencement date not public",2026-08-04-eswatini-online-media-publishing-guidelines-2026,,
SWZ-gov.policy-datapolicy,SWZ,gov.policy,Governance and regulation,instrument,National Data Governance Policy,In development,2026-07-27,"Draft validated by stakeholders, with a stated cycle of 2027 to 2031",,,,Advanced,Being procured through a Smart Africa tender (2025-07),Validated; text not published and no adoption date given,2026-07-27-eswatini-validates-national-data-governance-policy|2026-04-30-eswatini-first-national-data-policy-workshop|2025-07-25 RFP - Eswatini National Data Policy (Smart Africa),,
SWZ-gov.regional-sadc,SWZ,gov.regional,Governance and regulation,instrument,SADC adequacy model for cross-border data transfers,Implemented,2022-03-04,Transfers within SADC permitted under conditions by the Data Protection Act 2022,2022-03-04,,,No change,In force,In force,2022-03-04 Eswatini Data Protection Act 2022 (Act No. 5 of 2022),,
SWZ-gov.standards-mandate,SWZ,gov.standards,Governance and regulation,instrument,Division of the data-protection mandate,Implemented,2026-08-04,"ICT ministry stated on the record that implementation, enforcement and oversight are vested in ESCCOM, not itself",,,,Advanced,Not stated on the record,"Executive holds policy, ESCCOM holds implementation, enforcement and oversight; no third institution named",2026-08-04-eswatini-online-media-publishing-guidelines-2026,,
SWZ-gov.protect-health,SWZ,gov.protect,Governance and regulation,instrument,Advisory guidelines on processing personal health data,In development,2026-07-28,Validation workshops opened at Ezulwini,,,,Advanced,Did not exist,In validation; to be published as a regulatory instrument under the Data Protection Act,2026-07-28-times-eswatini-esccom-health-data-guidelines,,
SWZ-gov.protect-schools,SWZ,gov.protect,Governance and regulation,instrument,Biometric gate passes in schools,"Implemented, contested",2025-07-23,"Deployed by some public schools without education ministry approval, at about E200 per pupil",,,,Advanced,Did not exist,Deployed and refused by some teachers and parents on consent and child-data grounds,2025-07-23-outcry-over-digital-gate-pass-in-schools,,
SWZ-gov.protect-act,SWZ,gov.protect,Governance and regulation,instrument,Data Protection Act 2022,Implemented,2022-03-04,Gazetted and effective 4 March 2022,2022-03-04,,,No change,"In force, authority not operationalised","In force; fines to E5,000,000 or 2% of annual turnover",2022-03-04 Eswatini Data Protection Act 2022 (Act No. 5 of 2022),,"The gazetted text names a Data Protection Commission; ESCCOM's own pages describe it as the designated Data Protection Agency. The mismatch is recorded, not resolved."
SWZ-gov.protect-authority,SWZ,gov.protect,Governance and regulation,instrument,Eswatini Data Protection Authority,Implemented,2026-06-24,"Opened its first major investigation, into the Ministry of Home Affairs",,,,Advanced,Office not operationalised three years after the Act took effect (2025-07),"Operating: an awareness campaign, a registration deadline of 31 March 2026, one concluded complaint and one investigation into a ministry",2026-06-24-home-affairs-investigated-for-sensitive-data-breach|2026-02-03-eswatini-launches-data-protection-campaign|2025-07-31 Eswatini Economic Update - Digital Transformation Key to Unlocking Growth,,
SWZ-gov.protect-breach,SWZ,gov.protect,Governance and regulation,instrument,Home Affairs publication of unblurred national identity documents,Implemented,2026-06-24,Investigation opened; the ministry missed the 72-hour breach-notification duty,,,,Advanced,Did not exist,Under investigation by the data protection authority,2026-06-24-home-affairs-investigated-for-sensitive-data-breach,,
SWZ-gov.protect-us-health-data-sharing-agreement,SWZ,gov.protect,Governance and regulation,instrument,United States bilateral health agreement and its data-sharing agreement,Not held,,,,,,,,,,,"A federal complaint filed 2026-04-02 records that the State Department entered into dozens of bilateral health agreements between December 2025 and February 2026, each typically a memorandum plus at least one further agreement on data sharing, that a FOIA request of 2025-12-20 covers the Eswatini agreements, and that the department published a subset of the memoranda in March 2026 and then withdrew public access; no text, signature date or party for Eswatini is held"
SWZ-gov.discourse-google,SWZ,gov.discourse,Governance and regulation,instrument,Public account of the Google memorandum,Implemented,2026-04-10,"Prime minister first dismissed the memorandum, then acknowledged in writing that Cabinet had approved it",,,,Advanced,Not on the record,Established after a public contradiction between the prime minister and the Attorney-General,2026-04-10-former-minister-defends-google-mou|2026-04-13-the-real-google-problem-in-eswatini-is-not-the-mou,,
SWZ-include.divides-ihubs,SWZ,include.divides,Inclusion and capacity,instrument,Community innovation hubs,In development,2026-08-06,Second hub opened at Macetjeni in the Lubombo Region,,,,Advanced,"One hub, at Pigg's Peak",Two hubs; a third planned for the Shiselweni Region,2026-08-08-govt-launches-macetjeni-ihub-to-drive-digital-innovation|2026-08-06-ai-robotics-training-coming-to-innovation-hubs,,
SWZ-include.access-accounts,SWZ,include.access,Inclusion and capacity,measure,Account ownership,,2025-08-10,"Global Findex 2025, cited by the source",,,,Advanced,Below 50% a decade earlier,"63% account ownership, led by mobile money",2025-08-10-mobile-money-drives-financial-inclusion-growth,,"A reference-study figure, cited rather than absorbed."
SWZ-tech.ai-deepfake,SWZ,tech.ai,Artificial intelligence and the technology sector,instrument,ESCCOM guidance on AI and deepfakes in broadcasting,Implemented,2025-11-22,Regulator urged broadcasters to manage AI ethically and transparently,,,,Advanced,Did not exist,Issued as guidance; not an instrument with force,2025-11-22-esccom-issues-ai-warning-on-deep-fakes,,
SWZ-tech.ai-4ir,SWZ,tech.ai,Artificial intelligence and the technology sector,instrument,National 4IR Strategy,Implemented,2026-07-06,Framed the prime minister's address to the Global Dialogue on AI Governance in Geneva,,,,No change,In force,"In force, anchoring a stated human-centred approach",2026-07-06-eswatini-champions-human-centred-ai,,
SWZ-tech.ai-strategy,SWZ,tech.ai,Artificial intelligence and the technology sector,instrument,National AI strategy,Not held,2026-08-04,Two instruments now carry AI rules and neither is an AI instrument; no strategy or statute on file,,,,Baseline not held,Not held,Not held,2026-08-04-eswatini-online-media-publishing-guidelines-2026,2026-08-09,
SWZ-tech.ai-health,SWZ,tech.ai,Artificial intelligence and the technology sector,instrument,Regional AI health partnership,Planned,2026-08-04,Memorandum signed in Eswatini between a regional health body and a private firm,,,,Advanced,Did not exist,"Memorandum signed; no system, data-sharing terms or money named",2026-08-04-ecsa-hc-skye-africa-intelligence-partner-to-scale-ai-health-solutions,,
SWZ-tech.industry-letshego,SWZ,tech.industry,Artificial intelligence and the technology sector,instrument,Letshego Eswatini digital bank,In development,2026-07-22,Provisional banking licence granted; transition to a full digital bank under way,,,,Advanced,Did not exist,Provisional licence held; no launch date on file,2026-07-22-letshego-digital-banking,,
SWZ-tech.innovate-taiwan,SWZ,tech.innovate,Artificial intelligence and the technology sector,instrument,Eswatini-Taiwan digital cooperation,Planned,2026-08-04,Digital transformation named a priority area at a leaders' meeting in Taipei,,,,Advanced,Did not exist,"On the agenda; no instrument, financing figure or implementing agency named",2026-08-04-eswatini-taiwan-bilaterals-digital-innovation,,The meeting's own date is not established; the report is dated 2026-08-04.
SWZ-geopol.usa-google,SWZ,geopol.usa,Artificial intelligence and the technology sector,instrument,Google partnership with Eswatini,Enacted,2026-07-05,"Eswatini represented at the Google Cloud Summit Africa 2026, with Government In Your Hand showcased",,,,Advanced,"Signed on or before January 2025; workspace, AI, digital addressing and youth skills",Operating and publicly acknowledged; no value or term published,2026-07-05-eswatini-digital-progress-earns-continental-spotlight|2025-01-20-insidebiz-eswatini-partners-with-google,,
SWZ-geopol.china-none,SWZ,geopol.china,Artificial intelligence and the technology sector,instrument,Chinese digital investment in Eswatini,Not held,,No source on file; Eswatini has no diplomatic relations with China,,,,Baseline not held,Not held,Not held,,2026-08-09,
SWZ-geopol.eu-none,SWZ,geopol.eu,Governance and regulation,instrument,European Union digital cooperation with Eswatini,Not held,,"No source on file naming a European instrument, though European partners support the data policy through a regional channel",,,,Baseline not held,Not held,Not held,,2026-08-09,
SWZ-geopol.india-none,SWZ,geopol.india,Artificial intelligence and the technology sector,instrument,Indian digital cooperation with Eswatini,Not held,,A US$10m India Exim Bank line of credit appears in the tracked finance records; no source describing an Indian digital programme is held,,,,Baseline not held,Not held,Not held,,2026-08-09,
SWZ-geopol.gulf-academy,SWZ,geopol.gulf,Artificial intelligence and the technology sector,instrument,She Powers Africa Digital Academy,Implemented,2026-07-22,Launched virtually under an Eswatini-UAE memorandum signed at the 2025 UN General Assembly,,,,Advanced,Did not exist,"First cohort of 50 women from government institutions; curriculum designed, staffed and certified abroad",2026-07-23-eswatini-launches-africa-first-womens-digital-academy,,
SWZ-capacity.literacy-book,SWZ,capacity.literacy,Inclusion and capacity,instrument,Published guidance on digital workplace transformation,Implemented,2026-01-25,Book by a domestic ICT practitioner,,,,Baseline not held,Baseline not held,One published work on file; no national literacy programme or measurement,2026-01-25 ICT EXPERT UNVEILS BOOK ON DIGITAL WORKPLACE TRANSFORMATION,,
SWZ-capacity.training-hubcurriculum,SWZ,capacity.training,Inclusion and capacity,instrument,"AI, robotics and cybersecurity training at innovation hubs",Planned,2026-08-06,Announced at the Macetjeni hub handover as the next phase beyond basic digital literacy,,,,Advanced,Did not exist,"Announced; no start date, provider or cohort size given",2026-08-06-ai-robotics-training-coming-to-innovation-hubs,,
SWZ-capacity.training-changeagents,SWZ,capacity.training,Inclusion and capacity,instrument,Digital Eswatini change agents,Implemented,2026-06-24,Cross-ministry change agents in training for the 2027 rollout,,,,Advanced,Did not exist,In training across ministries,2026-06-24-ict-trains-change-agents-e1-2bn-digitization,,
SWZ-capacity.training-target,SWZ,capacity.training,Inclusion and capacity,measure,Digitally skilled citizens targeted,,2026-02-02,Target set by the ICT minister,,,,Baseline not held,Baseline not held,"300,000 targeted, in a population of about 1.2m",2026-02-02-300000-emaswati-needed-for-country-digital-future,,
SWZ-capacity.research-none,SWZ,capacity.research,Inclusion and capacity,instrument,Public research programme in digital or data science,Not held,,"No research programme, centre mandate or published output on file",,,,Baseline not held,Not held,Not held,,2026-08-09,
SWZ-digital.rural-ussd,SWZ,digital.rural,Digital public infrastructure,instrument,USSD access to public services,Planned,2026-06-24,Planned under the Digital Eswatini Project so citizens without smartphones can transact,,,,Advanced,Did not exist,Planned for the 2027 rollout,2026-06-24-ict-trains-change-agents-e1-2bn-digitization,,
SWZ-digital.localgov-tinkhundla,SWZ,digital.localgov,Digital public infrastructure,instrument,Tinkhundla centre connectivity,Planned,2026-07-22,38 tinkhundla centres included in the Digital Eswatini connectivity target,,,,Advanced,Did not exist,38 centres targeted; none reported connected,2026-07-22-independentnews-digital-eswatini-project-leadership,,
SWZ-data.statistics-finscope,SWZ,data.statistics,Digital public infrastructure,instrument,FinScope Consumer Survey,In development,2026-07-24,"2026 round launched, replacing a 2018 measurement",,,,Advanced,87% access rate recorded in 2018,"2026 round in the field, covering access, usage and quality; no fieldwork dates, sample size or publication date given",2026-07-24-cbe-launches-survey-financial-inclusion-eswatini,,
SWZ-data.statistics-sector,SWZ,data.statistics,Digital public infrastructure,instrument,State of Communications Sector Study 2025/26,In development,2026-01-19,Tender of about E2.8m awarded by ESCCOM,,,,Advanced,Did not exist,Under way; no publication date on file,2026-01-19-e2-8m-study-signals-bright-2026-digital-outlook,,
SWZ-data.open-none,SWZ,data.open,Governance and regulation,instrument,Open government data portal,Not held,,No portal or open-data instrument on file; the data governance policy text is not published,,,,Baseline not held,Not held,Not held,,2026-08-09,
SWZ-data.satellite-gateway,SWZ,data.satellite,Digital public infrastructure,instrument,Government Starlink satellite gateway,Implemented,2026-04-28,Commissioned to reach mountainous and remote areas and reduce dependence on cross-border fibre,,,,Advanced,Did not exist,Commissioned,2026-04-28-eswatini-commissions-starlink-satellite-gateway,,
SWZ-data.satellite-reseller,SWZ,data.satellite,Digital public infrastructure,instrument,Starlink Business reseller channel,Implemented,2025-07-30,Paratus Group and Real Image Internet joint venture launched as authorised reseller,,,,Advanced,Did not exist,"Operating, with managed hardware, installation and support",2025-07-30-paratus-eswatini-drives-starlink-business-adoption,,
SWZ-finance.new-digitalproject,SWZ,finance.new,Finance,instrument,Digital Eswatini Project,Implemented,2026-07-19,"More than E1.06bn of World Bank financing approved, reported at US$65m",,,,Advanced,Under preparation,"Approved: E648m for broadband and E450m for Government In Your Hand, with a 2027 rollout",2026-07-19-eswatini-1-06-billion-world-bank-digital-funding|2026-06-08-worldbank-padhi01184-digital-eswatini-project|2026-06-15-wb-swz-001-digital-eswatini-project,,Converted in the source at E16.37 to US$1 (2026-07-19); the ministry's own quarterly report behind it is not held.
SWZ-finance.new-opportunity,SWZ,finance.new,Finance,measure,World Bank digital-transformation opportunity,,2026-01-04,Noted as omitted from the prime minister's 2025 year-end statement,,,,Baseline not held,Baseline not held,"US$165m, equivalent to E2.8bn, identified and unaddressed in the year-end statement",2026-01-04-the-absent-agenda-eswatini-digital-imperative,,
SWZ-finance.mou-gsu,SWZ,finance.mou,Finance,instrument,Global South Utilities discussions on data-centre power,Planned,2026-02-06,Met at the World Government Summit; nothing signed,,,,Advanced,Did not exist,"In discussion; no capacity, price or timetable stated",2026-02-06-eswatini-explores-green-energy-for-national-data-centre,,
SWZ-finance.budget-none,SWZ,finance.budget,Finance,instrument,Domestic budget appropriation for digital transformation,Not held,,"No estimates volume or appropriation line on file for the ICT ministry, ESCCOM or RSTP",,,,Baseline not held,Not held,Not held,,2026-08-09,
