fy,fiscal_year_label,basis,line_name,code,primary_subject,scope_confidence,funding_source,currency,amount_scale,proposed,appropriated,revised,doc_locator,source_slug,extracted,notes
2024,2024/2025,line,Operationalization of Labour Market Information & Observatory,1184103001,dpi.mis,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,150000000,,"Development Estimates 2024/25 Vol. III, Vote D1184, Section III, project 1184103001, External Funding Loans Revenue column (PDF p. 826)",2024-06-01-ken-development-estimates-fy2024-25-vol3-d1092-2141-companion,2026-09-25,"Loan revenue on a 229,770,000 labour market information system project; the domestic rest sits inside a Labour vote sub-programme that is not held. The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2024,2024/2025,line,Kenya Rural Transformation Centres Digital Platform,1065103403,digital.rural,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,40000000,,"Development Estimates 2024/25 Vol. I (Votes D1011-D1083), Section III 'Development Expenditure Estimates and Source of Funding', Vote D1065, project 1065103403, External Funding Grants A-I-A column (PDF p. 380)",2024-06-01-ken-pbb-fy2024-25-companion,2026-09-25,"Grant from a foreign government paid directly, the whole of the project's 2024/25 external money, under the Co-operative University head; its domestic counterpart is not held. OSINT holds no copy of the 2024/25 development estimates Vol. I; read from the publisher's copy and cited to the year's PBB, the estimates volume it accompanies."
2025,2025/2026,line,Implementation of Last Mile County Connectivity Network Phase IV,1122100102,infra.connect,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,100000000,50000000,"Development Estimates 2025/26 Vol. III (Votes D1092-D2111), Vote D1122, Section III, project 1122100102, Loans A-I-A (PDF p. 453); Supplementary Development Estimates I 2025/26 Vol. II, Vote D1122, Section II (PDF pp. 235-238)",2025-06-01-ken-development-estimates-fy2025-26-vol3-d1092-2111-companion,2026-09-25,"Foreign borrowing paid directly; Supplementary I cut it by 50,000,000. Revised: Supplementary Development Estimates I 2025/26 Vol. II (held by OSINT, md5 matched, 2026-04-01-ken-development-supp-i-fy2025-26-vol2-d1104-2043-companion). The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Horn of Africa Gateway Development Project,1122102001,infra.connect,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,450000000,200000000,"Development Estimates 2025/26 Vol. III (Votes D1092-D2111), Vote D1122, Section III, project 1122102001, Loans Revenue (PDF p. 458); Supplementary Development Estimates I 2025/26 Vol. II, Vote D1122, Section II (PDF pp. 235-238)",2025-06-01-ken-development-estimates-fy2025-26-vol3-d1092-2111-companion,2026-09-25,"Loan revenue; Supplementary I cut it by 250,000,000. Revised: Supplementary Development Estimates I 2025/26 Vol. II (held by OSINT, md5 matched, 2026-04-01-ken-development-supp-i-fy2025-26-vol2-d1104-2043-companion). The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Construction of KAIST at Konza Technopolis,1122102301,capacity.research,partial,external-loan,KES,full Kenya shillings as printed (KShs.),,2300000000,2300000000,"Development Estimates 2025/26 Vol. III (Votes D1092-D2111), Vote D1122, Section III, project 1122102301, Loans A-I-A (PDF p. 458); Supplementary Development Estimates I 2025/26 Vol. II, Vote D1122, Section II (PDF pp. 235-238)",2025-06-01-ken-development-estimates-fy2025-26-vol3-d1092-2111-companion,2026-09-25,"Foreign borrowing paid directly on a 2,327,600,410 construction grant; Supplementary I prints no change. Partial for the reason given in 2024/25. The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Kenya Digital Economy Acceleration Project,1122103001,infra.connect,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,3550000000,2550000000,"Development Estimates 2025/26 Vol. III (Votes D1092-D2111), Vote D1122, Section III, project 1122103001, Loans Revenue (PDF p. 459); Supplementary Development Estimates I 2025/26 Vol. II, Vote D1122, Section II (PDF pp. 235-238)",2025-06-01-ken-development-estimates-fy2025-26-vol3-d1092-2111-companion,2026-09-25,"Loan revenue on a 3,688,002,050 project; Supplementary I cut it by 1,000,000,000. Revised: Supplementary Development Estimates I 2025/26 Vol. II (held by OSINT, md5 matched, 2026-04-01-ken-development-supp-i-fy2025-26-vol2-d1104-2043-companion). The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Konza data Center & Smart City Facilities,1122101801,infra.store,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,3000000000,142000000,"Development Estimates 2025/26 Vol. III (Votes D1092-D2111), Vote D1122, Section III, project 1122101801, Loans A-I-A (PDF p. 457); Supplementary Development Estimates I 2025/26 Vol. II, Vote D1122, Section II (PDF pp. 235-238)",2025-06-01-ken-development-estimates-fy2025-26-vol3-d1092-2111-companion,2026-09-25,"Foreign borrowing paid directly on a 3,110,401,640 grant; Supplementary I cut it by 2,858,000,000. Revised: Supplementary Development Estimates I 2025/26 Vol. II (held by OSINT, md5 matched, 2026-04-01-ken-development-supp-i-fy2025-26-vol2-d1104-2043-companion). The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Data Collection and Data Base Development,1072100901,data.statistics,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,66820000,66820000,"Development Estimates 2025/26 Vol. I (Votes D1011-D1083), Section III, Vote D1072, project 1072100901, Grants Revenue (PDF p. 621); Supplementary Development Estimates I 2025/26 Vol. I, Vote D1072, Section II (PDF pp. 276-277)",2025-06-01-ken-development-estimates-fy2025-26-vol1-d1011-1083-companion,2026-09-25,"Wholly grant revenue, in the KNBS sub-programme; Supplementary I prints no change. The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Making Every Woman and Girl Count,1072108701,data.statistics,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,22700000,22700000,"Development Estimates 2025/26 Vol. I (Votes D1011-D1083), Section III, Vote D1072, project 1072108701, Grants Revenue (PDF p. 622); Supplementary Development Estimates I 2025/26 Vol. I, Vote D1072, Section II (PDF pp. 276-277)",2025-06-01-ken-development-estimates-fy2025-26-vol1-d1011-1083-companion,2026-09-25,"Wholly grant revenue, in the KNBS sub-programme; Supplementary I prints no change. The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Institutional Support to KNBS,1072109401,data.statistics,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,60000000,10000000,"Development Estimates 2025/26 Vol. I (Votes D1011-D1083), Section III, Vote D1072, project 1072109401, Grants A-I-A (PDF p. 623); Supplementary Development Estimates I 2025/26 Vol. I, Vote D1072, Section II (PDF pp. 276-277)",2025-06-01-ken-development-estimates-fy2025-26-vol1-d1011-1083-companion,2026-09-25,"Grant paid directly; Supplementary I cut it by 50,000,000. Revised: Supplementary Development Estimates I 2025/26 Vol. I (publisher's copy; OSINT holds no copy). The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,National Information Platform for Food and Nutrition - KNBS,1072108400,data.statistics,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,,45302885,"Supplementary Development Estimates I 2025/26 Vol. I, Vote D1072, Section II, project 1072108400, Change in Revenue column (PDF p. 277)",2026-04-01-ken-pbb-fy2025-26-supplementary-i-companion,2026-09-25,"Added at Supplementary I, wholly grant revenue; not in the original estimates. The project changes that do fall in the KNBS sub-programme add up to its printed change without it, so it sits in another Economic Planning sub-programme. Revised: Supplementary Development Estimates I 2025/26 Vol. I (publisher's copy; OSINT holds no copy). Cited to the Supplementary I PBB, the estimates it accompanies."
2025,2025/2026,line,Improvement of Civil Registration System,1024103601,dpi.registry,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,16200000,16200000,"Development Estimates 2025/26 Vol. I (Votes D1011-D1083), Section III, Vote D1024, project 1024103601, Grants Revenue (PDF p. 108); Supplementary Development Estimates I 2025/26 Vol. I, Vote D1024, Section II (PDF pp. 65-68)",2025-06-01-ken-development-estimates-fy2025-26-vol1-d1011-1083-companion,2026-09-25,"Wholly grant revenue, in Civil Registration Services; Supplementary I prints no change. The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Operationalization of Labour Market Information & Observatory,1184103001,dpi.mis,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,90000000,90000000,"Development Estimates 2025/26 Vol. III, Vote D1184, Section III, project 1184103001, Loans Revenue (PDF p. 865); Supplementary Development Estimates I 2025/26 Vol. II, Vote D1184 (PDF pp. 613-620)",2025-06-01-ken-development-estimates-fy2025-26-vol3-d1092-2111-companion,2026-09-25,"Loan revenue on a 196,000,000 project; Supplementary I prints no change to it. The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2025,2025/2026,line,Kenya Rural Transformation Centres Digital Platform,1065103403,digital.rural,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,40000000,40000000,"Development Estimates 2025/26 Vol. I (Votes D1011-D1083), Section III, Vote D1065, project 1065103403, Grants A-I-A (PDF p. 377)",2025-06-01-ken-development-estimates-fy2025-26-vol1-d1011-1083-companion,2026-09-25,"Grant from a foreign government paid directly; Supplementary I does not touch the project. The development volume is held by OSINT (md5 matches lookups/artefact-md5-index.csv) but its companion has no raw/ page, so the slug is the index's record name."
2026,2026/2027,line,Implementation of Last Mile County Connectivity Network Phase IV,1122100102,infra.connect,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,500000000,,"Development Estimates 2026/27 Vol. III (Votes D1092-D1135, approved edition), Vote D1122, Section III, project 1122100102, Loans A-I-A (PDF p. 629)",2026-06-01-ken-development-estimates-fy2026-27-vol3-d1092-1135-companion,2026-09-25,"Foreign borrowing paid directly on a 528,000,000 project. Read from the publisher's approved edition of the volume, which differs from the edition OSINT holds (md5 mismatch), so the slug is the held edition's record name."
2026,2026/2027,line,Horn of Africa Gateway Development Project,1122102001,infra.connect,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,500000000,,"Development Estimates 2026/27 Vol. III (Votes D1092-D1135, approved edition), Vote D1122, Section III, project 1122102001, Loans A-I-A 100,000,000 and Loans Revenue 400,000,000 (PDF p. 633)",2026-06-01-ken-development-estimates-fy2026-27-vol3-d1092-1135-companion,2026-09-25,"Two loan columns on one 511,000,000 project, summed. Read from the publisher's approved edition of the volume, which differs from the edition OSINT holds (md5 mismatch), so the slug is the held edition's record name."
2026,2026/2027,line,Kenya Digital Economy Acceleration Project,1122103001,infra.connect,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,4200000000,,"Development Estimates 2026/27 Vol. III (Votes D1092-D1135, approved edition), Vote D1122, Section III, project 1122103001, Loans A-I-A 1,000,000,000 and Loans Revenue 3,200,000,000 (PDF p. 634)",2026-06-01-ken-development-estimates-fy2026-27-vol3-d1092-1135-companion,2026-09-25,"Two loan columns on one 4,268,000,000 project, summed. Read from the publisher's approved edition of the volume, which differs from the edition OSINT holds (md5 mismatch), so the slug is the held edition's record name."
2026,2026/2027,line,Data Collection and Database Development,1072100901,data.statistics,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,36800000,,"Development Estimates 2026/27 Vol. I (Votes D1011-D1083, approved edition), Section III, Vote D1072, project 1072100901, Grants Revenue (PDF p. 609)",2026-06-01-ken-development-estimates-fy2026-27-vol1-d1011-1083-companion,2026-09-25,"Wholly grant revenue, in the KNBS sub-programme. Read from the publisher's approved edition of the volume, which differs from the edition OSINT holds (md5 mismatch), so the slug is the held edition's record name."
2026,2026/2027,line,Making Every Woman and Girl Count,1072108701,data.statistics,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,12000000,,"Development Estimates 2026/27 Vol. I (Votes D1011-D1083, approved edition), Section III, Vote D1072, project 1072108701, Grants Revenue (PDF p. 611)",2026-06-01-ken-development-estimates-fy2026-27-vol1-d1011-1083-companion,2026-09-25,"Wholly grant revenue, in the KNBS sub-programme. Read from the publisher's approved edition of the volume, which differs from the edition OSINT holds (md5 mismatch), so the slug is the held edition's record name."
2026,2026/2027,line,Institutional Support to KNBS,1072109401,data.statistics,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,50000000,,"Development Estimates 2026/27 Vol. I (Votes D1011-D1083, approved edition), Section III, Vote D1072, project 1072109401, Grants A-I-A (PDF p. 611)",2026-06-01-ken-development-estimates-fy2026-27-vol1-d1011-1083-companion,2026-09-25,"Grant paid directly, the whole project. Read from the publisher's approved edition of the volume, which differs from the edition OSINT holds (md5 mismatch), so the slug is the held edition's record name."
2026,2026/2027,line,Improvement of Civil Registration System,1024103601,dpi.registry,whole,external-grant,KES,full Kenya shillings as printed (KShs.),,16000000,,"Development Estimates 2026/27 Vol. I (Votes D1011-D1083, approved edition), Section III, Vote D1024, project 1024103601, Grants Revenue (PDF pp. 110-111)",2026-06-01-ken-development-estimates-fy2026-27-vol1-d1011-1083-companion,2026-09-25,"Wholly grant revenue, in Civil Registration Services. Read from the publisher's approved edition of the volume, which differs from the edition OSINT holds (md5 mismatch), so the slug is the held edition's record name."
2026,2026/2027,line,Digitalization for Technical & Vocational Education & Training,1064113301,capacity.literacy,whole,external,KES,full Kenya shillings as printed (KShs.),,702900000,,"Development Estimates 2026/27 Vol. I (Votes D1011-D1083, approved edition), Section III, Vote D1064, project 1064113301, Grants Revenue 282,900,000 and Loans A-I-A 420,000,000 (PDF p. 363)",2026-06-01-ken-development-estimates-fy2026-27-vol1-d1011-1083-companion,2026-09-25,"The whole 702,900,000 project is external: 282,900,000 grant revenue and 420,000,000 foreign borrowing paid directly. Recorded as one line with funding_source external because it mixes a grant and a loan; the volume names no funder. It sits in a TVET sub-programme that is not held. Read from the publisher's approved edition of the volume, which differs from the edition OSINT holds (md5 mismatch), so the slug is the held edition's record name."
2026,2026/2027,line,Operationalization of Labour Market Information & Observatory,1184103001,dpi.mis,whole,external-loan,KES,full Kenya shillings as printed (KShs.),,211000000,,"Development Estimates 2026/27 Vol. IV (Votes D1152-D2111, approved edition), Vote D1184, Section III, project 1184103001, Loans Revenue column summed over its items (PDF pp. 522-523)",2026-06-01-ken-pbb-fy2026-27-companion,2026-09-25,"Loan revenue on the labour market information system project, read from the item lines of a page the layout wraps; the items sum to the 211,000,000 the page prints. OSINT holds no copy of Vol. IV; read from the publisher's copy and cited to the year's PBB."
