slug,title,publisher,author,published,date_precision,places,topics,entities,lens,body_completeness,finance,artefact,words,ingested,url
2026-08-25-somalia-eaqoonsi-digital-id-adoption-biometricupdate,Somalia pushes for stronger adoption of eAqoonsi digital ID app,Biometric Update,,2026-08-25,day,SOM,dpi.id,nira-somalia; eaqoonsi,,full,False,,358,2026-08-25,https://www.biometricupdate.com/202608/somalia-pushes-for-stronger-adoption-of-eaqoonsi-digital-id-app
2026-08-24-wardheernews-questionable-data-representation-governance,Questionable Data Representation Reflects a Failure in Governance,WardheerNews,Nur H. Gure (Nurdiin),2026-08-24,day,SOM,data.statistics; gov.discourse,world-bank; imf,,full,False,,2076,2026-08-25,https://wardheernews.com/questionable-data-representation-reflects-a-failure-in-governance/
2026-08-24-hezroninsights-ahaci-report,African Humanitarian AI Citation Index 2026: Citation Localisation in Generative AI Answers,Hezron Insights (Hezron Ochiel),,2026-08-24,day,BFA; TCD; COD; ETH; KEN; MOZ; NGA; SOM; SSD; SDN; XAF,tech.ai; capacity.research; gov.discourse,african-humanitarian-ai-citation-index,sovereignty,full,False,,925,2026-08-30,https://www.hezroninsights.com/when-ai-explains-african-humanitarian-crises-whose-knowledge-becomes-visible/
2026-08-23-who-emro-somalia-health-facility-registry,Somalia launches its first unified national registry of health facilities,World Health Organization (EMRO),,2026-08-23,day,SOM,dpi.exchange; dpi.mis,world-health-organization; somalia-ministry-of-health-and-social-services,,full,False,,880,2026-08-27,https://www.emro.who.int/somalia/news/somalia-launches-its-first-unified-national-registry-of-health-facilities.html
2026-08-23-arlaadimedia-somalia-turkey-digital-auditing,"Somalia, Turkey Strengthen Cooperation on Digital Auditing",Arlaadi Media,,2026-08-23,day,SOM,capacity.training; infra.cybersec; gov.policy,auditor-general-somalia; turkish-court-of-accounts; tika,,full,False,,343,2026-08-27,https://arlaadimedia.com/2026/08/23/somalia-turkey-strengthen-cooperation-on-digital-auditing/
2026-08-22-sonna-somalia-imctc-journalist-programme-website-closures,Islamic counter terrorism coalition launches Somalia programme with training for journalists and social media influencers,Somali National News Agency (SONNA),,2026-08-22,day,SOM,gov.policy; infra.cybersec; gov.discourse,imctc; ministry-of-defence-somalia; ministry-of-communications-and-technology-somalia,,full,False,,746,2026-08-23,https://sonna.so/en/article/Islamic-counter-terrorism-coalition-launches-Somalia-programme-with-training-for-journalists
2026-08-21-dovepress-somalia-hmis-data-quality-commentary,Strengthening District- and Regional-Level Supportive Supervision for Facility HMIS Data Quality and Data Use in Somalia: A Healthcare Leadership Commentary,Journal of Healthcare Leadership (Dove Medical Press),,2026-08-21,day,SOM,dpi.mis; dpi.exchange; capacity.training,somalia-ministry-of-health-and-social-services; banadir-regional-administration,,full,False,,3812,2026-08-27,https://www.dovepress.com/strengthening-district--and-regional-level-supportive-supervision-for--peer-reviewed-fulltext-article-JHL
2026-08-20-somalia-bile-initiative-2026-launch,Bile Initiative 2026 Launches in Mogadishu to Equip Somali ICT Graduates with Tech Skills,Dawan Africa,,2026-08-20,day,SOM,capacity.training,tabaarak-ict-solutions; somaliren; hormuud-salaam-foundation,,full,False,,71,2026-09-02,https://www.dawan.africa/news/bile-initiative-2026-launches-in-mogadishu-to-equip-somali-ict-graduates-with-tech-skills
2026-08-20-ftlsomalia-nira-arab-identity-system-modernization,Somalia NIRA Joins Arab Nations to Discuss Identity System Modernization,Somali News Today Live,,2026-08-20,day,SOM,dpi.id; dpi.exchange; gov.regional,nira-somalia,,full,False,,956,2026-08-23,https://ftlsomalia.com/somalias-nira-joins-arab-nations-to-discuss-identity-system-modernization/
2026-08-20-afenet-somalia-pandemic-fund-health-information-sharing,The Minister of Health Somalia Launched the Pandemic Fund Project,AFENET,,2026-08-20,day,SOM,dpi.mis; dpi.exchange; finance.new,somalia-ministry-of-health-and-social-services; pandemic-fund; world-bank; afenet,,full,False,,397,2026-08-23,https://afenet.net/the-minister-of-health-somalia-launched-the-pandemic-fund-project/
2026-08-20-afcfta-secretary-general-mogadishu-somalia,From ratification to the first shipment: the AfCFTA Secretary-General in Mogadishu,AfCFTA Secretariat,,2026-08-20,day,SOM; XAF,gov.regional; dpi.pay,afcfta; papss; east-african-community,,full,False,,1109,2026-08-23,https://au-afcfta.org/2026/08/from-ratification-to-the-first-shipment-the-afcfta-secretary-general-in-mogadishu/
2026-08-19-sonna-somalia-chinese-tech-import-megawatt-analysis,Somalia Most Valuable Chinese Tech Import Is Not a Model. It Is a Megawatt.,Somali National News Agency (SONNA),,2026-08-19,day,SOM,gov.discourse; geopol.china; infra.energy,somalia-ministry-communications-technology; nca-somalia; somali-national-university,sovereignty,full,False,,2483,2026-08-23,https://sonna.so/en/article/Somalia%E2%80%99s-Most-Valuable-Chinese-Tech-Import-Is-Not-a-Model-It-Is-a-Megawatt
2026-08-19-fsnau-ndvi-vegetation-conditions,"Somalia Monthly Vegetation Conditions (NDVI), Jan 2007 - Jul 2026: Deviations from Short Term Averages",Food Security and Nutrition Analysis Unit (FSNAU),,2026-08-19,day,SOM,data.satellite,fsnau,,excerpt,False,,105,2026-09-02,https://fsnau.org/downloads/NDVI-Index-for-Somalia-Jan-2007-Jul-2026.pdf
2026-08-18-dawan-khaire-somalia-cannot-afford-another-term-of-lost-wealth,Opinion: Somalia Cannot Afford Another Term of Lost Wealth,Dawan Africa,,2026-08-18,day,SOM,data.statistics; gov.discourse; gov.policy,hassan-ali-khaire; world-bank,,full,False,,1166,2026-08-26,https://www.dawan.africa/news/khaire-somalia-cannot-afford-another-term-of-lost-wealth-op-ed
2026-08-17-somalia-embassy-nairobi-digital-infrastructure-upgrade,Somalia Embassy Upgrades Digital Infrastructure in Nairobi,Dawan Africa,,2026-08-17,day,SOM; KEN,infra.connect; infra.cybersec,moonlight-technologies; somali-embassy-kenya,,full,False,,304,2026-08-18,https://www.dawan.africa/news/somalia-embassy-upgrades-digital-infrastructure-in-nairobi
2026-08-17-somalia-ai-readiness-assessment-hormuud-university,Somalia boosts National AI Readiness Assessment with support from academia,TechReviewAfrica,,2026-08-17,day,SOM,gov.standards; tech.ai,somalia-ministry-communications-technology; hormuud-university; unesco,,full,False,,249,2026-08-18,https://techreviewafrica.com/news/6784/somalia-boosts-national-ai-readiness-assessment-with-support-from-academia
2026-08-17-hormuud-salaam-ict-lab-somali-national-university,Hormuud Salaam Foundation Inaugurates ICT Lab at Somali National University,Tech Africa News,,2026-08-17,day,SOM,capacity.training; capacity.literacy,hormuud-salaam-foundation; hormuud-telecom-somalia; somali-national-university,,full,False,,196,2026-08-18,https://techafricanews.com/2026/08/17/hormuud-salaam-foundation-inaugurates-ict-lab-at-somali-national-university/
2026-08-16-raxanreeb-somalia-somaliland-e-visa-dispute,DFS oo Somaliland Kala Hadashay E-Visa-da,Raxanreeb Online,,2026-08-16,day,SOM,dpi.govtech; gov.discourse; include.access,federal-government-of-somalia; somaliland; puntland,,full,False,,131,2026-08-23,https://raxanreeb.com/dfs-oo-somaliland-kala-hadashay-e-visa-da/
2026-08-12-somalia-unfpa-population-data-el-nino-preparedness,"Integrating SRH, GBV, Adolescent-Responsive Action and Population Data into El Niño Preparedness and Response in Somalia",UNFPA Somalia,,2026-08-12,day,SOM,data.statistics; gov.discourse; finance.new,unfpa,,full,False,2026-08-12-somalia-unfpa-population-data-el-nino-preparedness.pdf,694,2026-08-18,https://somalia.unfpa.org/en/publications/integrating-srh-gbv-adolescent-responsive-action-and-population-data-el-ni%C3%B1o
2026-08-10-somalia-auditor-general-fmis-systems-fragmentation,Hantidhawrka Guud oo Soo Saaray Warbixinta Baarista Dowladda ee 2025,Goobjoog,,2026-08-10,day,SOM,gov.protect; dpi.exchange,auditor-general-somalia; world-bank; african-development-bank; favori; al-bayrak,,full,False,,733,2026-08-18,https://goobjoog.com/2026/08/10/hantidhawrka-guud-oo-soo-saaray-warbixinta-baarista-dowladda-ee-2025/
2026-08-07-somalia-national-data-centre-plans,Somalia Plans National Data Centre To Strengthen Digital Infrastructure,Dawan Africa,,2026-08-07,day,SOM,infra.store; gov.policy,ministry-of-communications-and-technology-somalia; arkaan-ai-centre,,full,False,,222,2026-08-18,https://www.dawan.africa/news/somalia-plans-national-data-centre-to-strengthen-digital-infrastructure
2026-08-06-somalia-cabinet-digital-governance-epassport,"Somali Cabinet Approves Key Trade Law, Pushes Digital Governance and Defends National Passport",WardheerNews,,2026-08-06,day,SOM,dpi.id; dpi.govtech,somalia-digital-transformation-strategy,,full,False,,687,2026-08-11,https://wardheernews.com/somali-cabinet-approves-key-trade-law-pushes-digital-governance-and-defends-national-passport/
2026-08-06-somali-cabinet-approves-third-generation-e-passport-plan,"Somali Cabinet Approves Third-Generation E-Passport Plan, Reviews Security and Economic Developments",shabellemedia.com,,2026-08-06,day,SOM,dpi.id; dpi.govtech; gov.protect,ministry-of-internal-security-somalia,,full,False,,299,2026-08-08,https://shabellemedia.com/somali-cabinet-approves-third-generation-e-passport-plan-reviews-security-and-economic-developments/
2026-08-04-somaliland-launches-major-fixed-asset-training-to-strengthen-public-financial-accountability,Somaliland Launches Major Fixed Asset Training to Strengthen Public Financial Accountability - SomalilandCurrent.com,SomalilandCurrent.com,,2026-08-04,day,SOM,dpi.mis; gov.standards; capacity.training,ministry-of-finance-somaliland,,full,False,,386,2026-08-08,https://www.somalilandcurrent.com/somaliland-launches-major-fixed-asset-training-to-strengthen-public-financial-accountability/
2026-08-03-somalia-wfp-hungermap-live-ai-food-security,"In Somalia, AI is helping deliver food to hungry families",UN News (World Food Programme),,2026-08-03,day,SOM,tech.ai,world-food-programme; hungermap-live,,full,False,,753,2026-09-02,https://news.un.org/en/story/2026/08/1168066
2026-08-03-somalia-trade-facilitation-digital-systems,From market access to measurable gains: Somalia's trade delivery agenda,Hiiraan Online,,2026-08-03,day,SOM,dpi.govtech; gov.discourse,national-trade-facilitation-committee-somalia,,full,False,,544,2026-08-11,https://www.hiiraan.com/op4/2026/Aug/205876/frommarket_access_to_measurable_gains_somalias_trade_delivery_agenda.aspx
2026-08-01-somalia-segid-reoi-tax-automation-non-tax-revenue-portal,Request for Expressions of Interest: Somalia Strengthening Economic Governance and Infrastructure Development Project (SEGID) - automating simplified tax collection and rolling out a non-tax revenue portal,"Ministry of Finance, Federal Government of Somalia",,2026-08-01,month,SOM,dpi.govtech; finance.new; dpi.pay,afdb; ministry-of-finance-somalia; segid,,full,False,,580,2026-08-23,https://www.hiiraan.com/uploads/2026/jobs/08/1785775184_reoi_for_tor_automating_the_simplified_tax_collection_from_micro.pdf
2026-07-30-somalias-nca-signs-partnership-agreement-with-irise-hub,Somalia’s NCA signs partnership agreement with iRise Hub,techreviewafrica.com,,2026-07-30,day,SOM,tech.innovate; infra.cybersec; capacity.training; finance.mou,nca-somalia,,full,False,,190,2026-08-08,https://techreviewafrica.com/news/6182/somalias-nca-signs-partnership-agreement-with-irise-hub
2026-07-30-somalia-launches-new-push-for-data-led-research-and-policy-solutions,Somalia Launches New Push for Data-Led Research and Policy Solutions - Your Lens on Somalia and Beyond,Your Lens on Somalia and Beyond -,,2026-07-30,day,SOM,data.statistics; capacity.research; finance.new,somali-national-bureau-of-statistics; swiss-agency-for-development-and-cooperation,,full,False,,164,2026-08-08,https://arlaadimedia.com/2026/07/30/somalia-launches-new-push-for-data-led-research-and-policy-solutions/
2026-07-27-somalia-expand-instant-payment-system-hiiraan,Somalia to expand instant payment system linking banks and mobile money platform,Hiiraan Online,,2026-07-27,day,SOM,dpi.pay; dpi.exchange; gov.regional,central-bank-of-somalia; somalia-instant-payment-system; papss,,full,False,,541,2026-07-31,https://www.hiiraan.com/news4/2026/Jul/205808/somalia_to_expand_instant_payment_system_linking_banks_and_mobile_money_platform.aspx
2026-07-26-sonna-central-bank-one-payments-network,Central Bank sets out plan to bring banks and mobile money onto one payments network,SONNA,,2026-07-26,day,SOM,dpi.pay; dpi.exchange; gov.regional; gov.policy,central-bank-of-somalia; somalia-instant-payment-system; somalia-payment-switch; papss,,full,False,,682,2026-07-31,https://sonna.so/en/article/Central-Bank-sets-out-plan-to-bring-banks-and-mobile-money-onto-one-payments-network
2026-07-26-snbs-socio-demographic-survey-2026,The Socio-Demographic Survey 2026,Somalia National Bureau of Statistics (SNBS),,2026-07-26,day,SOM,data.statistics,somalia-national-bureau-of-statistics,,full,False,2026-07-26-snbs-socio-demographic-survey-2026-report.pdf,160,2026-09-02,https://nbs.gov.so/the-socio-demographic-survey-2026/
2026-07-25-hirshabelle-digital-fix-somalia-tax-problem,Hirshabelle's Digital Fix for Somalia's Oldest Tax Problem,Dawan Africa,,2026-07-25,day,SOM,dpi.pay; digital.localgov; dpi.govtech,hirshabelle-state; tabaarak-ict; hormuud-telecom,,full,False,,1918,2026-07-31,https://www.dawan.africa/news/hirshabelles-digital-fix-for-somalias-oldest-tax-problem
2026-07-22-somalia-whatsapp-usernames,Why WhatsApp usernames could upset Somalia's anti-terror fight,Hiiraan Online,,2026-07-22,day,SOM,gov.protect; infra.cybersec; gov.discourse,nca-somalia; meta; somalia-ministry-communications-technology,,full,False,,715,2026-07-23,https://www.hiiraan.com/news4/2026/Jul/205760/why_whatsapp_usernames_could_upset_somalias_antiterror_fight.aspx
2026-07-22-somalia-national-startup-network,Somalia Launchs National Startup Network to Boost Innovation and Entrepreneurship,Tech Africa News,,2026-07-22,day,SOM,tech.innovate; gov.legislate,unido; european-union; bic-somali-project,,full,False,,337,2026-07-23,https://techafricanews.com/2026/07/22/somalia-launchs-national-startup-network-to-boost-innovation-and-entrepreneurship/
2026-07-22-somalia-bic-somali-network-launch,Somali Startup Hubs Join Forces as UNIDO Convenes Innovation Forums in Mogadishu and Hargeisa,Somali National News Agency (SONNA),,2026-07-22,day,SOM,tech.innovate,unido; european-union; bic-somali-project,,full,False,,641,2026-09-02,https://sonna.so/en/article/Somali-Startup-Hubs-Join-Forces-as-UNIDO-Convenes-Innovation-Forums-in-Mogadishu-and-Hargeisa
2026-07-21-sonsa-civil-society-advocacy-position-malabo-convention,Somali Civil Society Issued Advocacy Position on the Ratification of the Malabo Convention,"Somalia Non-State Actors (SONSA), under the ReCIPE Project led by Oxfam Ireland, co-funded by the European Union",,2026-07-21,day,SOM,gov.discourse,sonsa; african-union,,full,False,,308,2026-09-02,https://sonsaplatform.org/somali-civil-society-issued-advocacy-position-on-the-ratification-of-the-malabo-convention
2026-07-21-somalia-national-cybersecurity-risk-management-framework,Somalia Launches National Cybersecurity Risk Management Framework,Tech Africa News,,2026-07-21,day,SOM,infra.cybersec; gov.policy; gov.standards,nca-somalia; somalia-ministry-communications-technology; somalia-cybersecurity-law; somalia-digital-transformation-strategy,,full,False,,486,2026-07-21,https://techafricanews.com/2026/07/21/somalia-launches-national-cybersecurity-risk-management-framework/
2026-07-20-somali-national-university-ai-centre,Somali National University Launches AI Centre to Advance Research and Digital Innovation,Tech Africa News,,2026-07-20,day,SOM,tech.ai; capacity.research; capacity.training; tech.innovate,somali-national-university; somali-national-artificial-intelligence-centre,,full,False,,226,2026-07-20,https://techafricanews.com/2026/07/20/somali-national-university-launches-ai-centre-to-advance-research-and-digital-innovation/
2026-07-19-nca-cybersecurity-risk-management-compliance-frameworks-published,The National Communications Authority (NCA) has published the National Cybersecurity Risk Management Framework and the National Cybersecurity Compliance Framework,"National Communications Authority of Somalia (NCA), official LinkedIn account",,2026-07-19,day,SOM,gov.standards,nca-somalia,,full,False,2026-07-19-nca-cybersecurity-risk-management-framework.pdf; 2026-07-19-nca-cybersecurity-compliance-framework.pdf,160,2026-09-02,https://www.linkedin.com/posts/national-communications-authority-of-somalia_cybersecurity-criticalinfrastructure-cyberresilience-activity-7484504451681120256-m3Xu
2026-07-16-somalia-cabinet-revenue-authority-bill,"Somali Cabinet Approves Crisis Communications Protocol, Foreign Agreements and Revenue Authority Bill in Weekly Session",Somali National News Agency (SONNA),,2026-07-16,day,SOM,gov.legislate,council-of-ministers-somalia; auditor-general-somalia,,full,False,,1106,2026-09-02,https://sonna.so/en/article/Somali-Cabinet-Approves-Crisis-Communications-Protocol-Foreign-Agreements-and-Revenue-Authority-Bill-in-Weekly-Session
2026-07-15-somali-national-university-snaic-launch,Jaamacadda Ummadda oo Daahfurtay Xarunta Garaadka Gacmeedka (Somali National Artificial Intelligence Center),Somali National University,,2026-07-15,day,SOM,capacity.training,somali-national-university,,full,False,,235,2026-09-02,https://snu.edu.so/jaamacadda-ummadda-oo-daahfurtay-xarunta-garaadka-gacmeedka-somali-national-artificial-intelligence-center/
2026-07-14-somaliland-judiciary-reform-roadmap-undp,Somaliland adopts a three-year roadmap to reform judiciary,United Nations Development Programme (UNDP),,2026-07-14,day,SOM,dpi.mis,undp; un-women; unodc; somaliland-judicial-commission,,full,False,,891,2026-09-02,https://www.undp.org/somalia/news/somaliland-adopts-three-year-roadmap-reform-judiciary
2026-07-08-somalia-nca-consumer-protection-regulation-public-consultation,Consultations — Telecommunications Consumer Protection Regulations,National Communications Authority of Somalia (NCA),,2026-07-08,day,SOM,dpi.pay,nca-somalia,,full,False,,154,2026-09-02,https://nca.gov.so/resources/consultations
2026-07-02-atoz-impact-ifc-kims-mfi-blended-finance,Why We Invested in KIMS MFI,A to Z Impact (Alex Evangelides),,2026-07-02,day,SOM,finance.new,ifc; kims-mfi; atoz-impact; symbiotics,,full,False,,791,2026-09-02,https://news.atozimpact.org/why-we-invested-in-kims-mfi-e7d2d4fc7825
2026-06-30-world-bank-eardip-isr-seq7,Implementation Status & Results Report - Eastern Africa Regional Digital Integration Project (P176181) - Sequence No 7,World Bank,,2026-06-30,day,SSD; SOM; XEA,infra.connect; infra.store; infra.cybersec; gov.protect,world-bank; eardip; ministry-of-ict-and-postal-services-south-sudan,,full,False,,4833,2026-08-10,https://documents1.worldbank.org/curated/en/099063026190082191/txt/P176181-84d9770b-853c-4bb8-8e5a-996eac681382.txt
2026-06-29-somalia-idp-law-42-2025-redss-analysis,"Somalia's Landmark IDP Law: A New Chapter for Protection, Inclusion, and Durable Solutions",Regional Durable Solutions Secretariat (ReDSS),,2026-06-29,day,SOM,include.access; gov.legislate,redss; federal-government-of-somalia,,full,False,,1501,2026-09-02,https://www.regionaldss.org/blog/somalia-idp-law-durable-solutions/
2026-06-28-somalia-nira-national-id-public-service-integration-working-group,NIRA Launches National ID and Public Service Integration Working Group,"National Identification and Registration Authority (NIRA), Somalia, with",,2026-06-28,day,SOM,dpi.exchange; dpi.id; gov.standards,nira-somalia; undp-somalia; data-protection-authority-somalia; nca-somalia,,full,False,,389,2026-09-02,https://www.nira.gov.so/news/nira-launches-national-id-and-public-service-integration-working-group
2026-06-25-nira-idp-national-id-registration-initiative,NIRA Launches National ID Registration Initiative for Internally Displaced Persons in Somalia,"National Identification and Registration Authority (NIRA), Somalia",,2026-06-25,day,SOM,dpi.id; include.access,nira-somalia; norwegian-refugee-council; switzerland-sem,,full,False,,189,2026-09-02,https://nira.gov.so/news/nira-launches-national-id-registration-initiative-for-internally-displaced-persons-in-somalia
2026-06-22-submarine-cable-technical-working-group,NCA Holds First Somalia Submarine Cable Technical Working Group Workshop,Somali National News Agency (SONNA),,2026-06-22,day,SOM,infra.connect; gov.standards,nca-somalia; ifc,,full,False,,248,2026-09-02,https://sonna.so/en/article/NCA-Holds-First-Somalia-Submarine-Cable-Technical-Working-Group-Workshop
2026-06-22-somalia-ifc-submarine-cable-working-group,"Somalia, IFC opens first technical working group on submarine cable infrastructure",Hiiraan Online,,2026-06-22,day,SOM,infra.connect; gov.standards; finance.new,nca-somalia; ifc,,full,False,,393,2026-07-19,https://www.hiiraan.com/news4/2026/Jun/205487/somalia_ifc_opens_first_technical_working_group_on_submarine_cable_infrastructure.aspx
2026-06-19-apdp-inpdpa-comite-executif-turkiye,Gouvernance numérique : l'APDP du Bénin positionne le pays au cœur de la régulation internationale en Türkiye,La Nation,Christian HOUNONGBE,2026-06-19,day,BEN; MLI; MAR; SOM,gov.protect; gov.regional; gov.standards; capacity.training; geopol.gulf,apdp-benin; inpdpa; kvkk-turkey,sovereignty,full,False,,404,2026-07-18,https://www.lanation.bj/actualites/gouvernance-numerique-lapdp-du-benin-positionne-le-pays-au-coeur-de-la-regulation-internationale-en-turkiye
2026-06-18-hormuud-anchors-somalia-digital-economy,Hormuud anchors Somalia's digital economy,ITWeb Africa,,2026-06-18,day,SOM,dpi.pay; infra.connect; infra.store; finance.new,hormuud-telecom; get-phone,sovereignty,full,False,,776,2026-07-19,https://itweb.africa/article/hormuud-anchors-somalias-digital-economy/Olx4zMkaZozv56km
2026-06-12-somalia-ipv6-migration,Somalia Upgrades Digital Infrastructure to Bypass Global IPv4 Address Depletion,We Are Tech Africa,,2026-06-12,day,SOM,infra.connect; infra.capacity; gov.policy,nca-somalia,,full,False,,558,2026-07-19,https://www.wearetech.africa/en/fils-uk/news/public-management/somalia-upgrades-digital-infrastructure-to-bypass-global-ipv4-address-depletion
2026-06-08-somaliland-61-schools-unicef-solar-tablets,Digital Education Drive Gains Momentum as 61 Somaliland Schools Receive UNICEF Tablets,The Horn Tribune,,2026-06-08,day,SOM,digital.rural,unicef,,full,False,,297,2026-09-02,https://horntribune.com/2026/06/08/digital-education-drive-gains-momentum-as-61-somaliland-schools-receive-unicef-tablets/
2026-06-07-somalia-interior-minister-crvs-update,Interior Minister Receives Update on Progress of Civil Registration and Vital Statistics System,Somali National News Agency (SONNA),,2026-06-07,day,SOM,dpi.id; dpi.registry,ministry-of-interior-somalia; somalia-crvs,,full,False,,138,2026-09-02,https://sonna.so/en/article/interior-minister-receives-update-on-progress-of-civil-registration-and-vital-statistics-system
2026-06-02-somalia-dpa-registration-licensing,Registration & Licensing - Somalia Data Protection Authority,Somalia Data Protection Authority,,2026-06-02,day,SOM,gov.protect,data-protection-authority-somalia,,full,False,,163,2026-09-02,https://dpa.gov.so/services/registration-licensing/
2026-06-02-somalia-dpa-enforces-data-compliance-registration,Somalia Data Protection Authority Enforces Nationwide Data Compliance Rules,TechAfrica News,,2026-06-02,day,SOM,gov.protect; gov.legislate,data-protection-authority-somalia,,full,False,,316,2026-07-19,https://techafricanews.com/2026/06/02/somalia-data-protection-authority-enforces-nationwide-data-compliance-rules/
2026-05-29-somalia-govstack-high-school-certificate-system,Somalia's High School Certificate System,GovStack,,2026-05-29,day,SOM,dpi.exchange; dpi.mis,govstack; nira-somalia; ministry-of-education-culture-higher-education-somalia,,full,False,,771,2026-09-02,https://govstack.global/showcase/somalia-hsc/
2026-05-27-somalia-raad-bamni-ehr-dhis2-integration,A Standards-Based Approach to DHIS2 Integration,"DHIS2 Community (2026 DHIS2 Annual Conference poster) - primary author Hassan Mohamed, Somalia Federal Ministry of Health",,2026-05-27,day,SOM,dpi.exchange; digital.rural,dhis2; somalia-federal-ministry-of-health,,full,False,,343,2026-09-02,https://community.dhis2.org/t/a-standards-based-approach-to-dhis2-integration/72690
2026-05-19-somalia-lg-koica-undp-elman-technical-training-facility,"LG, KOICA, UNDP and Elman Peace Centre to promote employment and peacebuilding in Somalia",United Nations Development Programme (UNDP),,2026-05-19,day,SOM,tech.industry,undp; koica; lg-electronics; elman-peace-centre,,full,False,,660,2026-09-02,https://www.undp.org/arab-states/press-releases/lg-koica-undp-and-elman-peace-centre-promote-employment-and-peacebuilding-somalia
2026-05-13-undp-somalia-digital-transformation-2025-highlights,Driving digital transformation in Somalia: 2025 highlights,UNDP Somalia,,2026-05-13,day,SOM,capacity.literacy,undp; somalia-ministry-communications-technology; nira-somalia; somalia-national-bureau-of-statistics,,full,False,,2355,2026-09-02,https://www.undp.org/somalia/stories/driving-digital-transformation-somalia-2025-highlights
2026-05-13-somalia-boost-you-additional-financing-project-paper,Project Paper on a Proposed Additional Grant to the Federal Republic of Somalia for Building Opportunities and Outcomes in Social Protection and Youth Employment,International Development Association / World Bank,,2026-05-13,day,SOM,dpi.exchange; dpi.pay; dpi.mis; finance.new,world-bank; federal-government-of-somalia; ministry-of-labor-and-social-affairs-somalia,,excerpt,False,,1111,2026-09-02,https://documents.worldbank.org/curated/en/099052226161011764/pdf/BOSIB-f5748215-078d-4c4f-8320-813dab960995.pdf
