title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
Accès à internet : Etat d’adoption de la technologie 5G par les pays africains,Digital Mag (Côte d'Ivoire),,2026-08-27,day,XAF; CIV; MAR; MOZ; KEN; MUS; DZA; AGO; EGY,infra.connect,gsma,2026-08-27,https://digitalmag.ci/acces-a-internet-etat-dadoption-de-la-technologie-5g-par-les-pays-africains/,
"UNDP Mauritius Annual Report 2025 — Navigating Change, Delivering Impact",United Nations Development Programme,,2026-08-25,day,MUS,gov.policy; data.statistics; dpi.govtech,undp; government-of-mauritius; statistics-mauritius,2026-08-26,https://www.undp.org/mauritius-seychelles/publications/undp-mauritius-2025-annual-report,
人民币国际使用推介会助推中毛金融互联互通,Xinhua (新华社),,2026-08-24,day,MUS,dpi.pay; geopol.china; finance.mou,bank-of-china; cips; bank-of-mauritius,2026-08-27,https://www.news.cn/silkroad/20260826/f1f915bad01c4d569c34b05c01193b81/c.html,
"Cybercriminalité : 4 076 signalements en sept mois, seulement 17 enquêteurs",L'Express (Maurice),,2026-08-23,day,MUS,infra.cybersec; gov.protect; gov.discourse,ministry-ict-mauritius; icta-mauritius; interpol; mauritius-cybersecurity-and-cybercrime-act,2026-08-27,https://lexpress.mu/node/561791,
Portail gouvernemental : une plateforme numérique unique et personnalisée en préparation,Top FM Mauritius,,2026-08-22,day,MUS,dpi.govtech; gov.policy; include.access,government-of-mauritius,2026-08-27,http://topfm.mu/portail-gouvernemental-une-plateforme-numerique-unique-et-personnalisee-en-preparation,
Systeme d'information integre : Pour une gestion robuste et durable des peches cotieres,L'Express (Mauritius),,2026-08-21,day,MUS,dpi.mis; gov.discourse,ministry-of-agro-industry-food-security-blue-economy-and-fisheries-mauritius; world-trade-organization; mauritius-fisheries-information-system,2026-08-23,https://lexpress.mu/node/561717,
Mauritius commissions pioneering AI Innovation Lab,CAJ News Africa,,2026-08-21,day,MUS,tech.ai; finance.mou,ministry-ict-mauritius; stempower; mauritius-national-ai-strategy,2026-08-23,https://cajnewsafrica.com/2026/08/21/mauritius-commissions-pioneering-ai-innovation-lab/,
UNESCO Supports Southern Africa to Harmonise Data Governance,UNESCO,,2026-08-20,day,COM; ZWE; BWA; SWZ; LSO; MDG; MUS; ZAF; XSA,gov.regional; gov.standards; dpi.exchange; tech.ai,unesco; smart-africa; ministry-of-ict-postal-and-courier-services-zimbabwe,2026-08-23,https://www.unesco.org/en/articles/unesco-supports-southern-africa-harmonise-data-governance,
46e Sommet de la SADC : Navin Ramgoolam annonce la creation d'un Carrier-Neutral Green Centre,L'Express (Maurice),,2026-08-19,day,MUS,infra.store; infra.connect; gov.regional,sadc; government-of-mauritius,2026-08-19,https://lexpress.mu/node/561649,
L'IA au service de la Sante : Des patients cherchent toujours leurs dossiers medicaux,ION News,,2026-08-19,day,MUS,gov.discourse; dpi.mis,ministry-of-health-mauritius; one-patient-one-record-mauritius,2026-08-23,https://ionnews.mu/lia-au-service-de-la-sante-des-patients-cherchent-toujours-leurs-dossiers-medicaux/,
Mauritius Launches Online Licensing and Road Tax System for Taxi Operators,techafricanews.com,,2026-08-18,day,MUS,dpi.govtech,national-land-transport-authority-mauritius; taxi-operators-welfare-fund-mauritius,2026-08-19,https://techafricanews.com/2026/08/18/mauritius-launches-online-licensing-road-tax-system-for-taxi-operators/,
COMMUNIQUE - Responsible Use of Social Media in Mauritius,"Ministry of Information Technology, Communication and Innovation (Mauritius)",,2026-08-17,day,MUS,gov.protect; gov.legislate,ministry-of-information-technology-communication-and-innovation-mauritius,2026-08-23,https://mitci.govmu.org/mitci/wp-content/uploads/2026/08/COMMUNIQUE_social_media.pdf,
Banking Secrecy vs the FCC: Where Should Mauritius Draw the Line?,Mauritius Times,,2026-08-17,day,MUS,gov.protect; gov.legislate,financial-crimes-commission-mauritius; data-protection-office-mauritius,2026-08-21,https://www.mauritiustimes.com/mt/banking-secrecy-vs-the-fcc-where-should-mauritius-draw-the-line/,
Réseaux sociaux : Le ministère rappelle les sanctions contre les contenus indésirables en ligne,L'Express (Maurice),,2026-08-17,day,MUS,infra.cybersec; gov.legislate,ministry-ict-mauritius,2026-08-21,https://lexpress.mu/s/le-ministere-rappelle-les-sanctions-contre-les-contenus-indesirables-en-ligne-561596,
"[INTERVIEW] Veemal Gungadin, CEO of Mauritius Telecom: \""Our core objective, through our partnership, with AWS, is to create high-skilled jobs for young professionals\""",Sunday Times Mauritius,,2026-08-16,day,MUS,finance.new; tech.ai,mauritius-telecom; amazon-web-services; ministry-ict-mauritius,2026-08-18,https://sundaytimesmauritius.com/interview-veemal-gungadin-ceo-of-mauritius-telecom-our-core-objective-through-our-partnership-with-aws-is-to-create-high-skilled-jobs-for-young-professionals/,
Aéroport SSR : Un nouveau système pour fluidifier le stationnement,L'Express (Mauritius),,2026-08-16,day,MUS,dpi.govtech; dpi.pay,airports-of-mauritius,2026-08-23,https://lexpress.mu/s/un-nouveau-systeme-pour-fluidifier-le-stationnement-561540,
Me Manindra Utchanah : Un pseudonyme ne rend personne anonyme,Le Defi Media Group,,2026-08-16,day,MUS,gov.discourse; gov.protect,meta; icta-mauritius; ict-act-2001-mauritius; cybersecurity-and-cybercrime-act-2021-mauritius,2026-08-23,https://defimedia.info/me-manindra-utchanah-un-pseudonyme-ne-rend-personne-anonyme,
Toute une identite derriere un numero,Le Defi Media Group,,2026-08-16,day,MUS,gov.protect; dpi.id,meta; icta-mauritius,2026-08-23,https://defimedia.info/toute-une-identite-derriere-un-numero,
Upskilling Africa's Workforce For AI: Who Is Responsible? | TechTrends Africa,TechTrends Africa,,2026-08-15,day,EGY; MAR; MUS; NGA; ZAF,infra.energy; gov.regional; tech.ai; tech.innovate; capacity.training,nitda; microsoft; huawei; amazon-web-services,2026-08-16,https://techtrends.africa/upskilling-africas-workforce-for-ai/,
Mauritius Telecom launches national cybersecurity and AI awareness programme for students,TechReviewAfrica,,2026-08-14,day,MUS,gov.protect; capacity.training,mauritius-telecom; ministry-of-education-mauritius; national-cybersecurity-committee-mauritius; absa-bank-mauritius; ict-authority-mauritius,2026-08-18,https://techreviewafrica.com/news/6758/mauritius-telecom-launches-national-cybersecurity-and-ai-awareness-programme-for-students,
Cybersécurité et intelligence artificielle : Les jeunes appelés à adopter les bons réflexes numériques,L'Express (Maurice),,2026-08-14,day,MUS,gov.protect; capacity.training,mauritius-telecom; ministry-of-education-mauritius; national-cybersecurity-committee-mauritius; absa-bank-mauritius,2026-08-18,https://lexpress.mu/node/561500,
Highlights of Cabinet Meeting - Friday 14 August 2026,"Prime Minister''s Office, Government of Mauritius",,2026-08-14,day,MUS,gov.regional,sadc; prime-ministers-office-mauritius,2026-09-02,https://pmo.govmu.org/CabinetDecision/2026/Highlights%20of%20Cabinet%20Meeting%20Friday%2014%20August%202026.pdf,
Why Stablecoins Are Becoming Africa’s Default Settlement Layer of Choice,Tech Africa News,,2026-08-13,day,GHA; NGA; ZAF; RWA; MUS,dpi.pay; gov.legislate; finance.new,bvnk; luno-nigeria; yellow-card; kora,2026-08-16,https://techafricanews.com/2026/08/13/why-stablecoins-are-becoming-africas-default-settlement-layer-of-choice/,
SADC puts spotlight on AI data governance,ITWeb Africa,,2026-08-13,day,BWA; COM; EGY; KEN; MUS; RWA; SWZ; ZAF; ZWE; XSA,gov.regional; tech.ai,sadc; world-bank; smart-africa,2026-08-16,https://itweb.africa/article/sadc-puts-spotlight-on-ai-data-governance/JN1gP7OAw5wqjL6m,
Guidance Notes on Stablecoins,"Financial Services Commission, Mauritius",,2026-08-13,day,MUS,dpi.pay,financial-services-commission-mauritius; financial-services-act-mauritius; virtual-asset-and-initial-token-offering-services-act-2021-mauritius,2026-09-02,https://www.fscmauritius.org/media/dyedhu0b/fsc-guidance-notes-on-stablecoins-and-annexure.pdf,
The AFRINIC Appeal Stopped Before Two Other Gates,BTW Media,,2026-08-13,day,XAF; MUS,gov.regional; gov.legislate,afrinic; cloud-innovation; court-of-civil-appeal-mauritius; official-receiver-mauritius,2026-08-19,https://btw.media/en/governance/rir-watchdog/afrinic/story/afrinic-appeal-receiver-permission-statutory-leave-undecided,
The Finance Act 2026 (Act No. 14 of 2026),Government of Mauritius / National Assembly,,2026-08-12,day,MUS,dpi.exchange; gov.protect; data.statistics; gov.legislate,mauritius-revenue-authority; statistics-mauritius; parliament-of-mauritius,2026-09-02,https://mauritiusassembly.govmu.org/mauritiusassembly/wp-content/uploads/2026/08/Act1426.pdf,
Blockchain for Good Alliance and Bybit Join the Mauritius Internet Governance Forum to Advance Digital Trust for Small Island States,Newswire.ca (Blockchain for Good Alliance press release),,2026-08-11,day,MUS,gov.discourse; tech.industry,blockchain-for-good-alliance; bybit; mauritius-internet-governance-forum,2026-08-18,https://www.newswire.ca/news-releases/blockchain-for-good-alliance-and-bybit-join-the-mauritius-internet-governance-forum-to-advance-digital-trust-for-small-island-states-812258483.html,
Youth Convention 2026 explores opportunities and challenges of Artificial Intelligence,"Ministry of Information Technology, Communication and Innovation",,2026-08-10,day,MUS,capacity.training; tech.ai,ministry-of-tertiary-education-science-and-research-mauritius; ministry-of-education-mauritius; ministry-ict-mauritius,2026-09-02,https://mitci.govmu.org/mitci/youth-convention-2026-explores-opportunities-and-challenges-of-artificial-intelligence/,
Numérisation des services de métrologie à Maurice,Maurice Info,,2026-08-10,day,MUS,dpi.govtech; gov.policy,legal-metrology-services-mauritius; mauritas,2026-08-18,https://maurice-info.mu/2026/08/10/numerisation-des-services-de-metrologie-a-maurice.html,
"Eight Names, No Tally: AFRINIC's Unfinished Board-Authority Chain",BTW Media,,2026-08-10,day,XAF; MUS,gov.regional; gov.legislate,afrinic; afrinic-nomination-committee; afrinic-election-committee; voatz,2026-08-19,https://btw.media/en/afrinic-eight-seat-board-election-result-evidence-gap,
Beyond broad pledges: India's tech sovereignty push in Africa and ASEAN,Firstpost,Rakesh Khar,2026-08-08,day,XAF; MAR; ETH; TGO; UGA; ZMB; KEN; MUS; SYC,geopol.india; dpi.id; dpi.pay; gov.discourse,mosip; india-stack; government-of-india; fayda,2026-08-09,https://www.firstpost.com/opinion/beyond-broad-pledges-indias-tech-sovereignty-push-in-africa-and-asean-14036875.html,
PMQT : Infrastructures publiques : Une cellule pour identifier retards et blocages des grands projets,L'Express (Maurice),,2026-08-06,day,MUS,dpi.govtech; gov.policy,prime-ministers-office-mauritius,2026-08-11,https://lexpress.mu/node/561239,
PQs : Voyages : Les missions de l'ICTA sous la loupe,L'Express (Maurice),,2026-08-06,day,MUS,gov.discourse,ictam; ministry-ict-mauritius,2026-08-11,https://lexpress.mu/node/561243,
"Analysis : Mauritius needs faster justice, not just AI",L'Express (Maurice),,2026-08-02,day,MUS,gov.discourse; tech.ai; dpi.govtech,world-bank; statistics-mauritius,2026-08-04,https://lexpress.mu/s/mauritius-needs-faster-justice-not-just-ai-560867,
"Google, Amazon et Maurice : les coulisses d'un tournant numérique majeur",Journal Du Dimanche (Mauritius),,2026-08-02,day,MUS,infra.connect; infra.store; tech.ai; geopol.usa; finance.mou,mauritius-telecom; google; amazon-web-services,2026-08-08,https://journaldudimanche.com/google-amazon-et-maurice-les-coulisses-dun-tournant-numerique-majeur/,
Énergie : un partenariat stratégique en préparation avec l'Arabie saoudite,Le Mauricien,,2026-08-02,day,MUS,infra.energy; infra.cybersec; geopol.gulf; finance.mou,,2026-08-08,https://www.lemauricien.com/actualites/societe/energie-un-partenariat-strategique-en-preparation-avec-larabie-saoudite/714051/,
"Parliamentary Debates (Hansard), No. 26 of 2026 -- The Economic and Financial Measures (Miscellaneous Provisions) Bill (No. XIII of 2026)",Mauritius National Assembly,,2026-07-31,day,MUS,dpi.exchange; gov.protect; gov.legislate,parliament-of-mauritius; mauritius-revenue-authority; financial-crimes-commission-mauritius,2026-09-02,https://mauritiusassembly.govmu.org/mauritiusassembly/index.php/download/482/2026/26641/debate-no-26-of-2026-unrevised-friday-31-july-2026-2.pdf,
Save the date and secure your spot early! (SIIPS 2026),"AfricaNenda Foundation, via LinkedIn",,2026-07-31,day,XAF; MUS,dpi.pay,africanenda,2026-08-09,https://www.linkedin.com/posts/africanenda_siipsreport2026-instantpayments-financialinclusion-activity-7488835920150929408-gdSr,
"Transformation numérique : Face aux cyberattaques, le secteur postal prépare sa riposte",L'Express (Maurice),,2026-07-30,day,MUS,infra.cybersec; gov.standards; dpi.govtech; gov.legislate,ministry-ict-mauritius; mauritius-post; universal-postal-union,2026-07-30,https://lexpress.mu/s/face-aux-cyberattaques-le-secteur-postal-prepare-sa-riposte-560993,
Southern African countries consider joining SADC-RTGS,Central Banking,,2026-07-29,day,XSA; ZAF; MUS; TZA; ZMB; ZWE,dpi.pay; gov.regional; dpi.exchange,sadc; sarb; sadc-rtgs,2026-08-01,https://www.centralbanking.com/central-banks/currency/7976492/southern-african-countries-consider-joining-sadc-rtgs,
Mauritius launches AI readiness survey,ITWeb Africa,,2026-07-29,day,MUS,tech.ai; gov.policy; data.statistics,mauritius-chamber-of-commerce-and-industry; mauritius-qualifications-authority; ministry-of-information-technology-communication-and-innovation-mauritius,2026-07-30,https://itweb.africa/article/mauritius-launches-ai-readiness-survey/GxwQDM1DPZj7lPVo,
"Business Statistics: Quarter 2, 2026","Statistics Mauritius, Ministry of Finance",,2026-07-29,day,MUS,dpi.registry,statistics-mauritius; ministry-of-finance-mauritius; corporate-and-business-registration-department-mauritius,2026-09-02,https://statsmauritius.govmu.org/Documents/Statistics/By_Subject/Businesses/BusinessStatistics_2Qtr26_290726.pdf,
MCCI : une étude de marché sur l'adoption de l'IA par les entreprises,Le Mauricien,,2026-07-28,day,MUS,tech.ai; gov.policy; data.statistics; tech.industry,mauritius-chamber-of-commerce-and-industry; otam-mauritius; capfor-mauritius; ministry-of-information-technology-communication-and-innovation-mauritius,2026-07-31,https://www.lemauricien.com/le-mauricien/mcci-une-etude-de-marche-sur-ladoption-de-lia-par-les-entreprises/713704/,
"How African Governments Are Regulating AI, And Who Is Getting It Right",TechTrends Africa,,2026-07-28,day,RWA; NGA; KEN; EGY; MUS; ZAF; XAF,tech.ai; gov.policy; gov.legislate; gov.regional,african-union; rura; ndpc; oecd,2026-07-30,https://techtrends.africa/how-african-governments-are-regulating-ai-and-who-is-getting-it-right/,
Au parlement mardi : Tout savoir sur le «Finance Bill»,L'Express (Maurice),,2026-07-27,day,MUS,gov.legislate; dpi.exchange; dpi.govtech; data.statistics; gov.protect; tech.ai; finance.budget,parliament-of-mauritius; mauritius-revenue-authority; statistics-mauritius; ministry-of-finance-mauritius,2026-07-30,https://lexpress.mu/node/560855,
The Economic and Financial Measures (Miscellaneous Provisions) Bill (No. XIII of 2026),Parliament of Mauritius (copy hosted by Maurice Info),,2026-07-24,day,MUS,gov.legislate; tech.ai; dpi.pay; infra.cybersec; dpi.id; gov.protect,parliament-of-mauritius; ministry-of-finance-mauritius; bank-of-mauritius; economic-development-board-mauritius; financial-services-commission-mauritius,2026-07-31,https://maurice-info.mu/wp-content/uploads/2026/07/The-Economic-and-Financial-Measures-Miscellaneous-Provisions-Bill.pdf,
AUDA-NEPAD launches first continental programme dedicated to Africa's island economies,African Union Development Agency (AUDA-NEPAD),,2026-07-24,day,XAF; CPV; COM; GNB; MDG; MUS; STP; SYC,gov.policy; gov.regional; infra.connect; tech.ai,auda-nepad; african-union; african-development-bank,2026-08-01,https://www.nepad.org/news/auda-nepad-launches-first-continental-programme-dedicated-africas-island-economies,
Mauritius Telecom and TM Forum pioneer trusted model-as-a-service for the AI-native telco,TelecomTV,,2026-07-20,day,MUS,tech.ai; gov.standards,mauritius-telecom; tm-forum; mauritius-ai-registry,2026-07-20,https://www.telecomtv.com/content/ai/mauritius-telecom-and-tm-forum-pioneer-trusted-model-as-a-service-for-the-ai-native-telco-55907/,
Why Kenya's revived golden visa matters for venture investors and founders,TechCabal,,2026-07-17,day,KEN; ZAF; MUS,tech.innovate; finance.new; gov.policy,kenya-investment-authority; john-mwendwa,2026-07-19,https://techcabal.com/2026/07/17/kenya-golden-visa-investors-founders/,
Highlights of Cabinet Meeting - Friday 17 July 2026,Prime Minister''s Office / Cabinet of Mauritius,,2026-07-17,day,MUS,finance.mou; gov.legislate,prime-ministers-office-mauritius; government-of-india,2026-09-02,https://pmo.govmu.org/CabinetDecision/2026/Final_Highlights_of_Cabinet_Meeting_Friday_17.07.2026.pdf,
From connectivity to intelligence: How Mauritius Telecom is building the intelligent layer of everyday Mauritius,Platform Africa,,2026-07-16,day,MUS; SYC,tech.ai; infra.store; infra.connect; dpi.pay; capacity.training; finance.mou; gov.standards,mauritius-telecom; mytgpt; amazon-web-services; nvidia,2026-07-20,https://platformafrica.com/2026/07/16/from-connectivity-to-intelligence-how-mauritius-telecom-is-building-the-intelligent-layer-of-everyday-mauritius/,
Mauritius Joins America-India Connect Cable,Submarine Telecoms Forum,,2026-07-16,day,MUS,infra.connect; geopol.india,mauritius-telecom; ministry-ict-mauritius,2026-07-21,https://subtelforum.com/mauritius-joins-america-india-connect-cable/,
"Mauritius to join America-India Connect subsea cable programme, announces PM Ramgoolam","Ministry of Information Technology, Communication and Innovation (Mauritius) / GIS News",,2026-07-16,day,MUS,infra.connect; gov.policy; gov.protect; gov.legislate; tech.ai; geopol.india; geopol.usa; finance.mou,ministry-ict-mauritius; mauritius-telecom; amazon-web-services,2026-07-20,https://mitci.govmu.org/mitci/mauritius-to-join-america-india-connect-subsea-cable-programme-announces-pm-ramgoolam/,
"Mauritius Telecom's AllMyT Summit 2026 (AWS MoU, NVIDIA H200, Mauritius AI Registry)",Tech Review Africa,,2026-07-16,day,MUS,tech.ai; infra.store; geopol.usa; finance.mou,mauritius-telecom,2026-07-19,https://techreviewafrica.com/news/6321/mauritius-telecoms-allmyt-summit-2026-brings-together-digital-leaders-to-drive-innovation,
Government launches AI-Enabled Water Leakage Reporting Service on KOREK! App,"Ministry of Information Technology, Communication and Innovation",,2026-07-14,day,MUS,include.access; tech.ai,ministry-ict-mauritius; central-water-authority-mauritius; korek-super-app-mauritius,2026-09-02,https://mitci.govmu.org/mitci/government-launches-ai-enabled-water-leakage-reporting-service-on-korek-app/,
"Can Mauritians Still Trust the Privacy of Their Communications? (SIT/Jooty-Needroo case, Moustass Leaks, deepfakes)",Mauritius Times,,2026-07-13,day,MUS,gov.protect; gov.legislate; tech.ai,sugar-investment-trust-mauritius; moustass-leaks,2026-07-19,https://www.mauritiustimes.com/mt/can-mauritians-still-trust-the-privacy-of-their-communications/,
"'AI will not become an economic pillar because we declare it' — interview, Veemal Gungadin (CEO, Mauritius Telecom)",Mauritius Times,,2026-07-13,day,MUS,tech.ai; infra.store; capacity.training,mauritius-telecom,2026-07-19,https://www.mauritiustimes.com/mt/ai-will-not-become-an-economic-pillar-because-we-declare-it/,
Secteur public - 13 ans après - Projet e-Health : Vers une couverture complète d''ici à fin 2027,Le Mauricien,,2026-07-12,day,MUS,dpi.mis,ministry-of-health-mauritius; digital-health-agency-mauritius; undp; digital-health-co-mauritius,2026-09-02,https://www.lemauricien.com/actualites/societe/secteur-public-13-ans-apres-projet-e-health-vers-une-couverture-complete-dici-a-fin-2027/712419/,
Intelligence artificielle : Mauritius Telecom dévoile AIRegistry.mu,Journal Du Dimanche (Mauritius),,2026-07-12,day,MUS,tech.ai; gov.standards; data.open,mauritius-telecom; mauritius-ai-registry,2026-07-20,https://journaldudimanche.com/intelligence-artificielle-mauritius-telecom-devoile-airegistry-mu/,
Economic and Social Indicators - Information and Communication Technologies (ICT) Statistics - 2025 (Issue No. 1939),"Statistics Mauritius, Ministry of Finance",,2026-07-10,day,MUS,infra.connect; data.statistics,statistics-mauritius,2026-09-02,https://statsmauritius.govmu.org/Documents/Statistics/ESI/2026/EI1939/ICT_Yr25_100726.pdf,
Starlink Expands to 30 African Markets Sparking Debate Over Mauritius Digital Future,News Moris (translating Défi Media),,2026-07-02,day,MUS,infra.connect,starlink; spacex,2026-07-25,https://newsmoris.com/starlink-expands-to-30-african-markets-sparking-debate-over-mauritius-digital-future/,
Social Integration Division Annual Report 2024-2025,"Ministry of Finance, Economic Planning and Development, Government of Mauritius",,2026-07-01,month,MUS,dpi.registry,ministry-of-social-integration-social-security-and-national-solidarity-mauritius; social-register-of-mauritius; national-empowerment-foundation-mauritius; national-social-inclusion-foundation-mauritius,2026-09-02,https://mof.govmu.org/Documents/2026/Annual%20Report%20on%20Performance%20for%20Ministries%20and%20Department/9-1%20Social%20Integration/SOCIAL%20INTEGRATION%20DIVISION%20ANNUAL%20REPORT%202024-2025.pdf,
Guideline for Payment Aggregators,Bank of Mauritius,,2026-07-01,month,MUS,dpi.pay; gov.legislate,bank-of-mauritius; national-payment-systems-act-mauritius,2026-09-02,https://www.bom.mu/sites/default/files/guideline_for_payment_aggregators_0.pdf,
Artificial Intelligence and Intellectual Property in Africa: The Role of National and Continental AI Strategies in Shaping Future Governance,"Centre for Intellectual Property and Information Technology Law (CIPIT), Strathmore University",,2026-07-01,month,XAF; GHA; CIV; MUS; NGA; ZMB; KEN; LSO,tech.ai; gov.policy; gov.legislate; gov.regional; gov.discourse,cipit; strathmore-university; african-union,2026-07-31,https://cipit.strathmore.edu/wp-content/uploads/2026/07/AIIPin-Africa-Final.pdf,
Registration of Tax Agents,Mauritius Revenue Authority,,2026-06-30,day,MUS,dpi.registry,mauritius-revenue-authority; mauritius-institute-of-professional-accountants,2026-09-02,https://www.mra.mu/download/GuideTaxAgents.pdf,
"Labour Force, Employment and Unemployment — First Quarter 2026",Statistics Mauritius,,2026-06-30,day,MUS,data.statistics,statistics-mauritius,2026-09-02,https://statsmauritius.govmu.org/Documents/Statistics/ESI/2026/EI1936/LF_Emp_Unemp_1Qtr26_300626.pdf,
"Mauritius sets cyber laws framework — CII regulations, penalties up to 25 years (ITWeb Africa)",ITWeb Africa,,2026-06-30,day,MUS,infra.cybersec; gov.legislate; gov.standards,mauritius-cii-designation-regulations-2026; ministry-ict-mauritius; mauritius-cybersecurity-and-cybercrime-act,2026-07-19,https://itweb.africa/article/mauritius-sets-cyber-laws-framework/JN1gP7OAEZYqjL6m,
Mauritius unveils National Fintech Strategy 2026-2030 (We Are Tech),We Are Tech Africa,,2026-06-29,day,MUS,dpi.pay; gov.policy; finance.new; gov.regional,mauritius-national-fintech-strategy; uneca; ministry-of-finance-mauritius,2026-07-19,https://www.wearetech.africa/en/fils-uk/news/tech/mauritius-unveils-national-fintech-strategy-to-modernize-payments,
Annex to the Budget Speech 2026-2027,Government of Mauritius,,2026-06-25,day,MUS,dpi.registry,registrar-general-department-mauritius; ministry-of-finance-mauritius,2026-09-02,https://nationalbudget2026.govmu.org/documents/2026_27_annexBudget.pdf,
Bimonthly Update on Privacy in Africa (January & February 2026),Tech Hive Advisory,Tech Hive Advisory,2026-06-23,day,XAF; BDI; COG; MUS; TUN; EGY; DZA; KEN; NGA; TZA; GHA; ZWE; MOZ; ZAF; MAR,gov.protect; gov.legislate; tech.ai; gov.policy; gov.regional; gov.standards,tech-hive-advisory; national-personal-data-protection-commission-congo; ndpc; odpc-kenya; malabo-convention,2026-07-14,https://www.techhiveadvisory.africa/insights/bimonthly-update-on-privacy-in-africa-january-february-2026,
