row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
ZMB-data.statistics-regulator-market-report,ZMB,data.statistics,Digital public infrastructure,Regulator annual or quarterly market performance report after 2022,A market performance report for 2023 or later; the only one held is the 2022 edition,,
ZMB-data.satellite-earth-observation-programme,ZMB,data.satellite,Digital public infrastructure,A national earth-observation or satellite-data programme,"A Zambian space or earth-observation policy, a national satellite data agreement, or the spatial data portal's dataset inventory naming its imagery sources",,
ZMB-gov.protect-data-protection-statutory-instruments,ZMB,gov.protect,Governance and regulation,Data Protection Act statutory instruments and regulations,"The Government Gazette carrying the Act's commencement order and any statutory instruments made under it on registration of controllers, transfer rules and breach notification",,
ZMB-gov.protect-data-protection-enforcement-record,ZMB,gov.protect,Governance and regulation,Data protection regulator enforcement record,"The Office's annual report or a published register of controllers, complaints, breach notifications and enforcement decisions",,
ZMB-gov.protect-data-protection-repeal-decision,ZMB,gov.protect,Governance and regulation,Cabinet decision to repeal and replace the Data Protection Act 2021,"The Cabinet decision or the gazetted amendment or repeal Bill; the base carries only a civil-society report's statement of intent, current to late 2025",,
ZMB-gov.legislate-cyber-security-act-text,ZMB,gov.legislate,Governance and regulation,"Cyber Security Act No. 3 of 2025, statutory text","The gazetted text of the Act, which would establish whether the interception mandate and central monitoring centre attributed to it are provisions of the Act",,
ZMB-gov.legislate-cyber-crimes-enforcement-outturn,ZMB,gov.legislate,Governance and regulation,Enforcement outturn under the Cyber Crimes Act No. 4 of 2025,"Charge, prosecution or conviction figures from the National Prosecution Authority or the Judiciary, or a ministerial statement to the National Assembly giving counts since 2026-07-18",,
ZMB-gov.legislate-access-to-information-law,ZMB,gov.legislate,Governance and regulation,Access to information law,"A gazetted Access to Information Act or Bill; no held source states whether Zambia has one, and the base carries no position at any date",,
ZMB-gov.regional-malabo-convention-ratification,ZMB,gov.regional,Governance and regulation,Ratification of the AU Malabo Convention,"The African Union list of signatures, ratifications and accessions, or a Zambian instrument of ratification",,
ZMB-gov.discourse-parliamentary-record,ZMB,gov.discourse,Governance and regulation,Parliamentary and public contestation of Zambia's data governance,Hansard for the sittings at which the cyber Acts and the data protection Act were debated; the base holds two sources on this subject and one is a paywalled lede,,
ZMB-data.open-national-open-data-portal,ZMB,data.open,Governance and regulation,National open data portal and open data policy,"A government open-data portal with a dataset inventory and licence terms, or a Cabinet-approved open data policy; the base holds only the geospatial portal",,
ZMB-geopol.eu-eu-zambia-digital-cooperation,ZMB,geopol.eu,Governance and regulation,EU-Zambia digital cooperation,"A European Commission or EU Delegation announcement, Global Gateway project fiche or financing agreement naming a Zambian digital investment; the base holds zero Zambia sources on this subject",,
ZMB-geopol.eu-eu-data-transfer-basis,ZMB,geopol.eu,Governance and regulation,Legal basis for personal-data transfers between Zambia and the EU,"A European Commission adequacy decision, or a Zambian data protection determination or guidance on cross-border transfer mechanisms",,
ZMB-geopol.gulf-gulf-technology-engagement,ZMB,geopol.gulf,Artificial intelligence and the technology sector,Any Gulf-state technology engagement with Zambia,"A bilateral agreement, investment record or ministerial visit involving the UAE, Saudi Arabia or Qatar; nothing on file, the base holding zero Zambia sources on this subject",,
ZMB-tech.ai-ai-budget-line,ZMB,tech.ai,Artificial intelligence and the technology sector,Artificial intelligence budget line or implementation costing,"The 2026 or 2027 national budget estimates showing an AI allocation, or a costed implementation plan annexed to the strategy",,
ZMB-tech.ai-national-ai-institution,ZMB,tech.ai,Artificial intelligence and the technology sector,National artificial intelligence institution or agency,"A statutory instrument or cabinet decision establishing a Zambian AI body; nothing names one, and the only institution on offer is the proposed international lab",,
ZMB-tech.ai-national-ai-compute,ZMB,tech.ai,Artificial intelligence and the technology sector,National artificial intelligence compute inventory,"A state ICT institute or ministry statement of installed government compute, or the technical annex to the vendor memorandum",,
ZMB-tech.innovate-innovation-fund,ZMB,tech.innovate,Artificial intelligence and the technology sector,Government innovation or venture fund,"A budget line, fund charter or disbursement record; the base holds no Zambian public innovation fund of any kind",,
ZMB-tech.innovate-technology-hub-inventory,ZMB,tech.innovate,Artificial intelligence and the technology sector,Technology hub inventory,"A directory or count of Zambian innovation hubs; one hub is named anywhere in the base, and long-standing hubs appear nowhere in it",,
ZMB-tech.innovate-startup-funding-totals,ZMB,tech.innovate,Artificial intelligence and the technology sector,Zambian startup funding totals,"The underlying diversity report, or an African startup funding report with a Zambia line; only continental aggregates are held",,
ZMB-tech.industry-ict-share-of-gdp,ZMB,tech.industry,Artificial intelligence and the technology sector,ICT sector contribution to GDP,A statistics agency national-accounts release with an ICT sector share; the Presidential Delivery Unit called ICT one of Zambia's fastest-growing sectors with no figure behind it,,
ZMB-finance.budget-ministry-appropriation,ZMB,finance.budget,Finance,Ministry of Technology and Science annual appropriation,"Zambia's Estimates of Revenue and Expenditure for FY2025 and FY2026, head-level lines for the technology ministry and the state ICT institute; there is no domestic budget archive for Zambia",,
ZMB-finance.budget-universal-access-fund-accounts,ZMB,finance.budget,Finance,Universal Access and Service Fund accounts,"The regulator's annual report or the fund's own audited financial statements, giving the levy rate, fund balance and annual disbursement",,
ZMB-finance.budget-acceleration-project-counterpart,ZMB,finance.budget,Finance,State ICT institute appropriation and project counterpart funding,The acceleration project financing agreement or the estimates line showing the government's counterpart contribution against the US$100 million grant,,
ZMB-capacity.literacy-digital-literacy-rate,ZMB,capacity.literacy,Inclusion and capacity,National digital literacy rate or programme,"A regulator or statistics agency ICT household survey reporting digital skills prevalence, or a named national digital-literacy curriculum document",,
ZMB-capacity.training-egovernment-plan-targets,ZMB,capacity.training,Inclusion and capacity,Digital skills targets under the e-Government Plan 2023-2026,"The plan itself, which the hub names but no held source reproduces or quantifies",,
ZMB-include.divides-gender-gap-internet,ZMB,include.divides,Inclusion and capacity,Gender gap in internet use or mobile ownership,An industry association gender-gap country figure or a regulator or statistics agency survey disaggregating internet use by sex,,
ZMB-include.divides-rural-urban-split,ZMB,include.divides,Inclusion and capacity,Rural-urban internet use split,A regulator market report or household survey disaggregating internet use by residence; the base gives only that 52.4% of the population is rural,,
ZMB-include.access-device-data-affordability,ZMB,include.access,Inclusion and capacity,Device affordability and data cost as a share of income,An affordability alliance or ITU affordability figure for Zambia; the base holds only the appraisal statement that fixed broadband exceeds 12% of gross national income per head,,
ZMB-include.access-disability-digital-access,ZMB,include.access,Inclusion and capacity,Digital access for persons with disabilities,A national disability-inclusion policy or regulator programme document; the base holds only individual ICT donations to two special schools,,
