slug,title,publisher,author,published,date_precision,places,topics,entities,lens,body_completeness,finance,artefact,words,ingested,url
2026-08-25-comores-ai-forward-jeunesse-intelligence-artificielle-alwatwan,AI Forward I la jeunesse appelée à prendre le virage de l'intelligence artificielle,Al-watwan,,2026-08-25,day,COM,tech.ai; capacity.training,ministry-of-posts-telecoms-comoros; anaden; actic-comores,,full,False,,607,2026-08-29,https://alwatwan.net/societe/ai-forward-i-la-jeunesse-appel%C3%A9e-%C3%A0-prendre-le-virage-de-l%E2%80%99intelligence-artificielle.html
2026-08-23-inseed-archive-nationale-microdonnees,Archive nationale de microdonnées,Institut National de la Statistique et des Études Économiques et Démographiques (INSEED),,2026-08-23,day,COM,data.open,inseed-comores; cndrs-comoros,,full,False,,468,2026-09-01,https://www.nada.inseed-comores.org/index.php/home
2026-08-20-unesco-southern-africa-data-governance-harmonisation,UNESCO Supports Southern Africa to Harmonise Data Governance,UNESCO,,2026-08-20,day,COM; ZWE; BWA; SWZ; LSO; MDG; MUS; ZAF; XSA,gov.regional; gov.standards; dpi.exchange; tech.ai,unesco; smart-africa; ministry-of-ict-postal-and-courier-services-zimbabwe,,full,False,,646,2026-08-23,https://www.unesco.org/en/articles/unesco-supports-southern-africa-harmonise-data-governance
2026-08-18-lagazettedescomores-rgph5-digital-census-tools,RGPH-5 : Lancement de la finalisation des outils methodologiques et numeriques,La Gazette des Comores,,2026-08-18,day,COM,data.statistics; dpi.mis; finance.new,inseed-comores; world-bank; unfpa,,full,False,,600,2026-08-23,https://lagazettedescomores.com/soci%C3%A9t%C3%A9/rgph-5-lancement-de-la-finalisation-des-outils-m%C3%A9thodologiques-et-num%C3%A9riques-19385.html
2026-08-16-comoros-civil-status-modernisation-financing-need,La modernisation de l'état civil : un chantier stratégique,Comores Droit,,2026-08-16,day,COM,dpi.registry; gov.policy; finance.new,unicef; amecc-project; france-embassy-comoros,,full,False,,390,2026-08-18,http://comoresdroit.centerblog.net/3012-la-modernisation-de-l-etat-civil-un-chantier-strategique
2026-08-15-anpi-comores-ai-forward-comores-edition-2026,AI FORWARD COMORES – Édition 2026,ANPI Comores (Agence Nationale pour la Promotion des Investissements),,2026-08-15,day,COM,tech.ai,anpi-comores,,full,False,,263,2026-09-01,https://fr.linkedin.com/posts/anpi-comores_anpicomores-aiforwardcomores-num%C3%A9rique-activity-7494379654271897600-OHiP
2026-08-15-afdb-comoros-digital-connectivity-feasibility,African Development Bank and MCDF to Support Comoros Digital Connectivity Project,theia.global (Theia Intelligence),,2026-08-15,day,COM,infra.connect; infra.store; finance.new,african-development-bank,,full,False,,242,2026-08-17,https://www.theia.global/article/african-development-bank-and-mcdf-to-support-comoros-digital-connectivity-project-4cbea769
2026-08-14-comores-bad-mcdf-connectivite-numerique,Connectivité numérique I La Bad et le Mcdf prêts à soutenir le projet comorien,Al-Watwan,,2026-08-14,day,COM,infra.connect; gov.policy; finance.new,african-development-bank; mcdf; anaden,,full,False,,707,2026-08-16,https://alwatwan.net/economie/connectivit%C3%A9-num%C3%A9rique-i-la-bad-et-le-mcdf-pr%C3%AAts-%C3%A0-soutenir-le-projet-comorien.html
2026-08-13-sadc-puts-spotlight-on-ai-data-governance,SADC puts spotlight on AI data governance,ITWeb Africa,,2026-08-13,day,BWA; COM; EGY; KEN; MUS; RWA; SWZ; ZAF; ZWE; XSA,gov.regional; tech.ai,sadc; world-bank; smart-africa,,full,False,,269,2026-08-16,https://itweb.africa/article/sadc-puts-spotlight-on-ai-data-governance/JN1gP7OAw5wqjL6m
2026-08-11-lagazettedescomores-hackathon-wamanga-wa-komor-10-projets,Hackathon Wamanga Wa Komor : La première phase retient 10 projets innovants,La Gazette des Comores,,2026-08-11,day,COM,tech.innovate,european-union; expertise-france; actic-comores,,full,False,,467,2026-09-01,https://www.lagazettedescomores.com/soci%C3%A9t%C3%A9/hackathon-wamanga-wa-komor-la-premi%C3%A8re-phase-retient-10-projets-innovants-.html
2026-08-11-alwatwan-journee-africaine-etat-civil-modernisation,Journée africaine de l'état civil I La modernisation et la digitalisation au cœur de l'évènement,Al-Watwan,,2026-08-11,day,COM,dpi.id,ministry-of-interior-comoros; amecc-project; unicef,,full,False,,588,2026-09-01,https://alwatwan.net/societe/journ%C3%A9e-africaine-de-l%E2%80%99%C3%A9tat-civil-i-la-modernisation-et-la-digitalisation-au-c%C5%93ur-de-l%E2%80%99%C3%A9v%C3%A8nement.html
2026-08-07-com-inseed-enquete-agricole-annuelle,Enquête Agricole Annuelle 2026 : L'INSEED sensibilise les autorités locales et outille ses formateurs,La Gazette des Comores,,2026-08-07,day,COM,data.statistics; capacity.training,world-bank,,full,False,,520,2026-08-11,https://lagazettedescomores.com/soci%C3%A9t%C3%A9/enqu%C3%AAte-agricole-annuelle-2026-linseed-sensibilise-les-autorit%C3%A9s-locales-et-outille-ses-formateurs-19324.html
2026-08-04-alwatwan-olympiade-internationale-ia-lyceens-comores-kazakhstan,Olympiade internationale d'IA I Deux lycéens représentent les Comores au Kazakhstan,Al-Watwan,,2026-08-04,day,COM,capacity.training; tech.ai,anaden; actic-comores,,paywalled,False,,529,2026-08-04,https://alwatwan.net/societe/olympiade-internationale-d’ia-i-deux-lycéens-représentent-les-comores-au-kazakhstan.html
2026-08-04-alwatwan-moheli-penurie-carburant-electricite,Pénurie de carburant à Mwali : l'électricité de nouveau rationnée,Al-Watwan,,2026-08-04,day,COM,infra.energy,sonelec-comores; societe-comorienne-des-hydrocarbures,,full,False,,465,2026-09-01,https://alwatwan.net/societe/p%C3%A9nurie-de-carburant-%C3%A0-mwali-i-l%E2%80%99%C3%A9lectricit%C3%A9-de-nouveau-rationn%C3%A9e.html
2026-08-04-alwatwan-komori-tts-synthese-vocale-shikomori,"Intelligence artificielle I «Komori Tts », la première synthèse vocale dédiée au shikomori",Al-Watwan,,2026-08-04,day,COM,tech.ai; tech.innovate; capacity.research,komori-ia,sovereignty,paywalled,False,,588,2026-08-04,"https://alwatwan.net/societe/intelligence-artificielle-i-«komori-tts-»,-la-première-synthèse-vocale-dédiée-au-shikomori.html"
2026-07-30-isdb-anaden-eoi-digitalisation-supervision-cabinet,Recrutement d'un cabinet technique pour la conception et supervision des activités de digitalisation,"Islamic Development Bank (procurement notice), Agence Nationale de Developpement du Numerique (ANADEN)",,2026-07-30,day,COM,infra.capacity,anaden; islamic-development-bank,,full,False,,458,2026-09-01,https://www.isdb.org/project-procurement/fr/appels-doffres/2026/eoi/recrutement-dun-cabinet-technique-pour-la-conception-et-supervision-des
2026-07-30-gazette-comores-anaden-bureau-conseil-administration,L'ANADEN élit son bureau du Conseil d'administration,La Gazette des Comores,,2026-07-30,day,COM,gov.policy; dpi.govtech,anaden; commissariat-general-au-plan-comores; ministere-tic-comores,,full,False,,451,2026-07-30,https://lagazettedescomores.com/société/l’anaden-élit-son-bureau-du-conseil-d’administration-.html
2026-07-27-km-anaden-conseil-administration,Gouvernance du numérique : L'Anaden installe son conseil d'administration et dévoile ses priorités,Al-Watwan,,2026-07-27,day,COM,gov.policy; dpi.govtech,anaden; commissariat-general-au-plan-comores; ministere-tic-comores,,full,False,,340,2026-07-30,https://alwatwan.net/societe/gouvernance-du-num%C3%A9rique-i-l%E2%80%99anaden-installe-son-conseil-d%E2%80%99administration-et-d%C3%A9voile-ses-priorit%C3%A9s.html
2026-07-24-com-atelier-electoral-revision-fichier-electoral,Processus électoral : les acteurs appellent à davantage de transparence et de concertation,Comores Infos,,2026-07-24,day,COM,dpi.registry,ministry-of-interior-comoros; direction-generale-elections-comores; indian-ocean-commission,,full,False,,325,2026-09-01,https://www.comoresinfos.net/processus-electoral-les-acteurs-appellent-a-davantage-de-transparence-et-de-concertation/
2026-07-24-auda-nepad-island-economies-programme-launch,AUDA-NEPAD launches first continental programme dedicated to Africa's island economies,African Union Development Agency (AUDA-NEPAD),,2026-07-24,day,XAF; CPV; COM; GNB; MDG; MUS; STP; SYC,gov.policy; gov.regional; infra.connect; tech.ai,auda-nepad; african-union; african-development-bank,,full,False,,592,2026-08-01,https://www.nepad.org/news/auda-nepad-launches-first-continental-programme-dedicated-africas-island-economies
2026-07-18-com-vertex-international-university-accreditation,"Vertex International University Receives Official Accreditation from the Ministry of National Education, Scientific Research, of the United Republic of the Comoros",Vertex International University,,2026-07-18,day,COM,capacity.training,vertex-international-university; ministry-of-education-comoros,,full,False,,988,2026-09-01,https://vertexuniversity.edu.eu/en/news/vertex-international-university-receives-official-accreditation-from-the-ministry-of-national-education-scientific-research-of-the-united-republic-of-the-comoros/
2026-07-18-com-douane-renforcement-capacites-formation-chine,Renforcement des capacités | Deuxième journée de formation en Chine,Direction Générale des Douanes de l'Union des Comores,,2026-07-18,day,COM,capacity.literacy,direction-generale-douanes-comores; shanghai-university,,full,False,,222,2026-09-01,http://www.douane.gov.km/lire-actu.php?id=44&lang=fr
2026-07-15-comores-telecom-nouvelles-offres,Télécommunications | Comores Télécom lance de nouvelles offres,Al-Watwan,,2026-07-15,day,COM,infra.connect,comores-telecom,,full,False,,377,2026-07-23,https://alwatwan.net/societe/télécommunications-i-comores-télécom-lance-de-nouvelles-offres.html
2026-07-15-com-ria-data-governance-review-workshop,ENGAGEMENTS | Data Governance in Comoros,Research ICT Africa,,2026-07-15,day,COM,capacity.research; include.access,research-ict-africa,,full,False,,261,2026-09-01,https://www.linkedin.com/posts/research-ict-africa_comoros-datacipation-nationaldatastrategy-activity-7483067850740531200-hlqS
2026-07-10-registre-social-unique-62000-households-worldbank-lagazette,Registre social unique : 62 000 ménages déjà enregistrés,La Gazette des Comores,,2026-07-10,day,COM,dpi.registry; dpi.mis; include.access; gov.protect,world-bank,,full,False,,267,2026-07-18,https://lagazettedescomores.com/soci%C3%A9t%C3%A9/registre-social-unique-62-000-m%C3%A9nages-d%C3%A9j%C3%A0-enregistr%C3%A9s-.html
2026-07-01-dhis2-comores-climate-health-country-profile,Comoros: DHIS2 Climate & Health Country Profile,DHIS2,,2026-07-01,month,COM,dpi.exchange; tech.ai,dhis2; hisp-rwanda; ministere-sante-comores; anacm; world-bank,,full,False,,893,2026-09-01,https://dhis2.org/climate/country-profiles/comoros/
2026-06-27-com-anpi-generic-plateforme-phase-operationnelle,Cap sur la transformation numérique des services aux investisseurs !,ANPI Comores (LinkedIn),,2026-06-27,day,COM,dpi.registry,anpi-comores; unctad; ministry-of-economy-comoros,,full,False,,247,2026-09-01,https://fr.linkedin.com/posts/anpi-comores_anpicomores-transformationnum%C3%A9rique-cnuced-activity-7476580734892367872-44ph
2026-06-15-com-technopole-numerique-34-attestations,Technopole Numérique : 34 jeunes reçoivent leurs attestations,La Gazette des Comores,,2026-06-15,day,COM,capacity.training,technopole-numerique; ministry-of-posts-telecoms-comoros; university-of-comoros,,full,False,,543,2026-09-01,https://lagazettedescomores.com/société/technopole-numérique-34-jeunes-reçoivent-leurs-attestations-.html
2026-06-15-amp-comoros-minigrid-pricing-regulation-training,Strengthening Minigrid Pricing and Regulation Capacity in Comoros,"Africa Minigrids Program (AMP; UNDP/GEF-supported, African Forum for Utility Regulators)",,2026-06-15,day,COM,infra.energy,sonelec-comores; ministere-energie-eau-hydrocarbures-comores; afur; undp; global-environment-facility,,full,False,,334,,https://africaminigrids.org/strengthening-minigrid-pricing-and-regulation-capacity-in-comoros/
2026-06-11-com-dgd-modernisation-sydonia-world-guichet-unique,Modernisation de l'Administration douanière : la Direction Générale des Douanes fait le point sur l'évolution de Sydonia World et le déploiement du Guichet Unique,"Direction Générale des Douanes, Union des Comores",,2026-06-11,day,COM,dpi.mis,direction-generale-douanes-comores; unctad; european-union; sydonia-world,,full,False,,326,2026-09-01,http://www.douane.gov.km/lire-actu.php?id=34&lang=fr
2026-06-09-rgph5-population-census-official-launch-lagazette,Lancement du 5ème Recensement général de la population (RGPH-5),La Gazette des Comores,,2026-06-09,day,COM,data.statistics; data.satellite; gov.policy,inseed-comores; world-bank; unfpa,,full,False,,235,2026-07-18,https://lagazettedescomores.com/soci%C3%A9t%C3%A9/lancement-du-5%C3%A8me-recensement-g%C3%A9n%C3%A9ral-de-la-population-.html
2026-06-04-com-decret-26-070-pr-autoproduction-energie-minireseaux,Décret n°26-070/PR du 4 juin 2026 portant réglementation de l'autoproduction d'énergie renouvelable et organisation des mini-réseaux en Union des Comores,"Présidence de l'Union des Comores (via munganyo.km, le journal officiel numérique)",,2026-06-04,day,COM,infra.energy; gov.legislate,sonelec-comores; arsee-comores; presidence-union-comores,,full,False,2026-06-04-com-decret-26-070-pr-autoproduction-energie-minireseaux.pdf,6237,2026-09-01,https://munganyo.km/public/storage/f6lnmqiGyPCWmK7916XXMfiLcFP2Vp-metaRMOpY3JldCBOwrAyNi0wNzBQUiBkdSAwNCBqdWluIDIwMjYgcG9ydGFudCByZWdsZW1lbnRhdGlvbiBkZSBsJ2F1dG9wcm9kdWN0aW9uIGQnw6luZXJnaWUgcmVub3V2ZWxhYmxlIGV0IG9yZyBkZXMgbWluaS1yw6lzZWF1eC5wZGY=-.pdf
2026-06-03-bizbahrain-bahrain-comoros-mou-digital-cooperation,"Bahrain, Comoros sign MoU to strengthen digital cooperation, share experience in line with United Nations standards",Biz Bahrain,,2026-06-03,day,COM,infra.capacity,iga-bahrain; anaden,,full,False,,407,,https://www.bizbahrain.com/bahrain-comoros-sign-mou-to-strengthen-digital-cooperation-share-experience-in-line-with-united-nations-standards/
2026-06-02-com-bahrain-comoros-digital-cooperation-mou,Kingdom of Bahrain and Comoros Sign Memorandum of Understanding to Strengthen Digital Cooperation and Share Experience in line with United Nations Standards,"Information & eGovernment Authority (iGA), Kingdom of Bahrain",,2026-06-02,day,COM,gov.regional,iga-bahrain; anaden,,full,False,,475,,https://www.iga.gov.bh/en/article/kingdom-of-bahrain-and-comoros-sign-memorandum-of-understanding-to-strengthen-digital-cooperation-and-share-experience-in-line-with-united-nations-standards
2026-05-20-inseed-rga2-2025-agricultural-census-microdata,"Comoros - Deuxième Recensement Général de l'Agriculture (RGA-2 2025), Union des Comores, Campagne Agricole 2023-2024",Institut National de la Statistique et des Études Économiques et Démographiques (INSEED),,2026-05-20,day,COM,data.open; data.statistics; gov.policy,inseed-comores; world-bank; fao; dnsae-comores; fsrp-km-comores,,excerpt,False,,874,,https://www.nada.inseed-comores.org/index.php/catalog/16
2026-05-12-bcc-livret-nouveaux-moyens-de-paiement-komorpay-mali-ya-wakazi-komor-switch,"Livret — Les nouveaux moyens de paiement de la Banque Centrale des Comores (KomorPay/ATS, Mali Ya Wakazi, Komor Switch, Marché des titres publics)",Banque Centrale des Comores,,2026-05-12,day,COM,dpi.pay; dpi.exchange; include.access,bcc-comoros; world-bank; imf,,full,False,2026-05-12-bcc-livret-nouveaux-moyens-de-paiement-komorpay-mali-ya-wakazi-komor-switch.pdf,1726,2026-08-04,https://banque-comores.km/uploads/BCC-livret(3).pdf
2026-05-11-dhis2-community-ai-predictive-epidemiology-malaria-comoros,AI-Driven Predictive Epidemiology for Malaria Monitoring in the Comoros Using DHIS2 Data,DHIS2 Community,,2026-05-11,day,COM,tech.ai,dhis2,,full,False,,216,,https://community.dhis2.org/t/ai-driven-predictive-epidemiology-for-malaria-monitoring-in-the-comoros-using-dhis2-data/72310
2026-05-10-inseed-ehcvm-2024-microdata,Comoros - Enquête Harmonisée sur les Conditions de Vie des Ménages 2024,Institut National de la Statistique et des Etudes Economiques et Démographiques (INSEED),,2026-05-10,day,COM,data.open; data.statistics,inseed-comores; world-bank; sadc,,excerpt,False,,914,,https://www.nada.inseed-comores.org/index.php/catalog/15
2026-05-07-afd-comores-facilite-emploi-2-11-projets-locaux,"Aux Comores, 11 projets locaux soutenus pour l'emploi et l'entrepreneuriat",Agence française de développement (AFD),,2026-05-07,day,COM,tech.innovate,afd; facilite-emploi-comores,,full,False,,451,,https://www.afd.fr/fr/commmuniques-de-presse/aux-comores-11-projets-locaux-soutenus-pour-lemploi-et-lentrepreneuriat
2026-05-06-com-mayottehebdo-lancement-nouveaux-systemes-de-paiement-chiffres,Comores : lancement de nouveaux systèmes de paiement,Mayotte Hebdo,,2026-05-06,day,COM,dpi.pay; dpi.exchange; include.access,bcc-comoros; world-bank; imf,,full,False,,1244,2026-08-04,https://www.mayottehebdo.com/actualite/economie/comores-lancement-de-nouveaux-systemes-de-paiement/
2026-05-05-komorpay-komor-switch-payment-systems-presidential-launch-alwatwan,"Secteur bancaire : les Comores inaugurent de nouveaux modes et systèmes de paiement (KomorPay, Komor Switch)",Al-Watwan,,2026-05-05,day,COM,dpi.pay; finance.new; gov.policy; include.access,bcc-comoros; world-bank; imf; paylogic,sovereignty,full,False,,330,2026-07-18,https://alwatwan.net/economie/secteur-bancaire-i-les-comores-inaugurent-de-nouveaux-modes-et-syst%C3%A8mes-de-paiement.html
2026-05-05-com-iut-esti-convention-partenariat,Enseignement Supérieur : Une convention signée entre l'IUT et l'ESTI,La Gazette des Comores,,2026-05-05,day,COM,capacity.training,university-of-comoros; esti-madagascar; afd,,full,False,,544,2026-09-01,https://mail.lagazettedescomores.com/société/enseignement-supérieur-une-convention-signée-entre-liut-et-lesti-.html
2026-05-04-com-bcc-lancement-komorpay-komor-switch-mali-ya-wakazi,Cérémonie de Lancement des Nouveaux Moyens de Paiement,Banque Centrale des Comores,,2026-05-04,day,COM,dpi.pay; dpi.exchange; include.access,bcc-comoros; presidence-union-comores,,full,False,,969,2026-08-04,https://banque-comores.km/article/show/ceremonie-de-lancement-des-nouveaux-moyens-de-paiement
2026-05-04-beit-salam-president-lance-nouveaux-moyens-paiement,Son Excellence le Président de la République lance officiellement les nouveaux moyens de paiement,Présidence de l'Union des Comores (Beit-Salam),,2026-05-04,day,COM,dpi.pay; gov.policy,bcc-comoros; presidence-union-comores; komorpay; komor-switch,,full,False,,235,,https://beit-salam.km/actualit%C3%A9s/son-excellence-le-pr%C3%A9sident-de-la-r%C3%A9publique-lance-officiellement-les-nouveaux-moyens-de-paiement.html
2026-04-29-komoralink-digital-commerce-platform-launch-kartapay-lagazette,"Numérique : KomoraLink, une nouvelle ère pour l'économie comorienne",La Gazette des Comores,,2026-04-29,day,COM,tech.industry; dpi.pay; tech.innovate,komoralink; kartapay; uccia,,full,False,,247,2026-07-18,"https://www.lagazettedescomores.com/soci%C3%A9t%C3%A9/num%C3%A9rique-komoralink,-une-nouvelle-%C3%A8re-pour-l%E2%80%99%C3%A9conomie-comorienne-.html"
2026-04-28-com-oif-inauguration-centre-d-clic-clac-iconi,Comores : inauguration du centre de formation D-CLIC au CLAC d'Iconi,Organisation internationale de la Francophonie (OIF),,2026-04-28,day,COM,capacity.literacy,oif-la-francophonie; ministere-jeunesse-emploi-travail-sports-arts-culture-comores; d-clic-clac-initiative,,full,False,,416,2026-09-01,https://www.francophonie.org/comores-inauguration-du-centre-de-formation-d-clic-au-clac-d-iconi-8499
2026-04-26-cnpa-comores-emicn-colloque-moroni-2026,Moroni 2026 : les Comores au cœur de l'éducation aux médias,"CNPA / Ministère de la Promotion du Genre, de la Solidarité et de l'Information",,2026-04-26,day,COM,tech.ai,cnpa-comores; ministere-promotion-genre-solidarite-information-comores; riarc,,full,False,,503,,https://www.cnpa-comores.org/cnpa-comores-org-emicn-colloque-moroni-2026/
2026-04-23-com-lancement-sat-ngazidja-ndzouani,Aménagement du territoire : Le processus des SAT est lancé à Ngazidja et à Ndzouani,La Gazette des Comores (HZK-LGDC),,2026-04-23,day,COM,dpi.mis,ministere-amenagement-territoire-comores; ministere-environnement-tourisme-comores; afd; european-union; plan-comores-emergent,,full,False,,546,2026-09-01,https://lagazettedescomores.com/soci%C3%A9t%C3%A9/am%C3%A9nagement-du-territoire-le-processus-des-sat-est-lanc%C3%A9-%C3%A0-ngazidja-et-%C3%A0-ndzouani-.html
2026-04-18-com-rfi-seminaire-evaluation-scrutins-audit-fichier-electoral,Comores: fin du séminaire d'évaluation portant sur la crédibilité des scrutins électoraux,RFI,,2026-04-18,day,COM,dpi.registry,ministere-interieur-comores; collectif-anjouan-2029; federation-comorienne-des-consommateurs,,full,False,,388,2026-09-01,https://www.rfi.fr/fr/afrique/20260418-comores-fin-du-s%C3%A9minaire-d-%C3%A9valuation-portant-sur-la-cr%C3%A9dibilit%C3%A9-des-scrutins-%C3%A9lectoraux
2026-04-17-inseed-rgph5-gis-cartography-training-statcap-esri-lagazette,RGPH 2027 : l'INSEED amorce son virage au numérique,La Gazette des Comores,,2026-04-17,day,COM,data.statistics; data.satellite; capacity.training,inseed-comores; world-bank; esri,,full,False,,237,2026-07-18,https://www.lagazettedescomores.com/soci%C3%A9t%C3%A9/rgph-2027-l%E2%80%99inseed-amorce-son-virage-au-num%C3%A9rique-.html
2026-04-16-tax-administration-teleprocedures-digitisation-pagf-lagazette,Finance : l'administration fiscale passe à la numérisation (téléprocédures fiscales),La Gazette des Comores,,2026-04-16,day,COM,dpi.govtech; gov.legislate; gov.policy,ministry-of-finance-comoros,,full,False,,207,2026-07-18,https://lagazettedescomores.com/economie/finance-l%E2%80%99administration-fiscale-passe-%C3%A0-la-num%C3%A9risation-.html
2026-04-15-com-dgi-validation-cadre-juridique-teleprocedures-fiscales,La DGI ENGAGE LA VALIDATION DU CADRE JURIDIQUE DES TÉLÉPROCÉDURES FISCALES,"Direction Générale des Impôts, Union des Comores",,2026-04-15,day,COM,dpi.govtech; gov.legislate; gov.policy,direction-generale-des-impots-comores; ministry-of-finance-comoros; afd,,full,False,,704,2026-08-04,https://dgi.gouv.km/fr/actualite.php?article_id=93
2026-04-15-com-dgi-atelier-teleprocedures-fiscales-cadre-juridique,Atelier DGI au Retaj sur la validation du cadre juridique des téléprocédures fiscales 2026,"Ministère des Finances, du Budget et du Secteur Bancaire (Direction Générale des Impôts)",,2026-04-15,day,COM,dpi.pay; gov.legislate,direction-generale-des-impots-comores; ministry-of-finance-comoros; afd,,full,False,,259,2026-09-01,https://finances.gouv.km/actualite_post/atelier-dgi-au-retaj-sur-la-validation-du-cadre-juridique-des-teleprocedures-fiscales-2026/
2026-04-14-comoros-advanced-gis-training-rcmrd-techreviewafrica,Comoros reinforces geospatial capacity through advanced GIS training programme,Tech Review Africa,,2026-04-14,day,COM,data.satellite; capacity.training; dpi.registry; gov.regional,rcmrd,sovereignty,full,False,,197,2026-07-18,https://techreviewafrica.com/news/4931/comoros-reinforces-geospatial-capacity-through-advanced-gis-training-programme
