row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
XSA-dpi.id-sadc-ekyc,XSA,dpi.id,Shared systems and infrastructure,instrument,SADC cross-border digital-ID and eKYC framework,In development,2025-08-26,"Framework unveiled with Co-Develop and FinMark Trust, August 2025",,,,Advanced,"A South Africa-Lesotho verification pilot, no regional framework","Federated framework announced for all 16 member states; no build, budget or launch date on record in the year since","2025-08-26 SADC regional DPI initiative supports KYC, digital ID interoperability across 16 countries",,
XSA-infra.connect-sadc-ixp,XSA,infra.connect,Shared systems and infrastructure,instrument,SADC regional internet exchange point,Planned,2025-11-27,"Two bidders shortlisted, 2025-11-27",,,,Advanced,No host selection process on record,BoFiNet of Botswana and one Zimbabwean company shortlisted; no award held in the eight months since,2025-11-27-botswana-bids-to-host-sadc-internet-exchange-itweb,,
XSA-dpi.pay-comesa-drpp,XSA,dpi.pay,Shared systems and infrastructure,instrument,COMESA Digital Retail Payments Platform,Piloting,2025-10-10,"Launched and piloting on the Malawi-Zambia corridor, 2025-10-10",,,,Advanced,Did not exist,"Piloting between Malawi and Zambia, targeting settlement costs under 3% of value against about 8%",2025-10-10-comesa-digital-retail-payments-platform,,COMESA spans East and Southern Africa; the row is carried here and cited in East Africa's prose
XSA-infra.connect-powertel-paratus,XSA,infra.connect,Shared systems and infrastructure,instrument,Powertel-Paratus cross-border fibre corridor,Implemented,2026-07-06,"Phase 1 switched on, 2026-07-06",,,,Advanced,Did not exist,"Phase 1 live and carrying traffic, on a route to link Zimbabwe with Botswana, Zambia and South Africa","2026-07-06 Powertel, Paratus Zimbabwe switch on new digital highway",,
XSA-infra.capacity-seacom2,XSA,infra.capacity,Shared systems and infrastructure,instrument,Seacom 2.0 subsea system,Planned,2025-09-24,"Announced at Submarine Networks World, 2025-09-24",,,,Advanced,Did not exist,"Announced with 48 fibre pairs across the Indian Ocean basin; no route, cost or in-service date on record",2025-09-24 Unveiling Seacom 2.0 - ​ ​A new digital renaissance and subsea network to power the Indian Ocean Basin's digital and AI future,,
XSA-dpi.exchange-sadc-aims,XSA,dpi.exchange,Shared systems and infrastructure,instrument,SADC Agricultural Information Management System,In development,2026-06-15,"Botswana readiness assessment, Gaborone, June 2026",,,,Baseline not held,,"Member-state readiness under assessment with the FAO and the EU; no platform, membership or timetable held",2026-06-15-botswana-agricultural-data-integration-sadc-aims,,
XSA-gov.regional-idea,XSA,gov.regional,Coordination and collaboration,instrument,IDEA programme (Inclusive Digitalization in Eastern and Southern Africa),Implemented,2026-07-29,"First annual forum closed with a 2026-2027 action plan, 2026-07-29",,,,Advanced,"US$2.48bn approved in June 2024, phase 1 Angola, DR Congo and Malawi; no forum and no regional action plan","Phase I is Zambia, DR Congo, Malawi and Angola, with Eswatini, Tanzania and Madagascar preparing Phase II; a Strategic Action Plan and Digital Action Matrix for 2026-2027 agreed",2026-07-29-angola-idea-forum-recommends-policy-harmonisation|2026-07-27-comesa-idea-annual-digital-forum-launch-lusaka|2024-06-27 Inclusive Digitalization in Eastern and Southern Africa Program - Angola,,
XSA-tech.ai-comesa-ai-strategy,XSA,tech.ai,Coordination and collaboration,instrument,COMESA regional AI strategy,In development,2026-07-14,"First activity under the AI consultancy, Lusaka, 2026-07-14",,,,Advanced,Did not exist,Consultancy under way towards a regional AI strategy and a regional digital-inclusion strategy; no draft published,2026-07-14 Zambia and COMESA Launch AI Initiative to Advance Regional Digital Transformation,,
XSA-gov.regional-wrc27,XSA,gov.regional,Coordination and collaboration,instrument,SADC preparatory process for the ITU World Radiocommunication Conference 2027,In development,2026-08-03,"Third preparatory meeting opened in Luanda, 2026-08-03",,,,Advanced,No preparatory meeting on record,Third preparatory meeting under way on spectrum management and infrastructure resilience; the common position is not yet agreed,2026-08-03-terceira-reuniao-da-sadc-sobre-radiocomunicacoes-luanda,,
XSA-finance.new-botswana-tech-fund,XSA,finance.new,Financing and capacity,instrument,Botswana Tech Fund,Implemented,2026-04-21,"Launched with a first phase of GBP 5m, 2026-04-21",,,,Advanced,Did not exist,"First phase of GBP 5m against a GBP 50m target, backing pre-seed and growth companies across Southern Africa",2026-04-21-botswana-tech-fund-launch-release|2026-04-24-botswana-tech-fund-67m-vehicle-wearetech,,
XSA-include.access-sadc-inclusion,XSA,include.access,Financing and capacity,measure,Adults financially included in SADC,,2024-02-20,,,,,No change,"119 million, 77% of adults (2024-02), against 57% in 2011",No later figure held; the 2024 survey is still the newest,2024-02-20 SADC Adopts Technology to Drive Financial Inclusion Initiatives Within the Region,,
XSA-gov.protect-sadc-dp-instrument,XSA,gov.protect,Instruments and harmonisation,instrument,SADC Data Protection Model Law,"Implemented, a model for domestication and unrevised since 2012",2012-11-01,"Approved by SADC ICT Ministers, November 2012",2012-11-01,,,No change,"The 2012 model law, unrevised, with a modernisation consultancy tendered February 2022",Unchanged; no revised text and no outcome of the 2022 revision on record,2013-01-01-hipssa-sadc-data-protection-model-law|2022-02-04-sadc-reoi-revision-sadc-data-protection-model-law,,"The Secretariat recorded eight member states with data-protection laws in force (2022-02), three of them with no authority appointed"
XSA-tech.ai-sadc-ai-position,XSA,tech.ai,Instruments and harmonisation,instrument,SADC Regional Artificial Intelligence Strategy and Regulatory Framework,"In development, reported by a member state rather than by the Secretariat",2026-06-26,"Reported under development at a SADC ministerial meeting, June 2026",,,,Baseline not held,,"Under development according to Malawi's ICT ministry (2026-06); no draft, adoption date or Secretariat document held",2026-06-26-itweb-sadc-regional-ai-strategy-regulatory-framework,,The only account is a member state's; the Secretariat has published nothing
XSA-infra.cybersec-sadc-csirt,XSA,infra.cybersec,Shared systems and infrastructure,instrument,SADC Regional CIRT framework,"In development, drafted 2018 with nothing on record since",2018-09-13,"Draft framework circulated to the SADC Expert Group on PKI and CIRT, Ebene, 13 September 2018",2018-09-13,,,No change,"A draft framework of September 2018, unpublished, with no regional incident-response capability operating",Unchanged; the 2018 draft is still the newest record held,2018-09-13-sadc-media-statement-cybersecurity-workshop-cyber-drill,,"Four member states had operational national CIRTs at the 2018 workshop, against a December 2019 deployment deadline with no follow-up on record"
XSA-gov.legislate-sadc-cybercrime-model-law,XSA,gov.legislate,Instruments and harmonisation,instrument,SADC Computer Crime and Cybercrime Model Law,"Implemented, a model for domestication rather than a binding instrument",2012-11-01,"Approved by SADC ICT Ministers, November 2012",2012-11-01,,,No change,"In force as a model since November 2012, unrevised","Unchanged; no revision, successor or transposition record held",2013-01-01-hipssa-sadc-computer-crime-cybercrime-model-law,,One of the three model laws of the SADC Harmonised Cybersecurity Legal and Regulatory Framework; the ITU published the text in 2013
XSA-gov.legislate-sadc-etransactions-model-law,XSA,gov.legislate,Instruments and harmonisation,instrument,SADC Electronic Transactions and Electronic Commerce Model Law,"Implemented, a model for domestication rather than a binding instrument",2012-11-01,"Approved by SADC ICT Ministers, November 2012",2012-11-01,,,No change,"In force as a model since November 2012, unrevised","Unchanged; no revision, successor or transposition record held",2013-01-01-hipssa-sadc-electronic-transactions-ecommerce-model-law,,One of the three model laws of the SADC Harmonised Cybersecurity Legal and Regulatory Framework; the ITU published the text in 2013
XSA-gov.standards-crasa-lilongwe-declaration,XSA,gov.standards,Instruments and harmonisation,instrument,Lilongwe Declaration on Collaborative Regulation,"Implemented, voluntary and non-binding",2026-04-15,"Adopted at the CRASA G5 Regulatory Collaboration Summit, Lilongwe, 15 April 2026",,,,Advanced,Did not exist,Adopted with six shared principles and seven areas of collaborative action; CRASA has not published the text (2026-08-05),2026-05-04-research-ict-africa-crasa-lilongwe-declaration-collaborative-regulation,,Content known only from Research ICT Africa's account; CRASA's own text is not held
XSA-data.statistics-sadc-ict-observatory,XSA,data.statistics,Shared systems and infrastructure,instrument,SADC ICT Observatory,"In development, indicator-sharing agreements not yet in place",2025-08-25,"Regional workshop on ICT statistics, Kinshasa, 25-29 August 2025",,,,No change,"Named since at least 2018 as the destination for regional ICT indicators, with no published output held","Still assembling its inputs; the draft SADC Regional ICT Facts and Figures Report and proposed 2030 broadband indicators under review, and MoUs on indicator-data sharing between national statistics offices, ministries and regulators not yet in place (2025-08)",2025-08-24-sadc-regional-workshop-ict-statistics-sadc-ict-observatory|2018-09-13-sadc-media-statement-cybersecurity-workshop-cyber-drill,,Funded through the World Bank-backed SADC Regional Statistics Project
XSA-gov.standards-crasa-guidelines,XSA,gov.standards,Instruments and harmonisation,instrument,CRASA harmonised regulatory guidelines,Not held,,,,,,,,,,2026-08-05,
XSA-capacity.literacy-sadc-skills,XSA,capacity.literacy,Financing and capacity,instrument,SADC regional digital skills programme,Not held,,,,,,,,,,2026-08-05,
