fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
FY 2024/25,UWC,(UWC) Urban Water Corporation,,Urban Water Corporation,,Urban Water Supply,,Information Management System,,printed,printed,programme,,19396236,,,,,,,appropriated,appropriated,whole,false,SSP,budget-document,budget-estimates,"Approved Budget Book FY 2024/25, (UWC) Urban Water Corporation chapter, table *Directorate Detail*, programme Urban Water Supply, directorate Information Management System, cost centre (UWC) Information Mgt System, column 2024/25 Budget (printed p. 95, PDF p. 101)",2025-01-01-ssd-approved-budget-book-2024-25-companion,,budgets/SSD/2024.csv#ssd-2024-uwc-uws-ims,(UWC) Information Mgt System
FY 2024/25,WRI,(WRI) Ministry of Water Resources & Irrigation,,Ministry of Water Resources & Irrigation,,Water Resource Development,,Hydrology and Survey,,printed,printed,programme,,287918340,,,,,,,appropriated,appropriated,partial,false,SSP,budget-document,budget-estimates,"Approved Budget Book FY 2024/25, (WRI) Ministry of Water Resources & Irrigation chapter, table *Directorate Detail*, programme Water Resource Development, directorate Hydrology and Survey, cost centre (WRI) Obs networks & WIMS, column 2024/25 Budget (printed p. 99, PDF p. 105)",2025-01-01-ssd-approved-budget-book-2024-25-companion,,budgets/SSD/2024.csv#ssd-2024-wri-wrd-hydro-obs-wims,(WRI) Obs networks & WIMS
FY 2025/26,FIU,(FIU) Financial Intelligence Unit,,Financial Intelligence Unit,,Financial Intelligence Unit,,ICT & System Security,,printed,printed,programme,77591626,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (FIU) Financial Intelligence Unit chapter, table *Directorate Detail*, programme Financial Intelligence Unit, DIR: ICT & System Security, column 2025/26 Budget (printed p. 433, PDF p. 438)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-fiu-fiu-ict-system-security,ICT & System Security
FY 2025/26,MCA,(MCA) Ministry of Cabinet Affairs,,Ministry of Cabinet Affairs,,Supp to Cabinet and Exec & ECF,,Cabinet Resolutions and ICT,,printed,printed,programme,1038458520,,,,,,,,proposed,proposed,partial,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (MCA) Cabinet Affairs chapter, table *Directorate Detail*, programme Supp to Cabinet and Exec & ECF, DIR: Cabinet Resolutions and ICT, column 2025/26 Budget (printed p. 251, PDF p. 256)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-mca-supp-cabinet-resolutions-ict,Cabinet Resolutions and ICT
FY 2025/26,MI,(MI) Ministry of Information,,Ministry of Information,,Improve Telecom/Postal Service,,Information Tech. Services,,printed,printed,programme,237601938,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (MI) Information chapter, table *Directorate Detail*, programme Improve Telecom/Postal Service, DIR: Information Tech. Services, column 2025/26 Budget (printed p. 273, PDF p. 278)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-mi-itps-it-services,Information Tech. Services
FY 2025/26,MOF,(MOF) Ministry of Finance & Planning,,Ministry of Finance & Planning,,National Financial Management,,ICT,,printed,printed,programme,1555850500,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (MOF) Fin & Planning chapter, table *Directorate Detail*, programme National Financial Management, DIR: ICT, column 2025/26 Budget (printed p. 66, PDF p. 71)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-mof-nfm-ict,ICT
FY 2025/26,NCA,(NCA) National Communications Authority,,National Communications Authority,,Regulating Telecoms,,Technical Affairs,,printed,printed,programme,778500000,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (NCA) Nat Comms Authority chapter, table *Directorate Detail*, programme Regulating Telecoms, DIR: Technical Affairs, column 2025/26 Budget (printed p. 327, PDF p. 332)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-nca-regulating-telecoms,Technical Affairs
FY 2025/26,STA,(STA) National Bureau of Statistics,,National Bureau of Statistics,,National Statistics,,Geog Informa System(GIS) & IT,,printed,printed,programme,105130057,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (STA) Nat Bureau Stats chapter, table *Directorate Detail*, programme National Statistics, DIR: Geog Informa System(GIS) & IT, column 2025/26 Budget (printed p. 49, PDF p. 54)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-sta-natstat-gisit,Geog Informa System(GIS) & IT
FY 2025/26,TPS,(TPS) Telecom & Postal Services,,Telecom & Postal Services,,Improve Telecom/Postal Service,,Information Comm. Technology,,printed,printed,programme,460209151,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (TPS)Telecom&Postal Services chapter, table *Directorate Detail*, programme Improve Telecom/Postal Service, DIR: Information Comm. Technology, column 2025/26 Budget (printed p. 292, PDF p. 297)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-tps-itps-ict,Information Comm. Technology
FY 2025/26,TPS,(TPS) Telecom & Postal Services,,Telecom & Postal Services,,Improve Telecom/Postal Service,,Telecom,,printed,printed,programme,482531802,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (TPS)Telecom&Postal Services chapter, table *Directorate Detail*, programme Improve Telecom/Postal Service, DIR: Telecom, column 2025/26 Budget (printed p. 292, PDF p. 297)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-tps-itps-telecom,Telecom
FY 2025/26,USA,(USA) Universal Service Access Fund,,Universal Service Access Fund,,Support Services,,Administration & Finance,,printed,printed,body,785882000,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (USA)Universal Serv Access Fund chapter, table *Directorate Detail*, programme Support Services, DIR: Administration & Finance, column 2025/26 Budget (printed p. 347, PDF p. 352)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-usa-usaf-body,Universal Service Access Fund
FY 2025/26,UWC,(UWC) Urban Water Corporation,,Urban Water Corporation,,Urban Water Supply,,Information Management System,,printed,printed,programme,78011367,,,,,,,,proposed,proposed,whole,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), (UWC) Urban Water Corporation chapter, table *Directorate Detail*, programme Urban Water Supply, DIR: Information Management System, column 2025/26 Budget (printed p. 121, PDF p. 126)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-uwc-uws-ims,Information Management System
FY 2025/26,1282,Directorate of Immigration & Passports,,Directorate of Immigration & Passports,,Internal security & coordin,,Immigration,,printed,printed,programme,63839765000,,,,,,,,proposed,proposed,partial,false,SSP,budget-document,budget-estimates,"Draft Budget Book FY 2025/26 (Draft 5, November 2025), Directorate of Immigration & Passports chapter, table *Directorate Summary*, programme Internal security & coordin, directorate Immigration, column 2025/26 Budget (printed p. 365, PDF p. 370)",2025-11-01-ssd-draft-budget-book-2025-26-companion,,budgets/SSD/2025.csv#ssd-2025-1282-isc-immigration,Immigration
