fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
FY2024,129,129 - Ministry Of Finance,12901,Corporate Services Directorate,1290103,Directorate Of Financial Management System And Technology,101-0404010209,Develop And Operationalise A Cross Cutting Communication And Data Platform,Other Recurrent Expenses,printed,printed,programme,,2000000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 129, programme 1290103, Other Recurrent Expenses, account 101-0404010209, PDF p. 117",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-129-1290103-0404010209,Directorate Of Financial Management System And Technology - Develop And Operationalise A Cross Cutting Communication And Data Platform
FY2024,129,129 - Ministry Of Finance,12901,Corporate Services Directorate,1290103,Directorate Of Financial Management System And Technology,101-0404010210,Develop And Interactive Website And Cyber Security Model For Mof,Other Recurrent Expenses,printed,printed,programme,,1200000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 129, programme 1290103, Other Recurrent Expenses, account 101-0404010210, PDF p. 117",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-129-1290103-0404010210,Directorate Of Financial Management System And Technology - Develop And Interactive Website And Cyber Security Model For Mof
FY2024,129,129 - Ministry Of Finance,12901,Corporate Services Directorate,1290103,Directorate Of Financial Management System And Technology,101-0404010211,"Payment Of Miscrosoft And Backened Infrastructure Licenses, Technical Support And Recurrent Costs",Other Recurrent Expenses,printed,printed,programme,,5000000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 129, programme 1290103, Other Recurrent Expenses, account 101-0404010211, PDF p. 117",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-129-1290103-0404010211,"Directorate Of Financial Management System And Technology - Payment Of Miscrosoft And Backened Infrastructure Licenses, Technical Support And Recurrent Costs"
FY2024,129,129 - Ministry Of Finance,12901,Corporate Services Directorate,1290103,Directorate Of Financial Management System And Technology,101-0404010212,Develop And Operationalise A Disaster Recovery And Business Continuity Centre,Other Recurrent Expenses,printed,printed,programme,,1500000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 129, programme 1290103, Other Recurrent Expenses, account 101-0404010212, PDF p. 117",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-129-1290103-0404010212,Directorate Of Financial Management System And Technology - Develop And Operationalise A Disaster Recovery And Business Continuity Centre
FY2024,129,129 - Ministry Of Finance,12902,Office Of The Financial Secretary,1290203,Procurement Directorate Division,101-0404010219,Design And Migrate From Manual To E-Procurement,Other Recurrent Expenses,printed,printed,programme,,400000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 129, programme 1290203, Other Recurrent Expenses, account 101-0404010219, PDF p. 120",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-129-1290203-0404010219,Procurement Directorate Division - Design And Migrate From Manual To E-Procurement
FY2024,129,129 - Ministry Of Finance,12903,Economic Policy Management Directorate,1290305,Private Sector Unit,101-0404020612,Develop a web based data tracking and management system that captures all private sector activities and government interventions in the country,Other Recurrent Expenses,printed,printed,programme,,200000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 129, programme 1290305, Other Recurrent Expenses, account 101-0404020612, PDF p. 126",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-129-1290305-0404020612,Private Sector Unit - Develop a web based data tracking and management system that captures all private sector activities and government interventions in the country
FY2024,129,129 - Ministry Of Finance,12904,Fiscal Operations,1290402,Budget Management Division,101-0404010234,Review And Automate Pet Form 1 Roll-Out To All Mdasand Streamline The Processing Of Payment Requests.,Other Recurrent Expenses,printed,printed,programme,,500000,,,,,,,appropriated,appropriated,partial,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 129, programme 1290402, Other Recurrent Expenses, account 101-0404010234, PDF p. 128",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-129-1290402-0404010234,Budget Management Division - Review And Automate Pet Form 1 Roll-Out To All Mdasand Streamline The Processing Of Payment Requests.
FY2024,132,132 - Accountant General,13201,Office Of The Accountant General,1320102,Government Accounts & Statistics Services,101-0404020505,Ifmis Application,Other Recurrent Expenses,printed,printed,programme,,17500000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 132, programme 1320102, Other Recurrent Expenses, account 101-0404020505, PDF p. 139",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-132-1320102-0404020505,Government Accounts & Statistics Services - Ifmis Application
FY2024,134,134 - National Electoral Commission (Nec),13401,Electoral Commission Of Sierra Leone,1340101,General Administration And Support Services,101-0406020405,Information Management System,Other Recurrent Expenses,printed,printed,programme,,2342000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 134, programme 1340101, Other Recurrent Expenses, account 101-0406020405, PDF p. 146",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-134-1340101-0406020405,General Administration And Support Services - Information Management System
FY2024,135,"135 - Ministry of Communication, Technology and Innovation",13501,General Administrative and Operating Cost,1350101,"Communication, Technology and Innovation",03000000,Personnel Emoluments,Personnel Emoluments,printed,printed,programme,,10015000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 135, programme 1350101, Personnel Emoluments, activity 03000000 (sub-total), PDF p. 148",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-135-1350101-03000000,"Communication, Technology and Innovation - Personnel Emoluments"
FY2024,135,"135 - Ministry of Communication, Technology and Innovation",13501,General Administrative and Operating Cost,1350101,"Communication, Technology and Innovation",101-0305010155,General Administrative and Support service,Other Recurrent Expenses,printed,printed,programme,,4860000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 135, programme 1350101, Other Recurrent Expenses, account 101-0305010155, PDF p. 148",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-135-1350101-0305010155,"Communication, Technology and Innovation - General Administrative and Support service"
FY2024,135,"135 - Ministry of Communication, Technology and Innovation",13501,General Administrative and Operating Cost,1350101,"Communication, Technology and Innovation",101-0305010156,Emerging Technologies Data Science ICT and Stratigies innovation and Artificial intelligence,Other Recurrent Expenses,printed,printed,programme,,140000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 135, programme 1350101, Other Recurrent Expenses, account 101-0305010156, PDF p. 148",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-135-1350101-0305010156,"Communication, Technology and Innovation - Emerging Technologies Data Science ICT and Stratigies innovation and Artificial intelligence"
FY2024,135,"135 - Ministry of Communication, Technology and Innovation",13501,General Administrative and Operating Cost,1350101,"Communication, Technology and Innovation",101-0305010160,Operationalization and Expansion of eGovernment Platform,Capital Transfers,printed,printed,programme,,6000000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 135, programme 1350101, Capital Transfers, account 101-0305010160, PDF p. 148",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-135-1350101-0305010160,"Communication, Technology and Innovation - Operationalization and Expansion of eGovernment Platform"
FY2024,135,"135 - Ministry of Communication, Technology and Innovation",13502,Directorate of Science Technology and Innovation,1350201,General Admin and Support Services,101-0305010157,Grants to Directorate of Science and Technology,Other Recurrent Expenses,printed,printed,programme,,3960700,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 135, programme 1350201, Other Recurrent Expenses, account 101-0305010157, PDF p. 150",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-135-1350201-0305010157,General Admin and Support Services - Grants to Directorate of Science and Technology
FY2024,135,"135 - Ministry of Communication, Technology and Innovation",13502,Directorate of Science Technology and Innovation,1350201,General Admin and Support Services,04000000,Personnel Emoluments,Personnel Emoluments,printed,printed,programme,,4158000,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 135, programme 1350201, Personnel Emoluments, activity 04000000 (sub-total), PDF p. 150",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-135-1350201-04000000,General Admin and Support Services - Personnel Emoluments
FY2024,145,145 - Right To Access Information,14501,Right To Access Information,1450101,General Administration And Support Services,04000000,Personnel Emoluments,Personnel Emoluments,printed,printed,programme,,4598000,,,3822000,,83.1,,appropriated,actual,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 145, programme 1450101, Personnel Emoluments, activity 04000000 (sub-total), PDF p. 171; actual: Annual Public Accounts 2024 (General Purpose Financial Statements of the Consolidated Fund, unaudited, companion 2025-03-25-sle-annual-public-accounts-2024-companion), Appendix 3, head 145, PDF p. 66 (NLe thousand)",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-145-1450101-04000000,General Administration And Support Services - Personnel Emoluments
FY2024,145,145 - Right To Access Information,14501,Right To Access Information,1450101,General Administration And Support Services,101-0404040301,Administrative And Operating Cost,Other Recurrent Expenses,printed,printed,programme,,1530120,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 145, programme 1450101, Other Recurrent Expenses, account 101-0404040301, PDF p. 171",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-145-1450101-0404040301,General Administration And Support Services - Administrative And Operating Cost
FY2024,145,145 - Right To Access Information,14501,Right To Access Information,1450101,General Administration And Support Services,101-0404040304,Support To District Offices,Other Recurrent Expenses,printed,printed,programme,,523770,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 145, programme 1450101, Other Recurrent Expenses, account 101-0404040304, PDF p. 171",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-145-1450101-0404040304,General Administration And Support Services - Support To District Offices
FY2024,145,145 - Right To Access Information,14501,Right To Access Information,1450101,General Administration And Support Services,101-0404040305,Support to the Budget Process and it's Committees,Other Recurrent Expenses,printed,printed,programme,,80580,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 145, programme 1450101, Other Recurrent Expenses, account 101-0404040305, PDF p. 171",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-145-1450101-0404040305,General Administration And Support Services - Support to the Budget Process and it's Committees
FY2024,145,145 - Right To Access Information,14501,Right To Access Information,1450102,Programme Management & Research,101-0404040311,Popularization and Capacity Building on the RAI Law and Regulations,Other Recurrent Expenses,printed,printed,programme,,402900,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 145, programme 1450102, Other Recurrent Expenses, account 101-0404040311, PDF p. 172",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-145-1450102-0404040311,Programme Management & Research - Popularization and Capacity Building on the RAI Law and Regulations
FY2024,145,145 - Right To Access Information,14501,Right To Access Information,1450102,Programme Management & Research,101-0404040312,Capacity Building for Records Management Officers in MDA's and Higher Educational Institutions on Records Management and Code of Practice,Other Recurrent Expenses,printed,printed,programme,,282030,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 145, programme 1450102, Other Recurrent Expenses, account 101-0404040312, PDF p. 172",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-145-1450102-0404040312,Programme Management & Research - Capacity Building for Records Management Officers in MDA's and Higher Educational Institutions on Records Management and Code of Practice
FY2024,145,145 - Right To Access Information,14501,Right To Access Information,1450102,Programme Management & Research,101-0404040313,Strengthening National Institutional Coordination on Open Data,Other Recurrent Expenses,printed,printed,programme,,402900,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 145, programme 1450102, Other Recurrent Expenses, account 101-0404040313, PDF p. 172",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-145-1450102-0404040313,Programme Management & Research - Strengthening National Institutional Coordination on Open Data
FY2024,145,145 - Right To Access Information,14501,Right To Access Information,1450102,Programme Management & Research,101-0404040314,Production of an Abridged Version and Translation of the RAI Act into Krio Language,Other Recurrent Expenses,printed,printed,programme,,806800,,,,,,,appropriated,appropriated,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 145, programme 1450102, Other Recurrent Expenses, account 101-0404040314, PDF p. 172",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-145-1450102-0404040314,Programme Management & Research - Production of an Abridged Version and Translation of the RAI Act into Krio Language
FY2024,203,203 - National Civil Registration Authority,20301,General Administrative And Support Services,2030101,General Administrative And Support Services,04000000,Personnel Emoluments,Personnel Emoluments,printed,printed,programme,,55979000,,,45987000,,82.2,,appropriated,actual,partial,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 203, programme 2030101, Personnel Emoluments, activity 04000000 (sub-total), PDF p. 185; actual: Annual Public Accounts 2024 (General Purpose Financial Statements of the Consolidated Fund, unaudited, companion 2025-03-25-sle-annual-public-accounts-2024-companion), Appendix 3, head 203, PDF p. 66 (NLe thousand)",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-203-2030101-04000000,General Administrative And Support Services - Personnel Emoluments
FY2024,203,203 - National Civil Registration Authority,20301,General Administrative And Support Services,2030101,General Administrative And Support Services,101-0403010301,"Budget Preparation, Execution and Monitoring",Other Recurrent Expenses,printed,printed,programme,,100000,,,,,,,appropriated,appropriated,partial,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 203, programme 2030101, Other Recurrent Expenses, account 101-0403010301, PDF p. 185",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-203-2030101-0403010301,"General Administrative And Support Services - Budget Preparation, Execution and Monitoring"
FY2024,203,203 - National Civil Registration Authority,20301,General Administrative And Support Services,2030101,General Administrative And Support Services,101-0407040223,Administrative And Operating Cost,Other Recurrent Expenses,printed,printed,programme,,5534500,,,,,,,appropriated,appropriated,partial,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 203, programme 2030101, Other Recurrent Expenses, account 101-0407040223, PDF p. 185",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-203-2030101-0407040223,General Administrative And Support Services - Administrative And Operating Cost
FY2024,205,205 - Ministry Of Internal Affairs,20501,Office Of The Permanent Secretary,2050101,Management And General Administration,101-0407040217,Development Of Ict,Other Recurrent Expenses,printed,printed,programme,,100000,,,,,,,appropriated,appropriated,unclear,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 205, programme 2050101, Other Recurrent Expenses, account 101-0407040217, PDF p. 187",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-205-2050101-0407040217,Management And General Administration - Development Of Ict
FY2024,214,214 - National Cyber Security Coordination Centre,21401,General Administration and Support Services,2140101,General Administration and Support Services,04000000,Personnel Emoluments,Personnel Emoluments,printed,printed,programme,,5979000,,,4647000,,77.7,,appropriated,actual,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 214, programme 2140101, Personnel Emoluments, activity 04000000 (sub-total), PDF p. 219; actual: Annual Public Accounts 2024 (General Purpose Financial Statements of the Consolidated Fund, unaudited, companion 2025-03-25-sle-annual-public-accounts-2024-companion), Appendix 3, head 214, PDF p. 67 (NLe thousand)",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-214-2140101-04000000,General Administration and Support Services - Personnel Emoluments
FY2024,214,214 - National Cyber Security Coordination Centre,21401,General Administration and Support Services,2140101,General Administration and Support Services,101-0407010113,Administrative Cost,Other Recurrent Expenses,printed,printed,programme,,3631600,,,3268000,,90.0,,appropriated,actual,whole,false,SLE,budget-document,budget-estimates,"Financial Year 2024 Expenditure Estimates (detailed, Budget Version 2024-0001), Head 214, programme 2140101, Other Recurrent Expenses, account 101-0407010113, PDF p. 219; actual: Annual Public Accounts 2024 (General Purpose Financial Statements of the Consolidated Fund, unaudited, companion 2025-03-25-sle-annual-public-accounts-2024-companion), Appendix 4, head 214, PDF p. 71 (NLe thousand)",2023-12-01-sle-fy2024-detailed-budget-estimates-companion,,budgets/SLE/2024.csv#sle-2024-214-2140101-0407010113,General Administration and Support Services - Administrative Cost
