indicator_id,progress,summary,developments,row_ids
gov.regional--regional-policy-collaboration,Movement,"The [two Congolese media regulators agreed to align platform regulation](2026-08-19-acp-csac-cslc-regulateurs-medias-cooperation), and a [bilateral ICT memorandum was approved on the counterparty's side](2026-07-27-namibia-cabinet-approves-ict-mou-with-congo).","2026-08-19 - a round table in Kinshasa [agreed alignment on how the two states regulate media and digital platforms, one regulator calling for joint mechanisms across a shared digital frontier and the other pressing for cooperation on online hate speech and disinformation while insisting regulation must not curtail freedom of expression](2026-08-19-acp-csac-cslc-regulateurs-medias-cooperation). No instrument was signed.

2026-07-27 - a bilateral information-technology memorandum was [approved by the counterparty's cabinet and its minister authorised to sign, with no scope, financing, signature date or Congolese step published](2026-07-27-namibia-cabinet-approves-ict-mou-with-congo).

A [first Central African cybersecurity agencies conference was announced for 2 to 5 June 2026](2026-05-02-brazzaville-premiere-conference-cybersecurite-afrique-centrale-ldb) and nothing records whether it convened.",COG-gov.regional-media-regulator-cooperation|COG-gov.regional-bilateral-ict-cooperation-memorandum|COG-gov.regional-first-central-african-cybersecurity
gov.regional--regional-legal-harmonisation,Movement,The [community interoperable QR-code standard went live across the six member states](2026-07-30-cemac-gimac-norme-qr-code-interoperable) under an April 2026 regulation.,"2026-07-29 - the standard [launched at Douala under an April 2026 regulation, letting any bank, microfinance or mobile-money application scan any merchant code across the six member states, routed and settled through the regional switch](2026-07-30-cemac-gimac-norme-qr-code-interoperable).

It is a regional instrument the country sits inside rather than one it made. The country is [second in the region by mobile-money volume, at 22.76% of it in 2024](2026-07-30-cemac-gimac-norme-qr-code-interoperable), and no country-specific adoption figure, merchant count or transposition step is held, so what the standard has changed here is not established.",COG-dpi.exchange-cemac-interoperable-qr-code|COG-gov.regional-malabo-ratification
gov.regional--cross-border-data-transfers,Movement,"A [twenty-year continental customs digitalisation concession was signed at Abuja](2026-08-10-cog-zlecaf-digitalisation-douanes), covering 50 African countries.","2026-08 - a [twenty-year, US$3.1bn concession was signed to digitalise customs procedures across 50 African countries, harmonising border formalities and enabling real-time cargo tracking, following an earlier-August memorandum at Lagos](2026-08-10-cog-zlecaf-digitalisation-douanes).

It is a continental secretariat instrument the country sits inside as a state party. The country-by-country schedule and the concessionaire's payment terms are not published, and no Congo-specific participation date, engagement or data-handling arrangement is stated - for an instrument that would move consignment data across fifty borders.",COG-dpi.exchange-afcfta-customs-digitalisation-concession
gov.standards--national-quality-standards,Stalled,The regulator's [two-month deadline for completing subscriber identification expired around end-2025](2025-10-23-congo-sets-2-month-sim-registration-deadline-connectingafrica) with no result on file.,"Registration is mandatory. A [survey of 18 localities found cards sold pre-activated and without identity documents in twelve named towns, with only two localities fully compliant, and the regulator gave the two operators two further months to complete identification](2025-10-24-arpce-mtn-airtel-sim-registration-compliance-techafricanews).

The [two-month deadline expired around end-2025](2025-10-23-congo-sets-2-month-sim-registration-deadline-connectingafrica) and no compliance result, sanction, follow-up survey or extension is on file. Operators blamed distributors' resellers and undertook to sanction them, and the base holds no evidence any sanction followed.

Quality enforcement went the other way: 2026-04 - the regulator [served formal notices on both mobile operators after drive tests in 20 interior localities, with a six-month clock and per-department scores published, one operator absent from fourth-generation service in five named localities against eleven interior localities now covered where none was at end-2024](2026-04-09-arpce-mise-en-demeure-mtn-airtel-qos-ldb), the next campaign falling due around October 2026.",COG-gov.standards-subscriber-identification-compliance|COG-infra.connect-quality-service-enforcement-against
gov.standards--adoption-of-international-standards,Movement,The [state operator became the first telecommunications operator in the country to hold the international quality-management standard](2026-03-29-congo-telecom-iso-9001-certification-techreviewafrica).,"No operator held the standard at the window's opening. In March 2026 the [state operator was certified, the first telecommunications operator in the country to hold it](2026-03-29-congo-telecom-iso-9001-certification-techreviewafrica).

It is company-reported and carried by a wire outlet, with no certification date distinct from the publication date and no auditor named. It is also the only international standard adopted by anything on this ledger: no national standards body, conformity regime or certification requirement for digital systems appears anywhere else, the one exception being the invoicing homologation the security agency now runs.",COG-tech.industry-state-operator-quality-certification
gov.discourse--open-discussion-of-government-policy,Regressed,An international observatory recorded continued judicial harassment of a named human rights defender and the opening of his trial ([report](2026-08-27-congo-fidh-passport-defender-ondele-kanga)).,"[An international observatory recorded continued judicial harassment of a named human rights defender and the opening of his trial](2026-08-27-congo-fidh-passport-defender-ondele-kanga).

[UNESCO published a national assessment of internet development in April 2026 using the ROAM-X indicators, whose findings set the adoption of legal frameworks and of the Vision Congo Digital 2025 strategy against insufficient enforcement of the cybersecurity and data-protection laws, high connectivity costs, persistent rural-urban disparities, barriers for people with disabilities and limited public participation in internet governance](2026-04-23-unesco-evaluation-developpement-internet-republique-du-congo-roam-x).

That assessment is the only sustained published argument about data governance the base holds, and it is an external one: no Congolese civil-society, academic or parliamentary contribution to it is on the record.",COG-gov.discourse-defender-prosecution|COG-gov.discourse-public-debate-data-governance
finance.budget--sustainable-domestic-financing-of-digital-transformation,"Mixed, the sector vote rose 30.5% and the treasury banking account doubled while 2025 execution ran at 13.5% and the public-finance systems account stayed flat","The sector vote rose to [FCFA 30,139,589,283 for 2026](2025-12-31-cog-2026-45-118), while [2025 execution was FCFA 3,158,525,582, 13.5% of the revised figure](2025-12-31-cog-2026-45-118).","The programme vote went from [FCFA 23,093,583,163 appropriated for 2025, revised to FCFA 23,348,037,007](2024-12-30-cog-2025-45-118), to [FCFA 30,139,589,283 for 2026, up 30.5%, against 2025 execution of FCFA 3,158,525,582 or 13.5% of the revised figure](2025-12-31-cog-2026-45-118) - a floor, on a numerator that excludes personnel and a denominator that does not.

The [treasury banking-function account more than doubled to FCFA 5,968,000,000](2025-12-31-cog-2026-cst-fonction-bancaire-tresor) from [FCFA 2,810,000,000](2024-12-30-cog-2025-cst-fonction-bancaire-tresor), while the [public-finance information systems account stayed at FCFA 3,500,000,000](2025-12-31-cog-2026-cst-urbanisation-si-fp) for a second year.

A [rectifying law adopted unanimously in July 2026 names consolidating revenue through digitalisation first among four objectives](2026-07-23-cog-adoption-plfr-2026-parlement-mfbpp), publishing no revised digital vote. A [tax on newly imported SIM-capable terminals took effect on 1 June 2026, earmarked for connectivity and infrastructure](2026-07-23-aden-rtn-sim-terminal-tax-assemblee-nationale), with no rate or yield published.",COG-finance.budget-posts-telecommunications-digital-economy|COG-finance.budget-treasury-banking-function-special|COG-finance.budget-public-finance-information-systems|COG-finance.budget-rectifying-finance-law-2026|COG-gov.legislate-tax-newly-imported-sim
finance.mou--strategic-relationships,Movement,An [accord signed at Pointe-Noire covers energy and digital nexus projects and a feasibility study for a data centre attached to a gas plant](2026-06-02-ceo-ong-pratic-souverainete-numerique-ldb).,"2026-06 - an accord was [signed at Pointe-Noire covering energy and digital nexus projects, a regional think tank, and a feasibility study for a regional data centre attached to a gas plant](2026-06-02-ceo-ong-pratic-souverainete-numerique-ldb).

No financing figure or timetable is stated. It is the only strategic relationship on this ledger that starts from power rather than from connectivity or money, which matters in a country where nothing at all quantifies energy cost or grid availability for digital infrastructure.",COG-finance.mou-energy-digital-nexus-protocol
finance.new--mobilisation-of-non-state-finance,Movement,A [mobility platform raised US$30m of equity and debt and launched in Brazzaville](2025-11-07-gozem-launches-congo-brazzaville-wearetech) in November 2025.,"Consultancy forecasts reported by the state agency attribute more than 800 billion of gross domestic product to the digital economy within five years ([forecast](2026-08-26-congo-digital-economy-gsma-forecast)). It is a projection, not a measurement.

2025-11 - a [series B round of US$30m combining equity and debt funded a super-application spanning mobility, delivery, mobile payment and financial services, with operations beginning in Brazzaville](2025-11-07-gozem-launches-congo-brazzaville-wearetech).

It is the only non-state digital deal in the base with a 2025 start year, and the only private-sector-beneficiary one since a 2022 mobile-money guarantee. The round is announced in dollars by the parties with no local-currency figure and no country-specific allocation, and no later source reports fleet size, driver numbers or the promised financial and delivery layers.",COG-finance.new-mobility-platform-series-b|COG-finance.new-digital-economy-forecast
finance.new--development-partner-project-financing,"Mixed, the transformation project's European limb began procuring while the national data centre's works were suspended over an unreleased state tranche","The [European limb launched its first named procurement](2026-07-23-anssi-congo-patn-bei-tender-national-cybersecurity-strategy), while [data-centre works were suspended at 95% over an unpaid state tranche](2025-10-21-cog-datacenter-national-bloque-defaut-financement-sikafinance).","The acceleration project ran on [US$100m committed to a 2027 horizon](2022-06-02-wb-cog-001-congo-digital-acceleration-project) with [20 of 76 sites fully operational at an October 2025 mid-term review and a 2026 work plan of FCFA 21.872bn](2026-03-05-cog-patn-budget-2026-21-8-milliards-jdb). The [European phase, launched June 2025 with EUR 36.3m of loan and FCFA 10bn of grant, opened its first named procurement in July 2026](2026-07-23-anssi-congo-patn-bei-tender-national-cybersecurity-strategy), against [a European component of FCFA 27bn](2022-01-01-eib-cog-001-congo-digital-transformation).

The data centre went the other way: [95% complete, works suspended and withdrawal threatened if the final tranche foreseen in the funding protocol was not released by month end](2025-10-21-cog-datacenter-national-bloque-defaut-financement-sikafinance), after [inauguration had been announced for November 2025](2025-08-06-datacenter-national-inaugure-novembre-ldb).

A [research-centre limb awaits final validation before disbursement, with no amount published](2026-04-21-congo-russia-digital-ai-cooperation-caria-techafricanews). The [consolidated envelope is EUR 136.5m across a World Bank loan, an EU grant and a European bank loan to a 2027 horizon, on three axes - rural connectivity, a multimedia centre and interior-ministry applications](2026-03-05-cog-patn-budget-2026-21-8-milliards-jdb).",COG-finance.new-digital-acceleration-project|COG-finance.new-european-phase-transformation-project|COG-finance.new-data-centre-financing|COG-finance.new-research-centre-phases-three|COG-infra.connect-digital-transformation-acceleration-project
infra.connect--mobile-penetration,Movement,"The regulator's first market report holds [3.757m mobile-internet subscribers at December 2024, up 9.4%](2025-06-17-arpce-congo-rapport-2024-marche-internet-mobile).","The regulator's 2024 mobile-internet market report, the first Congolese telecom market data the base holds, records [3.757m mobile-internet subscribers at December 2024, up 9.4%, against an over-15 population of 3.738m](2025-06-17-arpce-congo-rapport-2024-marche-internet-mobile).

Subscriptions now exceed the addressable over-15 population, so the count no longer measures people. It is an older source arriving late, which makes it a baseline rather than news, and no later regulator market report is held - so the most recent penetration position the base can state is twenty months old.",COG-include.divides-mobile-internet-market-observatory
infra.connect--internet-usage,Movement,"Traffic ran at [90.904bn megabytes on FCFA 63.569bn of revenue in 2024](2025-06-17-arpce-congo-rapport-2024-marche-internet-mobile), on the regulator's first market report.","The 2024 market report records [90.904bn megabytes of mobile-internet traffic on FCFA 63.569bn of revenue](2025-06-17-arpce-congo-rapport-2024-marche-internet-mobile).

Against that, an industry country report puts [unique mobile-internet use at about 19% against about 86% national coverage](2026-06-22-gsma-report-fcfa-870bn-144000-jobs-congo-techafricanews) - a usage gap of some sixty-seven points between where service reaches and who takes it. No household survey, no fixed-broadband count and no gender or income disaggregation exists anywhere on this ledger to explain it.",COG-include.divides-mobile-internet-market-observatory|COG-infra.connect-rural-mobile-internet-population
infra.connect--mobile-affordability,"No change, a first published price position with nothing earlier behind it",Backhaul spectrum fees run at [about 5% of operators' total revenue against a sub-Saharan median of 0.5%](2026-07-16-congo-rural-backhaul-spectrum-fees-techafricanews).,"An industry country report puts [mobile backhaul spectrum fees at about 5% of operators' total revenue against a sub-Saharan median of 0.5%, alongside delayed spectrum assignments, cross-border interference and technology-neutrality restrictions](2026-07-16-congo-rural-backhaul-spectrum-fees-techafricanews).

Backhaul is the default rural link where fibre does not reach, so the premium falls hardest where coverage is weakest, and no regulatory response is on file. The only retail price the base holds is a [weighted FCFA 0.70 a megabyte in 2024](2025-06-17-arpce-congo-rapport-2024-marche-internet-mobile), with nothing later to compare it against.",COG-infra.connect-mobile-backhaul-spectrum-fees|COG-include.divides-mobile-internet-market-observatory
infra.connect--national-fibre-backbone,Movement,"The backbone's first three phases were [contributed in kind to the state operator at FCFA 143,878,429,945](2026-06-21-congo-telecom-central-africa-digital-hub-ambition-techreviewafrica), staged to prepare a listing.","Earlier phases were held by the operator as usufruct with no formal contribution and no capital entry. A [council of ministers decree contributed assets valued at FCFA 143,878,429,945 in kind against a capital increase, raising share capital to FCFA 157,297,453,418 and absorbing accumulated losses of just over FCFA 20bn, staged explicitly to prepare a listing](2026-06-21-congo-telecom-central-africa-digital-hub-ambition-techreviewafrica), [recorded in the council of 6 May 2026](2026-05-06-cog-compte-rendu-conseil-des-ministres).

The backbone whose outages the regulator's own enforcement file blames for northern coverage failures is the asset being readied for market. A [co-regulation accord on shared fibre and pylon infrastructure, announced as imminent in March 2025, has no signature, text or implementation sixteen months on](2025-03-31-deploiement-fibre-optique-urbanisation-reseaux-arpce-ldb).",COG-infra.connect-backbone-transferred-state-operator|COG-infra.energy-co-regulation-accord-shared
infra.connect--international-internet-bandwidth,Stalled,A switch to an alternative submarine cable was [stated to be three weeks away in July 2026](2026-07-14-nguema-nze-arpce-fer-de-lance-ldb); no source confirms any new cable carrying traffic.,"The country has [relied on one cable since 2012, and after weeks of outages sought a new subsea connection in January 2026](2026-01-20-congo-seeks-new-subsea-cable-wacs-failures-connectingafrica).

2026-07-14 - the regulator [stated a connection to another cable could be operational within three weeks, with one alternative cable delayed](2026-07-14-nguema-nze-arpce-fer-de-lance-ldb). No source since confirms any new cable carrying traffic.

Single-cable dependence is the structural fact under every connectivity row here, and no capacity figure, landing station or redundancy arrangement is published for the cable actually in service.",COG-infra.connect-alternative-submarine-cable-connection
infra.connect--internet-exchange-points,No change,[CGIX has served as the African Union's Central Africa sub-regional hub since August 2017](2022-01-01-cgix-portail-web-point-echange-internet-congo).,"[The Congo Internet eXchange Point was initiated by the regulator and launched in May 2013 with seven connected operators, and was selected by the African Union in August 2017 to serve as the Central Africa sub-regional hub; its own portal states 4 connected members, 1 point of presence and 70 Mb/s of traffic an hour](2022-01-01-cgix-portail-web-point-echange-internet-congo).

The counters are the exchange's own and carry no date on the page, and the fall from seven operators at launch to four members is not explained anywhere in the base.",COG-infra.connect-cgix
infra.connect--satellite-broadband-licensing-and-availability,Movement,The regulator [completed low-orbit specialist training and met a satellite operator](2025-10-04-arpce-expertise-satellites-leo-eutelsat-oneweb-ldb); no licence or service authorisation is on file.,"2025-10 - the regulator's network-services directorate [completed three days of specialist training in France on constellations, transmission security, spectrum management and regulatory adaptability, and held a strategic meeting on low-orbit and high-altitude platform regulation](2025-10-04-arpce-expertise-satellites-leo-eutelsat-oneweb-ldb).

Regulatory capacity was built and nothing has been licensed. No licence, service launch or authorisation is on file at 2026-08-06, experimental satellite terminals require express regulator authorisation, and the satellite thread runs to European operators rather than to the American one that has been licensed in most neighbouring markets.",COG-infra.capacity-regulator-satellite-regulatory-capacity|COG-data.satellite-low-orbit-satellite-broadband
infra.store--local-data-centre-capacity-all-providers,Movement,"A [feasibility study opened on a regional data centre attached to a gas plant](2026-06-02-ceo-ong-pratic-souverainete-numerique-ldb), and a [sovereign hosting programme was named](2026-07-28-cg-feuille-de-route-numerique-tribune).","2026-06 - a centre of excellence and a non-governmental body [signed a protocol opening a feasibility study on a regional data centre attached to a gas plant, framed as an energy and digital nexus, with experts assessing the site's energy potential](2026-06-02-ceo-ong-pratic-souverainete-numerique-ldb). No cost, timetable, capacity or financier is named: a study, not a build.

2026-07-28 - a published roadmap named [sovereign hosting and connectivity infrastructure at the two highest tiers as one of nine structuring programmes](2026-07-28-cg-feuille-de-route-numerique-tribune), with no budget, site or date attached and no published national data-centre programme distinct from the regional backbone build.",COG-infra.store-regional-data-centre-feasibility|COG-infra.store-sovereign-data-centre
infra.store--local-data-centre-capacity-national-providers,"Mixed, the state operator asserted three data centres in operation while the national build's own works were suspended over an unpaid state tranche","The state operator [showed the minister a security operations centre across three data centres](2026-08-13-congo-telecom-ministerial-review-connectivity), after [works were suspended at 95%](2025-10-21-cog-datacenter-national-bloque-defaut-financement-sikafinance).","2025-10 - the contractor [suspended works at 95% completion and threatened withdrawal if the final tranche foreseen in the funding protocol was not released by month end](2025-10-21-cog-datacenter-national-bloque-defaut-financement-sikafinance), after [inauguration had been announced for November 2025](2025-08-06-datacenter-national-inaugure-novembre-ldb). No amount is stated for the unpaid share and no position later than October 2025 is held on the financing.

2026-08-10 - the state operator [showed the minister a real-time security operations centre running across its Brazzaville, Pointe-Noire and Oyo data centres, alongside nationwide fibre connectivity](2026-08-13-congo-telecom-ministerial-review-connectivity). It is an assertion made in passing at a ministerial visit; no capacity, certification, utilisation or independent account of any of the three sites is held, and a [minister had already referred to a data-centre inauguration as an accomplished fact in January 2026](2026-01-19-congo-pose-jalons-regulation-ia-ldb).",COG-infra.store-data-centre|COG-finance.new-data-centre-financing
infra.cybersec--national-cybersecurity-readiness,Movement,"The agency [gained a statutory levy-share basis in the 2026 finance law](2025-01-01-cog-2025-anssi-operations), while the [national strategy is only now out to tender](2026-07-23-anssi-congo-patn-bei-tender-national-cybersecurity-strategy).","The regulator dismantled two further telecommunications traffic-fraud sites at Massengo ([operation](2026-08-26-congo-arpce-simbox-massengo)).

The agency, [created by law in October 2019](2019-10-17-cog-loi-30-2019-creation-anssi), had [FCFA 800,000,000 stated for 2025 operations on trade reporting alone, tied to no instrument and with no agency line in any appropriation or execution document](2025-01-01-cog-2025-anssi-operations). It now holds a statutory levy-share basis alongside the four resource streams of its [founding statutes](2023-01-19-cog-decret-2022-1944-statuts-anssi), and its largest operational mandate arrived through tax legislation: the [invoicing decree and orders put it into joint homologation of every terminal, software and enterprise module, awarding the security label and taking 15% of homologation fees](2026-07-16-cog-arretes-1518-1521-facturation-electronique-certifiee-sfec).

The strategy is [out to open international tender with bids due 2 September 2026, seven years after the agency was created](2026-07-23-anssi-congo-patn-bei-tender-national-cybersecurity-strategy). An [audit-provider qualification standard is a consolidated draft with no adoption instrument](2026-07-28-anssi-congo-re-passi-audit-provider-referential-validation), and a [national operations centre and response team are named as a roadmap programme with no standing-up instrument](2026-07-28-cg-feuille-de-route-numerique-tribune).",COG-infra.cybersec-information-systems-security-agency|COG-infra.cybersec-security-label-electronic-invoicing|COG-infra.cybersec-cybersecurity-strategy|COG-infra.cybersec-audit-provider-qualification-standard|COG-infra.cybersec-security-operations-centre-response|COG-infra.cybersec-sim-box-enforcement
dpi.exchange--national-data-exchange-system,Movement,"The ministry [published a national DPI architecture naming X-Road, MOSIP and Mojaloop](2026-09-02-mpten-architecture-numerique-nationale-digital-public-infrastructure-dpi).","[The ministry's statement of the national digital public infrastructure architecture names X-Road for secure federated exchange between the interior, justice, finance, health and higher education ministries with each administration keeping its own data, MOSIP for a unique digital identifier built on existing civil-registry records, and Mojaloop for a national payments switch across MTN MoMo, Airtel Money, the commercial banks and the Treasury under central bank supervision](2026-09-02-mpten-architecture-numerique-nationale-digital-public-infrastructure-dpi).

It is a published architecture and not a deployment: nothing states that any of the three components is in service, and no procurement, timetable or budget for them is held.",COG-dpi.mis-forest-revenue-information-system|COG-dpi.exchange-inter-administration-data-exchange|COG-dpi.exchange-dpi-architecture
dpi.id--robustness-of-system,No change,"A [secure digital identity framework and wallet are named again as a roadmap foundation](2026-07-28-cg-feuille-de-route-numerique-tribune), with no legal instrument, wallet or pilot on file.","The framework was [committed at a July 2025 workshop owned by the interior ministry, with a vendor cited and no legal or institutional framework adopted](2025-07-17-cog-identite-numerique-pilier-citoyennete-adiac), the workshop's own case being that many citizens hold no valid identity document - asserted by the responsible ministry and not sized.

2026-07-28 - it was [named again as one of three digital public infrastructure foundations](2026-07-28-cg-feuille-de-route-numerique-tribune), with still no legal instrument, no wallet and no pilot on file. Twelve months, two statements of intent and no instrument is the whole of the movement.",COG-dpi.id-secure-digital-identity-framework|COG-dpi.id-numero-identification-unique
dpi.id--registration-of-entire-population,Movement,"[Production of the biometric unique-identifier card was relaunched](2025-10-23 Congo relaunches NIU biometric unique-ID card production), after a proximity distribution campaign for uncollected cards.","Production was halted at the window's opening, with [10,506 identity cards and 25,549 number cards uncollected in one city alone, prompting a proximity distribution campaign](2025-09-09-campagne-distribution-cni-niu-pointe-noire-ldb).

2025-10 - [production was relaunched](2025-10-23 Congo relaunches NIU biometric unique-ID card production). The prior suspension is inferred from the word relaunch: no suspension date, cause or duration is on file, and no national coverage or issuance figure exists at either end of the window, so what moved is production capacity rather than any measured count of people registered.",COG-dpi.id-unique-identification-number-biometric
