deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
civ-2025-323-78016001649,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,Appuyer le processus de modernisation de l'Etat civil/ONECI,"« Appuyer le processus de modernisation de l'Etat civil/ONECI » — activité 78016001649, as printed in the finance law.",dpi.registry,whole,Named project line whose stated purpose is a digital system; identified by the cross-vote scan over the full estimates volume (BUDGET-EXTRACT.md §4a).,domestic-state,domestic-revenue,false,,XOF,"FCFA full units, no multiplier",,500000000,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001649",,2026-07-26,2024-12-18-civ-2025-323-78016001649,"Identical appropriation in all three years. · Origin established, not inferred.** This is a recurrent line, so it does not appear in the loi de règlement's investment annexe (ANNEXE-X) at all; recurrent expenditure is met from the general budget. It is not in the annexe's `PROJETS COFINANCES` block, which is where externally-financed lines appear with their `Don` / `Emprunt` sub-rows."
civ-2025-323-78016001808,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,Effectuer des transferts à l'ONECI pour prendre en charge les Dépenses…,"« Effectuer des transferts à l'ONECI pour prendre en charge les Dépenses d'Investissement » — activité 78016001808, as printed in the finance law.",dpi.id,whole,Named project line whose stated purpose is a digital system; identified by the cross-vote scan over the full estimates volume (BUDGET-EXTRACT.md §4a).,domestic-state,domestic-revenue,false,,XOF,"FCFA full units, no multiplier",,77346690,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001808",,2026-07-26,2024-12-18-civ-2025-323-78016001808,"Identical appropriation in all three years. A transfer to ONECI, whose own budget the wiki does not hold, so it counts normally (driver → *Transfers inside the state*). · Origin established, not inferred.** This is a recurrent line, so it does not appear in the loi de règlement's investment annexe (ANNEXE-X) at all; recurrent expenditure is met from the general budget. It is not in the annexe's `PROJETS COFINANCES` block, which is where externally-financed lines appear with their `Don` / `Emprunt` sub-rows."
civ-2025-323-78016002230,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,Mettre en œuvre et déployer le système d'Information Policière de l'Af…,"« Mettre en œuvre et déployer le système d'Information Policière de l'Afrique de l'Ouest (SIPAO) » — activité 78016002230, as printed in the finance law.",dpi.exchange,whole,Named project line whose stated purpose is a digital system; identified by the cross-vote scan over the full estimates volume (BUDGET-EXTRACT.md §4a).,domestic-state,domestic-revenue,false,,XOF,"FCFA full units, no multiplier",,1300000000,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016002230",,2026-07-26,2024-12-18-civ-2025-323-78016002230,"A regional police data-exchange system, funded from the Ivorian budget. · Origin established, not inferred.** The estimates volume prints no source-of-financing column, but the loi de règlement's ANNEXE-X separates `PROJETS COFINANCES` — each carrying `1 Trésor` / `2 Don` / `3 Emprunt` sub-rows — from the ordinary per-section listing, which is Trésor-financed by construction. **This line appears in the ordinary listing, not the cofinancé block**, so it is domestically financed."
civ-2025-323-78016002252,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,"Construire, équiper et numériser le Centre National d'Archivage","« Construire, équiper et numériser le Centre National d'Archivage » — activité 78016002252, as printed in the finance law.",dpi.govtech,whole,Named project line whose stated purpose is a digital system; identified by the cross-vote scan over the full estimates volume (BUDGET-EXTRACT.md §4a).,domestic-state,domestic-revenue,false,,XOF,"FCFA full units, no multiplier",,500000000,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016002252",,2026-07-26,2024-12-18-civ-2025-323-78016002252,"Origin established, not inferred.** The estimates volume prints no source-of-financing column, but the loi de règlement's ANNEXE-X separates `PROJETS COFINANCES` — each carrying `1 Trésor` / `2 Don` / `3 Emprunt` sub-rows — from the ordinary per-section listing, which is Trésor-financed by construction. **This line appears in the ordinary listing, not the cofinancé block**, so it is domestically financed."
civ-2025-325-78033000116,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de la Justice et des Droits de l'Homme (section 325),,,,,,Suivre la mise en oeuvre du schéma directeur d'informatisation du syst…,"« Suivre la mise en oeuvre du schéma directeur d'informatisation du système judiciaire et pénitentiaire du MJDH » — activité 78033000116, as printed in the finance law.",dpi.govtech,whole,Named project line whose stated purpose is a digital system; identified by the cross-vote scan over the full estimates volume (BUDGET-EXTRACT.md §4a).,domestic-state,domestic-revenue,false,,XOF,"FCFA full units, no multiplier",,11020414,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 325, activité 78033000116",,2026-07-26,2024-12-18-civ-2025-325-78033000116,"Identical in all three years, at FCFA 11,0 m — about US$18 000 a year to oversee the informatisation of the entire justice and prison system. · Origin established, not inferred.** This is a recurrent line, so it does not appear in the loi de règlement's investment annexe (ANNEXE-X) at all; recurrent expenditure is met from the general budget. It is not in the annexe's `PROJETS COFINANCES` block, which is where externally-financed lines appear with their `Don` / `Emprunt` sub-rows."
civ-2025-325-90033000003,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de la Justice et des Droits de l'Homme (section 325),,,,,,Mise en place d'un système d'information statistique de planification …,"« Mise en place d'un système d'information statistique de planification et de suivi évaluation » — activité 90033000003, as printed in the finance law.",data.statistics,whole,Named project line whose stated purpose is a digital system; identified by the cross-vote scan over the full estimates volume (BUDGET-EXTRACT.md §4a).,domestic-state,domestic-revenue,false,,XOF,"FCFA full units, no multiplier",,115571274,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 325, activité 90033000003",,2026-07-26,2024-12-18-civ-2025-325-90033000003,"Origin established, not inferred.** The estimates volume prints no source-of-financing column, but the loi de règlement's ANNEXE-X separates `PROJETS COFINANCES` — each carrying `1 Trésor` / `2 Don` / `3 Emprunt` sub-rows — from the ordinary per-section listing, which is Trésor-financed by construction. **This line appears in the ordinary listing, not the cofinancé block**, so it is domestically financed."
civ-2025-356-21235,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,21235 — Administration Générale,,,,21235 — Administration Générale,"« Administration Générale » — programme 21235 of section 356, as printed in the finance law.",dpi.govtech,whole,"The ministry's entire statutory mandate is digital transition and digitalisation, so its programmes are digital lines rather than an envelope (driver → *Scope*, single-mandate carve-out).",domestic-state,domestic-revenue,false,,XOF,"FCFA full units, no multiplier",,1856760967,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 21235",,2026-07-26,2024-12-18-civ-2025-356-21235,"Origin established, not inferred.** This is a recurrent line, so it does not appear in the loi de règlement's investment annexe (ANNEXE-X) at all; recurrent expenditure is met from the general budget. It is not in the annexe's `PROJETS COFINANCES` block, which is where externally-financed lines appear with their `Don` / `Emprunt` sub-rows."
civ-2025-356-22126,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,22126 — Economie numérique et poste,,,,22126 — Economie numérique et poste,"« Economie numérique et poste » — programme 22126 of section 356, as printed in the finance law.",dpi.govtech,whole,"The ministry's entire statutory mandate is digital transition and digitalisation, so its programmes are digital lines rather than an envelope (driver → *Scope*, single-mandate carve-out).",domestic-state,domestic-revenue,false,,XOF,"FCFA full units, no multiplier",,19033679859,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 22126",,2026-07-26,2024-12-18-civ-2025-356-22126,"Origin established, not inferred.** This is a recurrent line, so it does not appear in the loi de règlement's investment annexe (ANNEXE-X) at all; recurrent expenditure is met from the general budget. It is not in the annexe's `PROJETS COFINANCES` block, which is where externally-financed lines appear with their `Don` / `Emprunt` sub-rows."
civ-2025-356-23237,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,23237 — Taxe pour le Développement des nouvelles technologies en zones rurales (ANSUT),,,,23237 — Taxe pour le Développement des nouvelles technologies en zones rurales (ANSUT),"« Taxe pour le Développement des nouvelles technologies en zones rurales (ANSUT) » — programme 23237 of section 356, as printed in the finance law.",infra.connect,whole,"The ministry's entire statutory mandate is digital transition and digitalisation, so its programmes are digital lines rather than an envelope (driver → *Scope*, single-mandate carve-out).",domestic-state,own-source,false,,XOF,"FCFA full units, no multiplier",,35300000000,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 23237",,2026-07-26,2024-12-18-civ-2025-356-23237,"First year in which the ANSUT levy is its own programme. In FY2024 it sat inside programme 23209 *Comptes Spéciaux du Trésor* together with the regulation levy. · Origin: own-source.** This programme is a *compte d'affectation spéciale* — an earmarked levy on telecom operators, not an appropriation of general tax revenue. It does not appear in the loi de règlement's `PROJETS COFINANCES` block, so it carries no external financing."
civ-2025-356-23238,CIV,national,,2025,2025-01-01,2025-12-31,,original,,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,23238 — Soutenir l'activité de régulation du secteur des télécommunications,,,,23238 — Soutenir l'activité de régulation du secteur des télécommunications,"« Soutenir l'activité de régulation du secteur des télécommunications » — programme 23238 of section 356, as printed in the finance law.",gov.policy,whole,"The ministry's entire statutory mandate is digital transition and digitalisation, so its programmes are digital lines rather than an envelope (driver → *Scope*, single-mandate carve-out).",domestic-state,own-source,false,,XOF,"FCFA full units, no multiplier",,4590000000,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 23238",,2026-07-26,2024-12-18-civ-2025-356-23238,"The ARTCI regulation levy, split out as its own programme for the first time in FY2025. ARTCI is also Côte d'Ivoire's data-protection authority under loi n° 2013-450 art. 45, so this line is the closest thing the state budget carries to a data-protection appropriation — but ARTCI is multi-purpose (telecoms, post, electronic transactions, domain names), so the single-mandate carve-out does not apply and no separable data-protection figure exists in any held document. · Origin: own-source.** This programme is a *compte d'affectation spéciale* — an earmarked levy on telecom operators, not an appropriation of general tax revenue. It does not appear in the loi de règlement's `PROJETS COFINANCES` block, so it carries no external financing."
