deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
mwi-2026-091-001-163-3,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,091,Vote 091 - National Intelligence Service,001,Headquarters,163,State and National Security,3,Cyber Security,,printed,printed,programme,State and National Security - Cyber Security,The National Intelligence Service's cyber security sub-programme.,infra.cybersec,whole,Sub-programme titled Cyber Security.,domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,208166994,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 091, cost centre 001-Headquarters, programme 163-State and National Security, sub-programme 3-Cyber Security, row Total, column 2026-27 Estimate, PDF p. 60",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 208,166,994. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-091-002-163-3,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,091,Vote 091 - National Intelligence Service,002,Central Region Headquarters,163,State and National Security,3,Cyber Security,,printed,printed,programme,State and National Security - Cyber Security (Central Region Headquarters),The National Intelligence Service's cyber security sub-programme.,infra.cybersec,whole,Sub-programme titled Cyber Security.,domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,116944377,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 091, cost centre 002-Central Region Headquarters, programme 163-State and National Security, sub-programme 3-Cyber Security, row Total, column 2026-27 Estimate, PDF p. 61",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 116,944,377. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-091-003-163-3,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,091,Vote 091 - National Intelligence Service,003,Southern Region Headquarters,163,State and National Security,3,Cyber Security,,printed,printed,programme,State and National Security - Cyber Security (Southern Region Headquarters),The National Intelligence Service's cyber security sub-programme.,infra.cybersec,whole,Sub-programme titled Cyber Security.,domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,372322391,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 091, cost centre 003-Southern Region Headquarters, programme 163-State and National Security, sub-programme 3-Cyber Security, row Total, column 2026-27 Estimate, PDF p. 62",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 372,322,391. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-091-005-163-3,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,091,Vote 091 - National Intelligence Service,005,Northern Region Headquarters,163,State and National Security,3,Cyber Security,,printed,printed,programme,State and National Security - Cyber Security (Northern Region Headquarters),The National Intelligence Service's cyber security sub-programme.,infra.cybersec,whole,Sub-programme titled Cyber Security.,domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,2908040,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 091, cost centre 005-Northern Region Headquarters, programme 163-State and National Security, sub-programme 3-Cyber Security, row Total, column 2026-27 Estimate, PDF p. 63",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 2,908,040. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-092-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,092,Vote 092 - National Intelligence Service Complaints Tribunal,001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,340218328,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 092, cost centre 001-Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 66",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 340,218,328. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-093-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,093,Vote 093 - Department of Human Resources Management and Development,001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,166600000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 093, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 68",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 166,600,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-097-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,097,Vote 097 - Civil Service Commission,001,Civil Service Commission,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Civil Service Commission),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,56120000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 097, cost centre 001- Civil Service Commission, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 70",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 56,120,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-100-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,100,Vote 100 - Ministry of Defence,001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,28765000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 100, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 74",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 28,765,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-101-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,101,Vote 101 - Malawi Defence Force,001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,332772000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 101, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 78",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 332,772,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-120-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,120,Vote 120 - Ministry of Local Government and Rural Development,001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,2700000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 120, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 88",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 2,700,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-130-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,130,"Vote 130 - Ministry of Lands, Housing and Urban Development",001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,30863000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 130, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 108",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to 30,863,001 against a printed total of 30,863,000, a rounding difference. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-180-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,180,"Vote 180 - Ministry of Youth, Sports and Culture",001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,101591000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 1 (Votes 010-240), Recurrent Details, Vote 180, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 116",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-1-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 101,591,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
