fy,fiscal_year_label,basis,line_name,code,primary_subject,scope_confidence,funding_source,currency,amount_scale,appropriated,revised,doc_locator,source_slug,extracted,notes
2024,2024,line,"ctcp/prodeg - Logiciels, applications et programmes informatiques",21-191771000000-5-1-2-12-00,dpi.govtech,whole,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,0,50000000,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 284 (printed p. 278), ministère 21, service 191771000000, imputation 5-1-2-12-00, source Afd, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,2026-09-24,"The source column reads Afd, the Agence Française de Développement; it does not say grant or loan. The printed écart 50,000,000 equals LFR minus LFI. Nature: Logiciels, applications et programmes informatiques. The economic nature is software, applications and computer programs."
2024,2024,line,"Bureau de Strategie et de développement - Logiciels, applications et programmes informatiques",34-140511000000-5-1-2-12-00,dpi.govtech,whole,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,0,2497919532,"LFR 2024 (Loi L/2024/020/CNT), *Détail des crédits par ministère/institution*, PDF p. 328 (printed p. 322), ministère 34, service 140511000000, imputation 5-1-2-12-00, source Afd, columns LFI 2024 and LFR 2024",2024-08-12-gin-lfr-2024-loi-l-2024-020-cnt-companion,2026-09-24,"The source column reads Afd, the Agence Française de Développement; it does not say grant or loan. The printed écart 2,497,919,532 equals LFR minus LFI. Nature: Logiciels, applications et programmes informatiques. The economic nature is software, applications and computer programs."
2025,2025,line,"Projet d'appui au developpement agropastoral, a la digitalisation et a l'acces aux marches en guinee (paddamag) - Autres acquisitions, installations d'infrastructures, machines et équipements",11-265501000000-5-1-1-11-99,digital.rural,partial,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,46500000000,16500000000,"LFI 2025 (Loi L/2024/023/CNT), *Détail des crédits par ministère/institution*, p. 200, column LFI 2025; LFR 2025 column: Budget 2026 douzièmes provisoires (Loi L/2025/041/CNT), *Détail des crédits*, p. 135; ministère 11, service 265501000000, imputation 5-1-1-11-99, source FINEX",2024-12-31-gin-lfi-2025-loi-l-2024-023-cnt-companion,2026-09-24,"The source column reads FINEX and names no funder. Nature: Autres acquisitions, installations d'infrastructures, machines et équipements. The project names digitalisation beside agro-pastoral development and market access; the digital share is not printed."
2025,2025,line,"Programme national de digitalisation et de securisation du cadastre foncier - Autres acquisitions, installations d'infrastructures, machines et équipements",15-264141000000-5-1-1-11-99,dpi.registry,partial,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,160013890000,0,"LFI 2025 (Loi L/2024/023/CNT), *Détail des crédits par ministère/institution*, p. 255, column LFI 2025; ministère 15, service 264141000000, imputation 5-1-1-11-99, source FINEX",2024-12-31-gin-lfi-2025-loi-l-2024-023-cnt-companion,2026-09-24,"The source column reads FINEX and names no funder. Not in the LFR 2025 column, held at 0. Nature: Autres acquisitions, installations d'infrastructures, machines et équipements. The project joins digitalisation of the cadastre with its securing, which includes surveying; outside the software line the digital share is not printed."
2025,2025,line,Cabinet - Ouvrages et installations télécommunications,20-100281000000-5-1-1-10-20,infra.connect,whole,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,0,3000000000,"LFI 2025 (Loi L/2024/023/CNT), *Détail des crédits par ministère/institution*, p. 338, column LFI 2025; LFR 2025 column: Budget 2026 douzièmes provisoires (Loi L/2025/041/CNT), *Détail des crédits*, p. 245; ministère 20, service 100281000000, imputation 5-1-1-10-20, source Afd",2024-12-31-gin-lfi-2025-loi-l-2024-023-cnt-companion,2026-09-24,"The source column reads Afd, the Agence Française de Développement; it does not say grant or loan. Nature: Ouvrages et installations télécommunications. The economic nature is telecommunications works and installations."
2025,2025,line,"Cabinet - Logiciels, applications et programmes informatiques",20-100281000000-5-1-2-12-00,dpi.govtech,whole,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,0,800000000,"LFI 2025 (Loi L/2024/023/CNT), *Détail des crédits par ministère/institution*, p. 338, column LFI 2025; LFR 2025 column: Budget 2026 douzièmes provisoires (Loi L/2025/041/CNT), *Détail des crédits*, p. 245; ministère 20, service 100281000000, imputation 5-1-2-12-00, source Afd",2024-12-31-gin-lfi-2025-loi-l-2024-023-cnt-companion,2026-09-24,"The source column reads Afd, the Agence Française de Développement; it does not say grant or loan. Nature: Logiciels, applications et programmes informatiques. The economic nature is software, applications and computer programs."
2025,2025,line,Ecole Nationale des Postes et Télécommunication EN de Ratoma - Achats de autres produits spécifiques,21-191112010400-3-2-9-10-00,capacity.training,partial,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,0,213552917,"LFI 2025 (Loi L/2024/023/CNT), *Détail des crédits par ministère/institution*, p. 351, column LFI 2025; LFR 2025 column: Budget 2026 douzièmes provisoires (Loi L/2025/041/CNT), *Détail des crédits*, p. 253; ministère 21, service 191112010400, imputation 3-2-9-10-00, source Afd",2024-12-31-gin-lfi-2025-loi-l-2024-023-cnt-companion,2026-09-24,"The source column reads Afd, the Agence Française de Développement; it does not say grant or loan. Nature: Achats de autres produits spécifiques. The school trains for posts as well as telecommunications; the split is not printed."
2025,2025,line,"Projet de construction d'un village numerique - Autres acquisitions, installations d'infrastructures, machines et équipements",21-265831000000-5-1-1-11-99,capacity.training,whole,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,63290000000,0,"LFI 2025 (Loi L/2024/023/CNT), *Détail des crédits par ministère/institution*, p. 348, column LFI 2025; ministère 21, service 265831000000, imputation 5-1-1-11-99, source FINEX",2024-12-31-gin-lfi-2025-loi-l-2024-023-cnt-companion,2026-09-24,"The source column reads FINEX and names no funder. Not in the LFR 2025 column, held at 0. Nature: Autres acquisitions, installations d'infrastructures, machines et équipements. The project is named a digital village; its lines are the buildings, studies and supervision of it."
2025,2025,line,"Programme Régional d'Intégration Numérique de l'Afrique de l'Ouest - WARDIP - Autres acquisitions, installations d'infrastructures, machines et équipements",37-211381000000-5-1-1-11-99,infra.connect,whole,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,23400000000,23400000000,"LFI 2025 (Loi L/2024/023/CNT), *Détail des crédits par ministère/institution*, p. 432, column LFI 2025; LFR 2025 column: Budget 2026 douzièmes provisoires (Loi L/2025/041/CNT), *Détail des crédits*, p. 315; ministère 37, service 211381000000, imputation 5-1-1-11-99, source FINEX",2024-12-31-gin-lfi-2025-loi-l-2024-023-cnt-companion,2026-09-24,"The source column reads FINEX and names no funder. The LFR 2025 recodes the programme 211401000000. Nature: Autres acquisitions, installations d'infrastructures, machines et équipements. The programme is named for regional digital integration and sits in the digital ministry's investment."
2025,2025,line,"Projet de rehabilitation et lancement des operations de guinee-telecoms - Autres acquisitions, installations d'infrastructures, machines et équipements",37-264871000000-5-1-1-11-99,infra.connect,whole,external,GNF,full Guinean francs as printed; the détail des crédits tables carry no scale factor,34380000000,0,"LFI 2025 (Loi L/2024/023/CNT), *Détail des crédits par ministère/institution*, p. 432, column LFI 2025; ministère 37, service 264871000000, imputation 5-1-1-11-99, source FINEX",2024-12-31-gin-lfi-2025-loi-l-2024-023-cnt-companion,2026-09-24,"The source column reads FINEX and names no funder. Not in the LFR 2025 column, held at 0. Nature: Autres acquisitions, installations d'infrastructures, machines et équipements. The project is the relaunch of the state telecommunications operator; building, equipment and study lines are the project's own."
