indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
infra.connect--satellite-broadband-licensing-and-availability,3,KEN-infra.connect-starlink-kenya-fixed-broadband,,,,,,,"One licensed operator in service; no blanket or class terminal licensing on record",0,
infra.store--off-site-backup-capacity,2,KEN-infra.store-national-disaster-recovery-site,,,,,,,"DR site contracted and in arbitration over idle resources; service status not stated",0,
infra.capacity--robustness-of-government-hardware-and-software,,,,,,,,,"Rows cover broadcast monitoring and a police centre; no core finance or revenue systems on record",0,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,,,,,,,,,"Only an institute under construction; no in-house government systems team on record",0,
infra.cybersec--national-cybersecurity-readiness,2,KEN-infra.cybersec-national-cyber-security-agency|KEN-gov.policy-national-cybersecurity-policy,,,,,,,"Agency established by legal notice and not yet operational; national policy still planned",0,
dpi.exchange--national-data-exchange-system,2,KEN-dpi.exchange-interoperability-platform-pilot,,,,,,,"Platform piloted 2024-25 on a supplier's account; no adoption decision on record",0,
dpi.exchange--use-of-digital-id-in-other-systems,3,KEN-dpi.mis-biometric-health-identification,,,,,,,"Health identification uses Maisha Namba; no verification service for others on these rows",0,
dpi.exchange--interoperability-of-health-systems,3,KEN-dpi.exchange-digital-health-data-exchange-component-regu,,,,,,,"Exchange regulations in force designating shared registries; national messaging standards applied across systems not on record",0,
dpi.exchange--interoperability-of-education-systems,2,KEN-dpi.mis-kenya-education-management-information-syste,,,,,,,"KEMIS incomplete and Maisha Namba harmonisation planned; no exchange in service on record",0,
dpi.exchange--interoperability-of-social-protection-systems,,,,,,,,,"Act and project rows show no registry link to ID or payments planned or in service",0,
dpi.id--robustness-of-system,3,KEN-dpi.id-maisha-namba-national-digital-id|KEN-dpi.id-npdm-directorate,,,,,,,"In service with unique number; no assurance level or security audit on record",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,KEN-dpi.id-npdm-directorate|KEN-dpi.id-live-capture-devices,,,,,,,"National directorate operates the register; no exit terms or funding model on record",0,
dpi.id--authentication,2,KEN-dpi.id-verifiable-credential-wallet-public-service,,,,,,,"Credential wallet proof of concept only; no production decision",0,
dpi.id--digital-id-from-birth,2,KEN-dpi.id-automatic-identity-at-18-from-the-civil-regi,,,,,,,"Identifier at birth provided in statute; rollout counts come from sources after the as-at",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,KEN-dpi.registry-crvs-id-integration,,,,,,,"Integration presented as operating at a conference; no volume or reconciliation reported",0,
dpi.id--use-by-other-systems,,,,,,,,,"Only a proposed separate seller identifier; no register keyed on the national ID on these rows",0,
dpi.pay--governance-role-of-central-bank,,,,,,,,,"National switch procurement only; the central bank's licensing mandate is not on these rows",0,
dpi.pay--g2p-functionality,3,KEN-dpi.pay-integrated-personnel-payroll-database|KEN-include.access-hustler-fund,,,,,,,"Salaries pensions and Hustler Fund digital; social transfers and provider choice not on record",0,
dpi.pay--revenue-collection,,,,,,,,,"Only the e-procurement system is held here; no tax or fee payment channel on these rows",0,
dpi.pay--b2b-and-b2g-functionality,,,,,,,,,"Only a retail equity-trading service held; no e-procurement or business payment row cited here",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,KEN-dpi.pay-pesalink|KEN-dpi.pay-m-pesa-fintech-2|KEN-dpi.pay-my-oneapp,,,,,,,"Bank interoperability via PesaLink on the operator's word; e-money interoperability and agents not on these rows",0,
dpi.pay--cross-border-functionality,2,KEN-dpi.exchange-pesalink-and-papss-interlink|KEN-dpi.pay-comesa-retail-payments-pilot,,,,,,,"PAPSS link a switch pilot with no volumes; no regulatory framework on these rows",0,
dpi.pay--consumer-protection,,,,,,,,,"Only an operator privacy feature held; no consumer-protection rules on record",0,
dpi.registry--civil-register,3,KEN-dpi.registry-online-download-of-birth-certificates,,,,,,,"Birth certificates issued online on the minister's announcement; coverage and other events not on record",0,
dpi.registry--address-register,2,KEN-dpi.registry-national-addressing-system,,,,,,,"Addressing system in development and bill in committee; no coverage on record",0,
dpi.registry--business-register,3,KEN-dpi.registry-business-registration-service,,,,,,,"Online registration in service on the service's own site; tax linkage and beneficial ownership not on record",0,
dpi.registry--social-protection-register,,,,,,,,,"Statutory framework and draft regulations only; registry operation not stated in the rows",0,
dpi.registry--electoral-register,2,KEN-dpi.id-iebc-iris-capture-on-voter-registration-kits,,,,,,,"Biometric kit upgrade in procurement; public access and revision of the roll not on record",0,
dpi.registry--tax-register,2,KEN-dpi.govtech-itax,,,,,,,"Computerised register with third-party validation; no TADAT assessment held",0,
dpi.registry--land-register,3,KEN-dpi.registry-ardhisasa-land-platform,,,,,,,"Digital platform onboarding counties; national coverage and parcel counts not on record",0,
dpi.mis--health,3,KEN-dpi.mis-taifacare-hmis,,,,,,,"HMIS in 1500 public facilities; private sector and integration not on record",0,
dpi.mis--education,2,KEN-dpi.mis-kenya-education-management-information-syste,,,,,,,"KEMIS incomplete and capitation paid on manual data; no published census",0,
dpi.mis--justice,,,,,,,,,"Rows cover police systems only; no court case-management system on record",0,
dpi.mis--tax,2,KEN-dpi.govtech-itax,,,,,,,"E-filing on record; electronic payment not shown on the rows so the lower TADAT dimension is D",0,
dpi.mis--land,3,KEN-dpi.registry-ardhisasa-land-platform|KEN-dpi.mis-national-stamp-duty-module|KEN-dpi.mis-land-e-transactions-regulations,,,,,,,"Electronic registration and stamp duty in service; national cadastre and valuation linkage not on record",0,
dpi.govtech--e-government-services,3,KEN-dpi.govtech-ecitizen-platform|KEN-dpi.govtech-ecitizen-service-migration-target,,,,,,,"eCitizen carries many services; shared ID authentication not on record and migration target unmet",0,
digital.localgov--ict-infrastructure-for-local-government,3,KEN-digital.localgov-kirinyaga-one-government-network-fibre|KEN-digital.localgov-county-digital-services-register,,,,,,,"County networks in some counties; no national programme on these rows",0,
digital.rural--digitalisation-of-rural-health-clinics,3,KEN-digital.localgov-murang-a-telemedicine-network,,,,,,,"One county's 170 facilities connected; national coverage not published",0,
digital.rural--digitalisation-of-rural-primary-schools,3,KEN-include.access-starlink-school-connectivity-with-growx-and,,,,,,,"30 schools across 30 districts connected; national shares not published",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"Outreach drive and land stamp-duty module held; no digital civil registration in rural offices on record",0,
digital.rural--digitalisation-of-rural-police-stations,2,KEN-digital.rural-police-digitisation,,,,,,,"Digital occurrence book and tablets announced; no station count or delivery on record",0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,"Only a compute-platform agreement for research; no AI system in administration on record",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,"Only a private bank's pilot; no public sectoral system using AI on record",0,
tech.ai--development-of-national-regional-ai-systems,2,KEN-tech.ai-atlas-umoja-ai|KEN-tech.ai-kenya-germany-applied-ai-centre,,,,,,,"Builds and centres named without funding; sovereign AI cloud on the operator's word only",0,
tech.ai--control-of-ai-abuse,,,,,,,,,"Only a pending court petition; no rule guideline or authority on these rows",0,
tech.innovate--technology-hubs,2,KEN-gov.legislate-technopolis-act|KEN-tech.innovate-qubit-hub,,,,,,,"Technopolis law in force and a hub announced; no incubation cohorts or tenants on record",0,
tech.innovate--tech-startup-ecosystem,,,,,,,,,"Funding and index figures only; no startup law strategy or scheme on these rows",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,3,KEN-capacity.research-kictanet,,,,,,,"One network submitting memoranda to legislative processes; more than one contributing institution not on record",0,
include.access--citizen-feedback-portals,2,KEN-dpi.govtech-diaspora-information-management-portal,,,,,,,"One-purpose portal on eCitizen; no case or user figures",0,
include.access--gender-equity,3,KEN-include.divides-urban-rural-and-gender-internet-use,14.81,per cent,2024,2025-08-01-fact-sheet-on-ict-analytical-report-based-on-kenya-housing-survey-2023-2024,,,"Regulator and statistics bureau housing survey 2023/24: men 37.8 and women 32.2 per cent",0,
include.access--inclusion-of-persons-with-disabilities,2,KEN-gov.legislate-persons-with-disabilities-act-2025,,,,,,,"Disability Act in force; no digital accessibility provision or standard on record",0,
include.access--inclusion-of-refugees-and-idps,,,,,,,,,"Only a general digital-access project in refugee-hosting counties; no refugee registration or measure on record",0,
data.statistics--national-strategy-for-development-of-statistics,3,KEN-data.statistics-snds2,,,,,,,"SNDS2 published July 2025; no funding or implementation reporting on record",0,
data.statistics--censuses-and-surveys,3,KEN-data.statistics-kmdhs|KEN-data.statistics-economic-survey,,,,,,,"Survey programme running; current-round census results not on these rows",0,
data.statistics--statistics-from-administrative-data,3,KEN-data.statistics-knbs-digital-indicator-release,,,,,,,"ICT chapter compiled from regulator returns; no systematic programme or quality framework",0,
data.open--use-of-open-data,,,,,,,,,"Library bill and a planned paid marketplace only; no open data publication on record",0,
data.satellite--agricultural-use-of-satellite-data,2,KEN-data.satellite-crome|KEN-data.satellite-drsrs-ai-partnership,,,,,,,"Initiative launched and partnership signed; satellite service outputs not on record",0,
data.satellite--meteorological-use-of-satellite-data,3,KEN-data.satellite-sewa,,,,,,,"Space-based early warning project running; WIGOS or GBON implementation not on record",0,
