indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
dpi.pay--p2p-p2g-and-p2b-functionality,3,ZAF-dpi.govtech-payshap-and-qr-code-standard,,,,,,,"PayShap interbank instant payments at 905m transactions; government payments and agent networks not on record",0,
dpi.pay--cross-border-functionality,2,ZAF-dpi.pay-cips-participation,,,,,,,"One bank live on China's CIPS; no retail cross-border framework in force on record",0,
dpi.pay--consumer-protection,3,ZAF-infra.cybersec-fsca-online-harm-enforcement|ZAF-gov.protect-optout-registry,,,,,,,"Conduct enforcement and direct-marketing opt-out rules; ombud or complaints statistics not on record",0,
dpi.registry--electoral-register,2,ZAF-dpi.govtech-iec-digital-voter-registration,,,,,,,"Online and messaging registration in service; public access to the roll and revision cycle not on record",0,
dpi.registry--tax-register,2,ZAF-dpi.registry-trn-enquiry-service,,,,,,,"Computerised reference-number register on the filing platform; structure and linkage not assessed",0,
dpi.mis--education,,,,,,,,,"Student-aid and provincial admissions systems only; no EMIS in these rows",0,
dpi.mis--social-protection,3,ZAF-include.access-bank-account-means-test-across-eight-g|ZAF-include.access-sassa-grant-reviews,,,,,,,"Grant reviews and bank means test across eight grants; ID linkage and published data not in these rows",0,
dpi.mis--justice,2,ZAF-dpi.govtech-courts-digitisation-referral,,,,,,,"Court records digitisation outsourced in three provinces and under investigation; no case-management system on record",0,
dpi.mis--customs,,,,,,,,,"Only a regional customs data-exchange roadmap; the customs management system is not described in these rows",0,
dpi.govtech--e-government-services,2,ZAF-dpi.govtech-mymzansi|ZAF-dpi.id-eta,,,,,,,"Travel authorisation live at four airports and single citizen app in pilot; no count of transactional services",0,
digital.localgov--ict-infrastructure-for-local-government,2,ZAF-dpi.govtech-western-cape-infrastructure-platform,,,,,,,"One province's own platform; no local-government connectivity programme on record",0,
digital.localgov--digitalisation-of-local-government-records,2,ZAF-digital.localgov-mangaung-records|ZAF-digital.localgov-emfuleni-records,,,,,,,"Records systems procured or rolling out in two municipalities; deployment not confirmed",0,
digital.rural--digitalisation-of-rural-health-clinics,2,ZAF-digital.rural-emr-eight-provinces,,,,,,,"EMR rollout to eight provinces at bid; Free State deployment with connectivity outstanding",0,
tech.ai--use-of-ai-in-government-administration,3,ZAF-tech.ai-automated-selection-at-sars|ZAF-dpi.id-eta,,,,,,,"Machine-learning case selection at SARS and automated visa assessment; no inventory or AI procurement rules",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,"Only two banks' AI use; SARS automated selection sits under the administration indicator",0,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,"Only a university AI research network; no national model, dataset or compute facility on record",0,
tech.ai--control-of-ai-abuse,3,ZAF-tech.ai-sahpra-ai-md,,,,,,,"SAHPRA requires authorisation of AI medical devices; registration not commenced and no enforcement",0,
tech.innovate--technology-hubs,2,ZAF-tech.innovate-african-digital-transformation-centre|ZAF-tech.innovate-sacit,,,,,,,"Two Pretoria hubs opened; no programmes, cohorts or tenants on record",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,ZAF-capacity.research-privacy-research-output,,,,,,,"Digital-privacy research output ranked 18th worldwide on a bibliometric review; no funded centre or policy role on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Only a not-held row for data-centre approvals; consultations on other instruments sit under other indicators",0,
include.access--inclusion-of-persons-with-disabilities,,,,,,,,,"Only a cooperation plan with China; no accessibility law or policy in these rows",0,
data.statistics--censuses-and-surveys,3,ZAF-data.statistics-census-2022,,,,,,,"Census 2022 release published; disaggregated census access not on record",0,
data.satellite--agricultural-use-of-satellite-data,3,ZAF-data.satellite-geomaize,,,,,,,"GeoMaize in use in two provinces; no national multi-purpose service on record",0,
