indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.discourse--open-discussion-of-government-policy,2,COD-gov.protect-prosecution-of-social-media-offences|COD-gov.policy-information-space-protection-strategy,,,,,,,"false-information offence with prison terms enforced on prosecutors' instruction; no access-to-information law",0,
infra.connect--national-fibre-backbone,3,COD-infra.connect-digital-transformation-project-fibre,,,,,,,"7000 km in service of 18500 km planned; not every province reached",0,
infra.connect--internet-exchange-points,3,COD-infra.connect-kinshasa-internet-exchange,,,,,,,"KINIX in service with 20+ networks and 1 Tbps capacity on the operators' figures; no traffic series",0,
infra.connect--satellite-broadband-licensing-and-availability,2,COD-gov.legislate-satellite-internet-service-provider,,,,,,,"licence held; direct-to-cell launched for messaging and light data only, no satellite broadband service on record",0,
infra.capacity--robustness-of-government-hardware-and-software,2,COD-dpi.registry-frap-reference-file,,,,,,,"administration reference file equipment under procurement; no core systems inventory on record",0,
infra.cybersec--national-cybersecurity-readiness,2,COD-infra.cybersec-functioning-incident-response-capability,,,,,,,"agency created by ordinance; no cybersecurity strategy adopted and no CERT operating",0,
dpi.exchange--use-of-digital-id-in-other-systems,2,COD-dpi.id-rdc-pass,,,,,,,"bank memorandum names digital identity; no service consuming the ID on record",0,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,"EMIS exists but no exchange or planned link evidenced and no cited absence",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"passport supplier contract unpublished and RDC-PASS a PPP; operating arrangements not established either way",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,"CRVS consultancy and population register digitisation shown; no ID linkage planned or absence cited",0,
dpi.id--use-by-other-systems,,,,,,,,,"only the passport row held; no register keyed on a national ID and no cited absence",0,
dpi.pay--revenue-collection,2,COD-digital.localgov-airport-levy-electronic-payment,,,,,,,"e-invoicing mandatory but electronic payment of taxes not shown in service within the as-at",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,COD-dpi.pay-card-wallet-interoperability-service,,,,,,,"services live; no national switch or government payments on record",0,
dpi.registry--population-register,2,COD-dpi.registry-fichier-general-population,,,,,,,"provided for by decree; Kinshasa digitalisation still at agent training",0,
dpi.registry--business-register,2,COD-dpi.registry-business-creation-single-window,,,,,,,"single window covers attestations only; full online registration not possible",0,
dpi.registry--tax-register,2,COD-dpi.registry-numero-impot,,,,,,,"online tax-number registration; no linkage or integrity assessment on record",0,
dpi.registry--land-register,2,COD-dpi.registry-loi-25-062-foncier,,,,,,,"land registry digitalisation reported August 2026; no digital register in service",0,
dpi.mis--tax,,,,,,,,,"rows name revenue-agency interconnection only; e-filing and payment availability not shown here",0,
dpi.mis--land,,,,,,,,,"archive preparation and staff training only; no land information system procured or piloted",0,
digital.localgov--ict-infrastructure-for-local-government,2,COD-digital.localgov-territorial-connectivity-programme,,,,,,,"financed programme; no territory-level connection count",0,
digital.rural--digitalisation-of-rural-primary-schools,,,,,,,,,"enrolment data pilot only; no devices or connectivity for rural schools on record",0,
tech.ai--use-of-ai-in-government-administration,3,COD-tech.ai-ai-assisted-business-plan,,,,,,,"one state-fund AI platform live; employment-agency AI tender is the donor's",0,
tech.ai--development-of-national-regional-ai-systems,2,COD-tech.ai-student-artificial-intelligence-facility|COD-tech.ai-lingala-language-data-collection,,,,,,,"facility and Lingala dataset planned; nothing in service",0,
tech.innovate--tech-startup-ecosystem,3,COD-tech.innovate-startup-act-implementing-decrees,,,,,,,"Startup Act with agency created 2021; four implementing decrees still in preparation",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,COD-capacity.research-university-and-institute-output,,,,,,,"centre and prize on record; no funded programme stated",0,
include.access--citizen-feedback-portals,,,,,,,,,"regulator's freephone complaints line is voice only; no digital state channel on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"citizen platforms are civil society's; no open state consultation in the 12 months on record",0,
include.access--inclusion-of-refugees-and-idps,,,,,,,,,"rows concern network shutdowns in conflict zones; no refugee or IDP registration evidence",0,
data.statistics--national-strategy-for-development-of-statistics,1,COD-data.statistics-snds-2012-2017,,,,,,,"only strategy expired 2017 with no successor adopted",0,
data.statistics--censuses-and-surveys,2,COD-data.statistics-second-general-population-housing,,,,,,,"census cartography under way; no enumeration",0,
data.statistics--statistics-from-administrative-data,3,COD-data.statistics-civil-service-statistics,,,,,,,"one product from personnel records; administrative systems assessed weak",0,
data.open--use-of-open-data,2,COD-data.open-open-data-policy-or,,,,,,,"portals publish with no open licence stated",0,
data.satellite--agricultural-use-of-satellite-data,,,,,,,,,"RDC-SAT only contracted; MapBiomas mapping is not a state agricultural service",0,
data.satellite--meteorological-use-of-satellite-data,2,COD-data.satellite-mettelsat,,,,,,,"forecaster training on satellite products; no operational use on record",0,
