indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
dpi.exchange--use-of-digital-id-in-other-systems,2,SLE-dpi.id-sim-nin-linkage,,,,,,,"SIM-NIN link in transition and incomplete; eKYC reported only after the as-at",0,
dpi.exchange--interoperability-of-health-systems,2,SLE-dpi.mis-digital-health-roadmap|SLE-dpi.mis-health-information-hub,,,,,,,"Roadmap in force and hub launched; no exchange between systems on record",0,
dpi.exchange--interoperability-of-education-systems,2,SLE-dpi.exchange-education-data-hub,,,,,,,"Data hub linking learners to NIN under construction",0,
dpi.exchange--interoperability-of-social-protection-systems,2,SLE-dpi.registry-sprint,,,,,,,"Data-sharing MoU with Stats SL signed; exchange in service not stated",0,
dpi.id--robustness-of-system,2,SLE-dpi.id-mosip-migration,,,,,,,"Rows here show only the MOSIP pilot; no assurance level or audit on record",0,
dpi.id--registration-of-entire-population,3,SLE-dpi.id-nbims,90,% of population,2024,2024-05-01-sierra-leone-ncra-id4africa-2024-country-presentation,,,"On the NCRA's own figure (near 90%; 93% reported 2025); age base not stated",0,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,"MOSIP pilot only; who operates and maintains the system not on record",0,
dpi.id--authentication,,,,,,,,,"NIN required for a portal but no authentication service on record before the as-at",0,
dpi.id--digital-id-from-birth,,,,,,,,,"Only a birth-registration document announcement; no identifier at birth on record",0,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,SLE-gov.legislate-ncr-act-2016,,,,,,,"One authority over civil registration; no exchange with the ID on record",0,
dpi.id--use-by-other-systems,2,SLE-dpi.registry-farmer-registry,,,,,,,"Farmer registry integration with NIN agreed; not in service",0,
dpi.pay--governance-role-of-central-bank,3,SLE-gov.legislate-nps-act-2022,,,,,,,"Payment systems mandate in force; published oversight not on record in these rows",0,
dpi.pay--g2p-functionality,3,SLE-dpi.pay-economic-inclusion-grants,,,,,,,"One programme paying over mobile money; no other streams on record",0,
dpi.pay--revenue-collection,3,SLE-dpi.pay-nra-ntr-app,,,,,,,"Mobile payment of non-tax fees in rollout; electronic share not published",0,
dpi.pay--b2b-and-b2g-functionality,3,SLE-dpi.pay-ips,,,,,,,"Instant payment switch in service; no end-to-end e-procurement on record",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,SLE-dpi.pay-ips|SLE-dpi.pay-flot,,,,,,,"Switch and merchant services live; agent networks and government payments not on record",0,
dpi.pay--cross-border-functionality,2,SLE-dpi.pay-papss,,,,,,,"Eight banks live on PAPSS; no framework or corridor volumes on record",0,
dpi.pay--consumer-protection,,,,,,,,,"Only fraud-loss allocation shown absent; DFS consumer rules overall not on record",0,
dpi.registry--population-register,3,SLE-dpi.id-nbims,,,,,,,"Built from ID enrolment; not updated from vital events on record",0,
dpi.registry--address-register,2,SLE-dpi.registry-fcc-property-reform|SLE-dpi.registry-national-addressing-partnership,,,,,,,"City council Plus Codes and a partial digital addressing project only",0,
dpi.registry--business-register,,,,,,,,,"Only a draft bill on record; no digital register procured or in service shown",0,
dpi.registry--social-protection-register,3,SLE-dpi.registry-sprint,,,,,,,"SPRINT in service and expanding towards national coverage",0,
dpi.registry--electoral-register,,,,,,,,,"Register under review after a feasibility study; its form not stated",0,
dpi.registry--tax-register,,,,,,,,,"TIN register exists; no TADAT assessment or database structure on record",0,
dpi.registry--land-register,2,SLE-dpi.registry-customary-land-registration,,,,,,,"Customary registration begun in two chiefdoms under the project",0,
dpi.mis--health,2,SLE-dpi.mis-hmis,,,,,,,"HMIS rollout begun at one facility; eIDSR national but a surveillance system",0,
dpi.mis--education,3,SLE-dpi.mis-emis,,,,,,,"EMIS runs the annual school census; no individual learner records",0,
dpi.mis--social-protection,,,,,,,,,"Only the SPRINT registry on record; no programme MIS shown",0,
dpi.mis--justice,1,SLE-dpi.mis-justice-case-management,,,,,,,"Justice sector strategy 2024 records no case management system; blueprint only since",0,
dpi.mis--tax,3,SLE-dpi.mis-itas,,,,,,,"E-filing and mobile payment in service; uptake limited by power cuts",0,
dpi.mis--customs,3,SLE-dpi.exchange-asycuda-customs-system,,,,,,,"ASYCUDA in service; no single window; integrity failure found by ACC",0,
dpi.mis--land,2,SLE-dpi.registry-customary-land-registration,,,,,,,"Registration piloted in two chiefdoms; no land information system in service",0,
dpi.govtech--e-government-services,2,SLE-dpi.govtech-e-procurement,,,,,,,"80% digitised claim is agency-reported with no service list",0,
digital.localgov--ict-infrastructure-for-local-government,2,SLE-digital.localgov-digitalisation-of-local-councils,,,,,,,"Project-funded programme for secondary cities under way",0,
digital.localgov--digitalisation-of-local-government-records,2,SLE-digital.localgov-mpts,,,,,,,"Property tax system rollout to two councils at procurement",0,
digital.rural--digitalisation-of-rural-health-clinics,2,SLE-infra.connect-starlink-health,,,,,,,"One of 300 facilities connected",0,
digital.rural--digitalisation-of-rural-primary-schools,,,,,,,,,"Only district learning hubs on record; nothing on rural schools",0,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,"New outlets opened but digital equipment at them not on record",0,
digital.rural--digitalisation-of-rural-police-stations,2,SLE-dpi.mis-wapis,,,,,,,"WAPIS computers distributed; recording at stations not on record",0,
tech.ai--use-of-ai-in-government-administration,2,SLE-tech.ai-qhala-mou,,,,,,,"MoU to build AI workflows; none delivered",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,2,SLE-tech.ai-sqao-support-tool,,,,,,,"School quality assurance AI tool in pilot",0,
tech.ai--development-of-national-regional-ai-systems,2,SLE-tech.ai-sqao-support-tool,,,,,,,"Local AI tool in pilot; no national model dataset or compute",0,
tech.ai--control-of-ai-abuse,2,SLE-tech.ai-deepfake-campaign,,,,,,,"Awareness campaign with no legal effect",0,
tech.innovate--technology-hubs,2,SLE-tech.innovate-unipod,,,,,,,"UniPod opened July 2026; no incubation cohorts on record",0,
tech.innovate--tech-startup-ecosystem,2,SLE-tech.innovate-rain,,,,,,,"Angel network with ministry framework; no startup law or strategy",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,SLE-capacity.research-slren,,,,,,,"Research network operating; no funded DT policy programme on record",0,
include.access--citizen-feedback-portals,2,SLE-include.access-grievance-redress,,,,,,,"Project-level grievance channels only; no general portal",0,
include.access--citizen-participation-in-policy,,,,,,,,,"Consultation duty in local government law; no consultation on a digital instrument in the 12 months on record",0,
include.access--inclusion-of-persons-with-disabilities,,,,,,,,,"Assistive devices handed over; no law or policy on digital accessibility on record",0,
include.access--inclusion-of-refugees-and-idps,2,SLE-include.access-refugee-and-idp-registration,,,,,,,"ECOWAS project with bank tokens launched; registration status not stated",0,
data.statistics--national-strategy-for-development-of-statistics,3,SLE-data.statistics-ensds-ii,,,,,,,"Extended NSDS II issued 2023; no costed plan or evaluation on record",0,
data.statistics--censuses-and-surveys,3,SLE-data.statistics-census-2026,,,,,,,"2021 mid-term census results published; regular survey programme and open access not on record",0,
data.statistics--statistics-from-administrative-data,3,SLE-dpi.mis-emis,,,,,,,"Annual school census from EMIS; no other admin-based products",0,
data.open--use-of-open-data,2,SLE-data.open-statsl-microdata-catalogue,,,,,,,"Public-use microdata released; licence not stated",0,
data.satellite--agricultural-use-of-satellite-data,,,,,,,,,"Geospatial platform launched for hazard mapping; no agricultural use on record",0,
data.satellite--meteorological-use-of-satellite-data,,,,,,,,,"Climate information project effective; no satellite data stream on record",0,
