indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
digital.rural--digitalisation-of-rural-police-stations,,,,,,,,,"computers in all 186 district stations and radio in 150; no case-recording system on record",0,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,"readiness assessment and draft strategy only; no AI system in administration on record",0,
tech.ai--development-of-national-regional-ai-systems,3,UGA-tech.ai-sunflower-language-models,,,,,,,"open language models released by a not-for-profit with Makerere; no funded programme",0,
tech.ai--control-of-ai-abuse,2,UGA-tech.ai-election-deepfake-warning,,,,,,,"government deepfake warning with no legal effect; no framework on record",0,
tech.innovate--technology-hubs,3,UGA-tech.innovate-fintech-fridays-uganda-edition|UGA-tech.innovate-mbale-ict-hub,,,,,,,"Makerere incubation centre and Mbale centres; no park or outputs reported",0,
tech.innovate--tech-startup-ecosystem,2,UGA-tech.innovate-uganda-innovator-registry|UGA-tech.innovate-startup-three-year-income,,,,,,,"innovator registry call and a proposed tax exemption; no startup law or strategy",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,UGA-capacity.research-economic-policy-research-centre|UGA-tech.ai-ai-readiness-assessment,,,,,,,"research theme named and a validation workshop; no outputs on record",0,
include.access--citizen-feedback-portals,,,,,,,,,"only physical service centres in these rows; no digital feedback channel on record",0,
include.access--citizen-participation-in-policy,,,,,,,,,"service charters only; no public consultation on record in these rows",0,
include.access--inclusion-of-persons-with-disabilities,,,,,,,,,"one funded training programme; no accessibility law or policy on record",0,
include.access--inclusion-of-refugees-and-idps,3,UGA-include.access-refugee-inclusion,,,,,,,"about 2m registered on UNHCR figures; digital service access not provided for here",0,
data.statistics--national-strategy-for-development-of-statistics,3,UGA-data.statistics-plan-for-national-statistical-development|UGA-data.statistics-ubos-fourth-strategic-plan,,,,,,,"PNSD IV in force with implementation at 67%; no costed plan or evaluation on record",0,
data.statistics--statistics-from-administrative-data,2,UGA-data.statistics-labour-employment-productivity-reporting,,,,,,,"administrative labour-data programme launched; no product from registers on record",0,
data.open--use-of-open-data,2,UGA-data.open-procurement-portal-conformance-with,,,,,,,"procurement portal publishes 17.6% of elements; no open licence stated",0,
data.satellite--agricultural-use-of-satellite-data,2,UGA-data.satellite-agricultural-earth-observation,,,,,,,"single-site pilots only; no national service",0,
data.satellite--meteorological-use-of-satellite-data,3,UGA-data.satellite-meteorological-satellite-data-use,,,,,,,"satellite data in operational use on a 2024 donor diagnostic; no WIGOS or GBON record",0,
