indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,qualifier,reassessed,cause
gov.policy--digital-transformation-strategy,3,MAR-gov.policy-digital-morocco-2030,,,,,,,"Adopted 2024; no costed plan or progress report on record; US$250m programme not yet effective",0,
dpi.pay--p2p-p2g-and-p2b-functionality,3,MAR-dpi.pay-instant-transfer-platform|MAR-dpi.pay-interoperable-mobile-payment-acceptance,,,,,,,"Instant transfers and interoperable QR acceptance; agent networks and government payments not on record",0,
dpi.pay--cross-border-functionality,3,MAR-dpi.pay-papss|MAR-dpi.pay-forex-instruction-2026,,,,,,,"PAPSS accession signed and real-time payouts live; corridor volumes or costs not published",0,
dpi.pay--consumer-protection,,,,,,,,,"Interchange cap only; no conduct-of-business rules on record",0,
dpi.registry--population-register,2,MAR-dpi.registry-registry-legal-basis-law-72|MAR-dpi.registry-register-agency,,,,,,,"Register provided by law 72-18; agency not operational on record",0,
dpi.registry--civil-register,3,MAR-dpi.registry-civil-status-management-system-sgec|MAR-dpi.id-civil-status-law-36-21,,,,,,,"SGEC in every office; historic digitisation tendered and coverage not published",0,
dpi.registry--address-register,2,MAR-dpi.registry-communal-addressing,,,,,,,"Communal addressing decree 2017; no address register in service on record",0,
dpi.registry--business-register,3,MAR-dpi.registry-directentreprise-online-company-creation|MAR-gov.legislate-code-commerce-register,,,,,,,"Online creation nationwide; identifier sharing, public search and beneficial ownership not on record",0,
dpi.registry--social-protection-register,3,MAR-dpi.registry-population-registry-unified-social-registry,,,,,,,"Unified social registry in service; coverage and programme use not published",0,
dpi.registry--electoral-register,2,MAR-dpi.govtech-online-registration-annual-electoral-roll,,,,,,,"Digital roll revised annually; public access to the roll not on record",0,
dpi.registry--tax-register,2,MAR-dpi.registry-tadat-tax-administration-assessment,,,,,,,"TADAT rated register accuracy D in 2018 and 2025",0,
dpi.registry--land-register,3,MAR-dpi.registry-land-title-coverage,,,,,,,"Digital cadastral maps; about 30% of land titled, mostly urban",0,
dpi.mis--health,3,MAR-dpi.mis-smipf-sc-health-information-system,,,,,,,"SMIPF-SC in all public health centres; private sector and integration not on record",0,
dpi.mis--education,3,MAR-dpi.mis-massar-school-management-system,,,,,,,"Individual student records; teacher records and payroll use not on record",0,
dpi.mis--social-protection,3,MAR-dpi.mis-social-protection|MAR-dpi.registry-population-registry-unified-social-registry,,,,,,,"Delivery system in service; payment and ID linkage and published data not on record",0,
dpi.mis--justice,3,MAR-dpi.mis-justice,,,,,,,"Court platforms in service; e-filing and published decisions not on record",0,
dpi.mis--tax,,,,,,,,,"Only the e-invoicing decree row is mapped; filing and payment uptake not in this indicator's rows",0,
dpi.mis--customs,3,MAR-dpi.exchange-single-window-trade-platform,,,,,,,"Single window on a 2016 survey only; automation at all posts and risk management not on record",0,
dpi.mis--land,3,MAR-dpi.mis-land-registration,,,,,,,"Electronic registration in service; valuation and tax linkage not on record",0,
dpi.govtech--e-government-services,3,MAR-dpi.govtech-public-services-available-online|MAR-dpi.govtech-law-55-19-administrative-procedures,,,,,,,"600 services online; shared ID authentication and usage not on record",0,
digital.localgov--ict-infrastructure-for-local-government,3,MAR-digital.localgov-territorial-platforms,,,,,,,"Permit platform in all municipalities; connectivity and equipment coverage not published",0,
digital.localgov--digitalisation-of-local-government-records,3,MAR-digital.localgov-territorial-platforms|MAR-dpi.id-civil-status-law-36-21,,,,,,,"Civil registry system in 59 of 97 municipalities; paper registers still being digitised",0,
digital.rural--digitalisation-of-rural-health-clinics,4,MAR-dpi.mis-smipf-sc-health-information-system|MAR-digital.rural-health-facilities,,,,,,,"Digital system in every public health centre; patient-level record not yet built",0,
digital.rural--digitalisation-of-rural-primary-schools,2,MAR-digital.rural-school-connectivity,,,,,,,"Connected-classroom extension to 40 schools; national shares not on record",0,
digital.rural--digitalisation-of-rural-registry-offices,3,MAR-digital.rural-mobile-identity-enrolment-units,,,,,,,"80 mobile enrolment units in service; share of rural offices covered not published",0,
digital.rural--digitalisation-of-rural-police-stations,2,MAR-dpi.govtech-police-online-services-reporting-portals,,,,,,,"National online portals only; no provincial station connection on record",0,
tech.ai--use-of-ai-in-government-administration,2,MAR-tech.ai-driving-licence-exam-ai-oversight,,,,,,,"AI exam oversight in development at the road safety agency; none in service on record",0,
tech.ai--use-of-ai-in-sectoral-management-information-systems,2,MAR-tech.ai-sectoral-systems,,,,,,,"Tax valuation pilot and diagnostic AI in three facilities; no outputs on record",0,
tech.ai--development-of-national-regional-ai-systems,2,MAR-tech.ai-al-jazari-institutes-network,,,,,,,"Institutes constituted without budget; no national model or compute in service in the rows",0,
tech.ai--control-of-ai-abuse,2,MAR-gov.protect-cndp-artificial-intelligence-decision,,,,,,,"CNDP AI decision in preparation; no rule in force in the rows",0,
tech.innovate--technology-hubs,2,MAR-dpi.pay-morocco-fintech-center|MAR-tech.innovate-artificial-intelligence-start-up-programme,,,,,,,"Hub named and AI programme announced; no cohorts on record",0,
tech.innovate--tech-startup-ecosystem,2,MAR-dpi.govtech-govtech-innovation-challenge-2026,,,,,,,"Competition launched; no startup law or strategy in the rows",0,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,,,,,,,,,"PNARDI funds general R&D with no digital share; no digital-policy research on record",0,
include.access--citizen-feedback-portals,2,MAR-dpi.govtech-police-online-services-reporting-portals,,,,,,,"Police reporting platform live with no case counts; ombudsman caseload not shown as digital",0,
include.access--inclusion-of-persons-with-disabilities,,,,,,,,,"Survey data only; no accessibility law or policy on record",0,
include.access--inclusion-of-refugees-and-idps,3,MAR-include.access-foreign-residents,,,,,,,"18,900 refugees registered on UNHCR figures; no digital service route on record",0,
data.statistics--national-strategy-for-development-of-statistics,,,,,,,,,"Statistical reform laws only; no NSDS on record",0,
data.statistics--censuses-and-surveys,3,MAR-data.statistics-censuses-and-surveys,,,,,,,"2024 legal population published; disaggregated results and microdata access not on record",0,
data.statistics--statistics-from-administrative-data,2,MAR-data.statistics-administrative-data,,,,,,,"Agreements announced October 2025; no product compiled on record",0,
data.open--use-of-open-data,2,MAR-data.open-open-data-portal,,,,,,,"Portal publishing; licence, bulk download and reuse not stated",0,
data.satellite--agricultural-use-of-satellite-data,2,MAR-data.satellite-earth-observation-data-programme,,,,,,,"National EO satellites with agriculture applications named; no crop-monitoring service on record",0,
data.satellite--meteorological-use-of-satellite-data,3,MAR-data.satellite-meteorology,,,,,,,"Satellite data processed operationally per the met service; WIGOS and early-warning products not on record",0,
