iso3,indicator_id,dataset,value,unit,year,release
BDI,gdp-current-usd,wdi-gdp,2.87156e+09,US$,2019,2026-07-13
BDI,gdp-current-usd,wdi-gdp,3.18836e+09,US$,2020,2026-07-13
BDI,gdp-current-usd,wdi-gdp,3.42513e+09,US$,2021,2026-07-13
BDI,gdp-current-usd,wdi-gdp,4.02074e+09,US$,2022,2026-07-13
BDI,gdp-current-usd,wdi-gdp,3.41956e+09,US$,2023,2026-07-13
BDI,gdp-current-usd,wdi-gdp,3.03758e+09,US$,2024,2026-07-13
BDI,gdp-current-usd,wdi-gdp,3.36471e+09,US$,2025,2026-07-13
BEN,gdp-current-usd,wdi-gdp,9.53535e+09,US$,2010,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.06933e+10,US$,2011,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.11414e+10,US$,2012,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.25178e+10,US$,2013,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.32845e+10,US$,2014,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.13882e+10,US$,2015,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.18211e+10,US$,2016,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.27017e+10,US$,2017,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.42624e+10,US$,2018,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.43917e+10,US$,2019,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.56867e+10,US$,2020,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.76876e+10,US$,2021,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.74254e+10,US$,2022,2026-07-13
BEN,gdp-current-usd,wdi-gdp,1.96733e+10,US$,2023,2026-07-13
BEN,gdp-current-usd,wdi-gdp,2.14826e+10,US$,2024,2026-07-13
BEN,gdp-current-usd,wdi-gdp,2.45664e+10,US$,2025,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.01096e+10,US$,2010,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.20803e+10,US$,2011,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.2561e+10,US$,2012,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.34443e+10,US$,2013,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.3943e+10,US$,2014,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.18322e+10,US$,2015,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.28334e+10,US$,2016,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.4107e+10,US$,2017,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.58901e+10,US$,2018,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.60328e+10,US$,2019,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.7725e+10,US$,2020,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.96975e+10,US$,2021,2026-07-13
BFA,gdp-current-usd,wdi-gdp,1.86224e+10,US$,2022,2026-07-13
BFA,gdp-current-usd,wdi-gdp,2.01061e+10,US$,2023,2026-07-13
BFA,gdp-current-usd,wdi-gdp,2.31365e+10,US$,2024,2026-07-13
BFA,gdp-current-usd,wdi-gdp,2.76273e+10,US$,2025,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.26373e+10,US$,2010,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.51106e+10,US$,2011,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.39075e+10,US$,2012,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.42717e+10,US$,2013,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.54701e+10,US$,2014,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.35307e+10,US$,2015,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.50826e+10,US$,2016,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.61052e+10,US$,2017,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.70319e+10,US$,2018,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.67259e+10,US$,2019,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.49603e+10,US$,2020,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.87502e+10,US$,2021,2026-07-13
BWA,gdp-current-usd,wdi-gdp,2.03212e+10,US$,2022,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.94136e+10,US$,2023,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.92863e+10,US$,2024,2026-07-13
BWA,gdp-current-usd,wdi-gdp,1.99285e+10,US$,2025,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.14259e+09,US$,2010,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.43798e+09,US$,2011,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.51013e+09,US$,2012,2026-07-13
CAF,gdp-current-usd,wdi-gdp,1.69154e+09,US$,2013,2026-07-13
CAF,gdp-current-usd,wdi-gdp,1.89481e+09,US$,2014,2026-07-13
CAF,gdp-current-usd,wdi-gdp,1.69583e+09,US$,2015,2026-07-13
CAF,gdp-current-usd,wdi-gdp,1.82502e+09,US$,2016,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.07235e+09,US$,2017,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.22098e+09,US$,2018,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.2213e+09,US$,2019,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.32672e+09,US$,2020,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.5165e+09,US$,2021,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.38262e+09,US$,2022,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.55549e+09,US$,2023,2026-07-13
CAF,gdp-current-usd,wdi-gdp,2.75149e+09,US$,2024,2026-07-13
CAF,gdp-current-usd,wdi-gdp,3.06611e+09,US$,2025,2026-07-13
CIV,gdp-current-usd,wdi-gdp,3.49363e+10,US$,2010,2026-07-13
CIV,gdp-current-usd,wdi-gdp,3.66937e+10,US$,2011,2026-07-13
CIV,gdp-current-usd,wdi-gdp,3.63023e+10,US$,2012,2026-07-13
CIV,gdp-current-usd,wdi-gdp,4.27602e+10,US$,2013,2026-07-13
CIV,gdp-current-usd,wdi-gdp,4.8843e+10,US$,2014,2026-07-13
CIV,gdp-current-usd,wdi-gdp,4.5815e+10,US$,2015,2026-07-13
CIV,gdp-current-usd,wdi-gdp,4.84078e+10,US$,2016,2026-07-13
CIV,gdp-current-usd,wdi-gdp,5.25123e+10,US$,2017,2026-07-13
CIV,gdp-current-usd,wdi-gdp,5.85225e+10,US$,2018,2026-07-13
CIV,gdp-current-usd,wdi-gdp,6.03829e+10,US$,2019,2026-07-13
CIV,gdp-current-usd,wdi-gdp,6.30279e+10,US$,2020,2026-07-13
CIV,gdp-current-usd,wdi-gdp,7.27946e+10,US$,2021,2026-07-13
CIV,gdp-current-usd,wdi-gdp,7.09228e+10,US$,2022,2026-07-13
CIV,gdp-current-usd,wdi-gdp,8.07803e+10,US$,2023,2026-07-13
CIV,gdp-current-usd,wdi-gdp,8.71132e+10,US$,2024,2026-07-13
CIV,gdp-current-usd,wdi-gdp,9.97736e+10,US$,2025,2026-07-13
CMR,gdp-current-usd,wdi-gdp,2.75075e+10,US$,2010,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.06309e+10,US$,2011,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.01551e+10,US$,2012,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.37286e+10,US$,2013,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.63865e+10,US$,2014,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.22102e+10,US$,2015,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.38143e+10,US$,2016,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.60985e+10,US$,2017,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.99556e+10,US$,2018,2026-07-13
CMR,gdp-current-usd,wdi-gdp,3.96678e+10,US$,2019,2026-07-13
CMR,gdp-current-usd,wdi-gdp,4.07732e+10,US$,2020,2026-07-13
CMR,gdp-current-usd,wdi-gdp,4.50119e+10,US$,2021,2026-07-13
CMR,gdp-current-usd,wdi-gdp,4.43472e+10,US$,2022,2026-07-13
CMR,gdp-current-usd,wdi-gdp,4.88145e+10,US$,2023,2026-07-13
CMR,gdp-current-usd,wdi-gdp,5.32967e+10,US$,2024,2026-07-13
CMR,gdp-current-usd,wdi-gdp,5.89335e+10,US$,2025,2026-07-13
COD,gdp-current-usd,wdi-gdp,2.41616e+10,US$,2010,2026-07-13
COD,gdp-current-usd,wdi-gdp,2.63924e+10,US$,2011,2026-07-13
COD,gdp-current-usd,wdi-gdp,3.00294e+10,US$,2012,2026-07-13
COD,gdp-current-usd,wdi-gdp,3.48912e+10,US$,2013,2026-07-13
COD,gdp-current-usd,wdi-gdp,3.8353e+10,US$,2014,2026-07-13
COD,gdp-current-usd,wdi-gdp,4.01796e+10,US$,2015,2026-07-13
COD,gdp-current-usd,wdi-gdp,3.86002e+10,US$,2016,2026-07-13
COD,gdp-current-usd,wdi-gdp,3.75375e+10,US$,2017,2026-07-13
COD,gdp-current-usd,wdi-gdp,4.666e+10,US$,2018,2026-07-13
COD,gdp-current-usd,wdi-gdp,4.68459e+10,US$,2019,2026-07-13
COD,gdp-current-usd,wdi-gdp,4.6692e+10,US$,2020,2026-07-13
COD,gdp-current-usd,wdi-gdp,5.90673e+10,US$,2021,2026-07-13
COD,gdp-current-usd,wdi-gdp,7.04223e+10,US$,2022,2026-07-13
COD,gdp-current-usd,wdi-gdp,6.98437e+10,US$,2023,2026-07-13
COD,gdp-current-usd,wdi-gdp,7.57162e+10,US$,2024,2026-07-13
COD,gdp-current-usd,wdi-gdp,9.10305e+10,US$,2025,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.31484e+10,US$,2010,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.56554e+10,US$,2011,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.76929e+10,US$,2012,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.79587e+10,US$,2013,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.79193e+10,US$,2014,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.24348e+10,US$,2015,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.09313e+10,US$,2016,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.18345e+10,US$,2017,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.47739e+10,US$,2018,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.39766e+10,US$,2019,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.14687e+10,US$,2020,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.48257e+10,US$,2021,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.5817e+10,US$,2022,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.53211e+10,US$,2023,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.572e+10,US$,2024,2026-07-13
COG,gdp-current-usd,wdi-gdp,1.63066e+10,US$,2025,2026-07-13
COM,gdp-current-usd,wdi-gdp,9.07979e+08,US$,2010,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.02309e+09,US$,2011,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.01584e+09,US$,2012,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.11622e+09,US$,2013,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.14959e+09,US$,2014,2026-07-13
COM,gdp-current-usd,wdi-gdp,9.6603e+08,US$,2015,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.01284e+09,US$,2016,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.07744e+09,US$,2017,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.1888e+09,US$,2018,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.19502e+09,US$,2019,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.22504e+09,US$,2020,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.29904e+09,US$,2021,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.27954e+09,US$,2022,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.46598e+09,US$,2023,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.61008e+09,US$,2024,2026-07-13
COM,gdp-current-usd,wdi-gdp,1.81492e+09,US$,2025,2026-07-13
CPV,gdp-current-usd,wdi-gdp,1.82475e+09,US$,2010,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.04682e+09,US$,2011,2026-07-13
CPV,gdp-current-usd,wdi-gdp,1.91308e+09,US$,2012,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.02891e+09,US$,2013,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.04193e+09,US$,2014,2026-07-13
CPV,gdp-current-usd,wdi-gdp,1.74986e+09,US$,2015,2026-07-13
CPV,gdp-current-usd,wdi-gdp,1.84979e+09,US$,2016,2026-07-13
CPV,gdp-current-usd,wdi-gdp,1.99674e+09,US$,2017,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.2051e+09,US$,2018,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.25218e+09,US$,2019,2026-07-13
CPV,gdp-current-usd,wdi-gdp,1.82157e+09,US$,2020,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.05184e+09,US$,2021,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.247e+09,US$,2022,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.50453e+09,US$,2023,2026-07-13
CPV,gdp-current-usd,wdi-gdp,2.71372e+09,US$,2024,2026-07-13
CPV,gdp-current-usd,wdi-gdp,3.05663e+09,US$,2025,2026-07-13
DJI,gdp-current-usd,wdi-gdp,1.12861e+09,US$,2010,2026-07-13
DJI,gdp-current-usd,wdi-gdp,1.23914e+09,US$,2011,2026-07-13
DJI,gdp-current-usd,wdi-gdp,1.35363e+09,US$,2012,2026-07-13
DJI,gdp-current-usd,wdi-gdp,2.04444e+09,US$,2013,2026-07-13
DJI,gdp-current-usd,wdi-gdp,2.22064e+09,US$,2014,2026-07-13
DJI,gdp-current-usd,wdi-gdp,2.42439e+09,US$,2015,2026-07-13
DJI,gdp-current-usd,wdi-gdp,2.60496e+09,US$,2016,2026-07-13
DJI,gdp-current-usd,wdi-gdp,2.76258e+09,US$,2017,2026-07-13
DJI,gdp-current-usd,wdi-gdp,2.91346e+09,US$,2018,2026-07-13
DJI,gdp-current-usd,wdi-gdp,3.08885e+09,US$,2019,2026-07-13
DJI,gdp-current-usd,wdi-gdp,3.14414e+09,US$,2020,2026-07-13
DJI,gdp-current-usd,wdi-gdp,3.3928e+09,US$,2021,2026-07-13
DJI,gdp-current-usd,wdi-gdp,3.56281e+09,US$,2022,2026-07-13
DJI,gdp-current-usd,wdi-gdp,3.89845e+09,US$,2023,2026-07-13
DJI,gdp-current-usd,wdi-gdp,4.15215e+09,US$,2024,2026-07-13
DJI,gdp-current-usd,wdi-gdp,4.62453e+09,US$,2025,2026-07-13
DZA,gdp-current-usd,wdi-gdp,1.77785e+11,US$,2010,2026-07-13
DZA,gdp-current-usd,wdi-gdp,2.18332e+11,US$,2011,2026-07-13
DZA,gdp-current-usd,wdi-gdp,2.27144e+11,US$,2012,2026-07-13
DZA,gdp-current-usd,wdi-gdp,2.29701e+11,US$,2013,2026-07-13
DZA,gdp-current-usd,wdi-gdp,2.38943e+11,US$,2014,2026-07-13
DZA,gdp-current-usd,wdi-gdp,1.87494e+11,US$,2015,2026-07-13
DZA,gdp-current-usd,wdi-gdp,1.80764e+11,US$,2016,2026-07-13
DZA,gdp-current-usd,wdi-gdp,1.89881e+11,US$,2017,2026-07-13
DZA,gdp-current-usd,wdi-gdp,1.94554e+11,US$,2018,2026-07-13
DZA,gdp-current-usd,wdi-gdp,1.9346e+11,US$,2019,2026-07-13
DZA,gdp-current-usd,wdi-gdp,1.64873e+11,US$,2020,2026-07-13
DZA,gdp-current-usd,wdi-gdp,1.86231e+11,US$,2021,2026-07-13
DZA,gdp-current-usd,wdi-gdp,2.25582e+11,US$,2022,2026-07-13
DZA,gdp-current-usd,wdi-gdp,2.47924e+11,US$,2023,2026-07-13
DZA,gdp-current-usd,wdi-gdp,2.69322e+11,US$,2024,2026-07-13
DZA,gdp-current-usd,wdi-gdp,2.87031e+11,US$,2025,2026-07-13
EGY,gdp-current-usd,wdi-gdp,2.18984e+11,US$,2010,2026-07-13
EGY,gdp-current-usd,wdi-gdp,2.3599e+11,US$,2011,2026-07-13
EGY,gdp-current-usd,wdi-gdp,2.79117e+11,US$,2012,2026-07-13
EGY,gdp-current-usd,wdi-gdp,2.88434e+11,US$,2013,2026-07-13
EGY,gdp-current-usd,wdi-gdp,3.05595e+11,US$,2014,2026-07-13
EGY,gdp-current-usd,wdi-gdp,3.29367e+11,US$,2015,2026-07-13
EGY,gdp-current-usd,wdi-gdp,3.32442e+11,US$,2016,2026-07-13
EGY,gdp-current-usd,wdi-gdp,2.48363e+11,US$,2017,2026-07-13
EGY,gdp-current-usd,wdi-gdp,2.62589e+11,US$,2018,2026-07-13
EGY,gdp-current-usd,wdi-gdp,3.18679e+11,US$,2019,2026-07-13
EGY,gdp-current-usd,wdi-gdp,3.83818e+11,US$,2020,2026-07-13
EGY,gdp-current-usd,wdi-gdp,4.24672e+11,US$,2021,2026-07-13
EGY,gdp-current-usd,wdi-gdp,4.76748e+11,US$,2022,2026-07-13
EGY,gdp-current-usd,wdi-gdp,3.95926e+11,US$,2023,2026-07-13
EGY,gdp-current-usd,wdi-gdp,3.8906e+11,US$,2024,2026-07-13
EGY,gdp-current-usd,wdi-gdp,3.65255e+11,US$,2025,2026-07-13
ERI,gdp-current-usd,wdi-gdp,1.58952e+09,US$,2010,2026-07-13
ERI,gdp-current-usd,wdi-gdp,2.065e+09,US$,2011,2026-07-13
ETH,gdp-current-usd,wdi-gdp,2.99338e+10,US$,2010,2026-07-13
ETH,gdp-current-usd,wdi-gdp,3.19528e+10,US$,2011,2026-07-13
ETH,gdp-current-usd,wdi-gdp,4.33107e+10,US$,2012,2026-07-13
ETH,gdp-current-usd,wdi-gdp,4.76483e+10,US$,2013,2026-07-13
ETH,gdp-current-usd,wdi-gdp,5.56122e+10,US$,2014,2026-07-13
ETH,gdp-current-usd,wdi-gdp,6.21034e+10,US$,2015,2026-07-13
ETH,gdp-current-usd,wdi-gdp,6.84759e+10,US$,2016,2026-07-13
ETH,gdp-current-usd,wdi-gdp,7.63661e+10,US$,2017,2026-07-13
ETH,gdp-current-usd,wdi-gdp,8.33379e+10,US$,2018,2026-07-13
ETH,gdp-current-usd,wdi-gdp,9.18345e+10,US$,2019,2026-07-13
ETH,gdp-current-usd,wdi-gdp,9.86768e+10,US$,2020,2026-07-13
ETH,gdp-current-usd,wdi-gdp,1.09071e+11,US$,2021,2026-07-13
ETH,gdp-current-usd,wdi-gdp,1.2314e+11,US$,2022,2026-07-13
ETH,gdp-current-usd,wdi-gdp,1.35874e+11,US$,2023,2026-07-13
ETH,gdp-current-usd,wdi-gdp,1.4974e+11,US$,2024,2026-07-13
ETH,gdp-current-usd,wdi-gdp,1.26359e+11,US$,2025,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.43726e+10,US$,2010,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.82103e+10,US$,2011,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.71705e+10,US$,2012,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.75957e+10,US$,2013,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.8204e+10,US$,2014,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.43831e+10,US$,2015,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.40239e+10,US$,2016,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.49295e+10,US$,2017,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.68673e+10,US$,2018,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.68744e+10,US$,2019,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.53422e+10,US$,2020,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.94449e+10,US$,2021,2026-07-13
GAB,gdp-current-usd,wdi-gdp,2.04407e+10,US$,2022,2026-07-13
GAB,gdp-current-usd,wdi-gdp,1.93884e+10,US$,2023,2026-07-13
GAB,gdp-current-usd,wdi-gdp,2.08957e+10,US$,2024,2026-07-13
GAB,gdp-current-usd,wdi-gdp,2.14271e+10,US$,2025,2026-07-13
GHA,gdp-current-usd,wdi-gdp,3.21977e+10,US$,2010,2026-07-13
GHA,gdp-current-usd,wdi-gdp,3.93367e+10,US$,2011,2026-07-13
GHA,gdp-current-usd,wdi-gdp,4.12717e+10,US$,2012,2026-07-13
GHA,gdp-current-usd,wdi-gdp,6.28457e+10,US$,2013,2026-07-13
GHA,gdp-current-usd,wdi-gdp,5.46785e+10,US$,2014,2026-07-13
GHA,gdp-current-usd,wdi-gdp,4.94368e+10,US$,2015,2026-07-13
GHA,gdp-current-usd,wdi-gdp,5.61442e+10,US$,2016,2026-07-13
GHA,gdp-current-usd,wdi-gdp,6.03854e+10,US$,2017,2026-07-13
GHA,gdp-current-usd,wdi-gdp,6.72594e+10,US$,2018,2026-07-13
GHA,gdp-current-usd,wdi-gdp,6.83526e+10,US$,2019,2026-07-13
GHA,gdp-current-usd,wdi-gdp,7.00082e+10,US$,2020,2026-07-13
GHA,gdp-current-usd,wdi-gdp,7.95142e+10,US$,2021,2026-07-13
GHA,gdp-current-usd,wdi-gdp,7.3919e+10,US$,2022,2026-07-13
GHA,gdp-current-usd,wdi-gdp,8.05471e+10,US$,2023,2026-07-13
GHA,gdp-current-usd,wdi-gdp,8.32886e+10,US$,2024,2026-07-13
GHA,gdp-current-usd,wdi-gdp,1.1421e+11,US$,2025,2026-07-13
GIN,gdp-current-usd,wdi-gdp,6.85347e+09,US$,2010,2026-07-13
GIN,gdp-current-usd,wdi-gdp,6.78514e+09,US$,2011,2026-07-13
GIN,gdp-current-usd,wdi-gdp,7.63804e+09,US$,2012,2026-07-13
GIN,gdp-current-usd,wdi-gdp,8.37661e+09,US$,2013,2026-07-13
GIN,gdp-current-usd,wdi-gdp,8.77847e+09,US$,2014,2026-07-13
GIN,gdp-current-usd,wdi-gdp,8.7942e+09,US$,2015,2026-07-13
GIN,gdp-current-usd,wdi-gdp,8.59596e+09,US$,2016,2026-07-13
GIN,gdp-current-usd,wdi-gdp,1.03247e+10,US$,2017,2026-07-13
GIN,gdp-current-usd,wdi-gdp,1.1857e+10,US$,2018,2026-07-13
GIN,gdp-current-usd,wdi-gdp,1.34429e+10,US$,2019,2026-07-13
GIN,gdp-current-usd,wdi-gdp,1.40887e+10,US$,2020,2026-07-13
GIN,gdp-current-usd,wdi-gdp,1.70691e+10,US$,2021,2026-07-13
GIN,gdp-current-usd,wdi-gdp,1.99105e+10,US$,2022,2026-07-13
GIN,gdp-current-usd,wdi-gdp,2.24076e+10,US$,2023,2026-07-13
GIN,gdp-current-usd,wdi-gdp,2.50087e+10,US$,2024,2026-07-13
GIN,gdp-current-usd,wdi-gdp,2.8346e+10,US$,2025,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.54329e+09,US$,2010,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.40969e+09,US$,2011,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.415e+09,US$,2012,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.37561e+09,US$,2013,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.22946e+09,US$,2014,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.37818e+09,US$,2015,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.48458e+09,US$,2016,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.50491e+09,US$,2017,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.67067e+09,US$,2018,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.81361e+09,US$,2019,2026-07-13
GMB,gdp-current-usd,wdi-gdp,1.81217e+09,US$,2020,2026-07-13
GMB,gdp-current-usd,wdi-gdp,2.01416e+09,US$,2021,2026-07-13
GMB,gdp-current-usd,wdi-gdp,2.20473e+09,US$,2022,2026-07-13
GMB,gdp-current-usd,wdi-gdp,2.38226e+09,US$,2023,2026-07-13
GMB,gdp-current-usd,wdi-gdp,2.40489e+09,US$,2024,2026-07-13
GMB,gdp-current-usd,wdi-gdp,2.59367e+09,US$,2025,2026-07-13
GNB,gdp-current-usd,wdi-gdp,9.40113e+08,US$,2010,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.15707e+09,US$,2011,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.04941e+09,US$,2012,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.10968e+09,US$,2013,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.13525e+09,US$,2014,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.15238e+09,US$,2015,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.24507e+09,US$,2016,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.46998e+09,US$,2017,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.55413e+09,US$,2018,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.59621e+09,US$,2019,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.70506e+09,US$,2020,2026-07-13
