fy,fiscal_year_label,basis,line_name,code,primary_subject,scope_confidence,funding_source,currency,amount_scale,proposed,appropriated,revised,doc_locator,source_slug,extracted,notes
2024,2024/2025,line,Digital Identification and Authentication,CQ2,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,8951031805,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project CQ2 (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 8,951,031,805, external grants 0; the columns name no lender."
2024,2024/2025,line,Modernizing Government Network project,E5I,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,5594308523,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project E5I (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 5,594,308,523, external grants 0; the columns name no lender. Its domestic part, 745,500,564, is inside the agency's sub-programme rows."
2024,2024/2025,line,Digital Ambassador's Project,FFB,dpi.govtech,whole,external,RWF,RWF full units as printed; the annexes state no multiplier,,3174925592,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project FFB (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,030,678,638, external grants 1,144,246,954; the columns name no lender."
2024,2024/2025,line,Innovation hubs projects,FG1,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,1361036997,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project FG1 (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 1,361,036,997; the columns name no lender. Its domestic part, 134,231,758, is inside the agency's sub-programme rows."
2024,2024/2025,line,Rwanda Digital Acceleration Project,FG2,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,869757030,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project FG2 (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 869,757,030, external grants 0; the columns name no lender."
2024,2024/2025,line,Facility to Support the Government of Rwanda’s ICT projects,GFI,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,321036585,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GFI (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 321,036,585; the columns name no lender. Its domestic part, 57,786,585, is inside the agency's sub-programme rows."
2024,2024/2025,line,Construction of a Drone Operations Center (DOC),GIA,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,2149494400,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GIA (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,149,494,400, external grants 0; the columns name no lender. Its domestic part, 248,500,188, is inside the agency's sub-programme rows."
2024,2024/2025,line,Last Mile Connectivity project,GIE,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,8569587000,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GIE (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 8,569,587,000, external grants 0; the columns name no lender."
2024,2024/2025,line,Legal Regulatory and institutional Capacity for Broadband Market development,GIF,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,2251720914,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GIF (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,251,720,914, external grants 0; the columns name no lender."
2024,2024/2025,line,"Government Data Management, sharing and Analytics",GIG,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,490266340,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GIG (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 490,266,340, external grants 0; the columns name no lender."
2024,2024/2025,line,E-Service in key sectors,GIH,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,4860103590,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GIH (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 4,860,103,590, external grants 0; the columns name no lender."
2024,2024/2025,line,Cyber Security resilience and data protection,GII,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,342904813,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GII (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 342,904,813, external grants 0; the columns name no lender."
2024,2024/2025,line,Positioning Rwanda as Regional Digital Entrepreneurship hub,GIJ,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,196800000,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GIJ (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 196,800,000, external grants 0; the columns name no lender."
2024,2024/2025,line,Next generation capabilities for Digital economy,GIK,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,441780481,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GIK (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 441,780,481, external grants 0; the columns name no lender."
2024,2024/2025,line,Digitalization of Administration and of Innovation for Development,GLA,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,416827921,,"Law n° 066/2024 of 26/06/2024 (Official Gazette n° Special of 29/06/2024), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project GLA (gazette p. 482)",2024-06-26-rwa-2024-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 416,827,921; the columns name no lender. Its domestic part, 17,571,319, is inside the agency's sub-programme rows."
2025,2025/2026,line,Ict Support Service Development,0801,tech.innovate,partial,external,RWF,RWF full units as printed; the annexes state no multiplier,,12823224295,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-1 Detailed budget by budget agency, BA 0108 RWANDA DEVELOPMENT BOARD (RDB), programme 08, sub-programme 0801 (gazette p. 44); origin split: Annex II-2, institution 01, sub-programme 0801 (p. 390)",2025-06-30-rwa-2025-28-98,2026-09-25,"Externally financed part of the sub-programme; Annex II-2 prints this sub-programme for the institution and only this budget agency carries it in Annex II-1, so II-2 gives its split. Annex II-2 prints loans and grants together at this grain and names no lender."
2025,2025/2026,line,"Remote Sensing, Geospatial Science and Earth Observation",F501,data.satellite,whole,external,RWF,RWF full units as printed; the annexes state no multiplier,,4521771882,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-1 Detailed budget by budget agency, BA 0112 RWANDA SPACE AGENCY, programme F5, sub-programme F501 (gazette p. 49); origin split: Annex II-2, institution 01, sub-programme F501 (p. 391)",2025-06-30-rwa-2025-28-98,2026-09-25,The whole sub-programme is externally financed; no domestic row. Annex II-2 prints loans and grants together at this grain and names no lender.
2025,2025/2026,line,Primary Ict Integration In Education,7001,capacity.literacy,partial,external,RWF,RWF full units as printed; the annexes state no multiplier,,10733274261,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-1 Detailed budget by budget agency, BA 1413 RWANDA EDUCATION BOARD (REB), programme 70, sub-programme 7001 (gazette p. 155); origin split: Annex II-2, institution 14, sub-programme 7001 (p. 401)",2025-06-30-rwa-2025-28-98,2026-09-25,"Externally financed part of the sub-programme; Annex II-2 prints this sub-programme for the institution and only this budget agency carries it in Annex II-1, so II-2 gives its split. Annex II-2 prints loans and grants together at this grain and names no lender."
2025,2025/2026,line,Digital Government Transformation,9805,dpi.govtech,whole,external,RWF,RWF full units as printed; the annexes state no multiplier,,827964742,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-1 Detailed budget by budget agency, BA 2800 MINICT, programme 98, sub-programme 9805 (gazette p. 234); origin split: Annex II-2, institution 28, sub-programme 9805 (p. 409)",2025-06-30-rwa-2025-28-98,2026-09-25,The whole sub-programme is externally financed; no domestic row. Annex II-2 prints loans and grants together at this grain and names no lender.
2025,2025/2026,line,NSDS Basket Fund NISR,P120219002,data.statistics,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,11852174132,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1202 NATIONAL INSTITUTE OF STATISTICS OF RWANDA (NISR), project P120219002 (gazette p. 457)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of NISR, a single-mandate body held whole. External loans 0, external grants 11,852,174,132; the columns name no lender."
2025,2025/2026,line,Electronic Single Window (ESW),P120318001,dpi.exchange,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,773700679,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1203 RWANDA REVENUE AUTHORITY(RRA), project P120318001 (gazette p. 457)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project named for the electronic single window. External loans 0, external grants 773,700,679; the columns name no lender."
2025,2025/2026,line,Rwanda Coding Academy Capacity Development Project,P142022001,capacity.training,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,2093570820,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1420 RWANDA TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING BOARD (RTB), project P142022001 (gazette p. 459)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project named for the coding academy. External loans 0, external grants 2,093,570,820; the columns name no lender."
2025,2025/2026,line,Bloomberg Vital Strategy (Health Data),P160519005,data.statistics,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,122520000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1605 RWANDA BIO-MEDICAL CENTER(RBC), project P160519005 (gazette p. 460)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project named for health data. External loans 0, external grants 122,520,000; the columns name no lender."
2025,2025/2026,line,Digital Ambassador's Project,P190317004,dpi.govtech,whole,external,RWF,RWF full units as printed; the annexes state no multiplier,,3162915342,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190317004 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,104,735,692, external grants 1,058,179,650; the columns name no lender."
2025,2025/2026,line,Digital Identification and Authentication,P190319003,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,13267253074,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190319003 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 13,267,253,074, external grants 0; the columns name no lender."
2025,2025/2026,line,Modernizing Government Network project,P190320001,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,3813040000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190320001 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 3,813,040,000, external grants 0; the columns name no lender."
2025,2025/2026,line,Innovation hubs projects,P190321006,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,1251600000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190321006 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 1,251,600,000; the columns name no lender. Its domestic part, 100,000,000, is inside the agency's sub-programme rows."
2025,2025/2026,line,Rwanda Digital Acceleration Project,P190321007,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,1625743822,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190321007 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 1,625,743,822, external grants 0; the columns name no lender."
2025,2025/2026,line,Access to Affordable Smart Device,P190322001,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,8765420,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322001 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 8,765,420, external grants 0; the columns name no lender."
2025,2025/2026,line,Facility to Support the Government of Rwanda’s ICT projects,P190322002,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,1340288218,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322002 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 1,340,288,218; the columns name no lender. Its domestic part, 200,000,000, is inside the agency's sub-programme rows."
2025,2025/2026,line,Construction of a Drone Operations Center (DOC),P190322003,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,2365555400,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322003 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,365,555,400, external grants 0; the columns name no lender."
2025,2025/2026,line,Last Mile Connectivity project,P190322004,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,7773226885,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322004 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 7,773,226,885, external grants 0; the columns name no lender."
2025,2025/2026,line,Legal Regulatory and institutional Capacity for Broadband Market development,P190322005,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,2117003420,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322005 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,117,003,420, external grants 0; the columns name no lender."
2025,2025/2026,line,"Government Data Management, sharing and Analytics",P190322006,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,185581894,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322006 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 185,581,894, external grants 0; the columns name no lender."
2025,2025/2026,line,E-Service in key sectors,P190322007,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,1928148309,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322007 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 1,928,148,309, external grants 0; the columns name no lender."
2025,2025/2026,line,Cyber Security resilience and data protection,P190322008,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,1988408966,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322008 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 1,988,408,966, external grants 0; the columns name no lender."
2025,2025/2026,line,Positioning Rwanda as Regional Digital Entrepreneurship hub,P190322009,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,714748820,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322009 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 714,748,820, external grants 0; the columns name no lender."
2025,2025/2026,line,Next generation capabilities for Digital economy,P190322010,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,778483130,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322010 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 778,483,130, external grants 0; the columns name no lender."
2025,2025/2026,line,Digitalization of Administration and of Innovation for Development,P190323001,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,343956204,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190323001 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 343,956,204; the columns name no lender. Its domestic part, 151,639,835, is inside the agency's sub-programme rows."
2025,2025/2026,line,Farmer Management Information System (FAMIS),P190324001,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,392850000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324001 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 392,850,000; the columns name no lender."
